,SI_P2HT_OTH,SI_STUR_BIO_CHP,SI_COMC_GAS_CHP,SI_ICEN_GAS_CHP
2016-01-01 00:00:00,1095.100653094887,318.85708527495296,11.020683695287659,18.36780615881277
2016-01-01 01:00:00,1114.3667181633298,324.4667261194543,11.214570173733343,18.690950289555573
2016-01-01 02:00:00,1174.354238944617,341.93310783983355,11.818262163439224,19.697103605732043
2016-01-01 03:00:00,1298.2700665439183,378.0132978169674,13.065304740714877,21.775507901191464
2016-01-01 04:00:00,1713.804060861011,499.00305148587194,17.24708355991839,28.745139266530654
2016-01-01 05:00:00,2158.6750178959587,628.5347582589036,21.724098607664196,36.20683101277366
2016-01-01 06:00:00,2016.8067205737905,587.2274029493935,20.296389084564154,33.827315140940264
2016-01-01 07:00:00,1968.2036927874922,573.075809000765,19.80726637757618,33.01211062929364
2016-01-01 08:00:00,1883.6957255554594,548.4698843873841,18.956809778939427,31.59468296489905
2016-01-01 09:00:00,1809.6965210880321,526.9237638710038,18.212109441273046,30.353515735455083
2016-01-01 10:00:00,1741.827428233291,507.16252907787396,17.529100255839385,29.215167093065645
2016-01-01 11:00:00,1693.6622655621843,493.1384269666204,17.04438405972517,28.40730676620862
2016-01-01 12:00:00,1661.2602470379854,483.7040310008682,16.718302255066522,27.86383709177754
2016-01-01 13:00:00,1665.6388981899045,484.97894937461854,16.76236736380418,27.937278939673636
2016-01-01 14:00:00,1705.0467585571735,496.4532147383714,17.158953342443084,28.598255570738473
2016-01-01 15:00:00,1780.7974234853682,518.5093026042517,17.921279723604524,29.868799539340873
2016-01-01 16:00:00,1826.7732605805154,531.89594552863,18.383963365349906,30.639938942249845
2016-01-01 17:00:00,1803.128544360154,525.0113863103784,18.146011778166567,30.243352963610945
2016-01-01 18:00:00,1796.1227025170838,522.9715169123779,18.075507604186317,30.1258460069772
2016-01-01 19:00:00,1744.4546189244422,507.9274801021241,17.55553932108198,29.2592322018033
2016-01-01 20:00:00,1596.8940751047794,464.9627309067386,16.070545156622988,26.78424192770498
2016-01-01 21:00:00,1352.1274757125195,393.6947938140962,13.60730557818804,22.6788426303134
2016-01-01 22:00:00,1127.502671619086,328.29148124070525,11.34676549994631,18.911275833243852
2016-01-01 23:00:00,1040.8053788110942,303.04809744044906,10.474276346940728,17.457127244901216
2016-01-02 00:00:00,1050.8762764605074,305.9804097000748,10.575626097037336,17.62604349506223
2016-01-02 01:00:00,1073.645262450485,312.60998524357643,10.804764662473147,18.00794110412191
2016-01-02 02:00:00,1131.0055925406211,329.31141593970546,11.382017586936433,18.970029311560722
2016-01-02 03:00:00,1265.4301829045276,368.45141001383996,12.734816425182458,21.224694041970764
2016-01-02 04:00:00,1679.6505818760443,489.0586881706195,16.903375711764678,28.17229285294113
2016-01-02 05:00:00,2088.1787343500664,608.0085724415236,21.014650356987943,35.024417261646576
2016-01-02 06:00:00,1964.700771865957,572.0558743017648,19.772014290586053,32.95335715097676
2016-01-02 07:00:00,1927.482237074647,561.2190681248871,19.39746086631598,32.32910144385997
2016-01-02 08:00:00,1853.9208977224116,539.8004394458818,18.657167039523365,31.095278399205615
2016-01-02 09:00:00,1781.673153715752,518.7642862790018,17.930092745352052,29.88348790892009
2016-01-02 10:00:00,1714.6797910913947,499.258035160622,17.25589658166592,28.759827636109872
2016-01-02 11:00:00,1670.0175493418228,486.25386774836875,16.806432472541832,28.01072078756972
2016-01-02 12:00:00,1635.4262052416648,476.18201259574136,16.458318113514355,27.43053018919059
2016-01-02 13:00:00,1650.7514842733804,480.6442269038674,16.61254599409615,27.687576656826916
2016-01-02 14:00:00,1676.585526069701,488.1662453089943,16.87253013564832,28.120883559413866
2016-01-02 15:00:00,1747.9575398459774,508.9474148011244,17.590791408072104,29.317985680120177
2016-01-02 16:00:00,1783.8624792917115,519.401745465877,17.952125299720883,29.92020883286814
2016-01-02 17:00:00,1779.9216932549843,518.2543189295017,17.91246670185699,29.85411116976165
2016-01-02 18:00:00,1762.4070886473091,513.1546454345005,17.73620626690637,29.560343778177284
2016-01-02 19:00:00,1705.4846236723647,496.58070657574626,17.16335985331684,28.605599755528072
2016-01-02 20:00:00,1554.4211589311672,452.59602268136064,15.643113601867729,26.071856003112885
2016-01-02 21:00:00,1298.7079316591105,378.1407896543424,13.069711251588643,21.782852085981073
2016-01-02 22:00:00,1084.5918903302822,315.7972811779522,10.914927434317287,18.191545723862145
2016-01-02 23:00:00,1033.7995369680243,301.0082280424486,10.403772172960482,17.339620288267472
2016-01-03 00:00:00,1045.621895078205,304.4505076515744,10.522747966552151,17.53791327758692
2016-01-03 01:00:00,1063.5743648010719,309.6776729839507,10.703414912376537,17.839024853960897
2016-01-03 02:00:00,1117.431773969673,325.35916898107945,11.2454157498497,18.742359583082834
2016-01-03 03:00:00,1257.9864759462657,366.2840487784645,12.659905740328446,21.09984290054741
2016-01-03 04:00:00,1686.2185586039225,490.97106573124495,16.96947337487116,28.282455624785268
2016-01-03 05:00:00,2077.669971585462,604.9487683445228,20.90889409601757,34.84815682669595
2016-01-03 06:00:00,1937.5531347240603,564.1513803845128,19.498810616412587,32.49801769402099
2016-01-03 07:00:00,1875.814153482006,546.1750313146334,18.877492583211644,31.46248763868608
2016-01-03 08:00:00,1815.8266327007186,528.7086495942541,18.27380059350576,30.45633432250961
2016-01-03 09:00:00,1744.0167538092503,507.79998826474906,17.551132810208212,29.25188801701369
2016-01-03 10:00:00,1688.8457492950738,491.7360167554952,16.995912440113756,28.326520733522926
2016-01-03 11:00:00,1647.2485633518454,479.62429220486723,16.577293907106025,27.628823178510046
2016-01-03 12:00:00,1613.5329494820708,469.80742072698985,16.23799256982608,27.063320949710132
2016-01-03 13:00:00,1615.7222750580302,470.44487991386495,16.260025124194904,27.100041873658178
2016-01-03 14:00:00,1635.4262052416648,476.18201259574136,16.458318113514355,27.43053018919059
2016-01-03 15:00:00,1715.555521321778,499.5130188353721,17.264709603413454,28.774516005689094
2016-01-03 16:00:00,1760.655628186542,512.6446780850004,17.718580223411305,29.530967039018847
2016-01-03 17:00:00,1752.3361909978962,510.22233317487473,17.634856516809762,29.39142752801627
2016-01-03 18:00:00,1740.951698002907,506.90754540312383,17.520287234091853,29.200478723486423
2016-01-03 19:00:00,1695.8515911381442,493.7758861534957,17.066416614094003,28.444027690156677
2016-01-03 20:00:00,1550.9182380096322,451.5760879823604,15.607861514877603,26.013102524796007
2016-01-03 21:00:00,1299.5836618894941,378.39577332909244,13.078524273336173,21.797540455560288
2016-01-03 22:00:00,1081.088969408747,314.7773464789519,10.87967534732716,18.132792245545268
2016-01-03 23:00:00,1135.8221088077316,330.7138261508308,11.430489206547854,19.050815344246423
2016-01-04 00:00:00,1143.7036808811854,333.0086792235814,11.509806402275636,19.183010670459396
2016-01-04 01:00:00,1157.7153645673257,337.0884180195823,11.650814750236131,19.418024583726886
2016-01-04 02:00:00,1211.5727737359266,352.76991401671125,12.192815587709298,20.32135931284883
2016-01-04 03:00:00,1348.1866896757926,392.54736727772087,13.567646980324149,22.61274496720692
2016-01-04 04:00:00,1807.069330396881,526.1588128467536,18.185670376030455,30.309450626717428
2016-01-04 05:00:00,2185.3847899226635,636.3117603387806,21.992895770963898,36.65482628493983
2016-01-04 06:00:00,2016.3688554585985,587.0999111120184,20.291982573690387,33.81997095615065
2016-01-04 07:00:00,1947.1861672582822,566.9562008067636,19.595753855635433,32.65958975939239
2016-01-04 08:00:00,1877.5656139427729,546.6849986641336,18.895118626706708,31.491864377844518
2016-01-04 09:00:00,1811.4479815487996,527.4337312205039,18.22973548476811,30.38289247461352
2016-01-04 10:00:00,1764.1585491080768,513.6646127840005,17.753832310401428,29.589720517335717
2016-01-04 11:00:00,1712.490465515435,498.6205759737469,17.233864027297095,28.723106712161826
2016-01-04 12:00:00,1687.0942888343066,491.22604940599507,16.978286396618692,28.29714399436449
2016-01-04 13:00:00,1690.597209755841,492.24598410499516,17.013538483608812,28.355897472681356
2016-01-04 14:00:00,1734.383721275029,504.9951678424984,17.45418957098537,29.090315951642285
2016-01-04 15:00:00,1821.956744313405,530.4935353175047,18.335491745738484,30.55915290956414
2016-01-04 16:00:00,1877.5656139427729,546.6849986641336,18.895118626706708,31.491864377844518
2016-01-04 17:00:00,1862.6782000262492,542.3502761933825,18.74529725699868,31.2421620949978
2016-01-04 18:00:00,1855.2344930679874,540.182914958007,18.67038657214467,31.117310953574446
2016-01-04 19:00:00,1814.513037355143,528.3261740821291,18.26058106088447,30.434301768140788
2016-01-04 20:00:00,1680.96417722162,489.4411636827446,16.916595244385974,28.194325407309957
2016-01-04 21:00:00,1412.5528616089987,411.28866737185047,14.215404078767687,23.69234013127948
2016-01-04 22:00:00,1182.6736761332627,344.3554527499591,11.90198587004077,19.836643116734617
2016-01-04 23:00:00,1161.6561506040525,338.23584455595767,11.690473348100022,19.484122246833373
2016-01-05 00:00:00,1167.7862622167388,340.02073027920807,11.75216450033274,19.5869408338879
