,[AGRAS 1;AGRAS 2],[ASSOMATA 1;ASSOMATA 2],EDESSAIOS 1,GHIONA 1,[GLAFKOS-II NO1;GLAFKOS-II NO2],[ILARIONAS 1;ILARIONAS 2;ILARIONAS A1],[KASTRAKI 1;KASTRAKI 2;KASTRAKI 3;KASTRAKI 4],[KREMASTA 1;KREMASTA 2;KREMASTA 3;KREMASTA 4],LADONAS,[LOUROS 1;LOUROS 2;LOUROS 3],[MAKROHORI-I NO 1;MAKROHORI-I NO 2;MAKROHORI-I NO 3],[PIGAI AOOS 1;PIGAI AOOS 2],[PLASTIRA 1;PLASTIRA 2;PLASTIRA 3],[PLATANOVRISI 1;PLATANOVRISI 2],[POLYPHYTON 1;POLYPHYTON 2;POLYPHYTON 3],[POURNARI-I NO 1;POURNARI-I NO 2;POURNARI-I NO 3;POURNARI-I NO A1],[POURNARI-II NO 1;POURNARI-II NO 2],[SFIKIA 1;SFIKIA 2;SFIKIA 3],[STRATOS-I NO 1;STRATOS-I NO 2],[STRATOS-II NO 1;STRATOS-II NO 2],THISAVROS 1,THISAVROS 2,THISAVROS 3
2014-12-31 23:00:00,0.0004965675,0.0,0.000126315789474,0.00379024019608,0.0664697980835,0.160094326011,0.0619620985677,0.286507639397,0.881852291667,0.0192046197411,0.0118656867284,0.0255489710145,0.0206100696053,0.00289658292484,0.00190122511111,0.194622930466,0.000799465277778,0.00031855026455,0.0101952583333,0.00211764303483,0.0754464891667,0.0754464891667,0.0754464891667
2015-01-01 00:00:00,0.00049500625,0.0,0.000127010233918,0.00379155800654,0.0660755098415,0.160532327475,0.0620022594835,0.287301452489,0.885990885417,0.0191749147114,0.0118831232317,0.0255063949804,0.0203930083935,0.00294153008976,0.00185203541667,0.194635945544,0.000978270949074,0.000315610300926,0.0101643960764,0.00213488365464,0.0760085692014,0.0760085692014,0.0760085692014
2015-01-01 01:00:00,0.000493445,0.0,0.000127704678363,0.00379287581699,0.0656812215996,0.160970328939,0.0620424203993,0.288095265581,0.890129479167,0.0191452096818,0.0119005597351,0.0254638189463,0.0201759471817,0.00298647725468,0.00180284572222,0.194648960622,0.00115707662037,0.000312670337302,0.0101335338194,0.00215212427446,0.0765706492361,0.0765706492361,0.0765706492361
2015-01-01 02:00:00,0.00049188375,0.0,0.000128399122807,0.00379419362745,0.0652869333576,0.161408330403,0.0620825813151,0.288889078673,0.894268072917,0.0191155046521,0.0119179962384,0.0254212429121,0.0199588859699,0.00303142441959,0.00175365602778,0.1946619757,0.00133588229167,0.000309730373677,0.0101026715625,0.00216936489428,0.0771327292708,0.0771327292708,0.0771327292708
2015-01-01 03:00:00,0.0004903225,0.0,0.000129093567251,0.00379551143791,0.0648926451156,0.161846331867,0.0621227422309,0.289682891765,0.898406666667,0.0190857996224,0.0119354327418,0.025378666878,0.0197418247581,0.00307637158451,0.00170446633333,0.194674990778,0.00151468796296,0.000306790410053,0.0100718093056,0.0021866055141,0.0776948093056,0.0776948093056,0.0776948093056
2015-01-01 04:00:00,0.00048876125,0.0,0.000129788011696,0.00379682924837,0.0644983568736,0.162284333331,0.0621629031467,0.290476704857,0.902545260417,0.0190560945928,0.0119528692451,0.0253360908439,0.0195247635463,0.00312131874943,0.00165527663889,0.194688005856,0.00169349363426,0.000303850446429,0.0100409470486,0.00220384613391,0.0782568893403,0.0782568893403,0.0782568893403
2015-01-01 05:00:00,0.0004872,0.0,0.00013048245614,0.00379814705882,0.0641040686316,0.162722334795,0.0622030640625,0.291270517949,0.906683854167,0.0190263895631,0.0119703057485,0.0252935148098,0.0193077023345,0.00316626591435,0.00160608694444,0.194701020934,0.00187229930556,0.000300910482804,0.0100100847917,0.00222108675373,0.078818969375,0.078818969375,0.078818969375
2015-01-01 06:00:00,0.00048563875,0.0,0.000131176900585,0.00379946486928,0.0637097803897,0.163160336259,0.0622432249783,0.292064331041,0.910822447917,0.0189966845334,0.0119877422518,0.0252509387757,0.0190906411228,0.00321121307927,0.00155689725,0.194714036012,0.00205110497685,0.00029797051918,0.00997922253472,0.00223832737355,0.0793810494097,0.0793810494097,0.0793810494097
2015-01-01 07:00:00,0.0004840775,0.0,0.000131871345029,0.00380078267974,0.0633154921477,0.163598337723,0.0622833858941,0.292858144133,0.914961041667,0.0189669795038,0.0120051787551,0.0252083627415,0.018873579911,0.00325616024419,0.00150770755556,0.19472705109,0.00222991064815,0.000295030555556,0.00994836027778,0.00225556799337,0.0799431294444,0.0799431294444,0.0799431294444
2015-01-01 08:00:00,0.00048251625,0.0,0.000132565789474,0.0038021004902,0.0629212039057,0.164036339187,0.0623235468099,0.293651957225,0.919099635417,0.0189372744741,0.0120226152585,0.0251657867074,0.0186565186992,0.00330110740911,0.00145851786111,0.194740066168,0.00240871631944,0.000292090591931,0.00991749802083,0.00227280861318,0.0805052094792,0.0805052094792,0.0805052094792
