,[AGRAS 1;AGRAS 2],[ASSOMATA 1;ASSOMATA 2],EDESSAIOS 1,GHIONA 1,[GLAFKOS-II NO1;GLAFKOS-II NO2],[ILARIONAS 1;ILARIONAS 2;ILARIONAS A1],[KASTRAKI 1;KASTRAKI 2;KASTRAKI 3;KASTRAKI 4],[KREMASTA 1;KREMASTA 2;KREMASTA 3;KREMASTA 4],LADONAS,[LOUROS 1;LOUROS 2;LOUROS 3],[MAKROHORI-I NO 1;MAKROHORI-I NO 2;MAKROHORI-I NO 3],[PIGAI AOOS 1;PIGAI AOOS 2],[PLASTIRA 1;PLASTIRA 2;PLASTIRA 3],[PLATANOVRISI 1;PLATANOVRISI 2],[POLYPHYTON 1;POLYPHYTON 2;POLYPHYTON 3],[POURNARI-I NO 1;POURNARI-I NO 2;POURNARI-I NO 3;POURNARI-I NO A1],[POURNARI-II NO 1;POURNARI-II NO 2],[SFIKIA 1;SFIKIA 2;SFIKIA 3],[STRATOS-I NO 1;STRATOS-I NO 2],[STRATOS-II NO 1;STRATOS-II NO 2],THISAVROS 1,THISAVROS 2,THISAVROS 3
2014-12-31 23:00:00,0.00103910833333,0.0,0.000399252192982,0.00358939215686,0.0386303473648,0.814967486304,0.0569629421875,0.328203293002,1.60407037698,0.0196487257282,0.0609904861111,0.0387935280797,0.0203708918738,0.0284553114788,0.00608866677778,0.260229946008,0.00271050277778,0.0,0.00766557333333,0.00118993781095,0.7845223025,0.7845223025,0.7845223025
2015-01-01 00:00:00,0.00103885618056,0.0,0.000400887701023,0.00359551062092,0.038889880528,0.819183957005,0.0571926065484,0.329273681338,1.6171851207,0.0196778699771,0.0611110026042,0.0388829044309,0.0204236504195,0.0284305565626,0.00602417191204,0.260727991035,0.00275354415509,0.0,0.0076848303588,0.00120844138682,0.781802258299,0.781802258299,0.781802258299
2015-01-01 01:00:00,0.00103860402778,0.0,0.000402523209064,0.00360162908497,0.0391494136912,0.823400427707,0.0574222709093,0.330344069675,1.63029986442,0.019707014226,0.0612315190972,0.038972280782,0.0204764089653,0.0284058016465,0.0059596770463,0.261226036062,0.00279658553241,0.0,0.00770408738426,0.00122694496269,0.779082214097,0.779082214097,0.779082214097
2015-01-01 02:00:00,0.001038351875,0.0,0.000404158717105,0.00360774754902,0.0394089468543,0.827616898408,0.0576519352702,0.331414458012,1.64341460813,0.0197361584749,0.0613520355903,0.0390616571332,0.020529167511,0.0283810467303,0.00589518218056,0.261724081089,0.00283962690972,0.0,0.00772334440972,0.00124544853856,0.776362169896,0.776362169896,0.776362169896
2015-01-01 03:00:00,0.00103809972222,0.0,0.000405794225146,0.00361386601307,0.0396684800175,0.831833369109,0.0578815996311,0.332484846348,1.65652935185,0.0197653027238,0.0614725520833,0.0391510334843,0.0205819260567,0.0283562918142,0.00583068731481,0.262222126116,0.00288266828704,0.0,0.00774260143519,0.00126395211443,0.773642125694,0.773642125694,0.773642125694
2015-01-01 04:00:00,0.00103784756944,0.0,0.000407429733187,0.00361998447712,0.0399280131807,0.83604983981,0.058111263992,0.333555234685,1.66964409557,0.0197944469728,0.0615930685764,0.0392404098354,0.0206346846025,0.028331536898,0.00576619244907,0.262720171144,0.00292570966435,0.0,0.00776185846065,0.0012824556903,0.770922081493,0.770922081493,0.770922081493
2015-01-01 05:00:00,0.00103759541667,0.0,0.000409065241228,0.00362610294118,0.0401875463438,0.840266310511,0.0583409283529,0.334625623022,1.68275883929,0.0198235912217,0.0617135850694,0.0393297861866,0.0206874431482,0.0283067819819,0.00570169758333,0.263218216171,0.00296875104167,0.0,0.00778111548611,0.00130095926617,0.768202037292,0.768202037292,0.768202037292
2015-01-01 06:00:00,0.00103734326389,0.0,0.000410700749269,0.00363222140523,0.040447079507,0.844482781213,0.0585705927138,0.335696011358,1.695873583,0.0198527354706,0.0618341015625,0.0394191625377,0.0207402016939,0.0282820270657,0.00563720271759,0.263716261198,0.00301179241898,0.0,0.00780037251157,0.00131946284204,0.76548199309,0.76548199309,0.76548199309
2015-01-01 07:00:00,0.00103709111111,0.0,0.00041233625731,0.00363833986928,0.0407066126702,0.848699251914,0.0588002570747,0.336766399695,1.70898832672,0.0198818797195,0.0619546180556,0.0395085388889,0.0207929602397,0.0282572721496,0.00557270785185,0.264214306225,0.0030548337963,0.0,0.00781962953704,0.00133796641791,0.762761948889,0.762761948889,0.762761948889
2015-01-01 08:00:00,0.00103683895833,0.0,0.000413971765351,0.00364445833333,0.0409661458333,0.852915722615,0.0590299214355,0.337836788032,1.72210307044,0.0199110239684,0.0620751345486,0.03959791524,0.0208457187854,0.0282325172335,0.00550821298611,0.264712351253,0.00309787517361,0.0,0.0078388865625,0.00135646999378,0.760041904687,0.760041904687,0.760041904687
