,HE Fierza,HE Koman,HE Ulza,HE Shkopetit,HE Vau Dejes
2014-12-31 23:00:00+00:00,0.662374323,0.990683875,0.755878064,0.623896219,0.666522992
2015-01-01 00:00:00+00:00,0.662374323,0.990683875,0.755878064,0.623896219,0.666522992
2015-01-01 01:00:00+00:00,0.662649722,0.991032498,0.75670364,0.612474389,0.669946894
2015-01-01 02:00:00+00:00,0.663656403,0.98588232,0.757529587,0.620254779,0.673372636
2015-01-01 03:00:00+00:00,0.664664192,0.981043987,0.756498872,0.628041136,0.676800218
2015-01-01 04:00:00+00:00,0.665635992,0.985434395,0.757325558,0.63583346,0.672495782
2015-01-01 05:00:00+00:00,0.666421192,0.989830916,0.756295582,0.64363175,0.668193187
2015-01-01 06:00:00+00:00,0.666707391,0.99423355,0.757123007,0.651436007,0.671626288
2015-01-01 07:00:00+00:00,0.667719615,0.988372812,0.757950802,0.65924623,0.675061229
2015-01-01 08:00:00+00:00,0.668282403,0.992787671,0.756921936,0.66706242,0.670764153
2015-01-01 09:00:00+00:00,0.669296844,0.996990122,0.75775047,0.655688322,0.666468916
2015-01-01 10:00:00+00:00,0.670312394,0.989934201,0.758579375,0.663516445,0.662175519
2015-01-01 11:00:00+00:00,0.671199612,0.980273752,0.759408649,0.652154281,0.657883962
2015-01-01 12:00:00+00:00,0.672028261,0.970619416,0.758381261,0.659994337,0.661328103
2015-01-01 13:00:00+00:00,0.672316965,0.970788015,0.759211274,0.648644106,0.657040225
2015-01-01 14:00:00+00:00,0.672606777,0.971562076,0.760041657,0.637299841,0.652754188
2015-01-01 15:00:00+00:00,0.672897698,0.967016776,0.759015379,0.625961543,0.656203847
2015-01-01 16:00:00+00:00,0.673189727,0.966828982,0.75798947,0.614629212,0.65192149
2015-01-01 17:00:00+00:00,0.673482866,0.968832117,0.756963931,0.6224991,0.647640972
2015-01-01 18:00:00+00:00,0.673777113,0.966191741,0.755938761,0.630374956,0.643362293
2015-01-01 19:00:00+00:00,0.674072468,0.961058925,0.754913962,0.619060524,0.646819312
2015-01-01 20:00:00+00:00,0.674549541,0.951453491,0.755746563,0.607752059,0.650278171
2015-01-01 21:00:00+00:00,0.675453752,0.94185417,0.756579534,0.615645814,0.646005012
2015-01-01 22:00:00+00:00,0.676482605,0.932789829,0.757412875,0.604349281,0.641733693
2015-01-01 23:00:00+00:00,0.676859175,0.937296379,0.758246586,0.61225497,0.637464214
2015-01-02 00:00:00+00:00,0.677160831,0.941809042,0.757223635,0.60097037,0.640411252
2015-01-02 01:00:00+00:00,0.677835602,0.946327818,0.758058085,0.589691738,0.64387931
2015-01-02 02:00:00+00:00,0.678871161,0.940573163,0.758892904,0.597615326,0.647349207
2015-01-02 03:00:00+00:00,0.679738797,0.945104164,0.757871062,0.60554488,0.643087088
2015-01-02 04:00:00+00:00,0.680778088,0.946579793,0.758706622,0.594284147,0.646560665
2015-01-02 05:00:00+00:00,0.681819244,0.941997733,0.75954255,0.602225635,0.650036082
2015-01-02 06:00:00+00:00,0.68247704,0.946547072,0.760378849,0.610173089,0.653513339
2015-01-02 07:00:00+00:00,0.682791755,0.947875418,0.759358486,0.61812651,0.656992436
2015-01-02 08:00:00+00:00,0.683838508,0.952436983,0.760195524,0.606889643,0.654656628
2015-01-02 09:00:00+00:00,0.684156954,0.947508558,0.7591759,0.595658743,0.658139405
2015-01-02 10:00:00+00:00,0.684477266,0.947866829,0.758156646,0.603630063,0.653890164
2015-01-02 11:00:00+00:00,0.685482178,0.938353086,0.757137762,0.592411096,0.649642762
2015-01-02 12:00:00+00:00,0.685806221,0.940512105,0.756119248,0.581198096,0.645397201
2015-01-02 13:00:00+00:00,0.686862302,0.945104234,0.756958134,0.569991062,0.641174274
2015-01-02 14:00:00+00:00,0.687511651,0.935608829,0.75779739,0.577986248,0.644666249
2015-01-02 15:00:00+00:00,0.687841291,0.937209694,0.756779985,0.566791148,0.640426207
2015-01-02 16:00:00+00:00,0.688902968,0.927726515,0.757619981,0.555602014,0.637640155
2015-01-02 17:00:00+00:00,0.68923634,0.918249448,0.758460346,0.5636151,0.64024832
2015-01-02 18:00:00+00:00,0.689571576,0.915255167,0.75744405,0.552437899,0.636013797
2015-01-02 19:00:00+00:00,0.690638851,0.914539151,0.756428124,0.541266664,0.631781115
2015-01-02 20:00:00+00:00,0.691063925,0.905080423,0.757269598,0.54929765,0.635284129
2015-01-02 21:00:00+00:00,0.692074492,0.895627807,0.756254411,0.538138349,0.631055126
2015-01-02 22:00:00+00:00,0.692862246,0.886181304,0.755239594,0.546181268,0.63456182
2015-01-02 23:00:00+00:00,0.693936983,0.876740914,0.754334512,0.535033899,0.638070354
2015-01-03 00:00:00+00:00,0.694691896,0.881400282,0.755177466,0.523892498,0.63384687
2015-01-03 01:00:00+00:00,0.695766706,0.886065764,0.754163757,0.531953316,0.63012238
2015-01-03 02:00:00+00:00,0.696252472,0.890737358,0.75500745,0.520823848,0.633636433
2015-01-03 03:00:00+00:00,0.696740695,0.895415065,0.755851513,0.528896599,0.637152326
2015-01-03 04:00:00+00:00,0.697815615,0.897744818,0.754838914,0.517779064,0.632936202
2015-01-03 05:00:00+00:00,0.698380026,0.90243475,0.753826685,0.506667495,0.636455774
2015-01-03 06:00:00+00:00,0.69872962,0.907130795,0.754671856,0.514758146,0.639977187
2015-01-03 07:00:00+00:00,0.699744708,0.897739307,0.755517398,0.522854764,0.643500439
2015-01-03 08:00:00+00:00,0.700308414,0.902447577,0.756363309,0.511761095,0.639291674
2015-01-03 09:00:00+00:00,0.701383515,0.893068314,0.75720959,0.519869646,0.638036859
2015-01-03 10:00:00+00:00,0.702249751,0.883695164,0.756199209,0.527984164,0.633831774
2015-01-03 11:00:00+00:00,0.702594754,0.887974899,0.755189198,0.516908394,0.629628528
2015-01-03 12:00:00+00:00,0.703143484,0.878613974,0.754179557,0.505838591,0.63316098
2015-01-03 13:00:00+00:00,0.704218732,0.869259162,0.753170285,0.494774755,0.632349366
2015-01-03 14:00:00+00:00,0.705167855,0.859910462,0.752161383,0.483716885,0.62815164
2015-01-03 15:00:00+00:00,0.706243175,0.850567876,0.753009883,0.491861235,0.626064108
2015-01-03 16:00:00+00:00,0.707318531,0.851226348,0.753858752,0.500011552,0.621870061
2015-01-03 17:00:00+00:00,0.707663752,0.843222469,0.752850959,0.508167836,0.625411712
2015-01-03 18:00:00+00:00,0.70838983,0.833898221,0.751843536,0.497133832,0.628955202
2015-01-03 19:00:00+00:00,0.709465296,0.827981617,0.752693514,0.505302049,0.624766675
2015-01-03 20:00:00+00:00,0.710412333,0.818669594,0.75168683,0.494279978,0.620579988
2015-01-03 21:00:00+00:00,0.711443799,0.809363684,0.752537548,0.483263874,0.61639514
2015-01-03 22:00:00+00:00,0.711789202,0.814157532,0.751531604,0.472253737,0.612854815
2015-01-03 23:00:00+00:00,0.712396934,0.818957494,0.750526029,0.48044582,0.608673647
2015-01-04 00:00:00+00:00,0.713471517,0.81323962,0.751377856,0.488643869,0.612228176
2015-01-04 01:00:00+00:00,0.71407335,0.818051807,0.750373021,0.477651631,0.615784545
2015-01-04 02:00:00+00:00,0.715145875,0.821283251,0.749368556,0.485861614,0.611608897
2015-01-04 03:00:00+00:00,0.716217372,0.823244295,0.750221491,0.494077563,0.607435088
2015-01-04 04:00:00+00:00,0.71728784,0.820037835,0.749217766,0.483103225,0.610996977
2015-01-04 05:00:00+00:00,0.717773294,0.824874473,0.750071441,0.472134854,0.614560705
2015-01-04 06:00:00+00:00,0.718128841,0.829717223,0.749068454,0.461172449,0.618126274
2015-01-04 07:00:00+00:00,0.719044722,0.82047244,0.749922869,0.45021601,0.621693682
2015-01-04 08:00:00+00:00,0.719380902,0.822406374,0.748920622,0.458461792,0.617529072
2015-01-04 09:00:00+00:00,0.720212488,0.813173816,0.749775776,0.447517287,0.62110016
2015-01-04 10:00:00+00:00,0.720704501,0.803947372,0.748774269,0.455775002,0.624673088
2015-01-04 11:00:00+00:00,0.721037595,0.797357996,0.747773131,0.464038683,0.628247855
2015-01-04 12:00:00+00:00,0.721369661,0.796860342,0.746772363,0.453112078,0.624090605
2015-01-04 13:00:00+00:00,0.72243087,0.788764721,0.747628996,0.461387692,0.627669052
2015-01-04 14:00:00+00:00,0.723173985,0.779562727,0.748485998,0.469669274,0.623515481
2015-01-04 15:00:00+00:00,0.723502965,0.772100457,0.747486339,0.458760568,0.627097608
2015-01-04 16:00:00+00:00,0.724181873,0.762910689,0.748344082,0.447857828,0.622947717
2015-01-04 17:00:00+00:00,0.724508795,0.759107667,0.747345162,0.436961055,0.618799666
2015-01-04 18:00:00+00:00,0.725169519,0.749930124,0.746346612,0.445266503,0.614653454
2015-01-04 19:00:00+00:00,0.726224556,0.743231336,0.747205464,0.434381663,0.610509083
2015-01-04 20:00:00+00:00,0.726548392,0.735625291,0.746207653,0.42350279,0.614100409
2015-01-04 21:00:00+00:00,0.727110611,0.726466086,0.747067244,0.431826137,0.617693574
2015-01-04 22:00:00+00:00,0.72743239,0.731114559,0.747927204,0.440155451,0.613554722
2015-01-04 23:00:00+00:00,0.728483311,0.727614353,0.748787534,0.448490731,0.617151567
2015-01-05 00:00:00+00:00,0.729533711,0.721698324,0.749648234,0.456831978,0.620750252
2015-01-05 01:00:00+00:00,0.730041033,0.726657216,0.750509304,0.465179191,0.624350777
2015-01-05 02:00:00+00:00,0.730628732,0.731622221,0.749513712,0.473532371,0.627953142
2015-01-05 03:00:00+00:00,0.731677564,0.735175008,0.750375521,0.462695264,0.631557346
2015-01-05 04:00:00+00:00,0.732725874,0.736496215,0.7512377,0.471060377,0.635163391
2015-01-05 05:00:00+00:00,0.733773662,0.741479559,0.752100248,0.460235203,0.635192796
2015-01-05 06:00:00+00:00,0.734820927,0.738528027,0.752963166,0.468612249,0.63880252
2015-01-05 07:00:00+00:00,0.735137497,0.741981245,0.751969423,0.476995262,0.642414084
2015-01-05 08:00:00+00:00,0.735453545,0.746982927,0.750976049,0.466187987,0.641604089
2015-01-05 09:00:00+00:00,0.735769071,0.748197733,0.749983045,0.455386679,0.645219332
2015-01-05 10:00:00+00:00,0.736792643,0.739117994,0.74899041,0.444591338,0.641102558
2015-01-05 11:00:00+00:00,0.737787498,0.730044367,0.747998146,0.452998217,0.636987623
2015-01-05 12:00:00+00:00,0.738101457,0.731639694,0.748863282,0.442214808,0.632874529
2015-01-05 13:00:00+00:00,0.739145065,0.72402914,0.749728788,0.450633621,0.636497132
2015-01-05 14:00:00+00:00,0.739457979,0.724485109,0.748737633,0.459058399,0.632387717
2015-01-05 15:00:00+00:00,0.73977037,0.72916469,0.749603879,0.448292891,0.628280142
2015-01-05 16:00:00+00:00,0.740627026,0.720121627,0.750470494,0.437533348,0.624174406
2015-01-05 17:00:00+00:00,0.741479314,0.711084677,0.749480448,0.426779773,0.627804368
2015-01-05 18:00:00+00:00,0.74243523,0.70205384,0.748490771,0.435228418,0.623702313
2015-01-05 19:00:00+00:00,0.743185916,0.693029115,0.747501464,0.443683029,0.619602097
2015-01-05 20:00:00+00:00,0.743495695,0.692047868,0.746512527,0.432947353,0.615503721
2015-01-05 21:00:00+00:00,0.744477036,0.683035369,0.745523959,0.422217644,0.611407185
2015-01-05 22:00:00+00:00,0.745316864,0.674028983,0.744535762,0.411493901,0.615046346
2015-01-05 23:00:00+00:00,0.746355249,0.667584115,0.745404965,0.419972379,0.618687346
2015-01-06 00:00:00+00:00,0.747393909,0.662856318,0.746274538,0.428456823,0.622330187
2015-01-06 01:00:00+00:00,0.747939129,0.667961916,0.747144481,0.436947234,0.625974868
2015-01-06 02:00:00+00:00,0.748902378,0.673073627,0.746157762,0.426247358,0.629621388
2015-01-06 03:00:00+00:00,0.749498143,0.67819145,0.747028444,0.434749701,0.633269748
2015-01-06 04:00:00+00:00,0.750101699,0.683315386,0.747899496,0.443258012,0.636919948
2015-01-06 05:00:00+00:00,0.750682845,0.688445435,0.746913886,0.432576035,0.640571988
2015-01-06 06:00:00+00:00,0.751723164,0.681178577,0.745928646,0.441096279,0.644225867
2015-01-06 07:00:00+00:00,0.752033587,0.685941223,0.744943776,0.430426235,0.640147729
2015-01-06 08:00:00+00:00,0.752344286,0.688342623,0.743959275,0.419762158,0.636071431
2015-01-06 09:00:00+00:00,0.752655261,0.689964257,0.744832176,0.409104047,0.631996973
2015-01-06 10:00:00+00:00,0.752966513,0.692668926,0.743848415,0.398451903,0.627924354
2015-01-06 11:00:00+00:00,0.753571775,0.683742005,0.744722055,0.387805726,0.631587433
2015-01-06 12:00:00+00:00,0.754569791,0.674821197,0.743739033,0.377165515,0.627518494
2015-01-06 13:00:00+00:00,0.754881871,0.680000148,0.744613412,0.36653127,0.624574642
2015-01-06 14:00:00+00:00,0.755452286,0.685185211,0.745488161,0.355902993,0.628243241
2015-01-06 15:00:00+00:00,0.756495091,0.678139472,0.744506249,0.345280681,0.631913678
2015-01-06 16:00:00+00:00,0.756808001,0.683336761,0.743524706,0.334664337,0.62791288
2015-01-06 17:00:00+00:00,0.75717333,0.674446517,0.742543533,0.343250212,0.631586998
2015-01-06 18:00:00+00:00,0.757486792,0.666824276,0.741562729,0.351842055,0.635262955
2015-01-06 19:00:00+00:00,0.757800531,0.666898489,0.740582296,0.341243609,0.631206895
2015-01-06 20:00:00+00:00,0.758699908,0.658026583,0.739602232,0.330651131,0.627152674
2015-01-06 21:00:00+00:00,0.759358229,0.64916079,0.740479569,0.339260873,0.630834151
2015-01-06 22:00:00+00:00,0.759672797,0.654394755,0.741357276,0.347876581,0.6275214
2015-01-06 23:00:00+00:00,0.760717813,0.658497378,0.742235352,0.337302003,0.623472699
2015-01-07 00:00:00+00:00,0.761182084,0.663743569,0.743113798,0.345929644,0.627159696
2015-01-07 01:00:00+00:00,0.76176125,0.668995872,0.743992614,0.354563252,0.630848532
2015-01-07 02:00:00+00:00,0.762804905,0.667580194,0.7448718,0.363202827,0.634539208
2015-01-07 03:00:00+00:00,0.763848106,0.672844723,0.745751355,0.352652114,0.637164788
2015-01-07 04:00:00+00:00,0.764482806,0.678115365,0.74663128,0.361303622,0.640859144
2015-01-07 05:00:00+00:00,0.765525099,0.683392119,0.745654544,0.350764843,0.642070284
2015-01-07 06:00:00+00:00,0.765836766,0.688674986,0.746104249,0.359428284,0.645768319
2015-01-07 07:00:00+00:00,0.76614798,0.688691361,0.745128252,0.348901437,0.649468194
2015-01-07 08:00:00+00:00,0.76645874,0.692783594,0.744152625,0.338380558,0.645436052
2015-01-07 09:00:00+00:00,0.766769046,0.695181813,0.745034398,0.347061898,0.641405749
