,Unit,PowerCapacity,Nunits,Zone,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost_pu,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,CHPMaxHeat
NO_COMC_GAS,NO_COMC_GAS,413.625,8.0,NO,COMC,GAS,0.51,3,3,0.07,0.07,55,2.9,0.25,0.062171053,0.57,1.0,0.3569,,,,,,,,,,,,
NO_HDAM_WAT,NO_HDAM_WAT,21233.0,1,NO,HDAM,WAT,0.94,0,0,1.0,1.0,0,0.0,0.0,0.25,1.0,0.0,0.0,,,,,,,,76191000.0,0.0,0.0,0.9,
NO_HROR_WAT,NO_HROR_WAT,5989.0,1,NO,HROR,WAT,1.0,0,0,0.02,0.02,0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,
NO_WTON_WIN,NO_WTON_WIN,14144.0,1,NO,WTON,WIN,1.0,0,0,0.02,0.02,0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,
NO_PHOT_SUN,NO_PHOT_SUN,5094.0,1,NO,PHOT,SUN,1.0,0,0,0.02,0.02,0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,
NO_BATS_OTH,NO_BATS_OTH,1182777.7777777778,1,NO,BATS,OTH,0.9,0,0,1.0,1.0,0,0.0,0.0,0.0,0.9,0.0,0.0,,,,,,,,4731111.111111111,0.0,0.0,0.9,
NO_BEVS_OTH,NO_BEVS_OTH,30377.0,1,NO,BEVS,OTH,0.7,0,0,1.0,1.0,0,0.0,0.0,0.0,0.7,0.0,0.0,,,,,,,,124545.69999999998,0.0,30377.0,0.88,
NO_P2GS_HYD,NO_P2GS_HYD,506.0,1,NO,P2GS,HYD,0.46,0,0,1.0,1.0,0,0.0,0.0,0.0,0.46,0.0,0.0,,,,,,,,475833.3333333334,0.0,14425.0,0.7,
NO_STUR_BIO_CHP,NO_STUR_BIO_CHP,168.83333333333331,6.0,NO,STUR,BIO,0.4,4,6,0.02,0.02,120,12.5,1.3,0.4,0.35,1.0,0.417390427,Extraction,0.45,0.23800000000000002,,,,,4502.222222222222,0.03,,,
