,PowerCapacity,Unit,Zone,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost_pu,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,Nunits
LT_STUR_BIO,65.0,LT_STUR_BIO,LT,STUR,BIO,0.35,4,6,0.02,0.02,65,,0,0.5,0.35,,0.0,,,,,,,1.0
LT_COMC_GAS,225.7432639152382,LT_COMC_GAS,LT,COMC,GAS,0.57,2,4,0.03,0.03,55,0.0,0,0.36,0.57,1.0,0.42,,,,,,,2.0
LT_STUR_GAS,113.575379746642,LT_STUR_GAS,LT,STUR,GAS,0.38,0,0,0.02,0.02,0,0.0,0,0.4,0.38,0.0,0.0,,,,,,,11.0
LT_STUR_OIL,160.0,LT_STUR_OIL,LT,STUR,OIL,0.33,4,4,0.02,0.02,65,0.0,0,0.4,0.33,0.0,0.799636363636364,,,,,,,1.0
LT_PHOT_SUN,80.0,LT_PHOT_SUN,LT,PHOT,SUN,1.0,0,0,0.02,0.02,0,0.0,0,0.0,1.0,0.0,0.0,,,,,,,1
LT_HROR_WAT,128.0,LT_HROR_WAT,LT,HROR,WAT,1.0,0,0,0.02,0.02,0,0.0,0,0.0,1.0,0.0,0.0,,,,,,,1
LT_HPHS_WAT,900.0,LT_HPHS_WAT,LT,HPHS,WAT,0.8,0,0,0.0666666666666667,0.0666666666666667,0,0.0,0,0.0,1.0,0.0,0.0,,,12096.7,0.0,900.0,0.8,1
LT_WTON_WIN,509.0,LT_WTON_WIN,LT,WTON,WIN,1.0,0,0,0.02,0.02,0,0.0,0,0.0,1.0,0.0,0.0,,,,,,,1
