,HE Vrutok,HE Tikvesh,HE Shpilje,HE Kozjak
2015-01-04 02:00:00+00:00,0.776510643,0.909957204,0.844800615,0.964664029
2015-01-04 03:00:00+00:00,0.776899553,0.911032952,0.846955641,0.965597384
2015-01-04 04:00:00+00:00,0.776725699,0.909918268,0.84736377,0.965006566
2015-01-04 05:00:00+00:00,0.776549317,0.909151125,0.847768489,0.964414645
2015-01-04 06:00:00+00:00,0.776370407,0.908278502,0.848169797,0.963821622
2015-01-04 07:00:00+00:00,0.776749206,0.909340631,0.85031118,0.964750567
2015-01-04 08:00:00+00:00,0.776565241,0.908212325,0.850705665,0.964155338
2015-01-04 09:00:00+00:00,0.776938984,0.908757547,0.851096737,0.965082078
2015-01-04 10:00:00+00:00,0.776749963,0.909809453,0.851484397,0.965045704
2015-01-04 11:00:00+00:00,0.776558414,0.908670921,0.851868643,0.964447166
2015-01-04 12:00:00+00:00,0.776364337,0.907528977,0.852249475,0.963847525
2015-01-04 13:00:00+00:00,0.77672797,0.908570651,0.85437038,0.964769852
2015-01-04 14:00:00+00:00,0.776528837,0.909608912,0.854744383,0.964407916
2015-01-04 15:00:00+00:00,0.776487611,0.91064376,0.855114972,0.965328037
2015-01-04 16:00:00+00:00,0.776283423,0.909488164,0.855482144,0.964723982
2015-01-04 17:00:00+00:00,0.776076707,0.908329153,0.8558459,0.964118823
2015-01-04 18:00:00+00:00,0.775867463,0.907166724,0.85620624,0.963512561
2015-01-04 19:00:00+00:00,0.775655691,0.906000879,0.856563163,0.962905195
2015-01-04 20:00:00+00:00,0.775441392,0.904831614,0.856916668,0.962296726
2015-01-04 21:00:00+00:00,0.775784801,0.905845959,0.857875574,0.963210224
2015-01-04 22:00:00+00:00,0.775565446,0.905204353,0.858222243,0.962599546
2015-01-04 23:00:00+00:00,0.775478052,0.906211855,0.858565492,0.963510836
2015-01-05 00:00:00+00:00,0.775484449,0.90722037,0.858911778,0.964422064
2015-01-05 01:00:00+00:00,0.775826988,0.908229896,0.860360568,0.965333229
2015-01-05 02:00:00+00:00,0.776171618,0.909240434,0.862456414,0.966244332
2015-01-05 03:00:00+00:00,0.776518341,0.910251983,0.864555297,0.967155372
2015-01-05 04:00:00+00:00,0.776867156,0.911264544,0.866657215,0.968066351
2015-01-05 05:00:00+00:00,0.776657826,0.912106829,0.867018682,0.967454195
2015-01-05 06:00:00+00:00,0.776698215,0.913121412,0.867383185,0.968365048
2015-01-05 07:00:00+00:00,0.776728924,0.911949979,0.867750722,0.967752767
2015-01-05 08:00:00+00:00,0.777086108,0.912966585,0.869484922,0.968663496
2015-01-05 09:00:00+00:00,0.777445384,0.913984202,0.871602013,0.969574162
2015-01-05 10:00:00+00:00,0.777246515,0.914187878,0.871978652,0.970484766
2015-01-05 11:00:00+00:00,0.777049739,0.913020489,0.872358324,0.969872236
2015-01-05 12:00:00+00:00,0.776855054,0.91185411,0.872741029,0.969259643
2015-01-05 13:00:00+00:00,0.777222699,0.91287577,0.874870252,0.97017006
2015-01-05 14:00:00+00:00,0.777032199,0.911711413,0.875259021,0.969557343
2015-01-05 15:00:00+00:00,0.777404028,0.912735095,0.877394308,0.970467635
2015-01-05 16:00:00+00:00,0.77777795,0.913759787,0.879532626,0.971377865
2015-01-05 17:00:00+00:00,0.777593726,0.912598461,0.879930489,0.97076496
2015-01-05 18:00:00+00:00,0.777411595,0.911438145,0.880331383,0.970151993
2015-01-05 19:00:00+00:00,0.777231556,0.91027884,0.880735306,0.969538964
2015-01-05 20:00:00+00:00,0.777053609,0.909120544,0.881142259,0.969739854
2015-01-05 21:00:00+00:00,0.776877755,0.910150245,0.881552242,0.9691267
2015-01-05 22:00:00+00:00,0.776703993,0.908993969,0.881965254,0.968513483
2015-01-05 23:00:00+00:00,0.776532322,0.907838704,0.882381294,0.967900205
2015-01-06 00:00:00+00:00,0.776921307,0.908874128,0.884538091,0.968811252
2015-01-06 01:00:00+00:00,0.777310708,0.909001072,0.88494867,0.969723552
2015-01-06 02:00:00+00:00,0.777700527,0.910043816,0.887100005,0.970637106
2015-01-06 03:00:00+00:00,0.777672727,0.908903189,0.887505122,0.970028842
2015-01-06 04:00:00+00:00,0.777503144,0.90776622,0.887907508,0.970388241
2015-01-06 05:00:00+00:00,0.777894215,0.908819934,0.890050648,0.971305555
2015-01-06 06:00:00+00:00,0.778285703,0.909877304,0.892191056,0.972224122
2015-01-06 07:00:00+00:00,0.778677609,0.910938327,0.894328731,0.973143942
2015-01-06 08:00:00+00:00,0.778509695,0.910976121,0.894720187,0.972541944
2015-01-06 09:00:00+00:00,0.778342199,0.90985742,0.895108911,0.971941198
2015-01-06 10:00:00+00:00,0.778373246,0.910929397,0.895494901,0.972864776
2015-01-06 11:00:00+00:00,0.778206584,0.909817995,0.895878157,0.972266536
2015-01-06 12:00:00+00:00,0.77804034,0.908710241,0.896258679,0.971669548
2015-01-06 13:00:00+00:00,0.777874514,0.907606135,0.896636467,0.971073812
2015-01-06 14:00:00+00:00,0.777709104,0.906505674,0.897011521,0.970479329
2015-01-06 15:00:00+00:00,0.778104349,0.90589915,0.897383839,0.971409169
2015-01-06 16:00:00+00:00,0.777939775,0.904805978,0.897753422,0.97081719
2015-01-06 17:00:00+00:00,0.777775618,0.90371645,0.89812027,0.970226462
2015-01-06 18:00:00+00:00,0.777611878,0.902630563,0.898484382,0.969636987
2015-01-06 19:00:00+00:00,0.777448556,0.901548316,0.898845758,0.969778926
2015-01-06 20:00:00+00:00,0.777845888,0.902656739,0.900947883,0.970715025
2015-01-06 21:00:00+00:00,0.778243637,0.903768799,0.903047272,0.971652376
2015-01-06 22:00:00+00:00,0.778081567,0.902697469,0.903400437,0.971607778
2015-01-06 23:00:00+00:00,0.777919914,0.901629776,0.903750866,0.97102456
2015-01-07 00:00:00+00:00,0.777757751,0.900560735,0.904095192,0.970441624
2015-01-07 01:00:00+00:00,0.77808361,0.901677375,0.904433417,0.971382041
2015-01-07 02:00:00+00:00,0.777920427,0.900605639,0.904765537,0.970873567
2015-01-07 03:00:00+00:00,0.777756734,0.899532554,0.905091551,0.971470728
2015-01-07 04:00:00+00:00,0.777592531,0.900136097,0.905411458,0.970888919
2015-01-07 05:00:00+00:00,0.777782583,0.899060317,0.905725256,0.970307392
2015-01-07 06:00:00+00:00,0.777827093,0.897983188,0.906032944,0.969726146
2015-01-07 07:00:00+00:00,0.778221597,0.899091739,0.908078005,0.970668254
2015-01-07 08:00:00+00:00,0.77861559,0.900198942,0.910116953,0.971610644
2015-01-07 09:00:00+00:00,0.779009074,0.901304796,0.912149786,0.972553315
2015-01-07 10:00:00+00:00,0.77884181,0.900222272,0.912433016,0.971973197
2015-01-07 11:00:00+00:00,0.778674037,0.899138399,0.912710127,0.97139336
2015-01-07 12:00:00+00:00,0.77906599,0.899933725,0.912981118,0.972336876
2015-01-07 13:00:00+00:00,0.779457433,0.901034182,0.914989474,0.973280675
2015-01-07 14:00:00+00:00,0.779848366,0.90213329,0.916991706,0.974224755
2015-01-07 15:00:00+00:00,0.779678552,0.90104402,0.917244327,0.973646045
2015-01-07 16:00:00+00:00,0.780068465,0.89996961,0.917490821,0.974590688
2015-01-07 17:00:00+00:00,0.779897631,0.89887764,0.917731188,0.974012542
2015-01-07 18:00:00+00:00,0.780286524,0.899971349,0.91970891,0.974957748
2015-01-07 19:00:00+00:00,0.780674907,0.901063707,0.921680501,0.975903237
2015-01-07 20:00:00+00:00,0.780502543,0.899967686,0.921902473,0.975325936
2015-01-07 21:00:00+00:00,0.780329669,0.899166698,0.92211831,0.976271987
2015-01-07 22:00:00+00:00,0.780251713,0.900255005,0.92232801,0.977218321
2015-01-07 23:00:00+00:00,0.780110673,0.899154932,0.922531572,0.976641865
2015-01-08 00:00:00+00:00,0.779934993,0.8991289,0.922734542,0.977587212
2015-01-08 01:00:00+00:00,0.780317763,0.898273017,0.922936918,0.978531293
2015-01-08 02:00:00+00:00,0.780138511,0.897162329,0.923138702,0.977951034
2015-01-08 03:00:00+00:00,0.779957473,0.896048101,0.923339893,0.977369507
2015-01-08 04:00:00+00:00,0.780334885,0.897117361,0.925283977,0.978309784
2015-01-08 05:00:00+00:00,0.780701161,0.898183078,0.925483982,0.979248794
2015-01-08 06:00:00+00:00,0.781075001,0.899245252,0.927426881,0.980186535
2015-01-08 07:00:00+00:00,0.781447056,0.900303881,0.929369187,0.981123008
2015-01-08 08:00:00+00:00,0.781257087,0.899171936,0.929567413,0.980535141
2015-01-08 09:00:00+00:00,0.781065332,0.899808801,0.929765047,0.979946005
2015-01-08 10:00:00+00:00,0.780871792,0.898669762,0.929962088,0.979355601
2015-01-08 11:00:00+00:00,0.780676465,0.897527175,0.930158535,0.978763929
2015-01-08 12:00:00+00:00,0.780479353,0.897859929,0.93035439,0.979694059
2015-01-08 13:00:00+00:00,0.780280454,0.896710241,0.930549652,0.979099849
2015-01-08 14:00:00+00:00,0.780443573,0.895557002,0.930744321,0.97850437
2015-01-08 15:00:00+00:00,0.780241103,0.89440021,0.930938397,0.977907622
2015-01-08 16:00:00+00:00,0.780036846,0.893239864,0.93113188,0.977309605
2015-01-08 17:00:00+00:00,0.779830803,0.892075963,0.931324769,0.976710319
2015-01-08 18:00:00+00:00,0.779622974,0.890908506,0.931517066,0.976109763
2015-01-08 19:00:00+00:00,0.779413359,0.889737492,0.93170877,0.975507938
2015-01-08 20:00:00+00:00,0.779201959,0.888562921,0.93189988,0.974904843
2015-01-08 21:00:00+00:00,0.778988772,0.887384789,0.932090398,0.974300478
2015-01-08 22:00:00+00:00,0.778773799,0.886203098,0.932280322,0.973694844
2015-01-08 23:00:00+00:00,0.77855704,0.885017845,0.932469653,0.973087939
2015-01-09 00:00:00+00:00,0.778339483,0.883830083,0.932659451,0.972479252
2015-01-09 01:00:00+00:00,0.778681365,0.884826839,0.934593201,0.973391853
2015-01-09 02:00:00+00:00,0.778904283,0.885821086,0.934783932,0.974302671
2015-01-09 03:00:00+00:00,0.778684332,0.884625793,0.934975129,0.973688634
2015-01-09 04:00:00+00:00,0.77902382,0.885615017,0.936910279,0.974595885
2015-01-09 05:00:00+00:00,0.77936251,0.88660173,0.937129225,0.975501352
2015-01-09 06:00:00+00:00,0.779700402,0.887585929,0.937321821,0.975692884
2015-01-09 07:00:00+00:00,0.780037496,0.888567616,0.937514884,0.976480516
2015-01-09 08:00:00+00:00,0.779813555,0.887359761,0.937708414,0.975857558
2015-01-09 09:00:00+00:00,0.779588816,0.886149391,0.93790241,0.975232815
2015-01-09 10:00:00+00:00,0.779363279,0.884936507,0.938096872,0.974606287
2015-01-09 11:00:00+00:00,0.779697181,0.883721107,0.938291801,0.974056126
2015-01-09 12:00:00+00:00,0.779635178,0.88469022,0.938487196,0.974949098
2015-01-09 13:00:00+00:00,0.779407247,0.883469788,0.938683058,0.974317214
2015-01-09 14:00:00+00:00,0.779178518,0.882246839,0.938879386,0.973683543
2015-01-09 15:00:00+00:00,0.778948991,0.881658775,0.93907618,0.973048086
2015-01-09 16:00:00+00:00,0.778718666,0.880430791,0.939273441,0.972410843
2015-01-09 17:00:00+00:00,0.778487543,0.879200287,0.939471168,0.971771813
2015-01-09 18:00:00+00:00,0.778255622,0.877967264,0.939669362,0.971130996
2015-01-09 19:00:00+00:00,0.778022903,0.876731722,0.939868021,0.970488391
2015-01-09 20:00:00+00:00,0.778349449,0.875493658,0.940067148,0.969844
2015-01-09 21:00:00+00:00,0.778115134,0.874253074,0.94026674,0.969197821
2015-01-09 22:00:00+00:00,0.777880021,0.873009968,0.940466799,0.968549854
2015-01-09 23:00:00+00:00,0.778204347,0.873951369,0.94241081,0.96942317
2015-01-10 00:00:00+00:00,0.778528335,0.872704846,0.942609011,0.968896597
2015-01-10 01:00:00+00:00,0.778291749,0.871457428,0.942804889,0.968244381
2015-01-10 02:00:00+00:00,0.778054825,0.870209115,0.942998443,0.967590936
2015-01-10 03:00:00+00:00,0.777817563,0.869017194,0.943189672,0.966936259
2015-01-10 04:00:00+00:00,0.778140201,0.869954119,0.945122063,0.967803424
2015-01-10 05:00:00+00:00,0.777952945,0.86870312,0.945308644,0.967146287
2015-01-10 06:00:00+00:00,0.778274907,0.869638254,0.947236385,0.96801099
2015-01-10 07:00:00+00:00,0.778596532,0.870572493,0.949161801,0.968874463
2015-01-10 08:00:00+00:00,0.77891782,0.871505836,0.950378574,0.969736704
2015-01-10 09:00:00+00:00,0.778678533,0.870251255,0.950555852,0.969074643
2015-01-10 10:00:00+00:00,0.778999145,0.871182807,0.950975008,0.969934422
2015-01-10 11:00:00+00:00,0.778759182,0.869926434,0.951147634,0.969269898
2015-01-10 12:00:00+00:00,0.778790492,0.870856195,0.951317934,0.970127215
2015-01-10 13:00:00+00:00,0.779110091,0.871785059,0.952373683,0.970983299
2015-01-10 14:00:00+00:00,0.778869116,0.870525999,0.952539329,0.970315081
2015-01-10 15:00:00+00:00,0.77918804,0.871453071,0.952702648,0.970340024
2015-01-10 16:00:00+00:00,0.77894639,0.870192218,0.95286364,0.969669342
2015-01-10 17:00:00+00:00,0.778704402,0.868930469,0.953022304,0.968997427
2015-01-10 18:00:00+00:00,0.779022314,0.869335087,0.95317864,0.969847353
2015-01-10 19:00:00+00:00,0.778848188,0.868071546,0.953332648,0.969172974
2015-01-10 20:00:00+00:00,0.778605187,0.866807108,0.953484327,0.968497363
2015-01-10 21:00:00+00:00,0.778922086,0.867728802,0.953633678,0.968479455
2015-01-10 22:00:00+00:00,0.77867841,0.86646257,0.953780699,0.967801379
2015-01-10 23:00:00+00:00,0.778434397,0.865195443,0.953925392,0.96712207
2015-01-11 00:00:00+00:00,0.778189013,0.865233058,0.95406403,0.967964529
2015-01-11 01:00:00+00:00,0.77828294,0.866149458,0.954196612,0.968805682
2015-01-11 02:00:00+00:00,0.778034814,0.864877077,0.954323136,0.96812246
2015-01-11 03:00:00+00:00,0.778345554,0.865789973,0.956187087,0.968961004
2015-01-11 04:00:00+00:00,0.778654924,0.866701118,0.958044977,0.969798243
2015-01-11 05:00:00+00:00,0.778402685,0.867160503,0.958153318,0.969111106
2015-01-11 06:00:00+00:00,0.778709313,0.868068143,0.95999908,0.969945734
2015-01-11 07:00:00+00:00,0.77901457,0.86897403,0.961838776,0.970779058
2015-01-11 08:00:00+00:00,0.778877342,0.867691136,0.961928918,0.970088004
2015-01-11 09:00:00+00:00,0.779179858,0.868593517,0.963756475,0.970918717
2015-01-11 10:00:00+00:00,0.778920765,0.869470656,0.963834476,0.971748123
2015-01-11 11:00:00+00:00,0.779220539,0.87036953,0.965649888,0.972576224
2015-01-11 12:00:00+00:00,0.779518942,0.871266649,0.96571574,0.972962829
2015-01-11 13:00:00+00:00,0.779255737,0.869974986,0.965775515,0.972265246
2015-01-11 14:00:00+00:00,0.778991161,0.868681567,0.965829211,0.971566356
2015-01-11 15:00:00+00:00,0.778856756,0.869573422,0.965876826,0.972389232
2015-01-11 16:00:00+00:00,0.778589438,0.869955993,0.965918359,0.97168773
2015-01-11 17:00:00+00:00,0.77832075,0.868657309,0.965953809,0.970984921
2015-01-11 18:00:00+00:00,0.778579899,0.867356868,0.965983172,0.970280805
2015-01-11 19:00:00+00:00,0.778335899,0.8682417,0.966006447,0.971098454
2015-01-11 20:00:00+00:00,0.778171637,0.869124775,0.966023633,0.971914796
2015-01-11 21:00:00+00:00,0.777897466,0.870006093,0.966034728,0.971386861
2015-01-11 22:00:00+00:00,0.777621924,0.870885654,0.966039729,0.971794636
2015-01-11 23:00:00+00:00,0.777835488,0.871763458,0.966038636,0.972607055
2015-01-12 00:00:00+00:00,0.778117337,0.872640556,0.966030045,0.973141263
2015-01-12 01:00:00+00:00,0.777862162,0.871329921,0.966013956,0.972426689
2015-01-12 02:00:00+00:00,0.77802386,0.87001858,0.965990364,0.971710155
2015-01-12 03:00:00+00:00,0.777741047,0.870893562,0.965959268,0.971106161
2015-01-12 04:00:00+00:00,0.778016995,0.871767839,0.967664149,0.971908774
2015-01-12 05:00:00+00:00,0.777731232,0.871169572,0.967618034,0.972709425
2015-01-12 06:00:00+00:00,0.77800423,0.869855409,0.967564405,0.97246111
2015-01-12 07:00:00+00:00,0.77783369,0.870727569,0.967503259,0.973257836
2015-01-12 08:00:00+00:00,0.778103738,0.871599023,0.96917808,0.974052598
2015-01-12 09:00:00+00:00,0.778372311,0.870282743,0.969101893,0.973656136
2015-01-12 10:00:00+00:00,0.778079172,0.869016368,0.96901818,0.974446971
2015-01-12 11:00:00+00:00,0.778020679,0.867698676,0.968926939,0.973712771
2015-01-12 12:00:00+00:00,0.77772459,0.866380278,0.968828166,0.974190261
2015-01-12 13:00:00+00:00,0.777987262,0.867248204,0.970465345,0.974975204
2015-01-12 14:00:00+00:00,0.777688223,0.867224133,0.970351501,0.97423511
2015-01-12 15:00:00+00:00,0.777387709,0.865903618,0.970230116,0.97492134
2015-01-12 16:00:00+00:00,0.777085719,0.8648875,0.970101188,0.974177315
2015-01-12 17:00:00+00:00,0.777342492,0.865752601,0.9717082,0.974954396
2015-01-12 18:00:00+00:00,0.777037552,0.865056097,0.971564176,0.97572951
2015-01-12 19:00:00+00:00,0.776731137,0.863732757,0.971412599,0.974979586
2015-01-12 20:00:00+00:00,0.776423247,0.863065172,0.971253467,0.974227695
2015-01-12 21:00:00+00:00,0.776113882,0.861740419,0.971086775,0.973473838
2015-01-12 22:00:00+00:00,0.776363279,0.862601988,0.972656008,0.974241084
2015-01-12 23:00:00+00:00,0.77627199,0.863462852,0.972474189,0.975006362
2015-01-13 00:00:00+00:00,0.775958588,0.862135294,0.972284815,0.974246306
2015-01-13 01:00:00+00:00,0.776204336,0.862993373,0.973831369,0.975007058
2015-01-13 02:00:00+00:00,0.77588876,0.86166303,0.973626876,0.974242475
2015-01-13 03:00:00+00:00,0.775773794,0.860331295,0.973414818,0.973475628
2015-01-13 04:00:00+00:00,0.776016281,0.861185196,0.974938679,0.974229588
2015-01-13 05:00:00+00:00,0.776257682,0.862037703,0.976194099,0.974981283
2015-01-13 06:00:00+00:00,0.776497995,0.862888817,0.976833108,0.975730713
2015-01-13 07:00:00+00:00,0.776737221,0.863738538,0.978334246,0.976477877
2015-01-13 08:00:00+00:00,0.776415123,0.862399836,0.978084316,0.975699702
2015-01-13 09:00:00+00:00,0.776366348,0.863246769,0.977826802,0.976442333
2015-01-13 10:00:00+00:00,0.776042076,0.861905279,0.9775617,0.975659625
2015-01-13 11:00:00+00:00,0.776276955,0.862749424,0.979032493,0.976397721
2015-01-13 12:00:00+00:00,0.775950509,0.861405145,0.978752206,0.975610477
2015-01-13 13:00:00+00:00,0.775622977,0.860059472,0.97846432,0.974820965
2015-01-13 14:00:00+00:00,0.775854595,0.859131315,0.978168833,0.975552255
2015-01-13 15:00:00+00:00,0.775524889,0.857782852,0.977865742,0.974758205
2015-01-13 16:00:00+00:00,0.775194096,0.856432993,0.977555042,0.973961884
2015-01-13 17:00:00+00:00,0.774862216,0.855081739,0.97723673,0.973163294
2015-01-13 18:00:00+00:00,0.774529249,0.853729089,0.976910802,0.972362432
2015-01-13 19:00:00+00:00,0.774195195,0.852375043,0.976577256,0.971559299
2015-01-13 20:00:00+00:00,0.773860054,0.851019601,0.976236087,0.970753895
2015-01-13 21:00:00+00:00,0.773523827,0.849662762,0.975887292,0.969946218
2015-01-13 22:00:00+00:00,0.773186512,0.848304527,0.975530867,0.969136269
2015-01-13 23:00:00+00:00,0.77284811,0.8474805,0.975166808,0.969847119
2015-01-14 00:00:00+00:00,0.772508873,0.846119317,0.974795761,0.969032552
2015-01-14 01:00:00+00:00,0.772415409,0.846943613,0.974417721,0.969738711
2015-01-14 02:00:00+00:00,0.772634737,0.847766358,0.975776171,0.970442524
2015-01-14 03:00:00+00:00,0.77285323,0.848587551,0.976078538,0.97114399
2015-01-14 04:00:00+00:00,0.773070888,0.849407193,0.976680159,0.97184311
2015-01-14 05:00:00+00:00,0.773287709,0.850225283,0.978017604,0.972539882
2015-01-14 06:00:00+00:00,0.772943459,0.848854792,0.977604555,0.971711234
2015-01-14 07:00:00+00:00,0.773158609,0.847872329,0.977184494,0.972403309
2015-01-14 08:00:00+00:00,0.772812688,0.846498733,0.976757419,0.971569964
2015-01-14 09:00:00+00:00,0.77246593,0.845123585,0.976323326,0.970734269
2015-01-14 10:00:00+00:00,0.772118337,0.843746883,0.975882212,0.969896224
2015-01-14 11:00:00+00:00,0.771769909,0.842368628,0.975434073,0.969055829
2015-01-14 12:00:00+00:00,0.771980882,0.843175849,0.975367346,0.969736154
2015-01-14 13:00:00+00:00,0.772191019,0.843981515,0.976648635,0.970414127
2015-01-14 14:00:00+00:00,0.771840084,0.842598598,0.976179403,0.969566677
2015-01-14 15:00:00+00:00,0.77204855,0.843401156,0.97744662,0.970239946
2015-01-14 16:00:00+00:00,0.77225618,0.844202159,0.978706795,0.970910861
2015-01-14 17:00:00+00:00,0.772462975,0.844933953,0.97821644,0.971579423
2015-01-14 18:00:00+00:00,0.772108698,0.843544818,0.977719036,0.970722559
2015-01-14 19:00:00+00:00,0.772313822,0.844341155,0.978958067,0.971386412
2015-01-14 20:00:00+00:00,0.77251811,0.845135937,0.980190043,0.972047909
2015-01-14 21:00:00+00:00,0.772161326,0.843742134,0.979671474,0.971183979
2015-01-14 22:00:00+00:00,0.771803706,0.842346775,0.979145844,0.970317693
2015-01-14 23:00:00+00:00,0.771445251,0.84094986,0.978613147,0.96944905
2015-01-15 00:00:00+00:00,0.771086098,0.839552009,0.97807497,0.968578139
2015-01-15 01:00:00+00:00,0.770726247,0.838153222,0.977531309,0.967704962
