,PHOT,WTOF,WTON,HE Grabovica,HE Mostar,HE Mostarsko Blato,HE Jajce 1,HE Jajce 2,HE Pec Mlini,HE Una Kostela,HE Bogatici,HE Novakovici,HE Mesica Nova,HE Bistrica B-5 A,HE Majdan,HE Botun,HE Modrac,HE Mujakovici,HE Jezernica,HE Tresanica T-4,HE Vlasenica,HE Osanica,HE Salakovac,HROR
2015-01-01 09:00:00+00:00,0,0,0,0.266191419,0.744536237,0.357005493,1,0.395848338,0.866380304,0.160769198,0.184183572,0.34721763,0.0783749,0.354325582,0.22221305,0.137140837,0.172354687,0.122690761,0.098084457,0.167609391,0.609719722,0.127134753,0.416555396,0.419688439
2015-01-01 10:00:00+00:00,0,0,0,0.266191419,0.742740137,0.357053793,1,0.394858687,0.866067562,0.160432613,0.183969599,0.347357551,0.078862028,0.355222929,0.223979076,0.138230756,0.172354687,0.122333831,0.097799111,0.169368258,0.612371719,0.127834944,0.416971535,0.419516185
2015-01-01 11:00:00+00:00,0,0,0,0.266191419,0.740944037,0.357102093,1,0.393869035,0.86575482,0.160096027,0.183755626,0.347497473,0.079349156,0.356120276,0.225745102,0.139320675,0.172354687,0.121976901,0.097513765,0.171127125,0.615023716,0.128535134,0.417387674,0.419343931
2015-01-01 12:00:00+00:00,0,0,0,0.266191419,0.739147937,0.357150394,1,0.392879383,0.865442078,0.159759442,0.183541653,0.347637394,0.079836285,0.357017623,0.227511128,0.140410594,0.172354687,0.121619971,0.09722842,0.172885992,0.617675712,0.129235324,0.417803813,0.419171677
2015-01-01 13:00:00+00:00,0,0,0,0.266191419,0.737351838,0.357198694,1,0.391889732,0.865129335,0.159422857,0.18332768,0.347777315,0.080323413,0.35791497,0.229277154,0.141500513,0.172354687,0.121263042,0.096943074,0.174644859,0.620327709,0.129935514,0.418219953,0.418999425
2015-01-01 14:00:00+00:00,0,0,0,0.266191419,0.735555738,0.357246995,1,0.39090008,0.864816593,0.159086272,0.183113707,0.347917237,0.080810541,0.358812317,0.231043179,0.142590432,0.172354687,0.120906112,0.096657728,0.176403726,0.622979705,0.130635705,0.418636092,0.418827172
2015-01-01 15:00:00+00:00,0,0,0,0.266191419,0.733759638,0.357295295,1,0.389910428,0.864503851,0.158749686,0.182899734,0.348057158,0.081297669,0.359709664,0.232809205,0.143680351,0.172354687,0.120549182,0.096372383,0.178162593,0.625631702,0.131335895,0.419052231,0.41865492
2015-01-01 16:00:00+00:00,0,0,0,0.266191419,0.731963538,0.357343595,1,0.388920777,0.864191109,0.158413101,0.182685761,0.348197079,0.081784798,0.360607011,0.234575231,0.14477027,0.172354687,0.120192252,0.096087037,0.17992146,0.628283698,0.132036085,0.41946837,0.418482669
2015-01-01 17:00:00+00:00,0,0,0,0.266191419,0.730167438,0.357391896,1,0.387931125,0.863878367,0.158076516,0.182471788,0.348337001,0.082271926,0.361504359,0.236341257,0.14586019,0.172354687,0.119835322,0.095801691,0.181680327,0.630935695,0.132736276,0.41988451,0.418310419
2015-01-01 18:00:00+00:00,0,0,0,0.266191419,0.728371338,0.357440196,1,0.386941473,0.863565625,0.15773993,0.182257815,0.348476922,0.082759054,0.362401706,0.238107283,0.146950109,0.172354687,0.119478392,0.095516346,0.183439194,0.633587692,0.133436466,0.420300649,0.418138169
2015-01-01 19:00:00+00:00,0,0,0,0.266191419,0.726575239,0.357488497,1,0.385951822,0.863252883,0.157403345,0.182043842,0.348616843,0.083246182,0.363299053,0.239873308,0.148040028,0.172354687,0.119121462,0.095231,0.185198061,0.636239688,0.134136656,0.420716788,0.417965919
2015-01-01 20:00:00+00:00,0,0,0,0.266191419,0.724779139,0.357536797,1,0.38496217,0.86294014,0.15706676,0.181829869,0.348756764,0.083733311,0.3641964,0.241639334,0.149129947,0.172354687,0.118764532,0.094945654,0.186956928,0.638891685,0.134836847,0.421132927,0.41779367
2015-01-01 21:00:00+00:00,0,0,0,0.266191419,0.722983039,0.357585098,1,0.383972518,0.862627398,0.156730174,0.181615896,0.348896686,0.084220439,0.365093747,0.24340536,0.150219866,0.172354687,0.118407602,0.094660309,0.188715795,0.641543681,0.135537037,0.421549067,0.417621422
2015-01-01 22:00:00+00:00,0,0,0,0.266191419,0.721186939,0.357633398,1,0.382982867,0.862314656,0.156393589,0.181401923,0.349036607,0.084707567,0.365991094,0.245171386,0.151309785,0.172354687,0.118050672,0.094374963,0.190474662,0.644195678,0.136237227,0.421965206,0.417449174
2015-01-01 23:00:00+00:00,0,0,0,0.266191419,0.719390839,0.357681698,1,0.381993215,0.862001914,0.156057004,0.18118795,0.349176528,0.085194695,0.366888441,0.246937412,0.152399704,0.172354687,0.117693742,0.094089617,0.192233529,0.646847674,0.136937418,0.422381345,0.417276926
2015-01-02 00:00:00+00:00,0,0,0,0.266191419,0.719103066,0.357517387,1,0.381051084,0.86234788,0.155745556,0.180842156,0.348756191,0.086792151,0.365860454,0.254575442,0.157113585,0.172354687,0.117410868,0.093863475,0.194711788,0.645533147,0.137849026,0.422797484,0.417312271
2015-01-02 01:00:00+00:00,0,0,0,0.266191419,0.718815292,0.357353077,1,0.380108953,0.862693847,0.155434109,0.180496361,0.348335854,0.088389607,0.364832468,0.262213472,0.161827466,0.172354687,0.117127994,0.093637332,0.197190048,0.644218619,0.138760635,0.423213624,0.417347615
2015-01-02 02:00:00+00:00,0,0,0,0.266191419,0.718527519,0.357188766,1,0.379166821,0.863039814,0.155122661,0.180150567,0.347915516,0.089987062,0.363804481,0.269851503,0.166541347,0.172354687,0.116845119,0.09341119,0.199668307,0.642904091,0.139672244,0.423629763,0.417382959
2015-01-02 03:00:00+00:00,0,0,0,0.266191419,0.718239746,0.357024455,1,0.37822469,0.86338578,0.154811214,0.179804773,0.347495179,0.091584518,0.362776494,0.277489533,0.171255228,0.172354687,0.116562245,0.093185048,0.202146567,0.641589564,0.140583852,0.424045902,0.417418303
2015-01-02 04:00:00+00:00,0,0,0,0.266191419,0.717951972,0.356860144,1,0.377282559,0.863731747,0.154499766,0.179458978,0.347074842,0.093181974,0.361748507,0.285127563,0.175969109,0.172354687,0.11627937,0.092958905,0.204624826,0.640275036,0.141495461,0.424462041,0.417453648
2015-01-02 05:00:00+00:00,0,0,0,0.266191419,0.717664199,0.356695833,1,0.376340428,0.864077713,0.154188319,0.179113184,0.346654504,0.09477943,0.36072052,0.292765594,0.18068299,0.172354687,0.115996496,0.092732763,0.207103086,0.638960508,0.142407069,0.424878181,0.417488992
2015-01-02 06:00:00+00:00,0,0,0,0.266191419,0.717376425,0.356531522,1,0.375398296,0.86442368,0.153876871,0.17876739,0.346234167,0.096376885,0.359692533,0.300403624,0.185396871,0.172354687,0.115713622,0.092506621,0.209581345,0.637645981,0.143318678,0.42529432,0.417524336
2015-01-02 07:00:00+00:00,0,0,0,0.266191419,0.717088652,0.356367211,1,0.374456165,0.864769646,0.153565424,0.178421595,0.345813829,0.097974341,0.358664547,0.308041655,0.190110752,0.172354687,0.115430747,0.092280478,0.212059605,0.636331453,0.144230287,0.425710459,0.417559681
2015-01-02 08:00:00+00:00,0,0,0,0.266191419,0.716800878,0.3562029,1,0.373514034,0.865115613,0.153253976,0.178075801,0.345393492,0.099571797,0.35763656,0.315679685,0.194824633,0.172354687,0.115147873,0.092054336,0.214537864,0.635016925,0.145141895,0.426126598,0.417595025
2015-01-02 09:00:00+00:00,0,0,0,0.266191419,0.716513105,0.356038589,1,0.372571902,0.865461579,0.152942529,0.177730007,0.344973155,0.101169252,0.356608573,0.323317715,0.199538514,0.172354687,0.114864999,0.091828193,0.217016124,0.633702398,0.146053504,0.426542738,0.41763037
2015-01-02 10:00:00+00:00,0,0,0,0.266191419,0.716225331,0.355874278,1,0.371629771,0.865807546,0.152631081,0.177384212,0.344552817,0.102766708,0.355580586,0.330955746,0.204252395,0.172354687,0.114582124,0.091602051,0.219494383,0.63238787,0.146965113,0.426958877,0.417665714
2015-01-02 11:00:00+00:00,0,0,0,0.266191419,0.715937558,0.355709967,1,0.37068764,0.866153512,0.152319634,0.177038418,0.34413248,0.104364164,0.354552599,0.338593776,0.208966276,0.172354687,0.11429925,0.091375909,0.221972643,0.631073342,0.147876721,0.427375016,0.417701059
2015-01-02 12:00:00+00:00,0,0,0,0.266191419,0.715649784,0.355545656,1,0.369745509,0.866499479,0.152008186,0.176692623,0.343712143,0.10596162,0.353524612,0.346231806,0.213680157,0.172354687,0.114016375,0.091149766,0.224450902,0.629758815,0.14878833,0.427791155,0.417736403
2015-01-02 13:00:00+00:00,0,0,0,0.266191419,0.715362011,0.355381345,1,0.368803377,0.866845445,0.151696739,0.176346829,0.343291805,0.107559075,0.352496626,0.353869837,0.218394038,0.172354687,0.113733501,0.090923624,0.226929162,0.628444287,0.149699939,0.428207295,0.417771747
2015-01-02 14:00:00+00:00,0,0,0,0.266191419,0.715074238,0.355217035,1,0.367861246,0.867191412,0.151385291,0.176001035,0.342871468,0.109156531,0.351468639,0.361507867,0.223107919,0.172354687,0.113450627,0.090697482,0.229407421,0.627129759,0.150611547,0.428623434,0.417807092
2015-01-02 15:00:00+00:00,0,0,0,0.266191419,0.714786464,0.355052724,1,0.366919115,0.867537379,0.151073844,0.17565524,0.342451131,0.110753987,0.350440652,0.369145897,0.2278218,0.172354687,0.113167752,0.090471339,0.23188568,0.625815232,0.151523156,0.429039573,0.417842436
2015-01-02 16:00:00+00:00,0,0,0,0.266191419,0.714498691,0.354888413,1,0.365976984,0.867883345,0.150762396,0.175309446,0.342030793,0.112351442,0.349412665,0.376783928,0.232535681,0.172354687,0.112884878,0.090245197,0.23436394,0.624500704,0.152434765,0.429455712,0.417877781
2015-01-02 17:00:00+00:00,0,0,0,0.266191419,0.714210917,0.354724102,1,0.365034852,0.868229312,0.150450949,0.174963652,0.341610456,0.113948898,0.348384678,0.384421958,0.237249562,0.172354687,0.112602004,0.090019055,0.236842199,0.623186176,0.153346373,0.429871852,0.417913125
2015-01-02 18:00:00+00:00,0,0,0,0.266191419,0.713923144,0.354559791,1,0.364092721,0.868575278,0.150139501,0.174617857,0.341190118,0.115546354,0.347356691,0.392059989,0.241963443,0.172354687,0.112319129,0.089792912,0.239320459,0.621871649,0.154257982,0.430287991,0.41794847
2015-01-02 19:00:00+00:00,0,0,0,0.266191419,0.71363537,0.35439548,1,0.36315059,0.868921245,0.149828054,0.174272063,0.340769781,0.11714381,0.346328705,0.399698019,0.246677324,0.172354687,0.112036255,0.08956677,0.241798718,0.620557121,0.155169591,0.43070413,0.417983815
2015-01-02 20:00:00+00:00,0,0,0,0.266191419,0.713347597,0.354231169,1,0.362208458,0.869267211,0.149516606,0.173926269,0.340349444,0.118741265,0.345300718,0.407336049,0.251391205,0.172354687,0.11175338,0.089340627,0.244276978,0.619242593,0.156081199,0.431120269,0.418019159
2015-01-02 21:00:00+00:00,0,0,0,0.266191419,0.713059823,0.354066858,1,0.361266327,0.869613178,0.149205159,0.173580474,0.339929106,0.120338721,0.344272731,0.41497408,0.256105086,0.172354687,0.111470506,0.089114485,0.246755237,0.617928065,0.156992808,0.431536409,0.418054504
2015-01-02 22:00:00+00:00,0,0,0,0.266191419,0.71277205,0.353902547,1,0.360324196,0.869959144,0.148893711,0.17323468,0.339508769,0.121936177,0.343244744,0.42261211,0.260818967,0.172354687,0.111187632,0.088888343,0.249233497,0.616613538,0.157904417,0.431952548,0.418089848
2015-01-02 23:00:00+00:00,0,0,0,0.266191419,0.712484276,0.353738236,1,0.359382065,0.870305111,0.148582264,0.172888885,0.339088432,0.123533632,0.342216757,0.43025014,0.265532848,0.172354687,0.110904757,0.0886622,0.251711756,0.61529901,0.158816025,0.432368687,0.418125193
2015-01-03 00:00:00+00:00,0,0,0,0.266191419,0.713187719,0.352609934,1,0.358514914,0.868996978,0.148292866,0.172554517,0.33935919,0.123997396,0.342200695,0.436929438,0.269655039,0.172354687,0.11071309,0.088508973,0.252222092,0.6127435,0.158770365,0.432784827,0.41809709
2015-01-03 01:00:00+00:00,0,0,0,0.266191419,0.713891162,0.351481631,1,0.357647763,0.867688845,0.148003469,0.172220149,0.339629949,0.124461161,0.342184633,0.443608736,0.273777229,0.172354687,0.110521422,0.088355745,0.252732428,0.61018799,0.158724705,0.433200966,0.418068987
2015-01-03 02:00:00+00:00,0,0,0,0.266191419,0.714594605,0.350353328,1,0.356780612,0.866380712,0.147714071,0.17188578,0.339900707,0.124924925,0.342168571,0.450288034,0.277899419,0.172354687,0.110329755,0.088202517,0.253242764,0.607632481,0.158679045,0.433617105,0.418040884
2015-01-03 03:00:00+00:00,0,0,0,0.266191419,0.715298048,0.349225026,1,0.355913461,0.865072579,0.147424673,0.171551412,0.340171465,0.125388689,0.34215251,0.456967332,0.28202161,0.172354687,0.110138087,0.08804929,0.2537531,0.605076971,0.158633385,0.434033244,0.418012781
2015-01-03 04:00:00+00:00,0,0,0,0.266191419,0.716001491,0.348096723,1,0.35504631,0.863764446,0.147135276,0.171217043,0.340442224,0.125852453,0.342136448,0.46364663,0.2861438,0.172354687,0.109946419,0.087896062,0.254263437,0.602521461,0.158587724,0.434449384,0.417984679
2015-01-03 05:00:00+00:00,0,0,0,0.266191419,0.716704934,0.346968421,1,0.354179159,0.862456313,0.146845878,0.170882675,0.340712982,0.126316217,0.342120386,0.470325928,0.290265991,0.172354687,0.109754752,0.087742835,0.254773773,0.599965951,0.158542064,0.434865523,0.417956576
2015-01-03 06:00:00+00:00,0,0,0,0.266191419,0.717408376,0.345840118,1,0.353312008,0.86114818,0.14655648,0.170548307,0.340983741,0.126779981,0.342104324,0.477005226,0.294388181,0.172354687,0.109563084,0.087589607,0.255284109,0.597410441,0.158496404,0.435281662,0.417928474
2015-01-03 07:00:00+00:00,0,0,0,0.266191419,0.718111819,0.344711816,1,0.352444857,0.859840047,0.146267083,0.170213938,0.341254499,0.127243745,0.342088262,0.483684524,0.298510371,0.172354687,0.109371417,0.087436379,0.255794445,0.594854931,0.158450744,0.435697801,0.417900371
2015-01-03 08:00:00+00:00,0,0,0,0.266191419,0.718815262,0.343583513,1,0.351577706,0.858531914,0.145977685,0.16987957,0.341525258,0.127707509,0.3420722,0.490363822,0.302632562,0.172354687,0.109179749,0.087283152,0.256304781,0.592299421,0.158405084,0.436113941,0.417872269
2015-01-03 09:00:00+00:00,0,0,0,0.266191419,0.719518705,0.34245521,1,0.350710555,0.857223781,0.145688287,0.169545201,0.341796016,0.128171274,0.342056138,0.497043119,0.306754752,0.172354687,0.108988081,0.087129924,0.256815117,0.589743912,0.158359424,0.43653008,0.417844167
2015-01-03 10:00:00+00:00,0,0,0,0.266191419,0.720222148,0.341326908,1,0.349843404,0.855915648,0.14539889,0.169210833,0.342066775,0.128635038,0.342040076,0.503722417,0.310876943,0.172354687,0.108796414,0.086976697,0.257325453,0.587188402,0.158313764,0.436946219,0.417816065
2015-01-03 11:00:00+00:00,0,0,0,0.266191419,0.720925591,0.340198605,1,0.348976253,0.854607515,0.145109492,0.168876465,0.342337533,0.129098802,0.342024014,0.510401715,0.314999133,0.172354687,0.108604746,0.086823469,0.257835789,0.584632892,0.158268104,0.437362358,0.417787963
2015-01-03 12:00:00+00:00,0,0,0,0.266191419,0.721629033,0.339070303,1,0.348109102,0.853299382,0.144820094,0.168542096,0.342608291,0.129562566,0.342007952,0.517081013,0.319121323,0.172354687,0.108413079,0.086670241,0.258346125,0.582077382,0.158222443,0.437778498,0.417759861
2015-01-03 13:00:00+00:00,0,0,0,0.266191419,0.722332476,0.337942,1,0.347241951,0.851991249,0.144530697,0.168207728,0.34287905,0.13002633,0.34199189,0.523760311,0.323243514,0.172354687,0.108221411,0.086517014,0.258856461,0.579521872,0.158176783,0.438194637,0.417731759
2015-01-03 14:00:00+00:00,0,0,0,0.266191419,0.723035919,0.336813698,1,0.3463748,0.850683116,0.144241299,0.167873359,0.343149808,0.130490094,0.341975829,0.530439609,0.327365704,0.172354687,0.108029743,0.086363786,0.259366797,0.576966362,0.158131123,0.438610776,0.417703657
2015-01-03 15:00:00+00:00,0,0,0,0.266191419,0.723739362,0.335685395,1,0.345507649,0.849374983,0.143951901,0.167538991,0.343420567,0.130953858,0.341959767,0.537118907,0.331487894,0.172354687,0.107838076,0.086210559,0.259877133,0.574410852,0.158085463,0.439026915,0.417675556
2015-01-03 16:00:00+00:00,0,0,0,0.266191419,0.724442805,0.334557092,1,0.344640498,0.84806685,0.143662504,0.167204623,0.343691325,0.131417622,0.341943705,0.543798205,0.335610085,0.172354687,0.107646408,0.086057331,0.260387469,0.571855343,0.158039803,0.439443055,0.417647454
2015-01-03 17:00:00+00:00,0,0,0,0.266191419,0.725146248,0.33342879,1,0.343773347,0.846758717,0.143373106,0.166870254,0.343962084,0.131881387,0.341927643,0.550477503,0.339732275,0.172354687,0.107454741,0.085904103,0.260897805,0.569299833,0.157994143,0.439859194,0.417619353
2015-01-03 18:00:00+00:00,0,0,0,0.266191419,0.72584969,0.332300487,1,0.342906196,0.845450584,0.143083708,0.166535886,0.344232842,0.132345151,0.341911581,0.557156801,0.343854466,0.172354687,0.107263073,0.085750876,0.261408142,0.566744323,0.157948483,0.440275333,0.417591251
2015-01-03 19:00:00+00:00,0,0,0,0.266191419,0.726553133,0.331172185,1,0.342039045,0.844142451,0.142794311,0.166201517,0.344503601,0.132808915,0.341895519,0.563836099,0.347976656,0.172354687,0.107071405,0.085597648,0.261918478,0.564188813,0.157902822,0.440691472,0.41756315
2015-01-03 20:00:00+00:00,0,0,0,0.266191419,0.727256576,0.330043882,1,0.341171894,0.842834318,0.142504913,0.165867149,0.344774359,0.133272679,0.341879457,0.570515396,0.352098846,0.172354687,0.106879738,0.085444421,0.262428814,0.561633303,0.157857162,0.441107612,0.417535049
2015-01-03 21:00:00+00:00,0,0,0,0.266191419,0.727960019,0.328915579,1,0.340304743,0.841526185,0.142215515,0.165532781,0.345045118,0.133736443,0.341863395,0.577194694,0.356221037,0.172354687,0.10668807,0.085291193,0.26293915,0.559077793,0.157811502,0.441523751,0.417506948
2015-01-03 22:00:00+00:00,0,0,0,0.266191419,0.728663462,0.327787277,1,0.339437591,0.840218052,0.141926118,0.165198412,0.345315876,0.134200207,0.341847333,0.583873992,0.360343227,0.172354687,0.106496403,0.085137965,0.263449486,0.556522283,0.157765842,0.44193989,0.417478847
2015-01-03 23:00:00+00:00,0,0,0,0.266191419,0.729366905,0.326658974,1,0.33857044,0.838909919,0.14163672,0.164864044,0.345586634,0.134663971,0.341831271,0.59055329,0.364465418,0.172354687,0.106304735,0.084984738,0.263959822,0.553966774,0.157720182,0.442356029,0.417450746
2015-01-04 00:00:00+00:00,0,0,0,0.266191419,0.729266419,0.325114535,1,0.337777813,0.836307252,0.141373667,0.16455196,0.347534606,0.134612832,0.346591047,0.592080335,0.365407847,0.172354687,0.10613731,0.08485089,0.263577744,0.553158433,0.157480989,0.442772169,0.417243713
2015-01-04 01:00:00+00:00,0,0,0,0.266191419,0.729165933,0.323570097,1,0.336985185,0.833704584,0.141110613,0.164239876,0.349482579,0.134561693,0.351350822,0.593607379,0.366350277,0.172354687,0.105969884,0.084717043,0.263195665,0.552350093,0.157241796,0.443188308,0.41703668
2015-01-04 02:00:00+00:00,0,0,0,0.266191419,0.729065447,0.322025658,1,0.336192558,0.831101917,0.14084756,0.163927792,0.351430551,0.134510554,0.356110597,0.595134424,0.367292706,0.172354687,0.105802458,0.084583195,0.262813587,0.551541753,0.157002603,0.443604447,0.416829647
2015-01-04 03:00:00+00:00,0,0,0,0.266191419,0.728964961,0.320481219,1,0.33539993,0.828499249,0.140584507,0.163615709,0.353378523,0.134459415,0.360870372,0.596661468,0.368235136,0.172354687,0.105635033,0.084449348,0.262431509,0.550733413,0.156763409,0.444020586,0.416622616
2015-01-04 04:00:00+00:00,0,0,0,0.266191419,0.728864475,0.31893678,1,0.334607303,0.825896581,0.140321453,0.163303625,0.355326495,0.134408276,0.365630148,0.598188512,0.369177566,0.172354687,0.105467607,0.084315501,0.262049431,0.549925073,0.156524216,0.444436726,0.416415585
2015-01-04 05:00:00+00:00,0,0,0,0.266191419,0.728763989,0.317392341,1,0.333814675,0.823293914,0.1400584,0.162991541,0.357274467,0.134357137,0.370389923,0.599715557,0.370119995,0.172354687,0.105300182,0.084181653,0.261667352,0.549116732,0.156285023,0.444852865,0.416208555
2015-01-04 06:00:00+00:00,0,0,0,0.266191419,0.728663503,0.315847902,1,0.333022048,0.820691246,0.139795347,0.162679457,0.359222439,0.134305998,0.375149698,0.601242601,0.371062425,0.172354687,0.105132756,0.084047806,0.261285274,0.548308392,0.15604583,0.445269004,0.416001526
2015-01-04 07:00:00+00:00,0,0,0,0.266191419,0.728563017,0.314303463,1,0.33222942,0.818088579,0.139532293,0.162367373,0.361170411,0.134254859,0.379909474,0.602769646,0.372004854,0.172354687,0.104965331,0.083913958,0.260903196,0.547500052,0.155806637,0.445685143,0.415794497
2015-01-04 08:00:00+00:00,0,0,0,0.266191419,0.728462531,0.312759025,1,0.331436793,0.815485911,0.13926924,0.162055289,0.363118383,0.13420372,0.384669249,0.60429669,0.372947284,0.172354687,0.104797905,0.083780111,0.260521118,0.546691712,0.155567444,0.446101283,0.415587469
2015-01-04 09:00:00+00:00,0,0,0,0.266191419,0.728362045,0.311214586,1,0.330644165,0.812883244,0.139006187,0.161743206,0.365066355,0.134152581,0.389429024,0.605823735,0.373889714,0.172354687,0.104630479,0.083646263,0.26013904,0.545883371,0.155328251,0.446517422,0.415380442
2015-01-04 10:00:00+00:00,0,0,0,0.266191419,0.728261559,0.309670147,1,0.329851538,0.810280576,0.138743133,0.161431122,0.367014327,0.134101441,0.3941888,0.607350779,0.374832143,0.172354687,0.104463054,0.083512416,0.259756961,0.545075031,0.155089057,0.446933561,0.415173416
2015-01-04 11:00:00+00:00,0,0,0,0.266191419,0.728161073,0.308125708,1,0.32905891,0.807677908,0.13848008,0.161119038,0.368962299,0.134050302,0.398948575,0.608877824,0.375774573,0.172354687,0.104295628,0.083378568,0.259374883,0.544266691,0.154849864,0.4473497,0.41496639
2015-01-04 12:00:00+00:00,0,0,0,0.266191419,0.728060587,0.306581269,1,0.328266283,0.805075241,0.138217027,0.160806954,0.370910271,0.133999163,0.40370835,0.610404868,0.376717002,0.172354687,0.104128203,0.083244721,0.258992805,0.543458351,0.154610671,0.44776584,0.414759365
2015-01-04 13:00:00+00:00,0,0,0,0.266191419,0.727960102,0.30503683,1,0.327473655,0.802472573,0.137953973,0.16049487,0.372858243,0.133948024,0.408468125,0.611931912,0.377659432,0.172354687,0.103960777,0.083110873,0.258610727,0.542650011,0.154371478,0.448181979,0.41455234
2015-01-04 14:00:00+00:00,0,0,0,0.266191419,0.727859616,0.303492391,1,0.326681028,0.799869906,0.13769092,0.160182787,0.374806215,0.133896885,0.413227901,0.613458957,0.378601861,0.172354687,0.103793352,0.082977026,0.258228648,0.54184167,0.154132285,0.448598118,0.414345317
2015-01-04 15:00:00+00:00,0,0,0,0.266191419,0.72775913,0.301947953,1,0.3258884,0.797267238,0.137427867,0.159870703,0.376754187,0.133845746,0.417987676,0.614986001,0.379544291,0.172354687,0.103625926,0.082843179,0.25784657,0.54103333,0.153893092,0.449014258,0.414138294
2015-01-04 16:00:00+00:00,0,0,0,0.266191419,0.727658644,0.300403514,1,0.325095773,0.794664571,0.137164813,0.159558619,0.37870216,0.133794607,0.422747451,0.616513046,0.380486721,0.172354687,0.103458501,0.082709331,0.257464492,0.54022499,0.153653899,0.449430397,0.413931272
2015-01-04 17:00:00+00:00,0,0,0,0.266191419,0.727558158,0.298859075,1,0.324303145,0.792061903,0.13690176,0.159246535,0.380650132,0.133743468,0.427507227,0.61804009,0.38142915,0.172354687,0.103291075,0.082575484,0.257082414,0.53941665,0.153414705,0.449846536,0.41372425
2015-01-04 18:00:00+00:00,0,0,0,0.266191419,0.727457672,0.297314636,1,0.323510518,0.789459235,0.136638707,0.158934451,0.382598104,0.133692329,0.432267002,0.619567135,0.38237158,0.172354687,0.103123649,0.082441636,0.256700335,0.53860831,0.153175512,0.450262675,0.413517229
2015-01-04 19:00:00+00:00,0,0,0,0.266191419,0.727357186,0.295770197,1,0.32271789,0.786856568,0.136375653,0.158622368,0.384546076,0.13364119,0.437026777,0.621094179,0.383314009,0.172354687,0.102956224,0.082307789,0.256318257,0.537799969,0.152936319,0.450678815,0.413310209
