,PHOT,WTOF,WTON,HE Grabovica,HE Mostar,HE Mostarsko Blato,HE Jajce 1,HE Jajce 2,HE Pec Mlini,HE Una Kostela,HE Bogatici,HE Novakovici,HE Mesica Nova,HE Bistrica B-5 A,HE Majdan,HE Botun,HE Modrac,HE Mujakovici,HE Jezernica,HE Tresanica T-4,HE Vlasenica,HE Osanica,HROR
2010-01-02 07:00:00+00:00,0,0,0,1,1,0.188078053,1,0.956920348,1,1,1,1,1,1,1,1,1,1,1,1,1,0.66175202,0.8768827
2010-01-02 08:00:00+00:00,0,0,0,1,1,0.188065802,1,0.955753692,1,1,1,1,1,1,1,1,1,1,1,1,1,0.66117799,0.8767938
2010-01-02 09:00:00+00:00,0,0,0,1,1,0.188053552,1,0.954587036,1,1,1,1,1,1,1,1,1,1,1,1,1,0.660603961,0.876705
2010-01-02 10:00:00+00:00,0,0,0,1,1,0.188041301,1,0.953420381,1,1,1,1,1,1,1,1,1,1,1,1,1,0.660029931,0.8766161
2010-01-02 11:00:00+00:00,0,0,0,1,1,0.188029051,1,0.952253725,1,1,1,1,1,1,1,1,1,1,1,1,1,0.659455902,0.8765273
2010-01-02 12:00:00+00:00,0,0,0,1,1,0.1880168,1,0.95108707,1,1,1,1,1,1,1,1,1,1,1,1,1,0.658881873,0.8764384
2010-01-02 13:00:00+00:00,0,0,0,1,1,0.188004549,1,0.949920414,1,1,1,1,1,1,1,1,1,1,1,1,1,0.658307843,0.8763496
2010-01-02 14:00:00+00:00,0,0,0,1,1,0.187992299,1,0.948753758,1,1,1,1,1,1,1,1,1,1,1,1,1,0.657733814,0.8762607
2010-01-02 15:00:00+00:00,0,0,0,1,1,0.187980048,1,0.947587103,1,1,1,1,1,1,1,1,1,1,1,1,1,0.657159784,0.8761718
2010-01-02 16:00:00+00:00,0,0,0,1,1,0.187967798,1,0.946420447,1,1,1,1,1,1,1,1,1,1,1,1,1,0.656585755,0.876083
2010-01-02 17:00:00+00:00,0,0,0,1,1,0.187955547,1,0.945253791,1,1,1,1,1,1,1,1,1,1,1,1,1,0.656011725,0.8759941
2010-01-02 18:00:00+00:00,0,0,0,1,1,0.187943296,1,0.944087136,1,1,1,1,1,1,1,1,1,1,1,1,1,0.655437696,0.8759053
2010-01-02 19:00:00+00:00,0,0,0,1,1,0.187931046,1,0.94292048,1,1,1,1,1,1,1,1,1,1,1,1,1,0.654863666,0.8758164
2010-01-02 20:00:00+00:00,0,0,0,1,1,0.187918795,1,0.941753825,1,1,1,1,1,1,1,1,1,1,1,1,1,0.654289637,0.8757275
2010-01-02 21:00:00+00:00,0,0,0,1,1,0.187906544,1,0.940587169,1,1,1,1,1,1,1,1,1,1,1,1,1,0.653715607,0.8756387
2010-01-02 22:00:00+00:00,0,0,0,1,1,0.187894294,1,0.939420513,1,1,1,1,1,1,1,1,1,1,1,1,1,0.653141578,0.8755498
2010-01-02 23:00:00+00:00,0,0,0,1,1,0.187882043,1,0.938253858,1,1,1,1,1,1,1,1,1,1,1,1,1,0.652567549,0.875461
2010-01-03 00:00:00+00:00,0,0,0,1,1,0.187074505,1,0.933212181,1,1,1,1,1,1,1,1,1,1,1,1,1,0.650006317,0.8749661
2010-01-03 01:00:00+00:00,0,0,0,1,1,0.186266966,1,0.928170504,1,1,1,1,1,1,1,1,1,1,1,1,1,0.647445086,0.8744712
2010-01-03 02:00:00+00:00,0,0,0,1,1,0.185459428,1,0.923128828,1,1,1,1,1,1,1,1,1,1,1,1,1,0.644883854,0.8739764
2010-01-03 03:00:00+00:00,0,0,0,1,1,0.184651889,1,0.918087151,1,1,1,1,1,1,1,1,1,1,1,1,1,0.642322623,0.8734815
2010-01-03 04:00:00+00:00,0,0,0,1,1,0.183844351,1,0.913045475,1,1,1,1,1,1,1,1,1,1,1,1,1,0.639761391,0.8729866
2010-01-03 05:00:00+00:00,0,0,0,1,1,0.183036812,1,0.908003798,1,1,1,1,1,1,1,1,1,1,1,1,1,0.63720016,0.8724918
2010-01-03 06:00:00+00:00,0,0,0,1,1,0.182229274,1,0.902962121,1,1,1,1,1,1,1,1,1,1,1,1,1,0.634638928,0.8719969
2010-01-03 07:00:00+00:00,0,0,0,1,1,0.181421735,1,0.897920445,1,1,1,1,1,1,1,1,1,1,1,1,1,0.632077697,0.871502
2010-01-03 08:00:00+00:00,0,0,0,1,1,0.180614197,1,0.892878768,1,1,1,1,1,1,1,1,1,1,1,1,1,0.629516466,0.8710072
2010-01-03 09:00:00+00:00,0,0,0,1,1,0.179806658,1,0.887837091,1,1,1,1,1,1,1,1,1,1,1,1,1,0.626955234,0.8705123
2010-01-03 10:00:00+00:00,0,0,0,1,1,0.17899912,1,0.882795415,1,1,1,1,1,1,1,1,1,1,1,1,1,0.624394003,0.8700174
2010-01-03 11:00:00+00:00,0,0,0,1,1,0.178191581,1,0.877753738,1,1,1,1,1,1,1,1,1,1,1,1,1,0.621832771,0.8695226
2010-01-03 12:00:00+00:00,0,0,0,1,1,0.177384043,1,0.872712061,1,1,1,1,1,1,1,1,1,1,1,1,1,0.61927154,0.8690277
2010-01-03 13:00:00+00:00,0,0,0,1,1,0.176576504,1,0.867670385,1,1,1,1,1,1,1,1,1,1,1,1,1,0.616710308,0.8685328
2010-01-03 14:00:00+00:00,0,0,0,1,1,0.175768966,1,0.862628708,1,1,1,1,1,1,1,1,1,1,1,1,1,0.614149077,0.8680379
2010-01-03 15:00:00+00:00,0,0,0,1,1,0.174961427,1,0.857587032,1,1,1,1,1,1,1,1,1,1,1,1,1,0.611587845,0.8675431
2010-01-03 16:00:00+00:00,0,0,0,1,1,0.174153889,1,0.852545355,1,1,1,1,1,1,1,1,1,1,1,1,1,0.609026614,0.8670482
2010-01-03 17:00:00+00:00,0,0,0,1,1,0.17334635,1,0.847503678,1,1,1,1,1,1,1,1,1,1,1,1,1,0.606465383,0.8665533
2010-01-03 18:00:00+00:00,0,0,0,1,1,0.172538812,1,0.842462002,1,1,1,1,1,1,1,1,1,1,1,1,1,0.603904151,0.8660585
2010-01-03 19:00:00+00:00,0,0,0,1,1,0.171731274,1,0.837420325,1,1,1,1,1,1,1,1,1,1,1,1,1,0.60134292,0.8655636
2010-01-03 20:00:00+00:00,0,0,0,1,1,0.170923735,1,0.832378648,1,1,1,1,1,1,1,1,1,1,1,1,1,0.598781688,0.8650687
2010-01-03 21:00:00+00:00,0,0,0,1,1,0.170116197,1,0.827336972,1,1,1,1,1,1,1,1,1,1,0.996931287,1,1,0.596220457,0.8645642
2010-01-03 22:00:00+00:00,0,0,0,1,1,0.169308658,1,0.822295295,1,1,1,1,1,1,1,1,1,1,0.987809865,1,1,0.593659225,0.8640405
2010-01-03 23:00:00+00:00,0,0,0,1,1,0.16850112,1,0.817253619,1,1,1,1,1,1,1,1,1,1,0.978688443,1,1,0.591097994,0.8635167
2010-01-04 00:00:00+00:00,0,0,0,1,1,0.168822766,1,0.812818151,1,1,1,1,1,1,1,1,1,1,0.97121044,1,1,0.588328591,0.8632077
2010-01-04 01:00:00+00:00,0,0,0,1,1,0.169144412,1,0.808382683,1,1,1,1,1,1,1,1,1,1,0.963732437,1,1,0.585559189,0.8628987
2010-01-04 02:00:00+00:00,0,0,0,1,1,0.169466058,1,0.803947215,1,1,1,1,1,1,1,1,1,1,0.956254434,1,1,0.582789786,0.8625896
2010-01-04 03:00:00+00:00,0,0,0,1,1,0.169787704,1,0.799511747,1,1,1,1,1,1,1,1,1,1,0.948776431,1,1,0.580020384,0.8622806
2010-01-04 04:00:00+00:00,0,0,0,1,1,0.17010935,1,0.795076279,1,1,1,1,1,1,1,1,1,1,0.941298428,1,1,0.577250981,0.8619716
2010-01-04 05:00:00+00:00,0,0,0,1,1,0.170430996,1,0.790640811,1,1,1,1,1,1,1,1,1,1,0.933820425,1,1,0.574481578,0.8616625
2010-01-04 06:00:00+00:00,0,0,0,1,1,0.170752642,1,0.786205343,1,1,1,1,1,1,1,1,1,1,0.926342422,1,1,0.571712176,0.8613535
2010-01-04 07:00:00+00:00,0,0,0,1,1,0.171074288,1,0.781769875,1,1,1,1,1,1,1,1,1,1,0.918864419,1,1,0.568942773,0.8610445
2010-01-04 08:00:00+00:00,0,0,0,1,1,0.171395934,1,0.777334407,1,1,1,1,1,1,1,1,1,1,0.911386416,1,1,0.56617337,0.8607354
2010-01-04 09:00:00+00:00,0,0,0,1,1,0.17171758,1,0.772898939,1,1,1,1,1,1,1,1,1,1,0.903908414,1,1,0.563403968,0.8604264
2010-01-04 10:00:00+00:00,0,0,0,1,1,0.172039226,1,0.768463471,1,1,1,1,1,1,1,1,1,1,0.896430411,1,1,0.560634565,0.8601174
2010-01-04 11:00:00+00:00,0,0,0,1,1,0.172360872,1,0.764028003,1,1,1,1,1,1,1,0.99894554,1,1,0.888952408,1,1,0.557865163,0.8598083
2010-01-04 12:00:00+00:00,0,0,0,1,1,0.172682518,1,0.759592535,1,1,1,1,1,1,1,0.990847401,1,1,0.881474405,1,1,0.55509576,0.8594993
2010-01-04 13:00:00+00:00,0,0,0,1,1,0.173004164,1,0.755157067,1,1,1,1,1,1,1,0.982749262,1,1,0.873996402,1,1,0.552326357,0.8591903
2010-01-04 14:00:00+00:00,0,0,0,1,1,0.17332581,1,0.750721599,1,1,1,1,1,1,1,0.974651123,1,1,0.866518399,1,1,0.549556955,0.8588812
2010-01-04 15:00:00+00:00,0,0,0,1,1,0.173647456,1,0.746286131,1,1,1,1,1,1,1,0.966552983,1,1,0.859040396,1,1,0.546787552,0.8585722
2010-01-04 16:00:00+00:00,0,0,0,1,1,0.173969102,1,0.741850663,1,1,1,1,1,1,1,0.958454844,1,1,0.851562393,1,1,0.544018149,0.8582511
2010-01-04 17:00:00+00:00,0,0,0,1,1,0.174290748,1,0.737415196,1,1,1,1,1,1,1,0.950356705,1,1,0.84408439,1,1,0.541248747,0.8579206
2010-01-04 18:00:00+00:00,0,0,0,1,1,0.174612394,1,0.732979728,1,1,1,1,1,1,1,0.942258566,1,1,0.836606387,1,1,0.538479344,0.8575902
2010-01-04 19:00:00+00:00,0,0,0,1,1,0.17493404,1,0.72854426,1,1,1,1,1,1,1,0.934160427,1,1,0.829128384,1,1,0.535709942,0.8572597
2010-01-04 20:00:00+00:00,0,0,0,1,1,0.175255686,1,0.724108792,1,1,1,1,1,1,1,0.926062288,1,1,0.821650381,1,1,0.532940539,0.8569292
2010-01-04 21:00:00+00:00,0,0,0,1,1,0.175577332,1,0.719673324,1,1,1,1,1,1,1,0.917964149,1,1,0.814172378,1,1,0.530171136,0.8565988
2010-01-04 22:00:00+00:00,0,0,0,1,1,0.175898978,1,0.715237856,1,1,1,1,1,0.996304171,1,0.909866009,1,1,0.806694375,1,1,0.527401734,0.8562683
2010-01-04 23:00:00+00:00,0,0,0,1,1,0.176220624,1,0.710802388,1,1,1,1,1,0.989830537,1,0.90176787,1,1,0.799216373,1,1,0.524632331,0.8559378
2010-01-05 00:00:00+00:00,0,0,0,1,1,0.177307528,1,0.711874017,1,1,1,1,1,0.985086491,1,0.909263574,1,1,0.798139738,1,1,0.524031484,0.8561906
2010-01-05 01:00:00+00:00,0,0,0,1,1,0.178394432,1,0.712945646,1,1,1,1,1,0.980342445,1,0.916759279,1,1,0.797063103,1,1,0.523430637,0.8564434
2010-01-05 02:00:00+00:00,0,0,0,1,1,0.179481337,1,0.714017275,1,1,1,1,1,0.975598399,1,0.924254983,1,1,0.795986468,1,1,0.522829791,0.8566962
2010-01-05 03:00:00+00:00,0,0,0,1,1,0.180568241,1,0.715088904,1,1,1,1,1,0.970854353,1,0.931750687,1,1,0.794909833,1,1,0.522228944,0.856949
2010-01-05 04:00:00+00:00,0,0,0,1,1,0.181655145,1,0.716160533,1,1,1,1,1,0.966110307,1,0.939246391,1,1,0.793833198,1,1,0.521628097,0.8572018
2010-01-05 05:00:00+00:00,0,0,0,1,1,0.18274205,1,0.717232162,1,1,1,1,1,0.961366261,1,0.946742095,1,1,0.792756563,1,1,0.52102725,0.8574546
2010-01-05 06:00:00+00:00,0,0,0,1,1,0.183828954,1,0.718303791,1,1,1,1,1,0.956622216,1,0.954237799,1,1,0.791679928,1,1,0.520426403,0.8577075
2010-01-05 07:00:00+00:00,0,0,0,1,1,0.184915859,1,0.719375421,1,1,1,1,1,0.95187817,1,0.961733503,1,1,0.790603293,1,1,0.519825556,0.857914
2010-01-05 08:00:00+00:00,0,0,0,1,1,0.186002763,1,0.72044705,1,1,1,1,1,0.947134124,1,0.969229207,1,1,0.789526658,1,1,0.519224709,0.8581034
2010-01-05 09:00:00+00:00,0,0,0,1,1,0.187089667,1,0.721518679,1,1,1,1,1,0.942390078,1,0.976724911,1,1,0.788450023,1,1,0.518623862,0.8582895
2010-01-05 10:00:00+00:00,0,0,0,1,1,0.188176572,1,0.722590308,1,1,1,1,1,0.937646032,1,0.984220615,1,1,0.787373388,1,1,0.518023015,0.8584755
2010-01-05 11:00:00+00:00,0,0,0,1,1,0.189263476,1,0.723661937,1,1,1,1,1,0.932901986,1,0.991716319,1,1,0.786296753,1,1,0.517422169,0.8586616
2010-01-05 12:00:00+00:00,0,0,0,1,1,0.19035038,1,0.724733566,1,1,1,1,1,0.92815794,1,0.999212024,1,1,0.785220119,1,1,0.516821322,0.8588477
2010-01-05 13:00:00+00:00,0,0,0,1,1,0.191437285,1,0.725805195,1,1,1,1,1,0.923413894,1,1,1,1,0.784143484,1,1,0.516220475,0.8590337
2010-01-05 14:00:00+00:00,0,0,0,1,1,0.192524189,1,0.726876824,1,1,1,1,1,0.918669849,1,1,1,1,0.783066849,1,1,0.515619628,0.8592198
2010-01-05 15:00:00+00:00,0,0,0,1,1,0.193611093,1,0.727948453,1,1,1,1,1,0.913925803,1,1,1,1,0.781990214,1,1,0.515018781,0.8594058
2010-01-05 16:00:00+00:00,0,0,0,1,1,0.194697998,1,0.729020082,1,1,1,1,1,0.909181757,1,1,1,1,0.780913579,1,1,0.514417934,0.8595919
2010-01-05 17:00:00+00:00,0,0,0,1,1,0.195784902,1,0.730091711,1,1,1,1,1,0.904437711,1,1,1,1,0.779836944,1,1,0.513817087,0.8597779
2010-01-05 18:00:00+00:00,0,0,0,1,1,0.196871807,1,0.73116334,1,1,1,1,1,0.899693665,1,1,1,1,0.778760309,1,1,0.51321624,0.859964
2010-01-05 19:00:00+00:00,0,0,0,1,1,0.197958711,1,0.73223497,1,1,1,1,1,0.894949619,1,1,1,1,0.777683674,1,1,0.512615394,0.86015
2010-01-05 20:00:00+00:00,0,0,0,1,1,0.199045615,1,0.733306599,1,1,1,1,1,0.890205573,1,1,1,1,0.776607039,1,1,0.512014547,0.8603361
2010-01-05 21:00:00+00:00,0,0,0,1,1,0.20013252,1,0.734378228,1,1,1,1,1,0.885461527,1,1,1,1,0.775530404,1,1,0.5114137,0.8605221
2010-01-05 22:00:00+00:00,0,0,0,1,1,0.201219424,1,0.735449857,1,1,1,1,1,0.880717481,1,1,1,1,0.774453769,1,1,0.510812853,0.8607082
2010-01-05 23:00:00+00:00,0,0,0,1,1,0.202306328,1,0.736521486,1,1,1,1,1,0.875973436,1,1,1,1,0.773377134,1,1,0.510212006,0.8608942
2010-01-06 00:00:00+00:00,0,0,0,1,1,0.201969117,1,0.738956235,1,1,1,1,1,0.886697638,1,1,1,1,0.781460877,1,1,0.511061484,0.8611572
2010-01-06 01:00:00+00:00,0,0,0,1,1,0.201631906,1,0.741390985,1,1,1,1,1,0.897421841,1,1,1,1,0.789544619,1,1,0.511910961,0.8614201
2010-01-06 02:00:00+00:00,0,0,0,1,1,0.201294694,1,0.743825735,1,1,1,1,1,0.908146044,1,1,1,1,0.797628361,1,1,0.512760438,0.861683
2010-01-06 03:00:00+00:00,0,0,0,1,1,0.200957483,1,0.746260484,1,1,1,1,1,0.918870246,1,1,1,1,0.805712103,1,1,0.513609916,0.861946
2010-01-06 04:00:00+00:00,0,0,0,1,1,0.200620271,1,0.748695234,1,1,1,1,1,0.929594449,1,1,1,1,0.813795846,1,1,0.514459393,0.8622089
2010-01-06 05:00:00+00:00,0,0,0,1,1,0.20028306,1,0.751129983,1,1,1,1,1,0.940318652,1,1,1,1,0.821879588,1,1,0.515308871,0.8624718
2010-01-06 06:00:00+00:00,0,0,0,1,1,0.199945848,1,0.753564733,1,1,1,1,1,0.951042855,1,1,1,1,0.82996333,1,1,0.516158348,0.8627347
2010-01-06 07:00:00+00:00,0,0,0,1,1,0.199608637,1,0.755999483,1,1,1,1,1,0.961767057,1,1,1,1,0.838047072,1,1,0.517007826,0.8629461
2010-01-06 08:00:00+00:00,0,0,0,1,1,0.199271426,1,0.758434232,1,1,1,1,1,0.97249126,1,1,1,1,0.846130815,1,1,0.517857303,0.863103
2010-01-06 09:00:00+00:00,0,0,0,1,1,0.198934214,1,0.760868982,1,1,1,1,1,0.983215463,1,1,1,1,0.854214557,1,1,0.518706781,0.8632599
2010-01-06 10:00:00+00:00,0,0,0,1,1,0.198597003,1,0.763303731,1,1,1,1,1,0.993939665,1,1,1,1,0.862298299,1,1,0.519556258,0.8634168
2010-01-06 11:00:00+00:00,0,0,0,1,1,0.198259791,1,0.765738481,1,1,1,1,1,1,1,1,1,1,0.870382042,1,1,0.520405736,0.8635737
2010-01-06 12:00:00+00:00,0,0,0,1,1,0.19792258,1,0.76817323,1,1,1,1,1,1,1,1,1,1,0.878465784,1,1,0.521255213,0.8637305
2010-01-06 13:00:00+00:00,0,0,0,1,1,0.197585369,1,0.77060798,1,1,1,1,1,1,1,1,1,1,0.886549526,1,1,0.52210469,0.8638874
2010-01-06 14:00:00+00:00,0,0,0,1,1,0.197248157,1,0.77304273,1,1,1,1,1,1,1,1,1,1,0.894633268,1,1,0.522954168,0.8640443
2010-01-06 15:00:00+00:00,0,0,0,1,1,0.196910946,1,0.775477479,1,1,1,1,1,1,1,1,1,1,0.902717011,1,1,0.523803645,0.8642012
2010-01-06 16:00:00+00:00,0,0,0,1,1,0.196573734,1,0.777912229,1,1,1,1,1,1,1,1,1,1,0.910800753,1,1,0.524653123,0.8643581
2010-01-06 17:00:00+00:00,0,0,0,1,1,0.196236523,1,0.780346978,1,1,1,1,1,1,1,1,1,1,0.918884495,1,1,0.5255026,0.864515
2010-01-06 18:00:00+00:00,0,0,0,1,1,0.195899312,1,0.782781728,1,1,1,1,1,1,1,1,1,1,0.926968237,1,1,0.526352078,0.8646719
2010-01-06 19:00:00+00:00,0,0,0,1,1,0.1955621,1,0.785216478,1,1,1,1,1,1,1,1,1,1,0.93505198,1,1,0.527201555,0.8648287
2010-01-06 20:00:00+00:00,0,0,0,1,1,0.195224889,1,0.787651227,1,1,1,1,1,1,1,1,1,1,0.943135722,1,1,0.528051033,0.8649856
2010-01-06 21:00:00+00:00,0,0,0,1,1,0.194887677,1,0.790085977,1,1,1,1,1,1,1,1,1,1,0.951219464,1,1,0.52890051,0.8651425
2010-01-06 22:00:00+00:00,0,0,0,1,1,0.194550466,1,0.792520726,1,1,1,1,1,1,1,1,1,1,0.959303206,1,1,0.529749988,0.8652994
2010-01-06 23:00:00+00:00,0,0,0,1,1,0.194213254,1,0.794955476,1,1,1,1,1,1,1,1,1,1,0.967386949,1,1,0.530599465,0.8654563
2010-01-07 00:00:00+00:00,0,0,0,1,1,0.196344034,1,0.802108605,1,1,1,1,1,1,1,1,1,1,0.971978209,1,1,0.531098401,0.8663091
2010-01-07 01:00:00+00:00,0,0,0,1,1,0.198474813,1,0.809261735,1,1,1,1,1,1,1,1,1,1,0.97656947,1,1,0.531597338,0.8671618
2010-01-07 02:00:00+00:00,0,0,0,1,1,0.200605593,1,0.816414864,1,1,1,1,1,1,1,1,1,1,0.98116073,1,1,0.532096274,0.8680146
2010-01-07 03:00:00+00:00,0,0,0,1,1,0.202736372,1,0.823567994,1,1,1,1,1,1,1,1,1,1,0.98575199,1,1,0.532595211,0.8688674
2010-01-07 04:00:00+00:00,0,0,0,1,1,0.204867152,1,0.830721123,1,1,1,1,1,1,1,1,1,1,0.990343251,1,1,0.533094147,0.8697202
2010-01-07 05:00:00+00:00,0,0,0,1,1,0.206997931,1,0.837874253,1,1,1,1,1,1,1,1,1,1,0.994934511,1,1,0.533593084,0.870573
2010-01-07 06:00:00+00:00,0,0,0,1,1,0.20912871,1,0.845027382,1,1,1,1,1,1,1,1,1,1,0.999525772,1,1,0.534092021,0.8714258
2010-01-07 07:00:00+00:00,0,0,0,1,1,0.21125949,1,0.852180512,1,1,1,1,1,1,1,1,1,1,1,1,1,0.534590957,0.8722655
2010-01-07 08:00:00+00:00,0,0,0,1,1,0.213390269,1,0.859333641,1,1,1,1,1,1,1,1,1,1,1,1,1,0.535089894,0.8731038
2010-01-07 09:00:00+00:00,0,0,0,1,1,0.215521049,1,0.866486771,1,1,1,1,1,1,1,1,1,1,1,1,1,0.53558883,0.8739421
2010-01-07 10:00:00+00:00,0,0,0,1,1,0.217651828,1,0.8736399,1,1,1,1,1,1,1,1,1,1,1,1,1,0.536087767,0.8747803
2010-01-07 11:00:00+00:00,0,0,0,1,1,0.219782608,1,0.880793029,1,1,1,1,1,1,1,1,1,1,1,1,1,0.536586703,0.8756186
2010-01-07 12:00:00+00:00,0,0,0,1,1,0.221913387,1,0.887946159,1,1,1,1,1,1,1,1,1,1,1,1,1,0.53708564,0.8764568
2010-01-07 13:00:00+00:00,0,0,0,1,1,0.224044166,1,0.895099288,1,1,1,1,1,1,1,1,1,1,1,1,1,0.537584576,0.8772951
2010-01-07 14:00:00+00:00,0,0,0,1,1,0.226174946,1,0.902252418,1,1,1,1,1,1,1,1,1,1,1,1,1,0.538083513,0.8781334
2010-01-07 15:00:00+00:00,0,0,0,1,1,0.228305725,1,0.909405547,1,1,1,1,1,1,1,1,1,1,1,1,1,0.538582449,0.8789716
2010-01-07 16:00:00+00:00,0,0,0,1,1,0.230436505,1,0.916558677,1,1,1,1,1,1,1,1,1,1,1,1,1,0.539081386,0.8798099
2010-01-07 17:00:00+00:00,0,0,0,1,1,0.232567284,1,0.923711806,1,1,1,1,1,1,1,1,1,1,1,1,1,0.539580322,0.8806482
2010-01-07 18:00:00+00:00,0,0,0,1,1,0.234698063,1,0.930864936,1,1,1,1,1,1,1,1,1,1,1,1,1,0.540079259,0.8814864
2010-01-07 19:00:00+00:00,0,0,0,1,1,0.236828843,1,0.938018065,1,1,1,1,1,1,1,1,1,1,1,1,1,0.540578195,0.8823247
