,PHOT,WTOF,WTON,HE Grabovica,HE Mostar,HE Mostarsko Blato,HE Jajce 1,HE Jajce 2,HE Pec Mlini,HE Una Kostela,HE Bogatici,HE Novakovici,HE Mesica Nova,HE Bistrica B-5 A,HE Majdan,HE Botun,HE Modrac,HE Mujakovici,HE Jezernica,HE Tresanica T-4,HE Vlasenica,HE Osanica,HROR
2010-02-08 14:00:00+00:00,0,0,0,0.243236611,0.518265009,0.154283533,0.593625846,0.176008193,0.555926534,0.744909885,0.372731497,0.282979551,0.399835823,0.257662655,0.386475148,0.329003344,0.809045339,0.206006116,0.150866902,0.481465781,1,0.130469412,0.3710206
2010-02-08 15:00:00+00:00,0,0,0,0.243530427,0.515999307,0.153141139,0.591566495,0.175639533,0.553978762,0.74378604,0.372232966,0.282375264,0.399552893,0.257179896,0.38562499,0.328279611,0.811459509,0.205563119,0.150542477,0.480601429,1,0.130277325,0.3700087
2010-02-08 16:00:00+00:00,0,0,0,0.243824242,0.513733605,0.151998745,0.589507144,0.175270873,0.552030991,0.742662194,0.371734434,0.281770976,0.399269964,0.256697137,0.384774833,0.327555878,0.813873678,0.205120122,0.150218051,0.479737078,1,0.130085238,0.3689968
2010-02-08 17:00:00+00:00,0,0,0,0.244118058,0.511467904,0.150856351,0.587447792,0.174902213,0.550083219,0.741538348,0.371235903,0.281166689,0.398987035,0.256214377,0.383924675,0.326832146,0.816287848,0.204677125,0.149893626,0.478872727,1,0.12989315,0.3679849
2010-02-08 18:00:00+00:00,0,0,0,0.244411874,0.509202202,0.149713957,0.585388441,0.174533552,0.548135447,0.740414503,0.370737372,0.280562401,0.398704106,0.255731618,0.383074517,0.326108413,0.818702018,0.204234128,0.149569201,0.478008376,1,0.129701063,0.3669729
2010-02-08 19:00:00+00:00,0,0,0,0.24470569,0.5069365,0.148571563,0.583329089,0.174164892,0.546187675,0.739290657,0.370238841,0.279958114,0.398421176,0.255248859,0.38222436,0.32538468,0.821116188,0.203791131,0.149244776,0.477144024,1,0.129508976,0.365961
2010-02-08 20:00:00+00:00,0,0,0,0.244999505,0.504670798,0.147429169,0.581269738,0.173796232,0.544239903,0.738166811,0.369740309,0.279353826,0.398138247,0.2547661,0.381374202,0.324660948,0.823530357,0.203348134,0.148920351,0.476279673,1,0.129316888,0.3649491
2010-02-08 21:00:00+00:00,0,0,0,0.245293321,0.502405096,0.146286775,0.579210387,0.173427572,0.542292131,0.737042966,0.369241778,0.278749539,0.397855318,0.254283341,0.380524045,0.323937215,0.825944527,0.202905137,0.148595925,0.475415322,1,0.129124801,0.3639372
2010-02-08 22:00:00+00:00,0,0,0,0.245587137,0.500139394,0.145144381,0.577151035,0.173058912,0.540344359,0.73591912,0.368743247,0.278145251,0.397572389,0.253800581,0.379673887,0.323213482,0.828358697,0.202462141,0.1482715,0.47455097,1,0.128932713,0.3629252
2010-02-08 23:00:00+00:00,0,0,0,0.245880952,0.497873692,0.144001987,0.575091684,0.172690252,0.538396587,0.734795274,0.368244716,0.277540964,0.397289459,0.253317822,0.37882373,0.32248975,0.830772867,0.202019144,0.147947075,0.473686619,1,0.128740626,0.3619133
2010-02-09 00:00:00+00:00,0,0,0,0.246051179,0.500522989,0.144547557,0.57322554,0.172299349,0.5380528,0.732884737,0.367512859,0.276891273,0.396620778,0.252858918,0.378076863,0.321853948,0.831871748,0.201651059,0.147677511,0.472549826,1,0.128525068,0.3620928
2010-02-09 01:00:00+00:00,0,0,0,0.246221406,0.503172285,0.145093127,0.571359396,0.171908447,0.537709013,0.7309742,0.366781003,0.276241582,0.395952096,0.252400014,0.377329997,0.321218147,0.832970629,0.201282975,0.147407948,0.471413033,1,0.12830951,0.3622724
2010-02-09 02:00:00+00:00,0,0,0,0.246391633,0.505821582,0.145638697,0.569493252,0.171517545,0.537365226,0.729063663,0.366049147,0.275591891,0.395283414,0.25194111,0.376583131,0.320582345,0.83406951,0.20091489,0.147138384,0.470276239,1,0.128093952,0.3624519
2010-02-09 03:00:00+00:00,0,0,0,0.246561859,0.508470878,0.146184267,0.567627108,0.171126642,0.537021439,0.727153126,0.365317291,0.2749422,0.394614732,0.251482206,0.375836265,0.319946544,0.835168391,0.200546806,0.14686882,0.469139446,1,0.127878394,0.3626314
2010-02-09 04:00:00+00:00,0,0,0,0.246732086,0.511120175,0.146729837,0.565760965,0.17073574,0.536677652,0.725242589,0.364585435,0.274292509,0.393946051,0.251023302,0.375089399,0.319310743,0.836267272,0.200178721,0.146599257,0.468002653,1,0.127662836,0.3628109
2010-02-09 05:00:00+00:00,0,0,0,0.246902313,0.513769472,0.147275407,0.563894821,0.170344838,0.536333865,0.723332052,0.363853579,0.273642818,0.393277369,0.250564397,0.374342533,0.318674941,0.837366153,0.199810637,0.146329693,0.46686586,1,0.127447278,0.3629904
2010-02-09 06:00:00+00:00,0,0,0,0.24707254,0.516418768,0.147820977,0.562028677,0.169953936,0.535990078,0.721421515,0.363121723,0.272993127,0.392608687,0.250105493,0.373595667,0.31803914,0.838465033,0.199442552,0.146060129,0.465729066,1,0.12723172,0.36317
2010-02-09 07:00:00+00:00,0,0,0,0.247242766,0.519068065,0.148366547,0.560162533,0.169563033,0.535646291,0.719510978,0.362389867,0.272343436,0.391940006,0.249646589,0.372848801,0.317403338,0.839563914,0.199074468,0.145790566,0.464592273,1,0.127016162,0.3633495
2010-02-09 08:00:00+00:00,0,0,0,0.247412993,0.521717361,0.148912117,0.558296389,0.169172131,0.535302504,0.717600441,0.36165801,0.271693745,0.391271324,0.249187685,0.372101935,0.316767537,0.840662795,0.198706383,0.145521002,0.46345548,1,0.126800604,0.363529
2010-02-09 09:00:00+00:00,0,0,0,0.24758322,0.524366658,0.149457687,0.556430245,0.168781229,0.534958717,0.715689904,0.360926154,0.271044054,0.390602642,0.248728781,0.371355069,0.316131736,0.841761676,0.198338299,0.145251438,0.462318687,1,0.126585046,0.3637085
2010-02-09 10:00:00+00:00,0,0,0,0.247753446,0.527015954,0.150003257,0.554564101,0.168390326,0.53461493,0.713779367,0.360194298,0.270394363,0.38993396,0.248269877,0.370608203,0.315495934,0.842860557,0.197970214,0.144981875,0.461181893,1,0.126369488,0.363888
2010-02-09 11:00:00+00:00,0,0,0,0.247923673,0.529665251,0.150548827,0.552697957,0.167999424,0.534271143,0.71186883,0.359462442,0.269744672,0.389265279,0.247810973,0.369861337,0.314860133,0.843959438,0.19760213,0.144712311,0.4600451,1,0.12615393,0.3640676
2010-02-09 12:00:00+00:00,0,0,0,0.2480939,0.532314547,0.151094397,0.550831813,0.167608522,0.533927356,0.709958293,0.358730586,0.269094981,0.388596597,0.247352069,0.36911447,0.314224331,0.845058319,0.197234046,0.144442747,0.458908307,1,0.125938372,0.3642471
2010-02-09 13:00:00+00:00,0,0,0,0.248264127,0.534963844,0.151639967,0.54896567,0.167217619,0.533583569,0.708047756,0.35799873,0.26844529,0.387927915,0.246893164,0.368367604,0.31358853,0.8461572,0.196865961,0.144173184,0.457771514,1,0.125722814,0.3644266
2010-02-09 14:00:00+00:00,0,0,0,0.248434353,0.537613141,0.152185537,0.547099526,0.166826717,0.533239782,0.706137219,0.357266874,0.267795599,0.387259234,0.24643426,0.367620738,0.312952729,0.847256081,0.196497877,0.14390362,0.45663472,1,0.125507256,0.3646061
2010-02-09 15:00:00+00:00,0,0,0,0.24860458,0.540262437,0.152731107,0.545233382,0.166435815,0.532895995,0.704226682,0.356535018,0.267145908,0.386590552,0.245975356,0.366873872,0.312316927,0.848354962,0.196129792,0.143634056,0.455497927,1,0.125291698,0.3647856
2010-02-09 16:00:00+00:00,0,0,0,0.248774807,0.542911734,0.153276677,0.543367238,0.166044913,0.532552208,0.702316145,0.355803161,0.266496217,0.38592187,0.245516452,0.366127006,0.311681126,0.849453843,0.195761708,0.143364493,0.454361134,1,0.12507614,0.3649652
2010-02-09 17:00:00+00:00,0,0,0,0.248945034,0.54556103,0.153822247,0.541501094,0.16565401,0.532208421,0.700405608,0.355071305,0.265846526,0.385253188,0.245057548,0.36538014,0.311045324,0.850552724,0.195393623,0.143094929,0.453224341,1,0.124860582,0.3651447
2010-02-09 18:00:00+00:00,0,0,0,0.24911526,0.548210327,0.154367817,0.53963495,0.165263108,0.531864634,0.698495071,0.354339449,0.265196835,0.384584507,0.244598644,0.364633274,0.310409523,0.851651605,0.195025539,0.142825365,0.452087547,1,0.124645023,0.3653242
2010-02-09 19:00:00+00:00,0,0,0,0.249285487,0.550859623,0.154913387,0.537768806,0.164872206,0.531520847,0.696584534,0.353607593,0.264547144,0.383915825,0.24413974,0.363886408,0.309773722,0.852750486,0.194657454,0.142555802,0.450950754,1,0.124429465,0.3655037
2010-02-09 20:00:00+00:00,0,0,0,0.249455714,0.55350892,0.155458957,0.535902662,0.164481303,0.53117706,0.694673997,0.352875737,0.263897453,0.383247143,0.243680836,0.363139542,0.30913792,0.853849367,0.19428937,0.142286238,0.449813961,1,0.124213907,0.3656832
2010-02-09 21:00:00+00:00,0,0,0,0.24962594,0.556158217,0.156004527,0.534036518,0.164090401,0.530833273,0.69276346,0.352143881,0.263247762,0.382578462,0.243221931,0.362392676,0.308502119,0.854948248,0.193921285,0.142016674,0.448677168,1,0.123998349,0.3658628
2010-02-09 22:00:00+00:00,0,0,0,0.249796167,0.558807513,0.156550097,0.532170374,0.163699499,0.530489486,0.690852923,0.351412025,0.262598071,0.38190978,0.242763027,0.36164581,0.307866317,0.856047129,0.193553201,0.141747111,0.447540374,1,0.123782791,0.3660423
2010-02-09 23:00:00+00:00,0,0,0,0.249966394,0.56145681,0.157095667,0.530304231,0.163308597,0.530145699,0.688942386,0.350680169,0.26194838,0.381241098,0.242304123,0.360898944,0.307230516,0.85714601,0.193185116,0.141477547,0.446403581,1,0.123567233,0.3662218
2010-02-10 00:00:00+00:00,0,0,0,0.250069728,0.565992117,0.158893139,0.530401584,0.163142455,0.532108983,0.687899024,0.349951696,0.261323351,0.380958649,0.241901804,0.36035283,0.306765614,0.858308562,0.192974211,0.141323093,0.446040957,1,0.12347744,0.3674064
2010-02-10 01:00:00+00:00,0,0,0,0.250173062,0.570527424,0.16069061,0.530498937,0.162976313,0.534072266,0.686855663,0.349223222,0.260698321,0.380676199,0.241499485,0.359806716,0.306300711,0.859471114,0.192763307,0.141168638,0.445678332,1,0.123387646,0.3685911
2010-02-10 02:00:00+00:00,0,0,0,0.250276396,0.575062732,0.162488081,0.53059629,0.162810171,0.53603555,0.685812302,0.348494749,0.260073292,0.380393749,0.241097166,0.359260602,0.305835808,0.860633665,0.192552402,0.141014184,0.445315708,1,0.123297852,0.3697757
2010-02-10 03:00:00+00:00,0,0,0,0.250379731,0.579598039,0.164285552,0.530693643,0.162644029,0.537998833,0.684768941,0.347766276,0.259448263,0.3801113,0.240694847,0.358714488,0.305370906,0.861796217,0.192341497,0.140859729,0.444953084,1,0.123208058,0.3709604
2010-02-10 04:00:00+00:00,0,0,0,0.250483065,0.584133347,0.166083023,0.530790996,0.162477888,0.539962117,0.683725579,0.347037803,0.258823234,0.37982885,0.240292528,0.358168374,0.304906003,0.862958769,0.192130592,0.140705275,0.444590459,1,0.123118264,0.372145
2010-02-10 05:00:00+00:00,0,0,0,0.250586399,0.588668654,0.167880494,0.530888349,0.162311746,0.5419254,0.682682218,0.34630933,0.258198204,0.3795464,0.239890208,0.35762226,0.304441101,0.864121321,0.191919687,0.14055082,0.444227835,1,0.123028471,0.3733297
2010-02-10 06:00:00+00:00,0,0,0,0.250689733,0.593203961,0.169677965,0.530985703,0.162145604,0.543888684,0.681638857,0.345580857,0.257573175,0.379263951,0.239487889,0.357076147,0.303976198,0.865283872,0.191708782,0.140396366,0.443865211,1,0.122938677,0.3745143
2010-02-10 07:00:00+00:00,0,0,0,0.250793067,0.597739269,0.171475437,0.531083056,0.161979462,0.545851967,0.680595496,0.344852384,0.256948146,0.378981501,0.23908557,0.356530033,0.303511296,0.866446424,0.191497877,0.140241911,0.443502586,1,0.122848883,0.3756989
2010-02-10 08:00:00+00:00,0,0,0,0.250896401,0.602274576,0.173272908,0.531180409,0.161813321,0.54781525,0.679552134,0.344123911,0.256323117,0.378699052,0.238683251,0.355983919,0.303046393,0.867608976,0.191286972,0.140087457,0.443139962,1,0.122759089,0.3768836
2010-02-10 09:00:00+00:00,0,0,0,0.250999736,0.606809884,0.175070379,0.531277762,0.161647179,0.549778534,0.678508773,0.343395438,0.255698087,0.378416602,0.238280932,0.355437805,0.302581491,0.868771528,0.191076067,0.139933002,0.442777338,1,0.122669295,0.3780682
2010-02-10 10:00:00+00:00,0,0,0,0.25110307,0.611345191,0.17686785,0.531375115,0.161481037,0.551741817,0.677465412,0.342666965,0.255073058,0.378134152,0.237878613,0.354891691,0.302116588,0.869934079,0.190865162,0.139778548,0.442414713,1,0.122579502,0.3792529
2010-02-10 11:00:00+00:00,0,0,0,0.251206404,0.615880498,0.178665321,0.531472468,0.161314895,0.553705101,0.67642205,0.341938492,0.254448029,0.377851703,0.237476294,0.354345577,0.301651686,0.871096631,0.190654258,0.139624093,0.442052089,1,0.122489708,0.3804375
2010-02-10 12:00:00+00:00,0,0,0,0.251309738,0.620415806,0.180462792,0.531569821,0.161148754,0.555668384,0.675378689,0.341210018,0.253822999,0.377569253,0.237073975,0.353799464,0.301186783,0.872259183,0.190443353,0.139469639,0.441689465,1,0.122399914,0.3816221
2010-02-10 13:00:00+00:00,0,0,0,0.251413072,0.624951113,0.182260263,0.531667174,0.160982612,0.557631668,0.674335328,0.340481545,0.25319797,0.377286803,0.236671656,0.35325335,0.30072188,0.873421735,0.190232448,0.139315184,0.44132684,1,0.12231012,0.3828068
2010-02-10 14:00:00+00:00,0,0,0,0.251516406,0.629486421,0.184057734,0.531764528,0.16081647,0.559594951,0.673291967,0.339753072,0.252572941,0.377004354,0.236269337,0.352707236,0.300256978,0.874584286,0.190021543,0.13916073,0.440964216,1,0.122220327,0.3839914
2010-02-10 15:00:00+00:00,0,0,0,0.251619741,0.634021728,0.185855206,0.531861881,0.160650328,0.561558235,0.672248605,0.339024599,0.251947912,0.376721904,0.235867017,0.352161122,0.299792075,0.875746838,0.189810638,0.139006275,0.440601592,1,0.122130533,0.3851761
2010-02-10 16:00:00+00:00,0,0,0,0.251723075,0.638557035,0.187652677,0.531959234,0.160484186,0.563521518,0.671205244,0.338296126,0.251322882,0.376439454,0.235464698,0.351615008,0.299327173,0.87690939,0.189599733,0.138851821,0.440238967,1,0.122040739,0.3863607
2010-02-10 17:00:00+00:00,0,0,0,0.251826409,0.643092343,0.189450148,0.532056587,0.160318045,0.565484801,0.670161883,0.337567653,0.250697853,0.376157005,0.235062379,0.351068894,0.29886227,0.878071942,0.189388828,0.138697366,0.439876343,1,0.121950945,0.3875453
2010-02-10 18:00:00+00:00,0,0,0,0.251929743,0.64762765,0.191247619,0.53215394,0.160151903,0.567448085,0.669118522,0.33683918,0.250072824,0.375874555,0.23466006,0.350522781,0.298397368,0.879234493,0.189177923,0.138542912,0.439513719,1,0.121861151,0.38873
2010-02-10 19:00:00+00:00,0,0,0,0.252033077,0.652162957,0.19304509,0.532251293,0.159985761,0.569411368,0.66807516,0.336110707,0.249447795,0.375592106,0.234257741,0.349976667,0.297932465,0.880397045,0.188967018,0.138388457,0.439151094,1,0.121771358,0.3899146
2010-02-10 20:00:00+00:00,0,0,0,0.252136411,0.656698265,0.194842561,0.532348646,0.159819619,0.571374652,0.667031799,0.335382234,0.248822765,0.375309656,0.233855422,0.349430553,0.297467563,0.881559597,0.188756113,0.138234003,0.43878847,1,0.121681564,0.3910993
2010-02-10 21:00:00+00:00,0,0,0,0.252239746,0.661233572,0.196640032,0.532445999,0.159653478,0.573337935,0.665988438,0.334653761,0.248197736,0.375027206,0.233453103,0.348884439,0.29700266,0.882722149,0.188545208,0.138079548,0.438425846,1,0.12159177,0.3922839
2010-02-10 22:00:00+00:00,0,0,0,0.25234308,0.66576888,0.198437504,0.532543353,0.159487336,0.575301219,0.664945076,0.333925288,0.247572707,0.374744757,0.233050784,0.348338325,0.296537758,0.8838847,0.188334304,0.137925094,0.438063221,1,0.121501976,0.3934686
2010-02-10 23:00:00+00:00,0,0,0,0.252446414,0.670304187,0.200234975,0.532640706,0.159321194,0.577264502,0.663901715,0.333196814,0.246947678,0.374462307,0.232648465,0.347792211,0.296072855,0.885047252,0.188123399,0.137770639,0.437700597,1,0.121412182,0.3946532
2010-02-11 00:00:00+00:00,0,0,0,0.252564734,0.675201496,0.202643211,0.533076299,0.159247392,0.579747126,0.662786427,0.333178939,0.246424514,0.375729259,0.232978525,0.347514122,0.29583612,0.886652179,0.189193745,0.138554499,0.438728317,1,0.121652749,0.3961458
2010-02-11 01:00:00+00:00,0,0,0,0.252683053,0.680098806,0.205051447,0.533511892,0.15917359,0.58222975,0.661671139,0.333161065,0.245901351,0.376996212,0.233308585,0.347236034,0.295599385,0.888257105,0.190264091,0.139338358,0.439756037,1,0.121893315,0.3976385
2010-02-11 02:00:00+00:00,0,0,0,0.252801373,0.684996115,0.207459683,0.533947485,0.159099788,0.584712374,0.660555851,0.33314319,0.245378187,0.378263164,0.233638646,0.346957945,0.29536265,0.889862031,0.191334438,0.140122218,0.440783757,1,0.122133881,0.3991311
2010-02-11 03:00:00+00:00,0,0,0,0.252919693,0.689893424,0.209867919,0.534383078,0.159025986,0.587194997,0.659440563,0.333125315,0.244855023,0.379530117,0.233968706,0.346679856,0.295125915,0.891466957,0.192404784,0.140906077,0.441811477,1,0.122374447,0.4006238
2010-02-11 04:00:00+00:00,0,0,0,0.253038013,0.694790734,0.212276155,0.534818671,0.158952184,0.589677621,0.658325276,0.33310744,0.24433186,0.380797069,0.234298767,0.346401767,0.29488918,0.893071884,0.193475131,0.141689937,0.442839197,1,0.122615013,0.4021164
2010-02-11 05:00:00+00:00,0,0,0,0.253156332,0.699688043,0.214684391,0.535254264,0.158878382,0.592160245,0.657209988,0.333089565,0.243808696,0.382064021,0.234628827,0.346123678,0.294652445,0.89467681,0.194545477,0.142473796,0.443866917,1,0.122855579,0.4036091
2010-02-11 06:00:00+00:00,0,0,0,0.253274652,0.704585353,0.217092628,0.535689856,0.15880458,0.594642869,0.6560947,0.33307169,0.243285533,0.383330974,0.234958887,0.345845589,0.29441571,0.896281736,0.195615823,0.143257656,0.444894637,1,0.123096145,0.4051017
2010-02-11 07:00:00+00:00,0,0,0,0.253392972,0.709482662,0.219500864,0.536125449,0.158730778,0.597125492,0.654979412,0.333053815,0.242762369,0.384597926,0.235288948,0.3455675,0.294178975,0.897886663,0.19668617,0.144041515,0.445922357,1,0.123336712,0.4065944
2010-02-11 08:00:00+00:00,0,0,0,0.253511292,0.714379971,0.2219091,0.536561042,0.158656976,0.599608116,0.653864124,0.33303594,0.242239206,0.385864879,0.235619008,0.345289411,0.29394224,0.899491589,0.197756516,0.144825375,0.446950078,1,0.123577278,0.408087
2010-02-11 09:00:00+00:00,0,0,0,0.253629611,0.719277281,0.224317336,0.536996635,0.158583174,0.60209074,0.652748836,0.333018065,0.241716042,0.387131831,0.235949069,0.345011322,0.293705505,0.901096515,0.198826863,0.145609234,0.447977798,1,0.123817844,0.4095797
2010-02-11 10:00:00+00:00,0,0,0,0.253747931,0.72417459,0.226725572,0.537432228,0.158509372,0.604573364,0.651633548,0.33300019,0.241192879,0.388398783,0.236279129,0.344733233,0.293468771,0.902701442,0.199897209,0.146393093,0.449005518,1,0.12405841,0.4110723
2010-02-11 11:00:00+00:00,0,0,0,0.253866251,0.729071899,0.229133808,0.537867821,0.15843557,0.607055988,0.65051826,0.332982315,0.240669715,0.389665736,0.23660919,0.344455145,0.293232036,0.904306368,0.200967555,0.147176953,0.450033238,1,0.124298976,0.412565
2010-02-11 12:00:00+00:00,0,0,0,0.253984571,0.733969209,0.231542044,0.538303414,0.158361768,0.609538611,0.649402972,0.33296444,0.240146552,0.390932688,0.23693925,0.344177056,0.292995301,0.905911294,0.202037902,0.147960812,0.451060958,1,0.124539542,0.4140576
2010-02-11 13:00:00+00:00,0,0,0,0.254102891,0.738866518,0.233950281,0.538739007,0.158287966,0.612021235,0.648287684,0.332946565,0.239623388,0.392199641,0.23726931,0.343898967,0.292758566,0.907516221,0.203108248,0.148744672,0.452088678,1,0.124780108,0.4155503
2010-02-11 14:00:00+00:00,0,0,0,0.25422121,0.743763827,0.236358517,0.5391746,0.158214164,0.614503859,0.647172396,0.33292869,0.239100225,0.393466593,0.237599371,0.343620878,0.292521831,0.909121147,0.204178595,0.149528531,0.453116398,1,0.125020674,0.4170429
2010-02-11 15:00:00+00:00,0,0,0,0.25433953,0.748661137,0.238766753,0.539610193,0.158140362,0.616986483,0.646057108,0.332910815,0.238577061,0.394733545,0.237929431,0.343342789,0.292285096,0.910726073,0.205248941,0.150312391,0.454144118,1,0.125261241,0.4185355
2010-02-11 16:00:00+00:00,0,0,0,0.25445785,0.753558446,0.241174989,0.540045786,0.15806656,0.619469107,0.64494182,0.33289294,0.238053898,0.396000498,0.238259492,0.3430647,0.292048361,0.912331,0.206319287,0.15109625,0.455171838,1,0.125501807,0.4200282
2010-02-11 17:00:00+00:00,0,0,0,0.25457617,0.758455755,0.243583225,0.540481379,0.157992758,0.62195173,0.643826532,0.332875065,0.237530734,0.39726745,0.238589552,0.342786611,0.291811626,0.913935926,0.207389634,0.15188011,0.456199558,1,0.125742373,0.4215208
2010-02-11 18:00:00+00:00,0,0,0,0.254694489,0.763353065,0.245991461,0.540916972,0.157918956,0.624434354,0.642711244,0.33285719,0.237007571,0.398534403,0.238919612,0.342508522,0.291574891,0.915540852,0.20845998,0.152663969,0.457227278,1,0.125982939,0.4230135
2010-02-11 19:00:00+00:00,0,0,0,0.254812809,0.768250374,0.248399697,0.541352565,0.157845154,0.626916978,0.641595956,0.332839316,0.236484407,0.399801355,0.239249673,0.342230433,0.291338156,0.917145779,0.209530326,0.153447829,0.458254998,1,0.126223505,0.4245061
2010-02-11 20:00:00+00:00,0,0,0,0.254931129,0.773147684,0.250807933,0.541788158,0.157771352,0.629399602,0.640480668,0.332821441,0.235961244,0.401068307,0.239579733,0.341952345,0.291101421,0.918750705,0.210600673,0.154231688,0.459282718,1,0.126464071,0.4259983
2010-02-11 21:00:00+00:00,0,0,0,0.255049449,0.778044993,0.25321617,0.542223751,0.15769755,0.631882226,0.639365381,0.332803566,0.23543808,0.40233526,0.239909794,0.341674256,0.290864686,0.920355631,0.211671019,0.155015548,0.460310438,1,0.126704637,0.4274828
2010-02-11 22:00:00+00:00,0,0,0,0.255167768,0.782942302,0.255624406,0.542659344,0.157623748,0.634364849,0.638250093,0.332785691,0.234914917,0.403602212,0.240239854,0.341396167,0.290627951,0.921960558,0.212741366,0.155799407,0.461338158,1,0.126945204,0.4289674
2010-02-11 23:00:00+00:00,0,0,0,0.255286088,0.787839612,0.258032642,0.543094937,0.157549946,0.636847473,0.637134805,0.332767816,0.234391753,0.404869165,0.240569915,0.341118078,0.290391216,0.923565484,0.213811712,0.156583267,0.462365878,1,0.12718577,0.4304519
2010-02-12 00:00:00+00:00,0,0,0,0.255173519,0.783860395,0.257028996,0.54138396,0.157273101,0.637265711,0.635665573,0.332292634,0.233994887,0.404867567,0.240191682,0.340559781,0.289915942,0.925108256,0.213320134,0.156223263,0.462300135,1,0.127159687,0.4292733
2010-02-12 01:00:00+00:00,0,0,0,0.25506095,0.779881178,0.25602535,0.539672984,0.156996257,0.63768395,0.634196342,0.331817452,0.233598022,0.40486597,0.23981345,0.340001484,0.289440668,0.926651028,0.212828555,0.155863259,0.462234392,1,0.127133604,0.4280947
2010-02-12 02:00:00+00:00,0,0,0,0.254948381,0.775901961,0.255021703,0.537962007,0.156719412,0.638102188,0.632727111,0.331342271,0.233201156,0.404864373,0.239435218,0.339443187,0.288965394,0.9281938,0.212336976,0.155503256,0.462168649,1,0.127107521,0.4269161
2010-02-12 03:00:00+00:00,0,0,0,0.254835812,0.771922745,0.254018057,0.536251031,0.156442567,0.638520426,0.63125788,0.330867089,0.23280429,0.404862775,0.239056986,0.33888489,0.288490121,0.929736573,0.211845398,0.155143252,0.462102905,1,0.127081438,0.4257375
2010-02-12 04:00:00+00:00,0,0,0,0.254723243,0.767943528,0.253014411,0.534540054,0.156165723,0.638938664,0.629788648,0.330391907,0.232407424,0.404861178,0.238678754,0.338326593,0.288014847,0.931279345,0.211353819,0.154783249,0.462037162,1,0.127055355,0.4245589
2010-02-12 05:00:00+00:00,0,0,0,0.254610674,0.763964311,0.252010765,0.532829078,0.155888878,0.639356903,0.628319417,0.329916725,0.232010559,0.404859581,0.238300522,0.337768296,0.287539573,0.932822117,0.210862241,0.154423245,0.461971419,1,0.127029272,0.4233803
2010-02-12 06:00:00+00:00,0,0,0,0.254498105,0.759985094,0.251007119,0.531118101,0.155612034,0.639775141,0.626850186,0.329441544,0.231613693,0.404857983,0.23792229,0.33721,0.287064299,0.934364889,0.210370662,0.154063242,0.461905675,1,0.127003189,0.4222018
2010-02-12 07:00:00+00:00,0,0,0,0.254385536,0.756005878,0.250003473,0.529407125,0.155335189,0.640193379,0.625380954,0.328966362,0.231216827,0.404856386,0.237544057,0.336651703,0.286589025,0.935907661,0.209879084,0.153703238,0.461839932,1,0.126977106,0.4210232
2010-02-12 08:00:00+00:00,0,0,0,0.254272967,0.752026661,0.248999827,0.527696148,0.155058345,0.640611617,0.623911723,0.32849118,0.230819962,0.404854789,0.237165825,0.336093406,0.286113751,0.937450433,0.209387505,0.153343235,0.461774189,1,0.126951023,0.4198446
2010-02-12 09:00:00+00:00,0,0,0,0.254160398,0.748047444,0.247996181,0.525985172,0.1547815,0.641029855,0.622442492,0.328015998,0.230423096,0.404853191,0.236787593,0.335535109,0.285638477,0.938993206,0.208895927,0.152983231,0.461708446,1,0.12692494,0.418666
2010-02-12 10:00:00+00:00,0,0,0,0.25404783,0.744068227,0.246992534,0.524274195,0.154504656,0.641448094,0.620973261,0.327540817,0.23002623,0.404851594,0.236409361,0.334976812,0.285163203,0.940535978,0.208404348,0.152623228,0.461642702,1,0.126898857,0.4174874
2010-02-12 11:00:00+00:00,0,0,0,0.253935261,0.74008901,0.245988888,0.522563219,0.154227811,0.641866332,0.619504029,0.327065635,0.229629364,0.404849997,0.236031129,0.334418515,0.284687929,0.94207875,0.20791277,0.152263224,0.461576959,1,0.126872774,0.4163088
2010-02-12 12:00:00+00:00,0,0,0,0.253822692,0.736109794,0.244985242,0.520852242,0.153950967,0.64228457,0.618034798,0.326590453,0.229232499,0.4048484,0.235652897,0.333860218,0.284212655,0.943621522,0.207421191,0.151903221,0.461511216,1,0.126846691,0.4151302
2010-02-12 13:00:00+00:00,0,0,0,0.253710123,0.732130577,0.243981596,0.519141266,0.153674122,0.642702808,0.616565567,0.326115271,0.228835633,0.404846802,0.235274664,0.333301921,0.283737382,0.945164294,0.206929613,0.151543217,0.461445473,1,0.126820608,0.4139516
2010-02-12 14:00:00+00:00,0,0,0,0.253597554,0.72815136,0.24297795,0.517430289,0.153397278,0.643121047,0.615096335,0.32564009,0.228438767,0.404845205,0.234896432,0.332743624,0.283262108,0.946707066,0.206438034,0.151183214,0.461379729,1,0.126794525,0.412773
2010-02-12 15:00:00+00:00,0,0,0,0.253484985,0.724172143,0.241974304,0.515719313,0.153120433,0.643539285,0.613627104,0.325164908,0.228041901,0.404843608,0.2345182,0.332185327,0.282786834,0.948249839,0.205946456,0.15082321,0.461313986,1,0.126768442,0.4115944
2010-02-12 16:00:00+00:00,0,0,0,0.253372416,0.720192927,0.240970658,0.514008336,0.152843589,0.643957523,0.612157873,0.324689726,0.227645036,0.40484201,0.234139968,0.33162703,0.28231156,0.949792611,0.205454877,0.150463206,0.461248243,1,0.126742359,0.4104158
