,CZ_P2HT_OTH,CZ_STUR_BIO_CHP,CZ_COMC_GAS_CHP,CZ_GTUR_GAS_CHP
2016-01-02 22:00:00,6878.874507641775,3851.0849625126307,368.3728348984219,276.200478076173
2016-01-02 23:00:00,6973.501132950907,3904.0609505723755,373.4402159333967,279.9999250816508
2016-01-03 00:00:00,7133.885243644351,3993.85076084313,382.0289973486083,286.4396657689013
2016-01-03 01:00:00,7299.080877658598,4086.334265422007,390.8754422062762,293.07259867676936
2016-01-03 02:00:00,7762.056343860337,4345.527517736916,415.6683912248534,311.66198346063237
2016-01-03 03:00:00,8656.465067827437,4846.255359680153,463.56516225034954,347.57427069319914
2016-01-03 04:00:00,11274.468368046739,6311.924362666424,603.7627042179855,452.6923045114178
2016-01-03 05:00:00,13383.519423665519,7492.660367726838,716.7051798280171,537.3748945487616
2016-01-03 06:00:00,12923.217025975338,7234.963612249774,692.05537716636,518.8928387763528
2016-01-03 07:00:00,12975.60916880186,7264.294950271553,694.8610457619957,520.9964874008546
2016-01-03 08:00:00,12451.153126834302,6970.6822706861885,666.7757305342541,499.93853535354555
2016-01-03 09:00:00,11932.043221889857,6680.062584776514,638.9767080203527,479.09524132914476
2016-01-03 10:00:00,11485.106166757465,6429.848313488681,615.0426371432967,461.1498306140068
2016-01-03 11:00:00,11204.968586746249,6273.0154448824305,600.0408989380605,449.90175021360926
2016-01-03 12:00:00,11013.57688131874,6165.866271292664,589.7916197825748,442.21699299349035
2016-01-03 13:00:00,11136.003419148068,6234.405826466006,596.3477229295196,447.1326617180915
2016-01-03 14:00:00,11273.39914064212,6311.325763931286,603.7054456752176,452.64937290683616
2016-01-03 15:00:00,11649.767187069398,6522.032518699988,623.8604527295805,467.7612977195839
2016-01-03 16:00:00,11859.870372077808,6639.657170154675,635.1117563835077,476.1973580198821
2016-01-03 17:00:00,11798.9244100143,6605.53704225179,631.8480194457272,473.7502565587269
2016-01-03 18:00:00,11639.07491302317,6516.046531348604,623.2878673018997,467.33198167376725
2016-01-03 19:00:00,11190.53401678384,6264.934361958063,599.2679086106916,449.32217355175675
2016-01-03 20:00:00,10135.206568420985,5674.117410376503,542.7537268985998,406.94867982964865
2016-01-03 21:00:00,8438.342677284356,4724.141217711928,451.88441952566194,338.81622335853854
2016-01-03 22:00:00,7202.315797540219,4032.161079891985,385.6935440857652,289.18728846212815
2016-01-03 23:00:00,7235.996460785844,4051.0169400488426,387.4971881829596,290.53963400645074
2016-01-04 00:00:00,7334.899995713466,4106.387323049141,392.7936033890067,294.5108074302552
2016-01-04 01:00:00,7527.895542247909,4214.434394741615,403.1287703586445,302.2599620572466
2016-01-04 02:00:00,7960.9326411202055,4456.866882472651,426.31848017971566,319.64726191282296
2016-01-04 03:00:00,8859.083661003488,4959.689819988871,474.4156561049001,355.7098097614256
2016-01-04 04:00:00,11538.567536988612,6459.778250245598,617.9055642817005,463.29641084309026
2016-01-04 05:00:00,13999.929022430653,7837.7525385341005,749.7147297338133,562.1249645900944
2016-01-04 06:00:00,13417.734700613451,7511.815527251265,718.5374531965955,538.7487058953751
2016-01-04 07:00:00,13424.684678743502,7515.706419029664,718.909633724588,539.027761325156
2016-01-04 08:00:00,12900.763250478256,7222.39303881187,690.8529477682306,517.9912750801378
2016-01-04 09:00:00,12394.484074389286,6938.956537723856,663.741027767546,497.66316031071705
2016-01-04 10:00:00,11930.439380782922,6679.1646866738065,638.8908202062006,479.03084392227225
2016-01-04 11:00:00,11630.521093786188,6511.257741467498,622.8297989597552,466.98852883711396
2016-01-04 12:00:00,11393.687223662202,6378.668121634351,610.1470317366262,457.47917842227406
2016-01-04 13:00:00,11548.72519733253,6465.464938229413,618.4495204379972,463.7042610866161
2016-01-04 14:00:00,11686.65553252889,6542.684175062262,625.8358724550792,469.24243807765157
2016-01-04 15:00:00,12094.031173690237,6770.750293149976,647.6513772497163,485.59937942326775
