PowerCapacity,Unit,Zone,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency
430,Ghazlan_GT-01,SA_EOA,STUR,GAS,0.320300326,48,48,0.02326,0.02326,31847.01574,1174.437687,0,0.534883721,0.312,0,0.505909889,,,,,,
430,Ghazlan_GT-02,SA_EOA,STUR,GAS,0.313902785,48,48,0.02326,0.02326,31847.01574,1174.437687,0,0.534883721,0.312,0,0.505909889,,,,,,
430,Ghazlan_GT-03,SA_EOA,STUR,GAS,0.318037721,48,48,0.02326,0.02326,31847.01574,1174.437687,0,0.534883721,0.312,0,0.505909889,,,,,,
430,Ghazlan_GT-04,SA_EOA,STUR,GAS,0.315201713,48,48,0.02326,0.02326,31847.01574,1174.437687,0,0.534883721,0.312,0,0.505909889,,,,,,
664,Ghazlan_GT-05,SA_EOA,STUR,GAS,0.378653763,48,48,0.02259,0.02259,31847.01574,1174.437687,0,0.602409639,0.312,0,0.505909889,,,,,,
664,Ghazlan_GT-06,SA_EOA,STUR,GAS,0.378441287,48,48,0.02259,0.02259,31847.01574,1174.437687,0,0.602409639,0.312,0,0.505909889,,,,,,
664,Ghazlan_GT-07,SA_EOA,STUR,GAS,0.379326727,48,48,0.02259,0.02259,31847.01574,1174.437687,0,0.602409639,0.312,0,0.505909889,,,,,,
664,Ghazlan_GT-08,SA_EOA,STUR,GAS,0.38126283,48,48,0.02259,0.02259,31847.01574,1174.437687,0,0.602409639,0.312,0,0.505909889,,,,,,
625,Qurrayah_ST-01,SA_EOA,STUR,GAS,0.375210073,48,48,0.024,0.024,31847.01574,1174.437687,0,0.64,0.312,0,0.505909889,,,,,,
625,Qurrayah_ST-02,SA_EOA,STUR,GAS,0.375684953,48,48,0.024,0.024,31847.01574,1174.437687,0,0.64,0.312,0,0.505909889,,,,,,
625,Qurrayah_ST-03,SA_EOA,STUR,GAS,0.369677678,48,48,0.024,0.024,31847.01574,1174.437687,0,0.64,0.312,0,0.505909889,,,,,,
625,Qurrayah_ST-04,SA_EOA,STUR,GAS,0.370801038,48,48,0.024,0.024,31847.01574,1174.437687,0,0.64,0.312,0,0.505909889,,,,,,
135,Qurrayah_GT-01,SA_EOA,GTUR,GAS,0.318542126,48,48,0.15748,0.15748,8652.72791,1887.309327,0,0.518518519,0.2559,0.6,0.591018679,,,,,,
135,Qurrayah_GT-02,SA_EOA,GTUR,GAS,0.318542126,48,48,0.15748,0.15748,8652.72791,1887.309327,0,0.518518519,0.2559,0.6,0.591018679,,,,,,
135,Qurrayah_GT-03,SA_EOA,GTUR,GAS,0.318542126,48,48,0.15748,0.15748,8652.72791,1887.309327,0,0.518518519,0.2559,0.6,0.591018679,,,,,,
135,Qurrayah_GT-04,SA_EOA,GTUR,GAS,0.318542126,48,48,0.15748,0.15748,8652.72791,1887.309327,0,0.518518519,0.2559,0.6,0.591018679,,,,,,
135,Qurrayah_GT-05,SA_EOA,GTUR,GAS,0.318542126,48,48,0.15748,0.15748,8652.72791,1887.309327,0,0.518518519,0.2559,0.6,0.591018679,,,,,,
135,Qurrayah_GT-06,SA_EOA,GTUR,GAS,0.318542126,48,48,0.15748,0.15748,8652.72791,1887.309327,0,0.518518519,0.2559,0.6,0.591018679,,,,,,
135,Qurrayah_GT-07,SA_EOA,GTUR,GAS,0.318542126,48,48,0.15748,0.15748,8652.72791,1887.309327,0,0.518518519,0.2559,0.6,0.591018679,,,,,,
135,Qurrayah_GT-08,SA_EOA,GTUR,GAS,0.318542126,48,48,0.15748,0.15748,8652.72791,1887.309327,0,0.518518519,0.2559,0.6,0.591018679,,,,,,
135,Qurrayah_GT-09,SA_EOA,GTUR,GAS,0.318542126,48,48,0.15748,0.15748,8652.72791,1887.309327,0,0.518518519,0.2559,0.6,0.591018679,,,,,,
135,Qurrayah_GT-10,SA_EOA,GTUR,GAS,0.318542126,48,48,0.15748,0.15748,8652.72791,1887.309327,0,0.518518519,0.2559,0.6,0.591018679,,,,,,
135,Qurrayah_GT-11,SA_EOA,GTUR,GAS,0.318542126,48,48,0.15748,0.15748,8652.72791,1887.309327,0,0.518518519,0.2559,0.6,0.591018679,,,,,,
135,Qurrayah_GT-12,SA_EOA,GTUR,GAS,0.318542126,48,48,0.15748,0.15748,8652.72791,1887.309327,0,0.518518519,0.2559,0.6,0.591018679,,,,,,
135,Qurrayah_GT-13,SA_EOA,GTUR,GAS,0.318542126,48,48,0.15748,0.15748,8652.72791,1887.309327,0,0.518518519,0.2559,0.6,0.591018679,,,,,,
135,Qurrayah_GT-14,SA_EOA,GTUR,GAS,0.318542126,48,48,0.15748,0.15748,8652.72791,1887.309327,0,0.518518519,0.2559,0.6,0.591018679,,,,,,
135,Qurrayah_GT-15,SA_EOA,GTUR,GAS,0.318542126,48,48,0.15748,0.15748,8652.72791,1887.309327,0,0.518518519,0.2559,0.6,0.591018679,,,,,,
135,Qurrayah_GT-16,SA_EOA,GTUR,GAS,0.318542126,48,48,0.15748,0.15748,8652.72791,1887.309327,0,0.518518519,0.2559,0.6,0.591018679,,,,,,
135,Qurrayah_GT-17,SA_EOA,GTUR,GAS,0.318542126,48,48,0.15748,0.15748,8652.72791,1887.309327,0,0.518518519,0.2559,0.6,0.591018679,,,,,,
135,Qurrayah_GT-18,SA_EOA,GTUR,GAS,0.318542126,48,48,0.15748,0.15748,8652.72791,1887.309327,0,0.518518519,0.2559,0.6,0.591018679,,,,,,
665,Qurrayah_CC-1,SA_EOA,COMC,GAS,0.454413174,48,48,0.1,0.1,102145.4075,340.0637477,0,0.288721805,0.512153671,0.874125874,0.591018679,,,,,,
665,Qurrayah_CC-2,SA_EOA,COMC,GAS,0.454413174,48,48,0.1,0.1,102145.4075,340.0637477,0,0.288721805,0.512153671,0.874125874,0.591018679,,,,,,
665,Qurrayah_CC-3,SA_EOA,COMC,GAS,0.454413174,48,48,0.1,0.1,102145.4075,340.0637477,0,0.288721805,0.512153671,0.874125874,0.591018679,,,,,,
665,Qurrayah_CC-4,SA_EOA,COMC,GAS,0.454413174,48,48,0.1,0.1,102145.4075,340.0637477,0,0.288721805,0.512153671,0.874125874,0.591018679,,,,,,
665,Qurrayah_CC-5,SA_EOA,COMC,GAS,0.454413174,48,48,0.1,0.1,102145.4075,340.0637477,0,0.288721805,0.512153671,0.874125874,0.591018679,,,,,,
665,Qurrayah_CC-6,SA_EOA,COMC,GAS,0.454413174,48,48,0.1,0.1,102145.4075,340.0637477,0,0.288721805,0.512153671,0.874125874,0.591018679,,,,,,
10.1,Dammam_GT-03,SA_EOA,GTUR,GAS,0.08851186,11.78947368,10,0.22462,0.22462,8652.72791,1887.309327,0,0.495049505,0.2559,0.6,0.591018679,,,,,,
7.1,Dammam_GT-04,SA_EOA,GTUR,GAS,0.150203035,11.78947368,10,0.16296,0.16296,8652.72791,1887.309327,0,0.704225352,0.2559,0.6,0.591018679,,,,,,
7.3,Dammam_GT-05,SA_EOA,GTUR,GAS,0.147056269,11.78947368,10,0.16296,0.16296,8652.72791,1887.309327,0,0.684931507,0.2559,0.6,0.591018679,,,,,,
73.85304971,Dammam_GT-06,SA_EOA,GTUR,GAS,0.08851186,11.78947368,10,0.16304,0.16304,8652.72791,1887.309327,0,0.396021113,0.2559,0.6,0.591018679,,,,,,
20,Dammam_GT-07,SA_EOA,GTUR,GAS,0.179971488,11.78947368,10,0.14851,0.14851,8652.72791,1887.309327,0,0.25,0.2559,0.6,0.591018679,,,,,,
20,Dammam_GT-08,SA_EOA,GTUR,GAS,0.08851186,11.78947368,10,0.16587,0.16587,8652.72791,1887.309327,0,0.25,0.2559,0.6,0.591018679,,,,,,
20,Dammam_GT-09,SA_EOA,GTUR,GAS,0.187232844,11.78947368,10,0.11058,0.11058,8652.72791,1887.309327,0,0.25,0.2559,0.6,0.591018679,,,,,,
20,Dammam_GT-10,SA_EOA,GTUR,GAS,0.194507715,11.78947368,10,0.29412,0.29412,8652.72791,1887.309327,0,0.25,0.2559,0.6,0.591018679,,,,,,
22,Dammam_GT-13,SA_EOA,GTUR,GAS,0.203642709,11.78947368,10,0.11662,0.11662,8652.72791,1887.309327,0,0.454545455,0.2559,0.6,0.591018679,,,,,,
22,Dammam_GT-14,SA_EOA,GTUR,GAS,0.207342383,11.78947368,10,0.12461,0.12461,8652.72791,1887.309327,0,0.454545455,0.2559,0.6,0.591018679,,,,,,
22,Dammam_GT-15,SA_EOA,GTUR,GAS,0.204264933,11.78947368,10,0.15152,0.15152,8652.72791,1887.309327,0,0.454545455,0.2559,0.6,0.591018679,,,,,,
15,Dammam_GT-16,SA_EOA,GTUR,GAS,0.08851186,11.78947368,10,0.19608,0.19608,8652.72791,1887.309327,0,0.666666667,0.2559,0.6,0.591018679,,,,,,
20,Dammam_GT-17,SA_EOA,GTUR,GAS,0.1760772,11.78947368,10,0.12232,0.12232,8652.72791,1887.309327,0,0.4,0.2559,0.6,0.591018679,,,,,,
46,Dammam_GT-19,SA_EOA,GTUR,GAS,0.08851186,11.78947368,10,0.10989,0.10989,8652.72791,1887.309327,0,0.326086957,0.2559,0.6,0.591018679,,,,,,
46,Dammam_GT-21,SA_EOA,GTUR,GAS,0.180400344,11.78947368,10,0.09788,0.09788,8652.72791,1887.309327,0,0.326086957,0.2559,0.6,0.591018679,,,,,,
16,Juaymah_GT-01,SA_EOA,GTUR,GAS,0.08851186,11.78947368,10,0.14493,0.14493,8652.72791,1887.309327,0,0.625,0.2559,0.6,0.591018679,,,,,,
40,Juaymah_GT-02,SA_EOA,GTUR,GAS,0.08851186,11.78947368,10,0.12876,0.12876,8652.72791,1887.309327,0,0.3,0.2559,0.6,0.591018679,,,,,,
40,Juaymah_GT-03,SA_EOA,GTUR,GAS,0.08851186,11.78947368,10,0.07407,0.07407,8652.72791,1887.309327,0,0.375,0.2559,0.6,0.591018679,,,,,,
65,Berri_GT-01,SA_EOA,GTUR,GAS,0.215614808,11.78947368,10,0.06369,0.06369,8652.72791,1887.309327,0,0.153846154,0.2559,0.6,0.591018679,,,,,,
65,Berri_GT-02,SA_EOA,GTUR,GAS,0.215613077,11.78947368,10,0.06494,0.06494,8652.72791,1887.309327,0,0.153846154,0.2559,0.6,0.591018679,,,,,,
65,Berri_GT-03,SA_EOA,GTUR,GAS,0.20899404,11.78947368,10,0.06494,0.06494,8652.72791,1887.309327,0,0.153846154,0.2559,0.6,0.591018679,,,,,,
40,Safaniyah_GT-01,SA_EOA,GTUR,GAS,0.181030002,11.78947368,10,0.125,0.125,8652.72791,1887.309327,0,0.25,0.2559,0.6,0.591018679,,,,,,
17,Qaisumah_GT-01,SA_EOA,GTUR,OIL,0.1662976,0.044117647,10,0.125,0.125,6458.016482,1146.803507,0,0.294117647,0.169,0,0.571732036,,,,,,
17,Qaisumah_GT-02,SA_EOA,GTUR,OIL,0.176265652,0.044117647,10,0.08993,0.08993,6458.016482,1146.803507,0,0.294117647,0.169,0,0.571732036,,,,,,
17,Qaisumah_GT-03,SA_EOA,GTUR,OIL,0.180685803,0.044117647,10,0.08711,0.08711,6458.016482,1146.803507,0,0.294117647,0.169,0,0.571732036,,,,,,
17,Qaisumah_GT-04,SA_EOA,GTUR,OIL,0.182850442,0.044117647,10,0.08432,0.08432,6458.016482,1146.803507,0,0.294117647,0.169,0,0.571732036,,,,,,
26.8,Qaisumah_GT-05,SA_EOA,GTUR,OIL,0.186965032,0.044117647,10,0.08741,0.08741,6458.016482,1146.803507,0,0.186567164,0.169,0,0.571732036,,,,,,
26.8,Qaisumah_GT-06,SA_EOA,GTUR,OIL,0.188194229,0.044117647,10,0.08666,0.08666,6458.016482,1146.803507,0,0.186567164,0.169,0,0.571732036,,,,,,
60,Shedgum_GT-01,SA_EOA,GTUR,GAS,0.186490871,11.78947368,2,0.09579,0.09579,8652.72791,1887.309327,0,0.25,0.2559,0.6,0.591018679,,,,,,
60,Shedgum_GT-02,SA_EOA,GTUR,GAS,0.19457841,11.78947368,2,0.08726,0.08726,8652.72791,1887.309327,0,0.25,0.2559,0.6,0.591018679,,,,,,
60,Shedgum_GT-03,SA_EOA,GTUR,GAS,0.200788582,11.78947368,2,0.08078,0.08078,8652.72791,1887.309327,0,0.25,0.2559,0.6,0.591018679,,,,,,
60,Shedgum_GT-04,SA_EOA,GTUR,GAS,0.202333029,11.78947368,2,0.08143,0.08143,8652.72791,1887.309327,0,0.25,0.2559,0.6,0.591018679,,,,,,
60,Shedgum_GT-05,SA_EOA,GTUR,GAS,0.187775962,11.78947368,2,0.08881,0.08881,8652.72791,1887.309327,0,0.25,0.2559,0.6,0.591018679,,,,,,
60,Shedgum_GT-06,SA_EOA,GTUR,GAS,0.217047456,11.78947368,2,0.08726,0.08726,8652.72791,1887.309327,0,0.25,0.2559,0.6,0.591018679,,,,,,
60,Shedgum_GT-07,SA_EOA,GTUR,GAS,0.199187408,11.78947368,2,0.08726,0.08726,8652.72791,1887.309327,0,0.25,0.2559,0.6,0.591018679,,,,,,
61.9,Shedgum_GT-08,SA_EOA,GTUR,GAS,0.206485921,11.78947368,2,0.09208,0.09208,8652.72791,1887.309327,0,0.242326333,0.2559,0.6,0.591018679,,,,,,
61.4,Shedgum_GT-09,SA_EOA,GTUR,GAS,0.196833502,11.78947368,2,0.08576,0.08576,8652.72791,1887.309327,0,0.244299674,0.2559,0.6,0.591018679,,,,,,
59,Shedgum_GT-10,SA_EOA,GTUR,GAS,0.243468669,11.78947368,2,0.08881,0.08881,8652.72791,1887.309327,0,0.254237288,0.2559,0.6,0.591018679,,,,,,
59,Shedgum_GT-11,SA_EOA,GTUR,GAS,0.242919872,11.78947368,2,0.08881,0.08881,8652.72791,1887.309327,0,0.254237288,0.2559,0.6,0.591018679,,,,,,
59,Shedgum_GT-12,SA_EOA,GTUR,GAS,0.24967551,11.78947368,2,0.08787,0.08787,8652.72791,1887.309327,0,0.254237288,0.2559,0.6,0.591018679,,,,,,
59,Shedgum_GT-13,SA_EOA,GTUR,GAS,0.25583591,11.78947368,2,0.09042,0.09042,8652.72791,1887.309327,0,0.254237288,0.2559,0.6,0.591018679,,,,,,
59,Shedgum_GT-14,SA_EOA,GTUR,GAS,0.246444532,11.78947368,2,0.09042,0.09042,8652.72791,1887.309327,0,0.254237288,0.2559,0.6,0.591018679,,,,,,
59,Shedgum_GT-15,SA_EOA,GTUR,GAS,0.244497988,11.78947368,2,0.09208,0.09208,8652.72791,1887.309327,0,0.254237288,0.2559,0.6,0.591018679,,,,,,
59,Shedgum_GT-16,SA_EOA,GTUR,GAS,0.255999857,11.78947368,2,0.09042,0.09042,8652.72791,1887.309327,0,0.254237288,0.2559,0.6,0.591018679,,,,,,
59,Shedgum_GT-17,SA_EOA,GTUR,GAS,0.241702144,11.78947368,2,0.09042,0.09042,8652.72791,1887.309327,0,0.254237288,0.2559,0.6,0.591018679,,,,,,
