PowerCapacity,Unit,Zone,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency
60.2,Faras_GT-01,SA_EOA,GTUR,GAS,0.2569664,11.78947368,2,0.08993,0.08993,8652.72791,1887.309327,0,0.249169435,0.2559,0.6,0.591018679,,,,,,
60.2,Faras_GT-02,SA_EOA,GTUR,GAS,0.2546277,11.78947368,2,0.08881,0.08881,8652.72791,1887.309327,0,0.249169435,0.2559,0.6,0.591018679,,,,,,
60.2,Faras_GT-03,SA_EOA,GTUR,GAS,0.254427481,11.78947368,2,0.08726,0.08726,8652.72791,1887.309327,0,0.249169435,0.2559,0.6,0.591018679,,,,,,
60.2,Faras_GT-04,SA_EOA,GTUR,GAS,0.262298706,11.78947368,2,0.0821,0.0821,8652.72791,1887.309327,0,0.249169435,0.2559,0.6,0.591018679,,,,,,
60.2,Faras_GT-05,SA_EOA,GTUR,GAS,0.262494323,11.78947368,2,0.09242,0.09242,8652.72791,1887.309327,0,0.249169435,0.2559,0.6,0.591018679,,,,,,
60.2,Faras_GT-06,SA_EOA,GTUR,GAS,0.259313666,11.78947368,2,0.09785,0.09785,8652.72791,1887.309327,0,0.249169435,0.2559,0.6,0.591018679,,,,,,
60.2,Faras_GT-07,SA_EOA,GTUR,GAS,0.256278334,11.78947368,2,0.08251,0.08251,8652.72791,1887.309327,0,0.249169435,0.2559,0.6,0.591018679,,,,,,
60.2,Faras_GT-08,SA_EOA,GTUR,GAS,0.258898674,11.78947368,2,0.09242,0.09242,8652.72791,1887.309327,0,0.249169435,0.2559,0.6,0.591018679,,,,,,
62.6,Faras_GT-09,SA_EOA,GTUR,GAS,0.198515448,11.78947368,2,0.05435,0.05435,8652.72791,1887.309327,0,0.239616613,0.2559,0.6,0.591018679,,,,,,
62.6,Faras_GT-10,SA_EOA,GTUR,GAS,0.199570085,11.78947368,2,0.05435,0.05435,8652.72791,1887.309327,0,0.239616613,0.2559,0.6,0.591018679,,,,,,
62.6,Faras_GT-11,SA_EOA,GTUR,GAS,0.202162512,11.78947368,2,0.05435,0.05435,8652.72791,1887.309327,0,0.239616613,0.2559,0.6,0.591018679,,,,,,
62.6,Faras_GT-12,SA_EOA,GTUR,GAS,0.219060277,11.78947368,2,0.05435,0.05435,8652.72791,1887.309327,0,0.239616613,0.2559,0.6,0.591018679,,,,,,
62.6,Faras_GT-13,SA_EOA,GTUR,GAS,0.20522013,11.78947368,2,0.37879,0.37879,8652.72791,1887.309327,0,0.239616613,0.2559,0.6,0.591018679,,,,,,
127,Faras_GT-14,SA_EOA,GTUR,GAS,0.296304543,11.78947368,2,0.34722,0.34722,8652.72791,1887.309327,0,0.551181102,0.2559,0.6,0.591018679,,,,,,
127,Faras_GT-15,SA_EOA,GTUR,GAS,0.296304543,11.78947368,2,0.11521,0.11521,8652.72791,1887.309327,0,0.551181102,0.2559,0.6,0.591018679,,,,,,
127,Faras_GT-16,SA_EOA,GTUR,GAS,0.296304543,11.78947368,2,0.11628,0.11628,8652.72791,1887.309327,0,0.551181102,0.2559,0.6,0.591018679,,,,,,
127,Faras_GT-17,SA_EOA,GTUR,GAS,0.296304543,11.78947368,2,0.14245,0.14245,8652.72791,1887.309327,0,0.551181102,0.2559,0.6,0.591018679,,,,,,
14,Uthmaniyah_GT-01,SA_EOA,GTUR,GAS,0.17406825,11.78947368,10,0.12077,0.12077,8652.72791,1887.309327,0,0.714285714,0.2559,0.6,0.591018679,,,,,,
14.4,Uthmaniyah_GT-03,SA_EOA,GTUR,GAS,0.166509884,11.78947368,10,0.12077,0.12077,8652.72791,1887.309327,0,0.694444444,0.2559,0.6,0.591018679,,,,,,
44.3,Uthmaniyah_GT-04,SA_EOA,GTUR,GAS,0.184171595,11.78947368,10,0.11521,0.11521,8652.72791,1887.309327,0,0.225733634,0.2559,0.6,0.591018679,,,,,,
44.3,Uthmaniyah_GT-05,SA_EOA,GTUR,GAS,0.184171595,11.78947368,10,0.11628,0.11628,8652.72791,1887.309327,0,0.225733634,0.2559,0.6,0.591018679,,,,,,
44.3,Uthmaniyah_GT-06,SA_EOA,GTUR,GAS,0.184171595,11.78947368,10,0.14245,0.14245,8652.72791,1887.309327,0,0.225733634,0.2559,0.6,0.591018679,,,,,,
44.3,Uthmaniyah_GT-07,SA_EOA,GTUR,GAS,0.184171595,11.78947368,10,0.12077,0.12077,8652.72791,1887.309327,0,0.225733634,0.2559,0.6,0.591018679,,,,,,
44.3,Uthmaniyah_GT-08,SA_EOA,GTUR,GAS,0.184171595,11.78947368,10,0.12077,0.12077,8652.72791,1887.309327,0,0.225733634,0.2559,0.6,0.591018679,,,,,,
1000,SWCC-Jubail,SA_EOA,ICEN,GAS,0.184171595,0,0,0.5,0.5,,,0,0,,0.6,0.591018679,,,,,,
500,SWCC-Aziziah,SA_EOA,ICEN,GAS,0.184171595,0,0,0.5,0.5,,,0,0,,0.6,0.591018679,,,,,,
1500,SWCC-RAK,SA_EOA,ICEN,GAS,0.184171595,0,0,0.5,0.5,,,0,0,,0.6,0.591018679,,,,,,
2500,Saudi-Aramco,SA_EOA,ICEN,GAS,0.184171595,0,0,0.5,0.5,,,0,0,,0.6,0.591018679,,,,,,
250,SADAF-EOA,SA_EOA,ICEN,GAS,0.184171595,0,0,0.5,0.5,,,0,0,,0.6,0.591018679,,,,,,
2800,Marafiq-EOA,SA_EOA,ICEN,GAS,0.184171595,0,0,0.5,0.5,,,0,0,,0.6,0.591018679,,,,,,
3000,Qurrayah_IPP,SA_EOA,ICEN,GAS,0.184171595,0,0,0.5,0.5,,,0,0,,0.6,0.591018679,,,,,,
150,Maaden-EOA,SA_EOA,ICEN,GAS,0.184171595,0,0,0.5,0.5,,,0,0,,0.6,0.591018679,,,,,,
10.5,Saudi_Aramco_North_Park_Project,SA_EOA,PHOT,SUN,1,0,0,0.548703336,0.548703336,0,0,0,0,0.9375,0.125,0.591018679,,,,,,
60.9855,HAIL_2_GT-01,SA_HAIL,GTUR,OIL,0.253457745,4,2,0.07344,0.07344,6458.016482,1146.803507,0,0.409933509,0.169,0,0.571732036,,,,,,
60.9855,HAIL_2_GT-02,SA_HAIL,GTUR,OIL,0.248832649,4,2,0.07344,0.07344,6458.016482,1146.803507,0,0.409933509,0.169,0,0.571732036,,,,,,
60.9855,HAIL_2_GT-03,SA_HAIL,GTUR,OIL,0.256955971,4,2,0.07344,0.07344,6458.016482,1146.803507,0,0.409933509,0.169,0,0.571732036,,,,,,
60.9855,HAIL_2_GT-04,SA_HAIL,GTUR,OIL,0.24909018,4,2,0.07344,0.07344,6458.016482,1146.803507,0,0.409933509,0.169,0,0.571732036,,,,,,
60.9855,HAIL_2_GT-05,SA_HAIL,GTUR,OIL,0.253696345,4,2,0.07344,0.07344,6458.016482,1146.803507,0,0.409933509,0.169,0,0.571732036,,,,,,
64.971,HAIL_2_GT-06,SA_HAIL,GTUR,OIL,0.252130981,4,2,0.09009,0.09009,6458.016482,1146.803507,0,0.384787059,0.169,0,0.571732036,,,,,,
80.156,HAIL_2_GT-07,SA_HAIL,GTUR,OIL,0.303294328,4,2,0.06349,0.06349,6458.016482,1146.803507,0,0.374270173,0.169,0,0.571732036,,,,,,
80.156,HAIL_2_GT-08,SA_HAIL,GTUR,OIL,0.302919164,4,2,0.06349,0.06349,6458.016482,1146.803507,0,0.374270173,0.169,0,0.571732036,,,,,,
80.0995,HAIL_2_GT-09,SA_HAIL,GTUR,OIL,0.301930983,4,2,0.06349,0.06349,6458.016482,1146.803507,0,0.374534173,0.169,0,0.571732036,,,,,,
80.0995,HAIL_2_GT-10,SA_HAIL,GTUR,OIL,0.308865544,4,2,0.06349,0.06349,6458.016482,1146.803507,0,0.374534173,0.169,0,0.571732036,,,,,,
80.0995,HAIL_2_GT-11,SA_HAIL,GTUR,OIL,0.305444045,4,2,0.06349,0.06349,6458.016482,1146.803507,0,0.374534173,0.169,0,0.571732036,,,,,,
80.0995,HAIL_2_GT-12,SA_HAIL,GTUR,OIL,0.33030065,4,2,0.06349,0.06349,6458.016482,1146.803507,0,0.374534173,0.169,0,0.571732036,,,,,,
23,Jouf_GT-01,SA_NEOA,GTUR,OIL,0.201385014,13.14782609,2,0.13043,0.13043,6458.016482,1146.803507,0,0.52173913,0.169,0,0.571732036,,,,,,
23,Jouf_GT-02,SA_NEOA,GTUR,OIL,0.203680493,13.14782609,2,0.13043,0.13043,6458.016482,1146.803507,0,0.52173913,0.169,0,0.571732036,,,,,,
23,Jouf_GT-03,SA_NEOA,GTUR,OIL,0.199715215,13.14782609,2,0.13043,0.13043,6458.016482,1146.803507,0,0.52173913,0.169,0,0.571732036,,,,,,
23,Jouf_GT-04,SA_NEOA,GTUR,OIL,0.201429499,13.14782609,2,0.13043,0.13043,6458.016482,1146.803507,0,0.52173913,0.169,0,0.571732036,,,,,,
23,Jouf_GT-05,SA_NEOA,GTUR,OIL,0.202829134,13.14782609,2,0.13043,0.13043,6458.016482,1146.803507,0,0.52173913,0.169,0,0.571732036,,,,,,
24,Jouf_GT-06,SA_NEOA,GTUR,OIL,0.202306085,13.14782609,2,0.125,0.125,6458.016482,1146.803507,0,0.5,0.169,0,0.571732036,,,,,,
24,Jouf_GT-07,SA_NEOA,GTUR,OIL,0.201515607,13.14782609,2,0.125,0.125,6458.016482,1146.803507,0,0.5,0.169,0,0.571732036,,,,,,
60,Jouf_GT-08,SA_NEOA,GTUR,OIL,0.284490587,13.14782609,2,0.1,0.1,6458.016482,1146.803507,0,0.5,0.169,0,0.571732036,,,,,,
60,Jouf_GT-09,SA_NEOA,GTUR,OIL,0.290201982,13.14782609,2,0.1,0.1,6458.016482,1146.803507,0,0.5,0.169,0,0.571732036,,,,,,
60,Jouf_GT-10,SA_NEOA,GTUR,OIL,0.2860136,13.14782609,2,0.1,0.1,6458.016482,1146.803507,0,0.5,0.169,0,0.571732036,,,,,,
15,Arar_GT-01,SA_NEOA,GTUR,OIL,0.218087556,0.044117647,2,0.55556,1.11111,6458.016482,1146.803507,0,0.533333333,0.169,0,0.571732036,,,,,,
15,Arar_GT-02,SA_NEOA,GTUR,OIL,0.217603801,0.044117647,2,0.55556,1.11111,6458.016482,1146.803507,0,0.533333333,0.169,0,0.571732036,,,,,,
15,Arar_GT-03,SA_NEOA,GTUR,OIL,0.217176984,0.044117647,2,0.55556,1.11111,6458.016482,1146.803507,0,0.533333333,0.169,0,0.571732036,,,,,,
18,Arar_GT-04,SA_NEOA,GTUR,OIL,0.217824392,0.044117647,2,0.66667,1.11111,6458.016482,1146.803507,0,0.444444444,0.169,0,0.571732036,,,,,,
18,Arar_GT-05,SA_NEOA,GTUR,OIL,0.217355347,0.044117647,2,0.66667,1.11111,6458.016482,1146.803507,0,0.444444444,0.169,0,0.571732036,,,,,,
18,Arar_GT-06,SA_NEOA,GTUR,OIL,0.218117342,0.044117647,2,0.66667,1.11111,6458.016482,1146.803507,0,0.444444444,0.169,0,0.571732036,,,,,,
60,Arar_GT-07,SA_NEOA,GTUR,OIL,0.277432813,0.044117647,2,0.58333,0.75,6458.016482,1146.803507,0,0.5,0.169,0,0.571732036,,,,,,
60,Arar_GT-08,SA_NEOA,GTUR,OIL,0.279456453,0.044117647,2,0.58333,0.75,6458.016482,1146.803507,0,0.5,0.169,0,0.571732036,,,,,,
75,Arar_GT-09,SA_NEOA,GTUR,OIL,0.281546505,0.044117647,2,0.58333,0.75,6458.016482,1146.803507,0,0.533333333,0.169,0,0.571732036,,,,,,
75,Arar_GT-10,SA_NEOA,GTUR,OIL,0.28392074,0.044117647,2,0.58333,0.75,6458.016482,1146.803507,0,0.533333333,0.169,0,0.571732036,,,,,,
36,Al_Wajh_Gas_Turbine_Power_Plant,SA_NWOA,GTUR,OIL,0.286328889,0.044117647,2.352941176,0.153202353,0.183607574,6458.016482,1146.803507,0,0.464635135,0.169,0,0.571732036,,,,,,
30,Al_Wajh_Internal_Combustion_Power_Plant,SA_NWOA,ICEN,OIL,0.347133106,0.8,2,0.242652,0.242652,900,,0,0.525490196,0.4063,0,0,,,,,,
1800,Dhuba_IPP_2_Power_Project,SA_NWOA,STUR,OIL,0.315377055,7.058823529,5.352941176,0.022963324,0.024595969,29508.53003,186.1603718,0,0.337731435,0.362627907,4.395348837,0.571732036,,,,,,
162,Duba_Gas_Turbine_Power_Plant,SA_NWOA,GTUR,OIL,0.255808524,13.14782609,7.2,0.075454652,0.076832913,6458.016482,1146.803507,0,0.436622101,0.169,0,0.571732036,,,,,,
