,BE_P2HT_OTH,BE_STUR_BIO_CHP,BE_COMC_GAS_CHP,BE_COMC_CCS_GAS_CHP
2016-01-02 02:00:00,9345.840465556079,920.0090520340221,10.913613502167797,11.556078406397194
2016-01-02 03:00:00,10644.815043187864,1047.8807372171489,12.430492218604508,13.162253059426268
2016-01-02 04:00:00,14127.668627861172,1390.734527266082,16.497597584660262,17.468781643005244
2016-01-02 05:00:00,16660.053009389267,1640.0236696200438,19.45479169478671,20.600060480465377
2016-01-02 06:00:00,16264.464206783923,1601.081716713665,18.99284251928651,20.110917183353884
2016-01-02 07:00:00,16047.088379768305,1579.6831352500926,18.739001704273043,19.842133213639666
2016-01-02 08:00:00,15418.28259676159,1517.7831900852254,18.004713192827225,19.06461845104531
2016-01-02 09:00:00,14723.03197594241,1449.3423829750152,17.192833663027088,18.20494502564357
2016-01-02 10:00:00,14069.584398780076,1385.0166876847227,16.42976967457569,17.39696082518687
2016-01-02 11:00:00,13692.476941791443,1347.8940473724122,15.989402106829667,16.930669606472126
2016-01-02 12:00:00,13700.397518484318,1348.6737527698706,15.998651367295748,16.940463354356453
2016-01-02 13:00:00,13817.446040723498,1360.19606586564,16.135334883072225,17.08519318420257
2016-01-02 14:00:00,14107.427154090488,1388.7419468059115,16.4739605856914,17.44375317618975
2016-01-02 15:00:00,14659.2273303609,1443.061422828825,17.118325731494796,18.126050945464293
2016-01-02 16:00:00,14930.727098111176,1469.7879911750274,17.43536982635979,18.461758859054722
2016-01-02 17:00:00,14931.607162188162,1469.8746251080784,17.43639752196713,18.462847053264092
2016-01-02 18:00:00,14726.11220021186,1449.645601740693,17.196430597652782,18.20875370537636
2016-01-02 19:00:00,14244.71715010035,1402.2568403618518,16.63428110043674,17.61351147285136
2016-01-02 20:00:00,12911.860105504593,1271.049748756265,15.077836103117365,15.965441342761567
2016-01-02 21:00:00,10286.188931815946,1012.5774094989079,12.011706258612667,12.718813919108285
2016-01-02 22:00:00,8562.143404999772,842.8615346521966,9.998450563829794,10.587041462953842
2016-01-02 23:00:00,8869.285767867994,873.0967772869603,10.357116330792133,10.966821242023723
2016-01-03 00:00:00,9205.470245276761,906.1909397124039,10.749696052796757,11.382511430002793
2016-01-03 01:00:00,9435.607001408682,928.8457132052139,11.018438454116676,11.667074215752864
2016-01-03 02:00:00,10133.937846497316,997.5897390811024,11.833914918542511,12.530556320887397
2016-01-03 03:00:00,11510.79809494239,1133.1285273392339,13.441744696228987,14.233036161445655
2016-01-03 04:00:00,15245.790037672274,1500.802939207249,17.803284853788202,18.851332386008927
2016-01-03 05:00:00,17973.98867632982,1769.3681316650361,20.989141236548235,22.22473443505373
2016-01-03 06:00:00,17549.797791222423,1727.6105759345032,20.493791953809424,21.700224826137738
2016-01-03 07:00:00,17335.94222051475,1706.5585302031343,20.244061921225327,21.435793633260996
2016-01-03 08:00:00,16665.773425889678,1640.5867901848749,19.461471716234435,20.60713374282628
2016-01-03 09:00:00,15911.998543950907,1566.3848265267798,18.581250428546056,19.675095402501483
2016-01-03 10:00:00,15216.747923131727,1497.9440194165695,17.76937089874592,18.815421977099742
2016-01-03 11:00:00,14800.917646755694,1457.0094860500199,17.283784724276853,18.30125021317275
2016-01-03 12:00:00,14781.556237061997,1455.1035395229,17.26117542091533,18.277309940566628
2016-01-03 13:00:00,14921.486425302817,1468.8783348779928,17.424579022482696,18.450332819856342
2016-01-03 14:00:00,15219.388115362683,1498.2039212157222,17.772453985567942,18.818686559727848
2016-01-03 15:00:00,15789.229605211318,1554.2993928661792,18.437886891321856,19.523292310294465
2016-01-03 16:00:00,16086.69126323269,1583.5816622373834,18.785248006603435,19.891101953061288
2016-01-03 17:00:00,16069.530013731455,1581.8923005428906,18.765207942260265,19.869882165978584
2016-01-03 18:00:00,15847.753866330906,1560.0605494140643,18.506228649210097,19.595657225217526
2016-01-03 19:00:00,15322.795644408576,1508.383408349203,17.893208219430626,18.94654937932874
2016-01-03 20:00:00,13891.811455228843,1367.5166332084414,16.222175161892622,17.177145594894277
2016-01-03 21:00:00,11116.529388452524,1094.316525332431,12.981337064139792,13.74552515564821
2016-01-03 22:00:00,9290.39642870594,914.5511142518155,10.848868678905255,11.48752217120693
2016-01-03 23:00:00,7808.368523061001,768.6595709941015,9.118229276141417,9.655003122629042
2016-01-04 00:00:00,8119.471174275661,799.2846663275944,9.481519673336795,10.039679775641087
2016-01-04 01:00:00,8354.448282831003,822.4159264521844,9.755914400497096,10.330227629542687
2016-01-04 02:00:00,8905.36839502443,876.6487685420472,10.399251850693153,11.011437204607864
2016-01-04 03:00:00,10171.780601807726,1001.3149982022908,11.878105829658212,12.577348671890274
2016-01-04 04:00:00,13546.82633705021,1333.556131452489,15.819318483814579,16.75057346482151
2016-01-04 05:00:00,16252.143309706116,1599.8688416509524,18.97845478078372,20.095682464422715
2016-01-04 06:00:00,15833.672841099127,1558.6744064852498,18.489785519492624,19.578246117867614
2016-01-04 07:00:00,15551.172272386524,1530.8649139759113,18.15989522953586,19.228935776660073
2016-01-04 08:00:00,14936.447514611584,1470.351111739858,17.44204984780751,18.46883212141562
2016-01-04 09:00:00,14317.762468490215,1409.4474568050762,16.719579835846123,17.70383159222901
2016-01-04 10:00:00,13699.517454407334,1348.5871188368196,15.997623671688405,16.939375160147083
2016-01-04 11:00:00,13274.886537261442,1306.7862461397608,15.501760541145917,16.414321454126398
2016-01-04 12:00:00,13227.803109142676,1302.151330721538,15.446778826153123,16.356103063925143
2016-01-04 13:00:00,13376.973970191852,1316.8357823736649,15.62097323159758,16.540551982413234
2016-01-04 14:00:00,13646.273577749662,1343.3457658872403,15.935448087444218,16.87353941048024
2016-01-04 15:00:00,14179.15237636487,1395.8026123495597,16.557717777689767,17.532441004253347
2016-01-04 16:00:00,14433.050862575421,1420.796502034744,16.85420796040792,17.84638503365639
2016-01-04 17:00:00,14473.973842155283,1424.8249799216107,16.901995806149316,17.89698606439206
2016-01-04 18:00:00,14275.519392794871,1405.289028018633,16.670250446693707,17.651598270179285
2016-01-04 19:00:00,13774.322900951167,1355.951003146146,16.08497779831247,17.031871667943474
2016-01-04 20:00:00,12506.150566013901,1231.1115056198005,14.604068428132724,15.46378381224232
2016-01-04 21:00:00,9991.367466025533,983.5550419268566,11.667428230153115,12.35426885896957
2016-01-04 22:00:00,8268.202003286347,813.9258010131964,9.655200230977586,10.2235845970245
2016-01-04 23:00:00,6044.720112780444,595.0451691600999,7.058727279028157,7.474261927052982
2016-01-05 00:00:00,6189.49065344469,609.2964511469728,7.227783206435908,7.65326987449423
2016-01-05 01:00:00,6460.990421194967,636.0230194931751,7.544827301300897,7.9889777880846555
2016-01-05 02:00:00,6978.02806642442,686.9204551605783,8.14859847061429,8.628291886089116
2016-01-05 03:00:00,8179.755563549222,805.2190907415809,9.551916822439718,10.114221078982883
2016-01-05 04:00:00,11139.851086492663,1096.61232455828,13.008570997734356,13.774362302196499
2016-01-05 05:00:00,13120.875323788838,1291.6253078558534,15.321913809861075,16.223887467486772
2016-01-05 06:00:00,12532.992520361986,1233.7538405778532,14.635413144156658,15.496973735628087
2016-01-05 07:00:00,12283.93438657486,1209.2364375244485,14.344575287278886,15.189014774376577
2016-01-05 08:00:00,11668.76959676143,1148.6793183218701,13.626216057746865,14.428367022027441
2016-01-05 09:00:00,11003.001122521293,1083.1407479688648,12.848764330792681,13.605148102639571
2016-01-05 10:00:00,10736.781739232934,1056.933983220968,12.537886409571744,13.275969354305362
2016-01-05 11:00:00,10334.1524240117,1017.298958850182,12.067715669212806,12.778120503518913
2016-01-05 12:00:00,10157.699576575946,999.9288552734765,11.861662699940743,12.559937564540368
2016-01-05 13:00:00,10063.092688299917,990.6157074705048,11.751185422151483,12.442956687033167
2016-01-05 14:00:00,10382.995980284439,1022.1071421345067,12.124752775420282,12.838515282138907
2016-01-05 15:00:00,10922.475259477043,1075.213743094708,12.754730182720897,13.505578332482283
2016-01-05 16:00:00,11430.272231898143,1125.2015224650766,13.347710548157197,14.133466391288362
2016-01-05 17:00:00,11590.003861871157,1140.9255813138145,13.534237300889759,14.330973640288889
2016-01-05 18:00:00,11453.59392993828,1127.4973216909254,13.374944481751758,14.16230353783665
2016-01-05 19:00:00,11081.766857411567,1090.8944849769205,12.940743087649787,13.702541484378125
2016-01-05 20:00:00,10120.296853304026,996.2469131188133,11.817985636628709,12.513689310642171
2016-01-05 21:00:00,8047.745952001276,792.224000783946,9.397762481338427,9.95099194757749
2016-01-05 22:00:00,6559.997629855926,645.7693369614013,7.660443057126868,8.111399636638703
2016-01-05 23:00:00,6076.4024195519505,598.1639907499323,7.095724320892467,7.513436918590275
2016-01-06 00:00:00,6361.983212534007,626.276702024949,7.429211545474928,7.866555939530611
2016-01-06 01:00:00,6285.417637836199,618.7395498495208,7.339802027636179,7.771883043315483
2016-01-06 02:00:00,6861.419576223735,675.4414590313343,8.012428802641484,8.484106153347685
2016-01-06 03:00:00,8336.847001291277,820.6832477911665,9.735360488350256,10.308463745355303
2016-01-06 04:00:00,11365.147490201158,1118.7906114193097,13.27166107321389,14.052940019795033
2016-01-06 05:00:00,12481.508771858287,1228.6857554943756,14.575292951127155,15.433314374379986
2016-01-06 06:00:00,11755.455908344584,1157.2127607273837,13.727444075070046,14.535554151650317
2016-01-06 07:00:00,11556.121394907186,1137.590174891355,13.494671020007095,14.289078163228172
2016-01-06 08:00:00,11060.205287525401,1088.7719536171735,12.915564545269909,13.675880726248577
2016-01-06 09:00:00,10493.884053984715,1033.02301769892,12.254242421945367,12.975627752519438
2016-01-06 10:00:00,10205.663068771697,1004.6504046247504,11.917672110540877,12.619244148950992
2016-01-06 11:00:00,9893.680353480053,973.9386753582068,11.553354017738158,12.233479301729579
2016-01-06 12:00:00,9863.318142824024,970.9498046679507,11.517898519284861,12.195936601506338
2016-01-06 13:00:00,10103.575635841287,994.6008683908461,11.798459420089213,12.493013620664154
2016-01-06 14:00:00,10355.713993897863,1019.4214902099288,12.09289421159268,12.804781261648458
2016-01-06 15:00:00,10766.70391785047,1059.8795369446987,12.57282806022137,13.312967957423918
2016-01-06 16:00:00,11287.701851426362,1111.166825310831,13.181223859767803,13.957178929370539
2016-01-06 17:00:00,11432.912424129103,1125.4614242642294,13.350793634979224,14.136730973916473
2016-01-06 18:00:00,11336.985439737597,1116.0183255616812,13.23877481377895,14.018117805095217
2016-01-06 19:00:00,11066.805768102799,1089.4217081150553,12.923272262324973,13.684042182818846
2016-01-06 20:00:00,10035.370669874848,987.8867385794017,11.718813010520213,12.408678569438036
2016-01-06 21:00:00,8009.023132613878,788.4121077297066,9.352543874615382,9.90311140236524
2016-01-06 22:00:00,6621.602115244967,651.8337122749642,7.732381749640803,8.187573231294552
2016-01-06 23:00:00,4897.1165563903005,482.0745204617276,5.718612207054259,6.055256678035425
2016-01-07 00:00:00,5220.100072644274,513.8691738914076,6.095776494948755,6.454623952873956
2016-01-07 01:00:00,5345.06917157633,526.1711923846352,6.2417092711913105,6.609147530604395
2016-01-07 02:00:00,5998.956780777156,590.5402046414532,7.005287107446376,7.417675828165779
2016-01-07 03:00:00,7349.855138951136,723.523291874583,8.582799864716263,9.08805393954764
2016-01-07 04:00:00,9659.143276963201,950.8507322001421,11.27947313838153,11.943475544932662
2016-01-07 05:00:00,11469.875115362529,1129.100049452367,13.393956850487585,14.182435130709981
2016-01-07 06:00:00,11232.257814576225,1105.7088875286242,13.11647903650526,13.888622694180272
2016-01-07 07:00:00,10937.876380824306,1076.7298369230984,12.772714855849378,13.524621731146244
2016-01-07 08:00:00,10180.58124257759,1002.1813375327997,11.888382785731633,12.588230613983967
2016-01-07 09:00:00,9551.775459570874,940.2813923679325,11.154094274285812,11.81071585138961
2016-01-07 10:00:00,8977.533649337309,883.7527510522209,10.483522890495193,11.100669129776147
2016-01-07 11:00:00,8805.481122286486,866.8158171407702,10.282608399259843,10.88792716184445
2016-01-07 12:00:00,8743.43660485895,860.7081248606819,10.210155858942237,10.811209470083917
2016-01-07 13:00:00,8835.843332942513,869.8046878310262,10.31806389771314,10.925469862067692
2016-01-07 14:00:00,9095.02220361498,895.318381114516,10.620720254075342,11.245943056726947
2016-01-07 15:00:00,9569.816773149092,942.057387995476,11.175162034236322,11.83302383268168
2016-01-07 16:00:00,9950.884518484163,979.5698810065153,11.620154232215386,12.304211925338585
2016-01-07 17:00:00,10250.986368736494,1009.1120521768719,11.970598434318989,12.675286150733513
2016-01-07 18:00:00,10248.786208544028,1008.8954673442446,11.968029195300634,12.672565665210088
2016-01-07 19:00:00,9898.080673864986,974.3718450234613,11.55849249577487,12.238920272776426
2016-01-07 20:00:00,8908.888651332376,876.9953042742507,10.40336263312252,11.01578998144534
2016-01-07 21:00:00,6843.378262645516,673.6654634037908,7.991361042690974,8.461798172055614
2016-01-07 22:00:00,5408.873817157837,532.4521525308254,6.3162172027236005,6.688041610783667
2016-01-07 23:00:00,5026.045943668794,494.7663916536843,5.869169613529854,6.214677129708026
2016-01-08 00:00:00,5317.787185189754,523.4855404600573,6.209850707363709,6.575413510113946
2016-01-08 01:00:00,5444.5164122757815,535.9608268193869,6.357838874820951,6.732113476263125
2016-01-08 02:00:00,6104.124437977019,600.8929596410356,7.12809673252374,7.5477150361854095
2016-01-08 03:00:00,7486.265070884013,736.9515514974725,8.742092683854265,9.256724041999881
2016-01-08 04:00:00,9892.360257364575,973.8087244586305,11.551812474327146,12.231847010415526
2016-01-08 05:00:00,11785.81811900061,1160.2016314176396,13.762899573523342,14.573096851873554
2016-01-08 06:00:00,11552.161106560749,1137.2003221926261,13.490046389774056,14.28418128928601
2016-01-08 07:00:00,11348.86630477691,1117.1878836578683,13.252648704478068,14.032808426921704
2016-01-08 08:00:00,10468.362195752112,1030.510633640444,12.22443924933245,12.944070120447728
2016-01-08 09:00:00,9778.391959394849,962.5896301285389,11.418725893176363,12.090925860302201
2016-01-08 10:00:00,9256.95399378046,911.2590247958814,10.80981624582626,11.446170791250896
2016-01-08 11:00:00,9016.696500763199,887.607961072986,10.529255345021909,11.14909377209308
2016-01-08 12:00:00,9019.77672503265,887.9111798386642,10.532852279647608,11.152902451825874
2016-01-08 13:00:00,9138.145343387308,899.5634438340101,10.671077338835099,11.299264572986043
2016-01-08 14:00:00,9387.643509212929,924.1241638539399,10.96242904351654,11.607767631342236
2016-01-08 15:00:00,9790.712856472655,963.8025051912516,11.433113631679152,12.106160579233373
2016-01-08 16:00:00,10206.543132848685,1004.7370385578014,11.91869980614822,12.620332343160362
2016-01-08 17:00:00,10355.713993897863,1019.4214902099288,12.09289421159268,12.804781261648458
2016-01-08 18:00:00,10383.876044361426,1022.1937760675577,12.125780471027625,12.839603476348277
2016-01-08 19:00:00,10057.812303838,990.0959038721994,11.74501924850743,12.436427521776952
2016-01-08 20:00:00,9054.099224035117,891.2899032276491,10.572932408333942,11.195342025991275
2016-01-08 21:00:00,6908.943036380997,680.1196914160829,8.06792436543795,8.542868640653628
2016-01-08 22:00:00,5487.199520009618,540.1625725723554,6.407682111777035,6.7848908954175355
2016-01-08 23:00:00,5083.690140711397,500.4409142685182,5.936483675810752,6.285953850421715
2016-01-09 00:00:00,5371.471093885919,528.7702103761621,6.272540139411569,6.641793356885473
2016-01-09 01:00:00,5501.2805452413995,541.5487155011699,6.424125241494506,6.802302002767444
2016-01-09 02:00:00,6149.887769980308,605.3979241596825,7.1815369041055215,7.604301135072614
2016-01-09 03:00:00,7495.065711653875,737.8178908279815,8.752369639927684,9.267605984093574
2016-01-09 04:00:00,9908.641442788821,975.4114522200721,11.57082484306297,12.251978603288856
2016-01-09 05:00:00,11799.899144232391,1161.5877743464541,13.779342703240815,14.590507959223467
2016-01-09 06:00:00,11561.401779369104,1138.1099784896605,13.500837193651147,14.295607328484389
2016-01-09 07:00:00,11364.707458162664,1118.7472944527847,13.271147225410223,14.052395922690351
2016-01-09 08:00:00,10512.365399601425,1034.842330292989,12.27582402969955,12.998479830916194
2016-01-09 09:00:00,9834.276028283479,968.0908848772712,11.483984564242578,12.160026192597153
2016-01-09 10:00:00,9315.478254900048,917.0201813437661,10.8781580037145,11.518535706173955
2016-01-09 11:00:00,9080.061114306212,893.8456042526507,10.60324942875053,11.22744375516767
2016-01-09 12:00:00,9078.741018190734,893.7156533530743,10.601707885339517,11.225811463853615
2016-01-09 13:00:00,9201.06992489183,905.7577700471493,10.744557574760046,11.377070458955947
2016-01-09 14:00:00,9451.00812275594,930.3618070336046,11.03642312724516,11.686117614416824
2016-01-09 15:00:00,9854.077470015669,970.0401483709163,11.50710771540777,12.184510562307961
2016-01-09 16:00:00,10254.94665708293,1009.5019048756006,11.975223064552026,12.68018302467567
2016-01-09 17:00:00,10393.99678124677,1023.1900662976428,12.137598970512053,12.85211770975602
2016-01-09 18:00:00,10409.397902594028,1024.7061601260336,12.155583643640538,12.871161108419983
2016-01-09 19:00:00,10078.493809647178,992.1318012988955,11.769170095279968,12.462000085697131
2016-01-09 20:00:00,9081.821242460186,894.0188721187525,10.605304819965214,11.229620143586407
2016-01-09 21:00:00,6940.625343152504,683.2385130059151,8.104921407302259,8.58204363219092
2016-01-09 22:00:00,5535.163012205372,544.8841219236294,6.463691522377171,6.8441974798281615
2016-01-09 23:00:00,4848.7130321560535,477.3096541439282,5.662088948650453,5.995405996520114
2016-01-10 00:00:00,5119.772767867837,503.9929055236052,5.978619195711773,6.330569813005857
2016-01-10 01:00:00,5241.661642530438,515.9917052511545,6.12095503732863,6.481284711003502
2016-01-10 02:00:00,5859.466624574827,576.8087262528858,6.842397353682679,7.245197045980746
2016-01-10 03:00:00,7140.839920666888,702.9477327749947,8.338722157972553,8.829607814822436
2016-01-10 04:00:00,9425.486264523339,927.8494229751285,11.006619954632244,11.654559982345116
2016-01-10 05:00:00,11217.736757305951,1104.2794276332845,13.09952205898412,13.870667489725681
2016-01-10 06:00:00,10991.120257481976,1081.971189872678,12.834890440093567,13.590457480813088
2016-01-10 07:00:00,10818.627698392662,1064.9909389947018,12.633462101054546,13.377171415776708
2016-01-10 08:00:00,10008.968747565259,985.2877205878746,11.687982142299953,12.376032743156957
2016-01-10 09:00:00,9363.441747095803,921.7417306950401,10.934167414314636,11.57784229058458
2016-01-10 10:00:00,8871.045896021966,873.2700451530621,10.359171722006817,10.968997630442463
2016-01-10 11:00:00,8640.469107851553,850.5719546937266,10.089915472883229,10.683890747587709
2016-01-10 12:00:00,8654.990165121828,852.0014145890664,10.106872450404369,10.701845952042301
2016-01-10 13:00:00,8770.278559207032,863.3504598187342,10.241500574966164,10.84439939346968
2016-01-10 14:00:00,9010.0960201858,886.9582065751042,10.521547627966845,11.14093231552281
2016-01-10 15:00:00,9398.204278136764,925.1637710505507,10.974761390804645,11.620825961854669
2016-01-10 16:00:00,9778.83199143334,962.6329470950647,11.419239740980036,12.091469957406888
2016-01-10 17:00:00,9911.281635019779,975.6713540192249,11.573907929885,12.255243185916965
2016-01-10 18:00:00,9921.402371905122,976.6676442493101,11.58572642936943,12.267757419324711
2016-01-10 19:00:00,9605.459368267038,945.5660622840375,11.216783706333672,11.877095698161137
2016-01-10 20:00:00,8651.029876775388,851.6115618903374,10.10224782017133,10.69694907810014
2016-01-10 21:00:00,6617.641826898529,651.4438595762352,7.727757119407765,8.182676357352392
2016-01-10 22:00:00,5276.864205609892,519.4570625731906,6.162062861622309,6.524812479378275
2016-01-10 23:00:00,3764.914121347417,370.619965591746,4.396481808208845,4.65529482768183
2016-01-11 00:00:00,3995.050877479336,393.2747390845561,4.665224209528764,4.939857613431901
2016-01-11 01:00:00,4082.177221100981,401.85149845659515,4.766966074655618,5.047588840159461
2016-01-11 02:00:00,4564.012303250984,449.2835768019623,5.329629419675332,5.643375169789147
2016-01-11 03:00:00,5608.6483626337285,552.1180553333794,6.549504105590223,6.9350616963104965
2016-01-11 04:00:00,7380.657381645657,726.5554795313648,8.618769210973232,9.126140736875568
2016-01-11 05:00:00,8997.775123107995,885.7453315123917,10.507159889464058,11.12569759659164
2016-01-11 06:00:00,8786.55974463128,864.9531875801757,10.26051294370199,10.86453098634301
2016-01-11 07:00:00,8661.590645699225,852.6511690869482,10.114580167459435,10.710007408612572
2016-01-11 08:00:00,7980.421050111824,785.5965049055524,9.319143767376769,9.86774509056074
2016-01-11 09:00:00,7483.624878653053,736.6916496983198,8.739009597032238,9.253459459371774
2016-01-11 10:00:00,7088.476108086203,697.7930137584661,8.277574269335705,8.764860259364962
2016-01-11 11:00:00,6885.6213383408585,677.8238921902339,8.040690431843387,8.514031494105339
2016-01-11 12:00:00,6874.180505340037,676.6976510605722,8.027330388947941,8.499884969383539
2016-01-11 13:00:00,7017.630949888804,690.8189821478687,8.194844772944679,8.677260625510733
2016-01-11 14:00:00,7220.045687595655,710.7447867495755,8.431214762633326,8.92754529366567
2016-01-11 15:00:00,7524.547858232917,740.7201275851866,8.78679744277364,9.304060490107444
2016-01-11 16:00:00,7807.928491022507,768.6162540275761,9.117715428337746,9.654459025524357
2016-01-11 17:00:00,7987.901594766208,786.3328933364851,9.327879180039176,9.87699474134038
2016-01-11 18:00:00,7963.259800610591,783.9071432110599,9.2991037030336,9.846525303478037
2016-01-11 19:00:00,7701.000705668672,758.0902311618919,8.9928504120457,9.52224342908599
2016-01-11 20:00:00,6929.624542190175,682.155588842779,8.092075212210485,8.568441204573805
2016-01-11 21:00:00,5297.1056793805765,521.4496430333613,6.185699860591175,6.549840946193768
2016-01-11 22:00:00,4208.906448187009,414.32678481592455,4.914954242112858,5.2042888063086385
2016-01-11 23:00:00,4273.151125807009,420.6510619286402,4.98997602144882,5.283726983592597
2016-01-12 00:00:00,4510.768426593312,444.04222385238296,5.267453835431145,5.577539420122306
2016-01-12 01:00:00,4643.6581022182445,457.1239477430687,5.422635872139779,5.741856745737069
2016-01-12 02:00:00,5215.699752259343,513.436004226153,6.0906380169120435,6.449182981827108
2016-01-12 03:00:00,6497.953112428391,639.6616446813129,7.587990516809259,8.034681944878166
2016-01-12 04:00:00,8853.004582443747,871.4940495255188,10.338103962056309,10.946689649150393
2016-01-12 05:00:00,10401.037293862657,1023.8831377620502,12.145820535370792,12.860823263430978
2016-01-12 06:00:00,10021.289644643068,986.5005956505872,11.702369880802742,12.391267462088129
2016-01-12 07:00:00,9713.267217697861,956.1787190827724,11.34267641823306,12.010399488808874
2016-01-12 08:00:00,9019.336692994159,887.8678628721386,10.532338431843936,11.152358354721189
2016-01-12 09:00:00,8316.605527520594,818.6906673309959,9.711723489381393,10.28343527853981
2016-01-12 10:00:00,8081.628418965249,795.5594072064058,9.437328762221092,9.992887424638209
2016-01-12 11:00:00,7833.890381293604,771.1719550525777,9.148032448754334,9.686560754700754
2016-01-12 12:00:00,7545.229364042096,742.7560250118828,8.810948289546175,9.329633054027624
2016-01-12 13:00:00,7445.782123342643,732.9663905771313,8.694818685916538,9.206667108368896
2016-01-12 14:00:00,7803.528170637576,768.1830843623217,9.112576950301037,9.649018054477512
2016-01-12 15:00:00,8259.401362516483,813.0594616826872,9.644923274904164,10.212702654930803
2016-01-12 16:00:00,8776.879039784431,864.000214316616,10.249208292021232,10.85256085003995
2016-01-12 17:00:00,9070.380409459365,892.8926309890908,10.591944777069768,11.215473618864607
2016-01-12 18:00:00,9028.577365802515,888.777519169173,10.543129235721025,11.163784393919565
2016-01-12 19:00:00,8821.322275672239,868.3752279356864,10.301106920191998,10.907514657613099
2016-01-12 20:00:00,7924.096949184701,780.0519331902948,9.253371248506884,9.798100661161104
2016-01-12 21:00:00,6226.453344678115,612.9350763351106,7.270946421944269,7.69897403128774
2016-01-12 22:00:00,4844.752743809615,476.9198014451991,5.657464318417413,5.990509122577952
2016-01-12 23:00:00,4989.523284473862,491.17108343207207,5.826520245825164,6.169517070019201
2016-01-13 00:00:00,5474.87862293181,538.9496975096429,6.393294373274247,6.7696561764863645
2016-01-13 01:00:00,5255.302635723727,517.3345312134436,6.136884319242433,6.498151721248727
2016-01-13 02:00:00,5861.6667847672925,577.0253110855131,6.8449665927010335,7.24791753150417
2016-01-13 03:00:00,7372.296772914286,725.7324571673811,8.609006102703482,9.115802891886558
2016-01-13 04:00:00,10222.824318272933,1006.3397663192433,11.93771217488405,12.640463936033697
2016-01-13 05:00:00,11177.693841803073,1100.3375836794683,13.052761908850057,13.821154653199374
2016-01-13 06:00:00,10516.325687947865,1035.232182991718,12.280448659932588,13.003376704858356
2016-01-13 07:00:00,10100.055379533344,994.2543326586427,11.794348637659846,12.48866084382668
2016-01-13 08:00:00,9545.615011031969,939.6749548365763,11.146900405034419,11.803098491924025
2016-01-13 09:00:00,8933.530445487993,879.421054399676,10.432138110128095,11.046259419307683
2016-01-13 10:00:00,8633.868627274158,849.922200195845,10.082207755828165,10.67572929101744
2016-01-13 11:00:00,8380.850205140592,825.0149444437113,9.786745268717352,10.362873455823767
2016-01-13 12:00:00,8309.565014904701,817.9975958665885,9.703501924522655,10.274729724864853
2016-01-13 13:00:00,8544.98215549854,841.172172957704,9.978410499486627,10.56582167587114
2016-01-13 14:00:00,8734.195932050596,859.7984685636475,10.199365055065147,10.799783430885538
2016-01-13 15:00:00,9265.314602511831,912.082047159865,10.81957935409601,11.456508636239906
2016-01-13 16:00:00,9780.592119587314,962.8062149611663,11.42129513219472,12.093646345825627
2016-01-13 17:00:00,9980.366665063204,982.4721177637203,11.65458203506134,12.340666431352455
