ID,Name,Fuel,Fuel (detailed),Technology,Country,Model_Node,Province,Pmin,Pmax,Heat_Rate,IC,Status,Year_Built,Year_End,Fuel info Source,comments
269,SWCC Jeddah Power Plant,Oil,HFO_ipp,ST,Saudi Arabia,WOA,Makkah,0,771,2457.182317,,Active,1978,2100,,
320,Mirfa Independent Water and Power Project (IWPP),Gas,Gas,CC,United Arab Emirates,UAE,Abu Dhabi,0,1339,1593.693192,,Under Construction,2017,2100,,
339,Barakah 1,Nuclear,Nuclear,PWR,United Arab Emirates,UAE,Abu Dhabi,0,1400,2635.371669,,Under Construction,2017,2100,,
171,SWCC Yanbu Power Plant,Oil,HFO_ipp,ST,Saudi Arabia,WOA,Al Madinah,0,519.8,2457.182317,,Active,1980,2100,,
270,Tabarjal Gas Turbine Power Plant,Oil,Diesel,GT,Saudi Arabia,NEOA,Al Jawf,0,73.8,3806.920534,,Active,1974,2100,,
172,Tabarjal Internal Combustion Power Plant,Oil,Diesel,DG,Saudi Arabia,NEOA,Al Jawf,0,6,2476.989981,,Active,1983,2100,,
271,Tabuk Gas Turbine Power Plant,Oil,Diesel,GT,Saudi Arabia,NWOA,Tabuk,0,568,3806.920534,,Active,1980,2100,,
34,Sabiya Gas Fired Power Plant (Phase I & III) -Construction,Gas,Gas,CC,Kuwait,KUW,Al Jahra ,0,1000,1593.693192,,Under Construction,2018,2100,,
173,Tabuk Internal Combustion Power Plant,Oil,Diesel,DG,Saudi Arabia,NOWA,Tabuk,0,34.2,2476.989981,,Active,1978,2100,,
272,Taiba Integrated Solar Combined Cycle Power Plant (ISCC),Gas,Gas,CC,Saudi Arabia,WOA,Al Madinah,0,3600,1593.693192,,Announced,2022,2100,,
174,Taif Gas Turbine Power Plant,Oil,Diesel,GT,Saudi Arabia,WOA,Makkah,0,116,3806.920534,,Active,1976,2100,,
273,Tihama Oil fired Power Plant,Oil,Crude,GT,Saudi Arabia,SOA,Asir,0,722,3361.284507,,Active,1986,2100,,
274,United Cement Industrial Company (UCIC) Power Plant,Oil,Diesel_ipp,DG,Saudi Arabia,WOA,Makkah,0,54,2379.747169,,Permitting,2017,2100,,
314,Jebel Ali M Power Station Desalination Expansion,Gas,Gas,CC,United Arab Emirates,UAE,Dubai,0,700,1593.693192,,Under Construction,2018,2100,,
337,Zirku ADMA-OPCO Dual Fuel Power Plant,Dual-Fuel,Gas,GT,United Arab Emirates,UAE,Abu Dhabi,0,198,2491.302093,,Permitting,2018,2100,,
340,Barakah 2,Nuclear,Nuclear,PWR,United Arab Emirates,UAE,Abu Dhabi,0,1400,2635.371669,,Under Construction,2018,2100,,
275,Uthmaniyah Cogeneration Plant,Gas,Gas_ipp,GT,Saudi Arabia,EOA,Eastern Province,0,305,3058.89281,,Active,2006,2100,,
5,Al Dur II IWPP,Gas,Gas,GT,Bahrain,BAH,Southern ,0,1500,2491.302093,,Announced,2019,2100,,
11,Aluminium Bahrain (Alba) Power Station V,Gas,Gas,CC,Bahrain,BAH,Capital ,0,1792,1593.693192,,Permitting,2019,2100,,
26,Az Zour South Gas Fired Power Plant - Extension,Gas,Gas,CC,Kuwait,KUW,Al Ahmadi ,0,400,1593.693192,,Permitting,2019,2100,,
276,Uthmaniyah Cogeneration Plant - Construction,Gas,Gas_ipp,GT,Saudi Arabia,EOA,Eastern Province,0,177,2491.302093,,Under Construction,2017,2100,,
175,Uthmaniyah Power Plant,Gas,Gas_ipp,GT,Saudi Arabia,EOA,Eastern Province,0,289.5,4469.938427,,Active,1973,2100,,
338,Zirku ADMA-OPCO Gas Turbine Power Plant,Gas,Gas,GT,United Arab Emirates,UAE,Abu Dhabi,0,132,2491.302093,,Permitting,2019,2100,,
341,Barakah 3,Nuclear,Nuclear,PWR,United Arab Emirates,UAE,Abu Dhabi,0,1400,2635.371669,,Under Construction,2019,2100,,
277,Waad Al-Shamal Intregrated Solar Combined Cycle Power Plant,Gas,Gas,CC,Saudi Arabia,NEOA,Northern Borders,0,1340,1593.693192,,Permitting,2018,2100,,
293,"Aweer ""H"" Power Station Phase IV",Gas,Gas,GT,United Arab Emirates,UAE,Dubai,0,700,2491.302093,,Announced,2020,2100,,
305,Hassyan Coal Fired IWPP Phase I,Dual-Fuel,Coal,ST,United Arab Emirates,UAE,Dubai,0,1200,2534.825361,,Under Construction,2020,2100,,
322,North Emirate Power Plant,Gas,Gas,GT,United Arab Emirates,UAE,Fujairah,0,2200,2491.302093,,Permitting,2020,2100,,
342,Barakah 4,Nuclear,Nuclear,PWR,United Arab Emirates,UAE,Abu Dhabi,0,1400,2635.371669,,Under Construction,2020,2100,,
343,Al Warsan Waste to Energy Plant,Municipal Solid Waste ,Municipal Solid Waste ,Biogas,United Arab Emirates,UAE,Dubai,0,60,,,Announced ,2020,2100,,
345,Sharjah Waste to Energy Plant - Phase 1,Municipal Solid Waste ,Municipal Solid Waste ,Biogas,United Arab Emirates,UAE,Sharjah,0,30,,,Permitting ,2020,2100,,
347,Al Qusais Biogas Power Project,Landfill Gas ; Municipal Solid Waste ,Landfill Gas ; Municipal Solid Waste ,Biogas,United Arab Emirates,UAE,Dubai,0,11,,,Announced,2020,2100,,
278,Wadi Al-Dawasir Power Plant,Oil,Crude,GT,Saudi Arabia,RIYADH,Riyadh,0,120,2913.586366,,Active,2009,2100,,
279,Wasit Gas Processing Plant Cogeneration Facility,Gas,Gas_ipp,CC,Saudi Arabia,EOA,Eastern Province,0,750,1593.693192,,Under Construction,2015,2100,,
280,Yamama CCICP Plant,Dual-Fuel,Crude_ipp,CC,Saudi Arabia,RIYADH,Riyadh,0,161,2597.068314,,Permitting,2019,2100,,
20,Al-Khiran IWPP,Oil,HFO,ST,Kuwait,KUW,Al Ahmadi ,0,4500,2236.42638,,Announced,2021,2100,,
22,Az Zour North IWPP II,Dual-Fuel,Gas,CC,Kuwait,KUW,Al Ahmadi ,0,1500,1593.693192,,Permitting,2021,2100,,
348,Al Hattawi,Hydro,Hydro,Pumped Storage,United Arab Emirates,UAE,Dubai,0,250,,,Permitting,2021,2100,,
18,Al-Abdaliyah Intregated Solar Power Plant,Gas,Gas,CC,Kuwait,KUW,Al Ahmadi ,0,220,1593.693192,,Announced,2022,2100,,
281,Yamama Cement GT Power Plant,Dual-Fuel,Crude_ipp,GT,Saudi Arabia,RIYADH,Riyadh,0,225,2913.586366,,Active,2005,2100,,
282,Yanbu Cement Diesel Power Plant,Oil,Diesel_ipp,DG,Saudi Arabia,WOA,Al Madinah,0,175,2455.007354,,Active,2000,2100,,
306,Hassyan Coal Fired Power Plant Phase II,Coal,Coal,ST,United Arab Emirates,UAE,Dubai,0,1200,2534.825361,,Under Construction,2022,2100,,
176,Yanbu Gas Turbine Power Plant,Oil,Diesel,GT,Saudi Arabia,WOA,Al Madinah,0,54,3594.258526,,Active,1982,2100,,
307,Hassyan Coal Fired Power Plant Phase III,Coal,Coal,ST,United Arab Emirates,UAE,Dubai,0,1200,2534.825361,,Announced,2023,2100,,
283,Yanbu Power Plant Phase 3 Desalination,Dual-Fuel,HFO_ipp,ST,Saudi Arabia,WOA,Al Madinah,0,3100,2236.42638,,Under Construction,2016,2100,,
19,Al-Ahmadi Refinery New Power Plant,Oil,Crude,GT,Kuwait,KUW,,0,240,2855.739443,,Announced,2025,2100,,
23,Az Zour North Power Plant III & IV,Gas,Gas,CC,Kuwait,KUW,Al Ahmadi ,0,1800,1593.693192,,Announced,2025,2100,,
344,Sharjah Waste to Energy Plant - Phase 2,Municipal Solid Waste ,Municipal Solid Waste ,Biogas,United Arab Emirates,UAE,Sharjah,0,60,,,Announced ,2030,2100,,
