,Unit,PowerCapacity,Nunits,Zone,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost_pu,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,CHPMaxHeat
NL_STUR_GEO,NL_STUR_GEO,38.4,5.0,NL,STUR,GEO,0.1,2,2,0.02,0.02,0,0.0,0.0,0.0,0.1,0.0,0.0,,,,,,,,,,,,
NL_COMC_GAS,NL_COMC_GAS,419.9642857142858,84.0,NL,COMC,GAS,0.51,3,3,0.07,0.07,55,2.9,0.25,0.062171053,0.57,1.0,0.3569,,,,,,,,,,,,
NL_COMC_BIO,NL_COMC_BIO,242.5,2.0,NL,COMC,BIO,0.51,3,3,0.07,0.07,55,2.9,0.25,0.062171053,0.57,1.0,0.211692827,,,,,,,,,,,,
NL_STUR_OIL,NL_STUR_OIL,135.0,1.0,NL,STUR,OIL,0.33,5,5,0.02,0.02,120,0.0,1.8,0.4,0.33,1.0,0.7246,,,,,,,,,,,,
NL_HROR_WAT,NL_HROR_WAT,494.0,1,NL,HROR,WAT,1.0,0,0,0.02,0.02,0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,
NL_WTOF_WIN,NL_WTOF_WIN,48749.99999999999,1,NL,WTOF,WIN,1.0,0,0,0.02,0.02,0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,
NL_WTON_WIN,NL_WTON_WIN,43879.0,1,NL,WTON,WIN,1.0,0,0,0.02,0.02,0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,
NL_PHOT_SUN,NL_PHOT_SUN,48627.0,1,NL,PHOT,SUN,1.0,0,0,0.02,0.02,0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,
NL_BATS_OTH,NL_BATS_OTH,2951944.4444444445,1,NL,BATS,OTH,0.9,0,0,1.0,1.0,0,0.0,0.0,0.0,0.9,0.0,0.0,,,,,,,,11807777.777777778,0.0,0.0,0.9,
NL_BEVS_OTH,NL_BEVS_OTH,90742.0,1,NL,BEVS,OTH,0.7,0,0,1.0,1.0,0,0.0,0.0,0.0,0.7,0.0,0.0,,,,,,,,372042.19999999995,0.0,90742.0,0.88,
NL_STUR_BIO_CHP,NL_STUR_BIO_CHP,175.08333333333334,12.0,NL,STUR,BIO,0.4,4,6,0.02,0.02,120,12.5,1.3,0.4,0.35,1.0,0.417390427,Extraction,0.45,0.23800000000000002,,,,,4668.888888888889,0.03,,,
NL_COMC_GAS_CHP,NL_COMC_GAS_CHP,419.2857142857143,7.0,NL,COMC,GAS,0.51,3,3,0.07,0.07,55,2.9,0.25,0.062171053,0.57,1.0,0.3569,Extraction,0.95,0.213,,,,,5296.2406015037595,0.03,,,
