,PowerCapacity,Unit,Zone,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost_pu,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,Nunits
PL_COMC_GAS,384.4183578477005,PL_COMC_GAS,PL,COMC,GAS,0.57,2,4,0.03,0.03,55,0.0,0,0.36,0.57,1.0,0.42,,,,,,,2.0
PL_STUR_HRD,739.1452,PL_STUR_HRD,PL,STUR,HRD,0.46,8,8,0.0177777777777778,0.0177777777777778,65,0.0,0,0.3,0.46,2.0,0.81,,,,,,,25.0
PL_STUR_LIG,706.9183333333335,PL_STUR_LIG,PL,STUR,LIG,0.393,8.0,8.0,0.015209790209790195,0.017482517482517494,65.0,12.56164383561645,0.0,0.389,0.4075,5.0,1.0499999999999998,,,,,,,12.0
PL_PHOT_SUN,186.0,PL_PHOT_SUN,PL,PHOT,SUN,1.0,0,0,0.02,0.02,0,0.0,0,0.0,1.0,0.0,0.0,,,,,,,1
PL_HPHS_WAT,1770.12,PL_HPHS_WAT,PL,HPHS,WAT,0.8,0,0,0.0666666666666667,0.0666666666666667,0,0.0,0,0.0,1.0,0.0,0.0,,,8850.599999999999,0.0,1770.12,0.8,1
PL_WTON_WIN,5697.0,PL_WTON_WIN,PL,WTON,WIN,1.0,0,0,0.02,0.02,0,0.0,0,0.0,1.0,0.0,0.0,,,,,,,1
