PowerCapacity,Unit,Zone,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency
430,Ghazlan GT-01,SA_EOA,STUR,GAS,0.320300326,48,48,0.02326,0.02326,31847.01574,1174.437687,0,0.534883721,0.312,4.395348837,0.535645665,,,,,,
430,Ghazlan GT-02,SA_EOA,STUR,GAS,0.313902785,48,48,0.02326,0.02326,31847.01574,1174.437687,0,0.534883721,0.312,4.395348837,0.535645665,,,,,,
430,Ghazlan GT-03,SA_EOA,STUR,GAS,0.318037721,48,48,0.02326,0.02326,31847.01574,1174.437687,0,0.534883721,0.312,4.395348837,0.535645665,,,,,,
430,Ghazlan GT-04,SA_EOA,STUR,GAS,0.315201713,48,48,0.02326,0.02326,31847.01574,1174.437687,0,0.534883721,0.312,4.395348837,0.535645665,,,,,,
664,Ghazlan GT-05,SA_EOA,STUR,GAS,0.378653763,48,48,0.02259,0.02259,31847.01574,1174.437687,0,0.602409639,0.312,4.395348837,0.535645665,,,,,,
664,Ghazlan GT-06,SA_EOA,STUR,GAS,0.378441287,48,48,0.02259,0.02259,31847.01574,1174.437687,0,0.602409639,0.312,4.395348837,0.535645665,,,,,,
664,Ghazlan GT-07,SA_EOA,STUR,GAS,0.379326727,48,48,0.02259,0.02259,31847.01574,1174.437687,0,0.602409639,0.312,4.395348837,0.535645665,,,,,,
664,Ghazlan GT-08,SA_EOA,STUR,GAS,0.38126283,48,48,0.02259,0.02259,31847.01574,1174.437687,0,0.602409639,0.312,4.395348837,0.535645665,,,,,,
625,Qurrayah ST-01,SA_EOA,STUR,GAS,0.375210073,48,48,0.024,0.024,31847.01574,1174.437687,0,0.64,0.312,4.395348837,0.535645665,,,,,,
625,Qurrayah ST-02,SA_EOA,STUR,GAS,0.375684953,48,48,0.024,0.024,31847.01574,1174.437687,0,0.64,0.312,4.395348837,0.535645665,,,,,,
625,Qurrayah ST-03,SA_EOA,STUR,GAS,0.369677678,48,48,0.024,0.024,31847.01574,1174.437687,0,0.64,0.312,4.395348837,0.535645665,,,,,,
625,Qurrayah ST-04,SA_EOA,STUR,GAS,0.370801038,48,48,0.024,0.024,31847.01574,1174.437687,0,0.64,0.312,4.395348837,0.535645665,,,,,,
135,Qurrayah GT-01,SA_EOA,GTUR,GAS,0.318542126,48,48,0.15748,0.15748,8652.72791,1887.309327,0,0.518518519,0.2559,0.6,0.500133246,,,,,,
135,Qurrayah GT-02,SA_EOA,GTUR,GAS,0.318542126,48,48,0.15748,0.15748,8652.72791,1887.309327,0,0.518518519,0.2559,0.6,0.500133246,,,,,,
