,LT_P2HT_OTH,LT_STUR_BIO_CHP,LT_COMC_GAS_CHP
2016-01-01 00:00:00,387.59625543685286,488.93205470105585,921.1339547298602
2016-01-01 01:00:00,411.5634126261343,519.1653483552764,978.0926120329668
2016-01-01 02:00:00,465.90932319546073,587.7198231380947,1107.2472744527504
2016-01-01 03:00:00,612.4600932700486,772.5858225524364,1455.5295101914924
2016-01-01 04:00:00,723.2891131389556,912.3907346095322,1718.9179509689154
2016-01-01 05:00:00,691.5364462894618,872.3364347364248,1643.4567998921882
2016-01-01 06:00:00,689.0939334548851,869.2553347461859,1637.6520959632094
2016-01-01 07:00:00,663.7528627961543,837.288922347456,1577.428292700052
2016-01-01 08:00:00,638.7171062417456,805.707647447506,1517.930077428017
2016-01-01 09:00:00,613.8340067394978,774.3189412969458,1458.7946561515428
2016-01-01 10:00:00,600.5528432014883,757.5654601000211,1427.2315785377195
2016-01-01 11:00:00,590.1721636545384,744.4707851415052,1402.5615868395585
2016-01-01 12:00:00,597.6523592104288,753.9066538616124,1420.3384926220572
2016-01-01 13:00:00,605.7431829749632,764.1127975792791,1439.5665743868
2016-01-01 14:00:00,627.5731414339905,791.6501287420406,1491.4461157520504
2016-01-01 15:00:00,639.0224203460676,806.0927849462859,1518.6556654191393
2016-01-01 16:00:00,638.5644491895845,805.515078698116,1517.5672834324557
2016-01-01 17:00:00,630.931596581533,795.8866412286189,1499.427583654396
2016-01-01 18:00:00,606.9644393922515,765.6533475743987,1442.4689263512896
2016-01-01 19:00:00,547.8861602059333,691.1292415604921,1302.0676500691093
2016-01-01 20:00:00,452.62815965745114,570.96634194117,1075.684196838927
2016-01-01 21:00:00,381.64263040257265,481.4218734748482,906.9849889029737
2016-01-01 22:00:00,419.8068934428299,529.564060822333,997.6834877932711
2016-01-01 23:00:00,420.264864599313,530.1417670705029,998.7718697799547
2016-01-02 00:00:00,428.20303131168646,540.1553420387797,1017.6371575491366
2016-01-02 01:00:00,446.82719167533213,563.6487294643523,1061.8980250076017
2016-01-02 02:00:00,486.82333934152166,614.1017418045163,1156.9500518446332
2016-01-02 03:00:00,634.4427087812367,800.3157224645876,1507.7718455523034
2016-01-02 04:00:00,811.0669181315475,1023.1177655087473,1927.5244984165995
2016-01-02 05:00:00,753.0572383103563,949.9416407405705,1789.6627801033478
2016-01-02 06:00:00,736.1123055204822,928.5665095582872,1749.3926465960558
2016-01-02 07:00:00,705.4282380361152,889.8601909309094,1676.4710534882568
2016-01-02 08:00:00,678.8659109600961,856.3532285370599,1613.3448982606094
2016-01-02 09:00:00,651.692955675433,822.0759911456508,1548.767567050718
2016-01-02 10:00:00,631.8475388944994,797.0420537249588,1501.6043476277637
2016-01-02 11:00:00,623.1460869213205,786.0656350097322,1480.9250898807757
2016-01-02 12:00:00,625.588599755897,789.1467349999712,1486.7297938097545
2016-01-02 13:00:00,642.0755613892882,809.9441599340845,1525.9115453303627
2016-01-02 14:00:00,670.3171160390785,845.5693785712232,1593.0284345091827
2016-01-02 15:00:00,684.2089077857321,863.0931347657079,1626.0426881052513
2016-01-02 16:00:00,679.0185680122572,856.5457972864499,1613.7076922561707
2016-01-02 17:00:00,675.2021417082316,851.7315785517014,1604.637842367141
2016-01-02 18:00:00,654.7460967186537,825.9273661334496,1556.0234469619418
2016-01-02 19:00:00,602.9953560360648,760.6465600902602,1433.0362824666986
2016-01-02 20:00:00,514.7595798869901,649.3418229428753,1223.3413530323312
2016-01-02 21:00:00,432.1721146678733,545.1621295229181,1027.0698014337274
2016-01-02 22:00:00,408.05230042643063,514.7362671193077,969.7483501350596
2016-01-02 23:00:00,409.578870948041,516.6619546132072,973.3762900906715
2016-01-03 00:00:00,414.9218677736769,523.401860841855,986.0740799353129
2016-01-03 01:00:00,433.54602813732254,546.8952482674275,1030.334947393778
2016-01-03 02:00:00,475.83203158592755,600.2367918484408,1130.8288841642277
2016-01-03 03:00:00,625.7412568080581,789.3393037493611,1487.0925878053158
2016-01-03 04:00:00,792.900728924385,1000.2020843313446,1884.3520129448182
2016-01-03 05:00:00,729.3953952253969,920.0934845851299,1733.4297107913633
2016-01-03 06:00:00,706.9548085577255,891.785878424809,1680.0989934438687
2016-01-03 07:00:00,681.0031096903506,859.0491910285192,1618.4240141984665
2016-01-03 08:00:00,655.5093819794588,826.8902098803993,1557.8374169397478
2016-01-03 09:00:00,632.3055100509824,797.6197599731285,1502.6927296144468
2016-01-03 10:00:00,615.2079202089471,776.0520600414553,1462.0598021115936
2016-01-03 11:00:00,606.0484970792853,764.4979350780591,1440.2921623779225
2016-01-03 12:00:00,605.8958400271244,764.3053663286689,1439.929368382361
2016-01-03 13:00:00,620.0929458781,782.2142600219333,1473.6692099695517
2016-01-03 14:00:00,649.7084139973397,819.5725974035817,1544.0512451084226
2016-01-03 15:00:00,665.2794333177646,839.2146098413554,1581.0562326556637
2016-01-03 16:00:00,658.8678371270015,831.126722366978,1565.818884842094
2016-01-03 17:00:00,656.2726672402639,827.8530536273489,1559.6513869175535
2016-01-03 18:00:00,639.7857056068729,807.0556286932356,1520.4696353969453
2016-01-03 19:00:00,590.3248207066994,744.6633538908953,1402.92438083512
2016-01-03 20:00:00,504.37890034004,636.2471479843593,1198.6713613341701
2016-01-03 21:00:00,421.9440921730843,532.2600233137922,1002.7626037311278
2016-01-03 22:00:00,490.6397656455474,618.9159605392649,1166.0199017336631
2016-01-03 23:00:00,487.7392816544879,615.257154300856,1159.1268158180005
2016-01-04 00:00:00,493.8455637409289,622.9599042764536,1173.638575640448
2016-01-04 01:00:00,510.0272112699981,643.3721917117871,1212.094739169934
2016-01-04 02:00:00,546.359589684323,689.2035540665927,1298.4397101134973
2016-01-04 03:00:00,714.740318217938,901.6068846436957,1698.6014872174892
2016-01-04 04:00:00,906.0196045757075,1142.8955276292897,2153.1823636556596
2016-01-04 05:00:00,820.9896265220143,1035.6347342190936,1951.1061081280775
2016-01-04 06:00:00,785.1152192641725,990.3810781124579,1865.849519171198
2016-01-04 07:00:00,752.5992671538731,949.3639344924007,1788.5743981166643
2016-01-04 08:00:00,727.2581964951424,917.3975220936708,1728.350594853507
2016-01-04 09:00:00,707.7180938185306,892.7487221717586,1681.9129634216745
2016-01-04 10:00:00,683.4456225249271,862.1302910187582,1624.2287181274453
2016-01-04 11:00:00,678.7132539079352,856.16065978767,1612.9821042650485
2016-01-04 12:00:00,673.5229141344602,849.6133223084122,1600.6471084159682
2016-01-04 13:00:00,701.0011835234454,884.2756971986012,1665.9500276169822
