,FI_P2HT_OTH,FI_STUR_BIO_CHP,FI_COMC_GAS_CHP
2016-01-02 02:00:00,3971.1821482048654,5053.467211598193,376.48846692033175
2016-01-02 03:00:00,5179.8028020063475,6591.478971649818,491.07191337434585
2016-01-02 04:00:00,6617.109987678721,8420.50228630013,627.3360177725742
2016-01-02 05:00:00,6226.334388534159,7923.226763881107,590.28848362753
2016-01-02 06:00:00,6087.5015787388875,7746.5571914436905,577.1264200989931
2016-01-02 07:00:00,5823.225925575299,7410.257243910537,552.0717306411183
2016-01-02 08:00:00,5578.682854514591,7099.067692459857,528.8877913294315
2016-01-02 09:00:00,5377.4809905727125,6843.0313324046165,509.8128210888362
2016-01-02 10:00:00,5196.011708733713,6612.105368431851,492.60860099442885
2016-01-02 11:00:00,5096.644063144204,6485.656588159384,483.18803775826785
2016-01-02 12:00:00,5132.585551974453,6531.393381023894,486.5954755245389
2016-01-02 13:00:00,5231.248462488859,6656.945361436272,495.9492262554788
2016-01-02 14:00:00,5433.507429043392,6914.326921281646,515.1244152539057
2016-01-02 15:00:00,5539.2176903088275,7048.846900294907,525.1462910370556
2016-01-02 16:00:00,5497.638320877756,6995.935708549691,521.2043532290166
2016-01-02 17:00:00,5453.240011146273,6939.437317364121,516.9951654000936
2016-01-02 18:00:00,5292.208046485261,6734.518549333919,501.72850795709525
2016-01-02 19:00:00,4896.85166935253,6231.413827824321,464.2466925281146
2016-01-02 20:00:00,4218.191792028434,5367.795562559181,399.9062500002921
2016-01-02 21:00:00,3572.6544632341734,4546.326890718197,338.70599521785664
2016-01-02 22:00:00,3694.573631226976,4701.473266513492,350.2645586210895
