,WTON,WTOF,PHOT,HROR
2030-01-01 00:00:00,0.11762208278337523,0.11762208278337523,0.0,0.04135022606747245
2030-01-01 01:00:00,0.1270501496060982,0.1270501496060982,0.0,0.04138262355738995
2030-01-01 02:00:00,0.1441264347335558,0.1441264347335558,0.0,0.04141502104730746
2030-01-01 03:00:00,0.17897621615717396,0.17897621615717396,0.0,0.041447418537224966
2030-01-01 04:00:00,0.2226626585153528,0.2226626585153528,0.0,0.04147981602714247
2030-01-01 05:00:00,0.26110082260894635,0.26110082260894635,0.0,0.04151221351705997
2030-01-01 06:00:00,0.28746900876253484,0.28746900876253484,0.0001,0.04154461100697747
2030-01-01 07:00:00,0.33096029091512646,0.33096029091512646,0.0381,0.041577008496894975
2030-01-01 08:00:00,0.38663792607762504,0.38663792607762504,0.1345,0.04160940598681248
2030-01-01 09:00:00,0.4281306086898822,0.4281306086898822,0.2231,0.04164180347672998
2030-01-01 10:00:00,0.44929965789707516,0.44929965789707516,0.2536,0.041674200966647486
2030-01-01 11:00:00,0.45993640778853645,0.45993640778853645,0.2205,0.041706598456564985
2030-01-01 12:00:00,0.4646143740599863,0.4646143740599863,0.1464,0.04173899594648249
2030-01-01 13:00:00,0.4569580704615859,0.4569580704615859,0.0542,0.0417713934364
2030-01-01 14:00:00,0.4420611767216309,0.4420611767216309,0.0005,0.0418037909263175
2030-01-01 15:00:00,0.4218929697275247,0.4218929697275247,0.0,0.04183618841623502
2030-01-01 16:00:00,0.41375725527979784,0.41375725527979784,0.0,0.041868585906152514
2030-01-01 17:00:00,0.374490480241846,0.374490480241846,0.0,0.04190098339607001
2030-01-01 18:00:00,0.3463528068744,0.3463528068744,0.0,0.04193338088598752
2030-01-01 19:00:00,0.32915419294227816,0.32915419294227816,0.0,0.04196577837590502
2030-01-01 20:00:00,0.3379400569961031,0.3379400569961031,0.0,0.04199817586582252
2030-01-01 21:00:00,0.3093870415030505,0.3093870415030505,0.0,0.042030573355740015
2030-01-01 22:00:00,0.28130935525771217,0.28130935525771217,0.0,0.04206297084565753
2030-01-01 23:00:00,0.24745020201426315,0.24745020201426315,0.0,0.042095368335575034
2030-01-02 00:00:00,0.22978580023363082,0.22978580023363082,0.0,0.04212776582549254
2030-01-02 01:00:00,0.2909938587094729,0.2909938587094729,0.0,0.04216837890847423
2030-01-02 02:00:00,0.4289478477651324,0.4289478477651324,0.0,0.04220899199145591
2030-01-02 03:00:00,0.5707546088542581,0.5707546088542581,0.0,0.0422496050744376
2030-01-02 04:00:00,0.677632941653755,0.677632941653755,0.0,0.0422902181574193
2030-01-02 05:00:00,0.7231079661567068,0.7231079661567068,0.0,0.04233083124040098
2030-01-02 06:00:00,0.7228531803048124,0.7228531803048124,0.0,0.04237144432338267
2030-01-02 07:00:00,0.7520382077225904,0.7520382077225904,0.003,0.04241205740636436
2030-01-02 08:00:00,0.7069765198078758,0.7069765198078758,0.0178,0.042452670489346055
2030-01-02 09:00:00,0.6619532312364403,0.6619532312364403,0.0355,0.042493283572327734
2030-01-02 10:00:00,0.6102033820967054,0.6102033820967054,0.0546,0.04253389665530943
2030-01-02 11:00:00,0.5283997301495402,0.5283997301495402,0.0599,0.04257450973829112
2030-01-02 12:00:00,0.4605125388669429,0.4605125388669429,0.0442,0.042615122821272805
2030-01-02 13:00:00,0.37977403203889376,0.37977403203889376,0.0168,0.0426557359042545
2030-01-02 14:00:00,0.3113257666006109,0.3113257666006109,0.0004,0.04269634898723619
2030-01-02 15:00:00,0.2741277354469277,0.2741277354469277,0.0,0.04273696207021788
2030-01-02 16:00:00,0.2521743879376542,0.2521743879376542,0.0,0.04277757515319957
2030-01-02 17:00:00,0.2565044713361938,0.2565044713361938,0.0,0.04281818823618126
2030-01-02 18:00:00,0.2677735274457521,0.2677735274457521,0.0,0.04285880131916296
2030-01-02 19:00:00,0.2825543816899463,0.2825543816899463,0.0,0.04289941440214464
2030-01-02 20:00:00,0.3083814599534286,0.3083814599534286,0.0,0.04294002748512632
2030-01-02 21:00:00,0.3054182596824574,0.3054182596824574,0.0,0.04298064056810801
2030-01-02 22:00:00,0.29345154657900185,0.29345154657900185,0.0,0.0430212536510897
2030-01-02 23:00:00,0.2895028000031665,0.2895028000031665,0.0,0.04306186673407138
2030-01-03 00:00:00,0.295184615392826,0.295184615392826,0.0,0.04310247981705309
2030-01-03 01:00:00,0.3252887361137709,0.3252887361137709,0.0,0.043153913437241266
2030-01-03 02:00:00,0.4009818492343756,0.4009818492343756,0.0,0.043205347057429434
2030-01-03 03:00:00,0.4588856833648461,0.4588856833648461,0.0,0.043256780677617616
2030-01-03 04:00:00,0.48201632041135245,0.48201632041135245,0.0,0.043308214297805805
2030-01-03 05:00:00,0.4926173743918513,0.4926173743918513,0.0,0.04335964791799398
2030-01-03 06:00:00,0.5136227865044172,0.5136227865044172,0.0,0.04341108153818216
2030-01-03 07:00:00,0.5230952795738109,0.5230952795738109,0.0046,0.04346251515837034
2030-01-03 08:00:00,0.5403114186824434,0.5403114186824434,0.0272,0.04351394877855852
2030-01-03 09:00:00,0.5499785739375405,0.5499785739375405,0.081,0.043565382398746695
2030-01-03 10:00:00,0.5500618480478091,0.5500618480478091,0.1614,0.043616816018934884
2030-01-03 11:00:00,0.5614178000436378,0.5614178000436378,0.2124,0.04366824963912306
2030-01-03 12:00:00,0.5704058404416873,0.5704058404416873,0.1838,0.043719683259311234
2030-01-03 13:00:00,0.6042839531304494,0.6042839531304494,0.0953,0.04377111687949941
