,EE_P2HT_OTH,EE_STUR_BIO_CHP,EE_COMC_GAS_CHP,EE_STUR_GAS_CHP
2016-01-02 22:00:00,439.97286720975865,404.5173942871156,194.08779123978027,246.13939865261034
2016-01-02 23:00:00,439.20233679433,403.8089575195375,193.74788267368612,245.70833140453226
2016-01-03 00:00:00,442.54130192785414,406.8788501790428,195.22081979342758,247.57628947953745
2016-01-03 01:00:00,460.26350148271314,423.17289583333996,203.0387168135939,257.49083618533444
2016-01-03 02:00:00,498.79002225414564,458.59473421224675,220.0341451183032,279.04419858924075
2016-01-03 03:00:00,677.8099221054018,623.188209879567,299.0062353075191,379.19548922605884
2016-01-03 04:00:00,888.4215689892326,816.8275930175909,391.9145767065967,497.0205370340802
2016-01-03 05:00:00,805.461127594748,740.5525677083448,355.31775442378927,450.60896332433515
2016-01-03 06:00:00,767.9619807105537,706.0753116862089,338.7755375405389,429.63035725119965
2016-01-03 07:00:00,737.3976075652172,677.9739865722763,325.2924977521362,412.5313564107674
2016-01-03 08:00:00,701.9532084554993,645.3858952636818,309.6567037118036,392.70226299917346
2016-01-03 09:00:00,684.4878523724499,629.3279951985775,301.952109547002,382.9314053760693
2016-01-03 10:00:00,662.1424703250191,608.7833289388116,292.0947611302707,370.4304551818036
2016-01-03 11:00:00,646.2181750728272,594.1423024088634,285.0699840976575,361.52173205485565
2016-01-03 12:00:00,637.4854970313024,586.1133523763112,281.2176870152567,356.63630324330353
2016-01-03 13:00:00,653.6666357553041,600.9905244954521,288.3557669032346,365.68871545294417
2016-01-03 14:00:00,685.5152262596882,630.2725775553483,302.40532096846096,383.5061617068401
2016-01-03 15:00:00,710.1721995534049,652.9425541178488,313.2823950834749,397.30031364534017
2016-01-03 16:00:00,697.8437129065466,641.6075658365985,307.84385802596796,390.40323767609016
2016-01-03 17:00:00,700.6689910964516,644.2051673177183,309.09018943497995,391.9838175857099
2016-01-03 18:00:00,690.9089391676887,635.2316349283952,304.78468093112025,386.523632443387
2016-01-03 19:00:00,644.4202707701602,592.4892832845144,284.2768641101044,360.51590847600664
2016-01-03 20:00:00,559.4050816011993,514.3250932617268,246.77361898437917,312.95482210472005
2016-01-03 21:00:00,463.34562314442775,426.0066429036525,204.39835107797063,259.21510517764693
2016-01-03 22:00:00,472.84883160138105,434.7440297037828,208.5905567264656,264.53160123727713
2016-01-03 23:00:00,470.0235534114761,432.146428222663,207.3442253174536,262.9510213276574
2016-01-04 00:00:00,473.8762054886193,435.6886120605537,209.0437681479245,265.106357568048
2016-01-04 01:00:00,488.77312685357316,449.385056233731,215.6153337590788,273.4403243642251
2016-01-04 02:00:00,529.868082343101,487.16835050456484,233.74379061743537,296.4305775950585
2016-01-04 03:00:00,716.8501298204532,659.0823394368591,316.22826932295783,401.03622979535055
2016-01-04 04:00:00,892.2742210663756,820.3697768554814,393.61411953706755,499.17587327447075
2016-01-04 05:00:00,815.7348664671298,749.9983912760533,359.84986863837844,456.35652663204354
2016-01-04 06:00:00,772.3283197313161,710.0897867024851,340.7016860817393,432.07307165697574
2016-01-04 07:00:00,742.7913204732179,682.9330439453231,327.67185771479546,415.54882714731417
2016-01-04 08:00:00,714.0248516305481,656.4847379557393,314.98193791394584,399.4556498857308
2016-01-04 09:00:00,702.723738870928,646.09433203126,309.9966122778978,393.1333302472516
2016-01-04 10:00:00,677.2962351617826,622.7159187011814,298.7796295967896,378.9081110606734
2016-01-04 11:00:00,665.738278930353,612.0893671875095,293.6810011053768,372.4421023395015
2016-01-04 12:00:00,661.3719399095904,608.0748921712335,291.7548525641765,369.99938793372553
2016-01-04 13:00:00,681.1488872389259,626.2581025390722,300.47917242726055,381.063447301064
2016-01-04 14:00:00,716.8501298204532,659.0823394368591,316.22826932295783,401.03622979535055
2016-01-04 15:00:00,743.3050074168369,683.4053351237085,327.8984634255249,415.8362053126996
2016-01-04 16:00:00,732.5175816008358,673.4872203776146,323.1397435002063,409.80126383960584
2016-01-04 17:00:00,735.5997032625503,676.3209674479272,324.4993777645831,411.5255328319183
2016-01-04 18:00:00,726.3533382774065,667.8197262369895,320.42047497145285,406.3527258549808
2016-01-04 19:00:00,685.001539316069,629.800286376963,302.17871525773154,383.21878354145474
2016-01-04 20:00:00,586.373646141202,539.1203801269615,258.67041879767567,328.0421757874545
2016-01-04 21:00:00,496.2215875360501,456.23327832031964,218.90111656465592,277.60730776231367
2016-01-04 22:00:00,486.46153560728726,447.25974593099653,214.59560806079622,272.1471226199907
2016-01-04 23:00:00,486.71837907909674,447.4958915201893,214.70891091616093,272.2908117026834
2016-01-05 00:00:00,493.396309346145,453.63567683919973,217.65478515564388,276.02672785269385
2016-01-05 01:00:00,518.8238130552904,477.01409016927823,228.871767836752,290.251947039272
2016-01-05 02:00:00,561.4598293756757,516.2142579752685,247.68004182729703,314.10433476626173
2016-01-05 03:00:00,737.3976075652172,677.9739865722763,325.2924977521362,412.5313564107674
2016-01-05 04:00:00,956.7419324905726,879.6423197428522,422.0531362336145,535.2418330303407
2016-01-05 05:00:00,890.7331602355184,818.9529033203253,392.93430240487925,498.31373877831453
2016-01-05 06:00:00,853.4908568231336,784.711792887382,376.50538837699355,477.47882178787177
2016-01-05 07:00:00,816.2485534107491,750.4706824544386,360.0764743491078,456.6439047974289
2016-01-05 08:00:00,781.5746847164598,718.5910279134226,344.7805888748695,437.24587863391326
2016-01-05 09:00:00,755.6334940636953,694.7403234049586,333.3370004830319,422.73328128194964
2016-01-05 10:00:00,729.6923034109309,670.889618896495,321.89341209119436,408.22068392998614
2016-01-05 11:00:00,715.0522255177864,657.4293203125102,315.43514933540473,400.0304062165016
2016-01-05 12:00:00,708.3742952507381,651.2895349934997,312.4892750959218,396.2944900664912
2016-01-05 13:00:00,727.1238686928352,668.5281630045678,320.76038353754706,406.783793103059
2016-01-05 14:00:00,760.7703634998862,699.463235188813,335.6030575903265,425.60706293580387
2016-01-05 15:00:00,786.1978672090319,722.8416485188916,346.82004027143466,439.8322821223821
2016-01-05 16:00:00,771.0441023722683,708.9090587565214,340.1351718049156,431.35462624351214
2016-01-05 17:00:00,769.2461980696014,707.2560396321726,339.3420518173626,430.3488026646633
2016-01-05 18:00:00,750.4966246275042,690.0174116211045,331.07094337573733,419.8594996280955
2016-01-05 19:00:00,701.1826780400708,644.6774584961038,309.3167951457094,392.2711957510954
2016-01-05 20:00:00,613.3422106812047,563.9156669921962,270.5672186109722,343.1295294701889
2016-01-05 21:00:00,509.57744807014666,468.51284895834067,224.79286504362182,285.07914006233455
2016-01-05 22:00:00,400.932659494707,368.6232647298234,176.86575722434154,224.2986580833186
2016-01-05 23:00:00,409.6653375362318,376.65221476237565,180.71805430674232,229.18408689487075
2016-01-06 00:00:00,417.62748516232784,383.9727280273497,184.2304428230489,233.6384484583447
2016-01-06 01:00:00,444.08236275871144,408.295723714199,195.90063692561597,248.43842397569372
2016-01-06 02:00:00,500.84477002862195,460.4838989257885,220.94056796122103,280.1937112507824
2016-01-06 03:00:00,672.4162091974011,618.22915250652,296.6268753448598,376.17801848951194
2016-01-06 04:00:00,818.3033011852255,752.3598471679803,360.9828971920257,457.79341745897057
2016-01-06 05:00:00,781.8315281882693,718.8271735026153,344.8938917302342,437.38956771660594
2016-01-06 06:00:00,766.9346068233156,705.1307293294379,338.3223261190799,429.0556009204288
2016-01-06 07:00:00,734.8291728471219,675.6125306803491,324.1594691984889,411.09446558384025
2016-01-06 08:00:00,703.2374258145471,646.5666232096454,310.22321798862725,393.420708412637
2016-01-06 09:00:00,678.3236090490208,623.6605010579524,299.23284101824856,379.48286739144424
2016-01-06 10:00:00,660.8582529659714,607.602600992848,291.528246853447,369.71200976834007
2016-01-06 11:00:00,643.1360534111125,591.3085553385508,283.7103498332807,359.7974630625431
2016-01-06 12:00:00,647.2455489600653,595.0868847656343,285.52319551911637,362.0964883856265
2016-01-06 13:00:00,653.6666357553041,600.9905244954521,288.3557669032346,365.68871545294417
2016-01-06 14:00:00,678.5804525208304,623.8966466471451,299.34614387361324,379.6265564741369
2016-01-06 15:00:00,696.3026520756894,640.1906923014423,307.16404089377954,389.5411031799339
2016-01-06 16:00:00,690.3952522240696,634.7593437500097,304.5580752203908,386.2362542780015
2016-01-06 17:00:00,685.7720697314977,630.508723144541,302.5186238238257,383.6498507895328
2016-01-06 18:00:00,664.1972180994956,610.6724936523533,293.0011839731885,371.57996784334534
2016-01-06 19:00:00,603.3253152806324,554.7059890136804,266.14840725174776,337.52565524517325
2016-01-06 20:00:00,502.1289873876698,461.66462687175203,221.5070822380447,280.91215666424597
2016-01-06 21:00:00,419.4253894649947,385.62574715169865,185.023562810602,234.64427203719364
2016-01-06 22:00:00,410.69271142347003,377.59679711914646,181.1712657282012,229.75884322564156
2016-01-06 23:00:00,418.654859049566,384.9173103841206,184.6836542445078,234.21320478911554
2016-01-07 00:00:00,426.6170066756621,392.2378236490946,188.1960427608144,238.6675663525895
2016-01-07 01:00:00,453.8424146874744,417.269256103522,200.2061454294756,253.89860911801662
2016-01-07 02:00:00,510.3479784855753,469.22128572591873,225.13277360971597,285.5102073104126
2016-01-07 03:00:00,684.4878523724499,629.3279951985775,301.952109547002,382.9314053760693
2016-01-07 04:00:00,836.0255007400843,768.6538928222776,368.80079421219205,467.7079641647676
2016-01-07 05:00:00,797.7558234404614,733.4682000325635,351.9186687628474,446.2982908435539
2016-01-07 06:00:00,781.0609977728407,718.1187367350373,344.55398316414005,436.95850046852786
2016-01-07 07:00:00,748.1850333812183,687.8921013183701,330.05121767745476,418.56629788386107
2016-01-07 08:00:00,716.3364428768342,658.6100482584737,316.0016636122284,400.7488516299652
2016-01-07 09:00:00,690.9089391676887,635.2316349283952,304.78468093112025,386.523632443387
2016-01-07 10:00:00,672.9298961410202,618.7014436849054,296.8534810555892,376.46539665489735
2016-01-07 11:00:00,654.9508531143518,602.1712524414156,288.92228118005823,366.40716086640776
2016-01-07 12:00:00,659.0603486633046,605.9495818684991,290.7351268658939,368.7061861894911
2016-01-07 13:00:00,666.5088093457816,612.7978039550876,294.02090967147103,372.87316958757964
2016-01-07 14:00:00,691.6794695831173,635.9400716959734,305.1245894972144,386.95469969146507
2016-01-07 15:00:00,710.1721995534049,652.9425541178488,313.2823950834749,397.30031364534017
2016-01-07 16:00:00,703.7511127581662,647.038914388031,310.4498236993567,393.7080865780225
2016-01-07 17:00:00,699.1279302655944,642.788293782562,308.4103723027916,391.1216830895537
2016-01-07 18:00:00,677.5530786335921,622.9520642903743,298.89293245215435,379.05180014336617
2016-01-07 19:00:00,616.1674888711098,566.5132684733161,271.81355001998423,344.7101093798087
2016-01-07 20:00:00,514.4574740345281,472.9996151530022,226.94561929555167,287.809232633496
2016-01-07 21:00:00,429.6991283373766,395.0715707194072,189.55567702519116,240.39183534490203
2016-01-07 22:00:00,449.98976261033107,413.72707226563136,198.5066025990047,251.743272877626
2016-01-07 23:00:00,451.01713649756925,414.67165462240223,198.95981402046363,252.31802920839684
2016-01-08 00:00:00,456.924536349189,420.1030031738347,201.56577969385242,255.6228781103292
2016-01-08 01:00:00,480.8109792274771,442.0645429687569,212.10294524277217,268.9859628007511
2016-01-08 02:00:00,521.9059347170052,479.8478372395909,230.2314021011288,291.97621603158456
2016-01-08 03:00:00,690.9089391676887,635.2316349283952,304.78468093112025,386.523632443387
2016-01-08 04:00:00,897.9247774461858,825.564979817721,396.1067823550916,502.3370330937103
2016-01-08 05:00:00,833.9707529656079,766.764728108736,367.8943713692742,466.5584515032259
2016-01-08 06:00:00,802.6358494048429,737.9549662272251,354.0714230147773,449.0283834147154
2016-01-08 07:00:00,762.8251112743626,701.3523999023547,336.50948043324433,426.75657559734555
2016-01-08 08:00:00,730.9765207699785,672.0703468424584,322.459926368018,408.9391293434496
2016-01-08 09:00:00,705.8058605326426,648.9280791015725,311.35624654227445,394.857599239564
2016-01-08 10:00:00,682.4331045979735,627.4388304850357,301.0456867040842,381.7818927145276
2016-01-08 11:00:00,666.2519658739719,612.5616583658949,293.9076068161063,372.72948050488696
2016-01-08 12:00:00,663.426687684067,609.9640568847751,292.66127540709425,371.14890059526715
2016-01-08 13:00:00,681.9194176543546,626.9665393066504,300.81908099335476,381.49451454914214
2016-01-08 14:00:00,711.9701038560718,654.5955732421976,314.075515071028,398.3061372241891
2016-01-08 15:00:00,734.0586424316931,674.9040939127709,323.81956063239465,410.66339833576205
2016-01-08 16:00:00,717.8775037076915,660.0269217936301,316.6814807444168,401.6109861261214
2016-01-08 17:00:00,719.9322514821679,661.9160865071719,317.58790358733467,402.7604987876632
2016-01-08 18:00:00,703.2374258145471,646.5666232096454,310.22321798862725,393.420708412637
2016-01-08 19:00:00,650.8413575653989,598.3929230143322,287.10943549422257,364.10813554332435
2016-01-08 20:00:00,565.0556379810095,519.5202962239664,249.2662818024032,316.1159819239596
2016-01-08 21:00:00,470.2803968832856,432.38257381185576,207.45752817281831,263.09471041035005
2016-01-08 22:00:00,348.0229043019399,319.9772733561248,153.52536901920743,194.69870704862058
2016-01-08 23:00:00,355.2145215126073,326.5893498535207,156.6978489694198,198.72200136401642
2016-01-09 00:00:00,363.947199554132,334.61829988607286,160.55014605182058,203.6074301755685
2016-01-09 01:00:00,387.319955488801,356.1075485026097,170.8607058900109,216.68313670060505
2016-01-09 02:00:00,443.5686758150923,407.8234325358136,195.6740312148865,248.1510458103083
2016-01-09 03:00:00,601.7842544497751,553.2891154785243,265.46859011955945,336.66352074901704
2016-01-09 04:00:00,729.6923034109309,670.889618896495,321.89341209119436,408.22068392998614
2016-01-09 05:00:00,700.1553041528326,643.7328761393328,308.8635837242505,391.69643942032445
2016-01-09 06:00:00,687.8268175059742,632.3978878580828,303.4250466667435,384.7993634510745
2016-01-09 07:00:00,662.1424703250191,608.7833289388116,292.0947611302707,370.4304551818036
2016-01-09 08:00:00,634.1465318977782,583.043459716806,279.7447498955152,354.7683451682983
2016-01-09 09:00:00,611.8011498503474,562.4987934570399,269.8874014787838,342.26739497403264
2016-01-09 10:00:00,597.1610719572031,549.0384948730555,263.4291387229943,334.0771172605483
2016-01-09 11:00:00,578.9251854587251,532.2721580403729,255.38463599209857,323.8751923893659
2016-01-09 12:00:00,585.6031157257733,538.4119433593834,258.3305102315815,327.61110853937635
2016-01-09 13:00:00,587.6578635002497,540.3011080729251,259.23693307449935,328.760621200918
2016-01-09 14:00:00,610.2600890194901,561.0819199218838,269.20758434659547,341.4052604778764
2016-01-09 15:00:00,622.845419138158,572.6530537923265,274.75942425946715,348.4460255298191
2016-01-09 16:00:00,624.1296364972058,573.8337817382901,275.3259385362908,349.16447094328265
2016-01-09 17:00:00,615.6538019274907,566.0409772949307,271.58694430925476,344.42273121442327
2016-01-09 18:00:00,595.3631676545363,547.3854757487064,262.63601873544116,333.0712936816993
2016-01-09 19:00:00,538.0870734410066,494.72500935873165,237.3694819891067,301.0286282412252
2016-01-09 20:00:00,441.7707715124255,406.1704134114646,194.8809112273334,247.14522223145931
2016-01-09 21:00:00,367.79985163127515,338.1604837239636,162.24968888229154,205.76276641595916
2016-01-09 22:00:00,327.21858308536633,300.8494806315151,144.3478377346644,183.05989135051118
2016-01-09 23:00:00,333.8965133524146,306.98926595052563,147.29371197414736,186.7958075005216
2016-01-10 00:00:00,341.088130563082,313.6013424479215,150.46619192435972,190.81910181591743
2016-01-10 01:00:00,361.37876483603645,332.25684399414575,159.4171174981733,202.17053934864143
2016-01-10 02:00:00,418.654859049566,384.9173103841206,184.6836542445078,234.21320478911554
2016-01-10 03:00:00,575.586220325201,529.2022653808676,253.91169887235708,322.0072343143607
2016-01-10 04:00:00,687.0562870905455,631.6894510905045,303.08513810064926,384.3682962029963
2016-01-10 05:00:00,654.6940096425423,601.9351068522229,288.8089783246935,366.26347178371503
2016-01-10 06:00:00,629.2665059333967,578.5566935221443,277.59199564358534,352.0382525971368
2016-01-10 07:00:00,611.2874629067284,562.0265022786546,269.66079576805436,341.9800168086472
2016-01-10 08:00:00,585.0894287821543,537.9396521809979,258.10390452085204,327.32373037399094
2016-01-10 09:00:00,569.4219770017718,523.5347712402425,251.1924303436036,318.5586963297357
2016-01-10 10:00:00,555.2955860522466,510.54676383464334,244.9607732985435,310.6557967816367
2016-01-10 11:00:00,538.8576038564354,495.43344612630983,237.70939055520088,301.45969548930333
2016-01-10 12:00:00,539.3712908000545,495.90573730469526,237.93599626593033,301.74707365468873
2016-01-10 13:00:00,537.5733864973876,494.2527181803462,237.14287627837723,300.7412500758398
2016-01-10 14:00:00,563.5145771501521,518.1034226888103,248.58646467021487,315.2538474278034
2016-01-10 15:00:00,580.9799332332015,534.1613227539146,256.29105883501643,325.02470505090764
2016-01-10 16:00:00,581.236776705011,534.3974683431072,256.40436169038105,325.16839413360026
2016-01-10 17:00:00,576.0999072688201,529.674556559253,254.13830458308652,322.2946124797461
2016-01-10 18:00:00,560.9461424320566,515.741966796883,247.45343611656756,313.8169566008763
2016-01-10 19:00:00,510.09113501376584,468.9851401367261,225.01947075435126,285.36651822771995
2016-01-10 20:00:00,418.91170252137556,385.15345597331327,184.79695709987254,234.35689387180824
2016-01-10 21:00:00,346.4818434710825,318.5603998209685,152.84555188701904,193.83657255246433
2016-01-10 22:00:00,276.36357566707545,254.0926539713581,121.9138723724481,154.60945297735478
2016-01-10 23:00:00,285.6099406522193,262.5938951822958,125.99277516557835,159.78225995429233
2016-01-11 00:00:00,286.1236275958384,263.0661863606812,126.2193808763078,160.06963811967773
2016-01-11 01:00:00,312.578505192222,287.3891820475305,137.88957497887486,174.86961363702676
2016-01-11 02:00:00,383.72414688346726,352.8015102539117,169.2744659149047,214.67148954290712
2016-01-11 03:00:00,543.9944732926264,500.1563579101641,239.97544766249547,304.33347714315755
2016-01-11 04:00:00,613.8558976248239,564.3879581705817,270.79382432170166,343.4169076355743
2016-01-11 05:00:00,579.9525593459633,533.2167403971437,255.83784741355743,324.4499487201367
2016-01-11 06:00:00,555.2955860522466,510.54676383464334,244.9607732985435,310.6557967816367
2016-01-11 07:00:00,534.4912648356731,491.4189711100337,235.78324201400048,299.01698108352724
2016-01-11 08:00:00,509.32060459833707,468.2767033691479,224.67956218825708,284.9354509796418
2016-01-11 09:00:00,496.9921179514788,456.94171508789776,219.2410251307501,278.0383750103918
2016-01-11 10:00:00,482.60888353014394,443.71756209310587,212.8960652303253,269.99178637960006
2016-01-11 11:00:00,472.07830118595245,434.0355929362047,208.2506481603714,264.100533989199
2016-01-11 12:00:00,479.5267618684294,440.8838150227933,211.53643096594854,268.26751738728757
2016-01-11 13:00:00,485.69100519185855,446.5513091634184,214.25569949470201,271.7160553719126
2016-01-11 14:00:00,504.1837351621461,463.55379158529365,222.4135050809625,282.0616693257876
2016-01-11 15:00:00,530.8954562303393,488.11293286133576,234.1970020388943,297.0053339258294
2016-01-11 16:00:00,535.0049517792921,491.8912622884192,236.00984772472998,299.30435924891276
2016-01-11 17:00:00,532.1796735893871,489.2936608072994,234.76351631571796,297.72377933929295
2016-01-11 18:00:00,521.6490912451956,479.61169165039803,230.11809924576403,291.83252694889177
2016-01-11 19:00:00,475.16042284766706,436.8693400065173,209.61028242474816,265.82480298151154
2016-01-11 20:00:00,374.2209384265139,344.0641234537814,165.08226026640975,209.3549934832769
2016-01-11 21:00:00,304.616357566126,280.0686687825564,134.37718646256826,170.41525207355275
2016-01-11 22:00:00,239.8918026701195,220.559980305993,105.82486691065662,134.20560323499012
2016-01-11 23:00:00,248.62448071164417,228.58893033854525,109.67716399305742,139.09103204654227
2016-01-12 00:00:00,254.01819361964468,233.54798771159219,112.05652395571671,142.10850278308914
2016-01-12 01:00:00,276.62041913888504,254.32879956055086,122.02717522781286,154.75314206004754
2016-01-12 02:00:00,327.989113500795,301.55791739909324,144.6877463007586,183.4909585985893
2016-01-12 03:00:00,467.4551186933805,429.78497233073585,206.2111967638063,261.51413050073023
2016-01-12 04:00:00,561.9735163192948,516.6865491536538,247.90664753802642,314.3917129316471
2016-01-12 05:00:00,540.3986646872926,496.850319661466,238.38920768738922,302.32182998545954
2016-01-12 06:00:00,515.9985348653854,474.41648868815844,227.62543642774,288.67136712965225
2016-01-12 07:00:00,497.24896142328834,457.1778606770905,219.35432798611484,278.18206409308453
2016-01-12 08:00:00,474.1330489604288,435.9247576497464,209.15707100328925,265.25004665074067
2016-01-12 09:00:00,456.1540059337603,419.3945664062565,201.22587112775818,255.19181086225103
2016-01-12 10:00:00,442.54130192785414,406.8788501790428,195.22081979342758,247.57628947953745
2016-01-12 11:00:00,434.8359977735676,399.79448250326135,191.82173413248572,243.26561699875617
2016-01-12 12:00:00,436.6339020762345,401.4475016276104,192.6148541200388,244.27144057760515
2016-01-12 13:00:00,439.97286720975865,404.5173942871156,194.08779123978027,246.13939865261034
2016-01-12 14:00:00,458.7224406518559,421.75602229818367,202.35889968140552,256.6287016891782
2016-01-12 15:00:00,477.985701037572,439.4669414876371,210.85661383376018,267.4053828911313
2016-01-12 16:00:00,480.0404488120485,441.3561062011788,211.763036676678,268.55489555267303
2016-01-12 17:00:00,477.21517062214343,438.7585047200589,210.51670526766597,266.9743156430532
2016-01-12 18:00:00,461.8045623135705,424.5897693684962,203.71853394578227,258.35297068149066
2016-01-12 19:00:00,419.16854599318503,385.38960156250596,184.91025995523725,234.5005829545009
2016-01-12 20:00:00,327.73227002898545,301.3217718099005,144.57444344539385,183.34726951589658
2016-01-12 21:00:00,261.20981083031205,240.1600642089881,115.2290039059291,146.13179709848495
2016-01-12 22:00:00,239.6349591983099,220.32383471680032,105.71156405529192,134.06191415229745
2016-01-12 23:00:00,250.42238501431098,230.24194946289424,110.47028398061052,140.0968556253912
2016-01-13 00:00:00,255.55925445050198,234.96486124674846,112.73634108790509,142.97063727924538
2016-01-13 01:00:00,276.36357566707545,254.0926539713581,121.9138723724481,154.60945297735478
2016-01-13 02:00:00,327.73227002898545,301.3217718099005,144.57444344539385,183.34726951589658
2016-01-13 03:00:00,466.4277448061423,428.84038997396505,205.7579853423474,260.9393741699594
2016-01-13 04:00:00,560.9461424320566,515.741966796883,247.45343611656756,313.8169566008763
2016-01-13 05:00:00,542.4534124617691,498.7394843750077,239.29563053030705,303.4713426470012
2016-01-13 06:00:00,517.0259087526236,475.36107104492936,228.07864784919894,289.2461234604231
2016-01-13 07:00:00,497.7626483669074,457.6501518554759,219.58093369684428,278.4694422584699
2016-01-13 08:00:00,473.1056750731906,434.98017529297556,208.70385958183033,264.67529031996986
2016-01-13 09:00:00,455.1266320465221,418.44998404948564,200.77265970629927,254.6170545314802
2016-01-13 10:00:00,442.79814539966367,407.1149957682354,195.3341226487923,247.71997856223012
2016-01-13 11:00:00,433.8086238863295,398.84990014649054,191.3685227110268,242.69086066798533
2016-01-13 12:00:00,436.1202151326154,400.97521044922496,192.38824840930937,243.9840624122197
2016-01-13 13:00:00,439.71602373794906,404.2812486979229,193.97448838441557,245.99570956991764
2016-01-13 14:00:00,459.749814539094,422.70060465495453,202.81211110286443,257.203458019949
2016-01-13 15:00:00,475.16042284766706,436.8693400065173,209.61028242474816,265.82480298151154
2016-01-13 16:00:00,474.9035793758575,436.6331944173245,209.4969795693834,265.6811138988188
2016-01-13 17:00:00,472.33514465776193,434.2717385253974,208.36395101573615,264.2442230718917
2016-01-13 18:00:00,461.5477188417609,424.3536237793035,203.60523109041756,258.209281598798
2016-01-13 19:00:00,417.1137982187087,383.5004368489643,184.00383711231945,233.35107029295926
2016-01-13 20:00:00,325.93436572631856,299.66875268555157,143.78132345784076,182.34144593704764
2016-01-13 21:00:00,259.9255934712643,238.97933626302458,114.66248962910548,145.41335168502144
