,HE Bistrica,HE Kokin Brod,HE Pirot,HE Potpec,RHE Bajina Basta G2,HE Uvac,HE Vrla 1-4,HDAM,HROR
2010-02-18 02:00:00+00:00,0.632787807,0.948703273,0.42184406,0.853669596,0.1,0.845373338,0.687320496,0.687134346,0.5993106
2010-02-18 03:00:00+00:00,0.639608505,0.948722544,0.422112237,0.863267453,0.1,0.845701823,0.687511183,0.687320496,0.6023566
2010-02-18 04:00:00+00:00,0.646429203,0.948741785,0.422378923,0.872858882,0.1,0.84602943,0.687706405,0.687511183,0.6054025
2010-02-18 05:00:00+00:00,0.653249902,0.948760995,0.422644118,0.882443882,0.1,0.84635616,0.687906164,0.687706405,0.6084484
2010-02-18 06:00:00+00:00,0.6600706,0.948780176,0.422907822,0.892022453,0.1,0.846682013,0.688110458,0.687906164,0.6114944
2010-02-18 07:00:00+00:00,0.666891298,0.948799327,0.423170035,0.901594596,0.1,0.847006988,0.688319289,0.688110458,0.6145403
2010-02-18 08:00:00+00:00,0.673711997,0.948818447,0.423430757,0.911160311,0.1,0.847331086,0.688532656,0.688319289,0.6175863
2010-02-18 09:00:00+00:00,0.680532695,0.948837538,0.423689987,0.920719596,0.1,0.847654306,0.688750559,0.688532656,0.6206322
2010-02-18 10:00:00+00:00,0.687353393,0.948856598,0.423947727,0.930272453,0.1,0.847976649,0.688972998,0.688750559,0.6236782
2010-02-18 11:00:00+00:00,0.694174092,0.948875629,0.424203975,0.939818882,0.1,0.848298115,0.689199973,0.688972998,0.6267241
2010-02-18 12:00:00+00:00,0.70099479,0.948894629,0.424458732,0.949358882,0.1,0.848618703,0.689431484,0.689199973,0.62977
2010-02-18 13:00:00+00:00,0.690763729,0.948782828,0.42328171,0.935132466,0.1,0.847697746,0.688902538,0.689431484,0.632816
2010-02-18 14:00:00+00:00,0.697584427,0.948801768,0.423533485,0.944659609,0.1,0.84801658,0.689143121,0.688902538,0.6358619
2010-02-18 15:00:00+00:00,0.704405125,0.948820679,0.423783769,0.954180323,0.1,0.848334536,0.689388241,0.689143121,0.6389079
2010-02-18 16:00:00+00:00,0.711225824,0.948839559,0.424032561,0.963694609,0.1,0.848651614,0.689637897,0.689388241,0.6419538
2010-02-18 17:00:00+00:00,0.718046522,0.94885841,0.424279863,0.973202466,0.1,0.848967816,0.689892088,0.689637897,0.6449998
2010-02-18 18:00:00+00:00,0.707815461,0.948746458,0.423095385,0.958943907,0.1,0.848042472,0.689385822,0.689892088,0.6480457
2010-02-18 19:00:00+00:00,0.703282853,0.948634476,0.421909415,0.94467892,0.1,0.848356918,0.689086863,0.689385822,0.6510917
2010-02-18 20:00:00+00:00,0.707273108,0.948653237,0.422152244,0.954167491,0.1,0.848670488,0.689354663,0.689086863,0.6541376
2010-02-18 21:00:00+00:00,0.714093807,0.948671967,0.422393581,0.963649634,0.1,0.848983179,0.689626999,0.689354663,0.6571835
2010-02-18 22:00:00+00:00,0.720914505,0.948690667,0.422633428,0.973125348,0.1,0.849294994,0.689903872,0.689626999,0.6602295
2010-02-18 23:00:00+00:00,0.727735203,0.948709337,0.422871783,0.982594634,0.1,0.849605931,0.69018528,0.689903872,0.6632754
2010-02-19 00:00:00+00:00,0.734555902,0.948729399,0.423109187,0.992057491,0.1,0.849916142,0.690484462,0.69018528,0.668539
2010-02-19 01:00:00+00:00,0.7413766,0.948750851,0.42334564,1,0.1,0.850225628,0.690801418,0.690484462,0.6738025
2010-02-19 02:00:00+00:00,0.748197298,0.948773693,0.423581142,1,0.1,0.850534388,0.691136148,0.690801418,0.6790661
2010-02-19 03:00:00+00:00,0.755017996,0.948797927,0.423815694,1,0.1,0.850842422,0.691488651,0.691136148,0.6843296
2010-02-19 04:00:00+00:00,0.761838695,0.948823552,0.424049294,1,0.1,0.851149731,0.691858929,0.691488651,0.6895931
2010-02-19 05:00:00+00:00,0.768659393,0.948850567,0.424281943,1,0.1,0.851456313,0.69224698,0.691858929,0.6948567
2010-02-19 06:00:00+00:00,0.775480091,0.948878974,0.424513641,1,0.1,0.85176217,0.692652805,0.69224698,0.7001202
2010-02-19 07:00:00+00:00,0.76524903,0.948777999,0.4233141,0.98565787,0.1,0.850826633,0.69231141,0.692652805,0.7053838
2010-02-19 08:00:00+00:00,0.772069729,0.948809187,0.423543896,0.995069298,0.1,0.851131039,0.692752782,0.69231141,0.7106473
2010-02-19 09:00:00+00:00,0.778890427,0.948841766,0.423772741,1,0.1,0.851434719,0.693211929,0.692752782,0.7159109
2010-02-19 10:00:00+00:00,0.785711125,0.948875736,0.424000636,1,0.1,0.851737673,0.693688849,0.693211929,0.7211744
2010-02-19 11:00:00+00:00,0.792531824,0.948911097,0.424227579,1,0.1,0.852039901,0.694183543,0.693688849,0.7264379
2010-02-19 12:00:00+00:00,0.799352522,0.948947849,0.424453571,1,0.1,0.852341404,0.694696011,0.694183543,0.7317015
2010-02-19 13:00:00+00:00,0.80617322,0.948985992,0.424678613,1,0.1,0.852642181,0.695226253,0.694696011,0.736965
2010-02-19 14:00:00+00:00,0.812993918,0.949025525,0.424902703,1,0.1,0.852942232,0.695774268,0.695226253,0.7422286
2010-02-19 15:00:00+00:00,0.819814617,0.949066449,0.425125842,1,0.1,0.853241557,0.696340057,0.695774268,0.7474921
2010-02-19 16:00:00+00:00,0.826635315,0.949108765,0.425348031,1,0.1,0.853540157,0.69692362,0.696340057,0.7527557
2010-02-19 17:00:00+00:00,0.833456013,0.949152471,0.425569268,1,0.1,0.853838031,0.697524957,0.69692362,0.7580192
2010-02-19 18:00:00+00:00,0.840276712,0.949197568,0.425789555,1,0.1,0.854135179,0.698144068,0.697524957,0.7632827
2010-02-19 19:00:00+00:00,0.84709741,0.949244056,0.42600889,1,0.1,0.854431602,0.698780953,0.698144068,0.7685463
2010-02-19 20:00:00+00:00,0.853918108,0.949291935,0.426227274,1,0.1,0.854727299,0.699435611,0.698780953,0.7738098
2010-02-19 21:00:00+00:00,0.860738807,0.949341204,0.426444708,1,0.1,0.85502227,0.700108043,0.699435611,0.7790734
2010-02-19 22:00:00+00:00,0.867559505,0.949391865,0.42666119,1,0.1,0.855316515,0.700798249,0.700108043,0.7843369
2010-02-19 23:00:00+00:00,0.874380203,0.949443916,0.426876722,1,0.1,0.855610034,0.701506229,0.700798249,0.7896005
2010-02-20 00:00:00+00:00,0.881200901,0.949496497,0.42709156,1,0.1,0.855902792,0.702209483,0.701506229,0.7969063
2010-02-20 01:00:00+00:00,0.8880216,0.949549607,0.427305707,1,0.1,0.856194789,0.702908012,0.702209483,0.8039176
2010-02-20 02:00:00+00:00,0.894842298,0.949603246,0.42751916,1,0.1,0.856486023,0.703601816,0.702908012,0.8105948
2010-02-20 03:00:00+00:00,0.901662996,0.949657414,0.427731921,1,0.1,0.856776497,0.704290894,0.703601816,0.8172721
2010-02-20 04:00:00+00:00,0.908483695,0.949712111,0.427943989,1,0.1,0.857066208,0.704975247,0.704290894,0.8239494
2010-02-20 05:00:00+00:00,0.915304393,0.949767337,0.428155365,1,0.1,0.857355158,0.705654874,0.704975247,0.8306266
2010-02-20 06:00:00+00:00,0.922125091,0.949823093,0.428366048,1,0.1,0.857643346,0.706329776,0.705654874,0.8373039
2010-02-20 07:00:00+00:00,0.91189403,0.949748606,0.427145749,0.985503584,0.1,0.856690104,0.706234959,0.706329776,0.8439812
2010-02-20 08:00:00+00:00,0.918714729,0.949805419,0.427355047,0.994760727,0.1,0.856976769,0.70690041,0.706234959,0.8506584
2010-02-20 09:00:00+00:00,0.925535427,0.949862763,0.427563652,1,0.1,0.857262672,0.707561136,0.70690041,0.8573357
2010-02-20 10:00:00+00:00,0.932356125,0.949920635,0.427771564,1,0.1,0.857547814,0.708217137,0.707561136,0.864013
2010-02-20 11:00:00+00:00,0.922125064,0.949848264,0.426548495,0.98547787,0.1,0.856591526,0.708103418,0.708217137,0.8706902
2010-02-20 12:00:00+00:00,0.928945762,0.949907195,0.426755022,0.994709298,0.1,0.856875144,0.708749968,0.708103418,0.8773675
2010-02-20 13:00:00+00:00,0.935766461,0.949966654,0.426960856,1,0.1,0.857158001,0.709391792,0.708749968,0.8840448
2010-02-20 14:00:00+00:00,0.942587159,0.950026643,0.427165998,1,0.1,0.857440096,0.710028891,0.709391792,0.890722
2010-02-20 15:00:00+00:00,0.949407857,0.950087161,0.427370448,1,0.1,0.85772143,0.710661264,0.710028891,0.8973993
2010-02-20 16:00:00+00:00,0.956228556,0.950148209,0.427574204,1,0.1,0.858002001,0.711288912,0.710661264,0.9040766
2010-02-20 17:00:00+00:00,0.963049254,0.950209785,0.427777268,1,0.1,0.858281812,0.711911835,0.711288912,0.9107538
2010-02-20 18:00:00+00:00,0.952818193,0.950141118,0.42654935,0.98543287,0.1,0.857320192,0.711765038,0.711911835,0.9174311
2010-02-20 19:00:00+00:00,0.942587132,0.950072981,0.42532074,0.970859311,0.1,0.856357811,0.711613517,0.711765038,0.9241084
2010-02-20 20:00:00+00:00,0.932356071,0.950005373,0.424091437,0.956279324,0.1,0.855394668,0.71145727,0.711613517,0.9307857
2010-02-20 21:00:00+00:00,0.939176769,0.950069066,0.42429173,0.965452895,0.1,0.855671431,0.712061291,0.71145727,0.9374629
2010-02-20 22:00:00+00:00,0.945997467,0.950133288,0.424491331,0.974620038,0.1,0.855947433,0.712660586,0.712061291,0.9441402
2010-02-20 23:00:00+00:00,0.952818166,0.950198039,0.424690239,0.983780752,0.1,0.856222674,0.713255157,0.712660586,0.9506332
2010-02-21 00:00:00+00:00,0.959638864,0.950263062,0.4248885,0.992935038,0.1,0.856497975,0.713843856,0.713255157,0.9520147
2010-02-21 01:00:00+00:00,0.949407803,0.950197583,0.423655826,0.978322908,0.1,0.85553267,0.71366169,0.713843856,0.9533962
2010-02-21 02:00:00+00:00,0.956228501,0.950263147,0.423852794,0.987464336,0.1,0.855808093,0.714238647,0.71366169,0.9547776
2010-02-21 03:00:00+00:00,0.94599744,0.95019821,0.422618827,0.972839349,0.1,0.85484291,0.714044739,0.714238647,0.9561591
2010-02-21 04:00:00+00:00,0.935766379,0.950133544,0.421384213,0.958207933,0.1,0.853877788,0.713844959,0.714044739,0.9575406
2010-02-21 05:00:00+00:00,0.942587078,0.950199921,0.421579241,0.967330076,0.1,0.854153395,0.714404303,0.713844959,0.958922
2010-02-21 06:00:00+00:00,0.949407776,0.950266569,0.421773623,0.97644579,0.1,0.854429063,0.714957775,0.714404303,0.9603035
2010-02-21 07:00:00+00:00,0.956228474,0.950333488,0.421967358,0.985555076,0.1,0.854704792,0.715505375,0.714957775,0.961685
2010-02-21 08:00:00+00:00,0.963049172,0.950400678,0.422160447,0.994657933,0.1,0.854980582,0.716047105,0.715505375,0.9630664
2010-02-21 09:00:00+00:00,0.969869871,0.950468138,0.422352889,1,0.1,0.855256433,0.716582963,0.716047105,0.9644479
2010-02-21 10:00:00+00:00,0.976690569,0.95053587,0.422544684,1,0.1,0.855532346,0.717112951,0.716582963,0.9658293
2010-02-21 11:00:00+00:00,0.983511267,0.950603873,0.422735833,1,0.1,0.855808319,0.717637067,0.717112951,0.9672108
2010-02-21 12:00:00+00:00,0.990331966,0.950672146,0.422926336,1,0.1,0.856084354,0.718155312,0.717637067,0.9685923
2010-02-21 13:00:00+00:00,0.997152664,0.950740691,0.423116191,1,0.1,0.85636045,0.718667685,0.718155312,0.9699737
2010-02-21 14:00:00+00:00,1,0.950809506,0.4233054,1,0.1,0.856636606,0.719174188,0.718667685,0.9713552
2010-02-21 15:00:00+00:00,1,0.950878592,0.423493963,1,0.1,0.856912824,0.719674819,0.719174188,0.9727367
2010-02-21 16:00:00+00:00,1,0.95094795,0.423681878,1,0.1,0.857189103,0.720169579,0.719674819,0.9741181
2010-02-21 17:00:00+00:00,0.989768939,0.950886806,0.422438859,0.985285013,0.1,0.856224775,0.719893475,0.720169579,0.9754996
2010-02-21 18:00:00+00:00,0.996589637,0.950956705,0.422625481,0.994323584,0.1,0.856501176,0.720376492,0.719893475,0.9768811
2010-02-21 19:00:00+00:00,1,0.951026875,0.422811457,1,0.1,0.856777638,0.720853639,0.720376492,0.9782625
2010-02-21 20:00:00+00:00,1,0.951097316,0.422996787,1,0.1,0.857054162,0.721324914,0.720853639,0.979644
2010-02-21 21:00:00+00:00,1,0.951168028,0.42318147,1,0.1,0.857330746,0.721790319,0.721324914,0.9810255
2010-02-21 22:00:00+00:00,1,0.951239011,0.423365506,1,0.1,0.857607392,0.722249852,0.721790319,0.9824069
2010-02-21 23:00:00+00:00,1,0.951310265,0.423548895,1,0.1,0.857884098,0.722703513,0.722249852,0.9837884
2010-02-22 00:00:00+00:00,1,0.951381536,0.423733221,1,0.1,0.858164541,0.723152834,0.722703513,0.984204
2010-02-22 01:00:00+00:00,1,0.951452824,0.423918482,1,0.1,0.858448721,0.723597815,0.723152834,0.9846197
2010-02-22 02:00:00+00:00,1,0.95152413,0.424104679,1,0.1,0.858736638,0.724038454,0.723597815,0.9850354
2010-02-22 03:00:00+00:00,0.989768939,0.951464681,0.422861523,0.985220727,0.1,0.857787624,0.723709759,0.724038454,0.9850744
2010-02-22 04:00:00+00:00,0.979537878,0.951405249,0.421619302,0.970435025,0.1,0.856842346,0.723376723,0.723709759,0.9850602
2010-02-22 05:00:00+00:00,0.969306817,0.951345834,0.420378018,0.955642895,0.1,0.855900804,0.723039347,0.723376723,0.985046
2010-02-22 06:00:00+00:00,0.976127515,0.951417209,0.420567958,0.964604324,0.1,0.856203668,0.723462623,0.723039347,0.9850318
2010-02-22 07:00:00+00:00,0.965896454,0.951357829,0.419328545,0.949799336,0.1,0.8552696,0.723116565,0.723462623,0.9850177
2010-02-22 08:00:00+00:00,0.955665393,0.951298466,0.418090068,0.93498792,0.1,0.854339269,0.722766166,0.723116565,0.9850035
2010-02-22 09:00:00+00:00,0.962486091,0.951369893,0.418282815,0.943930063,0.1,0.854653343,0.72317642,0.722766166,0.9849893
2010-02-22 10:00:00+00:00,0.95225503,0.951310564,0.417046209,0.92910579,0.1,0.853730486,0.722817339,0.72317642,0.9849751
2010-02-22 11:00:00+00:00,0.959075729,0.951382025,0.417240829,0.938035076,0.1,0.854052033,0.723218912,0.722817339,0.9849609
2010-02-22 12:00:00+00:00,0.965896427,0.951453504,0.417436383,0.946957933,0.1,0.854377318,0.723616143,0.723218912,0.9849468
2010-02-22 13:00:00+00:00,0.972717125,0.951524999,0.417632874,0.955874361,0.1,0.854706339,0.724009034,0.723616143,0.9849326
2010-02-22 14:00:00+00:00,0.979537824,0.951596512,0.417830301,0.964784361,0.1,0.855039096,0.724397584,0.724009034,0.9849184
2010-02-22 15:00:00+00:00,0.986358522,0.951668042,0.418028663,0.973687933,0.1,0.855375591,0.724781793,0.724397584,0.9849042
2010-02-22 16:00:00+00:00,0.99317922,0.951739589,0.418227961,0.982585076,0.1,0.855715822,0.725161661,0.724781793,0.98489
2010-02-22 17:00:00+00:00,0.999999919,0.951811154,0.418428195,0.99147579,0.1,0.85605979,0.725537189,0.725161661,0.9848759
2010-02-22 18:00:00+00:00,0.989768857,0.951751964,0.417199076,0.976600088,0.1,0.855166827,0.725143382,0.725537189,0.9848617
2010-02-22 19:00:00+00:00,0.996589556,0.951823563,0.417401181,0.985477945,0.1,0.855518268,0.725510228,0.725143382,0.9848475
2010-02-22 20:00:00+00:00,0.986358495,0.951764407,0.416173933,0.970589387,0.1,0.854632778,0.72510774,0.725510228,0.9848333
2010-02-22 21:00:00+00:00,0.993179193,0.951836041,0.41637791,0.979454387,0.1,0.854991693,0.725465904,0.72510774,0.9848191
2010-02-22 22:00:00+00:00,0.999999891,0.951907691,0.416582823,0.988312958,0.1,0.855354345,0.725819728,0.725465904,0.9848049
2010-02-22 23:00:00+00:00,1,0.95197936,0.416788672,0.997165101,0.1,0.855720733,0.72616921,0.725819728,0.9847908
2010-02-23 00:00:00+00:00,1,0.952050912,0.416996605,1,0.1,0.856092853,0.726523792,0.72616921,0.9852279
2010-02-23 01:00:00+00:00,0.989768939,0.951991576,0.415776333,0.985079298,0.1,0.855230037,0.726118479,0.726523792,0.9856651
2010-02-23 02:00:00+00:00,0.996589637,0.952062897,0.415988435,0.993912155,0.1,0.855613622,0.726483259,0.726118479,0.9861022
2010-02-23 03:00:00+00:00,1,0.952134102,0.416202621,1,0.1,0.856002938,0.726853138,0.726483259,0.9865394
2010-02-23 04:00:00+00:00,1,0.95220519,0.416418891,1,0.1,0.856397986,0.727228116,0.726853138,0.9869765
2010-02-23 05:00:00+00:00,1,0.952276164,0.416637246,1,0.1,0.856798767,0.727608192,0.727228116,0.9874137
2010-02-23 06:00:00+00:00,1,0.952347021,0.416857685,1,0.1,0.857205279,0.727993368,0.727608192,0.9878508
2010-02-23 07:00:00+00:00,1,0.952417762,0.417080208,1,0.1,0.857617523,0.728383643,0.727993368,0.988288
2010-02-23 08:00:00+00:00,1,0.952488388,0.417304816,1,0.1,0.858035499,0.728779016,0.728383643,0.9887251
2010-02-23 09:00:00+00:00,0.989768939,0.952428125,0.416101219,0.98502787,0.1,0.857218539,0.728414495,0.728779016,0.9891623
2010-02-23 10:00:00+00:00,0.996589637,0.952498519,0.416329995,0.993809298,0.1,0.857647979,0.728820067,0.728414495,0.9895994
2010-02-23 11:00:00+00:00,1,0.952568797,0.416560856,1,0.1,0.858083151,0.729230737,0.728820067,0.9900366
2010-02-23 12:00:00+00:00,1,0.952638959,0.416793801,1,0.1,0.858524055,0.729646507,0.729230737,0.9904737
2010-02-23 13:00:00+00:00,1,0.952709005,0.417028831,1,0.1,0.858970691,0.730067375,0.729646507,0.9909109
2010-02-23 14:00:00+00:00,0.989768939,0.952648164,0.415835655,0.984995727,0.1,0.858182391,0.729728349,0.730067375,0.991348
2010-02-23 15:00:00+00:00,0.996589637,0.952717978,0.416074853,0.993745013,0.1,0.858640491,0.730159416,0.729728349,0.9917852
2010-02-23 16:00:00+00:00,1,0.952787677,0.416316136,1,0.1,0.859104323,0.730595581,0.730159416,0.9922223
2010-02-23 17:00:00+00:00,1,0.95285726,0.416559503,1,0.1,0.859573887,0.731036846,0.730595581,0.9926595
2010-02-23 18:00:00+00:00,1,0.952926727,0.416804954,1,0.1,0.860049182,0.731483209,0.731036846,0.9930966
2010-02-23 19:00:00+00:00,1,0.952996078,0.417052489,1,0.1,0.86053021,0.731934671,0.731483209,0.9935338
2010-02-23 20:00:00+00:00,1,0.953065314,0.417302109,1,0.1,0.86101697,0.732391233,0.731934671,0.9939709
2010-02-23 21:00:00+00:00,1,0.953134433,0.417553813,1,0.1,0.861509462,0.732852893,0.732391233,0.9944081
2010-02-23 22:00:00+00:00,1,0.953203437,0.417807602,1,0.1,0.862007685,0.733319652,0.732852893,0.9948453
2010-02-23 23:00:00+00:00,1,0.953272324,0.418063475,1,0.1,0.862511641,0.733791511,0.733319652,0.9952824
2010-02-24 00:00:00+00:00,1,0.95334103,0.418321429,1,0.1,0.863020296,0.734268936,0.733791511,0.9958482
2010-02-24 01:00:00+00:00,1,0.953409552,0.418581464,1,0.1,0.863533649,0.734751927,0.734268936,0.9964141
2010-02-24 02:00:00+00:00,0.989768939,0.95334712,0.417413291,0.984918584,0.1,0.862811033,0.734475492,0.734751927,0.9969799
2010-02-24 03:00:00+00:00,0.979537878,0.953284506,0.4162472,0.96983074,0.1,0.862093116,0.734204624,0.734475492,0.9975457
2010-02-24 04:00:00+00:00,0.986358576,0.953352481,0.416513478,0.978496454,0.1,0.862620566,0.734704316,0.734204624,0.9981115
2010-02-24 05:00:00+00:00,0.993179275,0.953420273,0.416781838,0.98715574,0.1,0.863152715,0.735209574,0.734704316,0.9986774
2010-02-24 06:00:00+00:00,0.982948214,0.953357111,0.415621991,0.972048609,0.1,0.862448894,0.734955406,0.735209574,0.9992432
2010-02-24 07:00:00+00:00,0.989768912,0.953424538,0.415894513,0.980695038,0.1,0.86299044,0.735471798,0.734955406,0.999809
2010-02-24 08:00:00+00:00,0.99658961,0.953491783,0.416169116,0.989335038,0.1,0.863536686,0.735993757,0.735471798,1
2010-02-24 09:00:00+00:00,1,0.953558845,0.416445801,0.997968609,0.1,0.86408763,0.736521282,0.735993757,1
2010-02-24 10:00:00+00:00,1,0.953625724,0.416724567,1,0.1,0.864643273,0.737054374,0.736521282,1
2010-02-24 11:00:00+00:00,0.989768939,0.953561649,0.415575125,0.984860727,0.1,0.863962946,0.736828039,0.737054374,1
2010-02-24 12:00:00+00:00,0.979537878,0.953497391,0.414427764,0.969715025,0.1,0.863287319,0.736607271,0.736828039,1
2010-02-24 13:00:00+00:00,0.969306817,0.953432951,0.413282485,0.954562895,0.1,0.86261639,0.73639207,0.736607271,1
2010-02-24 14:00:00+00:00,0.976127515,0.9534991,0.413569576,0.963164324,0.1,0.863190828,0.736947429,0.73639207,1
2010-02-24 15:00:00+00:00,0.982948214,0.953565067,0.413858747,0.971759324,0.1,0.863769965,0.737508354,0.736947429,1
2010-02-24 16:00:00+00:00,0.989768912,0.953630851,0.41415,0.980347895,0.1,0.864353802,0.738074847,0.737508354,1
2010-02-24 17:00:00+00:00,0.99658961,0.953696453,0.414443335,0.988930038,0.1,0.864942336,0.738646906,0.738074847,1
2010-02-24 18:00:00+00:00,1,0.953761872,0.41473875,0.997505752,0.1,0.86553557,0.739224532,0.738646906,1
2010-02-24 19:00:00+00:00,1,0.953827108,0.415036247,1,0.1,0.866133503,0.739807724,0.739224532,1
2010-02-24 20:00:00+00:00,1,0.953892162,0.415335825,1,0.1,0.866736134,0.740396483,0.739807724,1
2010-02-24 21:00:00+00:00,1,0.953957033,0.415637484,1,0.1,0.867343465,0.740990809,0.740396483,1
2010-02-24 22:00:00+00:00,1,0.954021722,0.415941224,1,0.1,0.867955494,0.741590702,0.740990809,1
2010-02-24 23:00:00+00:00,1,0.954086228,0.416247045,1,0.1,0.868572222,0.742196161,0.741590702,1
2010-02-25 00:00:00+00:00,1,0.954150535,0.416553646,1,0.1,0.869193003,0.742804681,0.742196161,1
2010-02-25 01:00:00+00:00,1,0.954214644,0.416861025,1,0.1,0.869817837,0.743416262,0.742804681,1
2010-02-25 02:00:00+00:00,0.989768939,0.954147782,0.415738894,0.984764298,0.1,0.869206057,0.74326591,0.743416262,1
2010-02-25 03:00:00+00:00,0.979537878,0.954080722,0.414617543,0.969522168,0.1,0.86859833,0.743118619,0.74326591,1
2010-02-25 04:00:00+00:00,0.986358576,0.954144235,0.414927259,0.978033597,0.1,0.869235324,0.743739382,0.743118619,1
2010-02-25 05:00:00+00:00,0.993179275,0.954207549,0.415237754,0.986538597,0.1,0.869876372,0.744363206,0.743739382,1
2010-02-25 06:00:00+00:00,0.999999973,0.954270665,0.415549028,0.995037168,0.1,0.870521473,0.744990091,0.744363206,1
2010-02-25 07:00:00+00:00,0.989768912,0.95420281,0.414430793,0.979769324,0.1,0.869929959,0.744855043,0.744990091,1
2010-02-25 08:00:00+00:00,0.99658961,0.954265529,0.414743625,0.988255038,0.1,0.870583167,0.74548805,0.744855043,1
2010-02-25 09:00:00+00:00,1,0.954328049,0.415057236,0.996734324,0.1,0.871240427,0.746124117,0.74548805,1
2010-02-25 10:00:00+00:00,1,0.95439037,0.415371626,1,0.1,0.871901742,0.746763245,0.746124117,1
2010-02-25 11:00:00+00:00,1,0.954452493,0.415686795,1,0.1,0.872567109,0.747405434,0.746763245,1
2010-02-25 12:00:00+00:00,1,0.954514417,0.416002744,1,0.1,0.87323653,0.748050683,0.747405434,1
2010-02-25 13:00:00+00:00,1,0.954576142,0.416319471,1,0.1,0.873910004,0.748698994,0.748050683,1
2010-02-25 14:00:00+00:00,0.989768939,0.954506897,0.415206688,0.984687155,0.1,0.873346863,0.748585371,0.748698994,1
2010-02-25 15:00:00+00:00,0.996589637,0.954568226,0.415524973,0.99312787,0.1,0.874028443,0.749239803,0.748585371,1
2010-02-25 16:00:00+00:00,1,0.954629355,0.415844037,1,0.1,0.874714077,0.749897296,0.749239803,1
2010-02-25 17:00:00+00:00,1,0.954690286,0.41616388,1,0.1,0.875403764,0.75055785,0.749897296,1
2010-02-25 18:00:00+00:00,1,0.954751019,0.416484502,1,0.1,0.876097505,0.751221464,0.75055785,1
2010-02-25 19:00:00+00:00,1,0.954811553,0.416805903,1,0.1,0.876795299,0.751888139,0.751221464,1
2010-02-25 20:00:00+00:00,1,0.954871888,0.417128083,1,0.1,0.877497146,0.752557875,0.751888139,1
2010-02-25 21:00:00+00:00,1,0.954932025,0.417451042,1,0.1,0.878203046,0.753230672,0.752557875,1
2010-02-25 22:00:00+00:00,1,0.954991963,0.41777478,1,0.1,0.878913,0.753906529,0.753230672,1
2010-02-25 23:00:00+00:00,1,0.955051702,0.418099297,1,0.1,0.879627007,0.754585447,0.753906529,1
2010-02-26 00:00:00+00:00,1,0.955111247,0.418423604,1,0.1,0.880345604,0.755264645,0.754585447,1
2010-02-26 01:00:00+00:00,0.989768939,0.955039827,0.417317413,0.984616441,0.1,0.879828124,0.755179128,0.755264645,1
2010-02-26 02:00:00+00:00,0.996589637,0.955098984,0.4176413,0.992986441,0.1,0.880555903,0.755858885,0.755179128,1
2010-02-26 03:00:00+00:00,1,0.955157947,0.417964978,1,0.1,0.881288273,0.756538921,0.755858885,1
2010-02-26 04:00:00+00:00,1,0.955216716,0.418288446,1,0.1,0.882025233,0.757219236,0.756538921,1
2010-02-26 05:00:00+00:00,1,0.955275291,0.418611704,1,0.1,0.882766784,0.757899831,0.757219236,1
2010-02-26 06:00:00+00:00,1,0.955333672,0.418934752,1,0.1,0.883512926,0.758580706,0.757899831,1
2010-02-26 07:00:00+00:00,1,0.955391859,0.41925759,1,0.1,0.884263659,0.759261859,0.758580706,1
2010-02-26 08:00:00+00:00,1,0.955449852,0.419580219,1,0.1,0.885018982,0.759943293,0.759261859,1
2010-02-26 09:00:00+00:00,1,0.95550765,0.419902637,1,0.1,0.885778896,0.760625005,0.759943293,1
2010-02-26 10:00:00+00:00,1,0.955565255,0.420224846,1,0.1,0.8865434,0.761306997,0.760625005,1
2010-02-26 11:00:00+00:00,1,0.955622665,0.420546845,1,0.1,0.887312495,0.761989269,0.761306997,1
2010-02-26 12:00:00+00:00,1,0.955679882,0.420868634,1,0.1,0.888086181,0.76267182,0.761989269,1
2010-02-26 13:00:00+00:00,1,0.955736904,0.421190214,1,0.1,0.888864458,0.76335465,0.76267182,1
2010-02-26 14:00:00+00:00,1,0.955793733,0.421511583,1,0.1,0.889647325,0.76403776,0.76335465,1
2010-02-26 15:00:00+00:00,1,0.955850367,0.421832743,1,0.1,0.890434783,0.764721149,0.76403776,1
2010-02-26 16:00:00+00:00,1,0.955906807,0.422153693,1,0.1,0.891226832,0.765404818,0.764721149,1
2010-02-26 17:00:00+00:00,1,0.955963053,0.422474433,1,0.1,0.892023471,0.766088766,0.765404818,1
2010-02-26 18:00:00+00:00,1,0.956019105,0.422794963,1,0.1,0.892824701,0.766772994,0.766088766,1
2010-02-26 19:00:00+00:00,1,0.956074963,0.423115283,1,0.1,0.893630522,0.767457501,0.766772994,1
2010-02-26 20:00:00+00:00,1,0.956130627,0.423435394,1,0.1,0.894440934,0.768142287,0.767457501,1
2010-02-26 21:00:00+00:00,1,0.956186097,0.423755295,1,0.1,0.895255936,0.768827353,0.768142287,1
2010-02-26 22:00:00+00:00,1,0.956241373,0.424074986,1,0.1,0.896075529,0.769512698,0.768827353,1
2010-02-26 23:00:00+00:00,1,0.956296455,0.424394467,1,0.1,0.896899712,0.770198323,0.769512698,1
2010-02-27 00:00:00+00:00,0.989768939,0.956220586,0.423282434,0.984468584,0.1,0.896486702,0.770115795,0.770198323,1
2010-02-27 01:00:00+00:00,0.979537878,0.956144538,0.422169176,0.96893074,0.1,0.896077165,0.770030108,0.770115795,1
