,HE Bistrica,HE Kokin Brod,HE Pirot,HE Potpec,RHE Bajina Basta G2,HE Uvac,HE Vrla 1-4,HDAM,HROR
2010-01-01 18:00:00+00:00,0.923221169,0.966129594,0.672529118,0.960787967,0.1,0.594517969,0.763138081,0.762842274,1
2010-01-01 19:00:00+00:00,0.925887796,0.966171637,0.672826335,0.963205386,0.1,0.594845168,0.763432974,0.763138081,1
2010-01-01 20:00:00+00:00,0.928560153,0.966213764,0.673122418,0.965636354,0.1,0.59517202,0.763726954,0.763432974,1
2010-01-01 21:00:00+00:00,0.93123824,0.966255973,0.673417368,0.96808087,0.1,0.595498526,0.764020021,0.763726954,1
2010-01-01 22:00:00+00:00,0.933922056,0.966298266,0.673711184,0.970538935,0.1,0.595824684,0.764312174,0.764020021,1
2010-01-01 23:00:00+00:00,0.936611602,0.966340642,0.674003868,0.973010547,0.1,0.596150496,0.764603413,0.764312174,1
2010-01-02 00:00:00+00:00,0.939306878,0.966383061,0.674295674,0.975495709,0.1,0.596475701,0.764899322,0.764603413,1
2010-01-02 01:00:00+00:00,0.942007884,0.966425524,0.674586604,0.977994418,0.1,0.596800297,0.765199901,0.764899322,1
2010-01-02 02:00:00+00:00,0.944714619,0.966468031,0.674876658,0.980506677,0.1,0.597124286,0.765505148,0.765199901,1
2010-01-02 03:00:00+00:00,0.947427084,0.966510581,0.675165835,0.983032483,0.1,0.597447668,0.765815065,0.765505148,1
2010-01-02 04:00:00+00:00,0.950145279,0.966553176,0.675454136,0.985571838,0.1,0.597770441,0.766129651,0.765815065,1
2010-01-02 05:00:00+00:00,0.952869204,0.966595814,0.675741561,0.988124741,0.1,0.598092607,0.766448907,0.766129651,1
2010-01-02 06:00:00+00:00,0.955598859,0.966638496,0.676028108,0.990691193,0.1,0.598414166,0.766772832,0.766448907,1
2010-01-02 07:00:00+00:00,0.958334243,0.966681221,0.67631378,0.993271193,0.1,0.598735116,0.767101426,0.766772832,1
2010-01-02 08:00:00+00:00,0.961075357,0.96672399,0.676598575,0.995864741,0.1,0.59905546,0.767434689,0.767101426,1
2010-01-02 09:00:00+00:00,0.9638222,0.966766804,0.676882493,0.998471838,0.1,0.599375195,0.767772622,0.767434689,1
2010-01-02 10:00:00+00:00,0.966574774,0.96680966,0.677165535,1,0.1,0.599694323,0.768115224,0.767772622,1
2010-01-02 11:00:00+00:00,0.969333077,0.966852561,0.677447701,1,0.1,0.600012843,0.768462495,0.768115224,1
2010-01-02 12:00:00+00:00,0.97209711,0.966895505,0.67772899,1,0.1,0.600330756,0.768814436,0.768462495,1
2010-01-02 13:00:00+00:00,0.974866873,0.966938494,0.678009402,1,0.1,0.600648061,0.769171046,0.768814436,1
2010-01-02 14:00:00+00:00,0.977642365,0.966981525,0.678288939,1,0.1,0.600964758,0.769532325,0.769171046,1
2010-01-02 15:00:00+00:00,0.980423588,0.967024601,0.678567598,1,0.1,0.601280848,0.769898274,0.769532325,1
2010-01-02 16:00:00+00:00,0.98321054,0.96706772,0.678845381,1,0.1,0.60159633,0.770268892,0.769898274,1
2010-01-02 17:00:00+00:00,0.986003221,0.967110884,0.679122288,1,0.1,0.601911204,0.770644179,0.770268892,1
2010-01-02 18:00:00+00:00,0.988801633,0.96715409,0.679398318,1,0.1,0.602225471,0.771024136,0.770644179,1
2010-01-02 19:00:00+00:00,0.991605774,0.967197341,0.679673472,1,0.1,0.60253913,0.771408761,0.771024136,1
2010-01-02 20:00:00+00:00,0.994415645,0.967240635,0.67994775,1,0.1,0.602852181,0.771798056,0.771408761,1
2010-01-02 21:00:00+00:00,0.997231246,0.967283974,0.68022115,1,0.1,0.603164625,0.772192021,0.771798056,1
2010-01-02 22:00:00+00:00,1,0.967327355,0.680493675,1,0.1,0.603476461,0.772590655,0.772192021,1
2010-01-02 23:00:00+00:00,1,0.967370781,0.680765323,1,0.1,0.603787689,0.772993958,0.772590655,1
2010-01-03 00:00:00+00:00,1,0.967414167,0.681036179,1,0.1,0.604098202,0.773394448,0.772993958,1
2010-01-03 01:00:00+00:00,1,0.967457513,0.681306245,1,0.1,0.604408,0.773792127,0.773394448,1
2010-01-03 02:00:00+00:00,1,0.967500819,0.68157552,1,0.1,0.604717081,0.774186992,0.773792127,1
2010-01-03 03:00:00+00:00,1,0.967544085,0.681844003,1,0.1,0.605025447,0.774579046,0.774186992,1
2010-01-03 04:00:00+00:00,1,0.967587311,0.682111695,1,0.1,0.605333098,0.774968287,0.774579046,1
2010-01-03 05:00:00+00:00,1,0.967630497,0.682378596,1,0.1,0.605640033,0.775354715,0.774968287,1
2010-01-03 06:00:00+00:00,1,0.967673644,0.682644706,1,0.1,0.605946252,0.775738332,0.775354715,1
2010-01-03 07:00:00+00:00,1,0.96771675,0.682910025,1,0.1,0.606251756,0.776119136,0.775738332,1
2010-01-03 08:00:00+00:00,1,0.967759817,0.683174553,1,0.1,0.606556544,0.776497127,0.776119136,1
2010-01-03 09:00:00+00:00,1,0.967802844,0.683438289,1,0.1,0.606860616,0.776872306,0.776497127,1
2010-01-03 10:00:00+00:00,1,0.967845831,0.683701235,1,0.1,0.607163973,0.777244673,0.776872306,1
2010-01-03 11:00:00+00:00,1,0.967888778,0.683963389,1,0.1,0.607466614,0.777614227,0.777244673,1
2010-01-03 12:00:00+00:00,1,0.967931685,0.684224752,1,0.1,0.60776854,0.777980969,0.777614227,1
2010-01-03 13:00:00+00:00,1,0.967974552,0.684485324,1,0.1,0.60806975,0.778344898,0.777980969,1
2010-01-03 14:00:00+00:00,1,0.968017379,0.684745105,1,0.1,0.608370244,0.778706015,0.778344898,1
2010-01-03 15:00:00+00:00,1,0.968060167,0.685004094,1,0.1,0.608670023,0.77906432,0.778706015,1
2010-01-03 16:00:00+00:00,1,0.968102914,0.685262293,1,0.1,0.608969087,0.779419812,0.77906432,1
2010-01-03 17:00:00+00:00,1,0.968145622,0.6855197,1,0.1,0.609267434,0.779772492,0.779419812,1
2010-01-03 18:00:00+00:00,1,0.96818829,0.685776317,1,0.1,0.609565066,0.780122359,0.779772492,1
2010-01-03 19:00:00+00:00,1,0.968230917,0.686032142,1,0.1,0.609861983,0.780469414,0.780122359,1
2010-01-03 20:00:00+00:00,1,0.968273505,0.686287176,1,0.1,0.610158183,0.780813657,0.780469414,1
2010-01-03 21:00:00+00:00,1,0.968316053,0.686541419,1,0.1,0.610453669,0.781155087,0.780813657,1
2010-01-03 22:00:00+00:00,1,0.968358562,0.68679487,1,0.1,0.610748438,0.781493705,0.781155087,1
2010-01-03 23:00:00+00:00,1,0.96840103,0.687047531,1,0.1,0.611042492,0.78182951,0.781493705,1
2010-01-04 00:00:00+00:00,1,0.968443416,0.687299398,1,0.1,0.611335824,0.782163079,0.78182951,1
2010-01-04 01:00:00+00:00,1,0.968485718,0.687550473,1,0.1,0.611628433,0.782494412,0.782163079,1
2010-01-04 02:00:00+00:00,1,0.968527938,0.687800754,1,0.1,0.611920321,0.782823508,0.782494412,1
2010-01-04 03:00:00+00:00,1,0.968570076,0.688050242,1,0.1,0.612211485,0.783150367,0.782823508,1
2010-01-04 04:00:00+00:00,1,0.96861213,0.688298938,1,0.1,0.612501928,0.78347499,0.783150367,1
2010-01-04 05:00:00+00:00,1,0.968654102,0.68854684,1,0.1,0.612791648,0.783797376,0.78347499,1
2010-01-04 06:00:00+00:00,1,0.968695991,0.688793949,1,0.1,0.613080646,0.784117526,0.783797376,1
2010-01-04 07:00:00+00:00,1,0.968737798,0.689040265,1,0.1,0.613368922,0.78443544,0.784117526,1
2010-01-04 08:00:00+00:00,1,0.968779521,0.689285788,1,0.1,0.613656475,0.784751117,0.78443544,1
2010-01-04 09:00:00+00:00,1,0.968821162,0.689530518,1,0.1,0.613943306,0.785064557,0.784751117,1
2010-01-04 10:00:00+00:00,1,0.96886272,0.689774455,1,0.1,0.614229415,0.785375761,0.785064557,1
2010-01-04 11:00:00+00:00,1,0.968904195,0.690017599,1,0.1,0.614514802,0.785684728,0.785375761,1
2010-01-04 12:00:00+00:00,1,0.968945588,0.69025995,1,0.1,0.614799466,0.785991459,0.785684728,1
2010-01-04 13:00:00+00:00,1,0.968986898,0.690501508,1,0.1,0.615083408,0.786295954,0.785991459,1
2010-01-04 14:00:00+00:00,1,0.969028125,0.690742273,1,0.1,0.615366627,0.786598212,0.786295954,1
2010-01-04 15:00:00+00:00,1,0.969069269,0.690982244,1,0.1,0.615649125,0.786898233,0.786598212,1
2010-01-04 16:00:00+00:00,1,0.969110331,0.691221423,1,0.1,0.6159309,0.787196018,0.786898233,1
2010-01-04 17:00:00+00:00,1,0.96915131,0.691459809,1,0.1,0.616211953,0.787491566,0.787196018,1
2010-01-04 18:00:00+00:00,1,0.969192206,0.691697401,1,0.1,0.616492283,0.787784878,0.787491566,1
2010-01-04 19:00:00+00:00,1,0.969233019,0.691934201,1,0.1,0.616771891,0.788075954,0.787784878,1
2010-01-04 20:00:00+00:00,1,0.96927375,0.692170207,1,0.1,0.617050777,0.788364793,0.788075954,1
2010-01-04 21:00:00+00:00,1,0.969314398,0.69240542,1,0.1,0.617328941,0.788651395,0.788364793,1
2010-01-04 22:00:00+00:00,1,0.969354963,0.692639841,1,0.1,0.617606382,0.788935761,0.788651395,1
2010-01-04 23:00:00+00:00,1,0.969395446,0.692873468,1,0.1,0.617883101,0.78921789,0.788935761,1
2010-01-05 00:00:00+00:00,1,0.969435832,0.69310846,1,0.1,0.618159128,0.789499076,0.78921789,1
2010-01-05 01:00:00+00:00,1,0.969476123,0.693344817,1,0.1,0.618434464,0.789779319,0.789499076,1
2010-01-05 02:00:00+00:00,1,0.969516318,0.693582539,1,0.1,0.618709107,0.790058618,0.789779319,1
2010-01-05 03:00:00+00:00,1,0.969556416,0.693821626,1,0.1,0.618983059,0.790336973,0.790058618,1
2010-01-05 04:00:00+00:00,1,0.969596419,0.694062078,1,0.1,0.619256319,0.790614385,0.790336973,1
2010-01-05 05:00:00+00:00,1,0.969636327,0.694303895,1,0.1,0.619528887,0.790890854,0.790614385,1
2010-01-05 06:00:00+00:00,1,0.969676138,0.694547076,1,0.1,0.619800763,0.791166379,0.790890854,1
2010-01-05 07:00:00+00:00,1,0.969715853,0.694791623,1,0.1,0.620071947,0.791440961,0.791166379,1
2010-01-05 08:00:00+00:00,1,0.969755473,0.695037534,1,0.1,0.62034244,0.791714599,0.791440961,1
2010-01-05 09:00:00+00:00,1,0.969794997,0.69528481,1,0.1,0.62061224,0.791987293,0.791714599,1
2010-01-05 10:00:00+00:00,1,0.969834424,0.695533452,1,0.1,0.620881349,0.792259045,0.791987293,1
2010-01-05 11:00:00+00:00,1,0.969873756,0.695783458,1,0.1,0.621149766,0.792529852,0.792259045,1
2010-01-05 12:00:00+00:00,1,0.969912992,0.696034829,1,0.1,0.621417491,0.792799717,0.792529852,1
2010-01-05 13:00:00+00:00,1,0.969952133,0.696287565,1,0.1,0.621684524,0.793068637,0.792799717,1
2010-01-05 14:00:00+00:00,1,0.969991177,0.696541666,1,0.1,0.621950866,0.793336615,0.793068637,1
2010-01-05 15:00:00+00:00,1,0.970030125,0.696797132,1,0.1,0.622216515,0.793603648,0.793336615,1
2010-01-05 16:00:00+00:00,1,0.970068978,0.697053962,1,0.1,0.622481473,0.793869739,0.793603648,1
2010-01-05 17:00:00+00:00,1,0.970107735,0.697312158,1,0.1,0.622745739,0.794134886,0.793869739,1
2010-01-05 18:00:00+00:00,1,0.970146395,0.697571718,1,0.1,0.623009313,0.794399089,0.794134886,1
2010-01-05 19:00:00+00:00,1,0.97018496,0.697832644,1,0.1,0.623272195,0.794662349,0.794399089,1
2010-01-05 20:00:00+00:00,1,0.970223429,0.698094934,1,0.1,0.623534385,0.794924665,0.794662349,1
2010-01-05 21:00:00+00:00,1,0.970261803,0.698358589,1,0.1,0.623795884,0.795186038,0.794924665,1
2010-01-05 22:00:00+00:00,1,0.97030008,0.698623609,1,0.1,0.62405669,0.795446468,0.795186038,1
2010-01-05 23:00:00+00:00,0.986187843,0.970207489,0.697459705,0.980012271,0.1,0.623076137,0.79494096,0.795446468,1
2010-01-06 00:00:00+00:00,0.989433175,0.97024558,0.697726266,0.983798077,0.1,0.623335606,0.795204113,0.79494096,1
2010-01-06 01:00:00+00:00,0.992684237,0.970283581,0.697993001,0.987597432,0.1,0.623594428,0.795470932,0.795204113,1
2010-01-06 02:00:00+00:00,0.995941029,0.970321491,0.698259912,0.991410335,0.1,0.623852605,0.795741419,0.795470932,1
2010-01-06 03:00:00+00:00,0.982151791,0.970228539,0.697096709,0.971476799,0.1,0.622869467,0.795250578,0.795741419,1
2010-01-06 04:00:00+00:00,0.968368283,0.970135497,0.695933682,0.951556812,0.1,0.621885683,0.794763404,0.795250578,1
2010-01-06 05:00:00+00:00,0.954590505,0.970042364,0.694770829,0.931650373,0.1,0.620901253,0.794279897,0.794763404,1
2010-01-06 06:00:00+00:00,0.957870216,0.970079912,0.695038441,0.93551747,0.1,0.621156845,0.79456505,0.794279897,1
2010-01-06 07:00:00+00:00,0.944103897,0.969986598,0.693875939,0.915638128,0.1,0.620171123,0.794088876,0.79456505,1
2010-01-06 08:00:00+00:00,0.930343308,0.969893194,0.692713613,0.895772334,0.1,0.619184755,0.793616369,0.794088876,1
2010-01-06 09:00:00+00:00,0.916588449,0.9697997,0.691551462,0.875920088,0.1,0.618197741,0.793147529,0.793616369,1
2010-01-06 10:00:00+00:00,0.919891078,0.969836887,0.691819775,0.879841379,0.1,0.618450749,0.793447349,0.793147529,1
2010-01-06 11:00:00+00:00,0.923199438,0.969743211,0.692088263,0.86001623,0.1,0.618703111,0.793750836,0.793447349,1
2010-01-06 12:00:00+00:00,0.909461768,0.969649446,0.690926637,0.84020463,0.1,0.617714158,0.793292996,0.793750836,1
2010-01-06 13:00:00+00:00,0.912781587,0.969686362,0.691195476,0.844166565,0.1,0.617965228,0.793603816,0.793292996,1
2010-01-06 14:00:00+00:00,0.916107136,0.969723187,0.69146449,0.848142049,0.1,0.618215652,0.793918303,0.793603816,1
2010-01-06 15:00:00+00:00,0.902386655,0.96962915,0.690303391,0.828371094,0.1,0.617224761,0.793471463,0.793918303,1
2010-01-06 16:00:00+00:00,0.905723663,0.969665795,0.690572755,0.832373675,0.1,0.617473893,0.793793284,0.793471463,1
2010-01-06 17:00:00+00:00,0.892014642,0.969571577,0.689412006,0.812629816,0.1,0.61648171,0.793353777,0.793793284,1
2010-01-06 18:00:00+00:00,0.87831135,0.969477269,0.688251432,0.792899506,0.1,0.615488881,0.792917938,0.793353777,1
2010-01-06 19:00:00+00:00,0.881665548,0.969513642,0.688521323,0.796942732,0.1,0.615736074,0.793250759,0.792917938,1
2010-01-06 20:00:00+00:00,0.885025475,0.969549926,0.688791389,0.800999506,0.1,0.615982622,0.793587246,0.793250759,1
2010-01-06 21:00:00+00:00,0.888391132,0.969586118,0.68906163,0.805069829,0.1,0.616228523,0.7939274,0.793587246,1
2010-01-06 22:00:00+00:00,0.891762519,0.969622221,0.689332046,0.8091537,0.1,0.616473778,0.794271221,0.7939274,1
2010-01-06 23:00:00+00:00,0.895139636,0.969658232,0.689602638,0.813251119,0.1,0.616718387,0.794618709,0.794271221,1
2010-01-07 00:00:00+00:00,0.898522482,0.96969416,0.689872737,0.817362087,0.1,0.616962397,0.794968812,0.794618709,1
2010-01-07 01:00:00+00:00,0.901911058,0.969730003,0.690142345,0.821486603,0.1,0.617205807,0.79532153,0.794968812,1
2010-01-07 02:00:00+00:00,0.905305364,0.969765763,0.690411461,0.825624668,0.1,0.617448619,0.795676863,0.79532153,1
2010-01-07 03:00:00+00:00,0.9087054,0.969801437,0.690680085,0.82977628,0.1,0.617690831,0.796034811,0.795676863,1
2010-01-07 04:00:00+00:00,0.912111165,0.969837028,0.690948217,0.833941442,0.1,0.617932444,0.796395374,0.796034811,1
2010-01-07 05:00:00+00:00,0.898470901,0.969741762,0.689785567,0.814360164,0.1,0.616932789,0.795993558,0.796395374,1
2010-01-07 06:00:00+00:00,0.901888126,0.969777184,0.690052716,0.818552422,0.1,0.617173204,0.796359352,0.795993558,1
2010-01-07 07:00:00+00:00,0.90531108,0.969812522,0.690319372,0.822758229,0.1,0.617413019,0.79672776,0.796359352,1
2010-01-07 08:00:00+00:00,0.891688005,0.969717004,0.689155247,0.803217596,0.1,0.616411567,0.79633379,0.79672776,1
2010-01-07 09:00:00+00:00,0.895122419,0.969752173,0.689420919,0.807450499,0.1,0.616650184,0.796707429,0.79633379,1
2010-01-07 10:00:00+00:00,0.898562563,0.969787258,0.689686099,0.811696951,0.1,0.616888202,0.797083682,0.796707429,1
2010-01-07 11:00:00+00:00,0.902008437,0.969822258,0.689950788,0.815956951,0.1,0.61712562,0.797462551,0.797083682,1
2010-01-07 12:00:00+00:00,0.90546004,0.969857175,0.690214984,0.820230499,0.1,0.61736244,0.797844035,0.797462551,1
2010-01-07 13:00:00+00:00,0.908917373,0.969892007,0.690478689,0.824517596,0.1,0.61759866,0.798228134,0.797844035,1
2010-01-07 14:00:00+00:00,0.912380436,0.969926755,0.690741901,0.828818241,0.1,0.617834281,0.798614848,0.798228134,1
2010-01-07 15:00:00+00:00,0.915849229,0.969961419,0.691004622,0.833132435,0.1,0.618069303,0.799004177,0.798614848,1
2010-01-07 16:00:00+00:00,0.919323751,0.969995998,0.691266851,0.837460177,0.1,0.618303725,0.799396122,0.799004177,1
2010-01-07 17:00:00+00:00,0.922804003,0.970030493,0.691528588,0.841801467,0.1,0.618537549,0.799790681,0.799396122,1
2010-01-07 18:00:00+00:00,0.926289985,0.970064904,0.691789833,0.846156306,0.1,0.618770773,0.800187855,0.799790681,1
2010-01-07 19:00:00+00:00,0.929781697,0.97009923,0.692050586,0.850524693,0.1,0.619003398,0.800587645,0.800187855,1
2010-01-07 20:00:00+00:00,0.933279138,0.970133473,0.692310847,0.854906628,0.1,0.619235423,0.80099005,0.800587645,1
2010-01-07 21:00:00+00:00,0.93678231,0.970167631,0.692570616,0.859302112,0.1,0.61946685,0.801395069,0.80099005,1
2010-01-07 22:00:00+00:00,0.94029121,0.970201704,0.692829893,0.863711144,0.1,0.619697677,0.801802704,0.801395069,1
2010-01-07 23:00:00+00:00,0.943805841,0.970235694,0.693088678,0.868133725,0.1,0.619927905,0.802212954,0.801802704,1
2010-01-08 00:00:00+00:00,0.947326202,0.97026967,0.69334696,0.872569854,0.1,0.620157628,0.802621326,0.802212954,1
2010-01-08 01:00:00+00:00,0.933800532,0.97017286,0.69217445,0.853259544,0.1,0.619146178,0.802262826,0.802621326,1
2010-01-08 02:00:00+00:00,0.920280593,0.970076037,0.691001437,0.833962783,0.1,0.618134223,0.801902449,0.802262826,1
2010-01-08 03:00:00+00:00,0.923818143,0.970109973,0.69125821,0.838439557,0.1,0.61836243,0.802305187,0.801902449,1
2010-01-08 04:00:00+00:00,0.927361422,0.970143895,0.69151448,0.842929879,0.1,0.618590133,0.802706047,0.802305187,1
2010-01-08 05:00:00+00:00,0.930910431,0.970177804,0.691770247,0.84743375,0.1,0.618817331,0.803105029,0.802706047,1
2010-01-08 06:00:00+00:00,0.93446517,0.970211699,0.692025511,0.85195117,0.1,0.619044024,0.803502134,0.803105029,1
2010-01-08 07:00:00+00:00,0.938025639,0.970245581,0.692280271,0.856482137,0.1,0.619270211,0.80389736,0.803502134,1
2010-01-08 08:00:00+00:00,0.941591837,0.97027945,0.692534529,0.861026654,0.1,0.619495894,0.804290708,0.80389736,1
2010-01-08 09:00:00+00:00,0.945163766,0.970313305,0.692788284,0.865584718,0.1,0.619721071,0.804682179,0.804290708,1
2010-01-08 10:00:00+00:00,0.948741423,0.970347146,0.693041535,0.870156331,0.1,0.619945743,0.805071772,0.804682179,1
2010-01-08 11:00:00+00:00,0.952324811,0.970380974,0.693294283,0.874741492,0.1,0.620169911,0.805459486,0.805071772,1
2010-01-08 12:00:00+00:00,0.955913929,0.970414789,0.693546529,0.879340202,0.1,0.620393573,0.805845323,0.805459486,1
2010-01-08 13:00:00+00:00,0.959508776,0.97044859,0.693798271,0.88395246,0.1,0.62061673,0.806229282,0.805845323,1
2010-01-08 14:00:00+00:00,0.963109353,0.970482378,0.69404951,0.888578266,0.1,0.620839382,0.806611362,0.806229282,1
2010-01-08 15:00:00+00:00,0.96671566,0.970516152,0.694300246,0.893217621,0.1,0.621061529,0.806991565,0.806611362,1
2010-01-08 16:00:00+00:00,0.970327696,0.970549913,0.694550479,0.897870525,0.1,0.621283171,0.80736989,0.806991565,1
2010-01-08 17:00:00+00:00,0.973945462,0.97058366,0.694800209,0.902536976,0.1,0.621504308,0.807746337,0.80736989,1
2010-01-08 18:00:00+00:00,0.977568958,0.970617394,0.695049436,0.907216976,0.1,0.62172494,0.808120906,0.807746337,1
2010-01-08 19:00:00+00:00,0.981198184,0.970651114,0.695298159,0.911910525,0.1,0.621945066,0.808493597,0.808120906,1
2010-01-08 20:00:00+00:00,0.984833139,0.970684821,0.69554638,0.916617621,0.1,0.622164688,0.808864411,0.808493597,1
2010-01-08 21:00:00+00:00,0.988473825,0.970718515,0.695794098,0.921338266,0.1,0.622383804,0.809233346,0.808864411,1
2010-01-08 22:00:00+00:00,0.99212024,0.970752195,0.696041312,0.92607246,0.1,0.622602416,0.809600403,0.809233346,1
2010-01-08 23:00:00+00:00,0.995772384,0.970785861,0.696288024,0.930820202,0.1,0.622820522,0.809965583,0.809600403,1
2010-01-09 00:00:00+00:00,0.999430259,0.970819504,0.696534319,0.935581492,0.1,0.623038317,0.81033099,0.809965583,1
2010-01-09 01:00:00+00:00,1,0.970853124,0.696780199,0.940356331,0.1,0.623255801,0.810696626,0.81033099,1
2010-01-09 02:00:00+00:00,1,0.970886721,0.697025663,0.945144718,0.1,0.623472973,0.811062491,0.810696626,1
2010-01-09 03:00:00+00:00,1,0.970920294,0.697270711,0.949946654,0.1,0.623689834,0.811428584,0.811062491,1
2010-01-09 04:00:00+00:00,1,0.970953844,0.697515344,0.954762137,0.1,0.623906383,0.811794905,0.811428584,1
2010-01-09 05:00:00+00:00,0.986634764,0.970856598,0.696329271,0.935831182,0.1,0.622881953,0.811396461,0.811794905,1
2010-01-09 06:00:00+00:00,0.990327017,0.970890101,0.696573072,0.940673763,0.1,0.623097879,0.811763239,0.811396461,1
2010-01-09 07:00:00+00:00,0.994025,0.970923581,0.696816456,0.945529892,0.1,0.623313494,0.812130245,0.811763239,1
2010-01-09 08:00:00+00:00,0.997728712,0.970957037,0.697059425,0.950399569,0.1,0.623528798,0.812497479,0.812130245,1
2010-01-09 09:00:00+00:00,1,0.97099047,0.697301978,0.955282795,0.1,0.62374379,0.812864942,0.812497479,1
2010-01-09 10:00:00+00:00,1,0.971023879,0.697544116,0.960179569,0.1,0.623958471,0.813232634,0.812864942,1
2010-01-09 11:00:00+00:00,1,0.971057266,0.697785837,0.965089892,0.1,0.624172841,0.813600553,0.813232634,1
2010-01-09 12:00:00+00:00,1,0.971090628,0.698027143,0.970013763,0.1,0.624386899,0.813968701,0.813600553,1
2010-01-09 13:00:00+00:00,1,0.971123968,0.698268033,0.974951182,0.1,0.624600645,0.814337078,0.813968701,1
2010-01-09 14:00:00+00:00,1,0.971157284,0.698508507,0.97990215,0.1,0.62481408,0.814705682,0.814337078,1
2010-01-09 15:00:00+00:00,1,0.971190577,0.698748565,0.984866666,0.1,0.625027204,0.815074516,0.814705682,1
2010-01-09 16:00:00+00:00,1,0.971223846,0.698988207,0.989844731,0.1,0.625240016,0.815443577,0.815074516,1
2010-01-09 17:00:00+00:00,1,0.971257092,0.699227434,0.994836344,0.1,0.625452517,0.815812867,0.815443577,1
2010-01-09 18:00:00+00:00,1,0.971290314,0.699466244,0.999841505,0.1,0.625664707,0.816182385,0.815812867,1
2010-01-09 19:00:00+00:00,1,0.971323514,0.699704639,1,0.1,0.625876585,0.816552132,0.816182385,1
2010-01-09 20:00:00+00:00,1,0.971356689,0.699942618,1,0.1,0.626088152,0.816922106,0.816552132,1
2010-01-09 21:00:00+00:00,0.98672644,0.97125907,0.698749892,0.981285819,0.1,0.625058739,0.816527316,0.816922106,1
2010-01-09 22:00:00+00:00,0.990510369,0.971292199,0.698987039,0.986345174,0.1,0.625269682,0.816897748,0.816527316,1
2010-01-09 23:00:00+00:00,0.994300028,0.971325305,0.699223771,0.991418077,0.1,0.625480315,0.817268408,0.816897748,1
2010-01-10 00:00:00+00:00,0.998095416,0.971358365,0.69946027,0.996504529,0.1,0.625690494,0.817638301,0.817268408,1
2010-01-10 01:00:00+00:00,0.984844775,0.971260606,0.698266248,0.977844541,0.1,0.62465955,0.817242435,0.817638301,1
2010-01-10 02:00:00+00:00,0.988651623,0.971293574,0.698502283,0.98295809,0.1,0.624868822,0.817610797,0.817242435,1
2010-01-10 03:00:00+00:00,0.975412442,0.971195724,0.697307797,0.964325199,0.1,0.623836971,0.817213398,0.817610797,1
2010-01-10 04:00:00+00:00,0.97923075,0.9712286,0.697543368,0.969465844,0.1,0.624045336,0.817580227,0.817213398,1
2010-01-10 05:00:00+00:00,0.966003028,0.971130658,0.696348418,0.95086005,0.1,0.623012578,0.817181296,0.817580227,1
