,HE Bistrica,HE Kokin Brod,HE Pirot,HE Potpec,RHE Bajina Basta G2,HE Uvac,HE Vrla 1-4
2015-01-03 05:00:00+00:00,0.697260426,0.971306556,0.664164324,0.749845548,0.1,0.590099531,0.739298783
2015-01-03 06:00:00+00:00,0.701023537,0.971359921,0.664383474,0.75365458,0.1,0.59032636,0.739799152
2015-01-03 07:00:00+00:00,0.704789672,0.971413237,0.664601971,0.757467484,0.1,0.590552659,0.740295852
2015-01-03 08:00:00+00:00,0.708558831,0.971466504,0.664819818,0.761284258,0.1,0.590778428,0.740788885
2015-01-03 09:00:00+00:00,0.712331014,0.971519721,0.665037012,0.765104903,0.1,0.591003667,0.741278248
2015-01-03 10:00:00+00:00,0.716106221,0.971572889,0.665253556,0.768929419,0.1,0.591228375,0.741763944
2015-01-03 11:00:00+00:00,0.719884452,0.971626008,0.665469447,0.772757806,0.1,0.591452554,0.742245971
2015-01-03 12:00:00+00:00,0.723665708,0.971679077,0.665684688,0.776590064,0.1,0.591676203,0.74272433
2015-01-03 13:00:00+00:00,0.727449987,0.971732097,0.665899276,0.780426193,0.1,0.591899321,0.743199021
2015-01-03 14:00:00+00:00,0.73123729,0.971785068,0.666113213,0.784266193,0.1,0.59212191,0.743670043
2015-01-03 15:00:00+00:00,0.735027617,0.971837989,0.666326499,0.788110064,0.1,0.592343968,0.744137397
2015-01-03 16:00:00+00:00,0.738820969,0.971890861,0.666539133,0.791957806,0.1,0.592565496,0.744601082
2015-01-03 17:00:00+00:00,0.742617344,0.971849877,0.666751116,0.795809419,0.1,0.592786495,0.7450611
2015-01-03 18:00:00+00:00,0.729364984,0.971771878,0.666962447,0.777224915,0.1,0.593006963,0.744750075
2015-01-03 19:00:00+00:00,0.723731444,0.971824602,0.667173126,0.78108427,0.1,0.593226901,0.745202756
2015-01-03 20:00:00+00:00,0.710485132,0.971746504,0.665952865,0.762507507,0.1,0.592240104,0.744884395
2015-01-03 21:00:00+00:00,0.714293604,0.97179913,0.666162242,0.766374604,0.1,0.592458982,0.745329738
2015-01-03 22:00:00+00:00,0.718105099,0.971851706,0.666370967,0.770245572,0.1,0.592677329,0.745771414
2015-01-03 23:00:00+00:00,0.721919619,0.971904232,0.66657904,0.774120411,0.1,0.592895147,0.746209421
2015-01-04 00:00:00+00:00,0.725737162,0.971956656,0.66678646,0.77799912,0.1,0.59311243,0.746644511
2015-01-04 01:00:00+00:00,0.72955773,0.972008978,0.666993228,0.781881701,0.1,0.593329178,0.747076683
2015-01-04 02:00:00+00:00,0.733381322,0.972061198,0.667199342,0.785768153,0.1,0.59354539,0.747505939
2015-01-04 03:00:00+00:00,0.737207938,0.972113315,0.667404803,0.789658475,0.1,0.593761068,0.747932277
2015-01-04 04:00:00+00:00,0.741037577,0.97216533,0.66760961,0.793552669,0.1,0.593976211,0.748355699
2015-01-04 05:00:00+00:00,0.744870241,0.972217243,0.667813765,0.797450733,0.1,0.594190818,0.748776203
2015-01-04 06:00:00+00:00,0.748705929,0.972269053,0.668017267,0.801352669,0.1,0.594404891,0.749193789
2015-01-04 07:00:00+00:00,0.735492881,0.972189989,0.666789826,0.782818487,0.1,0.593412223,0.748841086
2015-01-04 08:00:00+00:00,0.739334617,0.972241594,0.666992022,0.786728165,0.1,0.593625226,0.749252839
2015-01-04 09:00:00+00:00,0.726127618,0.972162325,0.665763275,0.768201725,0.1,0.592631488,0.748894301
2015-01-04 10:00:00+00:00,0.729975402,0.972213726,0.665964164,0.772119144,0.1,0.59284342,0.749300219
2015-01-04 11:00:00+00:00,0.73382621,0.972265024,0.666164401,0.776040435,0.1,0.593054818,0.74970322
2015-01-04 12:00:00+00:00,0.737680042,0.97231622,0.666363984,0.779965596,0.1,0.59326568,0.750103304
2015-01-04 13:00:00+00:00,0.741536898,0.972367314,0.666562914,0.783894628,0.1,0.593476007,0.75050047
2015-01-04 14:00:00+00:00,0.745396778,0.972418306,0.666761191,0.787827531,0.1,0.5936858,0.75089472
2015-01-04 15:00:00+00:00,0.749259682,0.972469195,0.666958814,0.791764306,0.1,0.593895057,0.751286052
2015-01-04 16:00:00+00:00,0.753125611,0.972519982,0.667155785,0.795704951,0.1,0.594103779,0.751674467
2015-01-04 17:00:00+00:00,0.740328264,0.972570666,0.667352102,0.799649467,0.1,0.594311967,0.752059965
2015-01-04 18:00:00+00:00,0.727148481,0.972621248,0.667547767,0.803597854,0.1,0.594519619,0.75209847
2015-01-04 19:00:00+00:00,0.71509059,0.972671728,0.667742778,0.807550112,0.1,0.594726736,0.752478134
2015-01-04 20:00:00+00:00,0.718968614,0.972722105,0.667937136,0.811506241,0.1,0.594933318,0.75285488
2015-01-04 21:00:00+00:00,0.705797903,0.972641608,0.668130842,0.804093714,0.1,0.595139365,0.752461336
2015-01-04 22:00:00+00:00,0.709681975,0.972691781,0.668323894,0.808057585,0.1,0.595344877,0.752832248
2015-01-04 23:00:00+00:00,0.713569072,0.972741851,0.668516293,0.812025326,0.1,0.595549854,0.753200243
2015-01-05 00:00:00+00:00,0.717459192,0.972791803,0.668709815,0.815996939,0.1,0.595754319,0.753567008
2015-01-05 01:00:00+00:00,0.721352337,0.972841636,0.668904462,0.819972423,0.1,0.595958271,0.753932541
2015-01-05 02:00:00+00:00,0.725248505,0.972891351,0.669100234,0.823951778,0.1,0.596161711,0.754296844
2015-01-05 03:00:00+00:00,0.729147698,0.972940947,0.669297129,0.827935004,0.1,0.596364638,0.754659917
2015-01-05 04:00:00+00:00,0.733049915,0.972990424,0.669495148,0.831922101,0.1,0.596567053,0.755021758
2015-01-05 05:00:00+00:00,0.736955155,0.973039783,0.669694291,0.835913068,0.1,0.596768955,0.75538237
2015-01-05 06:00:00+00:00,0.74086342,0.973089023,0.669894558,0.839907907,0.1,0.596970345,0.75574175
2015-01-05 07:00:00+00:00,0.744774709,0.973138145,0.670095949,0.843906617,0.1,0.597171222,0.7560999
2015-01-05 08:00:00+00:00,0.731637262,0.973187148,0.670298465,0.847909197,0.1,0.597371587,0.755955432
2015-01-05 09:00:00+00:00,0.71850284,0.973105261,0.670502104,0.829475661,0.1,0.597571439,0.755543747
2015-01-05 10:00:00+00:00,0.722423201,0.973154027,0.670706867,0.833485984,0.1,0.597770779,0.755898206
2015-01-05 11:00:00+00:00,0.726346586,0.973202674,0.670912755,0.837500177,0.1,0.597969606,0.756251433
2015-01-05 12:00:00+00:00,0.730272994,0.973251203,0.671119766,0.841518242,0.1,0.598167921,0.75660343
2015-01-05 13:00:00+00:00,0.72306064,0.973299613,0.671327902,0.845540177,0.1,0.598365723,0.756954196
2015-01-05 14:00:00+00:00,0.726993097,0.973347905,0.671537161,0.849565984,0.1,0.598563013,0.757303732
2015-01-05 15:00:00+00:00,0.713876819,0.973396078,0.671747545,0.853595661,0.1,0.598759791,0.757249042
2015-01-05 16:00:00+00:00,0.700763564,0.97331336,0.670528763,0.835189221,0.1,0.59774985,0.756828743
2015-01-05 17:00:00+00:00,0.687653334,0.973230524,0.670741395,0.816786653,0.1,0.597945603,0.756407214
2015-01-05 18:00:00+00:00,0.674546128,0.973147569,0.670955151,0.798387955,0.1,0.598140843,0.755984454
2015-01-05 19:00:00+00:00,0.661441946,0.973064496,0.670177418,0.779993128,0.1,0.59833557,0.755560463
2015-01-05 20:00:00+00:00,0.648340788,0.973112076,0.670393421,0.761602172,0.1,0.598529785,0.755224326
2015-01-05 21:00:00+00:00,0.649455727,0.973159538,0.670610549,0.765655075,0.1,0.598723488,0.754797874
2015-01-05 22:00:00+00:00,0.645898674,0.973206881,0.670828801,0.76971185,0.1,0.598916678,0.754370191
2015-01-05 23:00:00+00:00,0.649858348,0.973254105,0.671048177,0.773772495,0.1,0.599109356,0.754708651
2015-01-06 00:00:00+00:00,0.653821045,0.973301218,0.671267697,0.777837011,0.1,0.599301555,0.755051894
2015-01-06 01:00:00+00:00,0.657786766,0.973348219,0.671487362,0.781905398,0.1,0.599493275,0.75539992
2015-01-06 02:00:00+00:00,0.644703752,0.973264336,0.670276882,0.763537668,0.1,0.598478312,0.754985355
2015-01-06 03:00:00+00:00,0.648675522,0.973311113,0.670496835,0.767613797,0.1,0.598669075,0.755342945
2015-01-06 04:00:00+00:00,0.652650315,0.973357778,0.670716933,0.771693797,0.1,0.59885936,0.755705319
2015-01-06 05:00:00+00:00,0.656628133,0.973404332,0.670937175,0.775777668,0.1,0.599049166,0.756072475
2015-01-06 06:00:00+00:00,0.660608975,0.973450773,0.671157561,0.77986541,0.1,0.599238494,0.756444414
2015-01-06 07:00:00+00:00,0.66459284,0.973497103,0.671378092,0.783957023,0.1,0.599427343,0.756821136
2015-01-06 08:00:00+00:00,0.66857973,0.973543322,0.671598767,0.788052507,0.1,0.599615713,0.75720264
2015-01-06 09:00:00+00:00,0.663516591,0.973589428,0.671819586,0.792151862,0.1,0.599803605,0.757588927
2015-01-06 10:00:00+00:00,0.667509529,0.973635423,0.67204055,0.796255087,0.1,0.599991018,0.757979997
2015-01-06 11:00:00+00:00,0.654453731,0.973550533,0.672261658,0.790668632,0.1,0.600177953,0.757608476
2015-01-06 12:00:00+00:00,0.641400958,0.973465532,0.67248291,0.794779599,0.1,0.600364409,0.757753927
2015-01-06 13:00:00+00:00,0.628351208,0.973380419,0.672704307,0.798894438,0.1,0.600550387,0.758067677
2015-01-06 14:00:00+00:00,0.632356242,0.973425967,0.672925848,0.803013148,0.1,0.600735886,0.758477878
2015-01-06 15:00:00+00:00,0.6363643,0.973471402,0.673147533,0.807135728,0.1,0.600920906,0.758892861
2015-01-06 16:00:00+00:00,0.623323623,0.973385954,0.671939074,0.788822192,0.1,0.59986478,0.758545254
2015-01-06 17:00:00+00:00,0.610285969,0.973300394,0.670730759,0.770512526,0.1,0.598808175,0.758202429
2015-01-06 18:00:00+00:00,0.59725134,0.973214722,0.670952877,0.752206732,0.1,0.59899176,0.758521983
2015-01-06 19:00:00+00:00,0.601271494,0.97325971,0.67117514,0.756344796,0.1,0.599174866,0.758956097
2015-01-06 20:00:00+00:00,0.588242913,0.973173814,0.671397547,0.740656466,0.1,0.599357494,0.758627621
2015-01-06 21:00:00+00:00,0.575217355,0.973087807,0.670189809,0.722362284,0.1,0.598333437,0.758303927
2015-01-06 22:00:00+00:00,0.562194822,0.973001688,0.668982216,0.704071973,0.1,0.597274439,0.757985016
2015-01-06 23:00:00+00:00,0.549175313,0.972915457,0.667774767,0.685785534,0.1,0.596249426,0.757670888
2015-01-07 00:00:00+00:00,0.553210587,0.972959894,0.667997202,0.689942953,0.1,0.596430174,0.758127544
2015-01-07 01:00:00+00:00,0.557248886,0.973004226,0.668219232,0.694104243,0.1,0.596610478,0.758587611
2015-01-07 02:00:00+00:00,0.561290208,0.973048455,0.668440857,0.698269405,0.1,0.596790338,0.759051089
2015-01-07 03:00:00+00:00,0.565334554,0.973092579,0.668662077,0.702438437,0.1,0.596969755,0.759517977
2015-01-07 04:00:00+00:00,0.569381925,0.973136599,0.668882891,0.70661134,0.1,0.597148727,0.759988277
2015-01-07 05:00:00+00:00,0.573432319,0.973180514,0.6691033,0.710788114,0.1,0.597327256,0.760461988
2015-01-07 06:00:00+00:00,0.560433978,0.973093554,0.667893016,0.692528771,0.1,0.596299136,0.760171737
2015-01-07 07:00:00+00:00,0.564490421,0.973137261,0.668112615,0.696713287,0.1,0.596476777,0.760652269
2015-01-07 08:00:00+00:00,0.568549887,0.973180864,0.668331809,0.700901675,0.1,0.596653974,0.761136213
2015-01-07 09:00:00+00:00,0.572612378,0.973224363,0.668550598,0.705093933,0.1,0.596830727,0.761623568
2015-01-07 10:00:00+00:00,0.576677893,0.973267757,0.668768982,0.709290062,0.1,0.597007037,0.762114334
2015-01-07 11:00:00+00:00,0.580746431,0.973311048,0.66898696,0.713490062,0.1,0.597182902,0.76260851
2015-01-07 12:00:00+00:00,0.584817994,0.973354234,0.669204534,0.717693933,0.1,0.597358324,0.763106098
2015-01-07 13:00:00+00:00,0.588892581,0.973397316,0.669421702,0.721901675,0.1,0.597533302,0.763607097
2015-01-07 14:00:00+00:00,0.592970191,0.973440293,0.669638466,0.726113287,0.1,0.597707836,0.764111506
2015-01-07 15:00:00+00:00,0.597050826,0.973483167,0.669854824,0.730328771,0.1,0.597881926,0.764619327
2015-01-07 16:00:00+00:00,0.601134485,0.973525936,0.670070777,0.734548126,0.1,0.598055573,0.765130559
2015-01-07 17:00:00+00:00,0.605221168,0.973568601,0.670286325,0.738771352,0.1,0.598228775,0.765645201
2015-01-07 18:00:00+00:00,0.592259115,0.97348039,0.669071179,0.720558461,0.1,0.597195328,0.765395882
2015-01-07 19:00:00+00:00,0.579300087,0.973392074,0.667855628,0.70234944,0.1,0.596126975,0.765149973
2015-01-07 20:00:00+00:00,0.583395842,0.973434426,0.66806996,0.706584279,0.1,0.596298846,0.765674849
2015-01-07 21:00:00+00:00,0.587494621,0.973476674,0.668283888,0.710822989,0.1,0.596470273,0.766203135
2015-01-07 22:00:00+00:00,0.574544665,0.973388046,0.66849741,0.692625581,0.1,0.596641256,0.76596746
2015-01-07 23:00:00+00:00,0.578649492,0.973430086,0.668710527,0.696872033,0.1,0.596811795,0.766502568
2015-01-08 00:00:00+00:00,0.582757343,0.973472109,0.66892323,0.701122355,0.1,0.596981961,0.767035227
2015-01-08 01:00:00+00:00,0.586868218,0.973514115,0.669135519,0.705376549,0.1,0.597151752,0.767565437
2015-01-08 02:00:00+00:00,0.590982117,0.973556105,0.669347393,0.709634614,0.1,0.597321169,0.768093197
2015-01-08 03:00:00+00:00,0.578047281,0.973467306,0.668128564,0.691456561,0.1,0.596284006,0.767851135
2015-01-08 04:00:00+00:00,0.582167228,0.973509262,0.66833961,0.695722367,0.1,0.596452675,0.768373996
2015-01-08 05:00:00+00:00,0.5862902,0.973551202,0.668550242,0.699992045,0.1,0.59662097,0.768894407
2015-01-08 06:00:00+00:00,0.573364436,0.973462353,0.66733017,0.681825605,0.1,0.595582685,0.768644996
2015-01-08 07:00:00+00:00,0.577493455,0.97350426,0.667539973,0.686103024,0.1,0.595750231,0.769160509
2015-01-08 08:00:00+00:00,0.581625498,0.97354615,0.667749361,0.690384315,0.1,0.595917403,0.769089077
2015-01-08 09:00:00+00:00,0.568708807,0.973457251,0.667958335,0.672229488,0.1,0.596084201,0.769087083
2015-01-08 10:00:00+00:00,0.555795139,0.973368335,0.667998757,0.654078532,0.1,0.596250625,0.768827874
2015-01-08 11:00:00+00:00,0.542884495,0.973279403,0.666776614,0.635931447,0.1,0.596416675,0.768566216
2015-01-08 12:00:00+00:00,0.529976875,0.973190454,0.666417137,0.617788233,0.1,0.596582351,0.768302108
2015-01-08 13:00:00+00:00,0.517072279,0.973101489,0.666624454,0.622088879,0.1,0.596747652,0.768278572
2015-01-08 14:00:00+00:00,0.504224986,0.973143279,0.666831357,0.626393395,0.1,0.59691258,0.768009565
2015-01-08 15:00:00+00:00,0.508378197,0.973185052,0.667037846,0.630701782,0.1,0.597077133,0.768505482
2015-01-08 16:00:00+00:00,0.495482674,0.973096037,0.665813631,0.612574052,0.1,0.596035107,0.768231576
2015-01-08 17:00:00+00:00,0.482590174,0.973007005,0.664589002,0.594450193,0.1,0.596198912,0.767955221
2015-01-08 18:00:00+00:00,0.469700698,0.972917956,0.664794247,0.576330205,0.1,0.596362343,0.767676416
2015-01-08 19:00:00+00:00,0.456814247,0.972828891,0.66356879,0.558214088,0.1,0.595284732,0.767395162
2015-01-08 20:00:00+00:00,0.443930819,0.972739809,0.663773207,0.547447457,0.1,0.595447414,0.767111458
2015-01-08 21:00:00+00:00,0.431050416,0.972781483,0.663977209,0.55177907,0.1,0.595609723,0.767225992
2015-01-08 22:00:00+00:00,0.418173037,0.972692368,0.664180798,0.533674566,0.1,0.595771657,0.76693739
2015-01-08 23:00:00+00:00,0.405298681,0.972603236,0.662953683,0.515573933,0.1,0.594727012,0.766646338
2015-01-09 00:00:00+00:00,0.401162056,0.972644847,0.663156515,0.519917158,0.1,0.594888342,0.767122956
2015-01-09 01:00:00+00:00,0.405345508,0.97268643,0.663359004,0.524264255,0.1,0.595049441,0.767599873
2015-01-09 02:00:00+00:00,0.409531984,0.972727983,0.663561151,0.528615223,0.1,0.595210309,0.768077087
2015-01-09 03:00:00+00:00,0.413721484,0.972769508,0.663762955,0.532970062,0.1,0.595370947,0.7685546
2015-01-09 04:00:00+00:00,0.417914009,0.972811004,0.663964417,0.537328771,0.1,0.595531354,0.76903241
2015-01-09 05:00:00+00:00,0.422109557,0.972852471,0.664165536,0.541691352,0.1,0.59569153,0.769510518
2015-01-09 06:00:00+00:00,0.426308129,0.972893909,0.664366313,0.546057803,0.1,0.595851476,0.769988924
2015-01-09 07:00:00+00:00,0.430509725,0.972935318,0.664566748,0.550428126,0.1,0.59601119,0.770467628
2015-01-09 08:00:00+00:00,0.434714346,0.972976698,0.66476684,0.55480232,0.1,0.596170675,0.770946629
2015-01-09 09:00:00+00:00,0.421870231,0.972887277,0.6635363,0.536740396,0.1,0.595123723,0.770658556
2015-01-09 10:00:00+00:00,0.40902914,0.972928599,0.663735708,0.541122332,0.1,0.595282746,0.770505882
2015-01-09 11:00:00+00:00,0.413242832,0.972969893,0.663934772,0.545508138,0.1,0.595441538,0.770985777
2015-01-09 12:00:00+00:00,0.417459548,0.973011157,0.664133495,0.549897815,0.1,0.595600099,0.77146597
2015-01-09 13:00:00+00:00,0.421679289,0.973052393,0.664331875,0.554291364,0.1,0.59575843,0.771946461
2015-01-09 14:00:00+00:00,0.425902053,0.973093599,0.664529912,0.558688783,0.1,0.59591653,0.77242725
2015-01-09 15:00:00+00:00,0.430127842,0.973134777,0.664727607,0.563090073,0.1,0.5960744,0.772908337
2015-01-09 16:00:00+00:00,0.417304895,0.973159198,0.664924959,0.567495235,0.1,0.596232039,0.772622348
2015-01-09 17:00:00+00:00,0.404484972,0.973069546,0.664741486,0.549464279,0.1,0.596389447,0.772336657
2015-01-09 18:00:00+00:00,0.391668074,0.972979865,0.664938153,0.531437194,0.1,0.596546624,0.772051264
2015-01-09 19:00:00+00:00,0.378854199,0.972890156,0.665134478,0.525881777,0.1,0.596703571,0.771766169
2015-01-09 20:00:00+00:00,0.366043348,0.972800417,0.663900172,0.507862434,0.1,0.595619619,0.771481372
2015-01-09 21:00:00+00:00,0.370287281,0.972841421,0.664095812,0.51228695,0.1,0.595776104,0.771964246
2015-01-09 22:00:00+00:00,0.357482479,0.972751625,0.662860821,0.494275349,0.1,0.59469169,0.771680045
2015-01-09 23:00:00+00:00,0.361732459,0.972792571,0.663055776,0.498707607,0.1,0.594847714,0.772163514
2015-01-10 00:00:00+00:00,0.365985464,0.972833461,0.66325054,0.503143736,0.1,0.595003402,0.772645984
2015-01-10 01:00:00+00:00,0.370241493,0.972874294,0.663445113,0.507583736,0.1,0.595158754,0.773127455
2015-01-10 02:00:00+00:00,0.374500546,0.97291507,0.663639495,0.512027607,0.1,0.59531377,0.773607926
2015-01-10 03:00:00+00:00,0.378762623,0.972955789,0.663833686,0.516475349,0.1,0.59546845,0.774087398
2015-01-10 04:00:00+00:00,0.383027724,0.972996451,0.664027686,0.520926962,0.1,0.595622794,0.774565871
2015-01-10 05:00:00+00:00,0.387295849,0.973037057,0.664221494,0.525382446,0.1,0.595776802,0.775043344
2015-01-10 06:00:00+00:00,0.391566998,0.973077605,0.664415111,0.529841801,0.1,0.595930473,0.775519818
2015-01-10 07:00:00+00:00,0.395841171,0.973118097,0.664608537,0.534305027,0.1,0.596083809,0.775995292
2015-01-10 08:00:00+00:00,0.400118369,0.973158532,0.664801772,0.538772124,0.1,0.596236809,0.776469767
2015-01-10 09:00:00+00:00,0.40439859,0.97319891,0.664994816,0.543243091,0.1,0.596389472,0.776943243
2015-01-10 10:00:00+00:00,0.408681835,0.973239231,0.665187669,0.54771793,0.1,0.5965418,0.777415719
2015-01-10 11:00:00+00:00,0.412968104,0.973279495,0.66538033,0.55219664,0.1,0.596693791,0.777887196
2015-01-10 12:00:00+00:00,0.417257398,0.973319702,0.6655728,0.55667922,0.1,0.596845447,0.778357674
2015-01-10 13:00:00+00:00,0.421549715,0.973359853,0.665765079,0.561165672,0.1,0.596996766,0.778827152
2015-01-10 14:00:00+00:00,0.425845056,0.973399946,0.665957167,0.565655995,0.1,0.59714775,0.77929563
2015-01-10 15:00:00+00:00,0.430143422,0.973439983,0.666149064,0.570150188,0.1,0.597298397,0.77976311
2015-01-10 16:00:00+00:00,0.432104797,0.973479963,0.66634077,0.574648253,0.1,0.597448708,0.779462216
2015-01-10 17:00:00+00:00,0.419357451,0.973389114,0.666532284,0.5567102,0.1,0.597598684,0.779160324
2015-01-10 18:00:00+00:00,0.406613129,0.973298208,0.665293319,0.538776018,0.1,0.596507654,0.778857432
2015-01-10 19:00:00+00:00,0.410923591,0.973338018,0.665484451,0.543285696,0.1,0.596656958,0.779320913
2015-01-10 20:00:00+00:00,0.415237076,0.97337777,0.665675392,0.547799244,0.1,0.596805925,0.779731293
2015-01-10 21:00:00+00:00,0.419553586,0.973417466,0.665866142,0.552316664,0.1,0.596954556,0.780192775
2015-01-10 22:00:00+00:00,0.42387312,0.973457104,0.666056701,0.556837954,0.1,0.597102851,0.780653259
2015-01-10 23:00:00+00:00,0.428195677,0.973496686,0.666247068,0.561363115,0.1,0.59725081,0.781112743
2015-01-11 00:00:00+00:00,0.432521259,0.973536196,0.666437077,0.565892147,0.1,0.597398444,0.781568951
2015-01-11 01:00:00+00:00,0.436849865,0.973575633,0.666626726,0.570425051,0.1,0.597545751,0.782021882
