,CH_P2HT_OTH,CH_STUR_BIO_CHP,CH_COMC_GAS_CHP
2016-01-02 02:00:00,3433.3898541720478,693.7680122426871,49.65918403421339
2016-01-02 03:00:00,3898.724246123026,787.7958185343906,56.38959543193533
2016-01-02 04:00:00,5213.185853603127,1053.402538226497,75.40144484147557
2016-01-02 05:00:00,5857.450683573646,1183.5859282377967,84.71983486333703
2016-01-02 06:00:00,5531.860675583177,1117.7955746095458,80.01063060363064
2016-01-02 07:00:00,5465.878275733783,1104.4628392282455,79.05628743949546
2016-01-02 08:00:00,5289.252899717714,1068.7730279237164,76.5016483145397
2016-01-02 09:00:00,5102.254744686021,1030.9872407513847,73.79698144325701
2016-01-02 10:00:00,4982.103387755024,1006.7088536160039,72.05916004830344
2016-01-02 11:00:00,4846.104729550158,979.2282811270355,70.09212959646149
2016-01-02 12:00:00,4773.783409191213,964.6146716043,69.04610280957095
2016-01-02 13:00:00,4816.427056255451,973.2314612830443,69.66288354447053
2016-01-02 14:00:00,4902.290615884795,990.5814837442999,70.90477988906568
2016-01-02 15:00:00,5103.407275687757,1031.2201269589184,73.81365119284891
2016-01-02 16:00:00,5243.727925149136,1059.5740227261383,75.84319320566043
2016-01-02 17:00:00,5229.6094203778675,1056.7211666838512,75.63898877315987
2016-01-02 18:00:00,5163.338887778039,1043.3302097506676,74.68047817162673
2016-01-02 19:00:00,5015.526786805374,1013.4625536344789,72.54258278646797
2016-01-02 20:00:00,4610.41213969511,931.6030516864078,66.68316580492183
2016-01-02 21:00:00,3841.0976960362177,776.1515081577091,55.556107952341286
2016-01-02 22:00:00,3241.493442382976,654.9924586883375,46.88367072716521
2016-01-02 23:00:00,3571.981707130822,721.7725786986061,51.663721422637074
2016-01-03 00:00:00,3602.811911427265,728.0022847501309,52.1096372242199
2016-01-03 01:00:00,3669.0824440270953,741.3932416833146,53.06814782575305
2016-01-03 02:00:00,3869.6228383291877,781.9154417941664,55.96868425474034
2016-01-03 03:00:00,4219.415997356115,852.5964057806235,61.027953255876206
2016-01-03 04:00:00,5447.14964695557,1100.678438355824,78.78540400862741
2016-01-03 05:00:00,6825.576725032028,1379.2103425660466,98.72242452051702
2016-01-03 06:00:00,6438.614441199109,1301.0187983866304,93.12555609504301
2016-01-03 07:00:00,6297.717526236862,1272.5484595156436,91.08767920743554
2016-01-03 08:00:00,6059.431741627909,1224.3992361080655,87.64120847931416
2016-01-03 09:00:00,5807.891850498991,1173.5718213138503,84.00303563088613
2016-01-03 10:00:00,5587.1821636665145,1128.97411257116,80.81077858404093
2016-01-03 11:00:00,5425.251557922583,1096.2536004126853,78.46867876638169
2016-01-03 12:00:00,5348.608246307128,1080.7666676116987,77.3601404185216
2016-01-03 13:00:00,5326.998290024574,1076.4000512204432,77.04758261367382
2016-01-03 14:00:00,5437.641266191246,1098.7571271436716,78.64787857449438
2016-01-03 15:00:00,5662.961077030666,1144.2863807164965,81.90681461970712
2016-01-03 16:00:00,5822.874753521561,1176.5993420117877,84.2197423755806
2016-01-03 17:00:00,5759.197415675637,1163.7323790455546,83.29873871062917
2016-01-03 18:00:00,5706.180989595773,1153.0196134990076,82.53193022940265
2016-01-03 19:00:00,5504.488064291943,1112.264527180622,79.61472405082348
2016-01-03 20:00:00,5101.102213684285,1030.7543545438512,73.78031169366513
2016-01-03 21:00:00,4411.600541895622,891.4301808868565,63.80763400032236
2016-01-03 22:00:00,3711.1498255904644,749.8935882582922,53.67659368585671
2016-01-03 23:00:00,3763.5899861694606,760.4899107010724,54.435067292287286
2016-01-04 00:00:00,3776.8440926894264,763.1681020877091,54.626769412593916
2016-01-04 01:00:00,3836.7757047797068,775.2781848794579,55.493596391371725
2016-01-04 02:00:00,4037.8923645826685,815.9168280940765,58.402467695154954
2016-01-04 03:00:00,4340.143619787978,876.9912360197713,62.77410952562574
2016-01-04 04:00:00,5595.538013429102,1130.6625375757792,80.93163426858209
2016-01-04 05:00:00,7160.386981036385,1446.8637858545665,103.56498677695845
2016-01-04 06:00:00,6695.340721835841,1352.8942011147465,96.8387428166345
2016-01-04 07:00:00,6553.003143121424,1324.1327544843432,94.78002874203719
2016-01-04 08:00:00,6232.3113918883355,1259.3321672381103,90.14167091809631
2016-01-04 09:00:00,5982.50029726202,1208.8540817551957,86.52850269405612
2016-01-04 10:00:00,5761.790610429544,1164.2563730125053,83.33624564721092
2016-01-04 11:00:00,5576.521251900455,1126.819915151474,80.65658340031605
2016-01-04 12:00:00,5486.911966515467,1108.7130125157344,79.3605103695473
2016-01-04 13:00:00,5482.878108009391,1107.8979107893665,79.30216624597571
2016-01-04 14:00:00,5649.418837760268,1141.5499677779762,81.71094506200252
2016-01-04 15:00:00,5873.874250348386,1186.904556695151,84.95737879502134
2016-01-04 16:00:00,6018.805023816709,1216.189997292505,87.05359980620035
2016-01-04 17:00:00,5898.653666885713,1191.911610157124,85.31577841124677
2016-01-04 18:00:00,5886.263958617049,1189.4080834261374,85.13657860313405
2016-01-04 19:00:00,5718.282565114004,1155.464918678111,82.70696260011741
2016-01-04 20:00:00,5285.507173962073,1068.0161477492325,76.4474716283661
2016-01-04 21:00:00,4600.903758930787,929.6817404742554,66.5456403707888
2016-01-04 22:00:00,3893.8259893656477,786.8060521523728,56.318748996169845
2016-01-04 23:00:00,3605.1169734307373,728.468057165198,52.14297672340365
2016-01-05 00:00:00,3633.6421157237073,734.2319908016556,52.55555302580271
2016-01-05 01:00:00,3697.6075863200645,747.1571753197721,53.480724128152104
2016-01-05 02:00:00,3900.4530426256306,788.145147845691,56.414600056323145
2016-01-05 03:00:00,4232.670103876081,855.2745971672601,61.21965537618283
2016-01-05 04:00:00,5480.861178756352,1107.4903599261827,79.27299418418993
2016-01-05 05:00:00,6889.542195628386,1392.1355270841632,99.64759562286642
2016-01-05 06:00:00,6491.630867278973,1311.731563933177,93.89236457626953
2016-01-05 07:00:00,6385.3098823688115,1290.2478112881997,92.35458017641851
2016-01-05 08:00:00,6084.499290915671,1229.464511121922,88.00377553293757
2016-01-05 09:00:00,5839.010187545868,1179.859748917259,84.45311886986694
2016-01-05 10:00:00,5622.046226469033,1136.0189203490525,81.31503850919533
2016-01-05 11:00:00,5455.217363967723,1102.3086418085595,78.90209225577057
2016-01-05 12:00:00,5360.9979545757915,1083.270194342685,77.5393402266343
2016-01-05 13:00:00,5371.370733591417,1085.3661702104878,77.68936797296124
2016-01-05 14:00:00,5512.8439140545315,1113.952952185241,79.73557973536462
2016-01-05 15:00:00,5718.858830614872,1155.5813617818776,82.71529747491334
2016-01-05 16:00:00,5854.569356069306,1183.0037127189626,84.67816048935731
2016-01-05 17:00:00,5760.926212178241,1164.081708356855,83.32374333501699
2016-01-05 18:00:00,5734.129866387877,1158.6671040316985,82.93617165700579
2016-01-05 19:00:00,5557.216357621373,1122.9190711752858,80.37736509465205
2016-01-05 20:00:00,5113.203789202515,1033.1996597229543,73.95534406437989
2016-01-05 21:00:00,4401.51589563043,889.3924265709371,63.66177369139339
2016-01-05 22:00:00,3730.4547198695454,753.7944322344805,53.95581199152071
2016-01-05 23:00:00,3089.071217403367,624.1932577420148,44.67909634363895
2016-01-06 00:00:00,3153.612953500593,637.2348853638982,45.6126023207843
2016-01-06 01:00:00,3221.324149852593,650.916950056499,46.5919501093073
2016-01-06 02:00:00,3422.4408096555544,691.5555932711176,49.50082141309053
2016-01-06 03:00:00,3807.9624297363034,769.4560296911172,55.076852651574704
2016-01-06 04:00:00,4987.577910013273,1007.8150631017886,72.13834135886488
2016-01-06 05:00:00,6015.9236963123685,1215.607781773671,87.01192543222065
2016-01-06 06:00:00,5773.604053197339,1166.6434566397252,83.5071105805277
2016-01-06 07:00:00,5737.011193892216,1159.2493195505324,82.97784603098548
2016-01-06 08:00:00,5496.420347279791,1110.6343237278868,79.49803580368032
2016-01-06 09:00:00,5265.626014182123,1063.998860669277,76.15991844790615
2016-01-06 10:00:00,5067.678814633935,1024.000654525376,73.2968889555006
2016-01-06 11:00:00,4934.273351182975,997.0440760033582,71.36736544024038
2016-01-06 12:00:00,4848.986057054497,979.8104966458694,70.13380397044118
2016-01-06 13:00:00,4887.595845612659,987.612184598246,70.69224058176918
2016-01-06 14:00:00,4964.239157228115,1003.0991173992326,71.80077892962927
2016-01-06 15:00:00,5139.423869492012,1038.4978209443445,74.3345808675952
2016-01-06 16:00:00,5245.744854402174,1059.981573589322,75.8723652674462
2016-01-06 17:00:00,5205.406269341408,1051.8305563256447,75.28892403173036
2016-01-06 18:00:00,5151.237312259808,1040.8849045715642,74.50544580091197
2016-01-06 19:00:00,4970.578077737664,1004.3799915406678,71.89246255238464
2016-01-06 20:00:00,4520.51472155969,913.4379274987846,65.38292533675511
2016-01-06 21:00:00,3780.0135529442005,763.8085391584266,54.672611223971586
2016-01-06 22:00:00,3202.8836538248142,647.1907707359609,46.3252341158372
2016-01-06 23:00:00,2341.0785972765934,473.0501090526882,33.86042885850821
2016-01-07 00:00:00,2418.010041642483,488.59526340555806,34.97313464376626
2016-01-07 01:00:00,2481.399246737972,501.4040048199078,35.88997087131972
2016-01-07 02:00:00,2649.668772991453,535.405391119818,38.32375431173434
2016-01-07 03:00:00,3048.732632342602,616.0422404783377,44.09565510792312
2016-01-07 04:00:00,4106.756091936404,829.831778994211,59.39848523326984
2016-01-07 05:00:00,4962.222227975076,1002.6915665360488,71.77160686784349
2016-01-07 06:00:00,4801.732285983315,970.2621621369906,69.45034423717406
2016-01-07 07:00:00,4702.614619834004,950.2339482890983,68.0167457722723
2016-01-07 08:00:00,4506.108084037987,910.5268499046142,65.1745534668566
2016-01-07 09:00:00,4310.177813742839,870.936194623897,62.340696036236835
2016-01-07 10:00:00,4136.145632480678,835.7703772863186,59.82356384786281
2016-01-07 11:00:00,4020.0281340557576,812.3070918773053,58.1440865764808
2016-01-07 12:00:00,3955.486397958533,799.265464255422,57.21058059933547
2016-01-07 13:00:00,3998.9944432740735,808.0569185898165,57.839863646428974
2016-01-07 14:00:00,4053.7396658565403,819.119013447664,58.63167675204332
2016-01-07 15:00:00,4210.483882092661,850.7915376722378,60.89876269653913
2016-01-07 16:00:00,4302.110096730685,869.3059911711615,62.22400778909367
2016-01-07 17:00:00,4319.109929006294,872.7410627322827,62.46988659557391
2016-01-07 18:00:00,4270.127361432507,862.8433989121032,61.76142223791897
2016-01-07 19:00:00,4127.213517217222,833.965509177933,59.694373288525725
2016-01-07 20:00:00,3740.539366134737,755.8321865503998,54.10167230044967
2016-01-07 21:00:00,3015.309233292253,609.2885404598625,43.61223236975858
2016-01-07 22:00:00,2487.7381672475212,502.6848789613428,35.981654494075066
2016-01-07 23:00:00,1853.8461162926278,374.5974648178456,26.813292218540525
2016-01-08 00:00:00,1905.9981441211896,385.1355657087424,27.56759838757314
2016-01-08 01:00:00,1969.0992164662448,397.88608557120875,28.480267177728624
2016-01-08 02:00:00,2140.250070224066,432.4696873899529,30.95572499212295
2016-01-08 03:00:00,2558.3306911038617,516.9491591727777,37.00267665657777
2016-01-08 04:00:00,3558.439467860422,719.0361657600861,51.46785186493248
2016-01-08 05:00:00,4240.161555387367,856.7883575162289,61.32800874853007
2016-01-08 06:00:00,4053.451533106107,819.0607918957807,58.62750931464535
2016-01-08 07:00:00,3901.6055736273665,788.3780340532246,56.43126980591503
2016-01-08 08:00:00,3704.522772330482,748.5544925649739,53.580742625703394
2016-01-08 09:00:00,3495.6265282658014,706.3438674495031,50.55935051217496
2016-01-08 10:00:00,3399.390189620831,686.897869120445,49.167426421252905
2016-01-08 11:00:00,3282.6964256950437,663.3181406076648,47.47961427507495
2016-01-08 12:00:00,3188.7651490535454,644.3379146936738,46.12102968333665
2016-01-08 13:00:00,3172.9178477796736,641.1357293400864,45.89182062644829
2016-01-08 14:00:00,3246.3916991403544,655.9822250703554,46.9545171629307
2016-01-08 15:00:00,3416.390021896439,690.332940681566,49.41330522773315
2016-01-08 16:00:00,3580.33755689341,723.4610037032251,51.784577107178215
2016-01-08 17:00:00,3632.777717472405,734.0573261460054,52.54305071360881
2016-01-08 18:00:00,3605.405106181171,728.5262787170815,52.147144160801616
2016-01-08 19:00:00,3507.1518382831628,708.6727295248395,50.72604800809377
2016-01-08 20:00:00,3195.680335063963,645.7352319388756,46.22104818088794
2016-01-08 21:00:00,2531.246212563062,511.47633329573733,36.61093754116857
2016-01-08 22:00:00,2025.2851028008831,409.2392881884733,29.292917470332824
2016-01-08 23:00:00,1868.8290193151984,377.6249855157829,27.029998963234984
2016-01-09 00:00:00,1958.7264374506192,395.7901097034061,28.330239431401697
2016-01-09 01:00:00,1941.4384724245767,392.2968165904016,28.08019318752348
2016-01-09 02:00:00,2128.4366274562703,430.08260376273324,30.784860058806167
2016-01-09 03:00:00,2607.601391428083,526.9050445448403,37.715308451630676
2016-01-09 04:00:00,3620.6761419541754,731.612020966902,52.36801834289405
2016-01-09 05:00:00,4017.1468065514177,811.7248763584712,58.1024122025011
2016-01-09 06:00:00,3793.5557922146,766.5449520969468,54.86848078167618
2016-01-09 07:00:00,3666.2011165227545,740.8110261644806,53.02647345177335
2016-01-09 08:00:00,3511.7619622901075,709.604274354974,50.7927270064613
2016-01-09 09:00:00,3334.2721880227373,673.7397983947947,48.22558556931162
2016-01-09 10:00:00,3244.3747698873162,655.5746742071716,46.92534510114491
2016-01-09 11:00:00,3149.290962244082,636.361562085647,45.550090759814736
2016-01-09 12:00:00,3106.6473151798436,627.7447724069026,44.93331002491514
2016-01-09 13:00:00,3169.748387524899,640.495292269369,45.84597881507062
2016-01-09 14:00:00,3228.527468613444,652.3724888535842,46.69613604425655
2016-01-09 15:00:00,3363.3735958165757,679.6201751350189,48.64649674650662
2016-01-09 16:00:00,3534.8125823248306,714.2619985056465,51.126121998298906
2016-01-09 17:00:00,3576.879963888201,722.7623450806241,51.73456785840256
2016-01-09 18:00:00,3558.439467860422,719.0361657600861,51.46785186493248
2016-01-09 19:00:00,3484.101218248439,704.0150053741669,50.392653016256155
2016-01-09 20:00:00,3164.561998017087,639.4473043354676,45.77096494190715
2016-01-09 21:00:00,2514.246380287453,508.04126173461634,36.365058734688326
2016-01-09 22:00:00,2050.064519338211,414.2463416504463,29.651317086558265
2016-01-09 23:00:00,2047.4713245843045,413.7223476834956,29.61381014997653
2016-01-10 00:00:00,2121.809574196287,428.7435080694149,30.689008998652852
2016-01-10 01:00:00,2173.9616020248486,439.28160896031164,31.443315167685466
2016-01-10 02:00:00,2364.129217311317,477.70783320336085,34.19382385034583
2016-01-10 03:00:00,2755.9897579016147,556.8891437647954,39.86153871158536
2016-01-10 04:00:00,3763.5899861694606,760.4899107010724,54.435067292287286
2016-01-10 05:00:00,4468.650826481561,902.9580481597712,64.63278660512046
2016-01-10 06:00:00,4324.296318514107,873.789050666184,62.54490046873738
2016-01-10 07:00:00,4207.314421837886,850.1511006015204,60.85292088516146
2016-01-10 08:00:00,4039.621161085273,816.266157405377,58.42747231954278
2016-01-10 09:00:00,3856.3687318092225,779.2372504075297,55.7769821344337
2016-01-10 10:00:00,3690.1161348087794,745.6434149708034,53.37237075580487
2016-01-10 11:00:00,3582.066353396014,723.8103330145256,51.80958173156604
2016-01-10 12:00:00,3561.0326626143287,719.5601597270368,51.505358801514205
2016-01-10 13:00:00,3584.0832826490523,724.2178838777094,51.83875379335183
2016-01-10 14:00:00,3638.8285052315205,735.2799787355568,52.63056689896617
2016-01-10 15:00:00,3781.4542166963715,764.0996469178436,54.693448410961444
2016-01-10 16:00:00,3915.724078398634,791.2308900955115,56.63547423841556
2016-01-10 17:00:00,3943.096689689869,796.7619375244356,57.03138079122275
2016-01-10 18:00:00,3906.503830384745,789.3678004352427,56.502116241680525
2016-01-10 19:00:00,3755.2341364068734,758.8014856964537,54.31421160774616
2016-01-10 20:00:00,3416.6781546468737,690.3911622334493,49.41747266513111
2016-01-10 21:00:00,2695.4818803104654,544.6626178692798,38.9863768580116
2016-01-10 22:00:00,2194.130894555232,443.3571175921502,31.73503578554338
2016-01-10 23:00:00,2246.282922383794,453.895218483047,32.489341954576
2016-01-11 00:00:00,2335.027809517479,471.8274564631366,33.772912673150834
2016-01-11 01:00:00,2389.4848993495125,482.8313297691006,34.560558341367205
2016-01-11 02:00:00,2571.2966648733936,519.569129007531,37.19021133948643
2016-01-11 03:00:00,2964.021603714993,598.9251042246158,42.870428512919865
2016-01-11 04:00:00,4026.943320066175,813.7044091225072,58.24410507403209
2016-01-11 05:00:00,4777.529134946855,965.3715517787845,69.10027949574457
2016-01-11 06:00:00,4646.428733499366,938.8807456718339,67.20409547966811
2016-01-11 07:00:00,4532.040031577051,915.7667895741209,65.54962283267392
2016-01-11 08:00:00,4359.44851406706,880.8920799959596,63.05332783128974
2016-01-11 09:00:00,4157.179323262362,840.0205505738074,60.127786777914636
2016-01-11 10:00:00,3984.2996730019368,805.0876194437627,57.627324339132485
2016-01-11 11:00:00,3877.1142898404737,783.4292021431351,56.07703762708756
2016-01-11 12:00:00,3842.2502270379537,776.3843943652428,55.57277770193316
2016-01-11 13:00:00,3873.3685640848307,782.6723219686507,56.02286094091395
2016-01-11 14:00:00,3933.5883089255453,794.8406263122829,56.89385535708973
2016-01-11 15:00:00,4090.0443924112296,826.4549289849733,59.15677386418757
2016-01-11 16:00:00,4188.0095275588055,846.250256625332,60.57370257949745
2016-01-11 17:00:00,4185.416332804898,845.7262626583814,60.53619564291572
2016-01-11 18:00:00,4141.043889238055,836.7601436683365,59.8944102836283
2016-01-11 19:00:00,4018.2993375531532,811.9577625660047,58.11908195209297
2016-01-11 20:00:00,3638.8285052315205,735.2799787355568,52.63056689896617
2016-01-11 21:00:00,2893.717212609087,584.7190455650643,41.85357378781513
2016-01-11 22:00:00,2379.112120333887,480.7353539012981,34.410530595040285
2016-01-11 23:00:00,2245.9947896333597,453.8369969311636,32.485174517178024
2016-01-12 00:00:00,2333.010880264441,471.4199055999528,33.74374061136504
2016-01-12 01:00:00,2390.0611648503805,482.9477728728675,34.56889321616315
2016-01-12 02:00:00,2572.7373286255634,519.8602367669481,37.21104852647628
2016-01-12 03:00:00,2967.1910639697676,599.5655412953332,42.91627032429754
2016-01-12 04:00:00,4029.2483820696475,814.1701815375744,58.27744457321585
2016-01-12 05:00:00,4781.851126203365,966.2448750570355,69.16279105671413
2016-01-12 06:00:00,4648.15753000197,939.2300749831343,67.22910010405593
2016-01-12 07:00:00,4535.49762458226,916.4654481967218,65.59963208144956
2016-01-12 08:00:00,4359.160381316626,880.8338584440763,63.04916039389178
2016-01-12 09:00:00,4159.484385265834,840.4863229888747,60.1611262770984
2016-01-12 10:00:00,3985.452204003673,805.3205056512963,57.64399408872437
2016-01-12 11:00:00,3880.8600155961158,784.1860823176194,56.131214313261175
2016-01-12 12:00:00,3845.707820043162,777.0830529878435,55.6227869507088
2016-01-12 13:00:00,3873.9448295856987,782.7887650724175,56.031195815709886
2016-01-12 14:00:00,3934.740839927281,795.0735125198165,56.910525106681604
2016-01-12 15:00:00,4093.501985416439,827.1535876075743,59.206783112963215
2016-01-12 16:00:00,4189.738324061409,846.5995859366325,60.598707203885276
2016-01-12 17:00:00,4190.026456811844,846.657807488516,60.60287464128325
2016-01-12 18:00:00,4145.654013245,837.6916884984711,59.961089281995825
2016-01-12 19:00:00,4022.045063308796,812.7146427404891,58.173258638266596
2016-01-12 20:00:00,3641.421699985426,735.8039727025075,52.6680738355479
2016-01-12 21:00:00,2896.310407362993,585.2430395320149,41.89108072439686
2016-01-12 22:00:00,2379.9765185851893,480.9100185569482,34.42303290723419
2016-01-12 23:00:00,1922.4217108959303,388.4541941660967,27.80514231925745
2016-01-13 00:00:00,2012.6072617817854,406.67753990560334,29.109550224822133
2016-01-13 01:00:00,2058.4203691007983,415.9347666550651,29.7721727710994
2016-01-13 02:00:00,2242.537196628151,453.13833830856265,32.43516526840238
2016-01-13 03:00:00,2651.1094367436235,535.696498879235,38.34459149872419
2016-01-13 04:00:00,3622.4049384567797,731.9613502782025,52.393022967281865
2016-01-13 05:00:00,4313.635406748048,871.6348532464978,62.39070528501247
2016-01-13 06:00:00,4201.839899579639,849.0448911157357,60.77373957460003
2016-01-13 07:00:00,4073.332692886056,823.0780789757357,58.915062495105296
2016-01-13 08:00:00,3876.538024339605,783.3127590393682,56.06870275229162
2016-01-13 09:00:00,3673.692568034039,742.3247865134491,53.134826824120566
2016-01-13 10:00:00,3510.6094312883715,709.3713881474404,50.77605725686942
2016-01-13 11:00:00,3416.101889146005,690.2747191296825,49.40913779033517
2016-01-13 12:00:00,3385.271684849563,684.0450130781579,48.96322198875236
2016-01-13 13:00:00,3413.220561641665,689.6925036108485,49.36746341635547
2016-01-13 14:00:00,3472.2877754806436,701.6279217469471,50.221788082939376
2016-01-13 15:00:00,3617.5066816994013,730.9715838961847,52.32217653151638
2016-01-13 16:00:00,3730.4547198695454,753.7944322344805,53.95581199152071
2016-01-13 17:00:00,3744.5732246408134,756.6472882767674,54.16001642402125
2016-01-13 18:00:00,3724.1157993599963,752.5135580930456,53.86412836876537
2016-01-13 19:00:00,3620.6761419541754,731.612020966902,52.36801834289405
2016-01-13 20:00:00,3272.8999121802867,661.3386078436289,47.337921403543966
2016-01-13 21:00:00,2558.9069566047297,517.0656022765445,37.01101153137371
2016-01-13 22:00:00,2065.623687861649,417.3903054521504,29.87635870604866
2016-01-13 23:00:00,1721.5931838434028,347.87377250336147,24.900438452872187
2016-01-14 00:00:00,1813.7956639822964,366.50466910605195,26.234018420222665
2016-01-14 01:00:00,1855.2867800447982,374.8885725772627,26.834129405530383
2016-01-14 02:00:00,2026.4376338026195,409.4721743960069,29.309587219924705
2016-01-14 03:00:00,2447.6877149371894,494.592083249549,35.402380695757195
2016-01-14 04:00:00,3358.187206308763,678.5721872011177,48.571482873343164
2016-01-14 05:00:00,4083.9936046521157,825.2322763954219,59.0692576788302
2016-01-14 06:00:00,3977.3844869915197,803.690302198561,57.52730584158121
2016-01-14 07:00:00,3836.487572029273,775.2199633275745,55.48942895397376
2016-01-14 08:00:00,3613.4728231933245,730.156482169817,52.26383240794479
2016-01-14 09:00:00,3418.1188183990434,690.6822699928664,49.438309852120966
2016-01-14 10:00:00,3261.6627349133587,659.067967320176,47.17539134502312
2016-01-14 11:00:00,3165.138263517955,639.5637474392344,45.779299816703094
2016-01-14 12:00:00,3119.037023448508,630.2482991378893,45.112509833027865
2016-01-14 13:00:00,3153.612953500593,637.2348853638982,45.6126023207843
2016-01-14 14:00:00,3208.646308833495,648.3552017736289,46.408582863796596
2016-01-14 15:00:00,3342.051772284457,675.3117802956468,48.33810637905683
2016-01-14 16:00:00,3460.474332712848,699.2408381197274,50.0509231496226
2016-01-14 17:00:00,3505.134909030124,708.2651786616556,50.696875946307976
2016-01-14 18:00:00,3497.3553247684054,706.6931967608036,50.584355136562785
2016-01-14 19:00:00,3396.5088621164905,686.3156536016108,49.125752047273195
2016-01-14 20:00:00,3068.9019248729846,620.1177491101762,44.387375725781034
2016-01-14 21:00:00,2382.85784608953,481.4922340757823,34.46470728121389
2016-01-14 22:00:00,1893.6084358525259,382.63203897775594,27.388398579460425
2016-01-14 23:00:00,1727.6439716025177,349.096425092913,24.987954638229564
2016-01-15 00:00:00,1788.1518491936665,361.32295098842866,25.863116491803314
2016-01-15 01:00:00,1842.3208062752665,372.26860274250936,26.646594722621725
2016-01-15 02:00:00,2024.4207045495812,409.0646235328231,29.280415158138915
2016-01-15 03:00:00,2461.806219708458,497.44493929183614,35.60658512825775
2016-01-15 04:00:00,3439.440641931163,694.9906648322387,49.74670021957077
2016-01-15 05:00:00,4103.58663168163,829.1913419234936,59.352643421892175
2016-01-15 06:00:00,3930.4188486707712,794.2001892415657,56.848013545712064
2016-01-15 07:00:00,3766.1831809233663,761.013904668023,54.472574228869014
2016-01-15 08:00:00,3552.6768128517415,717.8717347224178,51.38450311697307
2016-01-15 09:00:00,3334.2721880227373,673.7397983947947,48.22558556931162
2016-01-15 10:00:00,3238.3239821282014,654.35202161762,46.83782891578754
2016-01-15 11:00:00,3128.5454042128313,632.1696103500417,45.250035267160875
2016-01-15 12:00:00,3022.5125520531037,610.7440792569475,43.71641830470782
2016-01-15 13:00:00,3005.8008525279292,607.36722924771,43.474706935625555
2016-01-15 14:00:00,3088.494951902499,624.0768146382478,44.670761468843004
2016-01-15 15:00:00,3255.035681653376,657.7288716268577,47.079540284869815
2016-01-15 16:00:00,3427.6271991633675,692.6035812050189,49.57583528625399
2016-01-15 17:00:00,3495.050262764933,706.2274243457363,50.55101563737902
2016-01-15 18:00:00,3475.457235735418,702.2683588176646,50.26762989431705
2016-01-15 19:00:00,3388.7292778547717,684.7436717007589,49.013231237528004
2016-01-15 20:00:00,3079.27470388861,622.2137249779789,44.53740347210797
2016-01-15 21:00:00,2422.9082983998615,489.58502978757605,35.04398107953176
2016-01-15 22:00:00,1910.3201353777004,386.0088889869936,27.6301099485427
2016-01-15 23:00:00,2074.8439358755386,419.2533951124194,30.009716702783706
2016-01-16 00:00:00,2143.4195304788404,433.1101244606705,31.001566803500626
2016-01-16 01:00:00,2144.2839287301426,433.2847891163207,31.014069115694536
2016-01-16 02:00:00,2333.875278515743,471.594570255603,33.75624292355895
2016-01-16 03:00:00,2821.972157751011,570.2218791460958,40.81588187572054
2016-01-16 04:00:00,3889.503998109137,785.9327288741216,56.25623743520028
2016-01-16 05:00:00,4319.109929006294,872.7410627322827,62.46988659557391
2016-01-16 06:00:00,4080.824144397341,824.5918393247043,59.02341586745252
2016-01-16 07:00:00,3976.520088740218,803.5156375429108,57.514803529387294
2016-01-16 08:00:00,3824.3859965110437,772.7746581484714,55.314396583259004
2016-01-16 09:00:00,3647.4724877445415,737.0266252920591,52.75559002090528
2016-01-16 10:00:00,3555.558140356082,718.453950241252,51.426177490952774
