,DK_P2HT_OTH,DK_STUR_BIO_CHP,DK_COMC_GAS_CHP,DK_ICEN_GAS_CHP
2016-01-03 18:00:00,5859.81681180363,2150.8374674772867,1161.8440854176397,272.9909093336556
2016-01-03 19:00:00,5608.806014884876,2058.704309719406,1112.0753948352701,261.2970854643861
2016-01-03 20:00:00,5108.6745625904305,1875.1317679819404,1012.9127779068438,237.99749362847703
2016-01-03 21:00:00,4236.185226312591,1554.885791919907,839.9216064247514,197.3508889744497
2016-01-03 22:00:00,3567.075120068322,1309.2898744026631,707.2550667699406,166.17909944341494
2016-01-03 23:00:00,3261.2502184007435,1197.0372770741599,646.6182133344931,151.93165439787413
2016-01-04 00:00:00,3344.794474604124,1227.7020780749006,663.1827925795288,155.823725294122
2016-01-04 01:00:00,3424.558447721379,1256.9793315190466,678.9978433519384,159.53968438510975
2016-01-04 02:00:00,3646.8390931855765,1338.5671278468092,723.0701175423502,169.8950585344027
2016-01-04 03:00:00,4110.3017995446025,1508.680458285307,814.9623082863039,191.48636585928892
2016-01-04 04:00:00,5405.426784851307,1984.0542511746162,1071.7507630079886,251.8222703413936
2016-01-04 05:00:00,6402.287434662685,2349.9505418486115,1269.4014212394777,298.26295338847757
2016-01-04 06:00:00,6163.751571928147,2262.3962910274927,1222.1061746167743,287.1502984765664
2016-01-04 07:00:00,6155.812977447282,2259.4824411586437,1220.5321648242593,286.78046368552015
2016-01-04 08:00:00,5918.7892279471935,2172.4832093601626,1173.5367295906062,275.73825349571297
2016-01-04 09:00:00,5676.851110435142,2083.6801657381084,1125.566907342539,264.46709795906764
2016-01-04 10:00:00,5459.862861291519,2004.0349359895781,1082.5439730138035,254.35828033713875
2016-01-04 11:00:00,5333.223377906304,1957.5520928436592,1057.434769180831,248.45853486092597
2016-01-04 12:00:00,5247.788980159861,1926.1935180646212,1040.4954256994822,244.4784080620481
2016-01-04 13:00:00,5311.675764315387,1949.6430717710703,1053.1624568868626,247.45469757094352
2016-01-04 14:00:00,5378.964803248427,1974.341418278454,1066.5040636996061,250.589487704573
2016-01-04 15:00:00,5571.3812123322305,2044.967588909119,1104.6550629562723,259.5535785923113
2016-01-04 16:00:00,5677.229138743754,2083.818920493768,1125.6418601898017,264.48470913959363
2016-01-04 17:00:00,5662.486034707863,2078.407485023049,1122.71869914656,263.7978730990793
2016-01-04 18:00:00,5588.770514528409,2051.350307669454,1108.102893930352,260.36369289650764
2016-01-04 19:00:00,5377.83071832259,1973.9251540114758,1066.2792051578185,250.536654162995
2016-01-04 20:00:00,4860.309963831965,1783.969893513675,963.6687572553122,226.42694802288955
2016-01-04 21:00:00,4001.429646664179,1468.7190886553824,793.3758882746738,186.41434586779854
2016-01-04 22:00:00,3382.597305465382,1241.5775536408466,670.6780773057893,157.58484334672283
2016-01-04 23:00:00,3238.946548192601,1188.850746490252,642.1959953459996,150.89259474683968
2016-01-05 00:00:00,3317.576436384018,1217.7117356674196,657.7861875766213,154.5557202962494
2016-01-05 01:00:00,3397.340409501273,1246.9889891115654,673.601238349031,158.27167938723716
2016-01-05 02:00:00,3621.133168199921,1329.1318044619659,717.9733239284931,168.6974982586341
2016-01-05 03:00:00,4076.6572800780823,1496.3312850316147,808.2915048799321,189.91897079247417
2016-01-05 04:00:00,5357.039161348896,1966.293642450205,1062.156798558375,249.56803923406449
2016-01-05 05:00:00,6344.071075136349,2328.5823094770553,1257.8586827610368,295.5508315874724
2016-01-05 06:00:00,6108.937467179322,2242.2768514568706,1211.2380117636965,284.59667730029514
2016-01-05 07:00:00,6102.132957624295,2239.7792658550006,1209.8888605129696,284.279676050827
2016-01-05 08:00:00,5866.2432930500445,2153.1962983234976,1163.118283821104,273.2902994025978
2016-01-05 09:00:00,5629.597571858569,2066.3358212806756,1116.1978014347133,262.26570039331654
2016-01-05 10:00:00,5414.4994642580095,1987.3843653104432,1073.5496313422911,252.2449386740178
2016-01-05 11:00:00,5292.396320576146,1942.5665792324378,1049.3398616764698,246.55652736411707
2016-01-05 12:00:00,5206.205866212476,1910.9304949420807,1032.2506125005957,242.54117820418716
2016-01-05 13:00:00,5269.336593750779,1934.1025391372107,1044.7677379934507,245.48224535203056
2016-01-05 14:00:00,5335.869576066592,1958.5233761332756,1057.9594391116693,248.58181312460806
2016-01-05 15:00:00,5523.371617138433,2027.3457349403677,1095.1360513539214,257.3169586655082
2016-01-05 16:00:00,5630.731656784406,2066.752085547654,1116.422659976501,262.31853393489456
2016-01-05 17:00:00,5615.988552748515,2061.340650076935,1113.4994989332595,261.63169789438024
2016-01-05 18:00:00,5542.273032569063,2034.2834727233408,1098.8836937170515,258.1975176918086
2016-01-05 19:00:00,5331.333236363242,1956.8583190653621,1057.0600049445181,248.37047895829596
2016-01-05 20:00:00,4816.836708341518,1768.0130966128374,955.0491798201127,224.4016622623986
2016-01-05 21:00:00,3970.809353666559,1457.479953446966,787.3047076464027,184.98784024519182
2016-01-05 22:00:00,3358.403493714177,1232.697249278641,665.8810950809826,156.4577277930583
2016-01-05 23:00:00,3218.533019527522,1181.3579896846409,638.1485415938188,149.9415909984352
2016-01-06 00:00:00,3298.675020953389,1210.7739978844465,654.038545213491,153.67516126994897
2016-01-06 01:00:00,3377.3049091448056,1239.6349870616143,669.6287374441129,157.33828681935873
2016-01-06 02:00:00,3595.0492149056527,1319.557726321463,712.8015774673732,167.48232680233951
2016-01-06 03:00:00,4046.7930436976885,1485.3696593345176,802.3702299461863,188.52768753091954
2016-01-06 04:00:00,5313.187877549837,1950.198090793708,1053.462268275913,247.52514229304754
2016-01-06 05:00:00,6291.903168547811,2309.4341531960495,1247.5151898387971,293.1204886748832
