,PHOT,WTOF,WTON,CPV,CSP
2016-04-23 19:00:00+00:00,0.00778869,0.860955056,0.210791494,0.00778869,0.00778869
2016-04-23 20:00:00+00:00,0,0.886235955,0.176374373,0,0
2016-04-23 21:00:00+00:00,0,0.796348315,0.186696416,0,0
2016-04-23 22:00:00+00:00,0,0.646067416,0.171207958,0,0
2016-04-23 23:00:00+00:00,0,0.662921348,0.09119507,0,0
2016-04-24 00:00:00+00:00,0,0.457865169,0.073127217,0,0
2016-04-24 01:00:00+00:00,0,0.356741573,0.083450027,0,0
2016-04-24 02:00:00+00:00,0,0.448033708,0.095493179,0,0
2016-04-24 03:00:00+00:00,0,0.338483146,0.092911132,0,0
2016-04-24 04:00:00+00:00,0,0.290730337,0.067101654,0,0
2016-04-24 05:00:00+00:00,0.000677277,0.287921348,0.080865095,0.000677277,0.000677277
2016-04-24 06:00:00+00:00,0.025736539,0.27247191,0.116134604,0.025736539,0.025736539
2016-04-24 07:00:00+00:00,0.076870979,0.299157303,0.142800783,0.076870979,0.076870979
2016-04-24 08:00:00+00:00,0.141212326,0.276685393,0.137637605,0.141212326,0.141212326
2016-04-24 09:00:00+00:00,0.188621741,0.297752809,0.144517697,0.188621741,0.188621741
2016-04-24 10:00:00+00:00,0.218421944,0.415730337,0.168601894,0.218421944,0.218421944
2016-04-24 11:00:00+00:00,0.227226549,0.46488764,0.198706916,0.227226549,0.227226549
2016-04-24 12:00:00+00:00,0.230274297,0.550561798,0.201285035,0.230274297,0.230274297
2016-04-24 13:00:00+00:00,0.233660684,0.64747191,0.236549998,0.233660684,0.233660684
2016-04-24 14:00:00+00:00,0.24483576,0.716292135,0.269233576,0.24483576,0.24483576
2016-04-24 15:00:00+00:00,0.299695225,0.693820225,0.246866071,0.299695225,0.299695225
2016-04-24 16:00:00+00:00,0.261090417,0.69241573,0.193533723,0.261090417,0.261090417
2016-04-24 17:00:00+00:00,0.194378598,0.751404494,0.132461443,0.194378598,0.194378598
2016-04-24 18:00:00+00:00,0.088384694,0.751404494,0.079991959,0.088384694,0.088384694
2016-04-24 19:00:00+00:00,0.012190992,0.724719101,0.069669554,0.012190992,0.012190992
2016-04-24 20:00:00+00:00,0,0.679775281,0.091171375,0,0
2016-04-24 21:00:00+00:00,0,0.66011236,0.135035177,0,0
2016-04-24 22:00:00+00:00,0,0.58988764,0.127292732,0,0
2016-04-24 23:00:00+00:00,0,0.462078652,0.136751987,0,0
2016-04-25 00:00:00+00:00,0,0.301966292,0.17029282,0,0
2016-04-25 01:00:00+00:00,0,0.252808989,0.214153472,0,0
2016-04-25 02:00:00+00:00,0,0.271067416,0.209850605,0,0
2016-04-25 03:00:00+00:00,0,0.323033708,0.207267911,0,0
2016-04-25 04:00:00+00:00,0,0.33005618,0.172864459,0,0
2016-04-25 05:00:00+00:00,0.002031832,0.221910112,0.135021813,0.002031832,0.002031832
2016-04-25 06:00:00+00:00,0.046393498,0.112359551,0.091160096,0.046393498,0.046393498
2016-04-25 07:00:00+00:00,0.122925838,0.08988764,0.052459406,0.122925838,0.122925838
2016-04-25 08:00:00+00:00,0.174060278,0.04494382,0.04729888,0.174060278,0.174060278
2016-04-25 09:00:00+00:00,0.202505926,0.058988764,0.057617922,0.202505926,0.202505926
2016-04-25 10:00:00+00:00,0.245851676,0.105337079,0.092015544,0.245851676,0.245851676
2016-04-25 11:00:00+00:00,0.276667796,0.127808989,0.081695033,0.276667796,0.276667796
2016-04-25 12:00:00+00:00,0.28818151,0.146067416,0.071374777,0.28818151,0.28818151
2016-04-25 13:00:00+00:00,0.254317643,0.155898876,0.060194851,0.254317643,0.254317643
2016-04-25 14:00:00+00:00,0.200812733,0.150280899,0.049875116,0.200812733,0.200812733
2016-04-25 15:00:00+00:00,0.172028446,0.16994382,0.036116017,0.172028446,0.172028446
2016-04-25 16:00:00+00:00,0.122248561,0.181179775,0.028376519,0.122248561,0.122248561
2016-04-25 17:00:00+00:00,0.074839147,0.271067416,0.030095936,0.074839147,0.074839147
2016-04-25 18:00:00+00:00,0.02810701,0.346910112,0.042993663,0.02810701,0.02810701
2016-04-25 19:00:00+00:00,0.003386387,0.367977528,0.067929147,0.003386387,0.003386387
2016-04-25 20:00:00+00:00,0,0.356741573,0.09544357,0,0
2016-04-25 21:00:00+00:00,0,0.33988764,0.112639216,0,0
2016-04-25 22:00:00+00:00,0,0.417134832,0.138432744,0,0
2016-04-25 23:00:00+00:00,0,0.456460674,0.139290852,0,0
2016-04-26 00:00:00+00:00,0,0.394662921,0.136709701,0,0
2016-04-26 01:00:00+00:00,0,0.308988764,0.16594117,0,0
2016-04-26 02:00:00+00:00,0,0.290730337,0.189153398,0,0
2016-04-26 03:00:00+00:00,0,0.310393258,0.202907499,0,0
2016-04-26 04:00:00+00:00,0,0.365168539,0.219240561,0,0
2016-04-26 05:00:00+00:00,0.002370471,0.33005618,0.270823225,0.002370471,0.002370471
2016-04-26 06:00:00+00:00,0.041991195,0.342696629,0.258783437,0.041991195,0.041991195
2016-04-26 07:00:00+00:00,0.126650864,0.400280899,0.306065662,0.126650864,0.126650864
2016-04-26 08:00:00+00:00,0.263799526,0.324438202,0.306061876,0.263799526,0.263799526
2016-04-26 09:00:00+00:00,0.398916356,0.254213483,0.376554618,0.398916356,0.398916356
2016-04-26 10:00:00+00:00,0.496105655,0.262640449,0.377409664,0.496105655,0.496105655
2016-04-26 11:00:00+00:00,0.557399255,0.242977528,0.321524986,0.557399255,0.557399255
2016-04-26 12:00:00+00:00,0.577040298,0.226123596,0.266501372,0.577040298,0.577040298
2016-04-26 13:00:00+00:00,0.546562818,0.195224719,0.248444981,0.546562818,0.546562818
2016-04-26 14:00:00+00:00,0.47951236,0.176966292,0.243283945,0.47951236,0.47951236
2016-04-26 15:00:00+00:00,0.393836776,0.193820225,0.214052838,0.393836776,0.393836776
2016-04-26 16:00:00+00:00,0.321029462,0.18258427,0.178804979,0.321029462,0.321029462
2016-04-26 17:00:00+00:00,0.209617338,0.150280899,0.188258683,0.209617338,0.209617338
2016-04-26 18:00:00+00:00,0.093802912,0.106741573,0.174502466,0.093802912,0.093802912
2016-04-26 19:00:00+00:00,0.016931934,0.074438202,0.177079131,0.016931934,0.016931934
2016-04-26 20:00:00+00:00,0,0.06741573,0.178796135,0,0
2016-04-26 21:00:00+00:00,0,0.043539326,0.15730427,0,0
2016-04-26 22:00:00+00:00,0,0.005617978,0.129795907,0,0
2016-04-26 23:00:00+00:00,0,0.004213483,0.102288225,0,0
2016-04-27 00:00:00+00:00,0,0.004213483,0.067045234,0,0
2016-04-27 01:00:00+00:00,0,0.043539326,0.041258096,0,0
2016-04-27 02:00:00+00:00,0,0.126404494,0.034381321,0,0
2016-04-27 03:00:00+00:00,0,0.212078652,0.04297612,0,0
2016-04-27 04:00:00+00:00,0,0.390449438,0.066182407,0,0
2016-04-27 05:00:00+00:00,0.005756857,0.512640449,0.117751657,0.005756857,0.005756857
2016-04-27 06:00:00+00:00,0.079241449,0.491573034,0.183930972,0.079241449,0.079241449
2016-04-27 07:00:00+00:00,0.237385709,0.459269663,0.153846901,0.237385709,0.237385709
2016-04-27 08:00:00+00:00,0.403657298,0.591292135,0.158142345,0.403657298,0.403657298
2016-04-27 09:00:00+00:00,0.496782933,0.595505618,0.273307848,0.496782933,0.496782933
2016-04-27 10:00:00+00:00,0.529292245,0.457865169,0.311120182,0.529292245,0.529292245
2016-04-27 11:00:00+00:00,0.594649509,0.380617978,0.365260891,0.594649509,0.594649509
2016-04-27 12:00:00+00:00,0.640704368,0.474719101,0.348927267,0.640704368,0.640704368
2016-04-27 13:00:00+00:00,0.653911277,0.504213483,0.360095363,0.653911277,0.653911277
2016-04-27 14:00:00+00:00,0.60209956,0.390449438,0.378138427,0.60209956,0.60209956
2016-04-27 15:00:00+00:00,0.525905858,0.293539326,0.359227065,0.525905858,0.525905858
2016-04-27 16:00:00+00:00,0.387402641,0.355337079,0.325706637,0.387402641,0.387402641
2016-04-27 17:00:00+00:00,0.236031155,0.540730337,0.280155808,0.236031155,0.236031155
2016-04-27 18:00:00+00:00,0.09448019,0.676966292,0.220856296,0.09448019,0.09448019
2016-04-27 19:00:00+00:00,0.014561463,0.801966292,0.166714365,0.014561463,0.014561463
2016-04-27 20:00:00+00:00,0,0.799157303,0.140072709,0,0
2016-04-27 21:00:00+00:00,0,0.700842697,0.118587699,0,0
2016-04-27 22:00:00+00:00,0,0.646067416,0.091087976,0,0
2016-04-27 23:00:00+00:00,0,0.5,0.072182032,0,0
2016-04-28 00:00:00+00:00,0,0.377808989,0.062728848,0,0
2016-04-28 01:00:00+00:00,0,0.301966292,0.062728072,0,0
2016-04-28 02:00:00+00:00,0,0.338483146,0.089364916,0,0
2016-04-28 03:00:00+00:00,0,0.375,0.124593776,0,0
2016-04-28 04:00:00+00:00,0,0.356741573,0.184740211,0,0
2016-04-28 05:00:00+00:00,0.006434135,0.396067416,0.240588929,0.006434135,0.006434135
2016-04-28 06:00:00+00:00,0.078564172,0.401685393,0.281829262,0.078564172,0.078564172
2016-04-28 07:00:00+00:00,0.188621741,0.421348315,0.305884077,0.188621741,0.188621741
2016-04-28 08:00:00+00:00,0.345750085,0.52247191,0.186449507,0.345750085,0.345750085
2016-04-28 09:00:00+00:00,0.459871317,0.467696629,0.151219851,0.459871317,0.459871317
2016-04-28 10:00:00+00:00,0.560785642,0.58005618,0.265490661,0.560785642,0.560785642
2016-04-28 11:00:00+00:00,0.442262106,0.620786517,0.332503611,0.442262106,0.442262106
2016-04-28 12:00:00+00:00,0.36471385,0.508426966,0.355697141,0.36471385,0.36471385
2016-04-28 13:00:00+00:00,0.349136471,0.546348315,0.362566035,0.349136471,0.349136471
2016-04-28 14:00:00+00:00,0.330849983,0.81741573,0.325618078,0.330849983,0.330849983
2016-04-28 15:00:00+00:00,0.297663393,0.820224719,0.313586094,0.297663393,0.297663393
2016-04-28 16:00:00+00:00,0.238401626,0.832865169,0.323891771,0.238401626,0.238401626
2016-04-28 17:00:00+00:00,0.141550965,0.882022472,0.330760718,0.141550965,0.141550965
2016-04-28 18:00:00+00:00,0.058923129,0.83005618,0.304983386,0.058923129,0.058923129
2016-04-28 19:00:00+00:00,0.009143244,0.70505618,0.273193009,0.009143244,0.009143244
2016-04-28 20:00:00+00:00,0,0.144662921,0.346212019,0,0
2016-04-28 21:00:00+00:00,0,0.30758427,0.367684648,0,0
2016-04-28 22:00:00+00:00,0,0.636235955,0.304109245,0,0
2016-04-28 23:00:00+00:00,0,0.54494382,0.27403856,0,0
2016-04-29 00:00:00+00:00,0,0.564606742,0.284343707,0,0
2016-04-29 01:00:00+00:00,0,0.568820225,0.241388502,0,0
2016-04-29 02:00:00+00:00,0,0.41011236,0.237949427,0,0
2016-04-29 03:00:00+00:00,0,0.278089888,0.237087474,0,0
2016-04-29 04:00:00+00:00,0,0.219101124,0.197570453,0,0
2016-04-29 05:00:00+00:00,0.006095496,0.213483146,0.159772392,0.006095496,0.006095496
2016-04-29 06:00:00+00:00,0.058923129,0.234550562,0.142590803,0.058923129,0.058923129
2016-04-29 07:00:00+00:00,0.171351168,0.292134832,0.123691699,0.171351168,0.171351168
2016-04-29 08:00:00+00:00,0.28073146,0.41994382,0.138292482,0.28073146,0.28073146
2016-04-29 09:00:00+00:00,0.375211649,0.532303371,0.144303415,0.375211649,0.375211649
2016-04-29 10:00:00+00:00,0.470030478,0.594101124,0.127122867,0.470030478,0.470030478
2016-04-29 11:00:00+00:00,0.471385032,0.573033708,0.175221246,0.471385032,0.471385032
2016-04-29 12:00:00+00:00,0.477819167,0.539325843,0.188961754,0.477819167,0.477819167
2016-04-29 13:00:00+00:00,0.460209956,0.504213483,0.2130088,0.460209956,0.460209956
2016-04-29 14:00:00+00:00,0.456823569,0.5,0.209570584,0.456823569,0.456823569
2016-04-29 15:00:00+00:00,0.391804944,0.470505618,0.209567995,0.391804944,0.391804944
2016-04-29 16:00:00+00:00,0.319674907,0.403089888,0.190670164,0.319674907,0.319674907
2016-04-29 17:00:00+00:00,0.209955977,0.396067416,0.194103265,0.209955977,0.209955977
2016-04-29 18:00:00+00:00,0.094141551,0.304775281,0.145146223,0.094141551,0.094141551
2016-04-29 19:00:00+00:00,0.016593295,0.266853933,0.100484605,0.016593295,0.016593295
2016-04-29 20:00:00+00:00,0,0.162921348,0.126248329,0,0
2016-04-29 21:00:00+00:00,0,0.10252809,0.146858487,0,0
2016-04-29 22:00:00+00:00,0,0.179775281,0.124527588,0,0
2016-04-29 23:00:00+00:00,0,0.105337079,0.071280428,0,0
2016-04-30 00:00:00+00:00,0,0.125,0.043798276,0,0
2016-04-30 01:00:00+00:00,0,0.08005618,0.021469478,0,0
2016-04-30 02:00:00+00:00,0,0.158707865,0.018892907,0,0
2016-04-30 03:00:00+00:00,0,0.219101124,0.022327706,0,0
2016-04-30 04:00:00+00:00,0,0.198033708,0.060971058,0,0
2016-04-30 05:00:00+00:00,0.00507958,0.191011236,0.115929453,0.00507958,0.00507958
2016-04-30 06:00:00+00:00,0.052150356,0.202247191,0.171745216,0.052150356,0.052150356
2016-04-30 07:00:00+00:00,0.123941754,0.200842697,0.133100898,0.123941754,0.123941754
2016-04-30 08:00:00+00:00,0.248560786,0.202247191,0.118501271,0.248560786,0.248560786
2016-04-30 09:00:00+00:00,0.445648493,0.217696629,0.115065031,0.445648493,0.445648493
2016-04-30 10:00:00+00:00,0.506942093,0.179775281,0.077281529,0.506942093,0.506942093
2016-04-30 11:00:00+00:00,0.602438198,0.200842697,0.071269863,0.602438198,0.602438198
2016-04-30 12:00:00+00:00,0.655265831,0.188202247,0.079855607,0.655265831,0.655265831
2016-04-30 13:00:00+00:00,0.605485947,0.238764045,0.071268102,0.605485947,0.605485947
2016-04-30 14:00:00+00:00,0.544530985,0.252808989,0.074701787,0.544530985,0.544530985
2016-04-30 15:00:00+00:00,0.465289536,0.338483146,0.067831819,0.465289536,0.465289536
2016-04-30 16:00:00+00:00,0.370809346,0.41011236,0.083286141,0.370809346,0.370809346
2016-04-30 17:00:00+00:00,0.237724348,0.460674157,0.093588426,0.237724348,0.237724348
2016-04-30 18:00:00+00:00,0.09685066,0.462078652,0.092728671,0.09685066,0.09685066
2016-04-30 19:00:00+00:00,0.013206908,0.45505618,0.096161878,0.013206908,0.013206908
2016-04-30 20:00:00+00:00,0,0.398876405,0.103887889,0,0
2016-04-30 21:00:00+00:00,0,0.408707865,0.120199379,0,0
2016-04-30 22:00:00+00:00,0,0.369382023,0.146813142,0,0
2016-04-30 23:00:00+00:00,0,0.254213483,0.1425186,0,0
2016-05-01 00:00:00+00:00,0,0.199438202,0.121053461,0,0
2016-05-01 01:00:00+00:00,0,0.16994382,0.111608195,0,0
2016-05-01 02:00:00+00:00,0,0.101123596,0.091860995,0,0
2016-05-01 03:00:00+00:00,0,0.053370787,0.049793196,0,0
2016-05-01 04:00:00+00:00,0,0.051966292,0.043783131,0,0
2016-05-01 05:00:00+00:00,0.009820522,0.046348315,0.038631698,0.009820522,0.009820522
2016-05-01 06:00:00+00:00,0.084998307,0.061797753,0.04378205,0.084998307,0.084998307
2016-05-01 07:00:00+00:00,0.215035557,0.08005618,0.034338439,0.215035557,0.215035557
2016-05-01 08:00:00+00:00,0.343718253,0.096910112,0.013735206,0.343718253,0.343718253
2016-05-01 09:00:00+00:00,0.429393837,0.081460674,0.012876597,0.429393837,0.429393837
2016-05-01 10:00:00+00:00,0.473078226,0.120786517,0.011159579,0.473078226,0.473078226
2016-05-01 11:00:00+00:00,0.492719269,0.158707865,0.012876279,0.492719269,0.492719269
2016-05-01 12:00:00+00:00,0.501185235,0.176966292,0.019743383,0.501185235,0.501185235
2016-05-01 13:00:00+00:00,0.463934981,0.18258427,0.020601537,0.463934981,0.463934981
2016-05-01 14:00:00+00:00,0.36742296,0.206460674,0.023176443,0.36742296,0.36742296
2016-05-01 15:00:00+00:00,0.284117846,0.266853933,0.049785818,0.284117846,0.284117846
2016-05-01 16:00:00+00:00,0.153741957,0.331460674,0.058368859,0.153741957,0.153741957
2016-05-01 17:00:00+00:00,0.086352862,0.377808989,0.054076363,0.086352862,0.086352862
2016-05-01 18:00:00+00:00,0.037927531,0.45505618,0.050642318,0.037927531,0.037927531
2016-05-01 19:00:00+00:00,0.006434135,0.549157303,0.055791695,0.006434135,0.006434135
2016-05-01 20:00:00+00:00,0,0.516853933,0.074674116,0,0
2016-05-01 21:00:00+00:00,0,0.495786517,0.110722322,0,0
2016-05-01 22:00:00+00:00,0,0.598314607,0.141619826,0,0
2016-05-01 23:00:00+00:00,0,0.578651685,0.151917574,0,0
2016-05-02 00:00:00+00:00,0,0.504213483,0.151057418,0,0
2016-05-02 01:00:00+00:00,0,0.414325843,0.122732637,0,0
2016-05-02 02:00:00+00:00,0,0.292134832,0.108998968,0,0
2016-05-02 03:00:00+00:00,0,0.316011236,0.098698634,0,0
2016-05-02 04:00:00+00:00,0,0.349719101,0.127019283,0,0
2016-05-02 05:00:00+00:00,0.004740941,0.278089888,0.180227839,0.004740941,0.004740941
2016-05-02 06:00:00+00:00,0.035895699,0.224719101,0.152762663,0.035895699,0.035895699
2016-05-02 07:00:00+00:00,0.091093803,0.314606742,0.118432512,0.091093803,0.091093803
2016-05-02 08:00:00+00:00,0.156112428,0.471910112,0.123580226,0.156112428,0.156112428
2016-05-02 09:00:00+00:00,0.151371487,0.394662921,0.169920714,0.151371487,0.151371487
2016-05-02 10:00:00+00:00,0.132407721,0.473314607,0.229132679,0.132407721,0.132407721
2016-05-02 11:00:00+00:00,0.133423637,0.616573034,0.28576869,0.133423637,0.133423637
2016-05-02 12:00:00+00:00,0.126650864,0.769662921,0.336396227,0.126650864,0.126650864
2016-05-02 13:00:00+00:00,0.127328141,0.816011236,0.40847609,0.127328141,0.127328141
2016-05-02 14:00:00+00:00,0.13782594,0.860955056,0.477979777,0.13782594,0.13782594
2016-05-02 15:00:00+00:00,0.149339655,0.901685393,0.510582507,0.149339655,0.149339655
2016-05-02 16:00:00+00:00,0.207585506,0.903089888,0.514866761,0.207585506,0.207585506
2016-05-02 17:00:00+00:00,0.170673891,0.907303371,0.526873815,0.170673891,0.170673891
2016-05-02 18:00:00+00:00,0.085675584,0.908707865,0.474523816,0.085675584,0.085675584
2016-05-02 19:00:00+00:00,0.018625127,0.900280899,0.328644445,0.018625127,0.018625127
2016-05-02 20:00:00+00:00,0,0.891853933,0.309762873,0,0
2016-05-02 21:00:00+00:00,0,0.890449438,0.287449533,0,0
2016-05-02 22:00:00+00:00,0,0.841292135,0.248833838,0,0
2016-05-02 23:00:00+00:00,0,0.789325843,0.240250395,0,0
2016-05-03 00:00:00+00:00,0,0.806179775,0.256549934,0,0
2016-05-03 01:00:00+00:00,0,0.835674157,0.346638442,0,0
2016-05-03 02:00:00+00:00,0,0.860955056,0.398114485,0,0
2016-05-03 03:00:00+00:00,0,0.876404494,0.344055901,0,0
2016-05-03 04:00:00+00:00,0,0.827247191,0.320028097,0,0
2016-05-03 05:00:00+00:00,0.009820522,0.786516854,0.305438597,0.009820522,0.009820522
2016-05-03 06:00:00+00:00,0.076870979,0.832865169,0.250525195,0.076870979,0.076870979
2016-05-03 07:00:00+00:00,0.174398916,0.83005618,0.169874577,0.174398916,0.174398916
2016-05-03 08:00:00+00:00,0.289874704,0.786516854,0.133838924,0.289874704,0.289874704
2016-05-03 09:00:00+00:00,0.393498138,0.612359551,0.13212141,0.393498138,0.393498138
2016-05-03 10:00:00+00:00,0.42092787,0.43258427,0.108098001,0.42092787,0.42092787
2016-05-03 11:00:00+00:00,0.419234677,0.346910112,0.111528307,0.419234677,0.419234677
2016-05-03 12:00:00+00:00,0.531662716,0.20505618,0.094368941,0.531662716,0.531662716
2016-05-03 13:00:00+00:00,0.537080935,0.092696629,0.096083555,0.537080935,0.537080935
2016-05-03 14:00:00+00:00,0.54080596,0.015449438,0.109808422,0.54080596,0.54080596
2016-05-03 15:00:00+00:00,0.456823569,0.004213483,0.129538024,0.456823569,0.456823569
2016-05-03 16:00:00+00:00,0.298002032,0.004213483,0.114952854,0.298002032,0.298002032
2016-05-03 17:00:00+00:00,0.159837453,0.015449438,0.085784653,0.159837453,0.159837453
2016-05-03 18:00:00+00:00,0.045038943,0.099719101,0.106371658,0.045038943,0.045038943
2016-05-03 19:00:00+00:00,0.003725025,0.321629214,0.208451563,0.003725025,0.003725025
2016-05-03 20:00:00+00:00,0,0.470505618,0.353419688,0,0
2016-05-03 21:00:00+00:00,0,0.615168539,0.404883579,0,0
2016-05-03 22:00:00+00:00,0,0.766853933,0.497520292,0,0
2016-05-03 23:00:00+00:00,0,0.842696629,0.497514153,0,0
2016-05-04 00:00:00+00:00,0,0.747191011,0.620169473,0,0
2016-05-04 01:00:00+00:00,0,0.52247191,0.595286726,0,0
2016-05-04 02:00:00+00:00,0,0.776685393,0.596994884,0,0
2016-05-04 03:00:00+00:00,0,0.904494382,0.592698814,0,0
2016-05-04 04:00:00+00:00,0,0.834269663,0.671602671,0,0
2016-05-04 05:00:00+00:00,0.005756857,0.884831461,0.646720518,0.005756857,0.005756857
2016-05-04 06:00:00+00:00,0.061970877,0.884831461,0.671586098,0.061970877,0.061970877
2016-05-04 07:00:00+00:00,0.112089401,0.890449438,0.549784645,0.112089401,0.112089401
2016-05-04 08:00:00+00:00,0.307483915,0.904494382,0.712738539,0.307483915,0.307483915
2016-05-04 09:00:00+00:00,0.47951236,0.883426966,0.810504945,0.47951236,0.47951236
2016-05-04 10:00:00+00:00,0.535049103,0.89747191,0.833651943,0.535049103,0.535049103
2016-05-04 11:00:00+00:00,0.361666102,0.931179775,0.853367747,0.361666102,0.361666102
2016-05-04 12:00:00+00:00,0.395868608,0.841292135,0.837061955,0.395868608,0.395868608
2016-05-04 13:00:00+00:00,0.48730105,0.47752809,0.826760009,0.48730105,0.48730105
2016-05-04 14:00:00+00:00,0.604470031,0.43258427,0.79072959,0.604470031,0.604470031
2016-05-04 15:00:00+00:00,0.560108364,0.443820225,0.799295972,0.560108364,0.560108364
2016-05-04 16:00:00+00:00,0.443278022,0.651685393,0.743541908,0.443278022,0.443278022
2016-05-04 17:00:00+00:00,0.271926854,0.922752809,0.639764037,0.271926854,0.271926854
2016-05-04 18:00:00+00:00,0.110057569,0.921348315,0.47167008,0.110057569,0.110057569
2016-05-04 19:00:00+00:00,0.02031832,0.907303371,0.406488836,0.02031832,0.02031832
2016-05-04 20:00:00+00:00,0,0.912921348,0.386759923,0,0
2016-05-04 21:00:00+00:00,0,0.907303371,0.457931821,0,0
2016-05-04 22:00:00+00:00,0,0.867977528,0.459641251,0,0
2016-05-04 23:00:00+00:00,0,0.849719101,0.486218982,0,0
2016-05-05 00:00:00+00:00,0,0.907303371,0.533376501,0,0
2016-05-05 01:00:00+00:00,0,0.842696629,0.536799954,0,0
2016-05-05 02:00:00+00:00,0,0.837078652,0.502493439,0,0
2016-05-05 03:00:00+00:00,0,0.884831461,0.50248724,0,0
2016-05-05 04:00:00+00:00,0,0.898876405,0.509340852,0,0
2016-05-05 05:00:00+00:00,0.013206908,0.889044944,0.498187516,0.013206908,0.013206908
2016-05-05 06:00:00+00:00,0.098205215,0.903089888,0.544483943,0.098205215,0.098205215
2016-05-05 07:00:00+00:00,0.258381307,0.896067416,0.628506783,0.258381307,0.258381307
2016-05-05 08:00:00+00:00,0.421943786,0.880617978,0.714242418,0.421943786,0.421943786
2016-05-05 09:00:00+00:00,0.439891636,0.891853933,0.791401706,0.439891636,0.439891636
2016-05-05 10:00:00+00:00,0.433457501,0.890449438,0.78367523,0.433457501,0.433457501
2016-05-05 11:00:00+00:00,0.506603454,0.900280899,0.780235955,0.506603454,0.506603454
2016-05-05 12:00:00+00:00,0.585844904,0.89747191,0.7733672,0.585844904,0.585844904
2016-05-05 13:00:00+00:00,0.505587538,0.735955056,0.807652901,0.505587538,0.505587538
2016-05-05 14:00:00+00:00,0.491364714,0.622191011,0.768203901,0.491364714,0.491364714
2016-05-05 15:00:00+00:00,0.471046394,0.582865169,0.793915222,0.471046394,0.471046394
2016-05-05 16:00:00+00:00,0.386725364,0.58988764,0.81791121,0.386725364,0.386725364
2016-05-05 17:00:00+00:00,0.230274297,0.560393258,0.791323623,0.230274297,0.230274297
2016-05-05 18:00:00+00:00,0.111750762,0.56741573,0.733872879,0.111750762,0.111750762
2016-05-05 19:00:00+00:00,0.022688791,0.634831461,0.688425998,0.022688791,0.022688791
2016-05-05 20:00:00+00:00,0.000338639,0.801966292,0.694418657,0.000338639,0.000338639
2016-05-05 21:00:00+00:00,0,0.903089888,0.622397194,0,0
2016-05-05 22:00:00+00:00,0,0.903089888,0.619817661,0,0
2016-05-05 23:00:00+00:00,0,0.903089888,0.59409176,0,0
2016-05-06 00:00:00+00:00,0,0.903089888,0.57522461,0,0
2016-05-06 01:00:00+00:00,0,0.89747191,0.570931246,0,0
2016-05-06 02:00:00+00:00,0,0.889044944,0.570924205,0,0
2016-05-06 03:00:00+00:00,0,0.886235955,0.540056778,0,0
2016-05-06 04:00:00+00:00,0,0.865168539,0.466328991,0,0
2016-05-06 05:00:00+00:00,0.012190992,0.803370787,0.425177072,0.012190992,0.012190992
2016-05-06 06:00:00+00:00,0.089739248,0.688202247,0.393455382,0.089739248,0.089739248
2016-05-06 07:00:00+00:00,0.205892313,0.342696629,0.344590661,0.205892313,0.205892313
2016-05-06 08:00:00+00:00,0.28073146,0.273876405,0.288869703,0.28073146,0.28073146
2016-05-06 09:00:00+00:00,0.347104639,0.248595506,0.228007103,0.347104639,0.347104639
2016-05-06 10:00:00+00:00,0.379952591,0.179775281,0.190289296,0.379952591,0.379952591
2016-05-06 11:00:00+00:00,0.370132069,0.157303371,0.172286833,0.370132069,0.370132069
2016-05-06 12:00:00+00:00,0.414493735,0.164325843,0.178284673,0.414493735,0.414493735
2016-05-06 13:00:00+00:00,0.508296648,0.262640449,0.176568221,0.508296648,0.508296648
2016-05-06 14:00:00+00:00,0.444632577,0.375,0.149138309,0.444632577,0.444632577
2016-05-06 15:00:00+00:00,0.436843888,0.539325843,0.123423285,0.436843888,0.436843888
2016-05-06 16:00:00+00:00,0.334575009,0.605337079,0.080566985,0.334575009,0.334575009
2016-05-06 17:00:00+00:00,0.199458178,0.386235955,0.043711336,0.199458178,0.199458178
2016-05-06 18:00:00+00:00,0.090755164,0.27247191,0.017998563,0.090755164,0.090755164
2016-05-06 19:00:00+00:00,0.020995598,0.338483146,0.009427703,0.020995598,0.020995598
2016-05-06 20:00:00+00:00,0,0.351123596,0.005999373,0,0
2016-05-06 21:00:00+00:00,0,0.230337079,0.005142257,0,0
2016-05-06 22:00:00+00:00,0,0.154494382,0.005999225,0,0
2016-05-06 23:00:00+00:00,0,0.08005618,0.00514213,0,0
2016-05-07 00:00:00+00:00,0,0.039325843,0.008570111,0,0
2016-05-07 01:00:00+00:00,0,0.029494382,0.015426009,0,0
2016-05-07 02:00:00+00:00,0,0.015449438,0.017996788,0,0
2016-05-07 03:00:00+00:00,0,0.008426966,0.032565215,0,0
2016-05-07 04:00:00+00:00,0,0.008426966,0.029993908,0,0
2016-05-07 05:00:00+00:00,0.00778869,0.008426966,0.026565705,0.00778869,0.00778869
2016-05-07 06:00:00+00:00,0.070436844,0.008426966,0.023137587,0.070436844,0.070436844
2016-05-07 07:00:00+00:00,0.208601422,0.008426966,0.013710994,0.208601422,0.208601422
2016-05-07 08:00:00+00:00,0.401625466,0.008426966,0.003427706,0.401625466,0.401625466
2016-05-07 09:00:00+00:00,0.509312564,0.008426966,0.002570748,0.509312564,0.509312564
2016-05-07 10:00:00+00:00,0.628513376,0.008426966,0.000856905,0.628513376,0.628513376
2016-05-07 11:00:00+00:00,0.675245513,0.012640449,0.00171379,0.675245513,0.675245513
