,PowerCapacity,Unit,Zone,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency
0,393.0,Shoaiba ST-01,SA_WOA,STUR,HFO,0.37802663417552995,48.0,48.0,0.01527,0.01527,29508.530031674396,186.1603717705882,0,0.5089058524173028,0.36262790697674424,4.395348837209302,0.6806115633344244,,,,,,
1,393.0,Shoaiba ST-02,SA_WOA,STUR,HFO,0.37055493564925496,48.0,48.0,0.01527,0.01527,29508.530031674396,186.1603717705882,0,0.5089058524173028,0.36262790697674424,4.395348837209302,0.6806115633344244,,,,,,
2,393.0,Shoaiba ST-03,SA_WOA,STUR,HFO,0.37507628576442736,48.0,48.0,0.01527,0.01527,29508.530031674396,186.1603717705882,0,0.5089058524173028,0.36262790697674424,4.395348837209302,0.6806115633344244,,,,,,
3,393.0,Shoaiba ST-04,SA_WOA,STUR,HFO,0.37221223152755173,48.0,48.0,0.01527,0.01527,29508.530031674396,186.1603717705882,0,0.5089058524173028,0.36262790697674424,4.395348837209302,0.6806115633344244,,,,,,
4,393.0,Shoaiba ST-05,SA_WOA,STUR,HFO,0.37656645877145467,48.0,48.0,0.01527,0.01527,29508.530031674396,186.1603717705882,0,0.5089058524173028,0.36262790697674424,4.395348837209302,0.6806115633344244,,,,,,
5,397.0,Shoaiba ST-06,SA_WOA,STUR,HFO,0.36859352138017837,48.0,48.0,0.01511,0.01511,29508.530031674396,186.1603717705882,0,0.5037783375314862,0.36262790697674424,4.395348837209302,0.6806115633344244,,,,,,
6,397.0,Shoaiba ST-07,SA_WOA,STUR,HFO,0.38021706883723794,48.0,48.0,0.01511,0.01511,29508.530031674396,186.1603717705882,0,0.5037783375314862,0.36262790697674424,4.395348837209302,0.6806115633344244,,,,,,
7,397.0,Shoaiba ST-08,SA_WOA,STUR,HFO,0.3686731725539253,48.0,48.0,0.01511,0.01511,29508.530031674396,186.1603717705882,0,0.5037783375314862,0.36262790697674424,4.395348837209302,0.6806115633344244,,,,,,
8,397.0,Shoaiba ST-09,SA_WOA,STUR,HFO,0.37594411673490147,48.0,48.0,0.01511,0.01511,29508.530031674396,186.1603717705882,0,0.5037783375314862,0.36262790697674424,4.395348837209302,0.6806115633344244,,,,,,
9,397.0,Shoaiba ST-10,SA_WOA,STUR,HFO,0.377024154062442,48.0,48.0,0.01511,0.01511,29508.530031674396,186.1603717705882,0,0.5037783375314862,0.36262790697674424,4.395348837209302,0.6806115633344244,,,,,,
10,397.0,Shoaiba ST-11,SA_WOA,STUR,HFO,0.3752825485748484,48.0,48.0,0.01511,0.01511,29508.530031674396,186.1603717705882,0,0.5037783375314862,0.36262790697674424,4.395348837209302,0.6806115633344244,,,,,,
11,397.0,Shoaiba ST-12,SA_WOA,STUR,HFO,0.375291138409086,48.0,48.0,0.01511,0.01511,29508.530031674396,186.1603717705882,0,0.5037783375314862,0.36262790697674424,4.395348837209302,0.6806115633344244,,,,,,
12,397.0,Shoaiba ST-13,SA_WOA,STUR,HFO,0.375291138409086,48.0,48.0,0.01511,0.01511,29508.530031674396,186.1603717705882,0,0.5037783375314862,0.36262790697674424,4.395348837209302,0.6806115633344244,,,,,,
13,397.0,Shoaiba ST-14,SA_WOA,STUR,HFO,0.375291138409086,48.0,48.0,0.01511,0.01511,29508.530031674396,186.1603717705882,0,0.5037783375314862,0.36262790697674424,4.395348837209302,0.6806115633344244,,,,,,
14,79.0,Shoaiba GT-01,SA_WOA,GTUR,OIL,0.30481280614553913,48.0,48.0,0.08824,0.08824,6458.016481947367,1146.8035067285716,0,0.5063291139240507,0.169,0.6,0.8770380589662072,,,,,,
15,79.0,Shoaiba GT-02,SA_WOA,GTUR,OIL,0.30481280614553913,48.0,48.0,0.08824,0.08824,6458.016481947367,1146.8035067285716,0,0.5063291139240507,0.169,0.6,0.8770380589662072,,,,,,
16,79.0,Shoaiba GT-03,SA_WOA,GTUR,OIL,0.30481280614553913,48.0,48.0,0.08824,0.08824,6458.016481947367,1146.8035067285716,0,0.5063291139240507,0.169,0.6,0.8770380589662072,,,,,,
17,79.0,Shoaiba GT-04,SA_WOA,GTUR,OIL,0.30481280614553913,48.0,48.0,0.08824,0.08824,6458.016481947367,1146.8035067285716,0,0.5063291139240507,0.169,0.6,0.8770380589662072,,,,,,
18,79.0,Shoaiba GT-05,SA_WOA,GTUR,OIL,0.30481280614553913,48.0,48.0,0.08824,0.08824,6458.016481947367,1146.8035067285716,0,0.5063291139240507,0.169,0.6,0.8770380589662072,,,,,,
19,79.0,Shoaiba GT-06,SA_WOA,GTUR,OIL,0.30481280614553913,48.0,48.0,0.08824,0.08824,6458.016481947367,1146.8035067285716,0,0.5063291139240507,0.169,0.6,0.8770380589662072,,,,,,
20,79.0,Shoaiba GT-07,SA_WOA,GTUR,OIL,0.30481280614553913,48.0,48.0,0.08824,0.08824,6458.016481947367,1146.8035067285716,0,0.5063291139240507,0.169,0.6,0.8770380589662072,,,,,,
21,79.0,Shoaiba GT-08,SA_WOA,GTUR,OIL,0.30481280614553913,48.0,48.0,0.08824,0.08824,6458.016481947367,1146.8035067285716,0,0.5063291139240507,0.169,0.6,0.8770380589662072,,,,,,
22,79.0,Shoaiba GT-09,SA_WOA,GTUR,OIL,0.30481280614553913,48.0,48.0,0.08824,0.08824,6458.016481947367,1146.8035067285716,0,0.5063291139240507,0.169,0.6,0.8770380589662072,,,,,,
23,79.0,Shoaiba GT-10,SA_WOA,GTUR,OIL,0.30481280614553913,48.0,48.0,0.08824,0.08824,6458.016481947367,1146.8035067285716,0,0.5063291139240507,0.169,0.6,0.8770380589662072,,,,,,
24,624.0,Shoaiba CC-1,SA_WOA,COMC,OIL,0.3441941993580786,48.0,48.0,0.01,0.01,17500.0,340.0637477223776,0,0.28846153846153844,0.4793,0.8741258741258742,0.5224754254317995,,,,,,
25,624.0,Shoaiba CC-2,SA_WOA,COMC,OIL,0.3441941993580786,48.0,48.0,0.01,0.01,17500.0,340.0637477223776,0,0.28846153846153844,0.4793,0.8741258741258742,0.5224754254317995,,,,,,
26,260.0,Rabigh ST1,SA_WOA,STUR,HFO,0.34961350444444866,48.0,48.0,0.01923,0.01923,29508.530031674396,186.1603717705882,0,0.5769230769230769,0.36262790697674424,4.395348837209302,0.6806115633344244,,,,,,
27,260.0,Rabigh ST2,SA_WOA,STUR,HFO,0.34992973992112947,48.0,48.0,0.01923,0.01923,29508.530031674396,186.1603717705882,0,0.5769230769230769,0.36262790697674424,4.395348837209302,0.6806115633344244,,,,,,
28,260.0,Rabigh ST3,SA_WOA,STUR,HFO,0.3492885433716192,48.0,48.0,0.01923,0.01923,29508.530031674396,186.1603717705882,0,0.5769230769230769,0.36262790697674424,4.395348837209302,0.6806115633344244,,,,,,
29,260.0,Rabigh ST4,SA_WOA,STUR,HFO,0.349487098643737,48.0,48.0,0.01923,0.01923,29508.530031674396,186.1603717705882,0,0.5769230769230769,0.36262790697674424,4.395348837209302,0.6806115633344244,,,,,,
30,266.0,Rabigh ST5,SA_WOA,STUR,HFO,0.34888818476749617,48.0,48.0,0.0188,0.0188,29508.530031674396,186.1603717705882,0,0.5639097744360902,0.36262790697674424,4.395348837209302,0.6806115633344244,,,,,,
31,266.0,Rabigh ST6,SA_WOA,STUR,HFO,0.3504073263346058,48.0,48.0,0.0188,0.0188,29508.530031674396,186.1603717705882,0,0.5639097744360902,0.36262790697674424,4.395348837209302,0.6806115633344244,,,,,,
32,53.5435,Rabigh GT-01,SA_WOA,GTUR,OIL,0.1902717445279505,48.0,48.0,0.10442,0.11336,6458.016481947367,1146.8035067285716,0,0.46691008245632054,0.169,0.6,0.8770380589662072,,,,,,
33,57.8855,Rabigh GT-02,SA_WOA,GTUR,OIL,0.1906732291895038,48.0,48.0,0.10442,0.11336,6458.016481947367,1146.8035067285716,0,0.4318870874398597,0.169,0.6,0.8770380589662072,,,,,,
34,55.7675,Rabigh GT-03,SA_WOA,GTUR,OIL,0.189657366612963,48.0,48.0,0.10442,0.11336,6458.016481947367,1146.8035067285716,0,0.44828977451024343,0.169,0.6,0.8770380589662072,,,,,,
35,65.5,Rabigh GT-04,SA_WOA,GTUR,OIL,0.18194648087248935,48.0,48.0,0.10442,0.11336,6458.016481947367,1146.8035067285716,0,0.3816793893129771,0.169,0.6,0.8770380589662072,,,,,,
36,60.9,Rabigh GT-05,SA_WOA,GTUR,OIL,0.19034882175563686,48.0,48.0,0.01704,0.01704,6458.016481947367,1146.8035067285716,0,0.41050903119868637,0.169,0.6,0.8770380589662072,,,,,,
37,48.0,Rabigh GT-06,SA_WOA,GTUR,OIL,0.19196630626041686,48.0,48.0,0.10442,0.11336,6458.016481947367,1146.8035067285716,0,0.5208333333333334,0.169,0.6,0.8770380589662072,,,,,,
38,53.8545,Rabigh GT-07,SA_WOA,GTUR,OIL,0.19319757504810556,48.0,48.0,0.10442,0.11336,6458.016481947367,1146.8035067285716,0,0.4642137611527356,0.169,0.6,0.8770380589662072,,,,,,
39,51.2,Rabigh GT-08,SA_WOA,GTUR,OIL,0.19062681758718544,48.0,48.0,0.10442,0.11336,6458.016481947367,1146.8035067285716,0,0.48828125,0.169,0.6,0.8770380589662072,,,,,,
