0,AT,BE,BG,CH,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IT,LT,LU,LV,NL,NO,PL,PT,RO,SE,SI,SK
2016-08-16 15:00:00,236.6931995,382.63223626,139.6336317,228.304,240.7266937,2470.86205725,163.13492435,35.51506875,250.5243386,1234.65869691,327.1846184,1535.96228455,65.59759079999999,150.87374599999998,155.279247,1148.3767324,53.59283704999999,15.475534399999999,27.7583851875,452.11508595,381.85270859999997,603.755547,253.45766774999998,221.51449025,526.32499725,47.56975,102.088
2016-08-16 16:00:00,228.34536,358.88252679999994,134.99506125000002,213.82569999999998,223.92028069999998,2235.9427512,152.80382129999998,34.89654374999999,228.37021579999998,1181.48404823,329.6948344,1514.69734165,66.33701655,147.6930424,151.274325,1040.2533652,52.1594482,15.9064474,27.128934375,441.78075325,373.8098802,596.86264635,254.57775125,220.89811925,510.6052731,46.505649999999996,98.95700000000001
2016-08-16 17:00:00,219.22597149999999,336.91476184,135.87048005,204.8702,219.88920495,2031.3903925,141.33566355,34.40244375,221.9090616,1110.651661,328.4617452,1480.2240697500001,67.971558,146.55648799999997,146.090492,973.88845,51.00194534999999,16.3738892,26.885421375,418.26671935,374.52284719999994,606.3583965,251.43255025000002,234.8159115,517.26306975,46.97,99.353
2016-08-16 18:00:00,218.6023665,319.71427166,136.9125434,194.67,223.26779514999998,1942.2947995999998,130.69373969999998,34.48674375,223.84807419999999,1057.6737750399998,319.7527816,1438.0271766,73.59188475,149.11431319999997,137.78237,988.1407267999999,50.89062,16.870862,26.763425212499996,411.12229775000003,372.8981852,632.6568195,254.4938435,244.19246775,529.56143955,48.5472,102.53999999999999
2016-08-16 19:00:00,219.68384249999997,317.1340584,128.82939695,190.40939999999998,214.56471955,1962.68847365,126.20220735000001,32.23723125,207.6818902,1092.752162475,316.2467772,1482.5754438,70.3495362,150.0556468,132.70594899999998,953.4973024,46.10062145,16.3589158,24.56604465,415.87553379999997,379.30185639999996,610.09674975,249.44856949999996,227.464001,527.76510915,45.8292,98.22
2016-08-16 20:00:00,212.40383549999999,319.41535037,119.85274875,190.9629,201.0294289,1860.8244137499998,114.63505554999998,29.08575,193.41038859999998,1060.01279187,305.977154,1526.01915295,65.60892464999999,140.64982080000001,134.403563,880.5412607999999,41.29269635,16.8192788,22.085321775,422.60061745,371.5643806,560.4644571,238.65446274999996,208.09277425,481.52633549999996,42.4779,92.39999999999999
2016-08-16 21:00:00,192.18740849999998,311.69112933,106.98904239999999,184.2855,188.8478601,1707.4648352000002,101.7175269,26.8435125,185.1587784,999.4770810299999,288.66027119999995,1518.38752295,58.99004924999999,134.8909004,129.751407,806.956346,39.09607055,16.081533399999998,19.5814045875,403.3418362,352.0726576,515.09059455,214.62700725,190.00412799999998,451.78347615,38.1981,87.81
2016-08-16 22:00:00,178.65356399999996,289.81567897,98.61927800000001,171.8901,178.96160759999998,1573.58043415,93.33879834999999,25.3920375,166.606538,956.409345795,275.3561172,1340.27209045,50.20286084999999,126.5721988,119.34167300000001,745.5658099999999,37.71075285,14.945140799999999,18.482061674999997,374.83244505,331.4536998,483.98560169999996,191.38484925,176.65481075000002,427.40578229999994,36.1194,84.33
2016-08-16 23:00:00,166.92062099999998,274.20435545000004,93.98335555,167.0538,177.53158744999996,1488.6310599500002,90.2115055,24.67456875,158.936985,898.0739054999999,269.435002,1272.64888,45.3361617,121.5578288,108.35752099999999,704.2236556,37.4055712,14.06587,17.9061240375,350.6543143,321.1719758,464.15660399999996,173.669472,169.32061175,412.18568145,34.7133,80.58
2016-08-17 00:00:00,165.33203699999999,262.28654263000004,91.95722,163.2243,173.62713194999998,1421.2284195999998,89.31626655,24.44475,154.84784439999999,856.798960095,266.70597680000003,1214.1819229,42.7058685,113.4850344,99.645274,681.6590232,37.574527249999996,13.6035142,17.6898874875,337.9293988,315.3673938,457.56325499999997,159.53676975,165.0194125,404.2033821,33.9141,78.33
2016-08-17 01:00:00,165.412395,259.47816444,91.86422819999999,164.69310000000002,170.37618790000002,1405.04836145,89.99564735,24.6032625,152.5891388,832.9150637099999,267.85286799999994,1143.70448915,41.861981099999994,111.55618559999999,92.79143599999999,676.1306628,37.66185825,13.3165908,17.670732675,333.20599989999994,313.3919362,465.2700834,151.16244375,164.57994925,404.15859015,33.1494,78.3
2016-08-17 02:00:00,170.08934850000003,260.62980177,94.0606971,167.8065,172.394967,1418.39316575,92.09403839999999,24.719868749999996,152.15905679999997,823.20970959,269.6795112,1122.98776215,42.30048975,111.37441999999999,88.037672,678.206196,38.39574705,13.561319600000001,17.9567980125,331.76326574999996,316.1550608,474.68250555000003,148.33610124999998,166.7895505,408.7593396,33.4227,79.44
2016-08-17 03:00:00,185.1946965,265.24630849,99.9818791,159.54989999999998,179.13454184999998,1461.5279325,98.2221018,26.73136875,153.2744354,821.2972475849999,285.84825,1150.4861836999999,44.608656599999996,115.6208448,85.43938299999999,696.2454668,41.76502835,13.528774,19.9841721375,334.0364126,322.40626639999994,473.5302405,147.9366455,173.28808525,413.59145265,36.369299999999996,81.14999999999999
2016-08-17 04:00:00,211.6354295,282.36146098,113.08694304999999,162.9205,205.93845670000002,1620.9777857000001,114.52036824999999,29.82421875,169.93779759999998,846.4131537899999,302.5218308,1206.3246083999998,49.3963935,125.4164088,85.883224,725.4276379999999,45.8785623,14.153627,23.3380941,353.00753549999996,345.1874034,535.53588705,151.21271149999998,192.513783,435.13948889999995,41.634100000000004,90.2705
