,PowerCapacity,Unit,Zone,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost_pu,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,CHPMaxHeat,Nunits
CZ_STUR_BIO,175,CZ_STUR_BIO,CZ,STUR,BIO,0.46,4,6,0.02,0.02,120,12.5,1.3,0.35,0.35,1,0,back-pressure,1,0,,,,,175,4
CZ_COMC_GAS,245.9706691,CZ_COMC_GAS,CZ,COMC,GAS,0.57,2,4,0.03,0.03,55,0,0,0.36,0.57,1,0.42,,,,,,,,,2
CZ_STUR_HRD,600,CZ_STUR_HRD,CZ,STUR,HRD,0.46,8,8,0.017777778,0.017777778,65,0,0,0.3,0.46,2,0.81,,,,,,,,,2
CZ_STUR_LIG,757.6363636,CZ_STUR_LIG,CZ,STUR,LIG,0.393,8,8,0.01520979,0.017482517,65,12.56164384,0,0.389,0.4075,5,1.05,,,,,,,,,11
CZ_STUR_NUC,808,CZ_STUR_NUC,CZ,STUR,NUC,1,24,24,0.003333333,0.003333333,300,0,0,0.5,1,12,0,,,,,,,,,5
CZ_PHOT_SUN,2027,CZ_PHOT_SUN,CZ,PHOT,SUN,1,0,0,0.02,0.02,0,0,0,0,1,0,0,,,,,,,,,1
CZ_HROR_WAT,431,CZ_HROR_WAT,CZ,HROR,WAT,1,0,0,0.02,0.02,0,0,0,0,1,0,0,,,,,,,,,1
CZ_HPHS_WAT,1822,CZ_HPHS_WAT,CZ,HPHS,WAT,0.8,0,0,0.066666667,0.066666667,0,0,0,0,1,0,0,,,,9110,0,1172,0.8,,1
CZ_WTON_WIN,277,CZ_WTON_WIN,CZ,WTON,WIN,1,0,0,0.02,0.02,0,0,0,0,1,0,0,,,,,,,,,1
