,CH_P2HT_OTH,CH_STUR_BIO_CHP,CH_ICEN_GAS_CHP
2016-01-02 19:00:00,11443.69243880198,782.7030788790096,167.37804302181897
2016-01-02 20:00:00,10519.361332410552,719.4825050349305,153.8585664613159
2016-01-02 21:00:00,8764.052616859264,599.4263655159463,128.18502277956392
2016-01-02 22:00:00,7395.963689120599,505.8545204451576,108.17504360288756
2016-01-02 23:00:00,8150.023275913607,557.4291991074327,119.2040902706664
2016-01-03 00:00:00,8220.367108334576,562.2404376574445,120.23295512982276
2016-01-03 01:00:00,8371.57347708993,572.5823522976567,122.44453379903737
2016-01-03 02:00:00,8829.137097323524,603.8778852958636,129.13696316326931
2016-01-03 03:00:00,9627.243756753962,658.4652086576789,140.8102523129498
2016-01-03 04:00:00,12428.506092695552,850.0604185791739,181.78215105000797
2016-01-03 05:00:00,15573.598562806923,1065.1722430955856,227.78298736967142
2016-01-03 06:00:00,14690.684853074572,1004.7844545659995,214.8692910533445
