,BG_P2HT_OTH,BG_STUR_BIO_CHP,BG_COMC_GAS_CHP
2016-01-08 16:00:00,2537.785874031612,1090.5369489963318,1858.3107408392723
2016-01-08 17:00:00,2505.150736104799,1076.5129826290504,1834.4134420329613
2016-01-08 18:00:00,2407.5684425018517,1034.5799346793567,1762.9581525329024
2016-01-08 19:00:00,2175.5681550617323,934.8848074347216,1593.074384781108
2016-01-08 20:00:00,1803.333710589563,774.9282801564208,1320.503214237838
2016-01-08 21:00:00,1525.4503579454088,655.5162893063003,1117.0212640058828
2016-01-08 22:00:00,1705.1051766316295,732.7175299024246,1248.5747109000306
2016-01-08 23:00:00,1708.9826187615477,734.3837437282402,1251.4139939265228
2016-01-09 00:00:00,1739.6790356234021,747.5746031826142,1273.8916512195879
2016-01-09 01:00:00,1818.1972387542503,781.3154331553806,1331.3871325060586
2016-01-09 02:00:00,1962.9550782712047,843.5207493191641,1437.3870321617744
2016-01-09 03:00:00,2522.922345866925,1084.1497959973717,1847.4268225710512
2016-01-09 04:00:00,3252.2045864690826,1397.5368464028622,2381.448638470496
2016-01-09 05:00:00,2997.2627664269457,1287.9832873554844,2194.765779478621
2016-01-09 06:00:00,2933.9312116382785,1260.768461533829,2148.390823379245
2016-01-09 07:00:00,2799.5132178011063,1203.0063822388872,2049.9623451275093
2016-01-09 08:00:00,2700.9615636656795,1160.6567808327397,1977.7972348708272
2016-01-09 09:00:00,2589.8082226080173,1112.8919844926916,1896.404454778045
2016-01-09 10:00:00,2513.5518607196223,1080.1231125849843,1840.565221923695
2016-01-09 11:00:00,2488.025366697659,1069.153871565031,1821.8732753326196
2016-01-09 12:00:00,2485.4404052777136,1068.0430623478208,1819.980419981625
2016-01-09 13:00:00,2575.91405497581,1106.9213849501857,1886.2303572664475
2016-01-09 14:00:00,2694.176039938322,1157.7409066375624,1972.8284895744655
2016-01-09 15:00:00,2756.53823419451,1184.5391790027638,2018.4936249172183
2016-01-09 16:00:00,2710.3320488129825,1164.6834642451274,1984.6588355181837
2016-01-09 17:00:00,2703.5465250856246,1161.76759004995,1979.690090221822
2016-01-09 18:00:00,2624.705201777284,1127.8879089250322,1921.9580020164767
2016-01-09 19:00:00,2419.200768891607,1039.5785761568036,1771.4760016123796
2016-01-09 20:00:00,2084.7713851861427,895.8676336802054,1526.5878405774108
2016-01-09 21:00:00,1753.2500830781166,753.4063515729688,1283.829141812311
2016-01-09 22:00:00,1640.1580209554959,704.8084483200128,1201.0167202062828
2016-01-09 23:00:00,1646.943544682853,707.7243225151901,1205.9854655026445
2016-01-10 00:00:00,1677.6399615447071,720.915181969564,1228.4631227957095
2016-01-10 01:00:00,1755.8350444980624,754.5171607901793,1285.7219971633062
2016-01-10 02:00:00,1902.208484902483,817.4167327147194,1392.904931413394
2016-01-10 03:00:00,2445.696623446049,1050.9643706332106,1790.877768960078
2016-01-10 04:00:00,3127.8033181342,1344.0791528246107,2290.354974703865
2016-01-10 05:00:00,2890.9562280316823,1242.3012582977058,2116.9221031689544
2016-01-10 06:00:00,2836.9951583903176,1219.1131158884384,2077.4087477169355
2016-01-10 07:00:00,2709.3626882805024,1164.2669107886734,1983.9490147615604
2016-01-10 08:00:00,2613.7191157425145,1123.166969751888,1913.9133667747483
2016-01-10 09:00:00,2506.7663369922643,1077.2072383898067,1835.596476627333
2016-01-10 10:00:00,2434.0642970562944,1045.9657291557637,1782.3599198806007
2016-01-10 11:00:00,2409.830283744304,1035.551892744416,1764.6144009650232
2016-01-10 12:00:00,2410.7996442767835,1035.9684462008697,1765.3242217216462
2016-01-10 13:00:00,2493.1952895375507,1071.3754899994522,1825.6589860346098
2016-01-10 14:00:00,2606.6104718376646,1120.1122444045593,1908.7080145595123
2016-01-10 15:00:00,2664.7721037864408,1145.105451791794,1951.2972599568984
2016-01-10 16:00:00,2623.0896008898176,1127.193653164276,1920.7749674221052
2016-01-10 17:00:00,2614.0422359200084,1123.3058209040394,1914.1499736936228
2016-01-10 18:00:00,2535.52403278916,1089.5649909312726,1856.6544924071516
2016-01-10 19:00:00,2332.281441145936,1002.2276162281033,1707.8287404351754
2016-01-10 20:00:00,2004.637581167828,861.4325479466822,1467.9093246965679
2016-01-10 21:00:00,1687.01044669201,724.9418653819516,1235.324723443066
2016-01-10 22:00:00,1374.2301148785903,590.5339500994907,1006.2892259726796
2016-01-10 23:00:00,1399.7566089005531,601.5031911194436,1024.9811725637546
2016-01-11 00:00:00,1439.8235109097104,618.7207339862051,1054.3204305041759
2016-01-11 01:00:00,1523.5116368804497,654.6831823933925,1115.6016224926368
2016-01-11 02:00:00,1719.9687047963168,739.1046829013846,1259.4586291682515
2016-01-11 03:00:00,2238.5765896729067,961.9607821042254,1639.2127339616088
2016-01-11 04:00:00,2660.5715414790293,1143.300386813827,1948.2213700115315
2016-01-11 05:00:00,2534.8777924341734,1089.2872886269702,1856.181278569403
2016-01-11 06:00:00,2542.3095565165167,1092.48086512645,1861.6232377035133
2016-01-11 07:00:00,2454.097748060873,1054.5745005891445,1797.0295488508116
2016-01-11 08:00:00,2367.824660670188,1017.5012429647468,1733.855501511356
2016-01-11 09:00:00,2273.4735688421724,976.9567065365662,1664.7662812000406
2016-01-11 10:00:00,2227.590503638138,957.2398429310812,1631.1680987198806
2016-01-11 11:00:00,2194.9553657113242,943.2158765637996,1607.2707999135698
2016-01-11 12:00:00,2230.82170541307,958.6283544525942,1633.534167908624
2016-01-11 13:00:00,2264.10308369487,972.9300231241784,1657.904680552684
2016-01-11 14:00:00,2349.0836903755817,1009.4478761399711,1720.1323002166423
2016-01-11 15:00:00,2379.4569870599435,1022.4998844421934,1742.3733505908328
2016-01-11 16:00:00,2390.4430730947115,1027.2208236153378,1750.4179858325613
2016-01-11 17:00:00,2351.991771973021,1010.6975365093328,1722.2617624865118
2016-01-11 18:00:00,2256.025079257539,969.4587443203958,1651.9895075808247
2016-01-11 19:00:00,2036.3033585621617,875.03996085751,1491.096802746256
2016-01-11 20:00:00,1683.1330045620919,723.2756515561362,1232.4854404165737
2016-01-11 21:00:00,1423.6675020350501,611.77817637864,1042.4900845604575
2016-01-11 22:00:00,1294.7425512152627,556.3765666702702,948.0839239295855
2016-01-11 23:00:00,1318.330324172266,566.5127007773152,965.3562290074142
2016-01-12 00:00:00,1349.9961015666,580.120113688143,988.5437070571021
2016-01-12 01:00:00,1428.8374248749412,613.9997948130608,1046.2757952624474
2016-01-12 02:00:00,1626.9100936782745,699.1155510818094,1191.3158365324339
2016-01-12 03:00:00,2138.0862144725206,918.7780737851704,1565.6279821916812
2016-01-12 04:00:00,2519.0449037370063,1082.4835821715562,1844.587539544559
2016-01-12 05:00:00,2389.4737125622323,1026.8042701588838,1749.708165075938
2016-01-12 06:00:00,2356.1923342804325,1012.5026014872999,1725.3376524318787
2016-01-12 07:00:00,2286.7214961193936,982.6496037747696,1674.4671648738897
2016-01-12 08:00:00,2208.203292988546,948.9087738020029,1616.9716835874185
2016-01-12 09:00:00,2129.0388495027114,914.890241524934,1559.0029884631992
2016-01-12 10:00:00,2084.448265008649,895.7287825280541,1526.3512336585366
2016-01-12 11:00:00,2057.9524104542065,884.3429880516472,1506.9494663108383
2016-01-12 12:00:00,2082.186423766197,894.756824462995,1524.6949852264158
2016-01-12 13:00:00,2105.127956368214,904.6152562657375,1541.494076466496
2016-01-12 14:00:00,2198.186567486256,944.6043880853126,1609.6368691023133
2016-01-12 15:00:00,2239.5459502053864,962.3773355606794,1639.922554718232
2016-01-12 16:00:00,2248.9164353526894,966.4040189730671,1646.7841553655887
2016-01-12 17:00:00,2218.543138668328,953.3520106708447,1624.5431049913984
2016-01-12 18:00:00,2138.7324548275074,919.055776089473,1566.1011960294302
2016-01-12 19:00:00,1939.6904254916942,833.5234663642705,1420.3513340028205
2016-01-12 20:00:00,1598.152397881379,686.7577985403434,1170.2578207526153
2016-01-12 21:00:00,1342.5643374842562,576.9265371886629,983.1017479229915
2016-01-12 22:00:00,1400.4028492555396,601.7808934237462,1025.4543864015031
2016-01-12 23:00:00,1433.6842275373394,616.0825620953303,1049.824899045563
2016-01-13 00:00:00,1460.503202269275,627.6072077238885,1069.4632733121352
2016-01-13 01:00:00,1553.5618133873177,667.5963395434637,1137.6060659479529
2016-01-13 02:00:00,1770.6985726627495,760.904313789139,1296.6059154315267
2016-01-13 03:00:00,2323.234076176125,998.3397839678669,1701.2037467066932
2016-01-13 04:00:00,2623.735841244804,1127.4713554685784,1921.2481812598535
2016-01-13 05:00:00,2473.4849587104645,1062.9055697182225,1811.2259639832732
2016-01-13 06:00:00,2461.2063919657235,1057.6292259364732,1802.2349010660475
2016-01-13 07:00:00,2385.273150254821,1024.999205180917,1746.6322751305715
2016-01-13 08:00:00,2310.632389253891,992.924589033966,1691.9760768705928
2016-01-13 09:00:00,2236.9609887854403,961.266526343469,1638.0296993672373
2016-01-13 10:00:00,2188.4929621614606,940.4388535207736,1602.5386615360824
2016-01-13 11:00:00,2169.105751511868,932.1077843916953,1588.3422464036203
2016-01-13 12:00:00,2200.125288551216,945.4374949982206,1611.0565106155598
2016-01-13 13:00:00,2244.7158730452775,964.5989539951001,1643.708265420222
2016-01-13 14:00:00,2339.3900850507857,1005.2823415754318,1713.0340926504111
2016-01-13 15:00:00,2388.8274722072456,1026.5265678545813,1749.2349512381893
2016-01-13 16:00:00,2394.3205152246305,1028.8870374411536,1753.2572688590537
2016-01-13 17:00:00,2360.7160167653374,1014.446517617418,1728.6501492961195
2016-01-13 18:00:00,2278.9666118595574,979.3171761231384,1668.788598820905
2016-01-13 19:00:00,2077.985861458785,892.9517594850282,1521.6190952810493
2016-01-13 20:00:00,1716.0912626663983,737.438469075569,1256.619346141759
2016-01-13 21:00:00,1444.6703135721082,620.8035012684746,1057.8695342872913
2016-01-13 22:00:00,1301.8511951201126,559.4312920175988,953.2892761448215
2016-01-13 23:00:00,1336.1019339343923,574.1495141456369,978.3696095455043
2016-01-14 00:00:00,1370.3526727486717,588.867736273675,1003.4499429461871
2016-01-14 01:00:00,1456.3026399618634,625.8021427459216,1066.3873833667687
2016-01-14 02:00:00,1652.4365877002376,710.0847921017623,1210.007783123509
2016-01-14 03:00:00,2156.8271847671263,926.8314406099458,1579.3511834863943
2016-01-14 04:00:00,2535.8471529666526,1089.703842083424,1856.891099326026
2016-01-14 05:00:00,2423.7244513765113,1041.522492286922,1774.7884984766208
2016-01-14 06:00:00,2410.1534039217972,1035.6907438965673,1764.8510078838976
2016-01-14 07:00:00,2339.713205228279,1005.4211927275833,1713.2706995692859
2016-01-14 08:00:00,2252.7938774826075,968.070232798883,1649.6234383920814
2016-01-14 09:00:00,2155.8578242346466,926.414887153492,1578.6413627297713
2016-01-14 10:00:00,2115.467802047997,909.0584931345793,1549.0654978704758
2016-01-14 11:00:00,2095.757471220911,900.5885728533498,1534.6324758191392
2016-01-14 12:00:00,2117.7296432904486,910.0304511996383,1550.721746302596
2016-01-14 13:00:00,2146.164218909851,922.249352588953,1571.5431551635404
2016-01-14 14:00:00,2230.82170541307,958.6283544525942,1633.534167908624
2016-01-14 15:00:00,2277.9972513270773,978.9006226666844,1668.0787780642818
2016-01-14 16:00:00,2289.306457539339,983.7604129919802,1676.360020224885
2016-01-14 17:00:00,2256.3481994350327,969.597595472547,1652.2261144996992
2016-01-14 18:00:00,2159.089026009579,927.8033986750049,1581.0074319185148
2016-01-14 19:00:00,1958.108275608807,841.4379820368947,1433.8379283786592
2016-01-14 20:00:00,1611.4003251586005,692.4506957785468,1179.9587044264642
2016-01-14 21:00:00,1351.934822631559,580.9532206010508,989.9633485703483
2016-01-14 22:00:00,1090.5305990395584,468.6226385106468,798.548351200986
2016-01-14 23:00:00,1134.798063356127,487.6452463553753,830.9634990867743
2016-01-15 00:00:00,1163.5557591530223,500.0029988968413,852.0215148665928
2016-01-15 01:00:00,1249.1826061887207,536.7985542169365,914.7223483682998
2016-01-15 02:00:00,1446.9321548145608,621.7754593335338,1059.525782719412
2016-01-15 03:00:00,1971.6793230635212,847.2697304272493,1443.7754189713824
2016-01-15 04:00:00,2326.788398128551,999.8671466415311,1703.806422814311
2016-01-15 05:00:00,2238.8997098503996,962.0996332563768,1639.4493408804835
2016-01-15 06:00:00,2189.785442871433,940.9942581293789,1603.4850892115799
2016-01-15 07:00:00,2105.127956368214,904.6152562657375,1541.494076466496
2016-01-15 08:00:00,2016.2699075575836,866.4311894241291,1476.427173776045
2016-01-15 09:00:00,1931.289300876871,829.9133364083366,1414.1995541120868
2016-01-15 10:00:00,1885.4062356728366,810.1964728028518,1380.6013716319271
2016-01-15 11:00:00,1881.205673365425,808.3914078248847,1377.5254816865602
2016-01-15 12:00:00,1902.5316050799763,817.5555838668707,1393.1415383322683
2016-01-15 13:00:00,1943.8909877991064,835.3285313422374,1423.4272239481872
2016-01-15 14:00:00,2020.4704698649953,868.2362544020963,1479.5030637214122
2016-01-15 15:00:00,2071.523457908921,890.174736442002,1516.8869569035617
2016-01-15 16:00:00,2082.186423766197,894.756824462995,1524.6949852264158
2016-01-15 17:00:00,2064.4148140040706,887.1200110946735,1511.681604688326
2016-01-15 18:00:00,1992.6821346005797,856.2950553170841,1459.1548686982164
2016-01-15 19:00:00,1797.1944272171922,772.290108265546,1316.007682779225
2016-01-15 20:00:00,1420.436300260118,610.389664857127,1040.124015371714
2016-01-15 21:00:00,1158.3858363131308,497.7813804624204,848.2358041646029
2016-01-15 22:00:00,907.9676987558989,390.17173754516074,664.8654420369691
2016-01-15 23:00:00,948.6808411200423,407.6669827162249,694.6779138151392
2016-01-16 00:00:00,972.9148544320326,418.0808191275726,712.4234327307167
2016-01-16 01:00:00,1050.4636970304011,451.4050956438853,769.2090932605647
