,BG_P2HT_OTH,BG_STUR_BIO_CHP,BG_COMC_GAS_CHP
2016-01-01 00:00:00,1325.115847899623,569.4285749724926,970.3249743037759
2016-01-01 01:00:00,1410.0964545803356,605.9464279882852,1032.552593967734
2016-01-01 02:00:00,1600.4142391238317,687.7297566054026,1171.9140691847358
2016-01-01 03:00:00,2106.0973169006934,905.0318097221915,1542.2038972231192
2016-01-01 04:00:00,2480.2704824378225,1065.8214439134,1816.194709279635
2016-01-01 05:00:00,2372.9945835100793,1019.7228613991674,1737.6412122133454
2016-01-01 06:00:00,2365.562819427735,1016.5292848996875,1732.199253079235
2016-01-01 07:00:00,2279.28973203705,979.4560272752896,1669.025205739779
2016-01-01 08:00:00,2193.3397648238583,942.5216208030431,1606.0877653191978
2016-01-01 09:00:00,2104.4817160132275,904.3375539614348,1541.020862628747
2016-01-01 10:00:00,2059.5680113416724,885.0372438124037,1508.1325009052102
2016-01-01 11:00:00,2039.534560337094,876.428472379023,1493.4628719349994
2016-01-01 12:00:00,2067.646015779003,888.5085226161864,1514.0476738770694
2016-01-01 13:00:00,2104.1585958357346,904.1987028092836,1540.784255709873
2016-01-01 14:00:00,2182.9999191440756,938.0783839342015,1598.5163439152182
2016-01-01 15:00:00,2222.7437009757396,955.1570756488117,1627.6189949367651
2016-01-01 16:00:00,2225.974902750672,956.5455871703247,1629.9850641255086
2016-01-01 17:00:00,2198.186567486256,944.6043880853126,1609.6368691023133
2016-01-01 18:00:00,2113.2059608055442,908.08653506952,1547.409249438355
2016-01-01 19:00:00,1906.4090472098947,819.2217976926862,1395.9808213587605
2016-01-01 20:00:00,1557.1161353397429,669.123702217128,1140.2087420555708
2016-01-01 21:00:00,1305.405517072538,560.9586546912631,955.8919522524394
2016-01-01 22:00:00,1270.185417725779,545.8238791067711,930.1017980951334
2016-01-01 23:00:00,1304.7592767175513,560.6809523869605,955.4187384146908
2016-01-02 00:00:00,1338.6868953543378,575.2603233628473,980.2624648964993
2016-01-02 01:00:00,1425.6062231000092,612.6112832915477,1043.9097260737037
2016-01-02 02:00:00,1617.8627287084646,695.2277188215729,1184.6908428039517
2016-01-02 03:00:00,2129.361969680204,915.0290926770851,1559.2395953820733
2016-01-02 04:00:00,2508.3819378797307,1077.9014941505632,1836.7795112217048
2016-01-02 05:00:00,2400.1366784195084,1031.386358179877,1757.5161933987924
2016-01-02 06:00:00,2391.4124336271916,1027.637377071792,1751.1278065891845
2016-01-02 07:00:00,2303.5237453490404,989.8698636866375,1686.770724655357
2016-01-02 08:00:00,2217.5737781358484,952.9354572143909,1623.8332842347754
2016-01-02 09:00:00,2127.746368792738,914.3348369163285,1558.0565607877013
2016-01-02 10:00:00,2082.832664121183,895.0345267672975,1525.1681990641646
2016-01-02 11:00:00,2062.7992131166047,886.4257553339169,1510.498570093954
2016-01-02 12:00:00,2090.910668558513,898.5058055710801,1531.0833720360238
2016-01-02 13:00:00,2127.746368792738,914.3348369163285,1558.0565607877013
2016-01-02 14:00:00,2207.233932456066,948.4922203455491,1616.2618628307955
2016-01-02 15:00:00,2247.9470748202098,965.9874655166133,1646.0743346089657
2016-01-02 16:00:00,2251.1782765951416,967.3759770381263,1648.4404037977092
2016-01-02 17:00:00,2223.3899413307263,955.4347779531142,1628.092208774514
2016-01-02 18:00:00,2137.4399741175343,918.5003714808679,1565.154768353933
2016-01-02 19:00:00,1927.7349789244463,828.3859737346723,1411.5968780044689
2016-01-02 20:00:00,1574.5646249243755,676.6216644332984,1152.9855156747867
2016-01-02 21:00:00,1319.622804882239,567.0681053859205,966.3026566829117
2016-01-02 22:00:00,1189.7284935299717,511.2499422210967,871.1866752954164
2016-01-02 23:00:00,1226.5641937641965,527.0789735663452,898.1598640470941
2016-01-03 00:00:00,1257.9068509810372,540.5475353250216,921.1107351779076
2016-01-03 01:00:00,1341.5949769517765,576.509983732209,982.3919271663684
2016-01-03 02:00:00,1529.3278000753273,657.1825031321159,1119.8605470323753
2016-01-03 03:00:00,2029.517834834805,872.1240866623326,1486.1280574498942
2016-01-03 04:00:00,2390.766193272205,1027.359674767489,1750.6545927514355
2016-01-03 05:00:00,2290.5989382493126,984.3158176005853,1677.3064479003822
2016-01-03 06:00:00,2273.1504486646795,976.8178553844151,1664.5296742811665
2016-01-03 07:00:00,2189.46232269394,940.8554069772274,1603.2484822927054
2016-01-03 08:00:00,2104.4817160132275,904.3375539614348,1541.020862628747
2016-01-03 09:00:00,2018.5317488000355,867.4031474891883,1478.0834222081658
2016-01-03 10:00:00,1974.2642844834672,848.3805396444599,1445.6682743223776
2016-01-03 11:00:00,1958.7545159637932,841.7156843411973,1434.311142216408
2016-01-03 12:00:00,1984.9272503407426,852.9626276654527,1453.4763026452315
2016-01-03 13:00:00,2021.7629505749676,868.7916590107014,1480.4494913969095
2016-01-03 14:00:00,2098.3424326408567,901.6993820705603,1536.5253311701345
2016-01-03 15:00:00,2140.02493553748,919.6111806980783,1567.0476237049277
2016-01-03 16:00:00,2144.871738199878,921.6939479803478,1570.5967274880431
2016-01-03 17:00:00,2120.3146047103946,911.1412604168488,1552.6146016535913
2016-01-03 18:00:00,2040.1808006920803,876.7061746833255,1493.9360857727481
2016-01-03 19:00:00,1840.4925310012811,790.8961626538205,1347.71300990839
2016-01-03 20:00:00,1491.1996191311296,640.7980671782622,1091.9409306052
2016-01-03 21:00:00,1242.3970824613634,533.8826800217591,909.7536030719381
2016-01-03 22:00:00,1026.229683718411,440.9912592325376,751.4635743449871
2016-01-03 23:00:00,1069.5277875025001,459.59731362081214,783.1689014741522
2016-01-04 00:00:00,1098.9317236543816,472.23276846658064,804.7001310917194
2016-01-04 01:00:00,1174.5418451877908,504.72393806998554,860.0661501083212
2016-01-04 02:00:00,1366.7983507962465,587.3403736000107,1000.8472668385692
2016-01-04 03:00:00,1879.590072477959,807.6971520641282,1376.3424470921884
2016-01-04 04:00:00,2240.515310737866,962.7938890171333,1640.6323754748553
2016-01-04 05:00:00,2158.4427856545926,927.5256963707025,1580.5342180807663
2016-01-04 06:00:00,2099.6349133508297,902.2547866791654,1537.4717588456317
2016-01-04 07:00:00,2016.9161479125696,866.7088917284317,1476.9003876137938
2016-01-04 08:00:00,1933.8742622968166,831.0241456255469,1416.0924094630816
2016-01-04 09:00:00,1852.771097746023,796.17250643557,1356.7040728256159
2016-01-04 10:00:00,1803.9799509445497,775.2059824607235,1320.976428075587
2016-01-04 11:00:00,1800.4256289921243,773.6786197870589,1318.3737519679685
2016-01-04 12:00:00,1820.1359598192096,782.1485400682884,1332.8067740193048
2016-01-04 13:00:00,1860.52598200586,799.5049340872014,1362.3826388786008
2016-01-04 14:00:00,1935.1667430067898,831.5795502341522,1417.0388371385793
2016-01-04 15:00:00,1986.2197310507154,853.518032274058,1454.422730320729
2016-01-04 16:00:00,2001.7294995703894,860.1828875773206,1465.7798624266986
2016-01-04 17:00:00,1987.8353319381813,854.2122880348144,1455.6057649151007
2016-01-04 18:00:00,1916.4257727121837,823.5261834093765,1403.3156358438657
2016-01-04 19:00:00,1730.9547908310858,743.825622074529,1267.50326440998
2016-01-04 20:00:00,1360.0128270688892,584.4244994048333,995.8785215422075
2016-01-04 21:00:00,1098.9317236543816,472.23276846658064,804.7001310917194
2016-01-04 22:00:00,936.725394552794,402.5294900866267,685.9234578167876
2016-01-04 23:00:00,958.0513262673454,411.69366612861273,701.5395144624958
2016-01-05 00:00:00,990.3633440166656,425.5787813437429,725.2002063499324
2016-01-05 01:00:00,1062.4191435976497,456.54258827348343,777.963549258916
2016-01-05 02:00:00,1236.2577990889927,531.2445081308842,905.258071613325
2016-01-05 03:00:00,1709.305738939041,734.5225948803917,1251.6506008453973
2016-01-05 04:00:00,2028.5484743023248,871.7075332058786,1485.418236693271
2016-01-05 05:00:00,1927.0887385694596,828.1082714303698,1411.1236641667203
2016-01-05 06:00:00,1876.68199088052,806.4474916947665,1374.2129848223192
2016-01-05 07:00:00,1798.4869079271648,772.845512874151,1316.9541104547222
2016-01-05 08:00:00,1723.199906571249,740.4931944228977,1261.8246983569952
2016-01-05 09:00:00,1664.7151544449791,715.3611358835118,1218.9988460407346
2016-01-05 10:00:00,1613.3390462235602,693.2838026914546,1181.3783459397105
2016-01-05 11:00:00,1602.9992005437775,688.840565822613,1173.806924535731
2016-01-05 12:00:00,1614.954647111026,693.9780584522111,1182.5613805340822
2016-01-05 13:00:00,1654.6984289426898,711.0567501668214,1211.6640315556294
2016-01-05 14:00:00,1729.3391899436197,743.1313663137724,1266.3202298156082
2016-01-05 15:00:00,1790.408903489835,769.3742340703686,1311.0389374828633
2016-01-05 16:00:00,1808.8267536069475,777.2887497429929,1324.5255318587022
2016-01-05 17:00:00,1791.7013841998078,769.9296386789737,1311.9853651583605
2016-01-05 18:00:00,1725.138627636208,741.3263013358055,1263.2443398702414
2016-01-05 19:00:00,1571.9796635044297,675.510855216088,1151.0926603237917
2016-01-05 20:00:00,1237.2271596214723,531.6610615873383,905.9678923699483
2016-01-05 21:00:00,1001.9956704064208,430.5774228211899,733.7180554294097
2016-01-05 22:00:00,1000.380069518955,429.8831670604334,732.5350208350379
2016-01-05 23:00:00,1036.8926495756866,445.5733472535305,759.2716026678412
2016-01-06 00:00:00,1049.8174566754149,451.1273933395827,768.7358794228159
2016-01-06 01:00:00,1142.8760677934572,491.1165251591579,836.8786720586334
2016-01-06 02:00:00,1366.15211044126,587.0626712957081,1000.3740530008204
2016-01-06 03:00:00,1870.8658276856424,803.948170956043,1369.9540602825805
2016-01-06 04:00:00,2099.3117931733364,902.1159355270141,1537.2351519267575
2016-01-06 05:00:00,1988.481572293168,854.4899903391172,1456.0789787528497
2016-01-06 06:00:00,1941.9522667341469,834.4954244293295,1422.007582434941
2016-01-06 07:00:00,1866.0190250232442,801.8654036737735,1366.404956499465
2016-01-06 08:00:00,1788.7933026023688,768.6799783096122,1309.8559028884915
2016-01-06 09:00:00,1731.6010311860719,744.1033243788314,1267.9764782477284
2016-01-06 10:00:00,1687.6566870469967,725.2195676862542,1235.7979372808147
2016-01-06 11:00:00,1687.6566870469967,725.2195676862542,1235.7979372808147
2016-01-06 12:00:00,1719.6455846188235,738.9658317492332,1259.2220222493768
2016-01-06 13:00:00,1763.9130489353925,757.9884395939616,1291.637170135165
2016-01-06 14:00:00,1826.9214835465668,785.0644142634658,1337.7755193156665
2016-01-06 15:00:00,1902.208484902483,817.4167327147194,1392.904931413394
2016-01-06 16:00:00,1926.4424982144728,827.8305691260668,1410.6504503289711
2016-01-06 17:00:00,1911.2558498722926,821.3045649749557,1399.529925141876
2016-01-06 18:00:00,1850.8323766810636,795.3393995226621,1355.2844313123696
2016-01-06 19:00:00,1679.9018027871596,721.8871400346229,1230.1193712278298
2016-01-06 20:00:00,1320.5921654147185,567.4846588423744,967.0124774395347
2016-01-06 21:00:00,1085.6837963771604,466.5398712283773,794.9992474178705
2016-01-06 22:00:00,1182.296729447628,508.0563657216168,865.744716161306
2016-01-06 23:00:00,1219.7786700368395,524.163099371168,893.1911187507326
2016-01-07 00:00:00,1251.1213272536802,537.6316611298444,916.141989881546
2016-01-07 01:00:00,1339.6562558868175,575.6768768193012,980.9722856531224
2016-01-07 02:00:00,1537.0826843351642,660.5149307837472,1125.53911308536
2016-01-07 03:00:00,2055.367449034261,883.2321788344368,1505.0566109598435
2016-01-07 04:00:00,2420.49324960158,1040.1339807654092,1772.4224292878775
2016-01-07 05:00:00,2317.417912981248,995.8404632291433,1696.9448221669545
2016-01-07 06:00:00,2282.844053989475,980.9833899489539,1671.6278818473972
2016-01-07 07:00:00,2206.5876921010795,948.2145180412465,1615.7886489930468
2016-01-07 08:00:00,2120.960845065381,911.4189627211514,1553.0878154913398
2016-01-07 09:00:00,2030.8103155447775,872.6794912709378,1487.0744851253914
2016-01-07 10:00:00,1985.2503705182357,853.1014788176042,1453.7129095641062
2016-01-07 11:00:00,1977.1723660809062,849.6302000138216,1447.797736592247
2016-01-07 12:00:00,1997.852057440471,858.5166737515051,1462.9405794002066
2016-01-07 13:00:00,2032.749036609737,873.5125981838457,1488.4941266386381
2016-01-07 14:00:00,2111.5903599180783,907.3922793087634,1546.226214843983
2016-01-07 15:00:00,2167.490150624402,931.4135286309389,1587.1592118092485
2016-01-07 16:00:00,2182.676798966583,937.9395327820502,1598.279736996344
2016-01-07 17:00:00,2157.7965452996064,927.2479940663999,1580.0610042430176
2016-01-07 18:00:00,2067.3228956015096,888.3696714640349,1513.811066958195
2016-01-07 19:00:00,1873.450789105588,805.0589801732534,1371.8469156335752
2016-01-07 20:00:00,1507.6787481832828,647.8794759379787,1104.0078834677927
2016-01-07 21:00:00,1244.9820438813092,534.9934892389695,911.6464584229329
2016-01-07 22:00:00,1478.5979322088945,635.3828722443614,1082.7132607690996
2016-01-07 23:00:00,1511.5561903132011,649.5456897637943,1106.8471664942851
2016-01-08 00:00:00,1549.684371257399,665.930125717648,1134.7667829214604
2016-01-08 01:00:00,1642.4198621979483,705.780406385072,1202.6729686384035
2016-01-08 02:00:00,1846.631814373652,793.5343345446954,1352.2085413670031
2016-01-08 03:00:00,2399.4904380645216,1031.1086558755742,1757.0429795610435
2016-01-08 04:00:00,2846.3656435376206,1223.1397993008259,2084.2703483642917
2016-01-08 05:00:00,2709.3626882805024,1164.2669107886734,1983.9490147615604
2016-01-08 06:00:00,2712.2707698779413,1165.5165711580353,1986.0784770314299
2016-01-08 07:00:00,2612.7497552100353,1122.7504162954342,1913.2035460181253
2016-01-08 08:00:00,2518.3986633820195,1082.2058798672535,1844.1143257068102
2016-01-08 09:00:00,2417.908288181634,1039.0231715481984,1770.5295739368823
2016-01-08 10:00:00,2366.532179960215,1016.9458383561415,1732.9090738358582
2016-01-08 11:00:00,2336.1588832758534,1003.8938300539189,1710.6680234616676
2016-01-08 12:00:00,2368.1477808476807,1017.6400941168979,1734.09210843023
2016-01-08 13:00:00,2408.8609232118247,1035.1353392879623,1763.9045802084004
2016-01-08 14:00:00,2499.3345729099215,1074.0136618903268,1830.1545174932228
2016-01-08 15:00:00,2540.693955629051,1091.7866093656935,1860.4402031091415
