,WTON,WTOF,PHOT,HROR
2030-01-01 00:00:00,0.5522,0.5522,0.0,0
2030-01-01 01:00:00,0.5977,0.5977,0.0,0
2030-01-01 02:00:00,0.6436,0.6436,0.0,0
2030-01-01 03:00:00,0.6913,0.6913,0.0,0
2030-01-01 04:00:00,0.7109999999999999,0.7109999999999999,0.0,0
2030-01-01 05:00:00,0.7537000000000001,0.7537000000000001,0.019,0
2030-01-01 06:00:00,0.7426,0.7426,0.0599,0
2030-01-01 07:00:00,0.6808,0.6808,0.0593,0
2030-01-01 08:00:00,0.6582,0.6582,0.1599,0
2030-01-01 09:00:00,0.6308,0.6308,0.2253,0
2030-01-01 10:00:00,0.5951,0.5951,0.236,0
2030-01-01 11:00:00,0.551,0.551,0.2125,0
2030-01-01 12:00:00,0.511,0.511,0.1841,0
2030-01-01 13:00:00,0.5056,0.5056,0.1151,0
2030-01-01 14:00:00,0.503,0.503,0.0092,0
2030-01-01 15:00:00,0.5287,0.5287,0.0,0
2030-01-01 16:00:00,0.5382,0.5382,0.0,0
2030-01-01 17:00:00,0.535,0.535,0.0,0
2030-01-01 18:00:00,0.5215,0.5215,0.0,0
2030-01-01 19:00:00,0.4772,0.4772,0.0,0
2030-01-01 20:00:00,0.3924,0.3924,0.0,0
2030-01-01 21:00:00,0.2882,0.2882,0.0,0
2030-01-01 22:00:00,0.21250000000000002,0.21250000000000002,0.0,0
2030-01-01 23:00:00,0.1585,0.1585,0.0,0
2030-01-02 00:00:00,0.1201,0.1201,0.0,0
2030-01-02 01:00:00,0.0915,0.0915,0.0,0
2030-01-02 02:00:00,0.0696,0.0696,0.0,0
2030-01-02 03:00:00,0.0542,0.0542,0.0,0
2030-01-02 04:00:00,0.0374,0.0374,0.0,0
2030-01-02 05:00:00,0.0159,0.0159,0.0314,0
2030-01-02 06:00:00,0.0058000000000000005,0.0058000000000000005,0.1442,0
2030-01-02 07:00:00,0.0021,0.0021,0.4065,0
2030-01-02 08:00:00,0.001,0.001,0.4806,0
2030-01-02 09:00:00,0.0015,0.0015,0.4142,0
2030-01-02 10:00:00,0.0015,0.0015,0.4809,0
2030-01-02 11:00:00,0.0019000000000000002,0.0019000000000000002,0.4406,0
2030-01-02 12:00:00,0.0022,0.0022,0.3479,0
2030-01-02 13:00:00,0.002,0.002,0.1911,0
2030-01-02 14:00:00,0.0016999999999999997,0.0016999999999999997,0.0157,0
2030-01-02 15:00:00,0.002,0.002,0.0,0
2030-01-02 16:00:00,0.01,0.01,0.0,0
2030-01-02 17:00:00,0.021,0.021,0.0,0
2030-01-02 18:00:00,0.031,0.031,0.0,0
2030-01-02 19:00:00,0.0328,0.0328,0.0,0
2030-01-02 20:00:00,0.0336,0.0336,0.0,0
2030-01-02 21:00:00,0.030100000000000002,0.030100000000000002,0.0,0
2030-01-02 22:00:00,0.0221,0.0221,0.0,0
2030-01-02 23:00:00,0.0154,0.0154,0.0,0
2030-01-03 00:00:00,0.0103,0.0103,0.0,0
2030-01-03 01:00:00,0.0079,0.0079,0.0,0
2030-01-03 02:00:00,0.0048,0.0048,0.0,0
2030-01-03 03:00:00,0.0029000000000000002,0.0029000000000000002,0.0,0
2030-01-03 04:00:00,0.0015,0.0015,0.0,0
2030-01-03 05:00:00,0.0009000000000000001,0.0009000000000000001,0.1318,0
2030-01-03 06:00:00,0.0005,0.0005,0.3459,0
2030-01-03 07:00:00,0.0,0.0,0.5019,0
2030-01-03 08:00:00,0.0,0.0,0.5967,0
2030-01-03 09:00:00,0.0,0.0,0.6367,0
2030-01-03 10:00:00,0.0002,0.0002,0.6221,0
2030-01-03 11:00:00,0.0011,0.0011,0.5533,0
2030-01-03 12:00:00,0.0016999999999999997,0.0016999999999999997,0.4271,0
2030-01-03 13:00:00,0.0087,0.0087,0.2387,0
2030-01-03 14:00:00,0.023,0.023,0.0235,0
2030-01-03 15:00:00,0.028,0.028,0.0,0
2030-01-03 16:00:00,0.025100000000000004,0.025100000000000004,0.0,0
2030-01-03 17:00:00,0.0214,0.0214,0.0,0
2030-01-03 18:00:00,0.0184,0.0184,0.0,0
2030-01-03 19:00:00,0.0168,0.0168,0.0,0
2030-01-03 20:00:00,0.0173,0.0173,0.0,0
2030-01-03 21:00:00,0.0215,0.0215,0.0,0
2030-01-03 22:00:00,0.0313,0.0313,0.0,0
2030-01-03 23:00:00,0.0426,0.0426,0.0,0
2030-01-04 00:00:00,0.05090000000000001,0.05090000000000001,0.0,0
2030-01-04 01:00:00,0.0577,0.0577,0.0,0
2030-01-04 02:00:00,0.0655,0.0655,0.0,0
2030-01-04 03:00:00,0.0701,0.0701,0.0,0
2030-01-04 04:00:00,0.0716,0.0716,0.0,0
2030-01-04 05:00:00,0.0668,0.0668,0.0612,0
2030-01-04 06:00:00,0.0518,0.0518,0.2295,0
2030-01-04 07:00:00,0.0362,0.0362,0.3281,0
2030-01-04 08:00:00,0.014200000000000003,0.014200000000000003,0.4038,0
2030-01-04 09:00:00,0.0069,0.0069,0.4227,0
2030-01-04 10:00:00,0.0085,0.0085,0.4954,0
2030-01-04 11:00:00,0.0196,0.0196,0.4107,0
2030-01-04 12:00:00,0.0408,0.0408,0.3375,0
2030-01-04 13:00:00,0.0578,0.0578,0.1752,0
2030-01-04 14:00:00,0.0627,0.0627,0.0096,0
2030-01-04 15:00:00,0.0549,0.0549,0.0,0
2030-01-04 16:00:00,0.0348,0.0348,0.0,0
2030-01-04 17:00:00,0.0207,0.0207,0.0,0
2030-01-04 18:00:00,0.0124,0.0124,0.0,0
2030-01-04 19:00:00,0.0062,0.0062,0.0,0
2030-01-04 20:00:00,0.0025,0.0025,0.0,0
2030-01-04 21:00:00,0.0016,0.0016,0.0,0
2030-01-04 22:00:00,0.0015,0.0015,0.0,0
2030-01-04 23:00:00,0.0015,0.0015,0.0,0
2030-01-05 00:00:00,0.001,0.001,0.0,0
2030-01-05 01:00:00,0.0004,0.0004,0.0,0
2030-01-05 02:00:00,0.0003,0.0003,0.0,0
2030-01-05 03:00:00,0.0021,0.0021,0.0,0
2030-01-05 04:00:00,0.01,0.01,0.0,0
