,HE Fierza,HE Koman,HE Ulza,HE Shkopetit,HE Vau Dejes
2009-12-31 23:00:00+00:00,1.5443792,0.721011456,1.205264448,1.251868406,0.9590256
2010-01-01 00:00:00+00:00,1.5443792,0.721011456,1.205264448,1.251868406,0.9590256
2010-01-01 01:00:00+00:00,1.546083786,0.720913567,1.205642443,1.251261881,0.95899982
2010-01-01 02:00:00+00:00,1.547788372,0.720815678,1.206020438,1.250655355,0.958974039
2010-01-01 03:00:00+00:00,1.549492958,0.720717789,1.206398433,1.25004883,0.958948259
2010-01-01 04:00:00+00:00,1.551197544,0.7206199,1.206776428,1.249442305,0.958922479
2010-01-01 05:00:00+00:00,1.55290213,0.720522011,1.207154424,1.248835779,0.958896699
2010-01-01 06:00:00+00:00,1.554606716,0.720424122,1.207532419,1.248229254,0.958870918
2010-01-01 07:00:00+00:00,1.556311302,0.720326233,1.207910414,1.247622729,0.958845138
2010-01-01 08:00:00+00:00,1.558015888,0.720228344,1.208288409,1.247016203,0.958819358
2010-01-01 09:00:00+00:00,1.559720474,0.720130455,1.208666404,1.246409678,0.958793578
2010-01-01 10:00:00+00:00,1.56142506,0.720032566,1.209044399,1.245803152,0.958767797
2010-01-01 11:00:00+00:00,1.563129646,0.719934677,1.209422394,1.245196627,0.958742017
2010-01-01 12:00:00+00:00,1.564834232,0.719836788,1.209800389,1.244590102,0.958716237
2010-01-01 13:00:00+00:00,1.566538818,0.719738899,1.210178385,1.243983576,0.958690457
2010-01-01 14:00:00+00:00,1.568243404,0.71964101,1.21055638,1.243377051,0.958664676
2010-01-01 15:00:00+00:00,1.569947989,0.719543121,1.210934375,1.242770525,0.958638896
2010-01-01 16:00:00+00:00,1.571652575,0.719445231,1.21131237,1.242164,0.958613116
2010-01-01 17:00:00+00:00,1.573357161,0.719347342,1.211690365,1.241557475,0.958587336
2010-01-01 18:00:00+00:00,1.575061747,0.719249453,1.21206836,1.240950949,0.958561555
2010-01-01 19:00:00+00:00,1.576766333,0.719151564,1.212446355,1.240344424,0.958535775
2010-01-01 20:00:00+00:00,1.578470919,0.719053675,1.21282435,1.239737898,0.958509995
2010-01-01 21:00:00+00:00,1.580175505,0.718955786,1.213202346,1.239131373,0.958484215
