,PHOT,WTOF,WTON,HE Raven,HE Vrben,HE Matka ,HE Dosnica,HE Kalimanci,HE Pesocani,HE Popova Sapka,HE Pena cascade,HE Sapuncica,HE Strezevo 1,HE Turija,HE Zrnovci,HROR
2015-01-01 17:00:00+00:00,0,0,0,0.41696147,0.933199803,0.616925859,0.484076571,0.42783092,0.853438004,0.578150517,0.578124884,0.631953944,0.579849141,0.377351147,0.424612553,0.5996712
2015-01-01 18:00:00+00:00,0,0,0,0.416794148,0.934685909,0.615962613,0.483879108,0.426166713,0.86095791,0.580916371,0.580890615,0.63501004,0.580210368,0.376708164,0.423096175,0.5997509
2015-01-01 19:00:00+00:00,0,0,0,0.416626827,0.936172015,0.614999367,0.483681645,0.424502505,0.868477816,0.583682225,0.583656346,0.638066136,0.580571596,0.376065181,0.421579797,0.5998307
2015-01-01 20:00:00+00:00,0,0,0,0.416459505,0.937658121,0.614036122,0.483484182,0.422838297,0.875997722,0.586448079,0.586422077,0.641122232,0.580932823,0.375422198,0.420063418,0.5999104
2015-01-01 21:00:00+00:00,0,0,0,0.416292184,0.939144227,0.613072876,0.483286718,0.42117409,0.883517628,0.589213932,0.589187808,0.644178328,0.58129405,0.374779215,0.41854704,0.5999902
2015-01-01 22:00:00+00:00,0,0,0,0.416124862,0.940630333,0.612109631,0.483089255,0.419509882,0.891037534,0.591979786,0.59195354,0.647234424,0.581655277,0.374136232,0.417030662,0.6000699
2015-01-01 23:00:00+00:00,0,0,0,0.415957541,0.942116439,0.611146385,0.482891792,0.417845674,0.89855744,0.59474564,0.594719271,0.65029052,0.582016504,0.373493249,0.415514284,0.6001496
2015-01-02 00:00:00+00:00,0,0,0,0.418681733,0.938022087,0.611801671,0.484308659,0.416798913,0.901932535,0.593209998,0.593183697,0.656931445,0.585849394,0.372955377,0.414566925,0.6000987
2015-01-02 01:00:00+00:00,0,0,0,0.421405925,0.933927736,0.612456957,0.485725525,0.415752152,0.90530763,0.591674357,0.591648123,0.663572371,0.589682284,0.372417504,0.413619566,0.6000478
2015-01-02 02:00:00+00:00,0,0,0,0.424130117,0.929833385,0.613112243,0.487142392,0.414705391,0.908682724,0.590138715,0.59011255,0.670213296,0.593515173,0.371879632,0.412672207,0.5999969
2015-01-02 03:00:00+00:00,0,0,0,0.426854309,0.925739033,0.613767529,0.488559258,0.41365863,0.912057819,0.588603073,0.588576976,0.676854221,0.597348063,0.371341759,0.411724849,0.599946
2015-01-02 04:00:00+00:00,0,0,0,0.429578501,0.921644682,0.614422815,0.489976125,0.412611869,0.915432914,0.587067431,0.587041403,0.683495147,0.601180953,0.370803887,0.41077749,0.5998951
2015-01-02 05:00:00+00:00,0,0,0,0.432302693,0.917550331,0.615078101,0.491392992,0.411565108,0.918808008,0.58553179,0.585505829,0.690136072,0.605013843,0.370266014,0.409830131,0.5998442
2015-01-02 06:00:00+00:00,0,0,0,0.435026885,0.91345598,0.615733387,0.492809858,0.410518347,0.922183103,0.583996148,0.583970255,0.696776997,0.608846733,0.369728142,0.408882772,0.5997933
2015-01-02 07:00:00+00:00,0,0,0,0.437751077,0.909361628,0.616388673,0.494226725,0.409471586,0.925558198,0.582460506,0.582434682,0.703417922,0.612679622,0.36919027,0.407935414,0.5997423
2015-01-02 08:00:00+00:00,0,0,0,0.440475269,0.905267277,0.617043959,0.495643591,0.408424824,0.928933293,0.580924865,0.580899108,0.710058848,0.616512512,0.368652397,0.406988055,0.5996914
2015-01-02 09:00:00+00:00,0,0,0,0.443199461,0.901172926,0.617699245,0.497060458,0.407378063,0.932308387,0.579389223,0.579363535,0.716699773,0.620345402,0.368114525,0.406040696,0.5996405
2015-01-02 10:00:00+00:00,0,0,0,0.445923652,0.897078574,0.618354531,0.498477324,0.406331302,0.935683482,0.577853581,0.577827961,0.723340698,0.624178292,0.367576652,0.405093337,0.5995896
2015-01-02 11:00:00+00:00,0,0,0,0.448647844,0.892984223,0.619009817,0.499894191,0.405284541,0.939058577,0.57631794,0.576292387,0.729981623,0.628011181,0.36703878,0.404145979,0.5995387
2015-01-02 12:00:00+00:00,0,0,0,0.451372036,0.888889872,0.619665103,0.501311058,0.40423778,0.942433672,0.574782298,0.574756814,0.736622549,0.631844071,0.366500907,0.40319862,0.5994878
2015-01-02 13:00:00+00:00,0,0,0,0.454096228,0.88479552,0.620320389,0.502727924,0.403191019,0.945808766,0.573246656,0.57322124,0.743263474,0.635676961,0.365963035,0.402251261,0.5994369
2015-01-02 14:00:00+00:00,0,0,0,0.45682042,0.880701169,0.620975675,0.504144791,0.402144258,0.949183861,0.571711015,0.571685667,0.749904399,0.639509851,0.365425163,0.401303902,0.599386
2015-01-02 15:00:00+00:00,0,0,0,0.459544612,0.876606818,0.621630961,0.505561657,0.401097497,0.952558956,0.570175373,0.570150093,0.756545325,0.64334274,0.36488729,0.400356544,0.5993351
2015-01-02 16:00:00+00:00,0,0,0,0.462268804,0.872512467,0.622286247,0.506978524,0.400050736,0.955934051,0.568639731,0.568614519,0.76318625,0.64717563,0.364349418,0.399409185,0.5992842
2015-01-02 17:00:00+00:00,0,0,0,0.464992996,0.868418115,0.622941533,0.50839539,0.399003975,0.959309145,0.567104089,0.567078946,0.769827175,0.65100852,0.363811545,0.398461826,0.5992332
2015-01-02 18:00:00+00:00,0,0,0,0.467717188,0.864323764,0.623596818,0.509812257,0.397957214,0.96268424,0.565568448,0.565543372,0.7764681,0.65484141,0.363273673,0.397514467,0.5991823
2015-01-02 19:00:00+00:00,0,0,0,0.47044138,0.860229413,0.624252104,0.511229124,0.396910452,0.966059335,0.564032806,0.564007799,0.783109026,0.6586743,0.3627358,0.396567109,0.5991314
2015-01-02 20:00:00+00:00,0,0,0,0.473165572,0.856135061,0.62490739,0.51264599,0.395863691,0.96943443,0.562497164,0.562472225,0.789749951,0.662507189,0.362197928,0.39561975,0.5990805
2015-01-02 21:00:00+00:00,0,0,0,0.475889764,0.85204071,0.625562676,0.514062857,0.39481693,0.972809524,0.560961523,0.560936651,0.796390876,0.666340079,0.361660055,0.394672391,0.5990296
2015-01-02 22:00:00+00:00,0,0,0,0.478613956,0.847946359,0.626217962,0.515479723,0.393770169,0.976184619,0.559425881,0.559401078,0.803031801,0.670172969,0.361122183,0.393725032,0.5989787
2015-01-02 23:00:00+00:00,0,0,0,0.481338148,0.843852007,0.626873248,0.51689659,0.392723408,0.979559714,0.557890239,0.557865504,0.809672727,0.674005859,0.360584311,0.392777674,0.5989278
2015-01-03 00:00:00+00:00,0,0,0,0.480118613,0.837330248,0.62727925,0.51653864,0.391734864,0.976690512,0.554485472,0.554460888,0.80675053,0.67321005,0.360211363,0.39188201,0.5968397
2015-01-03 01:00:00+00:00,0,0,0,0.478899079,0.830808488,0.627685252,0.51618069,0.390746319,0.97382131,0.551080705,0.551056272,0.803828334,0.672414241,0.359838415,0.390986346,0.5947516
2015-01-03 02:00:00+00:00,0,0,0,0.477679544,0.824286728,0.628091254,0.51582274,0.389757775,0.970952108,0.547675938,0.547651656,0.800906138,0.671618432,0.359465467,0.390090683,0.5926636
2015-01-03 03:00:00+00:00,0,0,0,0.476460009,0.817764968,0.628497256,0.51546479,0.38876923,0.968082907,0.544271171,0.54424704,0.797983941,0.670822623,0.359092519,0.389195019,0.5905755
2015-01-03 04:00:00+00:00,0,0,0,0.475240475,0.811243208,0.628903258,0.51510684,0.387780686,0.965213705,0.540866404,0.540842423,0.795061745,0.670026814,0.358719571,0.388299355,0.5884874
2015-01-03 05:00:00+00:00,0,0,0,0.47402094,0.804721449,0.62930926,0.514748891,0.386792141,0.962344503,0.537461637,0.537437807,0.792139548,0.669231005,0.358346623,0.387403691,0.5863994
2015-01-03 06:00:00+00:00,0,0,0,0.472801405,0.798199689,0.629715261,0.514390941,0.385803597,0.959475301,0.53405687,0.534033191,0.789217352,0.668435196,0.357973675,0.386508028,0.5843113
2015-01-03 07:00:00+00:00,0,0,0,0.471581871,0.791677929,0.630121263,0.514032991,0.384815052,0.956606099,0.530652102,0.530628575,0.786295156,0.667639387,0.357600727,0.385612364,0.5822232
2015-01-03 08:00:00+00:00,0,0,0,0.470362336,0.785156169,0.630527265,0.513675041,0.383826508,0.953736898,0.527247335,0.527223959,0.783372959,0.666843578,0.357227779,0.3847167,0.5801352
2015-01-03 09:00:00+00:00,0,0,0,0.469142802,0.778634409,0.630933267,0.513317091,0.382837963,0.950867696,0.523842568,0.523819343,0.780450763,0.666047769,0.356854831,0.383821037,0.5780471
2015-01-03 10:00:00+00:00,0,0,0,0.467923267,0.772112649,0.631339269,0.512959141,0.381849419,0.947998494,0.520437801,0.520414727,0.777528567,0.66525196,0.356481884,0.382925373,0.575959
2015-01-03 11:00:00+00:00,0,0,0,0.466703732,0.76559089,0.631745271,0.512601191,0.380860874,0.945129292,0.517033034,0.51701011,0.77460637,0.664456151,0.356108936,0.382029709,0.573871
2015-01-03 12:00:00+00:00,0,0,0,0.465484198,0.75906913,0.632151273,0.512243241,0.37987233,0.94226009,0.513628267,0.513605494,0.771684174,0.663660342,0.355735988,0.381134046,0.5717829
2015-01-03 13:00:00+00:00,0,0,0,0.464264663,0.75254737,0.632557274,0.511885291,0.378883786,0.939390888,0.5102235,0.510200878,0.768761977,0.662864533,0.35536304,0.380238382,0.5696948
2015-01-03 14:00:00+00:00,0,0,0,0.463045128,0.74602561,0.632963276,0.511527341,0.377895241,0.936521687,0.506818733,0.506796262,0.765839781,0.662068724,0.354990092,0.379342718,0.5676068
2015-01-03 15:00:00+00:00,0,0,0,0.461825594,0.73950385,0.633369278,0.511169391,0.376906697,0.933652485,0.503413966,0.503391646,0.762917585,0.661272915,0.354617144,0.378447054,0.5655187
2015-01-03 16:00:00+00:00,0,0,0,0.460606059,0.73298209,0.63377528,0.510811442,0.375918152,0.930783283,0.500009199,0.49998703,0.759995388,0.660477106,0.354244196,0.377551391,0.5634306
2015-01-03 17:00:00+00:00,0,0,0,0.459386524,0.726460331,0.634181282,0.510453492,0.374929608,0.927914081,0.496604431,0.496582413,0.757073192,0.659681297,0.353871248,0.376655727,0.5613426
2015-01-03 18:00:00+00:00,0,0,0,0.45816699,0.719938571,0.634587284,0.510095542,0.373941063,0.925044879,0.493199664,0.493177797,0.754150996,0.658885489,0.3534983,0.375760063,0.5592545
2015-01-03 19:00:00+00:00,0,0,0,0.456947455,0.713416811,0.634993286,0.509737592,0.372952519,0.922175678,0.489794897,0.489773181,0.751228799,0.65808968,0.353125352,0.3748644,0.5571664
2015-01-03 20:00:00+00:00,0,0,0,0.455727921,0.706895051,0.635399288,0.509379642,0.371963974,0.919306476,0.48639013,0.486368565,0.748306603,0.657293871,0.352752404,0.373968736,0.5550784
2015-01-03 21:00:00+00:00,0,0,0,0.454508386,0.700373291,0.635805289,0.509021692,0.37097543,0.916437274,0.482985363,0.482963949,0.745384406,0.656498062,0.352379456,0.373073072,0.5529903
2015-01-03 22:00:00+00:00,0,0,0,0.453288851,0.693851531,0.636211291,0.508663742,0.369986885,0.913568072,0.479580596,0.479559333,0.74246221,0.655702253,0.352006509,0.372177409,0.5509022
2015-01-03 23:00:00+00:00,0,0,0,0.452069317,0.687329772,0.636617293,0.508305792,0.368998341,0.91069887,0.476175829,0.476154717,0.739540014,0.654906444,0.351633561,0.371281745,0.5488142
2015-01-04 00:00:00+00:00,0,0,0,0.449205427,0.680948786,0.635821339,0.506655952,0.368256932,0.910567615,0.472723647,0.472702688,0.733638972,0.651624118,0.351371442,0.370483427,0.5461621
2015-01-04 01:00:00+00:00,0,0,0,0.446341537,0.674567801,0.635025385,0.505006111,0.367515523,0.91043636,0.469271465,0.469250659,0.72773793,0.648341792,0.351109324,0.369685109,0.54351
2015-01-04 02:00:00+00:00,0,0,0,0.443477648,0.668186816,0.634229431,0.50335627,0.366774113,0.910305104,0.465819283,0.465798629,0.721836888,0.645059466,0.350847205,0.368886791,0.540858
2015-01-04 03:00:00+00:00,0,0,0,0.440613758,0.661805831,0.633433476,0.50170643,0.366032704,0.910173849,0.4623671,0.4623466,0.715935846,0.64177714,0.350585087,0.368088473,0.5382059
2015-01-04 04:00:00+00:00,0,0,0,0.437749869,0.655424845,0.632637522,0.500056589,0.365291295,0.910042594,0.458914918,0.458894571,0.710034804,0.638494815,0.350322968,0.367290155,0.5355538
2015-01-04 05:00:00+00:00,0,0,0,0.434885979,0.64904386,0.631841568,0.498406748,0.364549886,0.909911339,0.455462736,0.455442542,0.704133762,0.635212489,0.35006085,0.366491837,0.5329018
2015-01-04 06:00:00+00:00,0,0,0,0.432022089,0.642662875,0.631045614,0.496756907,0.363808477,0.909780083,0.452010554,0.451990513,0.69823272,0.631930163,0.349798731,0.365693519,0.5302497
2015-01-04 07:00:00+00:00,0,0,0,0.4291582,0.63628189,0.63024966,0.495107067,0.363067068,0.909648828,0.448558372,0.448538484,0.692331678,0.628647837,0.349536613,0.364895201,0.5275976
2015-01-04 08:00:00+00:00,0,0,0,0.42629431,0.629900904,0.629453706,0.493457226,0.362325658,0.909517573,0.44510619,0.445086455,0.686430636,0.625365511,0.349274494,0.364096883,0.5249455
2015-01-04 09:00:00+00:00,0,0,0,0.423430421,0.623519919,0.628657751,0.491807385,0.361584249,0.909386317,0.441654008,0.441634426,0.680529595,0.622083185,0.349012376,0.363298565,0.5222935
2015-01-04 10:00:00+00:00,0,0,0,0.420566531,0.617138934,0.627861797,0.490157545,0.36084284,0.909255062,0.438201826,0.438182397,0.674628553,0.618800859,0.348750257,0.362500247,0.5196414
2015-01-04 11:00:00+00:00,0,0,0,0.417702641,0.610757949,0.627065843,0.488507704,0.360101431,0.909123807,0.434749644,0.434730368,0.668727511,0.615518534,0.348488139,0.361701929,0.5169893
2015-01-04 12:00:00+00:00,0,0,0,0.414838752,0.604376963,0.626269889,0.486857863,0.359360022,0.908992551,0.431297462,0.431278339,0.662826469,0.612236208,0.34822602,0.360903611,0.5143373
2015-01-04 13:00:00+00:00,0,0,0,0.411974862,0.597995978,0.625473935,0.485208023,0.358618613,0.908861296,0.42784528,0.42782631,0.656925427,0.608953882,0.347963902,0.360105293,0.5116852
2015-01-04 14:00:00+00:00,0,0,0,0.409110973,0.591614993,0.624677981,0.483558182,0.357877204,0.908730041,0.424393097,0.424374281,0.651024385,0.605671556,0.347701783,0.359306975,0.5090331
2015-01-04 15:00:00+00:00,0,0,0,0.406247083,0.585234007,0.623882026,0.481908341,0.357135794,0.908598786,0.420940915,0.420922252,0.645123343,0.60238923,0.347439665,0.358508657,0.5063811
2015-01-04 16:00:00+00:00,0,0,0,0.403383193,0.578853022,0.623086072,0.480258501,0.356394385,0.90846753,0.417488733,0.417470223,0.639222301,0.599106904,0.347177546,0.35771034,0.503729
2015-01-04 17:00:00+00:00,0,0,0,0.400519304,0.572472037,0.622290118,0.47860866,0.355652976,0.908336275,0.414036551,0.414018194,0.633321259,0.595824579,0.346915428,0.356912022,0.5010769
2015-01-04 18:00:00+00:00,0,0,0,0.397655414,0.566091052,0.621494164,0.476958819,0.354911567,0.90820502,0.410584369,0.410566165,0.627420217,0.592542253,0.346653309,0.356113704,0.4984248
2015-01-04 19:00:00+00:00,0,0,0,0.394791525,0.559710066,0.62069821,0.475308979,0.354170158,0.908073764,0.407132187,0.407114136,0.621519175,0.589259927,0.346391191,0.355315386,0.4957728
2015-01-04 20:00:00+00:00,0,0,0,0.391927635,0.553329081,0.619902256,0.473659138,0.353428749,0.907942509,0.403680005,0.403662107,0.615618133,0.585977601,0.346129072,0.354517068,0.4931207
2015-01-04 21:00:00+00:00,0,0,0,0.389063745,0.546948096,0.619106301,0.472009297,0.352687339,0.907811254,0.400227823,0.400210078,0.609717092,0.582695275,0.345866954,0.35371875,0.4904686
2015-01-04 22:00:00+00:00,0,0,0,0.386199856,0.540567111,0.618310347,0.470359457,0.35194593,0.907679998,0.396775641,0.396758049,0.60381605,0.579412949,0.345604835,0.352920432,0.4878166
2015-01-04 23:00:00+00:00,0,0,0,0.383335966,0.534186125,0.617514393,0.468709616,0.351204521,0.907548743,0.393323459,0.39330602,0.597915008,0.576130623,0.345342717,0.352122114,0.4851645
2015-01-05 00:00:00+00:00,0,0,0,0.385706313,0.536494004,0.617469432,0.469176205,0.350396468,0.906328699,0.391735859,0.39171849,0.604574388,0.578537421,0.344742393,0.351303253,0.4856172
2015-01-05 01:00:00+00:00,0,0,0,0.38807666,0.538801882,0.61742447,0.469642794,0.349588415,0.905108656,0.390148258,0.39013096,0.611233768,0.580944219,0.34414207,0.350484392,0.4860699
2015-01-05 02:00:00+00:00,0,0,0,0.390447007,0.54110976,0.617379509,0.470109383,0.348780361,0.903888612,0.388560658,0.388543431,0.617893148,0.583351016,0.343541746,0.349665532,0.4865226
2015-01-05 03:00:00+00:00,0,0,0,0.392817355,0.543417638,0.617334547,0.470575973,0.347972308,0.902668568,0.386973058,0.386955901,0.624552527,0.585757814,0.342941423,0.348846671,0.4869753
2015-01-05 04:00:00+00:00,0,0,0,0.395187702,0.545725516,0.617289586,0.471042562,0.347164255,0.901448525,0.385385458,0.385368371,0.631211907,0.588164612,0.342341099,0.348027811,0.487428
2015-01-05 05:00:00+00:00,0,0,0,0.397558049,0.548033394,0.617244624,0.471509151,0.346356201,0.900228481,0.383797858,0.383780841,0.637871287,0.590571409,0.341740776,0.34720895,0.4878807
2015-01-05 06:00:00+00:00,0,0,0,0.399928396,0.550341272,0.617199663,0.47197574,0.345548148,0.899008437,0.382210258,0.382193312,0.644530667,0.592978207,0.341140452,0.346390089,0.4883334
2015-01-05 07:00:00+00:00,0,0,0,0.402298743,0.55264915,0.617154701,0.472442329,0.344740095,0.897788393,0.380622657,0.380605782,0.651190047,0.595385005,0.340540129,0.345571229,0.4887861
2015-01-05 08:00:00+00:00,0,0,0,0.40466909,0.554957028,0.61710974,0.472908919,0.343932041,0.89656835,0.379035057,0.379018252,0.657849427,0.597791803,0.339939805,0.344752368,0.4892388
2015-01-05 09:00:00+00:00,0,0,0,0.407039437,0.557264907,0.617064778,0.473375508,0.343123988,0.895348306,0.377447457,0.377430722,0.664508807,0.6001986,0.339339482,0.343933507,0.4896915
2015-01-05 10:00:00+00:00,0,0,0,0.409409784,0.559572785,0.617019817,0.473842097,0.342315935,0.894128262,0.375859857,0.375843193,0.671168187,0.602605398,0.338739158,0.343114647,0.4901442
2015-01-05 11:00:00+00:00,0,0,0,0.411780131,0.561880663,0.616974855,0.474308686,0.341507882,0.892908219,0.374272257,0.374255663,0.677827567,0.605012196,0.338138835,0.342295786,0.4905969
2015-01-05 12:00:00+00:00,0,0,0,0.414150478,0.564188541,0.616929894,0.474775275,0.340699828,0.891688175,0.372684657,0.372668133,0.684486947,0.607418993,0.337538511,0.341476925,0.4910496
2015-01-05 13:00:00+00:00,0,0,0,0.416520825,0.566496419,0.616884933,0.475241865,0.339891775,0.890468131,0.371097057,0.371080603,0.691146327,0.609825791,0.336938188,0.340658065,0.4915023
2015-01-05 14:00:00+00:00,0,0,0,0.418891172,0.568804297,0.616839971,0.475708454,0.339083722,0.889248088,0.369509456,0.369493073,0.697805707,0.612232589,0.336337864,0.339839204,0.491955
2015-01-05 15:00:00+00:00,0,0,0,0.421261519,0.571112175,0.61679501,0.476175043,0.338275668,0.888028044,0.367921856,0.367905544,0.704465087,0.614639386,0.335737541,0.339020343,0.4924077
2015-01-05 16:00:00+00:00,0,0,0,0.423631866,0.573420053,0.616750048,0.476641632,0.337467615,0.886808,0.366334256,0.366318014,0.711124467,0.617046184,0.335137217,0.338201483,0.4928604
2015-01-05 17:00:00+00:00,0,0,0,0.426002214,0.575727932,0.616705087,0.477108221,0.336659562,0.885587956,0.364746656,0.364730484,0.717783847,0.619452982,0.334536894,0.337382622,0.4933131
2015-01-05 18:00:00+00:00,0,0,0,0.428372561,0.57803581,0.616660125,0.47757481,0.335851508,0.884367913,0.363159056,0.363142954,0.724443227,0.621859779,0.33393657,0.336563761,0.4937658
2015-01-05 19:00:00+00:00,0,0,0,0.430742908,0.580343688,0.616615164,0.4780414,0.335043455,0.883147869,0.361571456,0.361555425,0.731102607,0.624266577,0.333336247,0.335744901,0.4942185
2015-01-05 20:00:00+00:00,0,0,0,0.433113255,0.582651566,0.616570202,0.478507989,0.334235402,0.881927825,0.359983855,0.359967895,0.737761987,0.626673375,0.332735923,0.33492604,0.4946712
2015-01-05 21:00:00+00:00,0,0,0,0.435483602,0.584959444,0.616525241,0.478974578,0.333427349,0.880707782,0.358396255,0.358380365,0.744421366,0.629080172,0.3321356,0.334107179,0.4951239
2015-01-05 22:00:00+00:00,0,0,0,0.437853949,0.587267322,0.616480279,0.479441167,0.332619295,0.879487738,0.356808655,0.356792835,0.751080746,0.63148697,0.331535276,0.333288319,0.4955766
2015-01-05 23:00:00+00:00,0,0,0,0.440224296,0.5895752,0.616435318,0.479907756,0.331811242,0.878267694,0.355221055,0.355205306,0.757740126,0.633893768,0.330934953,0.332469458,0.4960293
2015-01-06 00:00:00+00:00,0,0,0,0.440697176,0.58774389,0.617339087,0.481680652,0.333051756,0.877866415,0.355675445,0.355659676,0.759173544,0.63519142,0.332181778,0.334713459,0.4960765
2015-01-06 01:00:00+00:00,0,0,0,0.441170056,0.585912579,0.618242855,0.483453548,0.334292269,0.877465137,0.356129836,0.356114046,0.760606961,0.636489073,0.333428604,0.33695746,0.4961237
2015-01-06 02:00:00+00:00,0,0,0,0.441642935,0.584081269,0.619146624,0.485226444,0.335532783,0.877063858,0.356584226,0.356568416,0.762040378,0.637786726,0.334675429,0.339201461,0.4961709
2015-01-06 03:00:00+00:00,0,0,0,0.442115815,0.582249958,0.620050393,0.48699934,0.336773296,0.87666258,0.357038617,0.357022787,0.763473795,0.639084379,0.335922255,0.341445462,0.4962181
2015-01-06 04:00:00+00:00,0,0,0,0.442588695,0.580418648,0.620954162,0.488772236,0.33801381,0.876261301,0.357493007,0.357477157,0.764907212,0.640382032,0.33716908,0.343689463,0.4962653
2015-01-06 05:00:00+00:00,0,0,0,0.443061575,0.578587337,0.621857931,0.490545132,0.339254323,0.875860022,0.357947398,0.357931527,0.76634063,0.641679684,0.338415906,0.345933464,0.4963125
2015-01-06 06:00:00+00:00,0,0,0,0.443534455,0.576756026,0.622761699,0.492318028,0.340494837,0.875458744,0.358401788,0.358385898,0.767774047,0.642977337,0.339662731,0.348177465,0.4963597
2015-01-06 07:00:00+00:00,0,0,0,0.444007335,0.574924716,0.623665468,0.494090924,0.341735351,0.875057465,0.358856178,0.358840268,0.769207464,0.64427499,0.340909557,0.350421467,0.4964069
2015-01-06 08:00:00+00:00,0,0,0,0.444480214,0.573093405,0.624569237,0.49586382,0.342975864,0.874656186,0.359310569,0.359294638,0.770640881,0.645572643,0.342156382,0.352665468,0.496454
2015-01-06 09:00:00+00:00,0,0,0,0.444953094,0.571262095,0.625473006,0.497636716,0.344216378,0.874254908,0.359764959,0.359749008,0.772074298,0.646870296,0.343403208,0.354909469,0.4965012
2015-01-06 10:00:00+00:00,0,0,0,0.445425974,0.569430784,0.626376774,0.499409612,0.345456891,0.873853629,0.36021935,0.360203379,0.773507716,0.648167948,0.344650033,0.35715347,0.4965484
2015-01-06 11:00:00+00:00,0,0,0,0.445898854,0.567599474,0.627280543,0.501182508,0.346697405,0.87345235,0.36067374,0.360657749,0.774941133,0.649465601,0.345896859,0.359397471,0.4965956
2015-01-06 12:00:00+00:00,0,0,0,0.446371734,0.565768163,0.628184312,0.502955404,0.347937918,0.873051072,0.36112813,0.361112119,0.77637455,0.650763254,0.347143684,0.361641472,0.4966428
2015-01-06 13:00:00+00:00,0,0,0,0.446844613,0.563936853,0.629088081,0.504728299,0.349178432,0.872649793,0.361582521,0.361566489,0.777807967,0.652060907,0.34839051,0.363885473,0.49669
2015-01-06 14:00:00+00:00,0,0,0,0.447317493,0.562105542,0.629991849,0.506501195,0.350418946,0.872248514,0.362036911,0.36202086,0.779241384,0.653358559,0.349637335,0.366129474,0.4967372
