,PowerCapacity,Unit,Zone,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency
0,0.01,Soitec Muscat Solar Park,OM,CPV,SUN,1.0,0.0,0.0,0.5487033360625,0.5487033360625,0.0,0.0,0,0.0,0.9375,0.125,0,,,,,,
1,0.3,Aayoon Internal Combustion Power Plant,OM,ICEN,OIL,0.42100000000000004,0.8,2.0,0.0579,0.0579,900.0,1146.8035067285714,0,0.8684000000000002,0.4063,0.3,0.604135480047981,,,,,,
2,427.0,ACWA Power Barka I Power Plant,OM,COMC,GAS,0.46205912676024946,4.615384615384615,1.1888111888111887,0.035847027292307695,0.03657735236923078,102145.40750664317,340.0637477223776,0,0.4105047924895098,0.5121536713286714,0.8741258741258742,0.39182914999911095,,,,,,
3,1.32,Al Duqam Internal Combustion Power Plant,OM,ICEN,OIL,0.42100000000000004,0.8,2.0,0.0579,0.0579,900.0,1146.8035067285714,0,0.8684000000000002,0.4063,0.3,0.604135480047981,,,,,,
4,211.5,Al Ghubrah Gas Turbine Power Plant Phase I,OM,GTUR,GAS,0.28109688058180304,3.1,1.6,0.062094452599999996,0.0927066974,8652.727910299998,1887.3093269,0,0.2460938565,0.2559,0.6,0.6440777091267382,,,,,,
5,17.5,Al Ghubrah Gas Turbine Power Plant Phase I Unit I,OM,GTUR,GAS,0.28109688058180304,3.1,1.6,0.062094452599999996,0.0927066974,8652.727910299998,1887.3093269,0,0.2460938565,0.2559,0.6,0.6440777091267382,,,,,,
6,17.5,Al Ghubrah Gas Turbine Power Plant Phase I Unit II,OM,GTUR,GAS,0.28109688058180304,3.1,1.6,0.062094452599999996,0.0927066974,8652.727910299998,1887.3093269,0,0.2460938565,0.2559,0.6,0.6440777091267382,,,,,,
7,17.5,Al Ghubrah Gas Turbine Power Plant Phase I Unit III,OM,GTUR,GAS,0.28109688058180304,3.1,1.6,0.062094452599999996,0.0927066974,8652.727910299998,1887.3093269,0,0.2460938565,0.2559,0.6,0.6440777091267382,,,,,,
8,17.5,Al Ghubrah Gas Turbine Power Plant Phase I Unit IV,OM,GTUR,GAS,0.28109688058180304,3.1,1.6,0.062094452599999996,0.0927066974,8652.727910299998,1887.3093269,0,0.2460938565,0.2559,0.6,0.6440777091267382,,,,,,
9,17.5,Al Ghubrah Gas Turbine Power Plant Phase I Unit IX,OM,GTUR,GAS,0.28109688058180304,3.1,1.6,0.062094452599999996,0.0927066974,8652.727910299998,1887.3093269,0,0.2460938565,0.2559,0.6,0.6440777091267382,,,,,,
10,17.5,Al Ghubrah Gas Turbine Power Plant Phase I Unit V,OM,GTUR,GAS,0.28109688058180304,3.1,1.6,0.062094452599999996,0.0927066974,8652.727910299998,1887.3093269,0,0.2460938565,0.2559,0.6,0.6440777091267382,,,,,,
11,17.5,Al Ghubrah Gas Turbine Power Plant Phase I Unit VI,OM,GTUR,GAS,0.28109688058180304,3.1,1.6,0.062094452599999996,0.0927066974,8652.727910299998,1887.3093269,0,0.2460938565,0.2559,0.6,0.6440777091267382,,,,,,
12,17.5,Al Ghubrah Gas Turbine Power Plant Phase I Unit VII,OM,GTUR,GAS,0.28109688058180304,3.1,1.6,0.062094452599999996,0.0927066974,8652.727910299998,1887.3093269,0,0.2460938565,0.2559,0.6,0.6440777091267382,,,,,,
13,17.5,Al Ghubrah Gas Turbine Power Plant Phase I Unit VIII,OM,GTUR,GAS,0.28109688058180304,3.1,1.6,0.062094452599999996,0.0927066974,8652.727910299998,1887.3093269,0,0.2460938565,0.2559,0.6,0.6440777091267382,,,,,,
14,27.0,Al Ghubrah Gas Turbine Power Plant Phase I Unit X,OM,GTUR,GAS,0.28109688058180304,3.1,1.6,0.062094452599999996,0.0927066974,8652.727910299998,1887.3093269,0,0.2460938565,0.2559,0.6,0.6440777091267382,,,,,,
15,27.0,Al Ghubrah Gas Turbine Power Plant Phase I Unit XI,OM,GTUR,GAS,0.28109688058180304,3.1,1.6,0.062094452599999996,0.0927066974,8652.727910299998,1887.3093269,0,0.2460938565,0.2559,0.6,0.6440777091267382,,,,,,
16,64.8,Al Ghubrah Power Plant Phase III & V,OM,STUR,GAS,0.37976781849627655,1.0,1.0,0.0767211054,0.10385452979999997,31847.015741362604,1174.437686624,0,0.3178000782,0.312,4.395348837209301,0.47673400975542407,,,,,,
17,32.4,Al Ghubrah Power Plant Phase III & V Unit I,OM,STUR,GAS,0.37976781849627655,1.0,1.0,0.0767211054,0.10385452979999997,31847.015741362604,1174.437686624,0,0.3178000782,0.312,4.395348837209301,0.47673400975542407,,,,,,
18,32.4,Al Ghubrah Power Plant Phase III & V Unit II,OM,STUR,GAS,0.37976781849627655,1.0,1.0,0.0767211054,0.10385452979999997,31847.015741362604,1174.437686624,0,0.3178000782,0.312,4.395348837209301,0.47673400975542407,,,,,,
19,190.0,Al Ghubrah Power Plant Phase IV,OM,GTUR,GAS,0.26212812326671825,3.1,1.6,0.062094452599999996,0.0927066974,8652.727910299998,1887.3093269,0,0.2460938565,0.2559,0.6,0.6906860379249785,,,,,,
20,95.0,Al Ghubrah Power Plant Phase IV Unit I,OM,GTUR,GAS,0.26212812326671825,3.1,1.6,0.062094452599999996,0.0927066974,8652.727910299998,1887.3093269,0,0.2460938565,0.2559,0.6,0.6906860379249785,,,,,,
21,95.0,Al Ghubrah Power Plant Phase IV Unit II,OM,GTUR,GAS,0.26212812326671825,3.1,1.6,0.062094452599999996,0.0927066974,8652.727910299998,1887.3093269,0,0.2460938565,0.2559,0.6,0.6906860379249785,,,,,,
22,65.5,Al Ghubrah Steam Turbine Power Plant Phase I,OM,STUR,GAS,0.37976781849627655,1.0,1.0,0.0767211054,0.10385452979999997,31847.015741362604,1174.437686624,0,0.3178000782,0.312,4.395348837209301,0.47673400975542407,,,,,,
