,PowerCapacity,Unit,Zone,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency
0,1.682,Qatar Foundation Solar PV Park,QA,PHOT,SUN,1.0,0.0,0.0,0.5487033360625,0.5487033360625,0.0,0.0,0,0.0,0.9375,0.125,0,,,,,,
1,0.782,Qatar Foundation Solar PV Park - 1,QA,PHOT,SUN,1.0,0.0,0.0,0.5487033360625,0.5487033360625,0.0,0.0,0,0.0,0.9375,0.125,0,,,,,,
2,0.9,Qatar Foundation Solar PV Park - 2,QA,PHOT,SUN,1.0,0.0,0.0,0.5487033360625,0.5487033360625,0.0,0.0,0,0.0,0.9375,0.125,0,,,,,,
3,1.1,QSTec - Ras Laffan Industrial City Solar Farm,QA,PHOT,SUN,1.0,0.0,0.0,0.5487033360625,0.5487033360625,0.0,0.0,0,0.0,0.9375,0.125,0,,,,,,
4,0.667,Qatar National Convention Center Solar PV Park,QA,PHOT,SUN,1.0,0.0,0.0,0.5487033360625,0.5487033360625,0.0,0.0,0,0.0,0.9375,0.125,0,,,,,,
5,2010.0,Mesaieed A Combined Cycle Power Plant,QA,COMC,GAS,0.46205912676024946,4.615384615384615,1.1888111888111887,0.035847027292307695,0.03657735236923078,102145.40750664317,340.0637477223776,0,0.4105047924895098,0.5121536713286714,0.8741258741258742,0.39182914999911095,,,,,,
6,64.0,Mesaieed Black Start Power Plant,QA,GTUR,OIL,0.29511575045759464,0.35714285714285715,0.42857142857142855,0.1796940442631579,0.18228932552631574,6458.016481947367,1146.8035067285714,0,0.17622986510526314,0.16899999999999998,0.6,0.8618348451610225,,,,,,
7,1350.0,Qatalum Combined Cycle Power Plant,QA,COMC,GAS,0.5395299617525793,4.615384615384615,1.1888111888111887,0.035847027292307695,0.03657735236923078,102145.40750664317,340.0637477223776,0,0.4105047924895098,0.5121536713286714,0.8741258741258742,0.3355666000451447,,,,,,
8,13.3,Qatalum IC Power Plant,QA,ICEN,OIL,0.42100000000000004,0.8,2.0,0.0579,0.0579,900.0,1146.8035067285714,0,0.8684000000000002,0.4063,0.3,0.604135480047981,,,,,,
9,497.0,Ras Abu Fontas - A Power Plant,QA,COMC,GAS,0.3589703763201533,4.615384615384615,1.1888111888111887,0.035847027292307695,0.03657735236923078,102145.40750664317,340.0637477223776,0,0.4105047924895098,0.5121536713286714,0.8741258741258742,0.5043542499070434,,,,,,
10,609.0,Ras Abu Fontas - B Power Plant,QA,COMC,GAS,0.4040428218303504,4.615384615384615,1.1888111888111887,0.035847027292307695,0.03657735236923078,102145.40750664317,340.0637477223776,0,0.4105047924895098,0.5121536713286714,0.8741258741258742,0.4480916999530772,,,,,,
11,121.8,Ras Abu Fontas - B Power Plant Block I,QA,COMC,GAS,0.4040428218303504,4.615384615384615,1.1888111888111887,0.035847027292307695,0.03657735236923078,102145.40750664317,340.0637477223776,0,0.4105047924895098,0.5121536713286714,0.8741258741258742,0.4480916999530772,,,,,,
12,121.8,Ras Abu Fontas - B Power Plant Block II,QA,COMC,GAS,0.46205912676024946,4.615384615384615,1.1888111888111887,0.035847027292307695,0.03657735236923078,102145.40750664317,340.0637477223776,0,0.4105047924895098,0.5121536713286714,0.8741258741258742,0.39182914999911095,,,,,,
13,121.8,Ras Abu Fontas - B Power Plant Block III,QA,COMC,GAS,0.46205912676024946,4.615384615384615,1.1888111888111887,0.035847027292307695,0.03657735236923078,102145.40750664317,340.0637477223776,0,0.4105047924895098,0.5121536713286714,0.8741258741258742,0.39182914999911095,,,,,,
14,121.8,Ras Abu Fontas - B Power Plant Block IV,QA,COMC,GAS,0.46205912676024946,4.615384615384615,1.1888111888111887,0.035847027292307695,0.03657735236923078,102145.40750664317,340.0637477223776,0,0.4105047924895098,0.5121536713286714,0.8741258741258742,0.39182914999911095,,,,,,
15,121.8,Ras Abu Fontas - B Power Plant Block V,QA,COMC,GAS,0.46205912676024946,4.615384615384615,1.1888111888111887,0.035847027292307695,0.03657735236923078,102145.40750664317,340.0637477223776,0,0.4105047924895098,0.5121536713286714,0.8741258741258742,0.39182914999911095,,,,,,
16,376.5,Ras Abu Fontas - B1 Power Plant,QA,GTUR,GAS,0.28109688058180304,3.1,1.6,0.062094452599999996,0.0927066974,8652.727910299998,1887.3093269,0,0.2460938565,0.2559,0.6,0.6440777091267382,,,,,,
17,567.0,Ras Abu Fontas B2 Cogeneration Plant,QA,COMC,GAS,0.46205912676024946,4.615384615384615,1.1888111888111887,0.035847027292307695,0.03657735236923078,102145.40750664317,340.0637477223776,0,0.4105047924895098,0.5121536713286714,0.8741258741258742,0.39182914999911095,,,,,,
18,756.0,Ras Laffan A Desalination Project,QA,COMC,GAS,0.46205912676024946,4.615384615384615,1.1888111888111887,0.035847027292307695,0.03657735236923078,102145.40750664317,340.0637477223776,0,0.4105047924895098,0.5121536713286714,0.8741258741258742,0.39182914999911095,,,,,,
19,1025.0,Ras Laffan B Power Plant,QA,COMC,GAS,0.46205912676024946,4.615384615384615,1.1888111888111887,0.035847027292307695,0.03657735236923078,102145.40750664317,340.0637477223776,0,0.4105047924895098,0.5121536713286714,0.8741258741258742,0.39182914999911095,,,,,,
20,2730.0,Ras Laffan C (Ras Girtas) Power Plant,QA,COMC,GAS,0.5395299617525793,4.615384615384615,1.1888111888111887,0.035847027292307695,0.03657735236923078,102145.40750664317,340.0637477223776,0,0.4105047924895098,0.5121536713286714,0.8741258741258742,0.3355666000451447,,,,,,
