,PHOT,WTOF,WTON,HE Zvornik,HE Medjuvrsje,HE Ovcar Banja,HE Derdap 1,HE Derdap 2,HE Bajina Basta G4,HE Seljasnica,HE Sicevo,HE Sokolovica,HE Vlasontice,HE Ostrovica,HE Potpec,HROR
2014-12-31 23:00:00+00:00,0,0,0,0.2489724,1,1,0.878395,0.991638,0.183964,0.281116909,0.391559631,0.48544941,0.472030686,0.321609,0.402138387,0.7135626
2015-01-01 00:00:00+00:00,0,0,0,0.2489724,1,1,0.878395,0.991638,0.183964,0.281116909,0.391559631,0.48544941,0.472030686,0.321609,0.402138387,0.7135626
2015-01-01 01:00:00+00:00,0,0,0,0.249696457,1,1,0.877122,0.990202,0.184613,0.280647397,0.391071938,0.484939074,0.471313207,0.321609,0.401715634,0.7127792
2015-01-01 02:00:00+00:00,0,0,0,0.250420514,1,1,0.875849,0.988765,0.185263,0.280177885,0.390584245,0.484428739,0.470595727,0.321609,0.40129288,0.7119958
2015-01-01 03:00:00+00:00,0,0,0,0.251144572,1,1,0.874577,0.987329,0.185912,0.279708373,0.390096552,0.483918404,0.469878248,0.321609,0.400870127,0.7112124
2015-01-01 04:00:00+00:00,0,0,0,0.251868629,1,1,0.873304,0.985892,0.186562,0.27923886,0.389608858,0.483408068,0.469160768,0.321609,0.400447373,0.710429
2015-01-01 05:00:00+00:00,0,0,0,0.252592686,1,1,0.872032,0.984456,0.187211,0.278769348,0.389121165,0.482897733,0.468443289,0.321609,0.40002462,0.7096455
2015-01-01 06:00:00+00:00,0,0,0,0.253316743,1,1,0.870759,0.983019,0.187861,0.278299836,0.388633472,0.482387398,0.46772581,0.321609,0.399601866,0.7088621
2015-01-01 07:00:00+00:00,0,0,0,0.254040801,1,1,0.869487,0.981582,0.18851,0.277830323,0.388145778,0.481877062,0.46700833,0.321609,0.399179113,0.7080787
2015-01-01 08:00:00+00:00,0,0,0,0.254764858,1,1,0.868214,0.980146,0.18916,0.277360811,0.387658085,0.481366727,0.466290851,0.321609,0.398756359,0.7072953
2015-01-01 09:00:00+00:00,0,0,0,0.255488915,1,1,0.866942,0.978709,0.189809,0.276891299,0.387170392,0.480856392,0.465573371,0.321609,0.398333606,0.7065118
2015-01-01 10:00:00+00:00,0,0,0,0.256212973,1,1,0.865669,0.977273,0.190459,0.276421786,0.386682699,0.480346056,0.464855892,0.321609,0.397910852,0.7057284
2015-01-01 11:00:00+00:00,0,0,0,0.25693703,1,1,0.864397,0.975836,0.191108,0.275952274,0.386195005,0.479835721,0.464138412,0.321609,0.397488099,0.704945
2015-01-01 12:00:00+00:00,0,0,0,0.257661087,1,1,0.863124,0.974399,0.191758,0.275482762,0.385707312,0.479325386,0.463420933,0.321609,0.397065345,0.7041616
2015-01-01 13:00:00+00:00,0,0,0,0.258385144,1,1,0.861852,0.972963,0.192407,0.275013249,0.385219619,0.47881505,0.462703454,0.321609,0.396642592,0.7033782
2015-01-01 14:00:00+00:00,0,0,0,0.259109202,1,1,0.860579,0.971526,0.193057,0.274543737,0.384731925,0.478304715,0.461985974,0.321609,0.396219838,0.7025947
2015-01-01 15:00:00+00:00,0,0,0,0.259833259,1,1,0.859307,0.97009,0.193706,0.274074225,0.384244232,0.47779438,0.461268495,0.321609,0.395797085,0.7018113
2015-01-01 16:00:00+00:00,0,0,0,0.260557316,1,1,0.858034,0.968653,0.194356,0.273604712,0.383756539,0.477284044,0.460551015,0.321609,0.395374332,0.7010279
2015-01-01 17:00:00+00:00,0,0,0,0.261281374,1,1,0.856762,0.967217,0.195005,0.2731352,0.383268845,0.476773709,0.459833536,0.321609,0.394951578,0.7002445
2015-01-01 18:00:00+00:00,0,0,0,0.262005431,1,1,0.855489,0.96578,0.195655,0.272665688,0.382781152,0.476263374,0.459116056,0.321609,0.394528825,0.699461
2015-01-01 19:00:00+00:00,0,0,0,0.262729488,1,1,0.854217,0.964343,0.196304,0.272196175,0.382293459,0.475753038,0.458398577,0.321609,0.394106071,0.6986776
2015-01-01 20:00:00+00:00,0,0,0,0.263453545,1,1,0.852944,0.962907,0.196954,0.271726663,0.381805766,0.475242703,0.457681098,0.321609,0.393683318,0.6978942
2015-01-01 21:00:00+00:00,0,0,0,0.264177603,1,1,0.851671,0.96147,0.197603,0.271257151,0.381318072,0.474732368,0.456963618,0.321609,0.393260564,0.6971108
2015-01-01 22:00:00+00:00,0,0,0,0.26490166,1,1,0.850399,0.960034,0.198253,0.270787638,0.380830379,0.474222033,0.456246139,0.321609,0.392837811,0.6963274
2015-01-01 23:00:00+00:00,0,0,0,0.265625717,1,1,0.849126,0.958597,0.198902,0.270318126,0.380342686,0.473711697,0.455528659,0.321609,0.392415057,0.6955439
2015-01-02 00:00:00+00:00,0,0,0,0.266853934,1,1,0.847659,0.956941,0.199829,0.269881429,0.379805349,0.473244178,0.454372189,0.321609,0.392027772,0.694697
2015-01-02 01:00:00+00:00,0,0,0,0.26808215,1,1,0.846193,0.955285,0.200755,0.269444731,0.379268013,0.47277666,0.45321572,0.321609,0.391640487,0.69385
2015-01-02 02:00:00+00:00,0,0,0,0.269310367,1,1,0.844726,0.953629,0.201682,0.269008034,0.378730676,0.472309141,0.45205925,0.321609,0.391253203,0.6930031
2015-01-02 03:00:00+00:00,0,0,0,0.270538583,1,1,0.843259,0.951973,0.202608,0.268571336,0.37819334,0.471841622,0.45090278,0.321609,0.390865918,0.6921561
2015-01-02 04:00:00+00:00,0,0,0,0.271766799,1,1,0.841792,0.950317,0.203535,0.268134639,0.377656003,0.471374104,0.44974631,0.321609,0.390478633,0.6913091
2015-01-02 05:00:00+00:00,0,0,0,0.272995016,1,1,0.840325,0.948661,0.204461,0.267697941,0.377118667,0.470906585,0.44858984,0.321609,0.390091348,0.6904622
2015-01-02 06:00:00+00:00,0,0,0,0.274223232,1,1,0.838858,0.947005,0.205387,0.267261244,0.376581331,0.470439066,0.44743337,0.321609,0.389704063,0.6896152
2015-01-02 07:00:00+00:00,0,0,0,0.275451449,1,1,0.837391,0.945349,0.206314,0.266824546,0.376043994,0.469971547,0.4462769,0.321609,0.389316778,0.6887683
2015-01-02 08:00:00+00:00,0,0,0,0.276679665,1,1,0.835924,0.943692,0.20724,0.266387849,0.375506658,0.469504029,0.445120431,0.321609,0.388929493,0.6879213
2015-01-02 09:00:00+00:00,0,0,0,0.277907882,1,1,0.834457,0.942036,0.208167,0.265951151,0.374969321,0.46903651,0.443963961,0.321609,0.388542208,0.6870743
2015-01-02 10:00:00+00:00,0,0,0,0.279136098,1,1,0.83299,0.94038,0.209093,0.265514454,0.374431985,0.468568991,0.442807491,0.321609,0.388154923,0.6862274
2015-01-02 11:00:00+00:00,0,0,0,0.280364315,1,1,0.831523,0.938724,0.21002,0.265077756,0.373894648,0.468101473,0.441651021,0.321609,0.387767639,0.6853804
2015-01-02 12:00:00+00:00,0,0,0,0.281592531,1,1,0.830056,0.937068,0.210946,0.264641059,0.373357312,0.467633954,0.440494551,0.321609,0.387380354,0.6845335
2015-01-02 13:00:00+00:00,0,0,0,0.282820747,1,1,0.828589,0.935412,0.211872,0.264204361,0.372819976,0.467166435,0.439338081,0.321609,0.386993069,0.6836865
2015-01-02 14:00:00+00:00,0,0,0,0.284048964,1,1,0.827122,0.933756,0.212799,0.263767664,0.372282639,0.466698917,0.438181612,0.321609,0.386605784,0.6828396
2015-01-02 15:00:00+00:00,0,0,0,0.28527718,1,1,0.825655,0.9321,0.213725,0.263330966,0.371745303,0.466231398,0.437025142,0.321609,0.386218499,0.6819926
2015-01-02 16:00:00+00:00,0,0,0,0.286505397,1,1,0.824188,0.930444,0.214652,0.262894269,0.371207966,0.465763879,0.435868672,0.321609,0.385831214,0.6811456
2015-01-02 17:00:00+00:00,0,0,0,0.287733613,1,1,0.822721,0.928788,0.215578,0.262457571,0.37067063,0.46529636,0.434712202,0.321609,0.385443929,0.6802987
2015-01-02 18:00:00+00:00,0,0,0,0.28896183,1,1,0.821254,0.927132,0.216505,0.262020874,0.370133293,0.464828842,0.433555732,0.321609,0.385056644,0.6794517
2015-01-02 19:00:00+00:00,0,0,0,0.290190046,1,1,0.819788,0.925476,0.217431,0.261584176,0.369595957,0.464361323,0.432399262,0.321609,0.384669359,0.6786048
2015-01-02 20:00:00+00:00,0,0,0,0.291418263,1,1,0.818321,0.92382,0.218358,0.261147479,0.36905862,0.463893804,0.431242792,0.321609,0.384282075,0.6777578
2015-01-02 21:00:00+00:00,0,0,0,0.292646479,1,1,0.816854,0.922164,0.219284,0.260710781,0.368521284,0.463426286,0.430086323,0.321609,0.38389479,0.6769109
2015-01-02 22:00:00+00:00,0,0,0,0.293874695,1,1,0.815387,0.920508,0.22021,0.260274084,0.367983948,0.462958767,0.428929853,0.321609,0.383507505,0.6760639
2015-01-02 23:00:00+00:00,0,0,0,0.295102912,1,1,0.81392,0.918852,0.221137,0.259837386,0.367446611,0.462491248,0.427773383,0.321609,0.38312022,0.6752169
2015-01-03 00:00:00+00:00,0,0,0,0.29555744,1,1,0.812508,0.917258,0.221484,0.25944865,0.366714073,0.46207041,0.432728215,0.321609,0.382771604,0.67426
2015-01-03 01:00:00+00:00,0,0,0,0.296011968,1,1,0.811096,0.915664,0.221831,0.259059914,0.365981534,0.461649571,0.437683047,0.321609,0.382422988,0.6733031
2015-01-03 02:00:00+00:00,0,0,0,0.296466497,1,1,0.809684,0.91407,0.222178,0.258671178,0.365248995,0.461228733,0.442637879,0.321609,0.382074373,0.6723463
2015-01-03 03:00:00+00:00,0,0,0,0.296921025,1,1,0.808272,0.912476,0.222524,0.258282442,0.364516457,0.460807894,0.447592711,0.321609,0.381725757,0.6713894
2015-01-03 04:00:00+00:00,0,0,0,0.297375553,1,1,0.80686,0.910882,0.222871,0.257893706,0.363783918,0.460387055,0.452547543,0.321609,0.381377141,0.6704325
2015-01-03 05:00:00+00:00,0,0,0,0.297830081,1,1,0.805448,0.909288,0.223218,0.25750497,0.36305138,0.459966217,0.457502375,0.321609,0.381028525,0.6694756
2015-01-03 06:00:00+00:00,0,0,0,0.29828461,1,1,0.804036,0.907694,0.223565,0.257116234,0.362318841,0.459545378,0.462457207,0.321609,0.380679909,0.6685187
2015-01-03 07:00:00+00:00,0,0,0,0.298739138,1,1,0.802624,0.9061,0.223912,0.256727498,0.361586302,0.45912454,0.467412039,0.321609,0.380331294,0.6675618
2015-01-03 08:00:00+00:00,0,0,0,0.299193666,1,1,0.801212,0.904506,0.224259,0.256338762,0.360853764,0.458703701,0.472366871,0.321609,0.379982678,0.6666049
2015-01-03 09:00:00+00:00,0,0,0,0.299648194,1,1,0.7998,0.902912,0.224606,0.255950026,0.360121225,0.458282863,0.477321703,0.321609,0.379634062,0.665648
2015-01-03 10:00:00+00:00,0,0,0,0.300102722,1,1,0.798388,0.901318,0.224953,0.25556129,0.359388686,0.457862024,0.482276535,0.321609,0.379285446,0.6646911
2015-01-03 11:00:00+00:00,0,0,0,0.300557251,1,1,0.796976,0.899724,0.2253,0.255172553,0.358656148,0.457441186,0.487231367,0.321609,0.378936831,0.6637342
2015-01-03 12:00:00+00:00,0,0,0,0.301011779,1,1,0.795564,0.89813,0.225647,0.254783817,0.357923609,0.457020347,0.492186199,0.321609,0.378588215,0.6627773
2015-01-03 13:00:00+00:00,0,0,0,0.301466307,1,1,0.794152,0.896536,0.225994,0.254395081,0.357191071,0.456599509,0.497141031,0.321609,0.378239599,0.6618204
2015-01-03 14:00:00+00:00,0,0,0,0.301920835,1,1,0.79274,0.894942,0.22634,0.254006345,0.356458532,0.45617867,0.502095863,0.321609,0.377890983,0.6608636
2015-01-03 15:00:00+00:00,0,0,0,0.302375364,1,1,0.791328,0.893348,0.226687,0.253617609,0.355725993,0.455757832,0.507050695,0.321609,0.377542367,0.6599067
2015-01-03 16:00:00+00:00,0,0,0,0.302829892,1,1,0.789916,0.891754,0.227034,0.253228873,0.354993455,0.455336993,0.512005527,0.321609,0.377193752,0.6589498
2015-01-03 17:00:00+00:00,0,0,0,0.30328442,1,1,0.788504,0.89016,0.227381,0.252840137,0.354260916,0.454916155,0.516960359,0.321609,0.376845136,0.6579929
2015-01-03 18:00:00+00:00,0,0,0,0.303738948,1,1,0.787093,0.888566,0.227728,0.252451401,0.353528378,0.454495316,0.521915191,0.321609,0.37649652,0.657036
2015-01-03 19:00:00+00:00,0,0,0,0.304193477,1,1,0.785681,0.886972,0.228075,0.252062665,0.352795839,0.454074478,0.526870023,0.321609,0.376147904,0.6560791
2015-01-03 20:00:00+00:00,0,0,0,0.304648005,1,1,0.784269,0.885378,0.228422,0.251673929,0.3520633,0.453653639,0.531824855,0.321609,0.375799289,0.6551222
2015-01-03 21:00:00+00:00,0,0,0,0.305102533,1,1,0.782857,0.883784,0.228769,0.251285193,0.351330762,0.453232801,0.536779687,0.321609,0.375450673,0.6541653
2015-01-03 22:00:00+00:00,0,0,0,0.305557061,1,1,0.781445,0.88219,0.229116,0.250896456,0.350598223,0.452811962,0.541734519,0.321609,0.375102057,0.6532084
2015-01-03 23:00:00+00:00,0,0,0,0.30601159,1,1,0.780033,0.880596,0.229463,0.25050772,0.349865685,0.452391124,0.546689351,0.321609,0.374753441,0.6522515
2015-01-04 00:00:00+00:00,0,0,0,0.305975844,1,1,0.778812,0.879217,0.22941,0.252118199,0.349521487,0.452037064,0.566823379,0.321609,0.374460144,0.6513454
2015-01-04 01:00:00+00:00,0,0,0,0.305940098,1,1,0.77759,0.877839,0.229357,0.253728677,0.34917729,0.451683004,0.586957407,0.321609,0.374166846,0.6504393
2015-01-04 02:00:00+00:00,0,0,0,0.305904353,1,1,0.776369,0.87646,0.229304,0.255339155,0.348833093,0.451328944,0.607091435,0.321609,0.373873549,0.6495332
2015-01-04 03:00:00+00:00,0,0,0,0.305868607,1,1,0.775148,0.875081,0.229251,0.256949634,0.348488896,0.450974884,0.627225462,0.321609,0.373580251,0.6486271
2015-01-04 04:00:00+00:00,0,0,0,0.305832862,1,1,0.773927,0.873703,0.229198,0.258560112,0.348144699,0.450620824,0.64735949,0.321609,0.373286954,0.647721
2015-01-04 05:00:00+00:00,0,0,0,0.305797116,1,1,0.772706,0.872324,0.229145,0.26017059,0.347800502,0.450266764,0.667493518,0.321609,0.372993656,0.6468149
2015-01-04 06:00:00+00:00,0,0,0,0.305761371,1,1,0.771485,0.870946,0.229092,0.261781068,0.347456305,0.449912704,0.687627546,0.321609,0.372700359,0.6459087
2015-01-04 07:00:00+00:00,0,0,0,0.305725625,1,1,0.770264,0.869567,0.229039,0.263391547,0.347112107,0.449558644,0.707761573,0.321609,0.372407061,0.6450026
2015-01-04 08:00:00+00:00,0,0,0,0.305689879,1,1,0.769043,0.868189,0.228986,0.265002025,0.34676791,0.449204584,0.727895601,0.321609,0.372113764,0.6440965
2015-01-04 09:00:00+00:00,0,0,0,0.305654134,1,1,0.767821,0.86681,0.228933,0.266612503,0.346423713,0.448850524,0.748029629,0.321609,0.371820466,0.6431904
2015-01-04 10:00:00+00:00,0,0,0,0.305618388,1,1,0.7666,0.865432,0.228881,0.268222981,0.346079516,0.448496464,0.768163657,0.321609,0.371527169,0.6422843
2015-01-04 11:00:00+00:00,0,0,0,0.305582643,1,1,0.765379,0.864053,0.228828,0.26983346,0.345735319,0.448142404,0.788297684,0.321609,0.371233871,0.6413782
2015-01-04 12:00:00+00:00,0,0,0,0.305546897,1,1,0.764158,0.862674,0.228775,0.271443938,0.345391122,0.447788344,0.808431712,0.321609,0.370940574,0.6404721
2015-01-04 13:00:00+00:00,0,0,0,0.305511152,1,1,0.762937,0.861296,0.228722,0.273054416,0.345046924,0.447434284,0.82856574,0.321609,0.370647276,0.639566
2015-01-04 14:00:00+00:00,0,0,0,0.305475406,1,1,0.761716,0.859917,0.228669,0.274664895,0.344702727,0.447080224,0.848699768,0.321609,0.370353979,0.6386599
2015-01-04 15:00:00+00:00,0,0,0,0.30543966,1,1,0.760495,0.858539,0.228616,0.276275373,0.34435853,0.446726165,0.868833795,0.321609,0.370060681,0.6377538
2015-01-04 16:00:00+00:00,0,0,0,0.305403915,1,1,0.759273,0.85716,0.228563,0.277885851,0.344014333,0.446372105,0.888967823,0.321609,0.369767384,0.6368476
2015-01-04 17:00:00+00:00,0,0,0,0.305368169,1,1,0.758052,0.855782,0.22851,0.279496329,0.343670136,0.446018045,0.909101851,0.321609,0.369474086,0.6359415
2015-01-04 18:00:00+00:00,0,0,0,0.305332424,1,1,0.756831,0.854403,0.228457,0.281106808,0.343325939,0.445663985,0.929235879,0.321609,0.369180789,0.6350354
2015-01-04 19:00:00+00:00,0,0,0,0.305296678,1,1,0.75561,0.853024,0.228404,0.282717286,0.342981741,0.445309925,0.949369906,0.321609,0.368887491,0.6341293
2015-01-04 20:00:00+00:00,0,0,0,0.305260933,1,1,0.754389,0.851646,0.228351,0.284327764,0.342637544,0.444955865,0.969503934,0.321609,0.368594194,0.6332232
2015-01-04 21:00:00+00:00,0,0,0,0.305225187,1,1,0.753168,0.850267,0.228298,0.285938243,0.342293347,0.444601805,0.989637962,0.321609,0.368300896,0.6323171
2015-01-04 22:00:00+00:00,0,0,0,0.305189441,1,1,0.751947,0.848889,0.228246,0.287548721,0.34194915,0.444247745,1,0.321609,0.368007599,0.631403
2015-01-04 23:00:00+00:00,0,0,0,0.305153696,1,1,0.750726,0.84751,0.228193,0.289159199,0.341604953,0.443893685,1,0.321609,0.367714301,0.6304803
2015-01-05 00:00:00+00:00,0,0,0,0.304975414,1,1,0.74977,0.846432,0.228034,0.294631799,0.341930792,0.443562866,1,0.321609,0.367440257,0.6297296
2015-01-05 01:00:00+00:00,0,0,0,0.304797131,1,1,0.748815,0.845353,0.227876,0.300104399,0.342256632,0.443232048,1,0.321609,0.367166212,0.6289789
2015-01-05 02:00:00+00:00,0,0,0,0.304618849,1,1,0.747859,0.844274,0.227717,0.305576999,0.342582472,0.442901229,1,0.321609,0.366892167,0.6282282
2015-01-05 03:00:00+00:00,0,0,0,0.304440567,1,1,0.746904,0.843196,0.227559,0.311049599,0.342908311,0.442570411,1,0.321609,0.366618123,0.6274775
2015-01-05 04:00:00+00:00,0,0,0,0.304262285,1,1,0.745948,0.842117,0.227401,0.316522198,0.343234151,0.442239593,1,0.321609,0.366344078,0.6267268
2015-01-05 05:00:00+00:00,0,0,0,0.304084002,1,1,0.744993,0.841038,0.227242,0.321994798,0.343559991,0.441908774,1,0.321609,0.366070033,0.6259761
2015-01-05 06:00:00+00:00,0,0,0,0.30390572,1,1,0.744037,0.83996,0.227084,0.327467398,0.34388583,0.441577956,1,0.321609,0.365795989,0.6252254
2015-01-05 07:00:00+00:00,0,0,0,0.303727438,1,1,0.743082,0.838881,0.226925,0.332939998,0.34421167,0.441247137,1,0.321609,0.365521944,0.6244747
2015-01-05 08:00:00+00:00,0,0,0,0.303549156,1,1,0.742126,0.837802,0.226767,0.338412598,0.34453751,0.440916319,1,0.321609,0.365247899,0.623724
2015-01-05 09:00:00+00:00,0,0,0,0.303370874,1,1,0.741171,0.836724,0.226609,0.343885198,0.344863349,0.4405855,1,0.321609,0.364973855,0.6229733
2015-01-05 10:00:00+00:00,0,0,0,0.303192591,1,1,0.740215,0.835645,0.22645,0.349357797,0.345189189,0.440254682,1,0.321609,0.36469981,0.6222226
2015-01-05 11:00:00+00:00,0,0,0,0.303014309,1,1,0.73926,0.834566,0.226292,0.354830397,0.345515029,0.439923863,1,0.321609,0.364425766,0.6214718
2015-01-05 12:00:00+00:00,0,0,0,0.302836027,1,1,0.738305,0.833488,0.226133,0.360302997,0.345840868,0.439593045,1,0.321609,0.364151721,0.6207211
2015-01-05 13:00:00+00:00,0,0,0,0.302657745,1,1,0.737349,0.832409,0.225975,0.365775597,0.346166708,0.439262226,1,0.321609,0.363877676,0.6199704
2015-01-05 14:00:00+00:00,0,0,0,0.302479462,1,1,0.736394,0.831331,0.225817,0.371248197,0.346492548,0.438931408,1,0.321609,0.363603632,0.6192197
2015-01-05 15:00:00+00:00,0,0,0,0.30230118,1,1,0.735438,0.830252,0.225658,0.376720797,0.346818387,0.438600589,1,0.321609,0.363329587,0.618469
2015-01-05 16:00:00+00:00,0,0,0,0.302122898,1,1,0.734483,0.829173,0.2255,0.382193397,0.347144227,0.438269771,1,0.321609,0.363055542,0.6177183
2015-01-05 17:00:00+00:00,0,0,0,0.301944616,1,1,0.733527,0.828095,0.225341,0.387665996,0.347470067,0.437938952,1,0.321609,0.362781498,0.6169676
2015-01-05 18:00:00+00:00,0,0,0,0.301766334,1,1,0.732572,0.827016,0.225183,0.393138596,0.347795906,0.437608134,1,0.321609,0.362507453,0.6162169
2015-01-05 19:00:00+00:00,0,0,0,0.301588051,1,1,0.731616,0.825937,0.225024,0.398611196,0.348121746,0.437277315,1,0.321609,0.362233408,0.6154662
2015-01-05 20:00:00+00:00,0,0,0,0.301409769,1,1,0.730661,0.824859,0.224866,0.404083796,0.348447586,0.436946497,1,0.321609,0.361959364,0.6147155
2015-01-05 21:00:00+00:00,0,0,0,0.301231487,1,1,0.729705,0.82378,0.224708,0.409556396,0.348773425,0.436615678,1,0.321609,0.361685319,0.6139648
2015-01-05 22:00:00+00:00,0,0,0,0.301053205,1,1,0.72875,0.822701,0.224549,0.415028996,0.349099265,0.43628486,1,0.321609,0.361411274,0.6132141
2015-01-05 23:00:00+00:00,0,0,0,0.300874922,1,1,0.727794,0.821623,0.224391,0.420501595,0.349425105,0.435954041,1,0.321609,0.36113723,0.6124633
2015-01-06 00:00:00+00:00,0,0,0,0.300571728,1,1,0.727081,0.820817,0.22413,0.420057325,0.350165824,0.43564928,1,0.321609,0.36088477,0.6118633
2015-01-06 01:00:00+00:00,0,0,0,0.300268534,1,1,0.726367,0.820012,0.223869,0.419613055,0.350906543,0.435344519,1,0.321609,0.360632311,0.6112633
2015-01-06 02:00:00+00:00,0,0,0,0.29996534,1,1,0.725654,0.819206,0.223608,0.419168785,0.351647263,0.435039758,1,0.321609,0.360379852,0.6106634
2015-01-06 03:00:00+00:00,0,0,0,0.299662146,1,1,0.72494,0.8184,0.223347,0.418724515,0.352387982,0.434734996,1,0.321609,0.360127393,0.6100634
2015-01-06 04:00:00+00:00,0,0,0,0.299358952,1,1,0.724227,0.817595,0.223086,0.418280245,0.353128701,0.434430235,1,0.321609,0.359874934,0.6094634
2015-01-06 05:00:00+00:00,0,0,0,0.299055758,1,1,0.723513,0.816789,0.222825,0.417835975,0.353869421,0.434125474,1,0.321609,0.359622475,0.6088634
2015-01-06 06:00:00+00:00,0,0,0,0.298752564,1,1,0.722799,0.815984,0.222564,0.417391705,0.35461014,0.433820713,1,0.321609,0.359370015,0.6082634
2015-01-06 07:00:00+00:00,0,0,0,0.29844937,1,1,0.722086,0.815178,0.222303,0.416947435,0.35535086,0.433515952,1,0.321609,0.359117556,0.6076634
2015-01-06 08:00:00+00:00,0,0,0,0.298146175,1,1,0.721372,0.814373,0.222042,0.416503165,0.356091579,0.433211191,1,0.321609,0.358865097,0.6070634
2015-01-06 09:00:00+00:00,0,0,0,0.297842981,1,1,0.720659,0.813567,0.221781,0.416058895,0.356832298,0.43290643,1,0.321609,0.358612638,0.6064634
2015-01-06 10:00:00+00:00,0,0,0,0.297539787,1,1,0.719945,0.812761,0.22152,0.415614625,0.357573018,0.432601668,1,0.321609,0.358360179,0.6058634
2015-01-06 11:00:00+00:00,0,0,0,0.297236593,1,1,0.719231,0.811956,0.22126,0.415170355,0.358313737,0.432296907,1,0.321609,0.35810772,0.6052634
2015-01-06 12:00:00+00:00,0,0,0,0.296933399,1,1,0.718518,0.81115,0.220999,0.414726085,0.359054456,0.431992146,1,0.321609,0.35785526,0.6046634
2015-01-06 13:00:00+00:00,0,0,0,0.296630205,1,1,0.717804,0.810345,0.220738,0.414281815,0.359795176,0.431687385,1,0.321609,0.357602801,0.6040634
2015-01-06 14:00:00+00:00,0,0,0,0.296327011,1,1,0.717091,0.809539,0.220477,0.413837545,0.360535895,0.431382624,1,0.321609,0.357350342,0.6034634
2015-01-06 15:00:00+00:00,0,0,0,0.296023817,1,1,0.716377,0.808734,0.220216,0.413393275,0.361276614,0.431077863,1,0.321609,0.357097883,0.6028634
2015-01-06 16:00:00+00:00,0,0,0,0.295720623,1,1,0.715664,0.807928,0.219955,0.412949005,0.362017334,0.430773101,1,0.321609,0.356845424,0.6022634
2015-01-06 17:00:00+00:00,0,0,0,0.295417428,1,1,0.71495,0.807122,0.219694,0.412504735,0.362758053,0.43046834,1,0.321609,0.356592964,0.6016634
2015-01-06 18:00:00+00:00,0,0,0,0.295114234,1,1,0.714236,0.806317,0.219433,0.412060465,0.363498772,0.430163579,1,0.321609,0.356340505,0.6010634
2015-01-06 19:00:00+00:00,0,0,0,0.29481104,1,1,0.713523,0.805511,0.219172,0.411616195,0.364239492,0.429858818,1,0.321609,0.356088046,0.6004634
2015-01-06 20:00:00+00:00,0,0,0,0.294507846,1,1,0.712809,0.804706,0.218911,0.411171925,0.364980211,0.429554057,1,0.321609,0.355835587,0.5998634
2015-01-06 21:00:00+00:00,0,0,0,0.294204652,1,1,0.712096,0.8039,0.21865,0.410727655,0.36572093,0.429249296,1,0.321609,0.355583128,0.5992634
2015-01-06 22:00:00+00:00,0,0,0,0.293901458,1,1,0.711382,0.803095,0.218389,0.410283385,0.36646165,0.428944535,1,0.321609,0.355330669,0.5986634
2015-01-06 23:00:00+00:00,0,0,0,0.293598264,1,1,0.710669,0.802289,0.218128,0.409839115,0.367202369,0.428639773,1,0.321609,0.355078209,0.5980634
2015-01-07 00:00:00+00:00,0,0,0,0.29327937,1,1,0.710103,0.801651,0.217864,0.408889991,0.368290382,0.428374556,1,0.321609,0.354858508,0.5975727
2015-01-07 01:00:00+00:00,0,0,0,0.292960475,1,1,0.709538,0.801013,0.2176,0.407940868,0.369378395,0.428109338,1,0.321609,0.354638806,0.5970821
2015-01-07 02:00:00+00:00,0,0,0,0.292641581,1,1,0.708973,0.800375,0.217336,0.406991745,0.370466408,0.427844121,1,0.321609,0.354419104,0.5965914
2015-01-07 03:00:00+00:00,0,0,0,0.292322687,1,1,0.708408,0.799737,0.217072,0.406042621,0.37155442,0.427578904,1,0.321609,0.354199402,0.5961007
2015-01-07 04:00:00+00:00,0,0,0,0.292003793,1,1,0.707843,0.799099,0.216808,0.405093498,0.372642433,0.427313686,1,0.321609,0.3539797,0.59561
2015-01-07 05:00:00+00:00,0,0,0,0.291684899,1,1,0.707278,0.798462,0.216543,0.404144375,0.373730446,0.427048469,1,0.321609,0.353759998,0.5951193
2015-01-07 06:00:00+00:00,0,0,0,0.291366005,1,1,0.706713,0.797824,0.216279,0.403195251,0.374818459,0.426783251,1,0.321609,0.353540297,0.5946286
2015-01-07 07:00:00+00:00,0,0,0,0.29104711,1,1,0.706148,0.797186,0.216015,0.402246128,0.375906472,0.426518034,1,0.321609,0.353320595,0.594138
2015-01-07 08:00:00+00:00,0,0,0,0.290728216,1,1,0.705583,0.796548,0.215751,0.401297005,0.376994484,0.426252816,1,0.321609,0.353100893,0.5936473
2015-01-07 09:00:00+00:00,0,0,0,0.290409322,1,1,0.705018,0.79591,0.215487,0.400347881,0.378082497,0.425987599,1,0.321609,0.352881191,0.5931566
2015-01-07 10:00:00+00:00,0,0,0,0.290090428,1,1,0.704453,0.795272,0.215223,0.399398758,0.37917051,0.425722381,1,0.321609,0.352661489,0.5926659
2015-01-07 11:00:00+00:00,0,0,0,0.289771534,1,1,0.703888,0.794634,0.214959,0.398449635,0.380258523,0.425457164,1,0.321609,0.352441787,0.5921752
2015-01-07 12:00:00+00:00,0,0,0,0.28945264,1,1,0.703323,0.793996,0.214694,0.397500511,0.381346536,0.425191946,1,0.321609,0.352222085,0.5916846
