,PHOT,WTOF,WTON,HE Zvornik,HE Medjuvrsje,HE Ovcar Banja,HE Derdap 1,HE Derdap 2,HE Bajina Basta G4,HE Seljasnica,HE Sicevo,HE Sokolovica,HE Vlasontice,HE Ostrovica,HROR
2009-12-31 23:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.766426166,1,0.851974139,0.9992435
2010-01-01 00:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.766426166,1,0.851974139,0.9992435
2010-01-01 01:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.765613141,1,0.848353253,0.9992391
2010-01-01 02:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.764800116,1,0.844732367,0.9992346
2010-01-01 03:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.763987091,1,0.841111481,0.9992302
2010-01-01 04:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.763174066,1,0.837490596,0.9992258
2010-01-01 05:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.762361041,1,0.83386971,0.9992213
2010-01-01 06:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.761548016,1,0.830248824,0.9992169
2010-01-01 07:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.760734991,1,0.826627938,0.9992125
2010-01-01 08:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.759921966,1,0.823007052,0.999208
2010-01-01 09:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.75910894,1,0.819386167,0.9992036
2010-01-01 10:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.758295915,1,0.815765281,0.9991992
2010-01-01 11:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.75748289,1,0.812144395,0.9991947
2010-01-01 12:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.756669865,1,0.808523509,0.9991903
2010-01-01 13:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.75585684,1,0.804902624,0.9991859
2010-01-01 14:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.755043815,1,0.801281738,0.9991814
2010-01-01 15:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.75423079,1,0.797660852,0.999177
2010-01-01 16:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.753417765,1,0.794039966,0.9991726
2010-01-01 17:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.75260474,1,0.790419081,0.9991681
2010-01-01 18:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.751791715,1,0.786798195,0.9991637
2010-01-01 19:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.75097869,1,0.783177309,0.9991593
2010-01-01 20:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.750165664,1,0.779556423,0.9991548
2010-01-01 21:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.749352639,1,0.775935538,0.9991504
2010-01-01 22:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.748539614,1,0.772314652,0.999146
2010-01-01 23:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.747726589,1,0.768693766,0.9991415
2010-01-02 00:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.749631262,1,0.768514125,0.9991469
2010-01-02 01:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.751535935,1,0.768334484,0.9991523
2010-01-02 02:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.753440608,1,0.768154842,0.9991576
2010-01-02 03:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.755345281,1,0.767975201,0.999163
2010-01-02 04:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.757249954,1,0.76779556,0.9991683
2010-01-02 05:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.759154627,1,0.767615918,0.9991737
2010-01-02 06:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.7610593,1,0.767436277,0.9991791
2010-01-02 07:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.762963973,1,0.767256636,0.9991844
2010-01-02 08:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.764868646,1,0.767076994,0.9991898
2010-01-02 09:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.766773318,1,0.766897353,0.9991952
2010-01-02 10:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.768677991,1,0.766717712,0.9992005
2010-01-02 11:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.770582664,1,0.766538071,0.9992059
2010-01-02 12:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.772487337,1,0.766358429,0.9992113
2010-01-02 13:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.77439201,1,0.766178788,0.9992166
2010-01-02 14:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.776296683,1,0.765999147,0.999222
2010-01-02 15:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.778201356,1,0.765819505,0.9992274
2010-01-02 16:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.780106029,1,0.765639864,0.9992327
2010-01-02 17:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.782010702,1,0.765460223,0.9992381
2010-01-02 18:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.783915375,1,0.765280581,0.9992435
2010-01-02 19:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.785820048,1,0.76510094,0.9992488
2010-01-02 20:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.787724721,1,0.764921299,0.9992542
2010-01-02 21:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.789629394,1,0.764741658,0.9992595
2010-01-02 22:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.791534066,1,0.764562016,0.9992649
2010-01-02 23:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.793438739,1,0.764382375,0.9992703
2010-01-03 00:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.791841745,1,0.763604668,0.9992652
2010-01-03 01:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.79024475,1,0.76282696,0.9992602
2010-01-03 02:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.788647755,1,0.762049253,0.9992552
2010-01-03 03:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.78705076,1,0.761271545,0.9992501
2010-01-03 04:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.785453765,1,0.760493838,0.9992451
2010-01-03 05:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.78385677,1,0.759716131,0.9992401
2010-01-03 06:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.782259775,1,0.758938423,0.999235
2010-01-03 07:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.78066278,1,0.758160716,0.99923
2010-01-03 08:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.779065785,1,0.757383009,0.999225
2010-01-03 09:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.77746879,1,0.756605301,0.9992199
2010-01-03 10:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.775871795,1,0.755827594,0.9992149
2010-01-03 11:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.7742748,1,0.755049886,0.9992098
2010-01-03 12:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.772677806,1,0.754272179,0.9992048
2010-01-03 13:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.771080811,1,0.753494472,0.9991998
2010-01-03 14:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.769483816,1,0.752716764,0.9991947
2010-01-03 15:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.767886821,1,0.751939057,0.9991897
2010-01-03 16:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.766289826,1,0.75116135,0.9991847
2010-01-03 17:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.764692831,1,0.750383642,0.9991796
2010-01-03 18:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.763095836,1,0.749605935,0.9991746
2010-01-03 19:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.761498841,1,0.748828227,0.9991696
2010-01-03 20:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.759901846,1,0.74805052,0.9991645
2010-01-03 21:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.758304851,1,0.747272813,0.9991595
2010-01-03 22:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.756707856,1,0.746495105,0.9991544
2010-01-03 23:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.755110861,1,0.745717398,0.9991494
2010-01-04 00:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.752811116,1,0.744231143,0.9991419
2010-01-04 01:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.75051137,1,0.742744888,0.9991345
2010-01-04 02:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.748211624,1,0.741258634,0.999127
2010-01-04 03:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.745911878,1,0.739772379,0.9991195
2010-01-04 04:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.743612132,1,0.738286124,0.9991121
2010-01-04 05:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.741312386,1,0.73679987,0.9991046
2010-01-04 06:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.73901264,1,0.735313615,0.9990971
2010-01-04 07:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.736712894,1,0.73382736,0.9990897
2010-01-04 08:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.734413148,1,0.732341105,0.9990822
2010-01-04 09:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.732113403,1,0.730854851,0.9990748
2010-01-04 10:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.729813657,1,0.729368596,0.9990673
2010-01-04 11:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.727513911,1,0.727882341,0.9990598
2010-01-04 12:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.725214165,1,0.726396086,0.9990524
2010-01-04 13:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.722914419,1,0.724909832,0.9990449
2010-01-04 14:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.720614673,1,0.723423577,0.9990374
2010-01-04 15:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.718314927,1,0.721937322,0.99903
2010-01-04 16:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.716015181,1,0.720451068,0.9990225
2010-01-04 17:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.713715435,1,0.718964813,0.999015
2010-01-04 18:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.71141569,1,0.717478558,0.9990076
2010-01-04 19:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.709115944,1,0.715992303,0.9990001
2010-01-04 20:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.706816198,1,0.714506049,0.9989926
2010-01-04 21:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.704516452,1,0.713019794,0.9989852
2010-01-04 22:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.702216706,1,0.711533539,0.9989777
2010-01-04 23:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.69991696,1,0.710047284,0.9989702
2010-01-05 00:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.699824771,1,0.711454686,0.9989708
2010-01-05 01:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.699732583,1,0.712862087,0.9989713
2010-01-05 02:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.699640394,1,0.714269488,0.9989719
2010-01-05 03:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.699548206,1,0.715676889,0.9989724
2010-01-05 04:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.699456017,1,0.717084291,0.998973
2010-01-05 05:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.699363829,1,0.718491692,0.9989735
2010-01-05 06:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.69927164,1,0.719899093,0.9989741
2010-01-05 07:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.699179451,1,0.721306494,0.9989747
2010-01-05 08:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.699087263,1,0.722713895,0.9989752
2010-01-05 09:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.698995074,1,0.724121297,0.9989758
2010-01-05 10:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.698902886,1,0.725528698,0.9989763
2010-01-05 11:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.698810697,1,0.726936099,0.9989769
2010-01-05 12:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.698718508,1,0.7283435,0.9989774
2010-01-05 13:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.69862632,1,0.729750902,0.998978
2010-01-05 14:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.698534131,1,0.731158303,0.9989785
2010-01-05 15:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.698441943,1,0.732565704,0.9989791
2010-01-05 16:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.698349754,1,0.733973105,0.9989796
2010-01-05 17:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.698257566,1,0.735380506,0.9989802
2010-01-05 18:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.698165377,1,0.736787908,0.9989807
2010-01-05 19:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.698073188,1,0.738195309,0.9989813
2010-01-05 20:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.697981,1,0.73960271,0.9989818
2010-01-05 21:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.697888811,1,0.741010111,0.9989824
2010-01-05 22:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.697796623,1,0.742417513,0.9989829
2010-01-05 23:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.697704434,1,0.743824914,0.9989835
2010-01-06 00:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.707141009,1,0.748579432,0.9990133
2010-01-06 01:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.716577583,1,0.753333951,0.9990432
2010-01-06 02:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.726014158,1,0.758088469,0.999073
2010-01-06 03:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.735450733,1,0.762842988,0.9991029
2010-01-06 04:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.744887307,1,0.767597507,0.9991327
2010-01-06 05:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.754323882,1,0.772352025,0.9991626
2010-01-06 06:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.763760457,1,0.777106544,0.9991924
2010-01-06 07:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.773197031,1,0.781861062,0.9992223
2010-01-06 08:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.782633606,1,0.786615581,0.9992521
2010-01-06 09:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.792070181,1,0.791370099,0.999282
2010-01-06 10:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.801506756,1,0.796124618,0.9993118
2010-01-06 11:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.81094333,1,0.800879136,0.9993417
2010-01-06 12:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.820379905,1,0.805633655,0.9993716
2010-01-06 13:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.82981648,1,0.810388173,0.9994014
2010-01-06 14:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.839253054,1,0.815142692,0.9994313
2010-01-06 15:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.848689629,1,0.819897211,0.9994611
2010-01-06 16:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.858126204,1,0.824651729,0.999491
2010-01-06 17:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.867562778,1,0.829406248,0.9995208
2010-01-06 18:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.876999353,1,0.834160766,0.9995507
2010-01-06 19:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.886435928,1,0.838915285,0.9995805
2010-01-06 20:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.895872502,1,0.843669803,0.9996104
2010-01-06 21:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.905309077,1,0.848424322,0.9996402
2010-01-06 22:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.914745652,1,0.85317884,0.9996701
2010-01-06 23:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.924182226,1,0.857933359,0.9996999
2010-01-07 00:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.923224103,1,0.861236447,0.9996991
2010-01-07 01:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.922265979,1,0.864539534,0.9996983
2010-01-07 02:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.921307855,1,0.867842622,0.9996974
2010-01-07 03:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.920349731,1,0.871145709,0.9996966
2010-01-07 04:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.919391607,1,0.874448797,0.9996958
2010-01-07 05:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.918433483,1,0.877751885,0.9996949
2010-01-07 06:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.91747536,1,0.881054972,0.9996941
2010-01-07 07:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.916517236,1,0.88435806,0.9996932
2010-01-07 08:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.915559112,1,0.887661147,0.9996924
2010-01-07 09:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.914600988,1,0.890964235,0.9996916
2010-01-07 10:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.913642864,1,0.894267323,0.9996907
2010-01-07 11:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.91268474,1,0.89757041,0.9996899
2010-01-07 12:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.911726617,1,0.900873498,0.9996891
2010-01-07 13:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.910768493,1,0.904176586,0.9996882
2010-01-07 14:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.909810369,1,0.907479673,0.9996874
2010-01-07 15:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.908852245,1,0.910782761,0.9996866
2010-01-07 16:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.907894121,1,0.914085848,0.9996857
2010-01-07 17:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.906935997,1,0.917388936,0.9996849
2010-01-07 18:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.905977874,1,0.920692024,0.999684
2010-01-07 19:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.90501975,1,0.923995111,0.9996832
2010-01-07 20:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.904061626,1,0.927298199,0.9996824
2010-01-07 21:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.903103502,1,0.930601286,0.9996815
2010-01-07 22:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.902145378,1,0.933904374,0.9996807
2010-01-07 23:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.901187254,1,0.937207462,0.9996799
2010-01-08 00:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.89807219,1,0.936834858,0.9996707
2010-01-08 01:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.894957125,1,0.936462254,0.9996615
2010-01-08 02:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.89184206,1,0.93608965,0.9996524
2010-01-08 03:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.888726995,1,0.935717046,0.9996432
2010-01-08 04:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.88561193,1,0.935344442,0.9996341
2010-01-08 05:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.882496865,1,0.934971838,0.9996249
2010-01-08 06:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.879381801,1,0.934599234,0.9996157
2010-01-08 07:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.876266736,1,0.934226631,0.9996066
2010-01-08 08:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.873151671,1,0.933854027,0.9995974
2010-01-08 09:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.870036606,1,0.933481423,0.9995883
2010-01-08 10:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.866921541,1,0.933108819,0.9995791
2010-01-08 11:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.863806476,1,0.932736215,0.9995699
2010-01-08 12:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.860691412,1,0.932363611,0.9995608
2010-01-08 13:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.857576347,1,0.931991007,0.9995516
2010-01-08 14:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.854461282,1,0.931618403,0.9995425
2010-01-08 15:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.851346217,1,0.931245799,0.9995333
2010-01-08 16:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.848231152,1,0.930873196,0.9995241
2010-01-08 17:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.845116088,1,0.930500592,0.999515
2010-01-08 18:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.842001023,1,0.930127988,0.9995058
2010-01-08 19:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.838885958,1,0.929755384,0.9994967
2010-01-08 20:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.835770893,1,0.92938278,0.9994875
2010-01-08 21:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.832655828,1,0.929010176,0.9994783
2010-01-08 22:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.829540763,1,0.928637572,0.9994692
2010-01-08 23:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.826425699,1,0.928264968,0.99946
2010-01-09 00:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.824139922,1,0.92724474,0.9994529
2010-01-09 01:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.821854145,1,0.926224512,0.9994457
2010-01-09 02:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.819568368,1,0.925204284,0.9994386
2010-01-09 03:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.817282591,1,0.924184056,0.9994314
2010-01-09 04:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.814996814,1,0.923163827,0.9994242
2010-01-09 05:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.812711037,1,0.922143599,0.9994171
2010-01-09 06:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.81042526,1,0.921123371,0.9994099
2010-01-09 07:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.808139483,1,0.920103143,0.9994028
2010-01-09 08:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.805853706,1,0.919082915,0.9993956
2010-01-09 09:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.803567929,1,0.918062686,0.9993885
2010-01-09 10:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.801282153,1,0.917042458,0.9993813
2010-01-09 11:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.798996376,1,0.91602223,0.9993742
2010-01-09 12:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.796710599,1,0.915002002,0.999367
2010-01-09 13:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.794424822,1,0.913981774,0.9993598
2010-01-09 14:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.792139045,1,0.912961545,0.9993527
2010-01-09 15:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.789853268,1,0.911941317,0.9993455
2010-01-09 16:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.787567491,1,0.910921089,0.9993384
2010-01-09 17:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.785281714,1,0.909900861,0.9993312
2010-01-09 18:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.782995937,1,0.908880633,0.9993241
2010-01-09 19:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.78071016,1,0.907860405,0.9993169
2010-01-09 20:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.778424383,1,0.906840176,0.9993098
2010-01-09 21:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.776138607,1,0.905819948,0.9993026
2010-01-09 22:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.77385283,1,0.90479972,0.9992955
2010-01-09 23:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.771567053,1,0.903779492,0.9992883
2010-01-10 00:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.770067375,1,0.902380759,0.9992832
2010-01-10 01:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.768567697,1,0.900982027,0.9992781
2010-01-10 02:00:00+00:00,0,0,0,1,1,1,1,1,1,0.353186882,1,0.767068019,1,0.899583294,0.9992729
