,PowerCapacity,Unit,Zone,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency
0,172.0,PP12 GT-01,SA_RIYADH,GTUR,GAS,0.3673608421570881,48.0,48.0,0.10376,0.10376,8652.727910299998,1887.3093268999996,0,0.5813953488372093,0.2559,0.6,0.5001332455464089,,,,,,
1,172.0,PP12 GT-02,SA_RIYADH,GTUR,GAS,0.3673608421570881,48.0,48.0,0.10376,0.10376,8652.727910299998,1887.3093268999996,0,0.5813953488372093,0.2559,0.6,0.5001332455464089,,,,,,
2,172.0,PP12 GT-03,SA_RIYADH,GTUR,GAS,0.3673608421570881,48.0,48.0,0.10376,0.10376,8652.727910299998,1887.3093268999996,0,0.5813953488372093,0.2559,0.6,0.5001332455464089,,,,,,
3,172.0,PP12 GT-04,SA_RIYADH,GTUR,GAS,0.3673608421570881,48.0,48.0,0.10376,0.10376,8652.727910299998,1887.3093268999996,0,0.5813953488372093,0.2559,0.6,0.5001332455464089,,,,,,
4,172.0,PP12 GT-05,SA_RIYADH,GTUR,GAS,0.3673608421570881,48.0,48.0,0.10376,0.10376,8652.727910299998,1887.3093268999996,0,0.5813953488372093,0.2559,0.6,0.5001332455464089,,,,,,
5,172.0,PP12 GT-06,SA_RIYADH,GTUR,GAS,0.3673608421570881,48.0,48.0,0.10376,0.10376,8652.727910299998,1887.3093268999996,0,0.5813953488372093,0.2559,0.6,0.5001332455464089,,,,,,
6,172.0,PP12 GT-07,SA_RIYADH,GTUR,GAS,0.3673608421570881,48.0,48.0,0.10376,0.10376,8652.727910299998,1887.3093268999996,0,0.5813953488372093,0.2559,0.6,0.5001332455464089,,,,,,
7,172.0,PP12 GT-08,SA_RIYADH,GTUR,GAS,0.3673608421570881,48.0,48.0,0.10376,0.10376,8652.727910299998,1887.3093268999996,0,0.5813953488372093,0.2559,0.6,0.5001332455464089,,,,,,
8,1028.0,PP12 CC-1,SA_RIYADH,COMC,GAS,0.5326732211277778,48.0,48.0,0.01,0.01,102145.40750664315,340.0637477223776,0,0.5836575875486382,0.5121536713286714,0.8741258741258742,0.3460673113666515,,,,,,
9,1028.0,PP12 CC-2,SA_RIYADH,COMC,GAS,0.5326732211277778,48.0,48.0,0.01,0.01,102145.40750664315,340.0637477223776,0,0.5836575875486382,0.5121536713286714,0.8741258741258742,0.3460673113666515,,,,,,
10,70.38,PP10 GT-01,SA_RIYADH,GTUR,OIL,0.3049059803366416,48.0,48.0,0.10376,0.10376,6458.016481947367,1146.8035067285716,0,0.4262574595055414,0.169,0.6,0.8770380589662072,,,,,,
11,70.399,PP10 GT-02,SA_RIYADH,GTUR,OIL,0.30655048011522734,48.0,48.0,0.10376,0.10376,6458.016481947367,1146.8035067285716,0,0.4261424167956931,0.169,0.6,0.8770380589662072,,,,,,
12,70.4075,PP10 GT-03,SA_RIYADH,GTUR,OIL,0.302955721637454,48.0,48.0,0.10376,0.10376,6458.016481947367,1146.8035067285716,0,0.42609097042218513,0.169,0.6,0.8770380589662072,,,,,,
13,70.441,PP10 GT-04,SA_RIYADH,GTUR,OIL,0.30071171868683716,48.0,48.0,0.10376,0.10376,6458.016481947367,1146.8035067285716,0,0.4258883320793288,0.169,0.6,0.8770380589662072,,,,,,
14,70.378,PP10 GT-05,SA_RIYADH,GTUR,OIL,0.3019364430147198,48.0,2.0,0.10376,0.10376,6458.016481947367,1146.8035067285716,0,0.42626957287788797,0.169,0.6,0.8770380589662072,,,,,,
15,70.42399999999999,PP10 GT-06,SA_RIYADH,GTUR,OIL,0.296141859415965,48.0,2.0,0.10376,0.10376,6458.016481947367,1146.8035067285716,0,0.42599113938430083,0.169,0.6,0.8770380589662072,,,,,,
16,70.40650000000001,PP10 GT-07,SA_RIYADH,GTUR,OIL,0.2999447031285064,48.0,2.0,0.10376,0.10376,6458.016481947367,1146.8035067285716,0,0.4260970222919758,0.169,0.6,0.8770380589662072,,,,,,
17,70.399,PP10 GT-08,SA_RIYADH,GTUR,OIL,0.29928661640738874,48.0,2.0,0.10376,0.10376,6458.016481947367,1146.8035067285716,0,0.4261424167956931,0.169,0.6,0.8770380589662072,,,,,,
18,70.3815,PP10 GT-09,SA_RIYADH,GTUR,OIL,0.30677108800479974,48.0,2.0,0.10376,0.10376,6458.016481947367,1146.8035067285716,0,0.42624837492807055,0.169,0.6,0.8770380589662072,,,,,,
