,HR_P2HT_OTH,HR_STUR_BIO_CHP,HR_COMC_GAS_CHP
2016-01-02 06:00:00,2158.8306109696036,708.8704479018912,391.085801288288
2016-01-02 07:00:00,2154.255432563068,707.3681490416694,390.25697882113155
2016-01-02 08:00:00,2080.834712420091,683.2598292371545,376.9563516100958
2016-01-02 09:00:00,2008.5033204691467,659.5091996374546,363.8530630817164
2016-01-02 10:00:00,1926.1501091515047,632.4678201534587,348.93425867289886
2016-01-02 11:00:00,1890.2022788144393,620.6640433945715,342.4220821452404
2016-01-02 12:00:00,1879.09113125571,617.015603305461,340.409227582146
2016-01-02 13:00:00,1910.4637831862399,627.3170812041261,346.09258164264793
2016-01-02 14:00:00,1948.5902699073704,639.8362383726427,352.999435535619
2016-01-02 15:00:00,2028.1112279257281,665.9476233241202,367.4051593695301
2016-01-02 16:00:00,2064.7126551780134,677.9660142058962,374.0357391067824
2016-01-02 17:00:00,2072.9915494374586,680.6844597624881,375.53551309497027
2016-01-02 18:00:00,2046.194075913464,671.8852807240452,370.68098150162496
2016-01-02 19:00:00,1964.930192787855,645.2015914448641,355.95951577546373
2016-01-02 20:00:00,1768.1975213068222,580.6027404553184,320.320149687733
2016-01-02 21:00:00,1434.427363268127,471.00646170007593,259.8555773218376
2016-01-02 22:00:00,1196.3002204898671,392.8153829275695,216.7173412931668
2016-01-02 23:00:00,1189.110654422454,390.454627575792,215.4149059876351
2016-01-03 00:00:00,1215.9081279464483,399.25380661423503,220.26943758098045
2016-01-03 01:00:00,1246.8450486001657,409.41220843097426,225.87385616841988
2016-01-03 02:00:00,1322.6622907656133,434.30744668608156,239.6086284812995
2016-01-03 03:00:00,1498.479860959626,492.03864574318385,271.459091862029
2016-01-03 04:00:00,1966.2373866182936,645.6308196906418,356.1963221946514
2016-01-03 05:00:00,2345.7593287223453,770.2500870481042,424.94911923211197
2016-01-03 06:00:00,2214.38634876325,727.112648347444,401.1500741037601
2016-01-03 07:00:00,2204.146663758147,723.7503604221853,399.2950904867908
2016-01-03 08:00:00,2126.804362123854,698.3543558803374,385.28404401819233
2016-01-03 09:00:00,2052.5121794272513,673.9598839119707,371.8255458610315
2016-01-03 10:00:00,1967.980311725545,646.2031240183454,356.51206408690143
2016-01-03 11:00:00,1928.3287655355698,633.1832005630881,349.3289360382115
2016-01-03 12:00:00,1917.2176179768403,629.5347604739775,347.316081475117
2016-01-03 13:00:00,1945.3222853312736,638.7631677581984,352.40741948765003
2016-01-03 14:00:00,1988.6775473741586,652.9992379098259,360.26149905737145
2016-01-03 15:00:00,2072.773683799052,680.6129217215254,375.49604535843906
2016-01-03 16:00:00,2111.118036158589,693.2036169310048,382.4423669879414
2016-01-03 17:00:00,2114.3860207346856,694.2766875454492,383.0343830359104
2016-01-03 18:00:00,2089.5493379563495,686.1213508756726,378.5350610713463
2016-01-03 19:00:00,2009.3747830227726,659.7953518013063,364.0109340278415
2016-01-03 20:00:00,1813.513574095366,595.4826529756124,328.5294388862357
2016-01-03 21:00:00,1480.3970129718898,486.1009883432588,268.1832697299341
2016-01-03 22:00:00,1234.8624384878103,405.4776161780119,223.70313065920035
2016-01-03 23:00:00,1196.3002204898671,392.8153829275695,216.7173412931668
2016-01-04 00:00:00,1217.8689186921065,399.89764898290167,220.62464720976186
2016-01-04 01:00:00,1249.2415706226366,410.19912688156677,226.3080012702638
2016-01-04 02:00:00,1320.4836343815489,433.5920662764521,239.2139511159869
2016-01-04 03:00:00,1493.2510856378708,490.32173276007296,270.5118661852787
2016-01-04 04:00:00,1960.790745658132,643.842368666568,355.2096287813697
2016-01-04 05:00:00,2380.1820995905664,781.5530975202506,431.1850216040516
2016-01-04 06:00:00,2235.95504696549,734.1949144027765,405.0573800203553
2016-01-04 07:00:00,2216.129273870502,727.6849526751477,401.46581599601024
2016-01-04 08:00:00,2134.2117938296733,700.7866492730777,386.6259470602553
2016-01-04 09:00:00,2059.7017454946645,676.3206392637481,373.12798116656325
2016-01-04 10:00:00,1973.6448183241127,648.0631130833821,357.53822523671425
2016-01-04 11:00:00,1931.1610188348536,634.1131950956066,349.84201661311795
2016-01-04 12:00:00,1918.960543084092,630.1070648016812,347.6318233673672
2016-01-04 13:00:00,1945.5401509696803,638.8347057991614,352.44688722418135
2016-01-04 14:00:00,1992.1633975886623,654.1438465652332,360.8929828418717
2016-01-04 15:00:00,2079.7453842280584,682.9021390323397,376.75901292743947
2016-01-04 16:00:00,2118.7433335028145,695.7074483647082,383.8237377665356
2016-01-04 17:00:00,2125.7150339318214,697.9966656755226,385.086705335536
2016-01-04 18:00:00,2101.967679345518,690.1990192105609,380.78472205362834
2016-01-04 19:00:00,2022.8824526039728,664.2307103410093,366.45793369277976
2016-01-04 20:00:00,1830.5070938910694,601.0626201707228,331.6079223356743
2016-01-04 21:00:00,1497.8262640444063,491.824031620295,271.34068865243523
2016-01-04 22:00:00,1245.537854769727,408.98298018519654,225.6370497492323
2016-01-04 23:00:00,1120.7008439628257,367.99168271342506,203.02203671681843
2016-01-05 00:00:00,1141.615945249846,374.8593346458685,206.81093942381972
2016-01-05 01:00:00,1169.720612604279,384.0877419300893,211.90227743635268
2016-01-05 02:00:00,1239.873348171159,407.1229911201598,224.61088859941944
2016-01-05 03:00:00,1416.1266496419844,464.997266259188,256.5402874532115
2016-01-05 04:00:00,1869.7229088042322,613.9394675440541,338.7121149113017
2016-01-05 05:00:00,2234.2121218582383,733.6226100750728,404.7416381281052
2016-01-05 06:00:00,2096.5210383853564,688.410568186487,379.79802864034673
2016-01-05 07:00:00,2066.6734459236714,678.6098565745627,374.3909487355637
2016-01-05 08:00:00,1997.1743072720105,655.7892215073811,361.8007407820907
2016-01-05 09:00:00,1927.2394373435372,632.8255103582734,349.1315973555552
2016-01-05 10:00:00,1853.6008515621543,608.6456525127956,335.79150240798816
2016-01-05 11:00:00,1815.474364841024,596.126495344279,328.8846485150171
2016-01-05 12:00:00,1802.402426536636,591.8342128865019,326.51658432314133
2016-01-05 13:00:00,1824.624721654095,599.131093064723,330.54229344933015
2016-01-05 14:00:00,1862.7512083752254,611.6502502332396,337.4491473423012
2016-01-05 15:00:00,1950.333195014622,640.4085427003463,353.3151774278691
2016-01-05 16:00:00,1993.034860142288,654.4299987290849,361.0508537879967
2016-01-05 17:00:00,2003.4924107857983,657.8638246953066,362.94530514149733
2016-01-05 18:00:00,1981.270115668339,650.5669445170854,358.91959601530846
2016-01-05 19:00:00,1909.5923206326142,627.0309290402743,345.9347106965228
2016-01-05 20:00:00,1728.763840755253,567.6543550410241,313.1764893755743
2016-01-05 21:00:00,1409.5906804897904,462.85112503029944,255.35625535727357
2016-01-05 22:00:00,1169.2848813274663,383.94466584816337,211.82334196329015
2016-01-05 23:00:00,962.0946592029234,315.911988892396,174.2895245220587
2016-01-06 00:00:00,993.0315798566407,326.0703907091352,179.89394310949814
2016-01-06 01:00:00,1010.0250996523446,331.6503579042454,182.97242655893666
2016-01-06 02:00:00,1083.6636854337278,355.83021574972327,196.31252150650369
2016-01-06 03:00:00,1262.0956432886178,414.41987129838094,228.6365977256083
2016-01-06 04:00:00,1672.7723716847934,549.2690785135455,303.03328108703965
2016-01-06 05:00:00,1912.2067082934918,627.8893855318297,346.408323534898
2016-01-06 06:00:00,1797.1736512148811,590.117299903391,325.569358646391
2016-01-06 07:00:00,1777.7836093967064,583.7504142576882,322.05673009510855
2016-01-06 08:00:00,1712.2060522363622,562.2174639278397,310.17694139919826
2016-01-06 09:00:00,1651.2036734825538,542.1868124582132,299.1259751704446
2016-01-06 10:00:00,1589.7655634519322,522.0130849066608,287.9960734686283
2016-01-06 11:00:00,1559.4822397134344,512.0692972128104,282.5100580907827
2016-01-06 12:00:00,1553.1641361996471,509.99469402488484,281.3654937313761
2016-01-06 13:00:00,1581.9224004693,519.4377154319944,286.57523495350284
2016-01-06 14:00:00,1621.7918122976819,532.5291769282147,293.79783073872403
2016-01-06 15:00:00,1696.0839949942842,556.9236488965813,307.2563288958848
2016-01-06 16:00:00,1739.0035257603568,571.0166429662828,315.0314729925437
2016-01-06 17:00:00,1755.343448640841,576.3819960385042,317.9915532323884
2016-01-06 18:00:00,1737.696331929918,570.5874147205051,314.7946665733561
2016-01-06 19:00:00,1674.9510280688576,549.984458923175,303.4279584523523
2016-01-06 20:00:00,1513.5125900096716,496.97477056962754,274.18236568268617
2016-01-06 21:00:00,1223.5334252906746,401.75763804793837,221.65080835957468
2016-01-06 22:00:00,1008.5000401834992,331.14959161750477,182.6961524032178
2016-01-06 23:00:00,838.5648422264611,275.34991966640223,151.91131790883244
2016-01-07 00:00:00,871.4625536258364,286.15216385180804,157.87094612505322
2016-01-07 01:00:00,893.9027143817019,293.520582070992,161.9361229877733
2016-01-07 02:00:00,966.6698376094591,317.41428775261795,175.11834698921524
2016-01-07 03:00:00,1137.2586324817166,373.4285738266094,206.02158469319443
2016-01-07 04:00:00,1547.9353608778922,508.27778104177395,280.41826805462574
2016-01-07 05:00:00,1827.2391093149727,599.9895495562783,331.01590628770526
2016-01-07 06:00:00,1741.1821821444216,571.7320233759124,315.42615035785633
2016-01-07 07:00:00,1702.4020985080715,558.9982520845068,308.4008932552914
2016-01-07 08:00:00,1629.8528409187206,535.1760844438439,295.25813699038076
2016-01-07 09:00:00,1561.2251648206864,512.6416015405141,282.8257999830329
2016-01-07 10:00:00,1491.508160530619,489.74942843236937,270.19612429302856
2016-01-07 11:00:00,1460.3533742384957,479.51948857466726,264.55223796905796
2016-01-07 12:00:00,1462.5320306225603,480.2348689842968,264.94691533437054
2016-01-07 13:00:00,1482.5756693559542,486.8163687528883,268.57794709524677
2016-01-07 14:00:00,1521.7914842691168,499.6932161262197,275.68213967087416
2016-01-07 15:00:00,1586.4975788758352,520.9400142922165,287.4040574206594
2016-01-07 16:00:00,1636.3888100709144,537.3222256727323,296.4421690863186
2016-01-07 17:00:00,1660.1361646572186,545.1198721376942,300.74415236822637
2016-01-07 18:00:00,1650.985807844147,542.1152744172502,299.0865074339133
2016-01-07 19:00:00,1583.6653255765516,520.010019759698,286.89097684575296
2016-01-07 20:00:00,1425.9306033702749,468.2164781025208,258.3163355971183
2016-01-07 21:00:00,1117.868590663542,367.06168818090674,202.50895614191202
2016-01-07 22:00:00,899.5672209802697,295.3805711360288,162.96228413758618
2016-01-07 23:00:00,772.551553789304,253.67389325462776,139.95259373985965
2016-01-08 00:00:00,808.063652849557,265.334593931589,146.3858347944556
2016-01-08 01:00:00,828.3251572213576,271.98763174114345,150.05633429186307
2016-01-08 02:00:00,898.6957584266438,295.094418972177,162.80441319146112
2016-01-08 03:00:00,1066.234434361211,350.107172472687,193.15510258400258
2016-01-08 04:00:00,1473.8610438196959,483.95484711437035,266.9992376339963
2016-01-08 05:00:00,1742.2715103364535,572.0897135807271,315.6234890405126
2016-01-08 06:00:00,1666.889999447819,547.3375514075457,301.9676522006955
2016-01-08 07:00:00,1621.1382153824622,532.3145628053257,293.67942752913024
2016-01-08 08:00:00,1545.103107578608,507.3477865092555,279.9051874797193
2016-01-08 09:00:00,1474.7325063733217,484.24099927822203,267.15710858012125
2016-01-08 10:00:00,1409.5906804897904,462.85112503029944,255.35625535727357
2016-01-08 11:00:00,1378.6537598360733,452.69272321356016,249.75183676983414
2016-01-08 12:00:00,1384.3182664346411,454.55271227859697,250.777997919647
2016-01-08 13:00:00,1403.2725769760032,460.77652184237377,254.21169099786692
2016-01-08 14:00:00,1444.2313169964173,474.2256735434088,261.63162546574443
2016-01-08 15:00:00,1505.4515613886324,494.3278630539983,272.72205943102944
2016-01-08 16:00:00,1554.0355987532728,510.2808461887366,281.52336467750115
2016-01-08 17:00:00,1574.7328344018865,517.0769600802171,285.27279964797117
2016-01-08 18:00:00,1569.9397903569443,515.5031231790321,284.40450944428335
2016-01-08 19:00:00,1512.2053961792328,496.5455423238498,273.9455592634986
2016-01-08 20:00:00,1358.1743898258662,445.96814736304276,246.04186953589544
2016-01-08 21:00:00,1049.8945114807266,344.74181940046566,190.19502234415785
2016-01-08 22:00:00,835.2968576503644,274.276849051958,151.3193018608635
2016-01-08 23:00:00,855.994093298978,281.07296294343837,155.0687368313335
2016-01-09 00:00:00,890.4168641671986,292.37597341558484,161.30463920327313
2016-01-09 01:00:00,913.2927561998766,299.8874677166948,165.44875153905576
2016-01-09 02:00:00,985.8420137892274,323.70963535735774,178.59150780396644
2016-01-09 03:00:00,1157.9558681303301,380.2246877180899,209.77101966366448
2016-01-09 04:00:00,1575.6042969555122,517.3631122440688,285.43067059409617
2016-01-09 05:00:00,1860.5725519911612,610.9348698236101,337.0544699769886
2016-01-09 06:00:00,1775.1692217358288,582.8919577661329,321.5831172567334
2016-01-09 07:00:00,1739.4392570371697,571.1597190482088,315.1104084656062
2016-01-09 08:00:00,1661.8790897644703,545.6921764653978,301.0598942604765
2016-01-09 09:00:00,1591.0727572823712,522.4423131524385,288.2328798878159
2016-01-09 10:00:00,1522.2272155459298,499.83629220814555,275.7610751439367
2016-01-09 11:00:00,1491.0724292538064,489.6063523504435,270.11718881996603
2016-01-09 12:00:00,1492.5974887226516,490.1071186371841,270.3934629756849
2016-01-09 13:00:00,1514.8197838401102,497.4039988154052,274.4191721018737
2016-01-09 14:00:00,1555.7785238605247,510.8531505164402,281.83910656975127
2016-01-09 15:00:00,1621.5739466592754,532.4576388872517,293.75836300219277
2016-01-09 16:00:00,1668.1971932782574,547.7667796533234,302.2044586198831
2016-01-09 17:00:00,1686.4979069044002,553.7759750942114,305.5197484885092
2016-01-09 18:00:00,1676.476087537703,550.4852252099157,303.70423260807115
2016-01-09 19:00:00,1613.2950523998295,529.7391933306595,292.2585890140047
2016-01-09 20:00:00,1448.5886297645466,475.6564343626679,262.4209801963697
2016-01-09 21:00:00,1134.644244820839,372.57011733505396,205.54797185481925
2016-01-09 22:00:00,915.2535469455347,300.5313100853614,165.80396116783714
2016-01-09 23:00:00,857.954884044636,281.71680531210495,155.42394646011488
2016-01-10 00:00:00,892.1597892744502,292.94827774328843,161.62038109552324
2016-01-10 01:00:00,914.382084391909,300.24515792150953,165.6460902217121
2016-01-10 02:00:00,986.93134198126,324.0673255621725,178.78884648662276
2016-01-10 03:00:00,1158.3915994071433,380.3677638000158,209.84995513672698
2016-01-10 04:00:00,1570.3755216337574,515.646199260958,284.48344491734593
2016-01-10 05:00:00,1854.0365828389672,608.7887285947214,335.8704378810507
2016-01-10 06:00:00,1768.1975213068222,580.6027404553184,320.320149687733
2016-01-10 07:00:00,1735.0819442690404,569.7289582289498,314.321053734981
2016-01-10 08:00:00,1657.7396426347477,544.3329536871017,300.31000726638246
2016-01-10 09:00:00,1586.9333101526481,521.0830903741423,287.48299289372187
2016-01-10 10:00:00,1518.3056340546136,498.5486074708125,275.050655886374
2016-01-10 11:00:00,1486.9329821240835,488.2471295721474,269.36730182587206
2016-01-10 12:00:00,1487.586579039303,488.4617436950362,269.4857050354658
2016-01-10 13:00:00,1510.6803367103876,496.0447760371091,273.66928510777973
2016-01-10 14:00:00,1551.203345453989,509.35085165621825,281.0102841025947
2016-01-10 15:00:00,1616.563036975927,530.8122639451038,292.8506050619737
2016-01-10 16:00:00,1662.0969554028766,545.7637145063608,301.09936199700775
2016-01-10 17:00:00,1679.961937752206,551.6298338653228,304.3357163925713
2016-01-10 18:00:00,1669.7222527471026,548.2675459400641,302.48073277560195
2016-01-10 19:00:00,1606.3233519708233,527.449976019845,290.99562144500436
2016-01-10 20:00:00,1442.4883918891658,473.6533692157052,261.3158835734943
2016-01-10 21:00:00,1132.6834540751809,371.92627496638744,205.1927622260379
2016-01-10 22:00:00,915.6892782223476,300.67438616728725,165.88289664089965
2016-01-10 23:00:00,793.0309237995112,260.39846910514524,143.6625609737984
2016-01-11 00:00:00,827.6715603061381,271.7730176182546,149.93793108226927
2016-01-11 01:00:00,849.0223928699712,278.78374563262395,153.8057692623331
2016-01-11 02:00:00,915.9071438607542,300.74592420825024,165.92236437743094
2016-01-11 03:00:00,1082.356491603289,355.40098750394554,196.0757150873161
2016-01-11 04:00:00,1485.8436539320514,487.8894393673326,269.1699631432157
2016-01-11 05:00:00,1767.5439243916028,580.3881263324296,320.2017464781392
2016-01-11 06:00:00,1688.4586976500582,554.419817462878,305.8749581172906
2016-01-11 07:00:00,1647.0642263528312,540.8275896799171,298.37608817635055
2016-01-11 08:00:00,1570.8112529105704,515.7892753428839,284.5623803904084
2016-01-11 09:00:00,1502.837173727755,493.4694065624428,272.24844659265426
2016-01-11 10:00:00,1437.9132134826305,472.15107035548317,260.48706110633776
2016-01-11 11:00:00,1405.6690989984743,461.56344029296633,254.64583609971086
2016-01-11 12:00:00,1408.2834866593516,462.4218967845217,255.11944893808598
2016-01-11 13:00:00,1429.6343192231848,469.432624798891,258.9872871181498
2016-01-11 14:00:00,1469.7215966899735,482.5956243360742,266.2493506399022
2016-01-11 15:00:00,1531.813303635814,502.9839660105155,277.4976555513123
2016-01-11 16:00:00,1578.4365502547962,518.2931067765873,285.9437511690026
2016-01-11 17:00:00,1600.6588453722554,525.5899869548084,289.96946029519154
2016-01-11 18:00:00,1593.0335480280291,523.0861555211051,288.5880895165973
2016-01-11 19:00:00,1531.813303635814,502.9839660105155,277.4976555513123
2016-01-11 20:00:00,1376.2572378136024,451.9058047629677,249.31769166799026
2016-01-11 21:00:00,1070.59174712934,351.5379332919461,193.94445731462784
2016-01-11 22:00:00,856.4298245757909,281.21603902536435,155.14767230439605
2016-01-11 23:00:00,600.8734307250143,197.3019169758216,108.85201735322418
2016-01-12 00:00:00,629.8495606330733,206.81647642389424,114.10122631188221
2016-01-12 01:00:00,644.6644240447125,211.68106320937497,116.7850323960081
2016-01-12 02:00:00,713.2921001427472,234.21554611270483,129.21736940335606
2016-01-12 03:00:00,879.3057166084691,288.72753332647426,159.2917846401787
2016-01-12 04:00:00,1229.1979318892425,403.6176271129752,222.67696950938756
2016-01-12 05:00:00,1457.0853896623985,478.44641796022296,263.960221921089
2016-01-12 06:00:00,1387.1505197339252,455.48270681111535,251.29107849455346
2016-01-12 07:00:00,1330.7233193866523,436.9543542017107,241.06893473295622
2016-01-12 08:00:00,1247.2807798769786,409.5552845129002,225.9527916414824
2016-01-12 09:00:00,1179.0888350557566,387.16387769149617,213.59939010719697
2016-01-12 10:00:00,1128.3261413070518,370.4955141471284,204.40340749541264
2016-01-12 11:00:00,1101.310802144651,361.62479706772234,199.509408165536
2016-01-12 12:00:00,1093.685504800425,359.12096563401906,198.1280373869418
2016-01-12 13:00:00,1105.8859805511865,363.1270959279443,200.3382306326925
2016-01-12 14:00:00,1150.330570786104,377.72085628438657,208.38964888507024
2016-01-12 15:00:00,1206.5399054949705,396.17767085282816,218.57232491013616
2016-01-12 16:00:00,1262.313508927024,414.4914093393438,228.67606546213955
2016-01-12 17:00:00,1297.6077423488707,426.08057197534214,235.06983878020426
2016-01-12 18:00:00,1300.222130009748,426.9390284668975,235.54345161857938
2016-01-12 19:00:00,1253.8167490291723,411.7014257417887,227.1368237374203
2016-01-12 20:00:00,1126.1474849229871,369.78013373749883,204.00873013009996
2016-01-12 21:00:00,862.5300624511717,283.2191041723269,156.25276892727138
2016-01-12 22:00:00,666.233122246952,218.7633292647072,120.69233831260318
2016-01-12 23:00:00,553.5965871908126,181.778162086861,100.28751852594003
2016-01-13 00:00:00,596.2982523184786,195.79961811559963,108.02319488606767
2016-01-13 01:00:00,596.0803866800721,195.72808007463667,107.98372714953639
2016-01-13 02:00:00,669.2832411846424,219.76486183818855,121.24488662404087
2016-01-13 03:00:00,846.1901395706873,277.85375110010557,153.29268868742668
2016-01-13 04:00:00,1188.6749231456408,390.3115514938661,215.33597051457258
2016-01-13 05:00:00,1352.5098832272984,444.108158298006,245.0157083860826
2016-01-13 06:00:00,1281.7035507451992,420.85829498504654,232.18869401342198
2016-01-13 07:00:00,1217.8689186921065,399.89764898290167,220.62464720976186
2016-01-13 08:00:00,1139.2194232273746,374.072416195276,206.3767943219758
2016-01-13 09:00:00,1074.731194259063,352.89715607024226,194.6943443087219
2016-01-13 10:00:00,1026.1471568944226,336.94417293550384,185.89303906225012
2016-01-13 11:00:00,1003.9248617769637,329.6472927572828,181.8673299360613
2016-01-13 12:00:00,1005.4499212458088,330.1480590440235,182.14360409178016
2016-01-13 13:00:00,1026.1471568944226,336.94417293550384,185.89303906225012
2016-01-13 14:00:00,1065.1451061691787,349.7494822678723,192.95776390134628
2016-01-13 15:00:00,1120.2651126860128,367.8486066314992,202.94310124375593
2016-01-13 16:00:00,1177.1280443100986,386.52003532282964,213.24418047841561
2016-01-13 17:00:00,1213.0758746471643,398.32381208171665,219.75635700607404
2016-01-13 18:00:00,1224.1870222058938,401.97225217082723,221.76921156916848
2016-01-13 19:00:00,1186.27840112317,389.52463304327364,214.9018254127287
2016-01-13 20:00:00,1062.0949872314882,348.747949694391,192.40521558990864
2016-01-13 21:00:00,813.0745625329054,266.9799688737368,147.29359273467463
2016-01-13 22:00:00,621.5706663736279,204.09803086730204,112.6014523236942
2016-01-13 23:00:00,622.4421289272536,204.38418303115384,112.75932326981925
2016-01-14 00:00:00,655.5577059650356,215.25796525752259,118.75841922257129
2016-01-14 01:00:00,671.4618975687071,220.48024224781807,121.6395639893535
2016-01-14 02:00:00,737.910917282677,242.2993447415184,133.6772236313888
2016-01-14 03:00:00,891.5061923592307,292.73366362039957,161.50197788592945
2016-01-14 04:00:00,1228.3264693356164,403.33147494912333,222.51909856326247
2016-01-14 05:00:00,1449.2422266797662,475.87104848555674,262.5393834059635
2016-01-14 06:00:00,1384.9718633498608,454.7673264014859,250.89640112924084
2016-01-14 07:00:00,1340.7451387533492,440.2451040860065,242.8844506133943
2016-01-14 08:00:00,1266.6708216951533,415.92217015860297,229.46542019276487
2016-01-14 09:00:00,1205.4505773029382,395.81998064801337,218.37498622747984
2016-01-14 10:00:00,1147.934048763633,376.93393783379406,207.95550378322633
2016-01-14 11:00:00,1124.4045598157356,369.2078294097953,203.6929882378499
2016-01-14 12:00:00,1130.0690664143035,371.067818474832,204.71914938766272
2016-01-14 13:00:00,1146.6268549331944,376.50470958801634,207.71869736403875
2016-01-14 14:00:00,1186.27840112317,389.52463304327364,214.9018254127287
2016-01-14 15:00:00,1239.4376168943459,406.9799150382339,224.5319531263569
2016-01-14 16:00:00,1287.5859229821733,422.7898220910463,233.25432289976612
2016-01-14 17:00:00,1315.6905903366064,432.0182293752671,238.34566091229905
2016-01-14 18:00:00,1315.2548590597935,431.87515329334116,238.26672543923655
2016-01-14 19:00:00,1262.749240203837,414.6344854212698,228.7550009352021
2016-01-14 20:00:00,1132.0298571599617,371.7116608434986,205.0743590164441
2016-01-14 21:00:00,868.1945690497396,285.0790932373637,157.27893007708425
2016-01-14 22:00:00,682.7909107658429,224.20022037789158,123.6918862889792
2016-01-14 23:00:00,672.9869570375522,220.9810085345587,121.91583814507233
2016-01-15 00:00:00,705.2310715217081,231.5686385970756,127.7570631516993
2016-01-15 01:00:00,722.6603225942249,237.29168187411182,130.9144820742004
2016-01-15 02:00:00,785.841357732098,258.0377137533678,142.3601256682667
2016-01-15 03:00:00,934.4257231253032,306.8266576901011,169.27712198258828
2016-01-15 04:00:00,1287.1501917053606,422.6467460091204,233.1753874267036
2016-01-15 05:00:00,1518.52349969302,498.6201455117754,275.0901236229052
2016-01-15 06:00:00,1453.1638081710826,477.1587332228898,263.2498026635262
2016-01-15 07:00:00,1415.2551870883585,464.7111140953362,256.3824165070864
2016-01-15 08:00:00,1345.756048436698,441.89047902815446,243.79220855361342
2016-01-15 09:00:00,1283.6643414908572,421.50213735371324,232.54390364220342
2016-01-15 10:00:00,1226.3656785899584,402.6876325804568,222.16388893448115
2016-01-15 11:00:00,1200.0039363427768,394.0315296239396,217.38829281419825
2016-01-15 12:00:00,1207.19350241019,396.392284975717,218.69072811972995
2016-01-15 13:00:00,1224.8406191211131,402.1868662937161,221.88761477876227
2016-01-15 14:00:00,1262.9671058422434,414.7060234622328,228.7944686717334
2016-01-15 15:00:00,1316.779918528639,432.37591958008187,238.5429995949554
2016-01-15 16:00:00,1360.1351805715244,446.61198973170934,246.39707916467682
2016-01-15 17:00:00,1379.0894911128864,452.8357992954862,249.83077224289673
2016-01-15 18:00:00,1374.732178344757,451.4050384762271,249.04141751227144
2016-01-15 19:00:00,1323.0980220424262,434.45052276800743,239.68756395436202
2016-01-15 20:00:00,1187.3677293152023,389.88232324808837,215.099164095385
2016-01-15 21:00:00,916.3428751375671,300.8890002901761,166.00129985049344
2016-01-15 22:00:00,728.7605604696057,239.29474702107444,132.01957869707576
2016-01-15 23:00:00,600.4376994482013,197.1588408938957,108.77308188016167
2016-01-16 00:00:00,635.9497985084541,208.8195415708569,115.20632293475758
2016-01-16 01:00:00,650.3289306432805,213.5410522744117,117.81119354582096
2016-01-16 02:00:00,720.0459349333474,236.43322538255637,130.44086923582523
2016-01-16 03:00:00,885.6238201222563,290.8021365143999,160.43634899958533
2016-01-16 04:00:00,1225.0584847595196,402.2584043346791,221.92708251529356
2016-01-16 05:00:00,1449.6779579565791,476.0141245674826,262.618318879026
2016-01-16 06:00:00,1388.4577135643642,455.91193505689307,251.52788491374105
2016-01-16 07:00:00,1339.2200792845042,439.74433779926596,242.60817645767554
2016-01-16 08:00:00,1252.5095551987338,411.27219749601096,226.9000173182327
2016-01-16 09:00:00,1184.7533416543247,389.0238667565329,214.62555125700982
2016-01-16 10:00:00,1127.018947476613,370.0662859013506,204.16660107622505
