,PowerCapacity,Type,Unit,Zone,Technology,Fuel,JRC_id,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,RampUpMax,RampDownMax,RampStartUpMaximum,RampShutDownMaximum,CO2Intensity,CHPType,CHPPowerToHeat,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency
0,1690.0,Hydro Pumped Storage,GRAND MAISON,FR,HPHS,WAT,0.0,0.86,0.0,0.0,0.177514792899,0.177514792899,0.0,0.0,0.0,0.0,0.86,0.3,18000.0,18000.0,5633.33333333,5633.33333333,0.0,,,0.0,0.0,0.0,0.86
1,1500.0,Nuclear,CHOOZ 1,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00228666666667,0.00228666666667,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,20.8333333333,20.8333333333,0.0,,,,,,
2,1500.0,Nuclear,CHOOZ 2,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00228666666667,0.00228666666667,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,20.8333333333,20.8333333333,0.0,,,,,,
3,1495.0,Nuclear,CIVAUX 2,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00229431438127,0.00229431438127,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,20.7638888889,20.7638888889,0.0,,,,,,
4,1495.0,Nuclear,CIVAUX 1,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00229431438127,0.00229431438127,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,20.7638888889,20.7638888889,0.0,,,,,,
5,1335.0,Nuclear,ST ALBAN 2,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00256928838951,0.00256928838951,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,18.5416666667,18.5416666667,0.0,,,,,,
6,1335.0,Nuclear,ST ALBAN 1,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00256928838951,0.00256928838951,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,18.5416666667,18.5416666667,0.0,,,,,,
7,1330.0,Nuclear,PENLY 2,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00257894736842,0.00257894736842,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,18.4722222222,18.4722222222,0.0,,,,,,
8,1330.0,Nuclear,PENLY 1,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00257894736842,0.00257894736842,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,18.4722222222,18.4722222222,0.0,,,,,,
9,1330.0,Nuclear,FLAMANVILLE 2,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00257894736842,0.00257894736842,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,18.4722222222,18.4722222222,0.0,,,,,,
10,1330.0,Nuclear,PALUEL 1,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00257894736842,0.00257894736842,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,18.4722222222,18.4722222222,0.0,,,,,,
11,1330.0,Nuclear,FLAMANVILLE 1,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00257894736842,0.00257894736842,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,18.4722222222,18.4722222222,0.0,,,,,,
12,1330.0,Nuclear,PALUEL 4,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00257894736842,0.00257894736842,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,18.4722222222,18.4722222222,0.0,,,,,,
13,1330.0,Nuclear,PALUEL 2,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00257894736842,0.00257894736842,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,18.4722222222,18.4722222222,0.0,,,,,,
