,[AGRAS 1;AGRAS 2],EDESSAIOS 1,GHIONA 1,[GLAFKOS-II NO1;GLAFKOS-II NO2],[LOUROS 1;LOUROS 2;LOUROS 3],[MAKROHORI-I NO 1;MAKROHORI-I NO 2;MAKROHORI-I NO 3],[STRATOS-II NO 1;STRATOS-II NO 2],[SFIKIA 1;SFIKIA 2;SFIKIA 3],THISAVROS,[ILARIONAS 1;ILARIONAS 2;ILARIONAS A1],[ASSOMATA 1;ASSOMATA 2],[KASTRAKI 1;KASTRAKI 2;KASTRAKI 3;KASTRAKI 4],LADONAS,[PLASTIRA 1;PLASTIRA 2;PLASTIRA 3],[PIGAI AOOS 1;PIGAI AOOS 2],[PLATANOVRISI 1;PLATANOVRISI 2],[POLYPHYTON 1;POLYPHYTON 2;POLYPHYTON 3],[POURNARI-I NO 1;POURNARI-I NO 2;POURNARI-I NO 3;POURNARI-I NO A1],[POURNARI-II NO 1;POURNARI-II NO 2],[STRATOS-I NO 1;STRATOS-I NO 2],[KREMASTA 1;KREMASTA 2;KREMASTA 3;KREMASTA 4]
2014/12/31 23:00,0.004075389,0.000685938,0.003905611,0.014330295,0.016786068,0.069568476,0.001504957,0.00241016,0.21404179,1.754579273,0.000311771,0.049282338,0.105088928,0.020211363,0.051357852,0.053999124,0.005503571,0.361510926,0.003342417,0.00448448,0.469359227
2015/01/01 00:00,0.004075992,0.000684604,0.003909829,0.01430934,0.016811286,0.069373678,0.001511153,0.002401175,0.213112094,1.749534633,0.00031151,0.049330346,0.104825733,0.02032775,0.051501071,0.053770076,0.005488798,0.361999395,0.003383502,0.004500621,0.469188091
2015/01/01 01:00,0.004076596,0.000683269,0.003914046,0.014288385,0.016836503,0.069178881,0.001517349,0.002392189,0.212182399,1.744489992,0.000311249,0.049378354,0.104562537,0.020444136,0.05164429,0.053541027,0.005474024,0.362487864,0.003424587,0.004516762,0.469016955
2015/01/01 02:00,0.004077199,0.000681935,0.003918263,0.01426743,0.016861721,0.068984083,0.001523546,0.002383204,0.211252703,1.739445352,0.000310988,0.049426361,0.104299342,0.020560523,0.051787509,0.053311979,0.00545925,0.362976332,0.003465672,0.004532903,0.46884582
2015/01/01 03:00,0.004077803,0.000680601,0.003922481,0.014246474,0.016886938,0.068789285,0.001529742,0.002374219,0.210323008,1.734400712,0.000310727,0.049474369,0.104036147,0.02067691,0.051930727,0.053082931,0.005444477,0.363464801,0.003506757,0.004549043,0.468674684
2015/01/01 04:00,0.004078406,0.000679266,0.003926698,0.014225519,0.016912156,0.068594488,0.001535938,0.002365234,0.209393312,1.729356072,0.000310465,0.049522377,0.103772951,0.020793296,0.052073946,0.052853883,0.005429703,0.36395327,0.003547842,0.004565184,0.468503549
2015/01/01 05:00,0.00407901,0.000677932,0.003930915,0.014204564,0.016937373,0.06839969,0.001542135,0.002356249,0.208463617,1.724311432,0.000310204,0.049570385,0.103509756,0.020909683,0.052217165,0.052624835,0.005414929,0.364441739,0.003588927,0.004581325,0.468332413
2015/01/01 06:00,0.004079613,0.000676597,0.003935133,0.014183609,0.016962591,0.068204892,0.001548331,0.002347264,0.207533922,1.719266792,0.000309943,0.049618392,0.103246561,0.021026069,0.052360384,0.052395787,0.005400155,0.364930207,0.003630012,0.004597466,0.468161277
2015/01/01 07:00,0.004080217,0.000675263,0.00393935,0.014162654,0.016987808,0.068010094,0.001554527,0.002338279,0.206604226,1.714222152,0.000309682,0.0496664,0.102983365,0.021142456,0.052503603,0.052166739,0.005385382,0.365418676,0.003671097,0.004613607,0.467990142
2015/01/01 08:00,0.00408082,0.000673929,0.003943568,0.014141699,0.017013026,0.067815297,0.001560724,0.002329294,0.205674531,1.709177511,0.000309421,0.049714408,0.10272017,0.021258843,0.052646822,0.051937691,0.005370608,0.365907145,0.003712182,0.004629748,0.467819006
2015/01/01 09:00,0.004081424,0.000672594,0.003947785,0.014120743,0.017038244,0.067620499,0.00156692,0.002320308,0.204744835,1.704132871,0.000309159,0.049762416,0.102456975,0.021375229,0.05279004,0.051708643,0.005355834,0.366395614,0.003753267,0.004645889,0.467647871
2015/01/01 10:00,0.004082027,0.00067126,0.003952002,0.014099788,0.017063461,0.067425701,0.001573116,0.002311323,0.20381514,1.699088231,0.000308898,0.049810423,0.102193779,0.021491616,0.052933259,0.051479595,0.005341061,0.366884082,0.003794352,0.00466203,0.467476735
2015/01/01 11:00,0.004082631,0.000669925,0.00395622,0.014078833,0.017088679,0.067230904,0.001579312,0.002302338,0.202885444,1.694043591,0.000308637,0.049858431,0.101930584,0.021608002,0.053076478,0.051250547,0.005326287,0.367372551,0.003835438,0.00467817,0.4673056
2015/01/01 12:00,0.004083235,0.000668591,0.003960437,0.014057878,0.017113896,0.067036106,0.001585509,0.002293353,0.201955749,1.688998951,0.000308376,0.049906439,0.101667389,0.021724389,0.053219697,0.051021499,0.005311513,0.36786102,0.003876523,0.004694311,0.467134464
2015/01/01 13:00,0.004083838,0.000667257,0.003964654,0.014036923,0.017139114,0.066841308,0.001591705,0.002284368,0.201026053,1.683954311,0.000308114,0.049954447,0.101404193,0.021840775,0.053362916,0.050792451,0.00529674,0.368349489,0.003917608,0.004710452,0.466963328
2015/01/01 14:00,0.004084442,0.000665922,0.003968872,0.014015968,0.017164331,0.066646511,0.001597901,0.002275383,0.200096358,1.67890967,0.000307853,0.050002454,0.101140998,0.021957162,0.053506135,0.050563403,0.005281966,0.368837957,0.003958693,0.004726593,0.466792193
2015/01/01 15:00,0.004085045,0.000664588,0.003973089,0.013995013,0.017189549,0.066451713,0.001604098,0.002266398,0.199166662,1.67386503,0.000307592,0.050050462,0.100877803,0.022073549,0.053649353,0.050334354,0.005267192,0.369326426,0.003999778,0.004742734,0.466621057
2015/01/01 16:00,0.004085649,0.000663253,0.003977306,0.013974057,0.017214766,0.066256915,0.001610294,0.002257413,0.198236967,1.66882039,0.000307331,0.05009847,0.100614607,0.022189935,0.053792572,0.050105306,0.005252418,0.369814895,0.004040863,0.004758875,0.466449922
2015/01/01 17:00,0.004086252,0.000661919,0.003981524,0.013953102,0.017239984,0.066062118,0.00161649,0.002248428,0.197307272,1.66377575,0.00030707,0.050146478,0.100351412,0.022306322,0.053935791,0.049876258,0.005237645,0.370303364,0.004081948,0.004775016,0.466278786
2015/01/01 18:00,0.004086856,0.000660585,0.003985741,0.013932147,0.017265202,0.06586732,0.001622687,0.002239442,0.196377576,1.65873111,0.000306808,0.050194485,0.100088217,0.022422708,0.05407901,0.04964721,0.005222871,0.370791832,0.004123033,0.004791157,0.46610765
2015/01/01 19:00,0.004087459,0.00065925,0.003989959,0.013911192,0.017290419,0.065672522,0.001628883,0.002230457,0.195447881,1.65368647,0.000306547,0.050242493,0.099825021,0.022539095,0.054222229,0.049418162,0.005208097,0.371280301,0.004164118,0.004807297,0.465936515
2015/01/01 20:00,0.004088063,0.000657916,0.003994176,0.013890237,0.017315637,0.065477725,0.001635079,0.002221472,0.194518185,1.64864183,0.000306286,0.050290501,0.099561826,0.022655482,0.054365448,0.049189114,0.005193324,0.37176877,0.004205203,0.004823438,0.465765379
2015/01/01 21:00,0.004088666,0.000656582,0.003998393,0.013869282,0.017340854,0.065282927,0.001641276,0.002212487,0.19358849,1.643597189,0.000306025,0.050338509,0.099298631,0.022771868,0.054508666,0.048960066,0.00517855,0.372257239,0.004246288,0.004839579,0.465594244
2015/01/01 22:00,0.00408927,0.000655247,0.004002611,0.013848326,0.017366072,0.065088129,0.001647472,0.002203502,0.192658794,1.638552549,0.000305764,0.050386516,0.099035435,0.022888255,0.054651885,0.048731018,0.005163776,0.372745707,0.004287373,0.00485572,0.465423108
2015/01/01 23:00,0.004089873,0.000653913,0.004006828,0.013827371,0.017391289,0.064893331,0.001653668,0.002194517,0.191729099,1.633507909,0.000305502,0.050434524,0.09877224,0.023004641,0.054795104,0.04850197,0.005149003,0.373234176,0.004328458,0.004871861,0.465251973
2015/01/02 00:00,0.004089275,0.000652808,0.004002109,0.013846845,0.017488822,0.064761852,0.001657421,0.002185729,0.19105934,1.631014716,0.000304507,0.050571504,0.098946745,0.022994982,0.054834462,0.048439619,0.005115271,0.374578324,0.004342301,0.004878546,0.465844626
2015/01/02 01:00,0.004088678,0.000651704,0.00399739,0.013866319,0.017586354,0.064630372,0.001661174,0.002176942,0.190389581,1.628521523,0.000303513,0.050708483,0.099121251,0.022985323,0.054873819,0.048377268,0.005081539,0.375922471,0.004356143,0.004885231,0.466437279
2015/01/02 02:00,0.00408808,0.000650599,0.003992671,0.013885794,0.017683886,0.064498893,0.001664926,0.002168154,0.189719822,1.62602833,0.000302518,0.050845463,0.099295756,0.022975664,0.054913177,0.048314917,0.005047808,0.377266619,0.004369986,0.004891916,0.467029932
2015/01/02 03:00,0.004087482,0.000649495,0.003987952,0.013905268,0.017781418,0.064367413,0.001668679,0.002159367,0.189050063,1.623535136,0.000301523,0.050982442,0.099470261,0.022966005,0.054952534,0.048252566,0.005014076,0.378610766,0.004383828,0.004898601,0.467622586
2015/01/02 04:00,0.004086884,0.000648391,0.003983234,0.013924742,0.01787895,0.064235934,0.001672431,0.002150579,0.188380304,1.621041943,0.000300528,0.051119422,0.099644767,0.022956346,0.054991892,0.048190215,0.004980344,0.379954914,0.004397671,0.004905286,0.468215239
2015/01/02 05:00,0.004086286,0.000647286,0.003978515,0.013944216,0.017976483,0.064104454,0.001676184,0.002141792,0.187710545,1.61854875,0.000299533,0.051256401,0.099819272,0.022946687,0.055031249,0.048127864,0.004946612,0.381299062,0.004411513,0.004911971,0.468807892
2015/01/02 06:00,0.004085689,0.000646182,0.003973796,0.01396369,0.018074015,0.063972975,0.001679936,0.002133004,0.187040786,1.616055557,0.000298538,0.051393381,0.099993777,0.022937027,0.055070607,0.048065514,0.004912881,0.382643209,0.004425356,0.004918656,0.469400546
