,RO_P2HT_OTH,RO_STUR_BIO_CHP,RO_STUR_GAS_CHP
2016-02-06 10:00:00,4267.5854288463215,2076.6192144055854,2513.439137024334
2016-02-06 11:00:00,4191.458984105449,2039.5758697534275,2468.6036700455384
2016-02-06 12:00:00,4238.756479358654,2062.5909655432297,2496.46002526905
2016-02-06 13:00:00,4338.306445558257,2111.032262396052,2555.091020549015
2016-02-06 14:00:00,4541.910901314912,2210.1067699864384,2675.0059973207053
2016-02-06 15:00:00,4774.794758894976,2323.428717827655,2812.165384468856
2016-02-06 16:00:00,4885.6060334882,2377.3497993923347,2877.4288452782275
2016-02-06 17:00:00,4928.849457719702,2398.3921726858684,2902.897512911153
2016-02-06 18:00:00,4789.2092336388105,2330.4428422588326,2820.6549403464974
2016-02-06 19:00:00,4288.7566886263285,2086.921209663878,2525.9081722196206
2016-02-06 20:00:00,3238.7522940051776,1575.9860831302678,1907.4970862576483
2016-02-06 21:00:00,2458.1183961594234,1196.1274069042938,1447.7345757591083
2016-02-06 22:00:00,2086.945671505701,1015.5137028014648,1229.128511909831
2016-02-06 23:00:00,2206.3155404780755,1073.599420747156,1299.4326465215524
2016-02-07 00:00:00,2232.892228287019,1086.5317126671403,1315.0852651709547
2016-02-07 01:00:00,2522.983532506676,1227.690966844594,1485.9375772084964
2016-02-07 02:00:00,3258.1217444422045,1585.411312834663,1918.9049269682296
2016-02-07 03:00:00,4730.199977656241,2301.728770368699,2785.9008209724016
2016-02-07 04:00:00,5707.681546222477,2777.374083357945,3361.598828924988
2016-02-07 05:00:00,5453.17597652666,2653.5309488699613,3211.7051079603743
2016-02-07 06:00:00,5084.25551355166,2474.013201709504,2994.4255372169787
2016-02-07 07:00:00,4730.199977656241,2301.728770368699,2785.9008209724016
2016-02-07 08:00:00,4424.79329402126,2153.1170089831185,2606.0283558148653
2016-02-07 09:00:00,4240.5582887016335,2063.467731097127,2497.5212197537558
2016-02-07 10:00:00,4133.801085130114,2011.5193720287161,2434.6454465349707
2016-02-07 11:00:00,3984.701361998582,1938.967022443721,2346.831602925614
2016-02-07 12:00:00,4010.827597471781,1951.6801229752302,2362.218922953839
2016-02-07 13:00:00,4135.602894473092,2012.3961375826136,2435.706641019676
2016-02-07 14:00:00,4362.180419352731,2122.64940598519,2569.1518474713585
2016-02-07 15:00:00,4622.541869413231,2249.3420285233396,2722.4944505112644
2016-02-07 16:00:00,4771.191140209018,2321.675186719861,2810.0429954994456
2016-02-07 17:00:00,4812.632755097541,2341.840794459497,2834.4504686476657
2016-02-07 18:00:00,4699.11876648985,2286.604564563971,2767.595216111236
2016-02-07 19:00:00,4218.035671914393,2052.5081616734115,2484.2562886949404
2016-02-07 20:00:00,3209.472892181765,1561.738642879438,1890.2526758811885
2016-02-07 21:00:00,2386.046022440254,1161.0567847484047,1405.286796370899
2016-02-07 22:00:00,2156.3153312104014,1049.269176626508,1269.9844995709823
2016-02-07 23:00:00,2337.8476225155596,1137.6033061816538,1376.8998439050342
2016-02-08 00:00:00,2312.1718393781057,1125.1093970386185,1361.7778224979847
2016-02-08 01:00:00,2611.722642648403,1270.8716703740324,1538.201405580229
2016-02-08 02:00:00,3366.680757356704,1638.2364374569713,1982.84189467172
2016-02-08 03:00:00,4876.596986773304,2372.965971622849,2872.1228728547017
2016-02-08 04:00:00,5560.834084769669,2705.917690715321,3275.111478421512
2016-02-08 05:00:00,5267.589614199798,2563.224096818547,3102.4020760357357
2016-02-08 06:00:00,4900.020508232034,2384.3639238235123,2885.918401155869
2016-02-08 07:00:00,4610.379656348122,2243.4238610345333,2715.331387739504
2016-02-08 08:00:00,4336.504636215278,2110.1554968421547,2554.0298260643094
2016-02-08 09:00:00,4170.738176661188,2029.4930658836095,2456.399933471428
2016-02-08 10:00:00,4071.188210461585,1981.0517690307875,2397.7689381914643
2016-02-08 11:00:00,3991.908599370499,1942.4740846593093,2351.0763808644338
2016-02-08 12:00:00,4062.1791637466895,1976.6679412613014,2392.462965767938
2016-02-08 13:00:00,4149.116464545437,2018.9718792368424,2443.6655996549653
2016-02-08 14:00:00,4385.153488475717,2133.8281667973793,2582.68207715135
2016-02-08 15:00:00,4645.064486200472,2260.3015979470547,2735.7593815700798
2016-02-08 16:00:00,4762.632545829867,2317.510550338849,2805.002321697096
2016-02-08 17:00:00,4818.939087797969,2344.909473898137,2838.164649344134
2016-02-08 18:00:00,4722.5422879485795,2298.0025167646354,2781.3907444124043
2016-02-08 19:00:00,4242.360098044613,2064.344496651024,2498.582414238461
2016-02-08 20:00:00,3257.67129210646,1585.1921214461888,1918.6396283470535
2016-02-08 21:00:00,2457.667943823679,1195.9082155158194,1447.4692771379318
2016-02-08 22:00:00,2608.5694762981902,1269.3373306547123,1536.3443152319949
2016-02-08 23:00:00,2748.660152714825,1337.5058524702217,1618.8521864178263
2016-02-09 00:00:00,2805.4171470186716,1365.1239674179844,1652.279812686041
2016-02-09 01:00:00,3086.0489521876875,1501.6802024374779,1817.5608536788804
2016-02-09 02:00:00,3777.943739891714,1838.3581751340132,2225.059535805688
2016-02-09 03:00:00,5372.094556092595,2614.0764989445865,3163.951356148639
2016-02-09 04:00:00,6420.74759370651,3124.354051312773,3781.5665462470824
2016-02-09 05:00:00,6150.02573992388,2992.6200268397147,3622.122074920122
2016-02-09 06:00:00,5841.465889938685,2842.4739257348147,3440.3925194143517
2016-02-09 07:00:00,5545.0682530186,2698.2459921187196,3265.8260266803404
2016-02-09 08:00:00,5263.535543178095,2561.2513743222785,3100.0143884451495
2016-02-09 09:00:00,5032.453494941008,2448.8061920349583,2963.916195781703
2016-02-09 10:00:00,4917.137696990338,2392.6931965855365,2895.999748760569
2016-02-09 11:00:00,4850.470751300105,2360.252871091339,2856.7355528264757
2016-02-09 12:00:00,4896.86734188182,2382.8295841041922,2884.061310807635
2016-02-09 13:00:00,4996.4173080814235,2431.270880957014,2942.692306087599
2016-02-09 14:00:00,5232.454332011703,2546.1271685175516,3081.7087835839843
2016-02-09 15:00:00,5465.788641927515,2659.668307747242,3219.133469353311
2016-02-09 16:00:00,5559.93318009818,2705.479307938372,3274.5808811791594
2016-02-09 17:00:00,5570.29358382031,2710.5207098732812,3280.6827494662143
2016-02-09 18:00:00,5391.914458865365,2623.720920037456,3175.624495480397
2016-02-09 19:00:00,4848.218489621381,2359.1569141489667,2855.4090597205936
2016-02-09 20:00:00,3723.8894596023374,1812.0552085170966,2193.2237012645314
2016-02-09 21:00:00,2892.354447817419,1407.4279053935256,1703.4824465730683
2016-02-09 22:00:00,2992.805318688512,1456.3075850232963,1762.6440390953846
2016-02-09 23:00:00,3136.4996137911066,1526.2296379466004,1847.2742992506269
2016-02-10 00:00:00,3204.5179164885726,1559.3275376062206,1887.3343910482492
2016-02-10 01:00:00,3479.293841292906,1693.034284575548,2049.1665499657965
2016-02-10 02:00:00,4171.1886289969325,2029.7122572720841,2456.665232092605
2016-02-10 03:00:00,5913.538263657854,2877.544547890703,3482.8402988025605
2016-02-10 04:00:00,7060.840362799884,3435.8250143347636,4158.555886938615
2016-02-10 05:00:00,6775.70403427342,3297.076865430527,3990.621859734012
2016-02-10 06:00:00,6486.063182389507,3156.136802641548,3820.034846317647
2016-02-10 07:00:00,6202.728663206022,3018.2654192912087,3653.1620135977496
2016-02-10 08:00:00,5904.979669278702,2873.3799115096913,3477.79962500021
2016-02-10 09:00:00,5664.88857432672,2756.550901452886,3336.395459913239
2016-02-10 10:00:00,5530.203325939022,2691.012676299068,3257.0711721815233
2016-02-10 11:00:00,5468.040903606238,2660.764264689614,3220.459962459193
2016-02-10 12:00:00,5519.392469881147,2685.752082975685,3250.7040052732923
2016-02-10 13:00:00,5618.94243608075,2734.1933798285067,3309.3350005532557
2016-02-10 14:00:00,5867.592125411884,2855.1870262663238,3455.7798394425768
2016-02-10 15:00:00,6080.205627883434,2958.6453616261974,3581.0007886377944
2016-02-10 16:00:00,6129.3049324796175,2982.5372229698964,3609.9183383460113
2016-02-10 17:00:00,6117.142719414508,2976.61905548109,3602.7552755742513
2016-02-10 18:00:00,5938.763594459564,2889.8192656452647,3497.6970215884335
2016-02-10 19:00:00,5342.815154269181,2599.8290586937565,3146.7069457721796
2016-02-10 20:00:00,4135.152442137349,2012.1769461941394,2435.4413423985
2016-02-10 21:00:00,3262.626267799653,1587.6032267194064,1921.557913179993
2016-02-10 22:00:00,3104.5174979532244,1510.6670493649244,1828.438097147109
2016-02-10 23:00:00,3245.058626705605,1579.0547625689082,1911.2112669541168
2016-02-11 00:00:00,3320.284166774988,1615.6597244441175,1955.51613669056
2016-02-11 01:00:00,3591.9069252291083,1747.8321316941247,2115.4912052598734
2016-02-11 02:00:00,4274.342213882494,2079.9070852327,2517.4186163419786
2016-02-11 03:00:00,6051.827130731512,2944.8363041523153,3564.2869755036863
2016-02-11 04:00:00,7221.6518466607795,3514.076340020091,4253.267494698556
2016-02-11 05:00:00,6926.155114412186,3370.286789180946,4079.2315992068993
2016-02-11 06:00:00,6644.622404571681,3233.292171384504,3913.419960971707
2016-02-11 07:00:00,6373.450098453304,3101.3389555229705,3753.7101910235697
2016-02-11 08:00:00,6081.106532554924,2959.083744403146,3581.531385880147
2016-02-11 09:00:00,5837.411818916982,2840.5012032385457,3438.0048318237646
2016-02-11 10:00:00,5699.122951843325,2773.209446976933,3356.5581551226383
2016-02-11 11:00:00,5638.762338853521,2743.837800921376,3321.0081398850134
2016-02-11 12:00:00,5689.213000456939,2768.3872364304984,3350.7215854567594
2016-02-11 13:00:00,5787.411609649307,2816.170959117898,3408.5566848731946
2016-02-11 14:00:00,6042.818084016615,2940.45247638283,3558.981003080161
2016-02-11 15:00:00,6246.872992109013,3039.7461753616903,3679.1612784730273
2016-02-11 16:00:00,6291.017321012005,3061.226931432173,3705.160543348306
2016-02-11 17:00:00,6268.494704224764,3050.267362008458,3691.895612289491
2016-02-11 18:00:00,6084.259698905136,2960.618084122466,3583.388476228381
2016-02-11 19:00:00,5476.59949798539,2664.928901070625,3225.5006362615422
2016-02-11 20:00:00,4253.621406438233,2069.824281362882,2505.2148797678688
2016-02-11 21:00:00,3371.185280714152,1640.4283513417142,1985.494880883483
2016-02-11 22:00:00,3363.5275910064897,1636.702097737651,1980.9848043234854
2016-02-11 23:00:00,3511.7264094665325,1708.816064545698,2068.268050690491
2016-02-12 00:00:00,3591.9069252291083,1747.8321316941247,2115.4912052598734
2016-02-12 01:00:00,3873.439635069614,1884.826749490567,2281.3028434950656
2016-02-12 02:00:00,4580.649802188964,2228.957229395229,2697.821678741868
2016-02-12 03:00:00,6477.955040346101,3152.19135764901,3815.2594711364736
2016-02-12 04:00:00,7722.554844009008,3757.8171640035207,4548.27956144661
2016-02-12 05:00:00,7409.490470666366,3605.4791490138778,4363.897019729077
2016-02-12 06:00:00,7117.146904767984,3463.2239378940517,4191.718214585653
2016-02-12 07:00:00,6848.226860328334,3332.366678974891,4033.334937743398
2016-02-12 08:00:00,6540.56791501463,3182.6589606469392,3852.13597947998
2016-02-12 09:00:00,6282.008274297109,3056.8431036626866,3699.85457092478
2016-02-12 10:00:00,6131.1067418225975,2983.4139885237933,3610.9795328307164
2016-02-12 11:00:00,6069.845224161303,2953.603959691288,3574.898920350739
2016-02-12 12:00:00,6125.701313793659,2980.783691862102,3607.795949376601
2016-02-12 13:00:00,6228.404446343477,3030.7593284342443,3668.284035004799
2016-02-12 14:00:00,6497.774943118873,3161.83577874188,3826.932610468231
2016-02-12 15:00:00,6708.586636247443,3264.4173485478555,3951.0923651787425
2016-02-12 16:00:00,6745.523727778517,3282.3910424027486,3972.8468521152
2016-02-12 17:00:00,6712.640707269145,3266.3900710441244,3953.4800527693296
2016-02-12 18:00:00,6513.991227205685,3169.726668726955,3836.4833608305776
2016-02-12 19:00:00,5868.0425777476285,2855.406217654798,3456.0451380637533
2016-02-12 20:00:00,4569.3884937953435,2223.477444683371,2691.1892132124594
2016-02-12 21:00:00,3638.303515810824,1770.4088447069782,2142.8169632410327
2016-02-12 22:00:00,3805.4213323721474,1851.7288498309463,2241.242751697443
2016-02-12 23:00:00,3928.845272366226,1911.7872902729066,2313.9345738997513
2016-02-13 00:00:00,4028.845690901573,1960.4477785142028,2372.8308678008916
2016-02-13 01:00:00,4299.567544684203,2092.181802987261,2532.275339127852
2016-02-13 02:00:00,5015.78675851845,2440.6961106614094,2954.1001467981805
2016-02-13 03:00:00,6926.60556674793,3370.50598056942,4079.4968978280754
2016-02-13 04:00:00,8313.097856170452,4045.177074293337,4896.086053808748
2016-02-13 05:00:00,7942.375583852476,3864.7825615789825,4677.745288580648
2016-02-13 06:00:00,7720.753034666028,3756.940398449623,4547.218366961904
2016-02-13 07:00:00,7438.319420154034,3619.5073978762334,4380.8761314843605
2016-02-13 08:00:00,7136.065902869267,3472.4299762099727,4202.860756675058
2016-02-13 09:00:00,6860.389073393444,3338.284846463697,4040.4980005151583
2016-02-13 10:00:00,6700.478494204036,3260.4719035553176,3946.3169899975687
2016-02-13 11:00:00,6594.171742968261,3208.742735875381,3883.7065153999606
2016-02-13 12:00:00,6670.298187709133,3245.7860805275395,3928.5419823787565
2016-02-13 13:00:00,6762.64091653682,3290.7203151647723,3982.9281997198996
2016-02-13 14:00:00,7048.227697399029,3429.6876554574833,4151.1275255456785
2016-02-13 15:00:00,7234.714964397381,3520.4328902858465,4260.96115471267
2016-02-13 16:00:00,7278.859293300371,3541.913646356328,4286.960419587947
2016-02-13 17:00:00,7220.750941989291,3513.637957243143,4252.736897456204
2016-02-13 18:00:00,6977.957133022839,3395.4937988554916,4109.740940642175
2016-02-13 19:00:00,6292.819130354985,3062.10369698607,3706.2217378330115
2016-02-13 20:00:00,5011.732687496746,2438.7233881651405,2951.7124592075934
2016-02-13 21:00:00,4061.2782590751995,1976.2295584843523,2391.932368525585
2016-02-13 22:00:00,4187.855365419491,2037.8223386456332,2466.4812810761277
2016-02-13 23:00:00,4272.08995220377,2078.8111282903283,2516.092123236097
2016-02-14 00:00:00,4368.036299717414,2125.498894035356,2572.6007295466507
2016-02-14 01:00:00,4644.163581528983,2259.8632151701063,2735.228784327727
2016-02-14 02:00:00,5381.1036028074905,2618.460326714073,3169.257328572166
2016-02-14 03:00:00,7300.931457751866,3552.6540243915692,4299.960052025586
2016-02-14 04:00:00,8691.027365860347,4229.07864922328,5118.67159697567
2016-02-14 05:00:00,8226.61100770745,4003.0923277062707,4845.148718542898
2016-02-14 06:00:00,7995.078507134617,3890.427954030476,4708.785227258275
2016-02-14 07:00:00,7749.581984153696,3770.9686473119787,4564.197478717188
2016-02-14 08:00:00,7462.193393948508,3631.1245414653713,4394.936958406704
2016-02-14 09:00:00,7206.336467245457,3506.623832811965,4244.247341578563
2016-02-14 10:00:00,7049.128602070518,3430.1260382344317,4151.658122788031
2016-02-14 11:00:00,6910.389282661118,3362.615090584345,4069.9461474657287
2016-02-14 12:00:00,6984.713918059009,3398.7816696826058,4113.720419959819
2016-02-14 13:00:00,7038.768198348387,3425.0846362995226,4145.556254500976
2016-02-14 14:00:00,7369.850665120823,3586.190306828139,4340.550741065563
2016-02-14 15:00:00,7557.238836790663,3677.3739244334492,4450.914967474904
2016-02-14 16:00:00,7591.473214307268,3694.0324699574976,4471.077662684305
2016-02-14 17:00:00,7513.995412559162,3656.331551139917,4425.44629984198
2016-02-14 18:00:00,7273.003412935689,3539.0641583061624,4283.511537512656
2016-02-14 19:00:00,6589.216767275068,3206.3316306021643,3880.7882305670214
2016-02-14 20:00:00,5350.022391641098,2603.336120909345,3150.951723711
2016-02-14 21:00:00,4402.27067723402,2142.157439559403,2592.76342475605
2016-02-14 22:00:00,4300.918901691438,2092.839377152684,2533.0712349913806
2016-02-14 23:00:00,4417.586056649343,2149.60994676753,2601.7835778760445
2016-02-15 00:00:00,4490.559335040003,2185.1189517003677,2644.761954506607
2016-02-15 01:00:00,4809.930041083072,2340.5256461286504,2832.858676920607
2016-02-15 02:00:00,5606.329770679895,2728.0560209512264,3301.906639160319
2016-02-15 03:00:00,7600.93271335791,3698.6354891154583,4476.648933729008
2016-02-15 04:00:00,8689.676008853114,4228.421075057858,5117.8757011121415
2016-02-15 05:00:00,8186.5207498261625,3983.584294132057,4821.537141258206
2016-02-15 06:00:00,8006.3398155282375,3895.907738742334,4715.417692787683
2016-02-15 07:00:00,7750.032436489442,3771.1878387004535,4564.4627773383645
2016-02-15 08:00:00,7473.905154677874,3636.8235175657032,4401.834722557289
2016-02-15 09:00:00,7245.07536811951,3525.4742922207547,4267.063022999724
2016-02-15 10:00:00,7086.065693601593,3448.099732089325,4173.412609724488
2016-02-15 11:00:00,6975.7048713441145,3394.3978419131195,4108.414447536293
2016-02-15 12:00:00,7072.1016711935035,3441.3047990466216,4165.1883524680225
2016-02-15 13:00:00,7184.714755129706,3496.102646165198,4231.5130077621
2016-02-15 14:00:00,7501.833199494052,3650.41338365111,4418.283237070219
2016-02-15 15:00:00,7723.455748680498,3758.255546780469,4548.8101586889625
2016-02-15 16:00:00,7754.53695984689,3773.379752585196,4567.115763550128
2016-02-15 17:00:00,7676.158253427293,3735.2404509906664,4520.95380346545
2016-02-15 18:00:00,7443.2743958472265,3621.9185031494503,4383.7944163173
2016-02-15 19:00:00,6767.595892230013,3293.1314204379896,3985.8464845528392
2016-02-15 20:00:00,5488.311258714755,2670.627877170957,3232.398400412126
2016-02-15 21:00:00,4524.793712556609,2201.777497224415,2664.924649716006
2016-02-15 22:00:00,4536.5054732859735,2207.4764733247466,2671.8224138665896
2016-02-15 23:00:00,4657.226699265582,2266.219765435861,2742.9224443418398
2016-02-16 00:00:00,4768.037973858805,2320.140847000541,2808.1859051512115
2016-02-16 01:00:00,5077.498728515489,2470.7253308823892,2990.4460578993344
2016-02-16 02:00:00,5843.718151617409,2843.569882677186,3441.719012520233
2016-02-16 03:00:00,7840.5733559741475,3815.2453077837886,4617.787800194802
2016-02-16 04:00:00,9327.516516267762,4538.796081137477,5493.538548697792
2016-02-16 05:00:00,8877.064180522955,4319.60469266317,5228.239927521486
2016-02-16 06:00:00,8696.883246225028,4231.928137273447,5122.120479050962
2016-02-16 07:00:00,8438.32360550751,4106.112280289194,4969.839070495762
2016-02-16 08:00:00,8109.943852749544,3946.3217580914243,4776.436375658233
2016-02-16 09:00:00,7780.6631953200895,3786.092853116706,4582.503083578354
2016-02-16 10:00:00,7630.212115181323,3712.882929366288,4493.893344105467
2016-02-16 11:00:00,7502.734104165542,3650.851766428059,4418.813834312572
2016-02-16 12:00:00,7571.653311534497,3684.3880488646273,4459.404523352547
2016-02-16 13:00:00,7644.626589925157,3719.897053797466,4502.382899983109
2016-02-16 14:00:00,7973.006342683123,3879.687575995236,4695.785594820637
2016-02-16 15:00:00,8183.8180358116915,3982.269145801211,4819.945349531148
2016-02-16 16:00:00,8217.151508656809,3998.48930854831,4839.577447498195
2016-02-16 17:00:00,8127.061041507847,3954.651030853449,4786.517723262935
2016-02-16 18:00:00,7818.951643858397,3804.7241211370224,4605.05346637834
2016-02-16 19:00:00,7082.011622579888,3446.1270095930554,4171.024922133901
2016-02-16 20:00:00,5775.699848919943,2810.4719830175654,3401.65892072261
2016-02-16 21:00:00,4763.533450501357,2317.948933115798,2805.532918939449
2016-02-16 22:00:00,4780.65063925966,2326.278205877821,2815.614266544148
2016-02-16 23:00:00,4882.903319473731,2376.034651061489,2875.83705355117
2016-02-17 00:00:00,4993.714594066954,2429.9557326261684,2941.100514360541
2016-02-17 01:00:00,5298.67082536619,2578.3483026232743,3120.707680896901
2016-02-17 02:00:00,6024.349538251077,2931.465629455383,3548.103759611932
2016-02-17 03:00:00,8025.709265965264,3905.3329684467294,4726.825533498265
2016-02-17 04:00:00,9664.45486340488,4702.751239716258,5691.98191733767
2016-02-17 05:00:00,9146.43467729835,4450.681142970806,5386.888502984917
2016-02-17 06:00:00,9013.55123825363,4386.019683370885,5308.625409737907
2016-02-17 07:00:00,8684.72103315992,4226.00996978464,5114.957416279201
2016-02-17 08:00:00,8355.440375730464,4065.781064809922,4921.024124199322
2016-02-17 09:00:00,8036.069669687395,3910.3743703816385,4732.92740178532
2016-02-17 10:00:00,7860.393258746919,3824.8897288766584,4629.46093952656
2016-02-17 11:00:00,7709.491726272408,3751.460613737766,4540.585901432497
2016-02-17 12:00:00,7793.726313056688,3792.4494033824617,4590.196743592467
2016-02-17 13:00:00,7907.240301664379,3847.6856332779867,4657.051996128896
2016-02-17 14:00:00,8236.97141142958,4008.13372964118,4851.250586829953
2016-02-17 15:00:00,8419.404607406228,4096.9062419732745,4958.696528406358
2016-02-17 16:00:00,8399.134252297712,4087.0426294919303,4946.758090453423
2016-02-17 17:00:00,8321.20599821386,4049.1225192858747,4900.861428989922
2016-02-17 18:00:00,8037.871479030375,3911.251135935536,4733.9885962700255
2016-02-17 19:00:00,7268.048437242495,3536.6530530329446,4280.593252679716
2016-02-17 20:00:00,5988.313351391493,2913.9303183774387,3526.879869917828
2016-02-17 21:00:00,4981.101928666099,2423.818373748888,2933.6721529676047
2016-02-17 22:00:00,4596.866086275778,2236.8481193803036,2707.3724291042145
2016-02-17 23:00:00,4712.181884226448,2292.9611148297263,2775.2888761253494
2016-02-18 00:00:00,4822.542706483926,2346.6630050059316,2840.287038313544
2016-02-18 01:00:00,5135.607079826569,2499.0010199955755,3024.669580031078
2016-02-18 02:00:00,5882.907504827208,2862.6395334744507,3464.799992562572
2016-02-18 03:00:00,7903.186230642676,3845.712910781718,4654.664308538309
2016-02-18 04:00:00,9449.589099254605,4598.196947414013,5565.434475036571
2016-02-18 05:00:00,8981.118670080006,4370.237903400735,5289.523909013214
2016-02-18 06:00:00,8832.469399284219,4297.904745204213,5201.975364025031
2016-02-18 07:00:00,8513.098693241147,4142.49805077593,5013.87864161103
2016-02-18 08:00:00,8184.718940483182,3982.7075285781593,4820.475946773501
2016-02-18 09:00:00,7870.753662469051,3829.931130811568,4635.562807813615
2016-02-18 10:00:00,7703.635845907726,3748.6111256876,4537.137019357206
2016-02-18 11:00:00,7563.094717155346,3680.2234124836164,4454.363849550197
2016-02-18 12:00:00,7651.3833749613295,3723.1849246245806,4506.362379300754
2016-02-18 13:00:00,7755.888316854124,3774.0373267506197,4567.911659413657
2016-02-18 14:00:00,8073.457213554215,3928.5672556250056,4754.947187342953
2016-02-18 15:00:00,8261.746289895545,4020.1892560072665,4865.84201099465
2016-02-18 16:00:00,8260.845385224055,4019.7508732303177,4865.311413752297
2016-02-18 17:00:00,8182.917131140203,3981.8307630242634,4819.414752288797
2016-02-18 18:00:00,7903.186230642676,3845.712910781718,4654.664308538309
2016-02-18 19:00:00,7131.561379511819,3470.2380623252297,4200.207770463295
2016-02-18 20:00:00,5816.691011472721,2830.4183993687275,3425.8010952496547
2016-02-18 21:00:00,4813.533659769029,2342.2791772364453,2834.9810658900183
2016-02-18 22:00:00,4679.749316052822,2277.1793348595766,2756.187375400655
2016-02-18 23:00:00,4794.164209332004,2332.8539475320504,2823.5732251794375
2016-02-19 00:00:00,4904.074579253737,2386.336646319781,2888.3060887464558
2016-02-19 01:00:00,5214.886690917656,2537.5787043670534,3071.3621373581086
2016-02-19 02:00:00,5962.187115918294,2901.2172178459286,3511.4925498896014
2016-02-19 03:00:00,8001.83529217079,3893.7158248575915,4712.764706575921
2016-02-19 04:00:00,9605.896059758055,4674.256359214599,5657.493096584751
2016-02-19 05:00:00,9114.002109124724,4434.899363000656,5367.787002260224
2016-02-19 06:00:00,8957.24469628553,4358.620759811596,5275.463082090868
2016-02-19 07:00:00,8630.666752870544,4199.707003167724,5083.121581738045
2016-02-19 08:00:00,8295.98066741215,4036.8478015313135,4886.004706204049
2016-02-19 09:00:00,7977.060413704825,3881.660298491504,4698.173282411223
2016-02-19 10:00:00,7802.28490743584,3796.614039763473,4595.2374173948165
2016-02-19 11:00:00,7661.743778683458,3728.226326559489,4512.464247587808
2016-02-19 12:00:00,7746.428817803484,3769.4343075926586,4562.340388368954
2016-02-19 13:00:00,7858.140997068196,3823.7937719342876,4628.134446420679
2016-02-19 14:00:00,8185.619845154672,3983.1459113551077,4821.006544015853
2016-02-19 15:00:00,8376.161183174725,4075.8638686797394,4933.227860773431
2016-02-19 16:00:00,8367.602588795575,4071.699232298729,4928.187186971082
2016-02-19 17:00:00,8292.377048726192,4035.094270423519,4883.882317234638
2016-02-19 18:00:00,8012.646148228666,3898.976418180974,4719.131873484152
2016-02-19 19:00:00,7238.769035419084,3522.405612782115,4263.348842303256
2016-02-19 20:00:00,5916.240977672323,2878.8596962215493,3484.432090529618
2016-02-19 21:00:00,4897.317794217565,2383.0487754926667,2884.3266094288115
2016-02-19 22:00:00,4718.938669262621,2296.2489856568413,2779.268355442994
2016-02-19 23:00:00,4801.821899039665,2336.5802011361134,2828.0833017394343
2016-02-20 00:00:00,4918.038601661827,2393.131579362485,2896.5303460029218
2016-02-20 01:00:00,5204.075834859781,2532.31811104367,3064.9949704498767
2016-02-20 02:00:00,5925.250024387219,2883.2435239910355,3489.738062953145
2016-02-20 03:00:00,7944.177393195454,3865.65932713288,4678.806483065354
2016-02-20 04:00:00,9677.067528805735,4708.8885985935385,5699.4102787306065
2016-02-20 05:00:00,9143.281510948136,4449.146803251485,5385.031412636683
2016-02-20 06:00:00,8974.812337379579,4367.169223962094,5285.8097283167435
2016-02-20 07:00:00,8651.387560314804,4209.789807037542,5095.325318312156
2016-02-20 08:00:00,8323.908712228327,4050.43766761672,4902.45322071698
2016-02-20 09:00:00,8003.637101513769,3894.5925904114883,4713.825901060626
2016-02-20 10:00:00,7820.303000865632,3805.381695302446,4605.84936224187
2016-02-20 11:00:00,7670.752825398354,3732.6101543289747,4517.770220011334
2016-02-20 12:00:00,7758.5910308685925,3775.352475081465,4569.503451140714
2016-02-20 13:00:00,7871.65456714054,3830.3695135885155,4636.093405055966
2016-02-20 14:00:00,8208.592914277657,3994.324672167298,4834.536773695846
2016-02-20 15:00:00,8382.467515875154,4078.93254811838,4936.942041469899
2016-02-20 16:00:00,8397.332442954732,4086.165863938032,4945.696895968717
2016-02-20 17:00:00,8312.196951498965,4044.738691516389,4895.555456566396
2016-02-20 18:00:00,8029.763336986966,3907.305690942998,4729.213221088851
2016-02-20 19:00:00,7272.552960599944,3538.8449669176885,4283.24623889148
2016-02-20 20:00:00,5970.745710297446,2905.3818542269405,3516.5332236919517
2016-02-20 21:00:00,4942.81348012779,2405.1871057285716,2911.1217701676183
2016-02-20 22:00:00,4766.686616851571,2319.4832728351175,2807.3900092876825
2016-02-20 23:00:00,4835.605824220526,2353.0195552716864,2847.980698327657
2016-02-21 00:00:00,4927.047648376723,2397.5154071319707,2901.8363184264476
2016-02-21 01:00:00,5203.625382524035,2532.0989196551955,3064.7296718287002
2016-02-21 02:00:00,5932.006809423392,2886.53139481815,3493.717542270789
2016-02-21 03:00:00,7960.393677282269,3873.550217117955,4688.3572334277005
2016-02-21 04:00:00,9673.463910119775,4707.135067485744,5697.287889761195
2016-02-21 05:00:00,9063.551447521304,4410.349927491532,5338.073556688476
2016-02-21 06:00:00,8801.388188117826,4282.780539399486,5183.669759163865
2016-02-21 07:00:00,8525.26090630626,4148.416218264736,5021.041704382789
2016-02-21 08:00:00,8213.097437635106,3996.5165860520415,4837.189759907609
2016-02-21 09:00:00,7927.510656772897,3857.5492457593305,4668.99043408183
2016-02-21 10:00:00,7749.581984153696,3770.9686473119787,4564.197478717188
2016-02-21 11:00:00,7600.4822610221645,3698.4162977269834,4476.383635107831
2016-02-21 12:00:00,7658.1401599975,3726.4727954516943,4510.341858618397
2016-02-21 13:00:00,7745.0774607962485,3768.776733427236,4561.544492505425
2016-02-21 14:00:00,8118.95289946444,3950.705585860911,4781.742348081761
2016-02-21 15:00:00,8316.251022520668,4046.7114140126578,4897.943144156983
