,RO_P2HT_OTH,RO_STUR_BIO_CHP,RO_COMC_GAS_CHP,RO_GTUR_GAS_CHP
2016-01-02 23:00:00,5672.095811698637,3279.15784941842,750.1430045072256,2071.3973475948883
2016-01-03 00:00:00,5735.159138702909,3315.616084720086,758.4832221558128,2094.4274959957206
2016-01-03 01:00:00,5968.493448618721,3450.51155533625,789.3420274555859,2179.6390450788012
2016-01-03 02:00:00,6524.80208326356,3772.1252738902326,862.9146617127669,2382.7978541861467
2016-01-03 03:00:00,8684.72103315992,5020.8198329722945,1148.5671161768828,3171.5804369146636
2016-01-03 04:00:00,11331.578957996418,6551.024051776508,1498.6179654847338,4138.1886655096105
2016-01-03 05:00:00,10287.430443739951,5947.379841567493,1360.527790417409,3756.875208415824
2016-01-03 06:00:00,9886.52786492707,5715.609631435474,1307.5078353656756,3610.469265010531
2016-01-03 07:00:00,9499.58930852228,5491.912316263108,1256.3346427932718,3469.1628544654222
2016-01-03 08:00:00,9131.119297883026,5278.892055714802,1207.6039425322401,3334.6009873805574
2016-01-03 09:00:00,8810.397234832722,5093.4758876091855,1165.187978490853,3217.4762326563227
2016-01-03 10:00:00,8554.990760465414,4945.820034637439,1131.4100970140746,3124.204131632951
2016-01-03 11:00:00,8416.701893391759,4865.872332940215,1113.1211911703867,3073.7023062111252
2016-01-03 12:00:00,8370.305302810044,4839.049488396846,1106.9851739003545,3056.758697030513
2016-01-03 13:00:00,8614.000016447986,4979.934526241141,1139.2141578138242,3145.75377049373
2016-01-03 14:00:00,9072.110041900456,5244.777564111099,1199.7998817324903,3313.051348519778
2016-01-03 15:00:00,9334.273301303936,5396.339656579456,1234.4713579573324,3408.79096544324
2016-01-03 16:00:00,9204.092576273684,5321.079442278159,1217.2547658113199,3361.250159101521
2016-01-03 17:00:00,9204.993480945175,5321.6002742110395,1217.3739117777282,3361.579161221533
2016-01-03 18:00:00,9015.35304759661,5211.965152339601,1192.2936858487624,3292.3242149590296
2016-01-03 19:00:00,8339.224091643653,4821.080786712453,1102.8746380592652,3045.4081238901026
2016-01-03 20:00:00,7129.309117833094,4121.603500853346,942.861605172797,2603.5582767141277
2016-01-03 21:00:00,5896.8715272352965,3409.105416672215,779.8699231261188,2153.4833765378557
2016-01-03 22:00:00,6110.8363867140815,3532.803000731439,808.1670901481116,2231.621380040681
2016-01-03 23:00:00,6094.169650291523,3523.1676099731417,805.9628897695563,2225.534840820461
2016-01-04 00:00:00,6177.953784740058,3571.6049797310698,817.0434646455368,2256.1320379815675
2016-01-04 01:00:00,6398.675429255014,3699.208803286901,846.2342264155924,2336.7375573844815
2016-01-04 02:00:00,6965.344467621983,4026.812089069014,921.1770392864698,2543.679890871963
2016-01-04 03:00:00,9209.498004302623,5324.204433875444,1217.9696416097702,3363.2241718215923
2016-01-04 04:00:00,11613.562120172668,6714.044446768242,1535.9106529705598,4241.166329073333
2016-01-04 05:00:00,10595.089389053657,6125.243946646336,1401.2161379458746,3869.2294323998863
2016-01-04 06:00:00,10139.23162527991,5861.702988608578,1340.928278943229,3702.754359673868
2016-01-04 07:00:00,9750.040807196394,5636.70359360401,1289.4572214548043,3560.625443828729
2016-01-04 08:00:00,9421.661054438428,5446.860354068906,1246.028516698946,3440.7041710843937
2016-01-04 09:00:00,9156.79508102048,5293.735765801908,1210.9996025748792,3343.977547800896
2016-01-04 10:00:00,8869.406490815292,5127.590379212888,1172.9920392906029,3239.0258715171026
2016-01-04 11:00:00,8771.207881622926,5070.819698528866,1160.0051289520884,3203.164640435806
2016-01-04 12:00:00,8725.261743376954,5044.257269951938,1153.9286846652606,3186.3855323151993
2016-01-04 13:00:00,9025.713451318741,5217.954719567732,1193.6638644624586,3296.107739339166
2016-01-04 14:00:00,9524.81463932399,5506.495610383775,1259.670729852707,3478.374913825756
2016-01-04 15:00:00,9820.76182390833,5677.588900335164,1298.810179817863,3586.452110249663
2016-01-04 16:00:00,9692.38290822106,5603.370349899631,1281.8318796046676,3539.5693081479685
2016-01-04 17:00:00,9702.292859607445,5609.0995011613195,1283.1424852351595,3543.1883314680986
2016-01-04 18:00:00,9520.760568302287,5504.15186668581,1259.134573003869,3476.894404285702
2016-01-04 19:00:00,8884.721870230616,5136.444522071864,1175.0175207195457,3244.6189075573047
2016-01-04 20:00:00,7559.941550805132,4370.561164770437,999.8133771160076,2760.8212900798135
2016-01-04 21:00:00,6345.972505972872,3668.7401352133656,839.2641873807015,2317.4909333637856
2016-01-04 22:00:00,6171.6474520396305,3567.959156200903,816.209442880678,2253.829023141484
2016-01-04 23:00:00,6154.980715617073,3558.3237654426052,814.0052425021227,2247.7424839212636
2016-01-05 00:00:00,6245.521635101779,3610.6673746971405,825.979412126166,2280.807196982459
2016-01-05 01:00:00,6509.486703848237,3763.271131031257,860.8891802838243,2377.2048181459445
2016-01-05 02:00:00,7032.011413312217,4065.3536521022043,929.9938408006908,2568.026047752843
2016-01-05 03:00:00,9186.524935179637,5310.92321958698,1214.9314194663561,3354.8346177612893
2016-01-05 04:00:00,12146.44723335878,7022.11653506732,1606.3854921011227,4435.771083060369
2016-01-05 05:00:00,11101.39781443082,6417.951492925426,1468.1761710673898,4054.128623846571
2016-01-05 06:00:00,10651.395931021758,6157.795942451395,1408.662760846399,3889.7920649006296
2016-01-05 07:00:00,10186.979572868859,5889.307081051268,1347.2430151628737,3720.191472034498
2016-01-05 08:00:00,9806.79780150024,5669.51600537551,1296.963417338533,3581.3525773894785
2016-01-05 09:00:00,9429.769196481833,5451.547841464835,1247.1008303966216,3443.6651901645005
2016-01-05 10:00:00,9121.209346496642,5273.162904453113,1206.293336901748,3330.981964060427
2016-01-05 11:00:00,9002.28992986001,5204.413089312827,1190.5660693358402,3287.5536842188562
2016-01-05 12:00:00,8915.35262906126,5154.1528077898165,1179.068483577431,3255.804979637709
2016-01-05 13:00:00,9234.27288276859,5338.527312029671,1221.2461556860012,3372.27173012192
2016-01-05 14:00:00,9729.319999752133,5624.724459147748,1286.7168642274114,3553.0583950684554
2016-01-05 15:00:00,10031.123064701154,5799.203156662865,1326.6307629742223,3663.2741052724405
2016-01-05 16:00:00,9838.77991733812,5688.005538992783,1301.1930991460308,3593.0321526499006
2016-01-05 17:00:00,9830.671775294715,5683.318051596855,1300.1207854483553,3590.071133569794
2016-01-05 18:00:00,9598.688822386139,5549.203828880012,1269.440699098195,3505.353087666731
2016-01-05 19:00:00,8926.163485119137,5160.402790984388,1180.4982351743315,3259.753005077852
2016-01-05 20:00:00,7740.572937438799,4474.987967313065,1023.7021433808897,2826.786215142198
2016-01-05 21:00:00,6401.828595605228,3701.031715051984,846.6512372980217,2337.8890648045226
2016-01-05 22:00:00,6091.466936277055,3521.605114174499,805.6054518703312,2224.5478344604253
2016-01-05 23:00:00,6079.755175547689,3514.8342990470464,804.0565543070221,2220.2708069002706
2016-01-06 00:00:00,6167.142928682182,3565.3549965364987,815.6137130486361,2252.1840125414246
2016-01-06 01:00:00,6431.558449764385,3718.2191688370553,850.5830541894986,2348.7461347649155
2016-01-06 02:00:00,6950.929992878149,4018.478778142919,919.2707038239356,2538.4158569517726
2016-01-06 03:00:00,9098.236277373657,5259.881690164649,1203.255114758334,3322.592410000124
2016-01-06 04:00:00,12020.320579350235,6949.200064463988,1589.7050568039483,4389.7107862587045
2016-01-06 05:00:00,10986.98292115164,6351.805837449546,1453.0446333335242,4012.3453546050605
2016-01-06 06:00:00,10577.972200295353,6115.348139921597,1398.952364584115,3862.9783921196604
2016-01-06 07:00:00,10080.222369297338,5827.5884970048755,1333.1242181434793,3681.2047208130884
2016-01-06 08:00:00,9711.30190632234,5614.307820490129,1284.3339448992435,3546.4783526682177
2016-01-06 09:00:00,9326.615611596273,5391.912585149967,1233.4586172428608,3405.9944474231384
2016-01-06 10:00:00,9027.965712997466,5219.256799399935,1193.9617293784797,3296.930244639196
2016-01-06 11:00:00,8893.280464609768,5141.392425434234,1176.1494074004252,3247.7444276974174
2016-01-06 12:00:00,8836.523470305921,5108.580013662734,1168.6432115166965,3227.017294136668
2016-01-06 13:00:00,9161.750056713674,5296.600341432753,1211.6549053901254,3345.7870594609617
2016-01-06 14:00:00,9634.725009245723,5570.03710619525,1274.2065377545305,3518.513172467207
2016-01-06 15:00:00,9913.104552736017,5730.974173455462,1311.0226413747232,3620.1748275508826
2016-01-06 16:00:00,9706.797382964894,5611.703660825725,1283.7382150672015,3544.833342068158
2016-01-06 17:00:00,9725.716381066173,5622.641131416225,1286.2402803617779,3551.7423865884084
2016-01-06 18:00:00,9506.796545894196,5496.078971726155,1257.2878105245388,3471.794871425517
2016-01-06 19:00:00,8796.883664760378,5085.663408615972,1163.4007889947275,3212.5412008561448
2016-01-06 20:00:00,7593.275023650247,4389.831946287031,1004.2217778731178,2772.9943685202534
2016-01-06 21:00:00,6304.530891084349,3644.7818663008425,833.7834729259156,2302.3568358432385
2016-01-06 22:00:00,5987.412446720004,3461.44902592675,791.8440927501622,2186.5480895990513
2016-01-06 23:00:00,5977.952947669362,3455.9802906315003,790.5930601028741,2183.0935673389267
2016-01-07 00:00:00,6065.340700803856,3506.5009881209517,802.1502188444879,2215.0067729800803
2016-01-07 01:00:00,6325.25169852861,3656.761000757104,836.5238301533086,2309.923884603512
2016-01-07 02:00:00,6847.325955656843,3958.5831058616104,905.5689176869706,2500.5806131504046
2016-01-07 03:00:00,8984.722288765965,5194.256866621649,1188.242722990877,3281.138142878625
2016-01-07 04:00:00,11876.626284247639,6866.127371169478,1570.7012751618097,4337.234948116807
2016-01-07 05:00:00,10842.838173713302,6268.472728188595,1433.9812787081821,3959.7050154031576
2016-01-07 06:00:00,10440.584237893188,6035.921270157253,1380.7826047068356,3812.8055688178465
2016-01-07 07:00:00,9948.690287259855,5751.547034804259,1315.7289070478546,3633.170411291352
2016-01-07 08:00:00,9583.373442970815,5540.349686021036,1267.4152176692521,3499.760051626529
2016-01-07 09:00:00,9201.840314594961,5319.777362445956,1216.9569008952988,3360.427653801491
2016-01-07 10:00:00,8912.649915046793,5152.590311991174,1178.7110456782054,3254.817973277673
2016-01-07 11:00:00,8773.460143301649,5072.121778361067,1160.3029938681093,3203.9871457358354
2016-01-07 12:00:00,8719.856315348015,5041.132278354651,1153.2138088668098,3184.411519595127
2016-01-07 13:00:00,9042.380187741299,5227.590110326029,1195.8680648410138,3302.194278559386
2016-01-07 14:00:00,9505.895641222709,5495.558139793275,1257.1686645581306,3471.4658693055053
2016-01-07 15:00:00,9782.923827705765,5655.7139591541645,1293.8060492287104,3572.6340212091627
2016-01-07 16:00:00,9584.274347642306,5540.8705179539165,1267.5343636356606,3500.0890537465407
2016-01-07 17:00:00,9604.54470275082,5552.589236443739,1270.2151478798494,3507.4916014468085
2016-01-07 18:00:00,9382.922153564374,5424.464580955026,1240.9052401433853,3426.557079923882
2016-01-07 19:00:00,8676.612891116514,5016.132345576367,1147.4948024792075,3168.619417834557
2016-01-07 20:00:00,7478.409678035321,4323.425874844711,989.030667156048,2731.0465982187366
2016-01-07 21:00:00,6200.926853863042,3584.8861940195334,820.0816867889506,2264.5215920418705
2016-01-07 22:00:00,5894.168813220827,3407.5429208735727,779.5124852268938,2152.4963701778206
2016-01-07 23:00:00,5888.763385191889,3404.4179292762865,778.7976094284434,2150.5223574577485
2016-01-08 00:00:00,5976.151138326382,3454.9386267657383,790.3547681700572,2182.4355630989025
2016-01-08 01:00:00,6238.314397729862,3606.5007192340927,825.0262443948988,2278.1751800223637
2016-01-08 02:00:00,6763.091368872565,3909.885320137242,894.4287698277863,2469.8189149292925
2016-01-08 03:00:00,8875.262371179975,5130.975786776615,1173.7664880722575,3241.1643852971797
2016-01-08 04:00:00,11695.09399294248,6761.179736693968,1546.6933629305192,4270.94102093441
2016-01-08 05:00:00,10690.134831895812,6180.191715565275,1413.78603740196,3903.9391560611416
2016-01-08 06:00:00,10301.844918483785,5955.7131524935885,1362.4341258799434,3762.139242336015
2016-01-08 07:00:00,9821.662728579819,5678.109732268045,1298.9293257842712,3586.7811123696747
2016-01-08 08:00:00,9460.399955312481,5469.256127182787,1251.151793254507,3454.8512622449052
2016-01-08 09:00:00,9085.173159637056,5252.329627137874,1201.5274982454123,3317.821879259951
2016-01-08 10:00:00,8800.036831110592,5087.4863203810555,1163.8177998771569,3213.6927082761867
2016-01-08 11:00:00,8664.450678051406,5009.101114482473,1145.886331932694,3164.177889214396
2016-01-08 12:00:00,8617.1531827982,4981.757438006224,1139.6311686962536,3146.905277913772
2016-01-08 13:00:00,8924.36167577616,5159.361127118626,1180.2599432415147,3259.095000837828
2016-01-08 14:00:00,9382.471701228631,5424.204164988585,1240.8456671601812,3426.392578863876
2016-01-08 15:00:00,9653.19355501126,5580.714160819309,1276.6490300659025,3525.2577159274506
2016-01-08 16:00:00,9459.048598305248,5468.474879283465,1250.9730743048942,3454.357759064887
2016-01-08 17:00:00,9475.715334727805,5478.110270041763,1253.1772746834495,3460.4442982851074
2016-01-08 18:00:00,9254.092785541361,5349.985614553051,1223.8673669469856,3379.5097767621814
2016-01-08 19:00:00,8548.684427764989,4942.174211107273,1130.5760752492158,3121.901116792868
2016-01-08 20:00:00,7363.544332420395,4257.019803402391,973.8395564389782,2689.09882791722
2016-01-08 21:00:00,6104.980506349399,3529.417593167713,807.392641366457,2229.4828662606037
2016-01-08 22:00:00,6250.927063130717,3613.7923662944263,826.6942879246163,2282.7812097025308
2016-01-08 23:00:00,6200.926853863042,3584.8861940195334,820.0816867889506,2264.5215920418705
2016-01-09 00:00:00,6287.413702326047,3634.8860595761043,831.5196995641562,2296.1057955630126
2016-01-09 01:00:00,6514.44167954143,3766.135706662102,861.5444830990706,2379.0143298060098
2016-01-09 02:00:00,7004.083368496037,4049.2078621828946,926.3003158420306,2557.8269820324745
2016-01-09 03:00:00,9165.804127735377,5298.944085130718,1212.1910622389632,3347.2675690010155
2016-01-09 04:00:00,12188.339300583046,7046.335219946283,1611.9257795391127,4451.069681640922
2016-01-09 05:00:00,11150.94757136275,6446.597249233877,1474.7291992198511,4072.223740447225
2016-01-09 06:00:00,10718.062876711989,6196.337505484584,1417.4795623606196,3914.13822178151
2016-01-09 07:00:00,10246.88973352292,5923.942404587851,1355.1662219290317,3742.0701130152893
2016-01-09 08:00:00,9860.401629453872,5700.505505381926,1304.0526023398322,3600.9282035301862
2016-01-09 09:00:00,9465.80538334142,5472.381118780073,1251.8666690529574,3456.825274964977
2016-01-09 10:00:00,9141.930153940903,5285.142038909374,1209.033694129141,3338.5490128207
2016-01-09 11:00:00,9026.163903654486,5218.215135534172,1193.7234374456627,3296.272240399172
2016-01-09 12:00:00,8999.587215845542,5202.850593514184,1190.2086314366152,3286.5666778588206
2016-01-09 13:00:00,9298.23711444435,5375.506379264217,1229.7055193009965,3395.6308806427637
2016-01-09 14:00:00,9782.47337537002,5655.453543187725,1293.7464762455065,3572.4695201491577
2016-01-09 15:00:00,10039.231206744562,5803.8906440587925,1327.7030766718976,3666.2351243525472
2016-01-09 16:00:00,9892.383745291754,5718.9950389992,1308.28228414733,3612.607778790609
2016-01-09 17:00:00,9892.383745291754,5718.9950389992,1308.28228414733,3612.607778790609
2016-01-09 18:00:00,9668.058482090839,5589.307887711844,1278.6149385116407,3530.6862509076464
2016-01-09 19:00:00,8981.118670080006,5192.173538890126,1187.7661391252434,3279.822134398578
2016-01-09 20:00:00,7736.068414081353,4472.383807648661,1023.1064135488477,2825.1412045421384
2016-01-09 21:00:00,6436.963877793323,3721.3441604343407,851.2979299879488,2350.7201474849867
2016-01-09 22:00:00,6209.034995906449,3589.573681415462,821.1540004866262,2267.4826111219772
2016-01-09 23:00:00,6174.800618389844,3569.7820679659862,816.6264537631073,2254.9805305615255
2016-01-10 00:00:00,6230.6567080222,3602.073647804605,824.0135036804276,2275.378662002263
2016-01-10 01:00:00,6451.828804872902,3729.9378873268765,853.2638384336874,2356.1486824651834
2016-01-10 02:00:00,6954.083159228363,4020.301689908002,919.6877147063649,2539.567364371814
2016-01-10 03:00:00,9205.44393328092,5321.860690177479,1217.433484760932,3361.743662281538
2016-01-10 04:00:00,12235.186343500505,7073.418480456093,1618.121369792349,4468.1777918815405
2016-01-10 05:00:00,11035.631773412078,6379.930761825117,1459.4785155195775,4030.111469085703
2016-01-10 06:00:00,10568.963153580455,6110.139820592787,1397.7609049200312,3859.6883709195413
2016-01-10 07:00:00,10134.276649586716,5858.838412977733,1340.272976127983,3700.944848013802
2016-01-10 08:00:00,9742.833569824477,5632.536938140963,1288.5040537235373,3557.9934268686343
2016-01-10 09:00:00,9403.642961008636,5436.443715411288,1243.6455973707784,3434.124128684156
2016-01-10 10:00:00,9108.596681095787,5265.87125739278,1204.6252933720307,3326.375934380261
2016-01-10 11:00:00,8974.812337379579,5188.527715359958,1186.9321173603846,3277.519119558494
2016-01-10 12:00:00,8888.325488916575,5138.527849803388,1175.494104585179,3245.934916037352
2016-01-10 13:00:00,9200.93940992347,5319.256530513075,1216.8377549288905,3360.098651681479
2016-01-10 14:00:00,9694.18471756404,5604.412013765392,1282.0701715374842,3540.227312387992
2016-01-10 15:00:00,9985.176926455186,5772.640728085937,1320.5543186873942,3646.4949971518336
2016-01-10 16:00:00,9808.149158507475,5670.29725327483,1297.1421362881454,3581.846080569496
2016-01-10 17:00:00,9832.92403697344,5684.6201314290565,1300.4186503643762,3590.8936388698235
2016-01-10 18:00:00,9665.806220412114,5588.005807879642,1278.3170735956198,3529.8637456076167
2016-01-10 19:00:00,8991.479073802135,5198.163106118256,1189.1363177389399,3283.605658778714
2016-01-10 20:00:00,7773.906410283917,4494.258748829661,1028.1105441380003,2838.9592935826386
2016-01-10 21:00:00,6438.315234800557,3722.1254083336626,851.4766489375617,2351.213650665005
2016-01-10 22:00:00,6158.584334303031,3560.407093174129,814.4818263677562,2249.058492401311
2016-01-10 23:00:00,6120.295885764721,3538.2717360266893,809.4181227953997,2235.075902300806
2016-01-11 00:00:00,6191.467354812403,3579.4174587242837,818.8306541416625,2261.0670697817454
2016-01-11 01:00:00,6394.170905897567,3696.604643622496,845.6384965835504,2335.0925467844218
2016-01-11 02:00:00,6909.037925653883,3994.2600932639552,913.7304163859454,2523.1172583712196
2016-01-11 03:00:00,9162.200509049419,5296.860757399195,1211.7144783733297,3345.951560520968
2016-01-11 04:00:00,11798.247577828042,6820.814993008835,1560.3355760842796,4308.611763675771
2016-01-11 05:00:00,10658.603168393674,6161.962597914442,1409.615928577666,3892.424081860725
2016-01-11 06:00:00,10153.646100023743,5870.036299534673,1342.8346144057632,3708.0183935940577
2016-01-11 07:00:00,9736.977689459796,5629.151530577237,1287.7296049418828,3555.8549130885567
2016-01-11 08:00:00,9400.039342322678,5434.360387679764,1243.1690135051447,3432.808120204108
2016-01-11 09:00:00,9128.867036204303,5277.5899758826,1207.3060776162192,3333.7784820805277
2016-01-11 10:00:00,8823.460352569322,5101.02795063596,1166.915595003775,3222.2467633964957
2016-01-11 11:00:00,8731.117623741635,5047.642677515662,1154.7031334469148,3188.524046095276
2016-01-11 12:00:00,8662.648868708426,5008.059450616712,1145.6480399998773,3163.5198849743724
2016-01-11 13:00:00,8997.334954166818,5201.5485136819825,1189.9107665205943,3285.7441725587914
2016-01-11 14:00:00,9520.760568302287,5504.15186668581,1259.134573003869,3476.894404285702
2016-01-11 15:00:00,9830.671775294715,5683.318051596855,1300.1207854483553,3590.071133569794
2016-01-11 16:00:00,9672.563005448286,5591.912047376249,1279.2106683436828,3532.331261507706
2016-01-11 17:00:00,9705.446025957659,5610.922412926404,1283.559496117589,3544.33983888814
2016-01-11 18:00:00,9544.184089761016,5517.693496940715,1262.2323681304872,3485.4484594060114
2016-01-11 19:00:00,8935.172531834034,5165.611110313197,1181.6896948384153,3263.0430262779705
2016-01-11 20:00:00,7635.167090874516,4414.050631165996,1009.7620653111081,2788.292967100807
2016-01-11 21:00:00,6395.5222629048,3697.3858915218175,845.817215533163,2335.5860499644396
2016-01-11 22:00:00,6122.097695107701,3539.3133998924513,809.6564147282165,2235.7339065408296
2016-01-11 23:00:00,6104.980506349399,3529.417593167713,807.392641366457,2229.4828662606037
2016-01-12 00:00:00,6195.521425834106,3581.761202422248,819.3668109905003,2262.5475793217993
2016-01-12 01:00:00,6458.135137573328,3733.583710857043,854.0978601985461,2358.4516973052664
2016-01-12 02:00:00,6982.011204044542,4036.447479827312,923.3812396650252,2549.7664300921833
2016-01-12 03:00:00,9141.479701605158,5284.881622942933,1208.9741211459368,3338.3845117606943
2016-01-12 04:00:00,12126.627330586007,7010.6582325439385,1603.7642808401379,4428.533036420106
2016-01-12 05:00:00,11055.45167618485,6391.389064348497,1462.099726780562,4037.3495157259645
2016-01-12 06:00:00,10602.296626425574,6129.410602109383,1402.1693056771417,3871.861449359981
2016-01-12 07:00:00,10139.682077615653,5861.963404575018,1340.987851926433,3702.9188607338733
2016-01-12 08:00:00,9760.401210918526,5642.693160832141,1290.827400068501,3564.408968208866
2016-01-12 09:00:00,9382.922153564374,5424.464580955026,1240.9052401433853,3426.557079923882
2016-01-12 10:00:00,9075.263208250672,5246.600475876185,1200.2168926149202,3314.2028559398204
2016-01-12 11:00:00,8954.992434606806,5177.069412836578,1184.3109060993997,3270.281072918232
2016-01-12 12:00:00,8866.25332446508,5125.767467447806,1172.5750284081737,3237.874364097061
2016-01-12 13:00:00,9184.72312583666,5309.881555721217,1214.6931275335394,3354.176613521265
2016-01-12 14:00:00,9681.121599827438,5596.859950738618,1280.3425550245624,3535.4567816478193
2016-01-12 15:00:00,9987.429188133909,5773.942807918139,1320.8521836034151,3647.317502451863
2016-01-12 16:00:00,9794.63558843513,5662.484774281617,1295.3549467920197,3576.9110487693183
2016-01-12 17:00:00,9789.680612741937,5659.620198650771,1294.6996439767734,3575.101537109252
2016-01-12 18:00:00,9553.193136475911,5522.901816269524,1263.423827794571,3488.73848060613
2016-01-12 19:00:00,8877.965085194443,5132.538282575257,1174.1239259714825,3242.1513916572153
2016-01-12 20:00:00,7700.032227221768,4451.550530333423,1018.3405748925121,2811.981119741663
2016-01-12 21:00:00,6354.080648016278,3673.4276226092943,840.3365010783771,2320.4519524438924
2016-01-12 22:00:00,6027.0522522655465,3484.3656309735115,797.0865152721314,2201.0241828795747
2016-01-12 23:00:00,6009.935063507243,3474.4698242487734,794.8227419103717,2194.7731425993484
2016-01-13 00:00:00,6095.070554963012,3523.688441906023,806.0820357359648,2225.8638429404728
2016-01-13 01:00:00,6353.179743344788,3672.906790676413,840.2173551119686,2320.1229503238806
2016-01-13 02:00:00,6857.23590704323,3964.312257123301,906.879523317463,2504.1996364705356
2016-01-13 03:00:00,8985.623193437454,5194.77769855453,1188.3618689572852,3281.4671449986367
2016-01-13 04:00:00,11941.491420594892,6903.627270336906,1579.2797847432141,4360.923100757663
2016-01-13 05:00:00,10881.577074587356,6290.868501302475,1439.1045552637427,3973.8521065636687
2016-01-13 06:00:00,10464.007759351918,6049.462900412159,1383.8803998334538,3821.3596239381563
2016-01-13 07:00:00,9965.807476018157,5761.442841528997,1317.992680409614,3639.421451571578
2016-01-13 08:00:00,9600.490631729117,5550.245492745775,1269.6789910310117,3506.011091906755
2016-01-13 09:00:00,9218.056598681775,5329.152337237813,1219.1015282906499,3366.349691961705
2016-01-13 10:00:00,8920.307604754456,5157.017383420662,1179.723786392677,3257.6144912977747
