,RO_P2HT_OTH,RO_STUR_BIO_CHP,RO_COMC_GAS_CHP,RO_GTUR_GAS_CHP
2016-02-14 18:00:00,7273.003412935689,4204.676194147856,961.8653868149352,2656.034114856025
2016-02-14 19:00:00,6589.216767275068,3809.3647570912203,871.4335983109669,2406.3215057669972
2016-02-14 20:00:00,5350.022391641098,3092.9604334134824,707.548321516226,1953.7790896906358
2016-02-14 21:00:00,4402.27067723402,2545.04524002273,582.2067648545993,1607.6688594381228
2016-02-14 22:00:00,4300.918901691438,2486.451647573624,568.8028436336555,1570.6561209367846
2016-02-14 23:00:00,4417.586056649343,2553.8993828817065,584.232246283542,1613.2618954783252
2016-02-15 00:00:00,4490.559335040003,2596.086769445063,593.8830695626217,1639.911067199289
2016-02-15 01:00:00,4809.930041083072,2780.7216896513564,636.1203146543959,1756.542318743505
2016-02-15 02:00:00,5606.329770679895,3241.1371183181113,741.4453489594131,2047.3801928340201
2016-02-15 03:00:00,7600.93271335791,4394.25901771652,1005.2345185875894,2775.790886540355
2016-02-15 04:00:00,8689.676008853114,5023.68440860314,1149.222418992129,3173.389948574729
2016-02-15 05:00:00,8186.5207498261625,4732.799774089133,1082.679396753043,2989.642264548086
2016-02-15 06:00:00,8006.3398155282375,4628.633387512944,1058.8502034713647,2923.841840545707
2016-02-15 07:00:00,7750.032436489442,4480.456702608316,1024.953176028178,2830.2407374023232
2016-02-15 08:00:00,7473.905154677874,4320.821715180307,988.4349373240062,2729.4015876186777
2016-02-15 09:00:00,7245.07536811951,4188.530404228547,958.171861856275,2645.835049135656
2016-02-15 10:00:00,7086.065693601593,4096.603568075061,937.1425987851942,2587.766174953557
2016-02-15 11:00:00,6975.7048713441145,4032.8016562971447,922.5472179001663,2547.4634152521
2016-02-15 12:00:00,7072.1016711935035,4088.530673115406,935.2958363058641,2582.6666420933725
2016-02-15 13:00:00,7184.714755129706,4153.634664725524,950.1890821069129,2623.791907094859
2016-02-15 14:00:00,7501.833199494052,4336.967505099616,992.1284622826663,2739.600653339046
2016-02-15 15:00:00,7723.455748680498,4465.092160588328,1021.4383700191303,2820.5351748619723
2016-02-15 16:00:00,7754.53695984689,4483.06086227272,1025.5489058602197,2831.885748002382
2016-02-15 17:00:00,7676.158253427293,4437.748484112078,1015.1832067826896,2803.262563561347
2016-02-15 18:00:00,7443.2743958472265,4303.113429462354,984.3839744661209,2718.215515538273
2016-02-15 19:00:00,6767.595892230013,3912.489479801647,895.0244996598282,2471.4639255293523
2016-02-15 20:00:00,5488.311258714755,3172.908135110707,725.8372273599139,2004.2809151124618
2016-02-15 21:00:00,4524.793712556609,2615.878382894539,598.4106162861406,1652.413147759741
2016-02-15 22:00:00,4536.5054732859735,2622.6491980219907,599.9595138494495,1656.6901753198952
2016-02-15 23:00:00,4657.226699265582,2692.440677028037,615.9250733481738,1700.776459401489
2016-02-16 00:00:00,4768.037973858805,2756.503004772393,630.5800272164058,1741.2437201629523
2016-02-16 01:00:00,5077.498728515489,2935.408773716997,671.5066666776879,1854.2559483870377
2016-02-16 02:00:00,5843.718151617409,3378.3763326322396,772.8403111080239,2134.0722514571544
2016-02-16 03:00:00,7840.5733559741475,4532.80031186285,1036.927345652221,2863.3054504635184
2016-02-16 04:00:00,9327.516516267762,5392.433417082848,1233.5777632092693,3406.32344954315
2016-02-16 05:00:00,8877.064180522955,5132.017450642376,1174.004780005074,3241.8223895372034
2016-02-16 06:00:00,8696.883246225028,5027.851064066187,1150.175586723396,3176.021965534824
2016-02-16 07:00:00,8438.32360550751,4878.372299329356,1115.980694364188,3081.5983570914104
2016-02-16 08:00:00,8109.943852749544,4688.529059794252,1072.5519896083297,2961.677084347075
2016-02-16 09:00:00,7780.6631953200895,4498.164988326268,1029.0041388860632,2841.4268094827275
2016-02-16 10:00:00,7630.212115181323,4411.18605553515,1009.106762495862,2786.483455440741
2016-02-16 11:00:00,7502.734104165542,4337.488337032497,992.2476082490747,2739.9296554590583
2016-02-16 12:00:00,7571.653311534497,4377.331979897888,1001.3622746793163,2765.0983176399677
2016-02-16 13:00:00,7644.626589925157,4419.519366461246,1011.0130979583963,2791.747489360932
2016-02-16 14:00:00,7973.006342683123,4609.36260599635,1054.4418027142544,2911.6687621052674
2016-02-16 15:00:00,8183.8180358116915,4731.2372782904895,1082.3219588538177,2988.65525818805
2016-02-16 16:00:00,8217.151508656809,4750.508059807085,1086.7303596109282,3000.8283366284904
2016-02-16 17:00:00,8127.061041507847,4698.424866518992,1074.8157629700893,2967.9281246273013
2016-02-16 18:00:00,7818.951643858397,4520.300345473708,1034.0678424584198,2855.409399583233
2016-02-16 19:00:00,7082.011622579888,4094.259824377096,936.6064419363563,2586.285665413503
2016-02-16 20:00:00,5775.699848919943,3339.053521699728,763.8447906441904,2109.232591396256
2016-02-16 21:00:00,4763.533450501357,2753.898845107989,629.984297384364,1739.598709562893
2016-02-16 22:00:00,4780.65063925966,2763.7946518327262,632.2480707461233,1745.8497498431186
2016-02-16 23:00:00,4882.903319473731,2822.9090762147134,645.7711379334756,1783.1914904644689
2016-02-17 00:00:00,4993.714594066954,2886.9714039590694,660.4260918017076,1823.6587512259316
2016-02-17 01:00:00,5298.67082536619,3063.2730132392685,700.7570014309478,1935.025968849958
2016-02-17 02:00:00,6024.349538251077,3482.8031351748687,796.7290773729062,2200.037176519539
2016-02-17 03:00:00,8025.709265965264,4639.831274069885,1061.4118417491454,2930.915386125963
2016-02-17 04:00:00,9664.45486340488,5587.224559980321,1278.1383546460072,3529.3702424275994
2016-02-17 05:00:00,9146.43467729835,5287.746198573778,1209.629423961183,3340.19402342076
2016-02-17 06:00:00,9013.55123825363,5210.923488473839,1192.0553939159454,3291.6662107190054
2016-02-17 07:00:00,8684.72103315992,5020.8198329722945,1148.5671161768828,3171.5804369146636
2016-02-17 08:00:00,8355.440375730464,4830.4557615043095,1105.019265454616,3051.330162050316
2016-02-17 09:00:00,8036.069669687395,4645.820841298016,1062.7820203628419,2934.6989105060998
2016-02-17 10:00:00,7860.393258746919,4544.258614386232,1039.5485569132056,2870.5434971037803
2016-02-17 11:00:00,7709.491726272408,4457.019265628674,1019.5916075398003,2815.435642001788
2016-02-17 12:00:00,7793.726313056688,4505.717051353042,1030.731755398985,2846.1973402229005
2016-02-17 13:00:00,7907.240301664379,4571.34187489604,1045.744147166442,2887.6516073443986
2016-02-17 14:00:00,8236.97141142958,4761.966362330466,1089.3515708719128,3008.0663832687524
2016-02-17 15:00:00,8419.404607406228,4867.4348287388575,1113.478629069612,3074.6893125711613
2016-02-17 16:00:00,8399.134252297712,4855.716110249035,1110.7978448254232,3067.2867648708934
2016-02-17 17:00:00,8321.20599821386,4810.664148054834,1100.4917187310973,3038.8280814898644
2016-02-17 18:00:00,8037.871479030375,4646.862505163777,1063.0203122956586,2935.3569147461235
2016-02-17 19:00:00,7268.048437242495,4201.811618517011,961.2100839996889,2654.2246031959594
2016-02-17 20:00:00,5988.313351391493,3461.9698578596312,791.9632387165706,2186.8770917190636
2016-02-17 21:00:00,4981.101928666099,2879.6797568987363,658.7580482719902,1819.0527215457653
2016-02-17 22:00:00,4596.866086275778,2657.5449375250137,607.9422935988117,1678.7333173606921
2016-02-17 23:00:00,4712.181884226448,2724.2114249337747,623.1929772990856,1720.8455887222146
2016-02-18 00:00:00,4822.542706483926,2788.01333671169,637.7883581841133,1761.1483484236715
2016-02-18 01:00:00,5135.607079826569,2969.002433387818,679.1915815110291,1875.4765851278053
2016-02-18 02:00:00,5882.907504827208,3401.0325217125605,778.0231606467889,2148.383843677672
2016-02-18 03:00:00,7903.186230642676,4568.998131198076,1045.2079903176043,2886.1710978043457
2016-02-18 04:00:00,9449.589099254605,5463.006143988215,1249.722041657606,3450.903236804762
2016-02-18 05:00:00,8981.118670080006,5192.173538890126,1187.7661391252434,3279.822134398578
2016-02-18 06:00:00,8832.469399284219,5106.236269964769,1168.1070546678588,3225.5367845966143
2016-02-18 07:00:00,8513.098693241147,4921.601349758475,1125.8698095760844,3108.905533052398
2016-02-18 08:00:00,8184.718940483182,4731.758110223371,1082.441104820226,2988.984260308062
2016-02-18 09:00:00,7870.753662469051,4550.248181614363,1040.918735526902,2874.327021483917
2016-02-18 10:00:00,7703.635845907726,4453.633858064947,1018.8171587581458,2813.297128221711
2016-02-18 11:00:00,7563.094717155346,4372.384076535521,1000.2303879984369,2761.972797499855
2016-02-18 12:00:00,7651.3833749613295,4423.425605957853,1011.9066927064591,2794.215005261021
2016-02-18 13:00:00,7755.888316854124,4483.842110172042,1025.7276248098324,2832.3792511824004
2016-02-18 14:00:00,8073.457213554215,4667.435366512575,1067.72657796879,2948.352498486593
2016-02-18 15:00:00,8261.746289895545,4776.289240484692,1092.6280849481436,3017.1139415690795
2016-02-18 16:00:00,8260.845385224055,4775.768408551811,1092.5089389817351,3016.7849394490677
2016-02-18 17:00:00,8182.917131140203,4730.71644635761,1082.2028128874097,2988.326256068039
2016-02-18 18:00:00,7903.186230642676,4568.998131198076,1045.2079903176043,2886.1710978043457
2016-02-18 19:00:00,7131.561379511819,4122.905580685548,943.1594700888178,2604.3807820141574
2016-02-18 20:00:00,5816.691011472721,3362.7513746458117,769.2659321157722,2124.2021878567975
2016-02-18 21:00:00,4813.533659769029,2782.8050173828806,636.5968985200295,1757.8583272235526
2016-02-18 22:00:00,4679.749316052822,2705.4614753500605,618.9037225083836,1709.0015124017864
2016-02-18 23:00:00,4794.164209332004,2771.6071308259407,634.0352602422491,1750.784781643297
2016-02-19 00:00:00,4904.074579253737,2835.148626637415,648.5710681440727,1790.923040284748
2016-02-19 01:00:00,5214.886690917656,3014.8356434813413,689.6764265549675,1904.428771688852
2016-02-19 02:00:00,5962.187115918294,3446.8657318060837,788.5080056907271,2177.336030238718
2016-02-19 03:00:00,8001.83529217079,4626.02922784854,1058.2544736393231,2922.196829945648
2016-02-19 04:00:00,9605.896059758055,5553.37048434306,1270.393866829462,3507.9851046268263
2016-02-19 05:00:00,9114.002109124724,5268.996248990065,1205.340169170481,3328.349947100332
2016-02-19 06:00:00,8957.24469628553,5178.37149266878,1184.6087710154209,3271.103578218262
2016-02-19 07:00:00,8630.666752870544,4989.569916999438,1141.4183581923794,3151.84030971395
2016-02-19 08:00:00,8295.98066741215,4796.080853934168,1097.1556316716624,3029.6160221295313
2016-02-19 09:00:00,7977.060413704825,4611.706349694314,1054.977959563092,2913.1492716453204
2016-02-19 10:00:00,7802.28490743584,4510.664954715411,1031.8636420798646,2849.322860363013
2016-02-19 11:00:00,7661.743778683458,4429.415173185983,1013.2768713201555,2797.9985296411573
2016-02-19 12:00:00,7746.428817803484,4478.373374876792,1024.4765921625442,2828.9247289222753
2016-02-19 13:00:00,7858.140997068196,4542.9565345540295,1039.2506919971847,2869.7209918037506
2016-02-19 14:00:00,8185.619845154672,4732.278942156251,1082.5602507866345,2989.313262428074
2016-02-19 15:00:00,8376.161183174725,4842.43489596057,1107.759622682009,3058.8972108105895
2016-02-19 16:00:00,8367.602588795575,4837.486992598203,1106.6277360011295,3055.7716906704773
2016-02-19 17:00:00,8292.377048726192,4793.997526202644,1096.6790478060288,3028.3000136494834
2016-02-19 18:00:00,8012.646148228666,4632.27921104311,1059.6842252362235,2926.14485538579
2016-02-19 19:00:00,7238.769035419084,4184.884580698381,957.3378400914164,2643.532034295573
2016-02-19 20:00:00,5916.240977672323,3420.3033032291555,782.4315614038993,2160.5569221181117
2016-02-19 21:00:00,4897.317794217565,2831.2423871408087,647.6774733960099,1788.4555243846592
2016-02-19 22:00:00,4718.938669262621,2728.117664430382,624.0865720471486,1723.313104622304
2016-02-19 23:00:00,4801.821899039665,2776.034202255428,635.0480009567204,1753.581299663398
2016-02-20 00:00:00,4918.038601661827,2843.2215215970705,650.4178306234029,1796.0225731449325
2016-02-20 01:00:00,5204.075834859781,3008.5856602867702,688.2466749580668,1900.4807462487092
2016-02-20 02:00:00,5925.250024387219,3425.5116225579654,783.6230210679832,2163.846943318231
2016-02-20 03:00:00,7944.177393195454,4592.695984144159,1050.629131789186,2901.140694264887
2016-02-20 04:00:00,9677.067528805735,5594.516207040654,1279.8063981757248,3533.9762721077655
2016-02-20 05:00:00,9143.281510948136,5285.923286808695,1209.2124130787533,3339.042516000718
2016-02-20 06:00:00,8974.812337379579,5188.527715359958,1186.9321173603846,3277.519119558494
2016-02-20 07:00:00,8651.387560314804,5001.5490514557005,1144.1587154197725,3159.407358474224
2016-02-20 08:00:00,8323.908712228327,4812.226643853476,1100.8491566303223,3039.8150878498996
2016-02-20 09:00:00,8003.637101513769,4627.070891714301,1058.4927655721397,2922.8548341856717
2016-02-20 10:00:00,7820.303000865632,4521.08159337303,1034.2465614080324,2855.9029027632514
2016-02-20 11:00:00,7670.752825398354,4434.623492514792,1014.4683309842393,2801.288550841276
2016-02-20 12:00:00,7758.5910308685925,4485.404605970684,1026.0850627090574,2833.366257542436
2016-02-20 13:00:00,7871.65456714054,4550.769013547242,1041.0378814933104,2874.656023603928
2016-02-20 14:00:00,8208.592914277657,4745.560156444716,1085.5984729300485,2997.7028164883777
2016-02-20 15:00:00,8382.467515875154,4846.0807194907375,1108.5936444468678,3061.2002256506726
2016-02-20 16:00:00,8397.332442954732,4854.674446383273,1110.5595528926062,3066.6287606308692
2016-02-20 17:00:00,8312.196951498965,4805.455828726025,1099.3002590670135,3035.5380602897458
2016-02-20 18:00:00,8029.763336986966,4642.175017767849,1061.9479985979829,2932.3958956660163
2016-02-20 19:00:00,7272.552960599944,4204.4157781814165,961.8058138317311,2655.8696137960196
2016-02-20 20:00:00,5970.745710297446,3451.813635168453,789.6398923716071,2180.4615503788314
2016-02-20 21:00:00,4942.81348012779,2857.5443997512957,653.6943446996335,1805.0701314452594
2016-02-20 22:00:00,4766.686616851571,2755.7217568730716,630.4013082667932,1740.7502169829343
2016-02-20 23:00:00,4835.605824220526,2795.565399738464,639.5159746970351,1765.9188791638442
2016-02-21 00:00:00,4927.047648376723,2848.4298409258795,651.6092902874867,1799.3125943450516
2016-02-21 01:00:00,5203.625382524035,3008.325244320329,688.1871019748626,1900.316245188703
2016-02-21 02:00:00,5932.006809423392,3429.417862054572,784.5166158160462,2166.31445921832
2016-02-21 03:00:00,7960.393677282269,4602.070958936017,1052.773759184537,2907.062732425101
2016-02-21 04:00:00,9673.463910119775,5592.43287930913,1279.329814310091,3532.6602636277175
2016-02-21 05:00:00,9063.551447521304,5239.829660748731,1198.667995051611,3309.9258283796653
2016-02-21 06:00:00,8801.388188117826,5088.2675682803765,1163.9965188267693,3214.1862114562036
2016-02-21 07:00:00,8525.26090630626,4928.632580852368,1127.4782801225979,3113.3470616725585
2016-02-21 08:00:00,8213.097437635106,4748.1643161091215,1086.1942027620905,2999.3478270884375
2016-02-21 09:00:00,7927.510656772897,4583.060593385862,1048.4249314106307,2895.0541550446665
2016-02-21 10:00:00,7749.581984153696,4480.196286641874,1024.8936030449734,2830.076236342317
2016-02-21 11:00:00,7600.4822610221645,4393.998601750079,1005.174945604385,2775.6263854803483
2016-02-21 12:00:00,7658.1401599975,4427.331845454459,1012.8002874545218,2796.6825211611094
2016-02-21 13:00:00,7745.0774607962485,4477.592126977471,1024.2978732129318,2828.431225742258
2016-02-21 14:00:00,8118.95289946444,4693.737379123062,1073.7434492724137,2964.967105547194
2016-02-21 15:00:00,8316.251022520668,4807.799572423989,1099.8364159158514,3037.018569829799
2016-02-21 16:00:00,8312.647403834708,4805.716244692465,1099.3598320502176,3035.7025613497517
2016-02-21 17:00:00,8242.827291794263,4765.351769894192,1090.1260196535675,3010.20489704883
2016-02-21 18:00:00,8000.033482827811,4624.987563982778,1058.0161817065061,2921.538825705624
2016-02-21 19:00:00,7280.210650307606,4208.842849610904,962.8185545462022,2658.66613181612
2016-02-21 20:00:00,6015.340491536181,3477.594815846059,795.5376177088223,2196.74715531942
2016-02-21 21:00:00,4978.399214651631,2878.1172611000934,658.400610372765,1818.0657151857295
2016-02-21 22:00:00,4949.570265163963,2861.4506392479034,654.5879394476965,1807.537647345349
2016-02-21 23:00:00,5043.264350998883,2915.6171602675213,666.979119954169,1841.7538678265857
2016-02-22 00:00:00,5127.048485447418,2964.0545300254494,678.0596948301494,1872.351064987692
2016-02-22 01:00:00,5436.509240104102,3142.9602989700534,718.9863342914315,1985.363293211778
2016-02-22 02:00:00,6206.782734227725,3588.2716015832602,820.8561355706053,2266.660105821948
2016-02-22 03:00:00,8313.998760841943,4806.497492591787,1099.5385509998302,3036.196064529769
2016-02-22 04:00:00,9708.148739972128,5612.484908725047,1283.9169340168144,3545.326845248176
2016-02-22 05:00:00,9070.75868489322,5243.996316211778,1199.621162782878,3312.55784533976
2016-02-22 06:00:00,8861.298348771887,5122.902891816961,1171.9197255929275,3236.064852436996
2016-02-22 07:00:00,8575.26111557393,4957.53875312726,1134.0908812582634,3131.6066793332184
2016-02-22 08:00:00,8286.070716025764,4790.351702672478,1095.84502604117,3025.9969988094003
2016-02-22 09:00:00,8033.817408008672,4644.518761465813,1062.484155446821,2933.8764052060706
2016-02-22 10:00:00,7846.42923633883,4536.185719426576,1037.7017944338754,2865.4439642435955
2016-02-22 11:00:00,7723.906201016242,4465.352576554768,1021.4979430023344,2820.6996759219783
2016-02-22 12:00:00,7798.230836414137,4508.321211017446,1031.3274852310267,2847.8423508229594
2016-02-22 13:00:00,7946.880107209922,4594.258479942802,1050.986569688411,2902.127700624922
2016-02-22 14:00:00,8323.00780755684,4811.705811920597,1100.7300106639143,3039.4860857298886
2016-02-22 15:00:00,8545.531261414775,4940.35129934219,1130.1590643667867,3120.7496093728264
2016-02-22 16:00:00,8536.522214699879,4935.14298001338,1128.9676047027026,3117.4595881727073
2016-02-22 17:00:00,8460.395769959005,4891.13268168494,1118.8997705411934,3089.6589090317016
2016-02-22 18:00:00,8218.502865664042,4751.289307706407,1086.909078560541,3001.3218398085087
2016-02-22 19:00:00,7516.69812657363,4345.561231992151,994.0943707284047,2745.029188319242
2016-02-22 20:00:00,6203.179115541767,3586.1882738517365,820.3795517049717,2265.3440973419006
2016-02-22 21:00:00,5153.174720920617,2979.158656078996,681.5149278559926,1881.8921264680368
2016-02-22 22:00:00,5106.778130338901,2952.335811535628,675.3789105859606,1864.9485172874247
2016-02-22 23:00:00,5195.517240480629,3003.6377569244005,687.114788277187,1897.3552261085958
2016-02-23 00:00:00,5306.328515073852,3067.7000846687565,701.769742145419,1937.8224868700588
2016-02-23 01:00:00,5609.482937030109,3242.9600300831944,741.8623598418425,2048.531700254062
2016-02-23 02:00:00,6334.71119757925,3662.229736052354,837.7748628005967,2313.378406863637
2016-02-23 03:00:00,8391.026110254305,4851.028622853108,1109.7255311277477,3064.3257457907866
2016-02-23 04:00:00,10260.403303595263,5931.754883581064,1356.9534114251574,3747.005144815467
2016-02-23 05:00:00,9650.941293332537,5579.4120809871065,1276.3511651498816,3524.435210627421
2016-02-23 06:00:00,9426.165577795877,5449.464513733311,1246.6242465309879,3442.3491816844526
2016-02-23 07:00:00,9122.560703503874,5273.944152352433,1206.4720558513604,3331.4754672404442
2016-02-23 08:00:00,8775.712404980372,5073.42385819327,1160.6008587841302,3204.809651035865
2016-02-23 09:00:00,8422.107321420695,4868.9973245374995,1113.836066968837,3075.676318931197
2016-02-23 10:00:00,8237.87231610107,4762.487194263347,1089.4707168383213,3008.395385388764
2016-02-23 11:00:00,8098.23209202018,4681.758244666801,1071.0030920450208,2957.4000567869207
2016-02-23 12:00:00,8135.169183551254,4703.112353914919,1075.8880766677648,2970.889143707408
2016-02-23 13:00:00,8259.043575881075,4774.726744686049,1092.2706470489184,3016.1269352090435
2016-02-23 14:00:00,8637.423537906716,4993.476156496046,1142.3119529404426,3154.3078256140398
2016-02-23 15:00:00,8864.4515151221,5124.725803582043,1172.3367364753567,3237.216359857037
2016-02-23 16:00:00,8843.280255342093,5112.486253159341,1169.5368062647594,3229.484810036757
2016-02-23 17:00:00,8762.649287243774,5065.871795166498,1158.8732422712087,3200.0391202956935
2016-02-23 18:00:00,8457.693055944537,4889.570185886297,1118.5423326419684,3088.6719026716664
2016-02-23 19:00:00,7713.545797294111,4459.363009326637,1020.127764388638,2816.9161515418414
2016-02-23 20:00:00,6429.756640421406,3717.1775049712933,850.3447622566817,2348.0881305248918
2016-02-23 21:00:00,5326.598870182368,3079.418803158578,704.4505263896078,1945.2250345703267
2016-02-23 22:00:00,5002.273188446106,2891.9193073214387,661.5579784825874,1826.784271366045
2016-02-23 23:00:00,5111.282653696349,2954.9399712000327,675.9746404180025,1866.5935278874838
2016-02-24 00:00:00,5228.850713325744,3022.9085384409955,691.5231890342975,1909.5283045490362
2016-02-24 01:00:00,5549.572776376048,3208.324706546611,733.9391530756843,2026.6530592732704
2016-02-24 02:00:00,6314.440842470734,3650.5110175625327,835.0940785564078,2305.975859163369
2016-02-24 03:00:00,8403.188323319415,4858.059853947,1111.334001674261,3068.7672744109473
2016-02-24 04:00:00,10091.033225355215,5833.838480199448,1334.5539697403804,3685.1527462532317
2016-02-24 05:00:00,9559.949921512085,5526.8080557661315,1264.317422542634,3491.2059965062194
2016-02-24 06:00:00,9432.922362832047,5453.370753229919,1247.517841279051,3444.8166975845425
2016-02-24 07:00:00,9091.929944673228,5256.235866634482,1202.4210929934754,3320.2893951600404
2016-02-24 08:00:00,8748.685264835683,5057.7989002068425,1157.0264797918785,3194.9395874355087
2016-02-24 09:00:00,8413.999179377292,4864.309837141572,1112.7637532711617,3072.7152998510896
2016-02-24 10:00:00,8233.367792743622,4759.883034598942,1088.8749870062793,3006.7503747887044
2016-02-24 11:00:00,8073.907665889959,4667.695782479015,1067.7861509519942,2948.516999546599
2016-02-24 12:00:00,8167.151299389134,4721.601887532193,1080.1177584752627,2982.5687189678306
2016-02-24 13:00:00,8280.665287996828,4787.226711075192,1095.1301502427198,3024.022986089329
2016-02-24 14:00:00,8623.009063162883,4985.142845569951,1140.4056174779082,3149.043791693849
2016-02-24 15:00:00,8809.946782496976,5093.215471642746,1165.128405507649,3217.311731596317
2016-02-24 16:00:00,8792.829593738676,5083.319664918009,1162.8646321458898,3211.0606913160914
2016-02-24 17:00:00,8707.24364994716,5033.840631294318,1151.5457653370925,3179.805489914961
2016-02-24 18:00:00,8406.341489669629,4859.882765712083,1111.7510125566903,3069.9187818309883
2016-02-24 19:00:00,7596.428190000462,4391.654858052115,1004.6387887555471,2774.145875940295
2016-02-24 20:00:00,6254.981134152419,3616.13610999239,827.230444773454,2284.261719242584
2016-02-24 21:00:00,5209.030810552973,3011.450235917615,688.9019777733129,1902.2902579087745
2016-02-24 22:00:00,4890.561009181392,2827.3361476442014,646.7838786479468,1785.9880084845697
2016-02-24 23:00:00,5000.471379103126,2890.877643455676,661.3196865497705,1826.1262671260208
2016-02-25 00:00:00,5118.039438732522,2958.84621069664,676.8682351660656,1869.0610437875732
2016-02-25 01:00:00,5440.563311125805,3145.3040426680177,719.5224911402693,1986.8438027518314
2016-02-25 02:00:00,6203.179115541767,3586.1882738517365,820.3795517049717,2265.3440973419006
2016-02-25 03:00:00,8263.097646902777,4777.0704883840135,1092.806803897756,3017.607444749097
2016-02-25 04:00:00,9877.068365876432,5710.140896140223,1306.2568027183875,3607.014742750406
2016-02-25 05:00:00,9376.165368528204,5420.558341458419,1240.0116453953224,3424.089564023793
2016-02-25 06:00:00,9259.498213570298,5353.110606150337,1224.582242745436,3381.4837894822526
2016-02-25 07:00:00,8928.415746797862,5161.70487081659,1180.7961000903524,3260.5755103778815
2016-02-25 08:00:00,8593.279209003724,4967.955391784878,1136.473800586431,3138.186721733456
2016-02-25 09:00:00,8264.899456245757,4778.112152249774,1093.0450958305728,3018.2654489891206
2016-02-25 10:00:00,8093.727568662731,4679.154085002396,1070.4073622129788,2955.7550461868614
2016-02-25 11:00:00,7935.168346480559,4587.4876648153495,1049.437672125102,2897.8506730647673
2016-02-25 12:00:00,8032.916503337181,4643.997929532932,1062.3650094804125,2933.5474030860582
2016-02-25 13:00:00,8136.970992894232,4704.154017780681,1076.1263686005814,2971.5471479474318
2016-02-25 14:00:00,8465.801197987943,4894.257673282225,1119.614646339644,3091.632921751773
2016-02-25 15:00:00,8650.486655643315,5001.028219522818,1144.0395694533638,3159.0783563542113
2016-02-25 16:00:00,8641.928061264165,4996.08031616045,1142.9076827724843,3155.9528362140986
2016-02-25 17:00:00,8552.738498786692,4944.5179548052365,1131.1122320980537,3123.3816263329213
2016-02-25 18:00:00,8252.737243180649,4771.080921155882,1091.4366252840596,3013.82392036896
2016-02-25 19:00:00,7448.22937154042,4305.9780050932,985.0392772813672,2720.0250271983386
2016-02-25 20:00:00,6119.394981093233,3537.7509040938085,809.2989768289913,2234.746900180794
2016-02-25 21:00:00,5095.516821945281,2945.8254123746165,673.8895860058558,1860.835990787276
2016-02-25 22:00:00,4699.11876648985,2716.6593619070004,621.4653607861638,1716.075057982042
2016-02-25 23:00:00,4813.984112104776,2783.065433349321,636.6564715032338,1758.0228282835587
2016-02-26 00:00:00,4928.399005383956,2849.211088825201,651.7880092370992,1799.8060975250692
2016-02-26 01:00:00,5240.112021719366,3029.4189376020076,693.0125136144023,1913.640831049185
2016-02-26 02:00:00,5993.2683270846865,3464.834433490476,792.6185415318166,2188.686603379129
2016-02-26 03:00:00,7997.330768813341,4623.425068184135,1057.658743807281,2920.5518193455882
2016-02-26 04:00:00,9521.661472973776,5504.672698618692,1259.2537189702775,3477.2234064057143
2016-02-26 05:00:00,9052.290139127685,5233.319261587719,1197.178670471506,3305.8133018795165
2016-02-26 06:00:00,8946.433840227653,5172.121509474208,1183.1790194185203,3267.1555527781193
2016-02-26 07:00:00,8631.117205206288,4989.830332965879,1141.4779311755838,3152.0048107739567
2016-02-26 08:00:00,8302.737452448322,4799.987093430775,1098.0492264197253,3032.0835380296203
2016-02-26 09:00:00,7986.519912755466,4617.175084989563,1056.2289922103803,2916.6037939054454
2016-02-26 10:00:00,7821.654357872866,4521.862841272352,1034.425280357645,2856.396405943269
2016-02-26 11:00:00,7668.050111383886,4433.06099671615,1014.1108930850141,2800.3015444812404
2016-02-26 12:00:00,7767.149625247745,4490.352509333053,1027.216949389937,2836.4917776825487
2016-02-26 13:00:00,7860.393258746919,4544.258614386232,1039.5485569132056,2870.5434971037803
2016-02-26 14:00:00,8178.8630601185005,4728.372702659645,1081.6666560385718,2986.8457465279853
2016-02-26 15:00:00,8353.188114051742,4829.153681672108,1104.7214005385952,3050.5076567502865
2016-02-26 16:00:00,8351.836757044508,4828.372433772786,1104.5426815889828,3050.014153570269
2016-02-26 17:00:00,8262.647194567035,4776.810072417573,1092.747230914552,3017.442943689091
2016-02-26 18:00:00,7970.303628668653,4607.800110197705,1054.084364815029,2910.6817557452305
2016-02-26 19:00:00,7187.417469144175,4155.197160524167,950.546520006138,2624.7789134548952
2016-02-26 20:00:00,5887.412028184655,3403.6366813769655,778.6188904788308,2150.028854277731
2016-02-26 21:00:00,4900.020508232034,2832.804882939451,648.0349112952349,1789.4425307446945
2016-02-26 22:00:00,4211.729339213965,2434.8892862184107,557.0073929592248,1538.084911055607
2016-02-26 23:00:00,4314.432471763782,2494.2641265668376,570.5900331297812,1575.5911527369628
2016-02-27 00:00:00,4426.59510336424,2559.1077022105155,585.4237059476259,1616.551916678444
2016-02-27 01:00:00,4706.776456197511,2721.086433336489,622.4781015006353,1718.8715760021432
2016-02-27 02:00:00,5428.4010980606945,3138.2728115741243,717.9140205937559,1982.4022741316708
2016-02-27 03:00:00,7342.37307264039,4244.78025297969,971.0396262283814,2681.3672780969414
2016-02-27 04:00:00,8798.235021767614,5086.444656515294,1163.57950794434,3213.034704036163
2016-02-27 05:00:00,8376.611635510471,4842.695311927012,1107.8191956652133,3059.061711870596
2016-02-27 06:00:00,8231.565983400642,4758.84137073318,1088.6366950734625,3006.092370548681
