,PowerCapacity,Unit,Zone,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost_pu,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,Nunits
IE_COMC_GAS,364.8309790259226,IE_COMC_GAS,IE,COMC,GAS,0.57,2,4,0.03,0.03,55,0.0,0,0.36,0.57,1.0,0.42,,,,,,,7.0
IE_GTUR_GAS,62.16318621268099,IE_GTUR_GAS,IE,GTUR,GAS,0.425,0,0,0.166666666666667,0.166666666666667,0,0.0,0,0.2,0.425,0.166666666666667,0.564705882352941,,,,,,,11.0
IE_STUR_GAS,112.67581630566443,IE_STUR_GAS,IE,STUR,GAS,0.38,0,0,0.02,0.02,0,0.0,0,0.4,0.38,0.0,0.0,,,,,,,5.0
IE_STUR_HRD,427.5,IE_STUR_HRD,IE,STUR,HRD,0.46,8,8,0.0177777777777778,0.0177777777777778,65,0.0,0,0.3,0.46,2.0,0.81,,,,,,,2.0
IE_STUR_OIL,270.3333333333333,IE_STUR_OIL,IE,STUR,OIL,0.33,4,4,0.02,0.02,65,0.0,0,0.4,0.33,0.0,0.799636363636364,,,,,,,3.0
IE_STUR_PEA,114.53333333333335,IE_STUR_PEA,IE,STUR,PEA,0.3,4,4,0.02,0.02,65,0.0,0,0.5,0.3,0.0,0.0,,,,,,,3.0
IE_HPHS_WAT,292.0,IE_HPHS_WAT,IE,HPHS,WAT,0.8,0,0,0.0666666666666667,0.0666666666666667,0,0.0,0,0.0,1.0,0.0,0.0,,,1460.0,0.0,292.0,0.8,1
IE_WTON_WIN,2740.0,IE_WTON_WIN,IE,WTON,WIN,1.0,0,0,0.02,0.02,0,0.0,0,0.0,1.0,0.0,0.0,,,,,,,1
IE_STUR_OTH,121.78823529411768,IE_STUR_OTH,IE,STUR,OTH,0.3,4,4,0.02,0.02,65,0.0,0,0.5,0.3,0.0,0.0,,,,,,,5.0
