,DE_P2HT_OTH,DE_STUR_BIO_CHP,DE_STUR_OIL_CHP,DE_COMC_GAS_CHP
2016-01-03 10:00:00,36690.77893001385,27181.45935595928,578.2719610841332,10809.627623423576
2016-01-03 11:00:00,35819.67685239507,26536.124849356103,564.5427920280624,10552.988507121061
2016-01-03 12:00:00,35269.48932122823,26128.53197581442,555.8714573796824,10390.89540066757
2016-01-03 13:00:00,35694.38829658848,26443.30791042114,562.5681580469778,10516.076708755347
2016-01-03 14:00:00,36167.13701728377,26793.53214964134,570.0190036760099,10655.355235382256
2016-01-03 15:00:00,37391.95523356297,27700.90854052515,589.322982837923,11016.204179189595
2016-01-03 16:00:00,38033.953406839086,28176.51706567505,599.4413164764907,11205.346012380716
2016-01-03 17:00:00,37870.790847657765,28055.64210471385,596.8697621016637,11157.275991567063
2016-01-03 18:00:00,37335.48238924529,27659.07202553962,588.4329318936824,10999.566472503835
2016-01-03 19:00:00,35866.004874380225,26570.445822727474,565.2729535811222,10566.637404222556
2016-01-03 20:00:00,32460.388017354308,24047.478502851467,511.598084961678,9563.294026783647
2016-01-03 21:00:00,26992.836021244322,19996.97734989594,425.4256975847063,7952.475101342185
2016-01-03 22:00:00,23048.02185724513,17074.558993226943,363.25270782399485,6790.276494499412
2016-01-03 23:00:00,21733.929204439773,16101.045836138457,342.5417020196894,6403.126026350509
2016-01-04 00:00:00,22174.21449367101,16427.220342193323,349.4809015969425,6532.840362307758
2016-01-04 01:00:00,22796.430263398714,16888.173561195592,359.2874509227073,6716.154016809555
2016-01-04 02:00:00,24179.169547320762,17912.541883206606,381.0803749406704,7123.528763145339
2016-01-04 03:00:00,27196.746950127912,20148.039736340706,428.63947434744335,8012.55017398598
2016-01-04 04:00:00,35622.867299144236,26390.323342041254,561.4409378391521,10495.005601186254
2016-01-04 05:00:00,42741.32004949913,31663.853633675626,673.6326588076366,12592.20347297433
2016-01-04 06:00:00,41138.09996021704,30476.147540583366,648.3648053546741,12119.871931673777
2016-01-04 07:00:00,41133.53479016741,30472.765546856994,648.2928551286428,12118.526967360858
2016-01-04 08:00:00,39571.06307058761,29315.24687924831,623.6672240635905,11658.20047789045
2016-01-04 09:00:00,38031.24812088374,28174.512921244597,599.398679305509,11204.548996491574
2016-01-04 10:00:00,36565.65945457947,27088.767676051208,576.2999919262346,10772.765638550929
2016-01-04 11:00:00,35678.15658085645,26431.283043838463,562.3123350210882,10511.294613420516
2016-01-04 12:00:00,35051.88288219575,25967.323608190534,552.441829938851,10326.785435085014
2016-01-04 13:00:00,35558.616757704964,26342.72491181819,560.4283050283393,10476.07647381922
2016-01-04 14:00:00,35997.71848433073,26668.022604684742,567.348850843288,10605.442115324971
2016-01-04 15:00:00,37276.304258972275,27615.231366123637,587.5002437784601,10982.131749928934
2016-01-04 16:00:00,37781.685491503835,27989.630597536085,595.4654002824578,11131.024280718575
2016-01-04 17:00:00,37888.37520636746,28068.669043511738,597.1469037130439,11162.45659484646
2016-01-04 18:00:00,37228.96175475387,27580.15883859086,586.7540932862825,10968.183971869015
2016-01-04 19:00:00,35774.53239301536,26502.68068917306,563.8312842373073,10539.688304471067
2016-01-04 20:00:00,32372.46622380582,23982.343808862013,510.21237690477636,9537.391010386653
2016-01-04 21:00:00,26747.500401169622,19815.226501859994,421.55903914131375,7880.195722895961
2016-01-04 22:00:00,22670.97262721992,16795.23136323372,357.3101521184363,6679.19240495077
2016-01-04 23:00:00,18789.05636168233,13919.409364572562,296.1284765830467,5535.524417530461
2016-01-05 00:00:00,19112.676194089618,14159.155142064501,301.2289481617189,5630.867443268623
2016-01-05 01:00:00,19757.379653321063,14636.767811644839,311.3899189712681,5820.80629234888
2016-01-05 02:00:00,20976.28005657297,15539.760136587056,330.600629321659,6179.911763898731
2016-01-05 03:00:00,24039.17099913203,17808.8274089311,378.8739013423734,7082.283190882436
2016-01-05 04:00:00,32493.189609562774,24071.77875407061,512.1150606598297,9572.957844439448
2016-01-05 05:00:00,38415.398726541716,28459.10143036774,605.4531575848943,11317.725252749207
2016-01-05 06:00:00,36607.25322614279,27119.581396669302,576.9555384300767,10785.019757846434
2016-01-05 07:00:00,35799.218127357824,26520.96850710086,564.2203484225141,10546.961074459452
2016-01-05 08:00:00,34543.12004222002,25590.41919624004,544.4233769711266,10176.896634433953
2016-01-05 09:00:00,33025.454621275494,24466.094170760593,520.5039240504568,9729.770720627399
2016-01-05 10:00:00,32133.21749713063,23805.102285794565,506.44165209609235,9466.90491769099
2016-01-05 11:00:00,31143.251917849193,23071.710683278736,490.83911234001835,9175.246915759466
2016-01-05 12:00:00,30656.46952626059,22711.0899448256,483.16708638651914,9031.833869207652
2016-01-05 13:00:00,30634.827238617887,22695.05678938204,482.82598901866646,9025.457742094546
2016-01-05 14:00:00,31048.90507015679,23001.816146266978,489.3521410020355,9147.450986625769
2016-01-05 15:00:00,32516.69178129977,24089.189758810095,512.4854710827321,9579.881919976337
2016-01-05 16:00:00,33558.73411522147,24861.161141611996,528.908776380202,9886.882477773775
2016-01-05 17:00:00,33705.157717554124,24969.63545890981,531.2165132595803,9930.020962773382
2016-01-05 18:00:00,33287.021957082216,24659.86988537921,524.6264055197388,9806.832194408451
2016-01-05 19:00:00,32179.37643874359,23839.29800013903,507.1691488259658,9480.504001299412
2016-01-05 20:00:00,29386.168689857263,21770.018875704933,463.1462697874781,8657.585095764174
2016-01-05 21:00:00,23864.51097464053,17679.434834140517,376.1211389908748,7030.825852539949
2016-01-05 22:00:00,19874.38327088943,14723.44705826157,313.2339766162217,5855.277229554109
2016-01-05 23:00:00,16944.051340141923,12552.582863009315,267.049925973605,4991.959581138178
2016-01-06 00:00:00,17425.592240192058,12909.320571628461,274.6393424083273,5133.828409404786
2016-01-06 01:00:00,17510.808747785202,12972.451121187467,275.9824132942473,5158.93440991264
2016-01-06 02:00:00,18922.122614610507,14017.988218745055,298.2256924307034,5574.727636577447
2016-01-06 03:00:00,22520.99833707088,16684.126606370945,354.94645395214457,6635.0078365966665
2016-01-06 04:00:00,30694.17444926312,22739.022707824923,483.761341957075,9042.942278162516
2016-01-06 05:00:00,34159.64575805089,25306.33172322451,538.3795579844867,10063.919632148607
2016-01-06 06:00:00,32253.43364177096,23894.16145392245,508.3363413815866,9502.32231126457
2016-01-06 07:00:00,31719.98506745278,23498.969224044155,499.92882422865523,9345.160740625126
2016-01-06 08:00:00,30557.557508518552,22637.813414087468,481.60816482250493,9002.692975761036
2016-01-06 09:00:00,29238.730605291352,21660.7930042457,460.82254396898173,8614.14772980614
2016-01-06 10:00:00,28484.12490412431,21101.761967178554,448.92943808830563,8391.830110229643
2016-01-06 11:00:00,27663.239697051482,20493.629391565504,435.99172151858056,8149.985601369255
2016-01-06 12:00:00,27463.893938217527,20345.948998847114,432.84989498187497,8091.255493038382
2016-01-06 13:00:00,27972.65677819325,20722.85341079761,440.86834794959947,8241.144293689442
2016-01-06 14:00:00,28588.785654521438,21179.29730483138,450.57896364065573,8422.664662440679
2016-01-06 15:00:00,29579.76571603613,21913.44046150863,466.197492335848,8714.621545330632
2016-01-06 16:00:00,30831.974952613138,22841.108814750693,485.93317285394954,9083.540275015495
2016-01-06 17:00:00,31072.407241893783,23019.22715100646,489.72255142493793,9154.375062162655
2016-01-06 18:00:00,30725.454318121705,22762.19562780194,484.2543342465496,9052.157774380677
2016-01-06 19:00:00,29885.293948617098,22139.783523121976,471.01282783358084,8804.634527310182
2016-01-06 20:00:00,27241.04600764657,20180.857601389238,429.33765802226685,8025.601309170619
2016-01-06 21:00:00,21802.913996300886,16152.151519114796,343.62894987971987,6423.449931523535
2016-01-06 22:00:00,18232.951017488194,13507.432425089282,287.3638731231444,5371.68783881948
2016-01-06 23:00:00,15289.261737336208,11326.672766711707,240.96930144880614,4504.4349244509285
2016-01-07 00:00:00,15835.898580686662,11731.635200688426,249.58467481027282,4665.481947549924
2016-01-07 01:00:00,16235.097339471202,12027.371763205912,255.87632235324307,4783.091604690886
2016-01-07 02:00:00,17641.676955874667,13069.401608010225,278.04498644048147,5197.490053549702
2016-01-07 03:00:00,20485.946977167987,15176.508958568964,322.8726420812465,6035.452633992424
2016-01-07 04:00:00,27738.649543056526,20549.49491756415,437.1802326596923,8172.202419278985
2016-01-07 05:00:00,32852.14723976167,24337.703668185233,517.7724802844489,9678.711890229479
2016-01-07 06:00:00,31763.77688385481,23531.411312011973,500.61901343391963,9358.06243533055
2016-01-07 07:00:00,31089.315279114646,23031.753053696742,489.9890337435729,9159.356411469771
2016-01-07 08:00:00,29837.782364026476,22104.58573656229,470.2640125182167,8790.636935757191
2016-01-07 09:00:00,28502.554664695046,21115.415201110955,449.2199038156176,8397.259780974397
2016-01-07 10:00:00,27252.20531221234,20189.124697164818,429.5135363525658,8028.888999713313
2016-01-07 11:00:00,26482.044216802096,19618.569829622607,417.3752667387455,7801.988538774269
2016-01-07 12:00:00,26437.237918166815,19585.376187493373,416.6690885943631,7788.787963110419
2016-01-07 13:00:00,26643.85413300574,19738.44271836858,419.92550252808167,7849.660051643351
2016-01-07 14:00:00,27128.269399383425,20097.309830445076,427.56022095697193,7992.375709292169
2016-01-07 15:00:00,28191.108619086775,20884.688073556015,444.3112995063625,8305.503326737355
2016-01-07 16:00:00,29141.67847164361,21588.894322803502,459.29293546001736,8585.554784783308
2016-01-07 17:00:00,29377.207430130205,21763.380147279087,463.00503415860163,8654.944980631404
2016-01-07 18:00:00,29077.08976945992,21541.04537452664,458.274973002832,8566.526030430132
2016-01-07 19:00:00,27893.696244371826,20664.35744523401,439.62387552157446,8217.88139242522
2016-01-07 20:00:00,25354.954455659466,18783.59315628861,399.6115553785422,7469.931793962048
2016-01-07 21:00:00,20002.884353767975,14818.64391870769,315.25924223784705,5893.135484288176
2016-01-07 22:00:00,16337.221884285207,12103.0282154552,257.485875557798,4813.1789545058555
2016-01-07 23:00:00,14223.54815130531,10537.16512014342,224.17292090524757,4190.460477623531
2016-01-08 00:00:00,14848.638287360558,11000.247742603035,234.02477222518027,4374.620961507537
2016-01-08 01:00:00,15199.818220437854,11260.410741480131,239.55960998322743,4478.083586616295
2016-01-08 02:00:00,16493.790308950385,12219.018074367184,259.9535018283573,4859.306249089731
2016-01-08 03:00:00,19273.80978880443,14278.526994702861,303.7685246583096,5678.339702165419
2016-01-08 04:00:00,26127.482676280633,19355.901650207463,411.7871325169715,7697.52964380409
2016-01-08 05:00:00,30988.712457650523,22957.223932689583,488.40346394769523,9129.717383092442
2016-01-08 06:00:00,30141.45071251315,22329.5509488797,475.0500349608997,8880.101969312958
2016-01-08 07:00:00,29425.395336209665,21799.078969946386,463.7645087667112,8669.14182615668
2016-01-08 08:00:00,28098.114414372038,20815.795608759483,442.84564675387054,8278.10590554823
2016-01-08 09:00:00,26702.86318290655,19782.158118757656,420.8555258201175,7867.044960725179
2016-01-08 10:00:00,25522.68218489042,18907.850110976182,402.25505997940064,7519.346779088621
2016-01-08 11:00:00,24849.91138387234,18409.44444292998,391.65172852091746,7321.138890158554
2016-01-08 12:00:00,24767.73832297895,18348.56855585522,390.35662445235175,7296.929532525978
2016-01-08 13:00:00,25010.53773747052,18528.440518487627,394.1833105479491,7368.4617085761365
2016-01-08 14:00:00,25512.87552330232,18900.585087415817,402.1005002345924,7516.457596490494
2016-01-08 15:00:00,26572.164055189292,19685.3328909618,418.79561749706966,7828.539130581187
2016-01-08 16:00:00,27306.98735280793,20229.708621881324,430.3769390649429,8045.028571468362
2016-01-08 17:00:00,27404.884888316716,20302.23359845804,431.91987168983906,8073.870583956553
2016-01-08 18:00:00,27179.331671790427,20135.138056569718,428.3649975592494,8007.419384199653
2016-01-08 19:00:00,26349.147044246125,19520.116234477016,415.2807157142751,7762.835133220354
2016-01-08 20:00:00,23816.8303096777,17644.111788553928,375.3696588523243,7016.778447493886
2016-01-08 21:00:00,18674.588949697092,13834.60900335937,294.3243912858883,5501.800682721298
2016-01-08 22:00:00,15192.040523316258,11254.648826242601,239.43702811665534,4475.792165935022
2016-01-08 23:00:00,14389.923237558585,10660.420002615765,226.7951069206151,4239.476954805533
2016-01-09 00:00:00,15010.78636430862,11120.371149402812,236.5803376608891,4422.3921013627605
2016-01-09 01:00:00,15382.255942050948,11395.56523150824,242.43495420129813,4531.832345640055
2016-01-09 02:00:00,16694.995951878635,12368.076316381503,263.1246414201127,4918.584305844388
2016-01-09 03:00:00,19515.594721062746,14457.64740317385,307.57922181478887,5749.57299725715
2016-01-09 04:00:00,26440.28136486657,19587.630849977624,416.71705541171735,7789.684605985699
2016-01-09 05:00:00,31375.230188519414,23243.566068189364,494.49524975168936,9243.591028253071
2016-01-09 06:00:00,30499.22478010658,22594.599049806002,480.6888008232144,8985.50732065149
2016-01-09 07:00:00,29786.381930875054,22066.50699238384,469.4539062695665,8775.493633863563
2016-01-09 08:00:00,28419.02896082399,21053.53724182098,447.9034811615612,8372.651915397253
2016-01-09 09:00:00,27018.53623782003,20016.01672198517,425.8307507090314,7960.046752288999
2016-01-09 10:00:00,25820.939961466414,19128.807034432702,406.9558080801205,7607.217780866112
2016-01-09 11:00:00,25157.299500547604,18637.16535383925,396.49637707370016,7411.699820561887
2016-01-09 12:00:00,25062.783572482986,18567.14555780059,395.00674091253103,7383.854077935119
2016-01-09 13:00:00,25295.607245014246,18739.627237845732,398.6762024401338,7452.4472578940795
2016-01-09 14:00:00,25805.722727967644,19117.533722011452,406.7159739933491,7602.734566489709
2016-01-09 15:00:00,26888.17527084719,19919.442012243115,423.7761720323562,7921.640549131149
2016-01-09 16:00:00,27621.476845115954,20462.690411920514,435.3335101915523,8137.681668580684
2016-01-09 17:00:00,27736.113337473398,20547.616032160608,437.14026031189707,8171.455216882918
2016-01-09 18:00:00,27511.236442435937,20381.021526379896,433.59604547405274,8105.203271098301
2016-01-09 19:00:00,26665.66550102065,19754.60113283904,420.2692647191207,7856.085992249528
2016-01-09 20:00:00,24099.363611638295,17853.419622508492,379.82257839671365,7100.016794415761
2016-01-09 21:00:00,18900.48032696781,14001.955063301499,297.88459506285074,5568.351509464342
2016-01-09 22:00:00,15372.28020009064,11388.174948920978,242.27772963330355,4528.893349548858
2016-01-09 23:00:00,13571.236075324472,10053.915794352455,213.89203305231263,3998.2800213550718
2016-01-10 00:00:00,14210.698043017454,10527.645434098808,223.97039434308502,4186.6746521501245
2016-01-10 01:00:00,14541.419251057509,10772.652090720665,229.18278849558394,4284.109844597275
2016-01-10 02:00:00,15879.01407559986,11763.576252548639,250.26420472279187,4678.184388283065
2016-01-10 03:00:00,18783.138548655028,13915.025298630964,296.0352077715245,5533.780945272971
2016-01-10 04:00:00,25465.702099456117,18865.63781890994,401.357014565601,7502.5596319236465
2016-01-10 05:00:00,30258.454330081513,22416.23019549643,476.89409260585336,8914.572906518188
2016-01-10 06:00:00,29445.008659385865,21813.60901706711,464.0736282563277,8674.920191352932
2016-01-10 07:00:00,28700.040539434707,21261.717744533416,452.3324172972734,8455.441940881488
2016-01-10 08:00:00,27228.703140475343,20171.713692425335,429.1431259296633,8021.9649241764255
2016-01-10 09:00:00,25792.534458935366,19107.76351791303,406.50811778481375,7598.849114030159
2016-01-10 10:00:00,24618.440354318744,18237.964835100058,388.00358557880554,7252.944218144163
2016-01-10 11:00:00,23974.920457692755,17761.228978708037,377.8612685315607,7063.354063515402
2016-01-10 12:00:00,23876.85384181176,17688.578743104423,376.31567108347826,7034.462237534141
2016-01-10 13:00:00,24119.822336675537,17868.57596476373,380.14502200226195,7106.044227077371
2016-01-10 14:00:00,24625.034488834885,18242.84993714927,388.10751368307314,7254.886944373938
2016-01-10 15:00:00,25662.004411590315,19011.06354914408,404.45087428495236,7560.39309737924
2016-01-10 16:00:00,26466.488822558906,19607.045999147555,417.1301030056014,7797.405697411726
2016-01-10 17:00:00,26624.917131318376,19724.41370735547,419.62704233121065,7844.080940419385
2016-01-10 18:00:00,26479.67709159118,19616.816203245973,417.33795921413673,7801.291149871275
2016-01-10 19:00:00,25679.250609555595,19023.839969888166,404.72268624995996,7565.474073672497
2016-01-10 20:00:00,23183.962476500856,17175.26725085679,365.39522566581957,6830.326542928609
2016-01-10 21:00:00,18066.914091979335,13384.428060670743,284.7470167541495,5322.77098862362
2016-01-10 22:00:00,14585.887388948373,10805.5952147961,229.88363699359374,4297.210793274985
2016-01-10 23:00:00,11105.367927034034,8227.138146002164,175.02825170259698,3271.800038405563
2016-01-11 00:00:00,11731.810706066952,8691.222840677001,184.9014216080205,3456.3590302341377
2016-01-11 01:00:00,11992.194479268219,8884.121742107298,189.00524931499817,3533.0718095636935
2016-01-11 02:00:00,13206.52971247049,9783.732073323137,208.14400943935757,3890.8323168006227
2016-01-11 03:00:00,16092.224424954922,11921.527885473057,253.62454676077812,4740.999203045773
2016-01-11 04:00:00,21885.08705719428,16213.027406189552,344.9240539482855,6447.6592891561095
2016-01-11 05:00:00,26592.96094097095,19700.739751270845,419.12339074899063,7834.666190228939
2016-01-11 06:00:00,25861.012009679856,19158.493423808664,407.5873711752852,7619.023578723973
2016-01-11 07:00:00,25072.25207332667,18574.160063307147,395.1559710109666,7386.6436335471035
2016-01-11 08:00:00,23445.867973052,17369.293483529207,369.5230367814743,6907.487643695805
2016-01-11 09:00:00,22120.785096053085,16387.638489692043,348.6388174700562,6517.099298497279
2016-01-11 10:00:00,21063.35644826041,15604.268535441994,331.9730132626288,6205.565712830368
2016-01-11 11:00:00,20465.488252130748,15161.352616313727,322.55019847569827,6029.425201330816
2016-01-11 12:00:00,20265.297091435743,15013.04592846082,319.39504782306085,5970.446025534585
2016-01-11 13:00:00,20556.622572751185,15228.867231814327,323.9865381731404,6056.274674096159
2016-01-11 14:00:00,21018.042908508494,15570.699116232045,331.2588406486872,6192.215696687303
2016-01-11 15:00:00,21908.081987814647,16230.06263384833,345.286469901629,6454.433924213784
2016-01-11 16:00:00,22724.740185582257,16835.063733788807,358.1575658916953,6695.033095747392
2016-01-11 17:00:00,23115.48492575637,17124.537344961158,364.31597227534814,6810.152078234797
2016-01-11 18:00:00,23078.625404614893,17097.230877096346,363.735040820724,6799.292736745288
2016-01-11 19:00:00,22369.502323571956,16571.894518266046,352.5587723771758,6590.374946804926
2016-01-11 20:00:00,20159.45277843315,14934.633777619676,317.72686850840637,5939.262778872052
2016-01-11 21:00:00,15536.457241505204,11509.801464043585,244.8652729472485,4577.262251320934
2016-01-11 22:00:00,12298.060872593604,9110.715321774445,193.82591445910373,3623.184418529386
2016-01-11 23:00:00,11493.745541997223,8514.858130797873,181.14935056164092,3386.2216319899717
2016-01-12 00:00:00,11942.823010583306,8847.546106251684,188.22712094458421,3518.5262695869205
2016-01-12 01:00:00,12319.195919119682,9126.372700137294,194.15901735739735,3629.411105163278
2016-01-12 02:00:00,13562.951137086251,10047.778102034219,213.76145671618153,3995.839160194586
2016-01-12 03:00:00,16517.799721804004,12236.804856187382,260.3319067208189,4866.379765105834
2016-01-12 04:00:00,22926.114908882715,16984.24723483003,361.3313703066371,6754.36096599512
2016-01-12 05:00:00,27198.09959310558,20149.041808555925,428.6607929329341,8012.948681930548
2016-01-12 06:00:00,26031.44502486614,19284.754522926676,410.27351294712514,7669.235579739681
2016-01-12 07:00:00,25082.90413677581,18582.051382002024,395.32385487170654,7389.781883610585
2016-01-12 08:00:00,23611.904898560864,17492.29784794775,372.13989315046916,6956.404493891664
2016-01-12 09:00:00,22111.82383632603,16380.999761266194,348.49758184117974,6514.459183364508
2016-01-12 10:00:00,21477.772440543722,15911.278410380732,338.50449489237053,6327.658584347733
2016-01-12 11:00:00,20783.528432255145,15396.964845917873,327.562730889221,6123.12438179763
2016-01-12 12:00:00,20180.418744587023,14950.16589695562,318.0573065835136,5945.439652012873
2016-01-12 13:00:00,20057.666394363565,14859.227843424196,316.1226449502242,5909.275056043225
2016-01-12 14:00:00,20718.93973007146,15349.11589764101,326.5447684320356,6104.095627444455
2016-01-12 15:00:00,21848.39661642501,16185.846197351646,344.34578731684775,6436.849761159671
2016-01-12 16:00:00,23021.13807806396,17054.6428079494,362.82900093736527,6782.3561491011005
2016-01-12 17:00:00,23525.166667617843,17428.039967146615,370.772838855872,6930.850171946169
2016-01-12 18:00:00,23398.525468833584,17334.22095599643,368.7768862892966,6893.539865635886
2016-01-12 19:00:00,22775.464297244842,16872.641441859647,358.9570128476,6709.977143668734
2016-01-12 20:00:00,20617.49150674629,15273.960481499333,324.9458745202261,6074.20753160177
2016-01-12 21:00:00,16188.600237113833,11992.92553080765,255.14349597699714,4769.392894096323
2016-01-12 22:00:00,12759.312127978705,9452.421947165256,201.09555211146412,3759.0756276274565
2016-01-12 23:00:00,13976.183566764108,10353.911163784638,220.2742845836188,4117.583337260453
2016-01-13 00:00:00,14698.156756094893,10888.767208659552,231.65307958932956,4330.2869526742215
2016-01-13 01:00:00,14555.960163067448,10783.424367034306,229.41196328960996,4288.393805001393
2016-01-13 02:00:00,15974.037244781099,11833.971825668004,251.76183535352,4706.179571389045
2016-01-13 03:00:00,19584.072271807232,14508.377309069478,308.65847520526023,5769.74746195096
2016-01-13 04:00:00,27103.07642392434,20078.64623543656,427.16316230220593,7984.953498824569
2016-01-13 05:00:00,30076.016608468417,22281.07570546832,474.0187483877826,8860.824147494428
2016-01-13 06:00:00,28380.14047521601,21024.727665633338,447.29057182870093,8361.194811990892
2016-01-13 07:00:00,27511.743683552562,20381.397303460606,433.6040399436118,8105.352711577515
2016-01-13 08:00:00,26302.819022260966,19485.795261105653,414.55055416121553,7749.186236118861
2016-01-13 09:00:00,24951.866848314137,18484.97563615236,393.258616902286,7351.1764264804515
2016-01-13 10:00:00,24234.62790940519,17953.626844030725,381.954436945793,7139.867588872675
2016-01-13 11:00:00,23535.987811439194,17436.056544868396,370.9433875397984,6934.038235502722
2016-01-13 12:00:00,23331.06240032235,17284.242604262214,367.71362183794326,6873.6642819005
2016-01-13 13:00:00,23843.714088858873,17664.027973831475,375.79336573895387,7024.698792892198
2016-01-13 14:00:00,24363.974394144774,18049.44999961136,383.99302668335,7177.974911072096
2016-01-13 15:00:00,25400.26799541138,18817.16257549856,400.3257279924839,7483.281810105115
2016-01-13 16:00:00,26678.3465289363,19763.99555985675,420.46912645809687,7859.8220042298635
2016-01-13 17:00:00,27046.60357960666,20036.80972045103,426.2731113579653,7968.315792138807
2016-01-13 18:00:00,26913.8754874229,19938.481384332335,424.1812251566812,7929.212200077962
2016-01-13 19:00:00,26305.017067099674,19487.42362845539,414.58519686263804,7749.833811528787
