,HE Vrutok,HE Tikvesh,HE Shpilje,HE Kozjak,HE Globochica
2010-01-04 00:00:00+00:00,1.087325331,0.523350213,1.580007078,0.667773337,0.691554375
2010-01-04 01:00:00+00:00,1.080393136,0.521711495,1.57751979,0.666987511,0.69216375
2010-01-04 02:00:00+00:00,1.073460941,0.520072329,1.575032161,0.666201626,0.692773126
2010-01-04 03:00:00+00:00,1.066528746,0.518432714,1.57254419,0.665415682,0.693382502
2010-01-04 04:00:00+00:00,1.059596551,0.516792648,1.570055876,0.664629679,0.693991877
2010-01-04 05:00:00+00:00,1.052664355,0.515152129,1.56756722,0.663843617,0.694601253
2010-01-04 06:00:00+00:00,1.04573216,0.513511156,1.56507822,0.663057495,0.695210629
2010-01-04 07:00:00+00:00,1.038799965,0.511869727,1.562588875,0.662271313,0.695820004
2010-01-04 08:00:00+00:00,1.03186777,0.51022784,1.560099186,0.661485072,0.69642938
2010-01-04 09:00:00+00:00,1.024935575,0.508585493,1.557609152,0.660698771,0.697038756
2010-01-04 10:00:00+00:00,1.018003379,0.506942685,1.555118771,0.659912411,0.697648132
2010-01-04 11:00:00+00:00,1.011071184,0.505299414,1.552628043,0.659125991,0.698257507
2010-01-04 12:00:00+00:00,1.004138989,0.503655678,1.550136968,0.658339511,0.698866883
2010-01-04 13:00:00+00:00,0.997206794,0.502011475,1.547645544,0.657552971,0.699476259
2010-01-04 14:00:00+00:00,0.990274599,0.500366804,1.545153772,0.65676637,0.700085634
2010-01-04 15:00:00+00:00,0.983342403,0.498721663,1.542661651,0.65597971,0.70069501
2010-01-04 16:00:00+00:00,0.976410208,0.49707605,1.540169179,0.65519299,0.701304386
2010-01-04 17:00:00+00:00,0.969478013,0.495429963,1.537676356,0.654406209,0.701913762
2010-01-04 18:00:00+00:00,0.962545818,0.4937834,1.535183182,0.653619368,0.702523137
2010-01-04 19:00:00+00:00,0.955613622,0.492136359,1.532689656,0.652832466,0.703132513
2010-01-04 20:00:00+00:00,0.948681427,0.490488839,1.530195777,0.652045504,0.703741889
2010-01-04 21:00:00+00:00,0.941749232,0.488840838,1.527701545,0.651258481,0.704351264
2010-01-04 22:00:00+00:00,0.934817037,0.487192354,1.525206958,0.650471397,0.70496064
2010-01-04 23:00:00+00:00,0.927884842,0.485543384,1.522712016,0.649684253,0.705570016
2010-01-05 00:00:00+00:00,0.933622391,0.486031029,1.524928388,0.649639787,0.706179392
2010-01-05 01:00:00+00:00,0.939359941,0.486518631,1.52714448,0.649595321,0.706788767
2010-01-05 02:00:00+00:00,0.94509749,0.48700619,1.529360292,0.649550855,0.707398143
2010-01-05 03:00:00+00:00,0.95083504,0.487493707,1.531575825,0.649506389,0.708007519
2010-01-05 04:00:00+00:00,0.95657259,0.487981182,1.53379108,0.649461923,0.708616894
2010-01-05 05:00:00+00:00,0.962310139,0.488468614,1.536006056,0.649417456,0.70922627
2010-01-05 06:00:00+00:00,0.968047689,0.488956004,1.538220755,0.649372989,0.709835646
2010-01-05 07:00:00+00:00,0.973785238,0.489443352,1.540435176,0.649328522,0.710445021
2010-01-05 08:00:00+00:00,0.979522788,0.489930657,1.54264932,0.649284055,0.711054397
2010-01-05 09:00:00+00:00,0.985260338,0.490417921,1.544863189,0.649239588,0.711663773
2010-01-05 10:00:00+00:00,0.990997887,0.490905142,1.547076781,0.64919512,0.712273149
2010-01-05 11:00:00+00:00,0.996735437,0.491392321,1.549290098,0.649150653,0.712882524
2010-01-05 12:00:00+00:00,1.002472986,0.491879458,1.55150314,0.649106185,0.7134919
2010-01-05 13:00:00+00:00,1.008210536,0.492366554,1.553715908,0.649061716,0.714101276
2010-01-05 14:00:00+00:00,1.013948086,0.492853607,1.555928401,0.649017248,0.714710651
2010-01-05 15:00:00+00:00,1.019685635,0.493340619,1.558140621,0.64897278,0.715320027
2010-01-05 16:00:00+00:00,1.025423185,0.493827588,1.560352568,0.648928311,0.715929403
2010-01-05 17:00:00+00:00,1.031160735,0.494314516,1.562564243,0.648883842,0.716538779
2010-01-05 18:00:00+00:00,1.036898284,0.494801403,1.564775645,0.648839373,0.717148154
2010-01-05 19:00:00+00:00,1.042635834,0.495288247,1.566986775,0.648794903,0.71775753
2010-01-05 20:00:00+00:00,1.048373383,0.49577505,1.569197634,0.648750434,0.718366906
2010-01-05 21:00:00+00:00,1.054110933,0.496261812,1.571408223,0.648705964,0.718976281
2010-01-05 22:00:00+00:00,1.059848483,0.496748532,1.573618541,0.648661494,0.719585657
2010-01-05 23:00:00+00:00,1.065586032,0.49723521,1.575828589,0.648617024,0.720195033
2010-01-06 00:00:00+00:00,1.066730663,0.498999743,1.573836222,0.649510879,0.720804408
2010-01-06 01:00:00+00:00,1.067875293,0.500763733,1.571843637,0.650404655,0.721413784
2010-01-06 02:00:00+00:00,1.069019923,0.502527183,1.569850832,0.651298353,0.72202316
2010-01-06 03:00:00+00:00,1.070164554,0.504290094,1.567857807,0.652191972,0.722632536
2010-01-06 04:00:00+00:00,1.071309184,0.506052471,1.565864561,0.653085514,0.723241911
2010-01-06 05:00:00+00:00,1.072453815,0.507814313,1.563871095,0.653978977,0.723851287
2010-01-06 06:00:00+00:00,1.073598445,0.509575624,1.561877408,0.654872362,0.724460663
2010-01-06 07:00:00+00:00,1.074743076,0.511336406,1.559883499,0.65576567,0.725070038
2010-01-06 08:00:00+00:00,1.075887706,0.513096661,1.557889369,0.6566589,0.725679414
2010-01-06 09:00:00+00:00,1.077032336,0.514856391,1.555895017,0.657552052,0.72628879
2010-01-06 10:00:00+00:00,1.078176967,0.516615598,1.553900443,0.658445127,0.726898166
2010-01-06 11:00:00+00:00,1.079321597,0.518374285,1.551905646,0.659338125,0.727507541
2010-01-06 12:00:00+00:00,1.080466228,0.520132452,1.549910625,0.660231046,0.728116917
2010-01-06 13:00:00+00:00,1.081610858,0.521890103,1.547915382,0.661123889,0.728726293
2010-01-06 14:00:00+00:00,1.082755489,0.52364724,1.545919915,0.662016655,0.729335668
2010-01-06 15:00:00+00:00,1.083900119,0.525403864,1.543924224,0.662909345,0.729945044
2010-01-06 16:00:00+00:00,1.085044749,0.527159977,1.541928309,0.663801958,0.73055442
2010-01-06 17:00:00+00:00,1.08618938,0.528915582,1.539932168,0.664694494,0.731163796
2010-01-06 18:00:00+00:00,1.08733401,0.53067068,1.537935803,0.665586954,0.731773171
2010-01-06 19:00:00+00:00,1.088478641,0.532425273,1.535939213,0.666479337,0.732382547
2010-01-06 20:00:00+00:00,1.089623271,0.534179364,1.533942397,0.667371645,0.732991923
2010-01-06 21:00:00+00:00,1.090767902,0.535932954,1.531945354,0.668263876,0.733601298
2010-01-06 22:00:00+00:00,1.091912532,0.537686046,1.529948086,0.669156031,0.734210674
2010-01-06 23:00:00+00:00,1.093057162,0.53943864,1.52795059,0.67004811,0.73482005
2010-01-07 00:00:00+00:00,1.091658381,0.538789246,1.523498544,0.670249009,0.735429425
2010-01-07 01:00:00+00:00,1.0902596,0.538139785,1.519045366,0.670449905,0.736038801
2010-01-07 02:00:00+00:00,1.088860818,0.537490254,1.514591053,0.670650797,0.736648177
2010-01-07 03:00:00+00:00,1.087462037,0.536840656,1.5101356,0.670851686,0.737257553
2010-01-07 04:00:00+00:00,1.086063256,0.536190989,1.505679004,0.67105257,0.737866928
2010-01-07 05:00:00+00:00,1.084664474,0.535541254,1.501221261,0.671253451,0.738476304
2010-01-07 06:00:00+00:00,1.083265693,0.53489145,1.496762366,0.671454327,0.73908568
2010-01-07 07:00:00+00:00,1.081866912,0.534241578,1.492302316,0.6716552,0.739695055
2010-01-07 08:00:00+00:00,1.08046813,0.533591637,1.487841107,0.671856069,0.740304431
2010-01-07 09:00:00+00:00,1.079069349,0.532941627,1.483378734,0.672056935,0.740913807
2010-01-07 10:00:00+00:00,1.077670568,0.532291548,1.478915193,0.672257796,0.741523183
2010-01-07 11:00:00+00:00,1.076271786,0.5316414,1.474450481,0.672458654,0.742132558
2010-01-07 12:00:00+00:00,1.074873005,0.530991183,1.469984593,0.672659507,0.742741934
2010-01-07 13:00:00+00:00,1.073474224,0.530340896,1.465517524,0.672860357,0.74335131
2010-01-07 14:00:00+00:00,1.072075442,0.529690541,1.461049271,0.673061203,0.743960685
2010-01-07 15:00:00+00:00,1.070676661,0.529040116,1.45657983,0.673262046,0.744570061
2010-01-07 16:00:00+00:00,1.06927788,0.528389621,1.452109196,0.673462884,0.745179437
2010-01-07 17:00:00+00:00,1.067879098,0.527739057,1.447637365,0.673663719,0.745788813
2010-01-07 18:00:00+00:00,1.066480317,0.527088423,1.443164332,0.673864549,0.746398188
2010-01-07 19:00:00+00:00,1.065081536,0.526437719,1.438690093,0.674065376,0.747007564
2010-01-07 20:00:00+00:00,1.063682754,0.525786945,1.434214644,0.674266199,0.74761694
2010-01-07 21:00:00+00:00,1.062283973,0.525136101,1.429737981,0.674467019,0.748226315
2010-01-07 22:00:00+00:00,1.060885192,0.524485187,1.425260098,0.674667834,0.748835691
2010-01-07 23:00:00+00:00,1.05948641,0.523834202,1.420780991,0.674868646,0.749445067
2010-01-08 00:00:00+00:00,1.054588509,0.522129486,1.420348437,0.673965077,0.750054442
2010-01-08 01:00:00+00:00,1.049690607,0.520424286,1.419915871,0.673061431,0.750663818
2010-01-08 02:00:00+00:00,1.044792705,0.5187186,1.419483295,0.672157707,0.751273194
2010-01-08 03:00:00+00:00,1.039894803,0.517012426,1.419050706,0.671253906,0.75188257
2010-01-08 04:00:00+00:00,1.034996901,0.515305762,1.418618106,0.670350027,0.752491945
2010-01-08 05:00:00+00:00,1.030099,0.513598607,1.418185495,0.66944607,0.753101321
2010-01-08 06:00:00+00:00,1.025201098,0.511890958,1.417752872,0.668542035,0.753710697
2010-01-08 07:00:00+00:00,1.020303196,0.510182813,1.417320238,0.667637922,0.754320072
2010-01-08 08:00:00+00:00,1.015405294,0.508474171,1.416887592,0.666733731,0.754929448
2010-01-08 09:00:00+00:00,1.010507392,0.50676503,1.416454935,0.665829462,0.755538824
2010-01-08 10:00:00+00:00,1.00560949,0.505055387,1.416022266,0.664925115,0.7561482
2010-01-08 11:00:00+00:00,1.000711589,0.503345241,1.415589586,0.664020688,0.756757575
2010-01-08 12:00:00+00:00,0.995813687,0.501634589,1.415156894,0.663116184,0.757366951
2010-01-08 13:00:00+00:00,0.990915785,0.49992343,1.414724191,0.6622116,0.757976327
2010-01-08 14:00:00+00:00,0.986017883,0.498211762,1.414291476,0.661306938,0.758585702
2010-01-08 15:00:00+00:00,0.981119981,0.496499582,1.41385875,0.660402196,0.759195078
2010-01-08 16:00:00+00:00,0.97622208,0.494786888,1.413426012,0.659497376,0.759804454
2010-01-08 17:00:00+00:00,0.971324178,0.493073679,1.412993263,0.658592476,0.760413829
2010-01-08 18:00:00+00:00,0.966426276,0.491359952,1.412560502,0.657687497,0.761023205
2010-01-08 19:00:00+00:00,0.961528374,0.489645705,1.412127729,0.656782438,0.761632581
2010-01-08 20:00:00+00:00,0.956630472,0.487930936,1.411694945,0.6558773,0.762241957
2010-01-08 21:00:00+00:00,0.951732571,0.486215643,1.41126215,0.654972082,0.762851332
2010-01-08 22:00:00+00:00,0.946834669,0.484499824,1.410829343,0.654066784,0.763460708
2010-01-08 23:00:00+00:00,0.941936767,0.482783476,1.410396524,0.653161407,0.764070084
2010-01-09 00:00:00+00:00,0.939748356,0.481574229,1.410736952,0.651890362,0.764679459
2010-01-09 01:00:00+00:00,0.937559944,0.480364718,1.411077372,0.65061916,0.765288835
2010-01-09 02:00:00+00:00,0.935371533,0.479154943,1.411417785,0.649347799,0.765898211
2010-01-09 03:00:00+00:00,0.933183121,0.477944902,1.411758191,0.648076279,0.766507587
2010-01-09 04:00:00+00:00,0.93099471,0.476734594,1.41209859,0.6468046,0.767116962
2010-01-09 05:00:00+00:00,0.928806299,0.475524019,1.412438981,0.645532761,0.767726338
2010-01-09 06:00:00+00:00,0.926617887,0.474313176,1.412779366,0.644260762,0.768335714
2010-01-09 07:00:00+00:00,0.924429476,0.473102064,1.413119743,0.642988603,0.768945089
2010-01-09 08:00:00+00:00,0.922241065,0.471890683,1.413460113,0.641716283,0.769554465
2010-01-09 09:00:00+00:00,0.920052653,0.470679031,1.413800477,0.640443802,0.770163841
2010-01-09 10:00:00+00:00,0.917864242,0.469467108,1.414140832,0.63917116,0.770773217
2010-01-09 11:00:00+00:00,0.915675831,0.468254912,1.414481181,0.637898356,0.771382592
2010-01-09 12:00:00+00:00,0.913487419,0.467042444,1.414821523,0.63662539,0.771991968
2010-01-09 13:00:00+00:00,0.911299008,0.465829702,1.415161858,0.635352262,0.772601344
2010-01-09 14:00:00+00:00,0.909110597,0.464616685,1.415502185,0.63407897,0.773210719
2010-01-09 15:00:00+00:00,0.906922185,0.463403393,1.415842506,0.632805515,0.773820095
2010-01-09 16:00:00+00:00,0.904733774,0.462189825,1.416182819,0.631531897,0.774429471
2010-01-09 17:00:00+00:00,0.902545362,0.460975979,1.416523125,0.630258115,0.775038846
2010-01-09 18:00:00+00:00,0.900356951,0.459761856,1.416863424,0.628984168,0.775648222
2010-01-09 19:00:00+00:00,0.89816854,0.458547453,1.417203716,0.627710057,0.776257598
2010-01-09 20:00:00+00:00,0.895980128,0.457332771,1.417544001,0.626435781,0.776866974
2010-01-09 21:00:00+00:00,0.893791717,0.456117809,1.417884279,0.625161339,0.777476349
2010-01-09 22:00:00+00:00,0.891603306,0.454902564,1.418224549,0.623886731,0.778085725
2010-01-09 23:00:00+00:00,0.889414894,0.453687038,1.418564813,0.622611957,0.778695101
2010-01-10 00:00:00+00:00,0.88848908,0.453255729,1.416869297,0.621734971,0.779304476
2010-01-10 01:00:00+00:00,0.887563265,0.452824384,1.415173605,0.620857906,0.779913852
2010-01-10 02:00:00+00:00,0.88663745,0.452393004,1.413477736,0.619980762,0.780523228
2010-01-10 03:00:00+00:00,0.885711635,0.451961588,1.411781691,0.619103539,0.781132604
2010-01-10 04:00:00+00:00,0.884785821,0.451530136,1.410085468,0.618226237,0.781741979
2010-01-10 05:00:00+00:00,0.883860006,0.451098648,1.408389067,0.617348855,0.782351355
2010-01-10 06:00:00+00:00,0.882934191,0.450667124,1.406692489,0.616471393,0.782960731
2010-01-10 07:00:00+00:00,0.882008377,0.450235565,1.404995733,0.615593852,0.783570106
2010-01-10 08:00:00+00:00,0.881082562,0.449803969,1.403298799,0.614716231,0.784179482
2010-01-10 09:00:00+00:00,0.880156747,0.449372337,1.401601686,0.61383853,0.784788858
2010-01-10 10:00:00+00:00,0.879230933,0.44894067,1.399904395,0.612960748,0.785398234
2010-01-10 11:00:00+00:00,0.878305118,0.448508966,1.398206925,0.612082887,0.786007609
2010-01-10 12:00:00+00:00,0.877379303,0.448077226,1.396509275,0.611204945,0.786616985
2010-01-10 13:00:00+00:00,0.876453488,0.44764545,1.394811446,0.610326922,0.787226361
2010-01-10 14:00:00+00:00,0.875527674,0.447213638,1.393113437,0.609448819,0.787835736
2010-01-10 15:00:00+00:00,0.874601859,0.446781789,1.391415248,0.608570636,0.788445112
2010-01-10 16:00:00+00:00,0.873676044,0.446349904,1.389716879,0.607692371,0.789054488
2010-01-10 17:00:00+00:00,0.87275023,0.445917983,1.38801833,0.606814025,0.789663863
2010-01-10 18:00:00+00:00,0.871824415,0.445486026,1.3863196,0.605935598,0.790273239
2010-01-10 19:00:00+00:00,0.8708986,0.445054032,1.384620688,0.60505709,0.790882615
2010-01-10 20:00:00+00:00,0.869972786,0.444622001,1.382921596,0.604178501,0.791491991
2010-01-10 21:00:00+00:00,0.869046971,0.444189934,1.381222322,0.603299829,0.792101366
2010-01-10 22:00:00+00:00,0.868121156,0.443757831,1.379522866,0.602421077,0.792710742
2010-01-10 23:00:00+00:00,0.867195341,0.443325691,1.377823228,0.601542242,0.793320118
2010-01-11 00:00:00+00:00,0.863436087,0.442482001,1.373405287,0.600612256,0.793929493
2010-01-11 01:00:00+00:00,0.859676833,0.441638172,1.36898611,0.599682178,0.794538869
2010-01-11 02:00:00+00:00,0.855917578,0.440794202,1.364565692,0.598752008,0.795148245
2010-01-11 03:00:00+00:00,0.852158324,0.439950092,1.360144028,0.597821746,0.795757621
2010-01-11 04:00:00+00:00,0.84839907,0.439105841,1.355721115,0.596891391,0.796366996
2010-01-11 05:00:00+00:00,0.844639815,0.438261448,1.351296946,0.595960944,0.796976372
2010-01-11 06:00:00+00:00,0.840880561,0.437416915,1.346871517,0.595030404,0.797585748
2010-01-11 07:00:00+00:00,0.837121307,0.436572239,1.342444824,0.594099771,0.798195123
2010-01-11 08:00:00+00:00,0.833362052,0.435727421,1.338016861,0.593169045,0.798804499
2010-01-11 09:00:00+00:00,0.829602798,0.434882461,1.333587623,0.592238226,0.799413875
2010-01-11 10:00:00+00:00,0.825843544,0.434037358,1.329157106,0.591307313,0.80002325
2010-01-11 11:00:00+00:00,0.822084289,0.433192112,1.324725304,0.590376307,0.800632626
2010-01-11 12:00:00+00:00,0.818325035,0.432346723,1.320292212,0.589445207,0.801242002
2010-01-11 13:00:00+00:00,0.814565781,0.431501189,1.315857826,0.588514013,0.801851378
2010-01-11 14:00:00+00:00,0.810806527,0.430655512,1.31142214,0.587582725,0.802460753
2010-01-11 15:00:00+00:00,0.807047272,0.42980969,1.306985149,0.586651343,0.803070129
2010-01-11 16:00:00+00:00,0.803288018,0.428963724,1.302546847,0.585719867,0.803679505
2010-01-11 17:00:00+00:00,0.799528764,0.428117612,1.298107231,0.584788296,0.80428888
2010-01-11 18:00:00+00:00,0.795769509,0.427271355,1.293666293,0.58385663,0.804898256
2010-01-11 19:00:00+00:00,0.792010255,0.426424952,1.28922403,0.58292487,0.805507632
2010-01-11 20:00:00+00:00,0.788251001,0.425578403,1.284780435,0.581993014,0.806117008
2010-01-11 21:00:00+00:00,0.784491746,0.424731708,1.280335503,0.581061063,0.806726383
2010-01-11 22:00:00+00:00,0.780732492,0.423884866,1.275889229,0.580129017,0.807335759
2010-01-11 23:00:00+00:00,0.776973238,0.423037876,1.271441607,0.579196875,0.807945135
2010-01-12 00:00:00+00:00,0.77292803,0.422697983,1.265971311,0.577799059,0.80855451
2010-01-12 01:00:00+00:00,0.768882823,0.422358066,1.260498958,0.576401027,0.809163886
2010-01-12 02:00:00+00:00,0.764837616,0.422018125,1.255024539,0.575002779,0.809773262
2010-01-12 03:00:00+00:00,0.760792409,0.421678161,1.249548042,0.573604314,0.810382638
2010-01-12 04:00:00+00:00,0.756747202,0.421338172,1.244069457,0.572205631,0.810992013
2010-01-12 05:00:00+00:00,0.752701995,0.42099816,1.238588774,0.57080673,0.811601389
2010-01-12 06:00:00+00:00,0.748656788,0.420658124,1.23310598,0.56940761,0.812210765
2010-01-12 07:00:00+00:00,0.74461158,0.420318064,1.227621067,0.568008271,0.81282014
2010-01-12 08:00:00+00:00,0.740566373,0.41997798,1.222134021,0.566608711,0.813429516
2010-01-12 09:00:00+00:00,0.736521166,0.419637872,1.216644832,0.565208931,0.814038892
2010-01-12 10:00:00+00:00,0.732475959,0.41929774,1.211153489,0.56380893,0.814648267
2010-01-12 11:00:00+00:00,0.728430752,0.418957584,1.20565998,0.562408706,0.815257643
2010-01-12 12:00:00+00:00,0.724385545,0.418617404,1.200164294,0.56100826,0.815867019
2010-01-12 13:00:00+00:00,0.720340337,0.4182772,1.194666418,0.559607591,0.816476395
2010-01-12 14:00:00+00:00,0.71629513,0.417936972,1.189166342,0.558206698,0.81708577
2010-01-12 15:00:00+00:00,0.712249923,0.41759672,1.183664052,0.556805581,0.817695146
2010-01-12 16:00:00+00:00,0.708204716,0.417256443,1.178159538,0.555404238,0.818304522
2010-01-12 17:00:00+00:00,0.704159509,0.416916143,1.172652786,0.55400267,0.818913897
2010-01-12 18:00:00+00:00,0.700114302,0.416575819,1.167143784,0.552600876,0.819523273
2010-01-12 19:00:00+00:00,0.696069095,0.41623547,1.161632521,0.551198854,0.820132649
2010-01-12 20:00:00+00:00,0.692023887,0.415895097,1.156118983,0.549796605,0.820742025
2010-01-12 21:00:00+00:00,0.68797868,0.4155547,1.150603157,0.548394127,0.8213514
2010-01-12 22:00:00+00:00,0.683933473,0.415214278,1.145085031,0.546991421,0.821960776
2010-01-12 23:00:00+00:00,0.679888266,0.414873833,1.139564592,0.545588485,0.822570152
2010-01-13 00:00:00+00:00,0.676907503,0.414202923,1.134051684,0.543975258,0.823179527
2010-01-13 01:00:00+00:00,0.673926739,0.413531918,1.128536445,0.542361727,0.823788903
2010-01-13 02:00:00+00:00,0.670945976,0.412860819,1.123018861,0.540747889,0.824398279
2010-01-13 03:00:00+00:00,0.667965213,0.412189625,1.117498919,0.539133743,0.825007655
2010-01-13 04:00:00+00:00,0.66498445,0.411518336,1.111976604,0.537519289,0.82561703
2010-01-13 05:00:00+00:00,0.662003686,0.410846951,1.106451904,0.535904526,0.826226406
2010-01-13 06:00:00+00:00,0.659022923,0.410175472,1.100924804,0.534289451,0.826835782
