,PHOT,WTOF,WTON,HE Moste,HE Doblar,HE Plave,HE Dravograd,HE Vuzenica,HE Vuhred,HE Ozbalt,HE Fala,HE Mariborski otok,HE Zlatolicje,HE Formin,mHE_Dravske,HE Solkan,mHE SENG,HE Mavcice,HE Medvode,HE Vrhovo,mHE Savske,HE Bostanj,HE Arto-Blanca,HE Krsko,HROR
2014-12-31 23:00:00+00:00,0,0,0.012,0.174316999,0.312311344,0.410230927,0.251303728,0.519550251,0.261636376,0.261635701,0.261635,0.261636,0.261936,0.261936,0.059609,0.171425,0.221365,0.128033,0.191166,0.314688,1,0.355374,0.403091,0.413412,0.303270836
2015-01-01 00:00:00+00:00,0,0,0.012,0.174316999,0.312311344,0.410230927,0.251303728,0.519550251,0.261636376,0.261635701,0.261635,0.261636,0.261936,0.261936,0.059609,0.171425,0.221365,0.128033,0.191166,0.314688,1,0.355374,0.403091,0.413412,0.303270836
2015-01-01 01:00:00+00:00,0,0,0.011,0.174091592,0.311907498,0.409700462,0.25097877,0.518283982,0.261239974,0.2612393,0.261238,0.261239,0.261537,0.261537,0.059508,0.171038,0.220867,0.128055,0.19131,0.313826,1,0.354401,0.402015,0.412309,0.30272745
2015-01-01 02:00:00+00:00,0,0,0.012,0.173866184,0.311503652,0.409169998,0.250653812,0.517017713,0.260843571,0.260842899,0.260842,0.260843,0.261139,0.261139,0.059407,0.170652,0.220368,0.128078,0.191454,0.312964,1,0.353428,0.400939,0.411206,0.302184063
2015-01-01 03:00:00+00:00,0,0,0.014,0.173640777,0.311099806,0.408639533,0.250328854,0.515751444,0.260447169,0.260446497,0.260445,0.260447,0.260741,0.260741,0.059306,0.170266,0.21987,0.1281,0.191598,0.312103,1,0.352455,0.399864,0.410102,0.301640676
2015-01-01 04:00:00+00:00,0,0,0.02,0.17341537,0.31069596,0.408109069,0.250003896,0.514485175,0.260050767,0.260050096,0.260049,0.26005,0.260343,0.260343,0.059204,0.16988,0.219371,0.128122,0.191742,0.311241,1,0.351482,0.398788,0.408999,0.301097289
2015-01-01 05:00:00+00:00,0,0,0.025,0.173189963,0.310292114,0.407578604,0.249678939,0.513218906,0.259654364,0.259653695,0.259653,0.259654,0.259945,0.259945,0.059103,0.169494,0.218873,0.128144,0.191886,0.31038,1,0.350509,0.397712,0.407896,0.300553903
2015-01-01 06:00:00+00:00,0.002074902,0,0.024,0.172964556,0.309888268,0.407048139,0.249353981,0.511952637,0.259257962,0.259257293,0.259256,0.259257,0.259547,0.259547,0.059002,0.169108,0.218374,0.128166,0.19203,0.309518,1,0.349536,0.396637,0.406793,0.300010516
2015-01-01 07:00:00+00:00,0.041843861,0,0.019,0.172739149,0.309484422,0.406517675,0.249029023,0.510686368,0.258861559,0.258860892,0.25886,0.258861,0.259148,0.259148,0.058901,0.168722,0.217876,0.128188,0.192174,0.308656,1,0.348563,0.395561,0.405689,0.299467129
2015-01-01 08:00:00+00:00,0.077463016,0,0.008,0.172513741,0.309080576,0.40598721,0.248704065,0.509420099,0.258465157,0.258464491,0.258463,0.258465,0.25875,0.25875,0.0588,0.168336,0.217377,0.12821,0.192318,0.307795,1,0.34759,0.394485,0.404586,0.298923742
2015-01-01 09:00:00+00:00,0.095964227,0,0.002,0.172288334,0.30867673,0.405456745,0.248379108,0.50815383,0.258068755,0.258068089,0.258067,0.258068,0.258352,0.258352,0.058699,0.16795,0.216879,0.128232,0.192462,0.306933,1,0.346617,0.393409,0.403483,0.298380355
2015-01-01 10:00:00+00:00,0.102534751,0,0.006,0.172062927,0.308272884,0.404926281,0.24805415,0.506887561,0.257672352,0.257671688,0.257671,0.257672,0.257954,0.257954,0.058597,0.167564,0.21638,0.128254,0.192606,0.306072,1,0.345644,0.392334,0.40238,0.297836969
2015-01-01 11:00:00+00:00,0.098903672,0,0.01,0.17183752,0.307869038,0.404395816,0.247729192,0.505621292,0.25727595,0.257275287,0.257274,0.257275,0.257556,0.257556,0.058496,0.167178,0.215882,0.128276,0.192751,0.30521,1,0.344671,0.391258,0.401276,0.297293582
2015-01-01 12:00:00+00:00,0.077290107,0,0.012,0.171612113,0.307465192,0.403865352,0.247404234,0.504355023,0.256879548,0.256878885,0.256878,0.256879,0.257158,0.257158,0.058395,0.166792,0.215383,0.128298,0.192895,0.304348,1,0.343698,0.390182,0.400173,0.296750195
2015-01-01 13:00:00+00:00,0.053428732,0,0.012,0.171386705,0.307061346,0.403334887,0.247079276,0.503088754,0.256483145,0.256482484,0.256481,0.256483,0.256759,0.256759,0.058294,0.166406,0.214885,0.12832,0.193039,0.303487,1,0.342725,0.389107,0.39907,0.296206808
2015-01-01 14:00:00+00:00,0.022651016,0,0.009,0.171161298,0.3066575,0.402804422,0.246754319,0.501822485,0.256086743,0.256086082,0.256085,0.256086,0.256361,0.256361,0.058193,0.16602,0.214386,0.128342,0.193183,0.302625,1,0.341752,0.388031,0.397967,0.295663422
2015-01-01 15:00:00+00:00,0,0,0.004,0.170935891,0.306253654,0.402273958,0.246429361,0.500556216,0.255690341,0.255689681,0.255689,0.25569,0.255963,0.255963,0.058092,0.165634,0.213888,0.128364,0.193327,0.301764,1,0.340779,0.386955,0.396863,0.295120035
2015-01-01 16:00:00+00:00,0,0,0.003,0.170710484,0.305849808,0.401743493,0.246104403,0.499289946,0.255293938,0.25529328,0.255292,0.255293,0.255565,0.255565,0.057991,0.165248,0.213389,0.128386,0.193471,0.300902,1,0.339806,0.385879,0.39576,0.294576648
2015-01-01 17:00:00+00:00,0,0,0.003,0.170485077,0.305445962,0.401213029,0.245779445,0.498023677,0.254897536,0.254896878,0.254896,0.254897,0.255167,0.255167,0.057889,0.164862,0.212891,0.128409,0.193615,0.30004,1,0.338833,0.384804,0.394657,0.294033261
2015-01-01 18:00:00+00:00,0,0,0.003,0.170259669,0.305042116,0.400682564,0.245454487,0.496757408,0.254501133,0.254500477,0.254499,0.254501,0.254769,0.254769,0.057788,0.164476,0.212392,0.128431,0.193759,0.299179,1,0.33786,0.383728,0.393554,0.293489874
2015-01-01 19:00:00+00:00,0,0,0.005,0.170034262,0.30463827,0.400152099,0.24512953,0.495491139,0.254104731,0.254104076,0.254103,0.254104,0.25437,0.25437,0.057687,0.16409,0.211894,0.128453,0.193903,0.298317,1,0.336887,0.382652,0.39245,0.292946488
2015-01-01 20:00:00+00:00,0,0,0.007,0.169808855,0.304234424,0.399621635,0.244804572,0.49422487,0.253708329,0.253707674,0.253707,0.253708,0.253972,0.253972,0.057586,0.163703,0.211395,0.128475,0.194047,0.297456,1,0.335914,0.381577,0.391347,0.292403101
2015-01-01 21:00:00+00:00,0,0,0.007,0.169583448,0.303830578,0.39909117,0.244479614,0.492958601,0.253311926,0.253311273,0.25331,0.253311,0.253574,0.253574,0.057485,0.163317,0.210896,0.128497,0.194191,0.296594,1,0.334941,0.380501,0.390244,0.291859714
2015-01-01 22:00:00+00:00,0,0,0.007,0.169358041,0.303426732,0.398560705,0.244154656,0.491692332,0.252915524,0.252914872,0.252914,0.252915,0.253176,0.253176,0.057384,0.162931,0.210398,0.128519,0.194335,0.295732,1,0.333968,0.379425,0.389141,0.291316327
2015-01-01 23:00:00+00:00,0,0,0.011,0.169132634,0.303022886,0.398030241,0.243829698,0.490426063,0.252519122,0.25251847,0.252517,0.252519,0.252778,0.252778,0.057282,0.162545,0.209899,0.128541,0.19448,0.294871,1,0.332995,0.378349,0.388037,0.290772941
2015-01-02 00:00:00+00:00,0,0,0.018,0.168878639,0.302567822,0.3974325,0.243463528,0.489233123,0.252114317,0.252113666,0.252113,0.252114,0.252374,0.252374,0.057181,0.161729,0.208846,0.128095,0.193982,0.293581,1,0.331539,0.376716,0.386362,0.290071903
2015-01-02 01:00:00+00:00,0,0,0.027,0.168624645,0.302112759,0.396834759,0.243097357,0.488040182,0.251709511,0.251708862,0.251708,0.251709,0.25197,0.25197,0.057079,0.160914,0.207792,0.12765,0.193484,0.292291,1,0.330082,0.375082,0.384686,0.289370865
2015-01-02 02:00:00+00:00,0,0,0.036,0.16837065,0.301657695,0.396237019,0.242731187,0.486847242,0.251304706,0.251304058,0.251303,0.251304,0.251566,0.251566,0.056978,0.160098,0.206739,0.127204,0.192986,0.291002,1,0.328626,0.373449,0.383011,0.288669828
2015-01-02 03:00:00+00:00,0,0,0.04,0.168116656,0.301202631,0.395639278,0.242365016,0.485654301,0.250899901,0.250899254,0.250898,0.250899,0.251162,0.251162,0.056876,0.159282,0.205685,0.126758,0.192488,0.289712,1,0.327169,0.371815,0.381336,0.28796879
2015-01-02 04:00:00+00:00,0,0,0.046,0.167862661,0.300747568,0.395041537,0.241998846,0.484461361,0.250495096,0.25049445,0.250493,0.250495,0.250758,0.250758,0.056775,0.158466,0.204632,0.126313,0.19199,0.288422,1,0.325713,0.370182,0.37966,0.287267753
2015-01-02 05:00:00+00:00,0,0,0.052,0.167608667,0.300292504,0.394443797,0.241632675,0.48326842,0.250090291,0.250089646,0.250089,0.25009,0.250354,0.250354,0.056674,0.15765,0.203578,0.125867,0.191492,0.287133,1,0.324257,0.368548,0.377985,0.286566715
2015-01-02 06:00:00+00:00,0.001556177,0,0.059,0.167354673,0.29983744,0.393846056,0.241266505,0.48207548,0.249685486,0.249684842,0.249684,0.249685,0.24995,0.24995,0.056572,0.156834,0.202525,0.125422,0.190994,0.285843,1,0.3228,0.366914,0.376309,0.285865677
2015-01-02 07:00:00+00:00,0.021094839,0,0.071,0.167100678,0.299382376,0.393248315,0.240900334,0.480882539,0.249280681,0.249280038,0.249279,0.24928,0.249546,0.249546,0.056471,0.156018,0.201471,0.124976,0.190497,0.284553,1,0.321344,0.365281,0.374634,0.28516464
2015-01-02 08:00:00+00:00,0.032333893,0,0.081,0.166846684,0.298927313,0.392650575,0.240534164,0.479689599,0.248875876,0.248875234,0.248874,0.248875,0.249142,0.249142,0.056369,0.155202,0.200417,0.12453,0.189999,0.283263,1,0.319887,0.363647,0.372959,0.284463602
2015-01-02 09:00:00+00:00,0.050316379,0,0.107,0.166592689,0.298472249,0.392052834,0.240167993,0.478496658,0.248471071,0.24847043,0.248469,0.248471,0.248738,0.248738,0.056268,0.154387,0.199364,0.124085,0.189501,0.281974,1,0.318431,0.362014,0.371283,0.283762565
2015-01-02 10:00:00+00:00,0.066569779,0,0.123,0.166338695,0.298017185,0.391455093,0.239801823,0.477303718,0.248066266,0.248065626,0.248065,0.248066,0.248334,0.248334,0.056166,0.153571,0.19831,0.123639,0.189003,0.280684,1,0.316974,0.36038,0.369608,0.283061527
2015-01-02 11:00:00+00:00,0.056368177,0,0.128,0.166084701,0.297562122,0.390857352,0.239435652,0.476110777,0.247661461,0.247660822,0.24766,0.247661,0.24793,0.24793,0.056065,0.152755,0.197257,0.123193,0.188505,0.279394,1,0.315518,0.358746,0.367932,0.282360489
2015-01-02 12:00:00+00:00,0.033371344,0,0.12,0.165830706,0.297107058,0.390259612,0.239069482,0.474917837,0.247256656,0.247256018,0.247255,0.247256,0.247526,0.247526,0.055963,0.151939,0.196203,0.122748,0.188007,0.278105,1,0.314061,0.357113,0.366257,0.281659452
2015-01-02 13:00:00+00:00,0.012276505,0,0.107,0.165576712,0.296651994,0.389661871,0.238703311,0.473724896,0.246851851,0.246851214,0.24685,0.246851,0.247122,0.247122,0.055862,0.151123,0.19515,0.122302,0.187509,0.276815,1,0.312605,0.355479,0.364581,0.280958414
2015-01-02 14:00:00+00:00,0.002593628,0,0.097,0.165322717,0.296196931,0.38906413,0.238337141,0.472531956,0.246447046,0.24644641,0.246445,0.246446,0.246718,0.246718,0.05576,0.150307,0.194096,0.121856,0.187011,0.275525,1,0.311148,0.353846,0.362906,0.280257377
2015-01-02 15:00:00+00:00,0,0,0.108,0.165068723,0.295741867,0.38846639,0.23797097,0.471339015,0.246042241,0.246041606,0.246041,0.246042,0.246314,0.246314,0.055659,0.149491,0.193042,0.121411,0.186514,0.274235,1,0.309692,0.352212,0.361231,0.279556339
2015-01-02 16:00:00+00:00,0,0,0.121,0.164814728,0.295286803,0.387868649,0.2376048,0.470146075,0.245637436,0.245636802,0.245636,0.245637,0.24591,0.24591,0.055557,0.148675,0.191989,0.120965,0.186016,0.272946,1,0.308235,0.350578,0.359555,0.278855301
2015-01-02 17:00:00+00:00,0,0,0.134,0.164560734,0.294831739,0.387270908,0.237238629,0.468953134,0.24523263,0.245231998,0.245231,0.245232,0.245506,0.245506,0.055456,0.14786,0.190935,0.120519,0.185518,0.271656,1,0.306779,0.348945,0.35788,0.278154264
2015-01-02 18:00:00+00:00,0,0,0.153,0.16430674,0.294376676,0.386673167,0.236872459,0.467760194,0.244827825,0.244827194,0.244826,0.244827,0.245102,0.245102,0.055354,0.147044,0.189882,0.120074,0.18502,0.270366,1,0.305322,0.347311,0.356204,0.277453226
2015-01-02 19:00:00+00:00,0,0,0.162,0.164052745,0.293921612,0.386075427,0.236506288,0.466567253,0.24442302,0.24442239,0.244421,0.244422,0.244698,0.244698,0.055253,0.146228,0.188828,0.119628,0.184522,0.269076,1,0.303866,0.345678,0.354529,0.276752189
2015-01-02 20:00:00+00:00,0,0,0.162,0.163798751,0.293466548,0.385477686,0.236140118,0.465374313,0.244018215,0.244017586,0.244017,0.244018,0.244294,0.244294,0.055151,0.145412,0.187775,0.119183,0.184024,0.267787,1,0.302409,0.344044,0.352854,0.276051151
2015-01-02 21:00:00+00:00,0,0,0.164,0.163544756,0.293011485,0.384879945,0.235773947,0.464181372,0.24361341,0.243612782,0.243612,0.243613,0.24389,0.24389,0.05505,0.144596,0.186721,0.118737,0.183526,0.266497,1,0.300953,0.34241,0.351178,0.275350113
2015-01-02 22:00:00+00:00,0,0,0.163,0.163290762,0.292556421,0.384282205,0.235407777,0.462988432,0.243208605,0.243207978,0.243207,0.243208,0.243486,0.243486,0.054948,0.14378,0.185668,0.118291,0.183028,0.265207,1,0.299497,0.340777,0.349503,0.274649076
2015-01-02 23:00:00+00:00,0,0,0.16,0.163036768,0.292101357,0.383684464,0.235041606,0.461795491,0.2428038,0.242803174,0.242802,0.242803,0.243082,0.243083,0.054847,0.142964,0.184614,0.117846,0.18253,0.263918,1,0.29804,0.339143,0.347827,0.273948038
2015-01-03 00:00:00+00:00,0,0,0.159,0.162794728,0.291667713,0.383114858,0.234692671,0.460689185,0.242527588,0.242526962,0.242526,0.242527,0.242997,0.242997,0.054777,0.142072,0.183461,0.117299,0.181692,0.263046,1,0.297055,0.338121,0.346779,0.273453037
2015-01-03 01:00:00+00:00,0,0,0.165,0.162552689,0.291234068,0.382545252,0.234343736,0.459582879,0.242251375,0.24225075,0.24225,0.242251,0.242912,0.242912,0.054708,0.141179,0.182309,0.116753,0.180854,0.262174,1,0.296071,0.3371,0.345731,0.272958035
2015-01-03 02:00:00+00:00,0,0,0.168,0.16231065,0.290800424,0.381975646,0.2339948,0.458476573,0.241975162,0.241974538,0.241973,0.241975,0.242827,0.242827,0.054638,0.140287,0.181156,0.116207,0.180016,0.261302,1,0.295086,0.336078,0.344683,0.272463034
2015-01-03 03:00:00+00:00,0,0,0.16,0.16206861,0.290366779,0.38140604,0.233645865,0.457370267,0.24169895,0.241698326,0.241697,0.241698,0.242742,0.242742,0.054569,0.139394,0.180004,0.115661,0.179177,0.26043,1,0.294101,0.335056,0.343635,0.271968033
2015-01-03 04:00:00+00:00,0,0,0.146,0.161826571,0.289933135,0.380836435,0.233296929,0.456263961,0.241422737,0.241422115,0.241421,0.241422,0.242657,0.242657,0.054499,0.138502,0.178851,0.115114,0.178339,0.259558,1,0.293117,0.334034,0.342587,0.271473031
2015-01-03 05:00:00+00:00,0,0,0.142,0.161584532,0.28949949,0.380266829,0.232947994,0.455157656,0.241146525,0.241145903,0.241145,0.241146,0.242572,0.242572,0.05443,0.137609,0.177698,0.114568,0.177501,0.258686,1,0.292132,0.333012,0.341539,0.27097803
2015-01-03 06:00:00+00:00,0,0,0.139,0.161342493,0.289065846,0.379697223,0.232599059,0.45405135,0.240870312,0.240869691,0.240869,0.24087,0.242487,0.242487,0.05436,0.136716,0.176546,0.114022,0.176662,0.257814,1,0.291147,0.33199,0.340491,0.270483029
2015-01-03 07:00:00+00:00,0.001037451,0,0.139,0.161100453,0.288632201,0.379127617,0.232250123,0.452945044,0.240594099,0.240593479,0.240592,0.240594,0.242402,0.242402,0.054291,0.135824,0.175393,0.113475,0.175824,0.256942,1,0.290162,0.330968,0.339443,0.269988027
2015-01-03 08:00:00+00:00,0.004495621,0,0.12,0.160858414,0.288198557,0.378558011,0.231901188,0.451838738,0.240317887,0.240317267,0.240316,0.240317,0.242317,0.242317,0.054221,0.134931,0.174241,0.112929,0.174986,0.25607,1,0.289178,0.329947,0.338395,0.269493026
2015-01-03 09:00:00+00:00,0.010893237,0,0.129,0.160616375,0.287764912,0.377988405,0.231552252,0.450732432,0.240041674,0.240041055,0.24004,0.240041,0.242232,0.242232,0.054152,0.134039,0.173088,0.112383,0.174147,0.255198,1,0.288193,0.328925,0.337347,0.268998025
2015-01-03 10:00:00+00:00,0.018501211,0,0.145,0.160374336,0.287331268,0.377418799,0.231203317,0.449626126,0.239765462,0.239764843,0.239764,0.239765,0.242147,0.242147,0.054082,0.133146,0.171935,0.111837,0.173309,0.254326,1,0.287208,0.327903,0.336299,0.268503023
2015-01-03 11:00:00+00:00,0.025590461,0,0.147,0.160132296,0.286897623,0.376849193,0.230854382,0.44851982,0.239489249,0.239488632,0.239488,0.239489,0.242062,0.242062,0.054013,0.132254,0.170783,0.11129,0.172471,0.253454,1,0.286224,0.326881,0.335251,0.268008022
2015-01-03 12:00:00+00:00,0.022823924,0,0.135,0.159890257,0.286463979,0.376279587,0.230505446,0.447413514,0.239213037,0.23921242,0.239211,0.239212,0.241977,0.241977,0.053943,0.131361,0.16963,0.110744,0.171632,0.252582,1,0.285239,0.325859,0.334203,0.26751302
2015-01-03 13:00:00+00:00,0.012968139,0,0.112,0.159648218,0.286030334,0.375709982,0.230156511,0.446307208,0.238936824,0.238936208,0.238935,0.238936,0.241892,0.241892,0.053874,0.130468,0.168478,0.110198,0.170794,0.25171,1,0.284254,0.324837,0.333155,0.267018019
2015-01-03 14:00:00+00:00,0.003112353,0,0.112,0.159406179,0.28559669,0.375140376,0.229807576,0.445200902,0.238660611,0.238659996,0.238659,0.23866,0.241807,0.241807,0.053804,0.129576,0.167325,0.109651,0.169956,0.250838,1,0.28327,0.323815,0.332107,0.266523018
2015-01-03 15:00:00+00:00,0,0,0.125,0.159164139,0.285163045,0.37457077,0.22945864,0.444094596,0.238384399,0.238383784,0.238383,0.238384,0.241722,0.241722,0.053734,0.128683,0.166172,0.109105,0.169118,0.249966,1,0.282285,0.322793,0.331059,0.266028016
2015-01-03 16:00:00+00:00,0,0,0.135,0.1589221,0.284729401,0.374001164,0.229109705,0.44298829,0.238108186,0.238107572,0.238107,0.238108,0.241637,0.241637,0.053665,0.127791,0.16502,0.108559,0.168279,0.249094,1,0.2813,0.321772,0.330011,0.265533015
2015-01-03 17:00:00+00:00,0,0,0.158,0.158680061,0.284295756,0.373431558,0.228760769,0.441881984,0.237831974,0.23783136,0.23783,0.237831,0.241551,0.241552,0.053595,0.126898,0.163867,0.108013,0.167441,0.248222,1,0.280316,0.32075,0.328963,0.265038014
2015-01-03 18:00:00+00:00,0,0,0.165,0.158438022,0.283862112,0.372861952,0.228411834,0.440775678,0.237555761,0.237555148,0.237554,0.237555,0.241466,0.241467,0.053526,0.126006,0.162715,0.107466,0.166603,0.24735,1,0.279331,0.319728,0.327915,0.264543012
2015-01-03 19:00:00+00:00,0,0,0.178,0.158195982,0.283428467,0.372292346,0.228062899,0.439669372,0.237279549,0.237278937,0.237278,0.237279,0.241381,0.241381,0.053456,0.125113,0.161562,0.10692,0.165764,0.246478,1,0.278346,0.318706,0.326867,0.264048011
2015-01-03 20:00:00+00:00,0,0,0.21,0.157953943,0.282994823,0.37172274,0.227713963,0.438563066,0.237003336,0.237002725,0.237002,0.237003,0.241296,0.241296,0.053387,0.12422,0.160409,0.106374,0.164926,0.245606,1,0.277361,0.317684,0.325819,0.263553009
2015-01-03 21:00:00+00:00,0,0,0.218,0.157711904,0.282561179,0.371153134,0.227365028,0.43745676,0.236727123,0.236726513,0.236725,0.236727,0.241211,0.241211,0.053317,0.123328,0.159257,0.105827,0.164088,0.244734,1,0.276377,0.316662,0.324771,0.263058008
2015-01-03 22:00:00+00:00,0,0,0.217,0.157469865,0.282127534,0.370583529,0.227016093,0.436350454,0.236450911,0.236450301,0.236449,0.23645,0.241126,0.241126,0.053248,0.122435,0.158104,0.105281,0.163249,0.243863,1,0.275392,0.31564,0.323723,0.262563007
2015-01-03 23:00:00+00:00,0,0,0.208,0.157227825,0.28169389,0.370013923,0.226667157,0.435244149,0.236174698,0.236174089,0.236173,0.236174,0.241041,0.241041,0.053178,0.121543,0.156952,0.104735,0.162411,0.242991,1,0.274407,0.314619,0.322675,0.262068005
2015-01-04 00:00:00+00:00,0,0,0.189,0.157095131,0.281456151,0.369701645,0.226475859,0.434474395,0.236257294,0.236256684,0.236256,0.236257,0.241016,0.241016,0.053161,0.120764,0.155946,0.104248,0.16156,0.243005,1,0.274424,0.314753,0.322812,0.261927439
2015-01-04 01:00:00+00:00,0,0,0.162,0.156962437,0.281218412,0.369389367,0.22628456,0.433704641,0.236339889,0.23633928,0.236338,0.236339,0.24099,0.24099,0.053144,0.119985,0.15494,0.103762,0.160709,0.24302,1,0.274441,0.314887,0.32295,0.261786873
2015-01-04 02:00:00+00:00,0,0,0.146,0.156829742,0.280980673,0.369077089,0.226093262,0.432934887,0.236422485,0.236421875,0.236421,0.236422,0.240964,0.240964,0.053126,0.119206,0.153934,0.103275,0.159858,0.243035,1,0.274458,0.315021,0.323087,0.261646307
2015-01-04 03:00:00+00:00,0,0,0.138,0.156697048,0.280742934,0.368764812,0.225901963,0.432165133,0.23650508,0.23650447,0.236503,0.236505,0.240938,0.240939,0.053109,0.118427,0.152928,0.102788,0.159007,0.24305,1,0.274475,0.315155,0.323225,0.261505741
2015-01-04 04:00:00+00:00,0,0,0.142,0.156564354,0.280505195,0.368452534,0.225710665,0.431395379,0.236587676,0.236587066,0.236586,0.236587,0.240913,0.240913,0.053092,0.117648,0.151922,0.102302,0.158156,0.243065,1,0.274491,0.31529,0.323363,0.261365175
2015-01-04 05:00:00+00:00,0,0,0.162,0.156431659,0.280267456,0.368140256,0.225519366,0.430625625,0.236670272,0.236669661,0.236669,0.23667,0.240887,0.240887,0.053074,0.116868,0.150916,0.101815,0.157305,0.24308,1,0.274508,0.315424,0.3235,0.261224608
2015-01-04 06:00:00+00:00,0.000172909,0,0.197,0.156298965,0.280029717,0.367827979,0.225328068,0.429855872,0.236752867,0.236752256,0.236751,0.236752,0.240861,0.240862,0.053057,0.116089,0.14991,0.101329,0.156454,0.243095,1,0.274525,0.315558,0.323638,0.261084042
2015-01-04 07:00:00+00:00,0.003285262,0,0.214,0.156166271,0.279791978,0.367515701,0.225136769,0.429086118,0.236835463,0.236834852,0.236834,0.236835,0.240836,0.240836,0.053039,0.11531,0.148904,0.100842,0.155603,0.24311,1,0.274542,0.315692,0.323776,0.260943476
2015-01-04 08:00:00+00:00,0.006224707,0,0.242,0.156033576,0.279554239,0.367203423,0.224945471,0.428316364,0.236918058,0.236917447,0.236916,0.236918,0.24081,0.24081,0.053022,0.114531,0.147898,0.100355,0.154752,0.243125,1,0.274559,0.315826,0.323913,0.26080291
2015-01-04 09:00:00+00:00,0.0081267,0,0.319,0.155900882,0.2793165,0.366891145,0.224754172,0.42754661,0.237000654,0.237000043,0.236999,0.237,0.240784,0.240785,0.053005,0.113752,0.146892,0.099869,0.153901,0.24314,1,0.274576,0.31596,0.324051,0.260662344
2015-01-04 10:00:00+00:00,0.008299609,0,0.4,0.155768188,0.279078761,0.366578868,0.224562874,0.426776856,0.237083249,0.237082638,0.237082,0.237083,0.240759,0.240759,0.052987,0.112973,0.145886,0.099382,0.15305,0.243154,1,0.274592,0.316095,0.324188,0.260521778
2015-01-04 11:00:00+00:00,0.006743432,0,0.44,0.155635493,0.278841022,0.36626659,0.224371575,0.426007102,0.237165845,0.237165233,0.237164,0.237165,0.240733,0.240733,0.05297,0.112194,0.14488,0.098896,0.152199,0.243169,1,0.274609,0.316229,0.324326,0.260381211
2015-01-04 12:00:00+00:00,0.004841438,0,0.51,0.155502799,0.278603283,0.365954312,0.224180277,0.425237349,0.23724844,0.237247829,0.237247,0.237248,0.240707,0.240707,0.052953,0.111415,0.143874,0.098409,0.151348,0.243184,1,0.274626,0.316363,0.324464,0.260240645
2015-01-04 13:00:00+00:00,0.003803987,0,0.566,0.155370105,0.278365544,0.365642034,0.223988978,0.424467595,0.237331036,0.237330424,0.237329,0.23733,0.240682,0.240682,0.052935,0.110636,0.142868,0.097922,0.150497,0.243199,1,0.274643,0.316497,0.324601,0.260100079
2015-01-04 14:00:00+00:00,0.002074902,0,0.623,0.15523741,0.278127805,0.365329757,0.22379768,0.423697841,0.237413631,0.237413019,0.237412,0.237413,0.240656,0.240656,0.052918,0.109857,0.141862,0.097436,0.149646,0.243214,1,0.27466,0.316631,0.324739,0.259959513
2015-01-04 15:00:00+00:00,0,0,0.665,0.155104716,0.277890066,0.365017479,0.223606381,0.422928087,0.237496227,0.237495615,0.237495,0.237496,0.24063,0.24063,0.052901,0.109078,0.140856,0.096949,0.148795,0.243229,1,0.274677,0.316766,0.324877,0.259818947
2015-01-04 16:00:00+00:00,0,0,0.699,0.154972022,0.277652327,0.364705201,0.223415083,0.422158333,0.237578823,0.23757821,0.237577,0.237578,0.240605,0.240605,0.052883,0.108299,0.13985,0.096463,0.147944,0.243244,1,0.274693,0.3169,0.325014,0.259678381
2015-01-04 17:00:00+00:00,0,0,0.734,0.154839327,0.277414588,0.364392923,0.223223784,0.421388579,0.237661418,0.237660805,0.23766,0.237661,0.240579,0.240579,0.052866,0.10752,0.138844,0.095976,0.147093,0.243259,1,0.27471,0.317034,0.325152,0.259537814
2015-01-04 18:00:00+00:00,0,0,0.762,0.154706633,0.277176849,0.364080646,0.223032486,0.420618826,0.237744014,0.237743401,0.237742,0.237743,0.240553,0.240553,0.052848,0.106741,0.137838,0.095489,0.146242,0.243274,1,0.274727,0.317168,0.325289,0.259397248
2015-01-04 19:00:00+00:00,0,0,0.761,0.154573939,0.27693911,0.363768368,0.222841187,0.419849072,0.237826609,0.237825996,0.237825,0.237826,0.240528,0.240528,0.052831,0.105962,0.136832,0.095003,0.145391,0.243289,1,0.274744,0.317302,0.325427,0.259256682
2015-01-04 20:00:00+00:00,0,0,0.747,0.154441244,0.276701371,0.36345609,0.222649889,0.419079318,0.237909205,0.237908591,0.237908,0.237909,0.240502,0.240502,0.052814,0.105183,0.135826,0.094516,0.14454,0.243304,1,0.274761,0.317437,0.325565,0.259116116
2015-01-04 21:00:00+00:00,0,0,0.736,0.15430855,0.276463632,0.363143813,0.22245859,0.418309564,0.2379918,0.237991187,0.23799,0.237991,0.240476,0.240476,0.052796,0.104404,0.13482,0.094029,0.143689,0.243318,1,0.274778,0.317571,0.325702,0.25897555
2015-01-04 22:00:00+00:00,0,0,0.736,0.154175856,0.276225893,0.362831535,0.222267292,0.41753981,0.238074396,0.238073782,0.238073,0.238074,0.240451,0.240451,0.052779,0.103625,0.133814,0.093543,0.142838,0.243333,1,0.274794,0.317705,0.32584,0.258834984
2015-01-04 23:00:00+00:00,0,0,0.74,0.154043161,0.275988154,0.362519257,0.222075993,0.416770056,0.238156991,0.238156377,0.238155,0.238156,0.240425,0.240425,0.052762,0.102846,0.132808,0.093056,0.141987,0.243348,1,0.274811,0.317839,0.325978,0.258694418
