Day,Month,Year,Power exchange
1,10,2012,-1010625
1,10,2012,-938534
1,10,2012,-881530
1,10,2012,-784479
1,10,2012,-870528
1,10,2012,-931050
1,10,2012,-919453
1,10,2012,-870956
1,10,2012,-800967
1,10,2012,-736251
1,10,2012,-712124
1,10,2012,-688424
1,10,2012,-515698
1,10,2012,-461753
1,10,2012,-467142
1,10,2012,-447499
1,10,2012,-569490
1,10,2012,-562432
1,10,2012,-562709
1,10,2012,-575961
1,10,2012,-724694
1,10,2012,-684550
1,10,2012,-706889
1,10,2012,-672202
1,10,2012,-846288
1,10,2012,-842460
1,10,2012,-854805
1,10,2012,-913918
1,10,2012,-1190821
1,10,2012,-1205546
1,10,2012,-1252096
1,10,2012,-1187498
1,10,2012,-1179924
1,10,2012,-1174846
1,10,2012,-1164270
1,10,2012,-1244571
1,10,2012,-1372513
1,10,2012,-1381777
1,10,2012,-1418692
1,10,2012,-1349973
1,10,2012,-1160384
1,10,2012,-1127398
1,10,2012,-1117426
1,10,2012,-1099204
1,10,2012,-1136640
1,10,2012,-1098170
1,10,2012,-1096305
1,10,2012,-1105675
1,10,2012,-1052548
1,10,2012,-1063554
1,10,2012,-1134813
1,10,2012,-1062526
1,10,2012,-1022376
1,10,2012,-955503
1,10,2012,-981442
1,10,2012,-982077
1,10,2012,-1082702
1,10,2012,-1094275
1,10,2012,-1066262
1,10,2012,-1010005
1,10,2012,-964912
1,10,2012,-958954
1,10,2012,-959471
1,10,2012,-1005405
1,10,2012,-980698
1,10,2012,-927813
1,10,2012,-901093
1,10,2012,-908906
1,10,2012,-803486
1,10,2012,-769783
1,10,2012,-856554
1,10,2012,-822919
1,10,2012,-814588
1,10,2012,-820429
1,10,2012,-807742
1,10,2012,-832301
1,10,2012,-737814
1,10,2012,-663021
1,10,2012,-703086
1,10,2012,-748464
1,10,2012,-802151
1,10,2012,-828359
1,10,2012,-821720
1,10,2012,-842521
1,10,2012,-807608
1,10,2012,-794097
1,10,2012,-855902
1,10,2012,-798511
1,10,2012,-990165
1,10,2012,-1111314
1,10,2012,-1197276
1,10,2012,-1174260
1,10,2012,-1102163
