Total,Coal,Fuel,Gas,Nuclear,Water,Wind,Other
9483953,440000,0,4043148,3939800,291449,1080,768476
9247489,437200,0,3974688,3938400,121836,3105,772260
9101527,437400,0,3904576,3939800,42588,3906,773257
8966885,438800,0,3800102,3939800,43005,5602,739576
8713948,439400,0,3629168,3940000,43415,5380,656585
8567638,440200,0,3490738,3939400,44688,9718,642894
8378258,434400,0,3304736,3941800,45373,7895,644054
8188993,437400,0,3088450,3941800,45227,13334,662782
8265544,438000,0,3170548,3940200,45529,13455,657812
8280731,435400,0,3187009,3941600,45472,13842,657408
8366818,437800,0,3249862,3940000,45285,13531,680340
8391060,438000,0,3251973,3941600,45214,9719,704554
8464468,438800,0,3287739,3942000,45253,8555,742121
8389956,438600,0,3226189,3942400,46165,6595,730007
8467814,438400,0,3318146,3941000,46321,1620,722327
8223147,435600,0,3104380,3944000,46245,418,692504
7868933,435600,0,2744234,3942200,46421,495,699983
7885248,432800,0,2759824,3942400,46328,874,703022
7811806,437800,0,2691830,3942000,46092,2348,691736
7674710,424800,0,2556023,3941600,46604,2900,702783
7565195,340600,0,2518945,3940200,47430,1554,716466
7568251,322000,0,2522818,3940600,46914,712,735207
7488528,316400,0,2441605,3941200,46262,373,742688
7270091,301600,0,2255576,3939200,46285,317,727113
7357484,207000,0,2470661,3940000,46559,204,693060
7344210,198400,0,2465167,3941000,46428,65,693150
7238258,191400,0,2349766,3939600,46125,16,711351
7141417,187800,0,2246541,3940000,46241,519,720316
7236589,155400,0,2375985,3938000,46197,147,720860
7222303,148200,0,2356852,3941000,46144,269,729838
7137322,143000,0,2277460,3939000,46164,598,731100
7125499,161800,0,2258604,3940400,46160,1386,717149
7256205,231400,0,2328237,3939400,46141,893,710134
7357393,240600,0,2423687,3940800,46079,647,705580
7343493,240200,0,2401883,3940400,46046,1392,713572
7370818,249600,0,2420586,3938800,46133,1480,714219
7461942,334200,0,2420251,3939400,45794,3974,718323
7410382,351600,0,2344147,3938000,46113,7772,722750
7613089,347400,0,2543212,3940000,46316,9184,726977
7749054,372800,0,2646886,3939400,45784,7570,736614
7886972,417600,0,2729208,3942000,44245,9160,744759
7860674,429000,0,2739986,3940600,43531,10650,696907
7995096,435600,0,2871673,3943000,43530,12162,689131
8155611,435800,0,2952291,3942000,109486,13101,702933
8815371,437800,0,3096716,3942600,603008,14745,720502
8873643,437200,0,3103722,3942000,647179,16385,727157
9141575,435000,0,3131677,3942200,866314,19279,747105
9204370,432200,0,3159736,3941600,884637,15429,770768
9259811,436000,0,3221527,3940400,872026,14080,775778
9316243,440600,0,3341815,3941200,816419,13007,763202
9348531,439200,0,3353729,3939800,835755,11347,768700
9454260,439600,0,3394423,3941200,898548,13889,766600
9418028,436000,0,3410497,3941400,848767,15735,765629
9324401,439600,0,3416270,3939200,753941,12310,763080
9359557,450200,0,3447856,3938400,756795,10385,755921
9328452,452800,0,3462979,3938800,710275,10074,753524
8935158,451400,0,3443776,3939400,320282,12271,768029
8963876,450600,0,3433930,3936800,355802,18059,768685
8988369,450600,0,3418343,3935400,396020,21490,766516
8976999,451000,0,3448768,3933800,349728,24071,769632
8983608,452200,0,3480845,3936800,327278,19649,766836
8999793,451200,0,3499388,3936400,331753,18743,762309
9063011,451400,0,3526908,3937800,364545,18708,763650
9167378,450800,0,3473885,3937800,523938,23285,757670
9168254,451000,0,3382460,3939600,614208,25098,755888
8961089,451800,0,3422353,3941400,375018,21376,749142
8844148,450800,0,3431543,3942200,254898,23369,741338
8824019,450400,0,3414894,3940400,257157,24987,736181
8619741,451200,0,3242424,3939200,211853,27598,747466
8546242,449600,0,3184129,3941000,194984,28794,747735
8496450,448000,0,3185399,3939600,176269,24836,722346
8378874,439400,0,3068822,3939600,165883,20978,744191
8168445,436200,0,2910389,3940800,120498,17010,743548
8187355,433200,0,3022418,3939800,36957,19547,735433
8158020,436200,0,2976030,3940800,37287,21562,746141
8161169,434600,0,2978109,3941200,40175,21097,745988
8179043,437000,0,2990661,3938600,42462,20489,749831
8199438,438000,0,3011519,3938200,44995,18224,748500
8211116,435600,0,3005766,3941400,51281,23567,753502
8197552,435400,0,2992182,3939200,50051,25134,755585
8273409,437400,0,3065986,3939600,48613,26457,755353
8435609,436000,0,3217198,3940000,48716,38495,755200
8493902,434200,0,3267531,3942600,48629,42696,758246
8692225,435000,0,3392160,3943400,121209,34817,765639
8794397,434600,0,3382576,3941600,255470,29578,750573
8905873,436600,0,3436163,3943200,337674,29928,722308
9225397,436200,0,3473031,3941600,616380,35781,722405
9386875,434000,0,3481691,3939200,770524,40110,721350
9356402,434600,0,3477207,3942200,739488,46334,716573
9247783,436600,0,3444018,3941600,656300,50995,718270
9099936,435400,0,3389024,3935200,570433,55697,714182
9020786,434600,0,3384718,3918600,503176,62844,716848
9020356,436200,0,3440176,3882600,475003,69254,717123
8878474,435000,0,3444635,3824400,387172,70411,716856
8757395,436200,0,3442611,3758600,332574,71588,715822
8594537,435800,0,3399571,3693400,267286,79236,719244
8280354,434000,0,3359257,3618200,49644,86555,732698
8194801,426000,0,3337331,3560600,38845,82696,749329
8102230,431000,0,3279681,3514200,39093,80079,758177
7967725,431800,0,3143758,3515600,39112,78068,759387
7865839,432200,0,3027259,3515800,39535,82138,768907
7856505,431600,0,3016327,3515600,39492,93336,760150
7779685,430600,0,2938288,3514800,39082,101934,754981
7615686,433000,0,2765699,3515200,39159,111225,751403
7855571,436800,0,2997000,3514800,39251,117347,750373
8055682,436200,0,3187494,3504400,39031,137952,750605
8014560,435200,0,3150634,3503200,39051,132365,754110
8096115,436400,0,3228387,3501800,38879,140300,750349
7925629,435800,0,3062567,3496400,38999,147688,744175
7939056,434400,0,3074594,3487000,38993,176269,727800
7877301,435200,0,3059225,3481000,39211,176595,686070
7779508,434000,0,2955181,3482000,39076,184921,684330
7607453,416600,0,2783798,3481000,39269,192979,693807
7467787,341600,0,2694670,3481000,39490,193526,717501
7419631,314200,0,2682641,3479800,39770,188066,715154
7397926,306600,0,2669956,3480400,42304,179334,719332
7226774,228600,0,2584849,3478800,43292,165098,726135
7179355,195800,0,2566555,3480400,44283,174496,717821
7142063,192600,0,2498367,3478800,44327,212664,715305
6971999,179400,0,2340353,3480800,44206,234472,692768
6859589,148200,0,2249911,3480800,44133,251777,684768
6684254,142600,0,2106863,3478800,44396,228015,683580
6621171,144800,0,2052029,3479400,44493,205091,695358
6590179,191800,0,1954786,3480800,44208,208461,710124
6576077,200400,0,1937388,3477400,44322,201701,714866
6583389,204000,0,1940319,3478400,44184,200537,715949
6562108,206400,0,1933282,3480400,43861,189733,708432
6557658,203600,0,1911654,3479800,43778,172071,746755
6557744,205400,0,1931881,3479200,43908,177150,720205
6567536,211200,0,1959720,3479800,44264,177850,694702
6566546,210200,0,1988509,3479800,44290,165286,678461
6549186,218600,0,1938876,3481200,44465,168162,697883
6548630,237200,0,1910888,3478800,44854,178664,698224
6545460,237000,0,1858961,3482200,45028,197857,724414
6509400,237400,0,1833756,3479200,45303,185364,728377
6513020,258600,0,1833701,3479800,45307,171472,724140
6461100,249800,0,1819476,3479200,44910,147242,720472
6491053,240200,0,1871003,3481200,44906,141335,712409
6554294,240200,0,1987580,3479800,45053,134623,667038
6588660,272200,0,1951755,3480200,44235,155325,684945
6707455,300000,0,2009592,3480200,43406,174547,699710
6774864,304600,0,2061869,3479800,43581,181058,703956
6974587,302800,0,2244697,3480200,43242,187582,716066
7025286,312000,0,2281163,3478800,42215,192960,718148
7072177,367200,0,2260367,3481200,41520,212213,709677
7037297,403800,0,2180265,3477800,42142,219756,713534
7198905,398800,0,2361130,3480200,41644,220034,697097
7287134,411600,0,2448037,3478800,42144,217584,688969
7317936,426200,0,2463624,3478800,39843,218652,690817
7309702,430000,0,2450292,3479800,39704,213750,696156
7453694,431200,0,2490911,3479200,137056,224615,690712
7529066,433400,0,2535383,3479800,173996,211779,694708
7658229,431800,0,2585663,3476200,260279,201886,702401
7654806,432200,0,2609181,3478800,221620,206419,706586
7761476,433400,0,2664719,3477800,265721,209957,709879
7827812,440200,0,2714374,3478200,283937,207577,703524
7846215,439800,0,2717421,3477800,294576,193132,723486
7876897,443000,0,2710211,3476200,315445,185478,746563
7831843,443000,0,2707405,3477800,267589,179954,756095
7926813,441600,0,2717938,3475200,366582,168569,756924
7768651,444200,0,2765005,3477800,171098,158358,752190
7759228,442400,0,2765285,3475800,149307,169228,757208
7915951,440800,0,2763220,3475200,301640,180357,754734
7848151,443200,0,2696792,3477800,284314,191076,754969
8164635,442600,0,2787571,3474800,513626,191990,754048
8116500,439800,0,2771551,3477000,512418,163474,752257
8150320,442000,0,2778342,3477400,560357,138831,753390
8156646,440200,0,2796551,3478800,552592,136457,752046
7995214,448200,0,2814254,3478600,365956,133585,754619
7915374,446800,0,2809010,3479600,291661,136914,751389
7968924,448600,0,2774653,3477600,366893,137875,763303
7980150,447600,0,2803208,3479600,363311,120024,766407
7901284,450400,0,2734681,3481600,354018,117570,763015
7857994,450400,0,2684195,3479600,382959,118634,742206
7969315,447800,0,2698434,3479600,523299,125088,695094
8031611,446800,0,2767822,3480600,505028,129692,701669
7619055,448600,0,2610179,3482000,253751,140596,683929
7801445,448000,0,2720573,3479600,350614,126544,676114
7772318,451000,0,2658357,3480600,364925,123871,693565
7837384,452600,0,2707151,3480000,374347,127620,695666
7917675,452400,0,2771364,3480600,386267,134025,693019
8271378,456600,0,2766730,3479000,734962,136272,697814
8339374,457400,0,2671535,3479000,870155,140546,720738
8421305,459000,0,2675530,3478600,884815,156831,766529
8299175,455600,0,2740586,3479000,706605,153341,764043
8153952,455200,0,2698103,3478600,650888,136246,734915
7985497,455600,0,2716306,3479000,478125,98578,757888
8068300,451200,0,2764344,3477600,526117,90631,758408
8057049,443200,0,2731679,3478000,546640,94439,763091
8011147,436000,0,2716722,3477600,534761,80499,765565
7890994,432400,0,2680506,3479200,473110,61687,764091
7644265,430200,0,2539884,3477200,377829,55572,763580
7729573,431200,0,2571757,3477200,437193,49371,762852
7705987,431200,0,2596746,3478200,393714,41516,764611
7588466,428200,0,2521556,3478200,344188,46103,770219
7520820,430200,0,2537349,3477200,272239,38981,764851
7284983,430000,0,2506803,3476200,86227,28738,757015
7388110,431000,0,2627694,3479200,68640,28843,752733
7304132,430200,0,2541133,3477200,68513,30758,756328
7252287,431200,0,2514718,3476200,37436,27052,765681
7185681,432400,0,2450460,3478200,35688,21608,767325
7208865,433400,0,2474196,3476200,35891,24034,765144
7296045,433200,0,2570444,3476200,35769,31097,749335
7223843,438000,0,2478952,3476200,35767,35054,759870
7052504,434000,0,2274544,3477800,71031,36175,758954
6983146,432800,0,2126914,3475200,153705,26194,768333
6940391,434800,0,2094826,3474800,154786,20263,760916
6743778,432000,0,1970893,3477200,104754,20804,738127
6535982,400800,0,1838862,3474800,36990,34671,749859
6367606,317600,0,1762183,3474800,37972,44053,730998
6272052,308000,0,1701688,3477200,38392,36799,709973
6151192,311400,0,1576805,3476800,38386,38180,709621
6128476,207400,0,1670057,3476200,38638,34261,701920
6069126,192800,0,1626579,3476800,38646,29795,704506
6104686,188000,0,1646019,3475800,38889,35175,720803
6064184,188200,0,1601284,3477200,39042,37775,720683
6128753,153800,0,1706485,3475800,39180,36791,716697
6024323,150600,0,1630311,3476800,39169,40675,686768
5973012,145400,0,1577103,3479800,39010,56181,675518
6024229,144400,0,1615288,3479200,39151,53442,692748
6140770,143200,0,1734423,3478800,39124,40085,705138
6113250,141800,0,1695208,3478400,39120,37127,721595
6093574,140600,0,1680756,3478800,39071,34422,719925
6065611,142000,0,1680172,3477800,39223,29806,696610
6028076,142000,0,1639745,3477800,39574,27748,701209
5958795,140600,0,1568458,3480200,39544,35568,694425
6028451,141600,0,1639000,3477800,39670,26401,703980
5979029,141800,0,1571234,3478800,39424,29372,718399
6071560,141800,0,1627806,3477400,38080,36542,749932
6015984,141000,0,1556227,3479400,35813,40059,763485
6102432,141600,0,1657364,3477400,34952,51463,739653
6063432,142600,0,1643366,3478400,34204,54564,710298
5976482,141800,0,1554379,3479400,38521,58669,703713
5955190,141800,0,1529831,3478400,41260,60006,703893
6021735,141400,0,1598174,3478000,41518,58261,704382
6168427,149800,0,1729389,3478400,41357,64713,704768
6232161,223000,0,1716119,3478400,41090,77759,695793
6276162,232400,0,1736978,3480000,42836,79415,704533
6246175,237000,0,1712196,3477400,43497,71537,704545
6289947,248600,0,1755067,3478000,44450,58294,705536
6287371,304000,0,1701957,3479000,43651,47484,711279
6278599,323600,0,1690978,3477200,42395,40010,704416
6375822,316000,0,1798147,3478400,43785,41075,698415
6495238,351800,0,1868952,3479400,43491,38920,712675
6617830,414000,0,1836341,3478400,143105,31828,714156
6621287,422200,0,1805471,3478000,169640,32135,713841
6601539,416600,0,1883120,3477400,70919,35197,718303
6692859,422000,0,1899458,3479000,139914,32550,719937
6895065,433000,0,1922025,3477400,319484,25429,717727
6950325,434600,0,1951432,3477400,344293,25031,717569
6836872,440600,0,2038235,3478400,151451,18619,709567
6859749,440200,0,2172287,3477000,37483,12428,720351
6792333,452200,0,2113343,3478400,37447,8833,702110
6839716,452000,0,2158540,3478400,37887,8056,704833
7012025,450600,0,2161687,3477000,208202,9138,705398
6942998,452000,0,2076525,3478400,233135,5467,697471
6887087,448600,0,2044077,3477000,173701,2331,741378
6884590,447600,0,2009597,3478400,219624,2164,727205
6698479,446400,0,1891657,3478000,168753,3505,710164
6686250,444200,0,1875865,3479400,160857,3034,722894
6797776,439200,0,1943661,3477000,228794,3020,706101
6781775,430200,0,1958168,3481400,199910,3767,708330
6694150,427800,0,1903382,3479400,176247,2865,704456
6612029,426600,0,1818971,3479000,164535,2039,720884
6612331,426600,0,1797655,3479400,190853,1466,716357
6651341,424800,0,1859062,3480000,180722,1280,705477
6606554,427400,0,1812097,3479400,170381,1923,715353
6620012,428800,0,1827693,3479400,162922,1663,719534
6683777,429400,0,1851105,3476000,194571,1243,731458
6719335,431400,0,1913536,3479400,175246,1070,718683
6644174,430000,0,1902716,3478400,112329,697,720032
6597573,427800,0,1935800,3479400,39681,797,714095
6585322,429400,0,1907655,3477000,38777,1156,731334
6700728,427400,0,2019610,3476400,38891,1373,737054
6824508,427200,0,2154233,3477000,39030,2374,724671
6915949,427000,0,2246592,3478000,38594,2642,723121
7280473,427400,0,2225550,3477400,421671,1987,726465
7587738,426400,0,2301815,3474000,649417,1417,734689
7774574,426800,0,2394286,3476400,719794,1241,756053
7821869,426000,0,2400834,3475400,770785,1451,747399
7792859,426800,0,2391811,3478000,737242,1899,757107
7843319,427600,0,2392993,3477400,797790,2120,745416
7830377,428600,0,2363964,3477400,836481,2014,721918
7819577,429800,0,2359802,3477400,834824,2571,715180
7863904,430400,0,2383730,3478000,863058,3438,705278
7808315,429400,0,2356327,3479400,865550,3826,673812
7628910,427600,0,2238637,3479400,800485,3734,679054
7643906,427800,0,2225966,3478400,818166,3285,690289
7733477,428800,0,2330515,3480800,775934,4668,712760
7731386,426200,0,2383455,3478400,731784,3242,708305
7575402,423000,0,2374726,3479400,602125,3043,693108
7479974,425600,0,2281748,3479400,598112,1296,693818
7244287,399800,0,2299439,3482400,360410,560,701678
7224455,389200,0,2328436,3481400,288829,1203,735387
7049777,390400,0,2269527,3480800,144382,1407,763261
6886104,389800,0,2129626,3481400,120034,826,764418
6792382,391000,0,2113338,3480400,38065,1352,768227
6954289,392400,0,2275520,3482400,37790,1590,764589
7004997,391000,0,2331586,3480800,37848,1320,762443
6928057,391600,0,2259764,3480400,37523,1209,757561
6977374,392000,0,2302913,3480400,37345,1527,763189
6978712,392400,0,2291546,3481400,37109,3222,773035
6892330,392200,0,2200175,3480400,37005,8354,774196
6774800,392400,0,2096072,3480400,36421,10127,759380
6732285,391800,0,2053532,3481000,36816,15442,753695
6607742,392000,0,1912061,3481400,36645,19729,765907
6522520,390800,0,1845540,3478400,35466,25269,747045
6471904,381200,0,1834158,3482000,35115,33382,706049
6386705,315400,0,1812757,3479000,35339,33823,710386
6322698,305400,0,1758679,3480000,35335,33010,710274
6335637,306600,0,1771373,3479000,35560,33015,710089
6231151,302800,0,1663069,3483000,35722,32250,714310
6158522,198200,0,1705624,3478400,35840,31646,708812
6283535,190600,0,1830468,3481000,35895,32734,712838
6199069,186200,0,1746959,3480000,35842,32265,717803
6042251,183800,0,1589743,3481000,35951,33819,717938
6126742,165600,0,1696019,3480000,35988,35024,714111
6142638,159600,0,1700732,3479000,36052,36023,731231
6169435,158600,0,1685806,3479000,35939,42069,768021
6133429,176200,0,1635787,3480000,36018,39833,765591
6272716,243400,0,1708615,3479000,35678,43103,762920
6289235,252200,0,1703807,3480000,35680,52322,765226
6357637,252800,0,1774584,3480000,35610,47720,766923
6376225,290000,0,1797061,3479000,35667,51363,723134
6346602,331400,0,1730570,3479000,35716,39531,730385
6347918,343800,0,1688080,3480000,35753,35520,764765
6456670,343400,0,1827059,3472400,35824,28061,749926
6606104,363600,0,1973758,3455000,35969,32907,744870
6689052,389200,0,2061636,3454000,35775,37879,710562
6838940,403800,0,2189622,3456000,35855,45082,708581
6920258,406400,0,2268333,3454400,35750,45931,709444
7170794,404000,0,2323230,3455000,179231,50209,759124
7213167,405400,0,2310124,3457000,219157,56109,765377
7404890,402600,0,2480521,3456000,243226,56179,766364
7702388,401000,0,2646464,3456000,375270,60984,762670
7831261,397200,0,2597525,3457000,560080,66330,753126
7751997,399600,0,2527137,3456000,549867,66717,752676
7796124,401000,0,2525802,3458000,584662,69183,757477
7894477,399400,0,2534879,3458000,683070,77603,741525
7876448,394600,0,2512062,3457000,667058,83463,762265
7750513,393800,0,2478877,3456600,584540,90576,746120
7729633,392000,0,2529632,3456000,577286,79293,695422
7806243,389400,0,2568770,3456600,629379,87390,674704
7792421,391600,0,2544501,3462600,601178,89543,702999
7380853,391000,0,2512332,3479000,198876,91768,707877
7395859,390600,0,2575683,3482600,171202,82506,693268
7411858,394000,0,2565336,3479600,201329,79906,691687
7372679,392600,0,2523614,3478600,203400,78090,696375
7440641,392000,0,2528383,3481600,256456,76387,705815
7454459,392000,0,2474436,3477600,284898,81969,743556
7415922,393000,0,2478182,3477600,261121,78902,727117
7449240,389800,0,2530285,3479600,250065,84833,714657
7342946,390600,0,2448295,3480600,242374,82594,698483
7308023,391600,0,2423471,3479600,214310,82285,716757
7183825,391000,0,2276060,3481600,197661,97455,740049
7197620,390600,0,2284703,3480600,197776,117463,726478
7313247,389800,0,2396673,3479600,216191,122616,708367
7363667,389200,0,2470237,3480600,210733,130119,682778
7347001,390000,0,2438472,3479600,222191,132058,684680
7413233,389800,0,2513185,3479600,203505,124751,702392
7433243,388200,0,2523422,3479600,205202,108313,728506
7299049,386200,0,2403739,3480600,200827,100537,727146
7242647,384600,0,2368009,3479600,202105,104164,704169
7273400,384000,0,2392450,3480000,195739,106815,714396
7332079,384000,0,2428961,3479600,201463,123597,714458
7318067,383200,0,2401673,3483000,203810,141370,705014
7271189,387400,0,2370836,3481600,201021,126887,703445
7313469,386400,0,2426830,3479600,189539,125826,705274
7298685,388000,0,2400284,3481000,157512,160497,711392
7280559,388600,0,2385737,3481000,142190,174797,708235
7340079,388200,0,2508557,3481600,38949,209312,713461
7542603,385600,0,2723878,3481000,47006,201464,703655
8108388,390600,0,2744237,3482000,597025,198229,696297
8313509,395800,0,2812707,3479600,729507,201078,694817
8474187,395200,0,2841832,3480600,797963,226304,732288
8514108,407200,0,2865040,3479600,767079,223750,771439
8463893,395000,0,2793811,3482000,787318,230639,775125
8412419,396400,0,2746389,3482000,795220,211862,780548
8267721,399400,0,2811965,3482000,591331,207090,775935
8146911,400000,0,2791295,3482000,489831,207855,775930
8292844,401200,0,2857794,3481000,554063,223696,775091
8222800,398800,0,2830654,3483000,499118,232282,778946
8216617,399000,0,2696245,3482000,626133,230801,782438
8019273,400000,0,2639066,3480000,462517,253614,784076
7620796,396600,0,2580444,3484400,111545,279404,768403
7466563,383800,0,2551069,3483000,35545,283905,729244
7364505,382200,0,2451805,3480000,35347,258934,756219
7270272,381600,0,2321119,3483400,35020,278054,771079
7385274,387400,0,2440869,3483000,35112,262752,776141
7447284,387200,0,2530175,3480000,35035,244096,770778
7284455,388800,0,2376831,3483400,34817,231975,768632
7211130,391800,0,2295161,3483000,34786,235994,770389
7360862,395200,0,2453530,3483000,34933,226774,767425
7500073,393000,0,2592932,3482400,33933,230667,767141
7442042,397600,0,2545473,3482000,33930,241409,741630
7276771,397600,0,2410710,3480400,33993,235540,718528
7293779,395200,0,2356007,3482000,86857,216750,756965
7152239,396400,0,2255853,3483400,48261,233943,734382
7105934,396400,0,2207978,3481400,33767,256927,729462
7130036,391800,0,2201404,3482400,33448,272106,748878
7175948,327800,0,2287734,3481400,32364,285646,761004
7096731,314400,0,2233912,3481400,32081,281006,753932
7041656,293200,0,2191533,3482400,31911,300271,742341
6835367,252400,0,2023897,3481400,31776,305966,739928
6800756,177800,0,2076347,3482400,31480,299903,732826
6780367,172400,0,2064002,3481400,30772,292675,739118
6728440,177000,0,2030143,3480400,30742,283008,727147
6600343,172600,0,1912847,3480400,30588,269486,734422
6601188,142200,0,1956297,3481000,29978,249355,742358
6741271,132600,0,2098045,3482400,29939,244255,754032
6639565,138000,0,1982391,3481400,29909,243629,764236
6679237,131600,0,2071264,3483400,29325,248676,714972
6654230,88800,0,2057521,3480400,29821,262223,735465
6628175,81400,0,2020964,3481400,30586,263380,750445
6631408,80200,0,2033964,3482400,30510,260048,744286
6622140,93800,0,2006116,3481400,30764,281828,728232
6560390,106400,0,1905154,3481400,30554,295324,741558
6603935,126400,0,1904903,3483000,30675,296894,762063
6613853,128200,0,1901692,3482400,30920,301561,769080
6662524,155200,0,1924541,3482400,30958,309010,760415
6612279,156200,0,1902713,3482400,30692,302565,737709
6657354,153200,0,1988421,3482400,30934,309638,692761
6794405,173600,0,2088793,3482000,30872,312184,706956
6827275,215000,0,2065559,3482400,30874,310774,722668
6856684,262200,0,2035537,3482400,30593,312110,733844
6914435,293000,0,2081088,3483400,30835,296193,729919
7044994,302400,0,2189385,3483000,30829,305661,733719
7201167,314800,0,2337666,3482400,30765,311096,724440
7313065,326400,0,2454093,3482800,29993,309898,709881
7451058,324400,0,2586429,3483400,30230,316791,709808
7606382,328800,0,2598639,3484400,169346,308271,716926
7552323,322600,0,2536537,3481800,171491,308668,731227
7514726,326600,0,2517864,3480800,169335,313816,706311
7535054,332800,0,2521710,3480400,171306,310649,718189
7556832,331800,0,2522390,3481800,174400,316629,729813
7453877,331400,0,2503642,3481400,71750,326455,739230
7409656,330200,0,2511981,3480400,32003,330381,724691
7505239,332000,0,2602235,3481800,30715,327495,730994
7588244,332000,0,2692619,3480400,27466,327764,727995
7548699,332600,0,2664281,3472400,27515,331227,720676
7643501,334200,0,2772817,3471400,28206,333885,702993
7675569,335800,0,2807103,3479400,29048,330602,693616
7356111,337200,0,2494189,3480400,31509,324245,688568
7537849,337400,0,2582343,3478400,124862,318206,696638
7524425,358600,0,2497146,3480400,175401,314513,698365
7455122,363000,0,2425837,3478400,172550,315944,699391
7534400,360200,0,2500360,3479400,172227,319874,702339
7558739,359600,0,2533733,3477400,170787,325337,691882
7548312,367400,0,2507018,3474400,160465,329446,709583
7547086,368200,0,2578198,3472400,62931,324539,740818
7523902,358600,0,2618290,3472400,29419,318988,726205
7383982,357600,0,2506271,3473800,28754,317133,700424
7083284,335400,0,2230052,3478000,27652,317570,694610
6942184,289000,0,2125964,3478400,27471,315883,705466
7068539,236000,0,2260055,3479400,34267,315898,742919
7115268,231000,0,2322930,3477400,59941,311082,712915
7173564,230200,0,2342411,3479000,62407,315647,743899
7291966,228800,0,2458594,3480400,62691,295548,765933
7334509,228600,0,2521297,3478400,53989,292706,759517
7281536,231000,0,2479217,3478000,28498,296888,767933
7320155,237600,0,2521363,3478400,28246,288261,766285
7466898,283000,0,2628416,3479400,27851,287081,761150
7597287,323800,0,2737426,3478000,29407,300719,727935
7724714,363200,0,2815901,3478400,30066,300615,736532
7724891,365600,0,2819998,3477000,29430,294731,738132
7858702,367600,0,2797886,3479400,151265,315102,747449
7909976,365600,0,2748494,3478000,232756,317624,767502
8133659,366200,0,2874919,3477000,339533,311526,764481
8556809,364800,0,2859404,3476400,789907,304820,761478
8658727,363200,0,2819233,3476000,926401,319481,754412
8781445,350600,0,2816127,3476000,1071565,324305,742848
8952286,359800,0,2920080,3475000,1113439,314365,769602
8821407,361400,0,2869329,3477000,1026099,315028,772551
8771694,357400,0,2819557,3475400,1013098,331945,774294
8601505,358200,0,2738377,3475000,922175,330728,777025
8513608,355800,0,2732293,3476400,867945,302261,778909
8684104,356600,0,2854116,3475400,916218,305769,776001
8504671,357600,0,2785147,3476000,803571,327788,754565
8368700,358200,0,2707371,3477400,734263,331908,759558
8238910,359200,0,2689908,3476400,623768,332582,757052
8015203,359000,0,2801206,3497200,279147,329176,749474
7832769,359200,0,2779676,3483800,166495,324904,718694
7711950,359800,0,2745582,3479400,104334,310004,712830
7563076,359200,0,2643468,3482400,34015,310048,733945
7645630,357400,0,2736951,3483200,33243,301135,733701
7602918,366200,0,2705240,3480400,31689,294419,724970
7587442,377600,0,2670938,3482800,31032,303193,721879
7413023,374800,0,2519575,3482400,31948,293587,710713
7323374,370400,0,2417784,3482400,32413,280398,739979
7303496,361400,0,2385468,3481400,32313,294393,748522
7194856,352400,0,2292787,3481400,33203,287696,747370
7162389,350400,0,2309493,3479400,33873,291636,697587
7437581,350000,0,2514892,3480400,109480,285653,697156
7479143,352800,0,2592340,3479400,70121,281453,703029
7360081,352600,0,2504167,3479400,34170,277103,712641
7307909,353000,0,2465477,3479400,34981,277460,697591
7011014,345600,0,2162147,3481400,35493,284864,701510
6945362,334200,0,2113826,3480400,35314,278258,703364
6734899,331200,0,1928555,3480400,34857,262564,697323
6654830,327400,0,1833153,3482400,36299,248559,727019
6760896,275200,0,2003308,3482400,37860,230726,731402
6663865,262200,0,1945845,3478400,37479,215773,724168
6621728,265000,0,1919164,3481400,40235,196090,719839
6664152,250800,0,1968427,3481400,40200,180317,743008
6624869,215400,0,2003149,3480400,39576,161023,725321
6528113,206400,0,1910631,3479400,39532,160441,731709
6434314,204800,0,1798151,3480000,39046,153893,758424
6459425,206800,0,1825510,3477400,38530,155376,755809
6437303,207000,0,1823616,3480400,38073,158652,729562
6480802,207000,0,1875011,3477400,36483,149606,735302
6440345,206000,0,1839441,3480000,36038,144851,734015
6408121,205000,0,1856457,3478400,35632,128780,703852
6526838,207600,0,1925137,3480400,35034,130141,748526
6534080,209600,0,1909394,3479000,35057,125640,775389
6595926,208600,0,1993671,3477000,35051,136029,745575
6606637,239600,0,1960358,3478400,34999,163138,730142
6587289,272200,0,1906056,3479000,34734,174117,721182
6528019,273000,0,1836043,3479000,34705,191884,713387
6628564,285400,0,1915080,3480600,34908,208652,703924
6757523,322000,0,1991957,3480000,34782,214299,714485
6848543,337800,0,2060701,3479400,34557,213073,723012
6957459,322400,0,2167601,3480600,34750,219977,732131
7177792,348400,0,2348015,3480000,34057,229282,738038
7245242,356400,0,2407945,3479000,33840,259307,708750
7744446,358800,0,2899536,3480000,33525,271389,701196
8059048,363200,0,2987308,3477000,267098,265400,699042
8316620,362400,0,3009144,3479400,506404,265361,693911
8384592,372200,0,3165892,3478000,425172,251446,691882
8441299,376400,0,3179506,3478000,481260,252778,673355
8371913,403400,0,3056830,3479400,495058,256908,680317
8368852,418600,0,3073744,3478000,472759,243926,681823
8379002,430200,0,3121439,3477000,395611,274254,680498
8172169,437400,0,3011871,3478400,260275,296960,687263
8226771,436200,0,3017124,3477000,273613,296212,726622
8265007,442600,0,2972397,3479000,312276,290468,768266
8214436,450200,0,2931839,3479400,282757,296018,774222
8292477,439400,0,3015894,3478000,306288,284375,768520
