year,month,day,hour,min,Vertical load [kW]
2012,10,4,9,45,5164232
2012,10,4,10,0,5166486
2012,10,4,10,15,5104039
2012,10,4,10,30,5015953
2012,10,4,10,45,5078044
2012,10,4,11,0,5068378
2012,10,4,11,15,5031588
2012,10,4,11,30,4949318
2012,10,4,11,45,4968271
2012,10,4,12,0,4874542
2012,10,4,12,15,4772118
2012,10,4,12,30,4610281
2012,10,4,12,45,4572671
2012,10,4,13,0,4523051
2012,10,4,13,15,4520611
2012,10,4,13,30,4462393
2012,10,4,13,45,4442449
2012,10,4,14,0,4448100
2012,10,4,14,15,4407643
2012,10,4,14,30,4399966
2012,10,4,14,45,4359166
2012,10,4,15,0,4350830
2012,10,4,15,15,4310292
2012,10,4,15,30,4319826
2012,10,4,15,45,4337319
2012,10,4,16,0,4319759
2012,10,4,16,15,4351173
2012,10,4,16,30,4473485
2012,10,4,16,45,4415712
2012,10,4,17,0,4501685
2012,10,4,17,15,4537822
2012,10,4,17,30,4552854
2012,10,4,17,45,4695565
2012,10,4,18,0,4764707
2012,10,4,18,15,4797526
2012,10,4,18,30,4818267
2012,10,4,18,45,4805137
2012,10,4,19,0,4823419
2012,10,4,19,15,4812245
2012,10,4,19,30,4968132
2012,10,4,19,45,5081808
2012,10,4,20,0,5115938
2012,10,4,20,15,5041260
2012,10,4,20,30,4933048
2012,10,4,20,45,4907454
2012,10,4,21,0,4788269
2012,10,4,21,15,4700467
2012,10,4,21,30,4697228
2012,10,4,21,45,4541467
2012,10,4,22,0,4452051
2012,10,4,22,15,4574208
2012,10,4,22,30,4584578
2012,10,4,22,45,4618458
2012,10,4,23,0,4549721
2012,10,4,23,15,4630630
2012,10,4,23,30,4538407
2012,10,4,23,45,4450255
2012,10,5,0,0,4322589
2012,10,5,0,15,4255958
2012,10,5,0,30,4088310
2012,10,5,0,45,4100992
2012,10,5,1,0,3999815
2012,10,5,1,15,3949814
2012,10,5,1,30,3921328
2012,10,5,1,45,3809851
2012,10,5,2,0,3790433
2012,10,5,2,15,3727094
2012,10,5,2,30,3711560
2012,10,5,2,45,3697070
2012,10,5,3,0,3694723
2012,10,5,3,15,3667550
2012,10,5,3,30,3690848
2012,10,5,3,45,3674322
2012,10,5,4,0,3716983
2012,10,5,4,15,3664597
2012,10,5,4,30,3697279
2012,10,5,4,45,3726415
2012,10,5,5,0,3723977
2012,10,5,5,15,3767461
2012,10,5,5,30,3740422
2012,10,5,5,45,3881666
2012,10,5,6,0,3913983
2012,10,5,6,15,4110024
2012,10,5,6,30,4292534
2012,10,5,6,45,4373961
2012,10,5,7,0,4498745
2012,10,5,7,15,4649760
2012,10,5,7,30,4761552
2012,10,5,7,45,4804419
2012,10,5,8,0,4831611
2012,10,5,8,15,4786220
2012,10,5,8,30,4890515
2012,10,5,8,45,4845843
2012,10,5,9,0,4889558
2012,10,5,9,15,5000788
2012,10,5,9,30,5013658
2012,10,5,9,45,5006030
2012,10,5,10,0,5055888
2012,10,5,10,15,5032144
2012,10,5,10,30,5019048
2012,10,5,10,45,5010740
2012,10,5,11,0,5013092
2012,10,5,11,15,4996367
2012,10,5,11,30,5053846
2012,10,5,11,45,5066679
2012,10,5,12,0,5058231
2012,10,5,12,15,4991666
2012,10,5,12,30,4948528
2012,10,5,12,45,4958148
2012,10,5,13,0,4858856
2012,10,5,13,15,4890288
2012,10,5,13,30,4874491
2012,10,5,13,45,4856686
2012,10,5,14,0,4817080
2012,10,5,14,15,4782179
2012,10,5,14,30,4817799
2012,10,5,14,45,4770659
2012,10,5,15,0,4762202
2012,10,5,15,15,4783190
2012,10,5,15,30,4691427
2012,10,5,15,45,4666931
2012,10,5,16,0,4591108
2012,10,5,16,15,4615783
2012,10,5,16,30,4564250
2012,10,5,16,45,4567646
2012,10,5,17,0,4581080
2012,10,5,17,15,4587251
2012,10,5,17,30,4682306
2012,10,5,17,45,4732970
2012,10,5,18,0,4787290
2012,10,5,18,15,4762894
2012,10,5,18,30,4761051
2012,10,5,18,45,4788295
2012,10,5,19,0,4771264
2012,10,5,19,15,4875215
2012,10,5,19,30,4937525
2012,10,5,19,45,4953994
2012,10,5,20,0,4917539
2012,10,5,20,15,4847773
2012,10,5,20,30,4804823
2012,10,5,20,45,4765590
2012,10,5,21,0,4549240
2012,10,5,21,15,4565596
2012,10,5,21,30,4494739
2012,10,5,21,45,4477299
2012,10,5,22,0,4387680
2012,10,5,22,15,4476259
2012,10,5,22,30,4594285
2012,10,5,22,45,4622937
2012,10,5,23,0,4565709
2012,10,5,23,15,4614013
2012,10,5,23,30,4471354
2012,10,5,23,45,4369300
2012,10,6,0,0,4306963
2012,10,6,0,15,4219206
2012,10,6,0,30,4109835
2012,10,6,0,45,4066102
2012,10,6,1,0,3957497
2012,10,6,1,15,3893196
2012,10,6,1,30,3889116
2012,10,6,1,45,3743670
2012,10,6,2,0,3735241
2012,10,6,2,15,3632752
2012,10,6,2,30,3591073
2012,10,6,2,45,3586346
2012,10,6,3,0,3554445
2012,10,6,3,15,3493969
2012,10,6,3,30,3491306
2012,10,6,3,45,3443410
2012,10,6,4,0,3437873
2012,10,6,4,15,3444475
2012,10,6,4,30,3443803
2012,10,6,4,45,3418340
2012,10,6,5,0,3403218
2012,10,6,5,15,3381480
2012,10,6,5,30,3493103
2012,10,6,5,45,3478520
2012,10,6,6,0,3455810
2012,10,6,6,15,3481186
2012,10,6,6,30,3522836
2012,10,6,6,45,3659882
2012,10,6,7,0,3671428
2012,10,6,7,15,3699839
2012,10,6,7,30,3729830
2012,10,6,7,45,3827340
2012,10,6,8,0,3807255
2012,10,6,8,15,3833747
2012,10,6,8,30,3877076
2012,10,6,8,45,4010826
2012,10,6,9,0,4089841
2012,10,6,9,15,4166928
2012,10,6,9,30,4197373
2012,10,6,9,45,4234892
2012,10,6,10,0,4235426
2012,10,6,10,15,4360331
2012,10,6,10,30,4430619
2012,10,6,10,45,4412530
2012,10,6,11,0,4422687
2012,10,6,11,15,4496262
2012,10,6,11,30,4478185
2012,10,6,11,45,4455195
2012,10,6,12,0,4493183
2012,10,6,12,15,4433822
2012,10,6,12,30,4464311
2012,10,6,12,45,4453790
2012,10,6,13,0,4441534
2012,10,6,13,15,4435879
2012,10,6,13,30,4390531
2012,10,6,13,45,4333144
2012,10,6,14,0,4356790
2012,10,6,14,15,4293204
2012,10,6,14,30,4281886
2012,10,6,14,45,4208104
2012,10,6,15,0,4204551
2012,10,6,15,15,4176927
2012,10,6,15,30,4137919
2012,10,6,15,45,4085571
2012,10,6,16,0,4132005
2012,10,6,16,15,4174430
2012,10,6,16,30,4120843
2012,10,6,16,45,4140667
2012,10,6,17,0,4236166
2012,10,6,17,15,4205857
2012,10,6,17,30,4243096
2012,10,6,17,45,4374068
2012,10,6,18,0,4319171
2012,10,6,18,15,4381476
2012,10,6,18,30,4389228
2012,10,6,18,45,4441206
2012,10,6,19,0,4424453
2012,10,6,19,15,4484866
2012,10,6,19,30,4556461
2012,10,6,19,45,4684047
2012,10,6,20,0,4617555
2012,10,6,20,15,4618050
2012,10,6,20,30,4495110
2012,10,6,20,45,4447701
2012,10,6,21,0,4395629
2012,10,6,21,15,4302705
2012,10,6,21,30,4260665
2012,10,6,21,45,4159420
2012,10,6,22,0,4179274
2012,10,6,22,15,4176123
2012,10,6,22,30,4228185
2012,10,6,22,45,4259147
2012,10,6,23,0,4271728
2012,10,6,23,15,4167283
2012,10,6,23,30,4198587
2012,10,6,23,45,4165905
2012,10,7,0,0,4061293
2012,10,7,0,15,4006185
2012,10,7,0,30,3939900
2012,10,7,0,45,3846752
2012,10,7,1,0,3718550
2012,10,7,1,15,3723686
2012,10,7,1,30,3691785
2012,10,7,1,45,3654256
2012,10,7,2,0,3580260
2012,10,7,2,15,3599346
2012,10,7,2,30,3550199
2012,10,7,2,45,3530612
2012,10,7,3,0,3483401
2012,10,7,3,15,3481238
2012,10,7,3,30,3483248
2012,10,7,3,45,3424798
2012,10,7,4,0,3429021
2012,10,7,4,15,3441428
2012,10,7,4,30,3409454
2012,10,7,4,45,3450396
2012,10,7,5,0,3420011
2012,10,7,5,15,3472215
2012,10,7,5,30,3415979
2012,10,7,5,45,3444177
2012,10,7,6,0,3401159
2012,10,7,6,15,3516320
2012,10,7,6,30,3542005
2012,10,7,6,45,3573538
2012,10,7,7,0,3567104
2012,10,7,7,15,3503717
2012,10,7,7,30,3574795
2012,10,7,7,45,3579968
2012,10,7,8,0,3588337
2012,10,7,8,15,3589373
2012,10,7,8,30,3653248
2012,10,7,8,45,3673524
2012,10,7,9,0,3724599
2012,10,7,9,15,3748861
2012,10,7,9,30,3741915
2012,10,7,9,45,3781005
2012,10,7,10,0,3748331
2012,10,7,10,15,3752368
2012,10,7,10,30,3720133
2012,10,7,10,45,3705840
2012,10,7,11,0,3704289
2012,10,7,11,15,3687683
2012,10,7,11,30,3672247
2012,10,7,11,45,3624941
2012,10,7,12,0,3720355
2012,10,7,12,15,3681234
2012,10,7,12,30,3686607
2012,10,7,12,45,3727898
2012,10,7,13,0,3652349
2012,10,7,13,15,3655872
2012,10,7,13,30,3568624
2012,10,7,13,45,3527955
2012,10,7,14,0,3519793
2012,10,7,14,15,3445572
2012,10,7,14,30,3466756
2012,10,7,14,45,3434870
2012,10,7,15,0,3414033
2012,10,7,15,15,3401540
2012,10,7,15,30,3368828
2012,10,7,15,45,3397887
2012,10,7,16,0,3412573
2012,10,7,16,15,3467200
2012,10,7,16,30,3497832
2012,10,7,16,45,3538685
2012,10,7,17,0,3595474
2012,10,7,17,15,3702970
2012,10,7,17,30,3747830
2012,10,7,17,45,3833999
2012,10,7,18,0,3927762
2012,10,7,18,15,3975281
2012,10,7,18,30,4087770
2012,10,7,18,45,4142708
2012,10,7,19,0,4192782
2012,10,7,19,15,4275573
2012,10,7,19,30,4463124
2012,10,7,19,45,4624370
2012,10,7,20,0,4594478
2012,10,7,20,15,4573896
2012,10,7,20,30,4573383
2012,10,7,20,45,4428958
2012,10,7,21,0,4429380
2012,10,7,21,15,4370864
2012,10,7,21,30,4311188
2012,10,7,21,45,4285971
2012,10,7,22,0,4165329
2012,10,7,22,15,4121904
2012,10,7,22,30,4181611
2012,10,7,22,45,4221223
2012,10,7,23,0,4235079
2012,10,7,23,15,4230370
2012,10,7,23,30,4178951
2012,10,7,23,45,4046154
2012,10,8,0,0,3973807
2012,10,8,0,15,3957952
2012,10,8,0,30,3878765
2012,10,8,0,45,3835810
2012,10,8,1,0,3734127
2012,10,8,1,15,3727542
2012,10,8,1,30,3674436
2012,10,8,1,45,3657396
2012,10,8,2,0,3527627
2012,10,8,2,15,3570655
2012,10,8,2,30,3594653
2012,10,8,2,45,3547055
2012,10,8,3,0,3540555
2012,10,8,3,15,3475242
2012,10,8,3,30,3497098
2012,10,8,3,45,3437213
2012,10,8,4,0,3476549
2012,10,8,4,15,3513803
2012,10,8,4,30,3517622
2012,10,8,4,45,3541210
2012,10,8,5,0,3587478
2012,10,8,5,15,3665592
2012,10,8,5,30,3736072
2012,10,8,5,45,3820192
2012,10,8,6,0,3977854
2012,10,8,6,15,4194208
2012,10,8,6,30,4247769
2012,10,8,6,45,4408942
2012,10,8,7,0,4584832
2012,10,8,7,15,4721407
2012,10,8,7,30,4862249
2012,10,8,7,45,4913428
2012,10,8,8,0,4895258
2012,10,8,8,15,4851381
2012,10,8,8,30,4859281
2012,10,8,8,45,4875851
2012,10,8,9,0,4890494
2012,10,8,9,15,4925055
2012,10,8,9,30,4982389
2012,10,8,9,45,4946281
2012,10,8,10,0,4931131
2012,10,8,10,15,4935232
2012,10,8,10,30,4895386
2012,10,8,10,45,4903835
2012,10,8,11,0,4863035
2012,10,8,11,15,4900024
2012,10,8,11,30,4921325
2012,10,8,11,45,4868917
2012,10,8,12,0,4884606
2012,10,8,12,15,4802571
2012,10,8,12,30,4671094
2012,10,8,12,45,4692742
2012,10,8,13,0,4684449
2012,10,8,13,15,4679650
2012,10,8,13,30,4609745
2012,10,8,13,45,4593921
2012,10,8,14,0,4639799
2012,10,8,14,15,4629226
2012,10,8,14,30,4626505
2012,10,8,14,45,4589568
2012,10,8,15,0,4606141
2012,10,8,15,15,4625853
2012,10,8,15,30,4638533
2012,10,8,15,45,4647800
2012,10,8,16,0,4704475
2012,10,8,16,15,4724628
2012,10,8,16,30,4768308
2012,10,8,16,45,4836914
2012,10,8,17,0,4817780
2012,10,8,17,15,4827892
2012,10,8,17,30,4952154
2012,10,8,17,45,4956607
2012,10,8,18,0,5017593
2012,10,8,18,15,4993426
2012,10,8,18,30,5035225
2012,10,8,18,45,5017692
2012,10,8,19,0,5174891
2012,10,8,19,15,5221876
2012,10,8,19,30,5236172
2012,10,8,19,45,5159216
2012,10,8,20,0,5128007
2012,10,8,20,15,5153785
2012,10,8,20,30,5044944
2012,10,8,20,45,4960897
2012,10,8,21,0,4933147
2012,10,8,21,15,4807950
2012,10,8,21,30,4787786
2012,10,8,21,45,4728967
2012,10,8,22,0,4641048
2012,10,8,22,15,4722586
2012,10,8,22,30,4836952
2012,10,8,22,45,4766818
2012,10,8,23,0,4772350
2012,10,8,23,15,4801039
2012,10,8,23,30,4710367
2012,10,8,23,45,4603643
2012,10,9,0,0,4481162
2012,10,9,0,15,4392664
2012,10,9,0,30,4297003
2012,10,9,0,45,4275445
2012,10,9,1,0,4138322
2012,10,9,1,15,4152759
2012,10,9,1,30,4088014
2012,10,9,1,45,3975456
2012,10,9,2,0,3960616
2012,10,9,2,15,3955226
2012,10,9,2,30,3922893
2012,10,9,2,45,3866329
2012,10,9,3,0,3817739
2012,10,9,3,15,3772079
2012,10,9,3,30,3793713
2012,10,9,3,45,3809081
2012,10,9,4,0,3811614
2012,10,9,4,15,3813684
2012,10,9,4,30,3772864
2012,10,9,4,45,3843885
2012,10,9,5,0,3870629
2012,10,9,5,15,3954636
2012,10,9,5,30,3940966
2012,10,9,5,45,4036258
2012,10,9,6,0,4188898
2012,10,9,6,15,4265236
2012,10,9,6,30,4468028
2012,10,9,6,45,4648409
2012,10,9,7,0,4779465
2012,10,9,7,15,4870906
2012,10,9,7,30,4995559
2012,10,9,7,45,5102676
2012,10,9,8,0,5009879
2012,10,9,8,15,4967612
2012,10,9,8,30,4973028
2012,10,9,8,45,4985744
2012,10,9,9,0,4977345
2012,10,9,9,15,4958633
2012,10,9,9,30,4917955
2012,10,9,9,45,4887856
2012,10,9,10,0,4823722
2012,10,9,10,15,4788383
2012,10,9,10,30,4754386
2012,10,9,10,45,4753858
2012,10,9,11,0,4736044
2012,10,9,11,15,4695720
2012,10,9,11,30,4654907
2012,10,9,11,45,4684059
2012,10,9,12,0,4667668
2012,10,9,12,15,4578308
2012,10,9,12,30,4553600
2012,10,9,12,45,4538322
2012,10,9,13,0,4557907
2012,10,9,13,15,4560737
2012,10,9,13,30,4580308
2012,10,9,13,45,4572222
2012,10,9,14,0,4543738
2012,10,9,14,15,4567719
2012,10,9,14,30,4554907
2012,10,9,14,45,4664427
2012,10,9,15,0,4615811
2012,10,9,15,15,4658522
2012,10,9,15,30,4631526
2012,10,9,15,45,4635425
2012,10,9,16,0,4657263
2012,10,9,16,15,4597219
2012,10,9,16,30,4673818
2012,10,9,16,45,4736002
2012,10,9,17,0,4774072
2012,10,9,17,15,4838729
2012,10,9,17,30,4846805
2012,10,9,17,45,4850782
2012,10,9,18,0,4898336
2012,10,9,18,15,4912726
2012,10,9,18,30,5002649
2012,10,9,18,45,4984969
2012,10,9,19,0,4995002
2012,10,9,19,15,5100309
2012,10,9,19,30,5216135
2012,10,9,19,45,5250555
2012,10,9,20,0,5241480
2012,10,9,20,15,5189158
2012,10,9,20,30,5026468
2012,10,9,20,45,4973604
2012,10,9,21,0,4913086
2012,10,9,21,15,4832502
2012,10,9,21,30,4785357
2012,10,9,21,45,4670043
2012,10,9,22,0,4596338
2012,10,9,22,15,4720271
2012,10,9,22,30,4750756
2012,10,9,22,45,4825473
2012,10,9,23,0,4730243
2012,10,9,23,15,4756276
2012,10,9,23,30,4637866
2012,10,9,23,45,4545598
2012,10,10,0,0,4501781
2012,10,10,0,15,4421162
2012,10,10,0,30,4286613
2012,10,10,0,45,4184600
2012,10,10,1,0,4122448
2012,10,10,1,15,4140470
2012,10,10,1,30,4116037
2012,10,10,1,45,4025512
2012,10,10,2,0,3947654
2012,10,10,2,15,3943148
2012,10,10,2,30,3914801
2012,10,10,2,45,3869060
2012,10,10,3,0,3902995
2012,10,10,3,15,3835676
2012,10,10,3,30,3833723
2012,10,10,3,45,3819649
2012,10,10,4,0,3798557
2012,10,10,4,15,3825558
2012,10,10,4,30,3860700
2012,10,10,4,45,3906187
2012,10,10,5,0,3967319
2012,10,10,5,15,4047989
2012,10,10,5,30,4103018
2012,10,10,5,45,4116118
2012,10,10,6,0,4271764
2012,10,10,6,15,4450078
2012,10,10,6,30,4544672
2012,10,10,6,45,4756690
2012,10,10,7,0,4838730
2012,10,10,7,15,4868142
2012,10,10,7,30,5038060
2012,10,10,7,45,5125777
2012,10,10,8,0,5058140
2012,10,10,8,15,5005588
2012,10,10,8,30,5000762
2012,10,10,8,45,5012988
2012,10,10,9,0,4942834
2012,10,10,9,15,4975166
2012,10,10,9,30,5004786
2012,10,10,9,45,4941284
2012,10,10,10,0,4918803
2012,10,10,10,15,4811445
2012,10,10,10,30,4759486
2012,10,10,10,45,4689243
2012,10,10,11,0,4673199
2012,10,10,11,15,4637140
2012,10,10,11,30,4612030
2012,10,10,11,45,4610551
2012,10,10,12,0,4580091
2012,10,10,12,15,4511037
2012,10,10,12,30,4441347
2012,10,10,12,45,4466890
2012,10,10,13,0,4463144
2012,10,10,13,15,4408241
2012,10,10,13,30,4451055
2012,10,10,13,45,4449912
2012,10,10,14,0,4509290
2012,10,10,14,15,4478666
2012,10,10,14,30,4443293
2012,10,10,14,45,4418125
2012,10,10,15,0,4475793
2012,10,10,15,15,4480347
2012,10,10,15,30,4493762
2012,10,10,15,45,4544877
2012,10,10,16,0,4480873
2012,10,10,16,15,4536278
