Total Forecast,Total Measured & Upscaled,Monitored Capacity,Total Forecast,Total Measured & Upscaled,Monitored Capacity ,Total Forecast ,Total Measured & Upscaled ,Monitored Capacity
22719,50359,493190,13158,12339,179359,9560,38020,313831
22157,49096,493190,12570,10950,179359,9587,38146,313831
21611,48467,493190,11982,11083,179359,9629,37384,313831
21065,48088,493190,11378,11046,179359,9687,37043,313831
20546,51805,493190,10795,11864,179359,9751,39941,313831
19671,50752,493190,10069,11752,179359,9603,39000,313831
18834,50254,493190,9348,11083,179359,9486,39171,313831
17970,49743,493190,8612,10140,179359,9359,39603,313831
17075,50467,493190,7896,10389,179359,9179,40078,313831
16359,49496,493190,7287,9594,179359,9073,39901,313831
15596,48833,493190,6667,8607,179359,8930,40226,313831
14838,49491,493190,6052,9343,179359,8786,40148,313831
14086,50851,493190,5443,10534,179359,8643,40317,313831
14505,51865,493190,5437,9604,179359,9067,42261,313831
14907,54977,493190,5427,10749,179359,9481,44228,313831
15315,52431,493190,5421,9877,179359,9894,42554,313831
15734,51675,493190,5405,9467,179359,10329,42208,313831
16169,52716,493190,5443,9807,179359,10726,42910,313831
16577,54239,493190,5469,9418,179359,11108,44821,313831
17038,50929,493190,5517,7405,179359,11521,43524,313831
17467,48557,493190,5533,5708,179359,11934,42850,313831
18076,52386,493190,5665,7145,179359,12411,45241,313831
18665,55566,493190,5798,8598,179359,12867,46969,313831
19274,59756,493190,5925,9741,179359,13349,50015,313831
19883,63090,493190,6047,10810,179359,13837,52280,313831
20095,62249,493190,6163,10723,179359,13932,51526,313831
20313,64095,493190,6290,11686,179359,14022,52409,313831
20514,68444,493190,6412,12347,179359,14102,56096,313831
20700,71813,493190,6524,13972,179359,14176,57841,313831
21076,68296,493190,6757,12259,179359,14319,56037,313831
21473,64320,493190,6990,10208,179359,14483,54112,313831
21828,63673,493190,7207,9329,179359,14621,54344,313831
22215,61175,493190,7440,9125,179359,14775,52051,313831
22311,58019,493190,7488,8539,179359,14822,49480,313831
22443,55751,493190,7536,7638,179359,14907,48113,313831
22570,57199,493190,7578,8334,179359,14992,48866,313831
22719,60415,493190,7631,9486,179359,15087,50929,313831
22136,62038,493190,7393,10380,179359,14743,51658,313831
21532,63849,493190,7154,11294,179359,14377,52556,313831
20970,65184,493190,6916,11798,179359,14054,53386,313831
20355,63495,493190,6677,11525,179359,13678,51971,313831
19682,64019,493190,6359,11843,179359,13323,52176,313831
19041,63337,493190,6047,11054,179359,12994,52283,313831
18309,63201,493190,5723,10738,179359,12586,52463,313831
17642,61914,493190,5405,10224,179359,12236,51690,313831
17122,58157,493190,5162,9565,179359,11961,48592,313831
16640,58995,493190,4923,10026,179359,11717,48968,313831
16078,56193,493190,4679,7565,179359,11399,48627,313831
15564,57483,493190,4436,8797,179359,11129,48686,313831
11722,56707,493190,3810,9138,179359,7912,47569,313831
11039,53795,493190,3445,7696,179359,7594,46100,313831
10397,48349,493190,3100,5754,179359,7297,42595,313831
9719,47355,493190,2756,4932,179359,6963,42422,313831
9157,46671,493190,2507,5125,179359,6651,41546,313831
8606,46918,493190,2263,5633,179359,6343,41286,313831
8029,48376,493190,2008,6105,179359,6020,42271,313831
7488,48216,493190,1765,5510,179359,5723,42706,313831
6910,45870,493190,1516,4435,179359,5395,41435,313831
6322,44385,493190,1261,3738,179359,5061,40647,313831
5734,43897,493190,1017,3976,179359,4716,39922,313831
5130,44061,493190,758,3820,179359,4372,40241,313831
5294,43165,493190,827,4234,179359,4467,38931,313831
5458,43151,493190,890,4412,179359,4568,38739,313831
5580,44719,493190,949,4736,179359,4632,39983,313831
5702,47597,493190,1002,5415,179359,4701,42182,313831
5861,48486,493190,1060,6161,179359,4801,42325,313831
6057,48585,493190,1123,6338,179359,4934,42247,313831
6227,49621,493190,1192,6752,179359,5034,42870,313831
6380,50011,493190,1251,6753,179359,5130,43258,313831
6534,52828,493190,1309,7587,179359,5225,45241,313831
6624,54797,493190,1357,7965,179359,5268,46832,313831
6751,56338,493190,1415,8180,179359,5337,48158,313831
6857,57977,493190,1473,8700,179359,5384,49277,313831
6635,56556,493190,1479,9211,179359,5156,47345,313831
6391,46671,493190,1468,9265,179359,4923,37406,313831
6158,45660,493190,1473,9084,179359,4685,36576,313831
5962,44625,493190,1479,9043,179359,4483,35583,313831
5766,46958,493190,1468,10226,179359,4298,36731,313831
5559,45737,493190,1452,9611,179359,4107,36126,313831
5390,40306,493190,1452,8391,179359,3937,31915,313831
5188,35336,493190,1436,6802,179359,3752,28533,313831
4987,30941,493190,1468,5792,179359,3519,25149,313831
4817,26945,493190,1489,4279,179359,3328,22666,313831
4600,25159,493190,1521,2959,179359,3079,22200,313831
4404,26235,493190,1532,3015,179359,2872,23221,313831
4192,28724,493190,1457,3768,179359,2734,24957,313831
3990,31855,493190,1373,4892,179359,2618,26963,313831
3736,37400,493190,1293,6560,179359,2443,30840,313831
3540,40786,493190,1224,8394,179359,2316,32393,313831
3471,40794,493190,1187,8502,179359,2284,32293,313831
3408,40210,493190,1166,8214,179359,2242,31996,313831
3333,37066,493190,1134,6748,179359,2199,30318,313831
3275,36173,493190,1102,5952,179359,2173,30221,313831
3249,33451,493190,1055,4732,179359,2194,28719,313831
3196,32346,493190,1002,4542,179359,2194,27805,313831
3143,30059,493190,954,3747,179359,2189,26313,313831
3105,29254,493190,901,3409,179359,2205,25845,313831
3286,29884,493190,927,3675,179359,2358,26209,313831
3482,30844,493190,954,4039,179359,2528,26805,313831
3683,32941,493190,986,4547,179359,2697,28394,313831
3869,33462,493190,1002,4951,179359,2867,28511,313831
4234,33778,493190,1055,5138,179359,3180,28639,313831
4621,34144,493190,1118,5000,179359,3503,29144,313831
4987,44256,493190,1166,6376,179359,3821,37880,313831
5368,49622,493190,1214,6582,179359,4155,43040,313831
5745,47803,493190,1293,6517,179359,4452,41286,313831
6137,48021,493190,1367,7194,179359,4769,40827,313831
6534,49150,493190,1457,6852,179359,5077,42298,313831
6926,49587,493190,1532,6894,179359,5395,42693,313831
9226,48557,493190,2289,6859,179359,6937,41698,313831
11505,47252,493190,3052,6452,179359,8453,40800,313831
13778,48307,493190,3821,7290,179359,9958,41017,313831
16036,48019,493190,4573,6987,179359,11463,41032,313831
18421,47299,493190,5432,6300,179359,12989,40998,313831
20784,48316,493190,6301,6256,179359,14483,42061,313831
23153,54390,493190,7154,9223,179359,15999,45167,313831
25543,58423,493190,8018,10841,179359,17525,47582,313831
28050,67261,493190,8988,13241,179359,19062,54021,313831
30551,73328,493190,9963,13843,179359,20588,59485,313831
33090,78970,493190,10933,15769,179359,22157,63201,313831
35623,87186,493190,11924,18893,179359,23699,68293,313831
36921,92737,493190,12782,20395,179359,24139,72342,313831
38283,96902,493190,13646,21709,179359,24637,75193,313831
39640,97626,493190,14536,21504,179359,25103,76122,313831
40954,101836,493190,15411,23497,179359,25543,78339,313831
42051,102589,493190,16153,23469,179359,25898,79121,313831
43127,108394,493190,16895,26273,179359,26232,82121,313831
44229,110289,493190,17658,26607,179359,26571,83682,313831
45315,111846,493190,18405,27942,179359,26910,83904,313831
46402,111484,493190,19099,27317,179359,27303,84167,313831
47435,112735,493190,19783,27051,179359,27652,85685,313831
48511,114147,493190,20477,29843,179359,28034,84304,313831
49544,113493,493190,21166,30282,179359,28378,83212,313831
49618,114361,493190,21452,31027,179359,28166,83333,313831
49703,115318,493190,21738,32998,179359,27965,82320,313831
49777,117807,493190,22030,35738,179359,27748,82070,313831
49825,121778,493190,22321,37827,179359,27504,83951,313831
50387,119245,493190,22867,40073,179359,27520,79172,313831
50943,125776,493190,23408,42728,179359,27536,83048,313831
51516,126314,493190,23964,43167,179359,27552,83147,313831
52125,125776,493190,24510,42769,179359,27615,83007,313831
52613,130870,493190,24997,42355,179359,27615,88516,313831
53158,138184,493190,25490,43220,179359,27668,94964,313831
53688,129645,493190,25978,44915,179359,27711,84729,313831
54224,139095,493190,26471,46804,179359,27753,92291,313831
55400,148307,493190,27303,48925,179359,28098,99382,313831
56603,143462,493190,28124,49524,179359,28479,93939,313831
57827,135794,493190,28956,47189,179359,28871,88605,313831
59051,135588,493190,29793,47363,179359,29258,88225,313831
60170,134148,493190,30578,49533,179359,29592,84615,313831
61240,141099,493190,31357,52797,179359,29883,88302,313831
62342,140973,493190,32130,51550,179359,30212,89423,313831
63466,130137,493190,32925,48735,179359,30541,81402,313831
65003,135758,493190,33884,46626,179359,31118,89133,313831
66518,137087,493190,34833,45028,179359,31685,92059,313831
68045,135922,493190,35798,46058,179359,32247,89864,313831
69544,132037,493190,36746,44382,179359,32798,87655,313831
71977,125958,493190,38103,40485,179359,33874,85473,313831
74409,125184,493190,39454,41208,179359,34955,83975,313831
76868,130145,493190,40816,44543,179359,36052,85602,313831
79295,121887,493190,42162,41100,179359,37133,80786,313831
81648,119511,493190,43370,40682,179359,38278,78829,313831
84012,120198,493190,44584,40361,179359,39428,79837,313831
86365,127708,493190,45787,42612,179359,40578,85096,313831
88712,128753,493190,47001,42377,179359,41712,86376,313831
90811,121397,493190,48166,39477,179359,42644,81920,313831
92909,124629,493190,49338,42112,179359,43572,82517,313831
95019,127784,493190,50482,43164,179359,44536,84620,313831
97096,121008,493190,51653,39851,179359,45443,81158,313831
85257,120156,493190,46025,38080,179359,39232,82076,313831
84473,123168,493190,45877,40739,179359,38596,82429,313831
83757,102808,493190,45750,37749,179359,38007,65059,313831
82968,84593,493190,45617,35462,179359,37350,49130,313831
82210,80671,493190,45480,33538,179359,36730,47132,313831
81457,79122,493190,45347,34290,179359,36110,44832,313831
80694,75016,493190,45204,36095,179359,35490,38921,313831
79963,76597,493190,45072,37921,179359,34891,38676,313831
79189,72403,493190,44944,37822,179359,34245,34581,313831
78421,69403,493190,44796,38633,179359,33625,30770,313831
77679,70845,493190,44674,40820,179359,33005,30025,313831
76948,68707,493190,44536,40955,179359,32411,27752,313831
76036,81020,493190,44176,39059,179359,31860,41961,313831
75072,92345,493190,43805,38149,179359,31267,54196,313831
74171,87294,493190,43423,35243,179359,30747,52051,313831
73227,87971,493190,43063,36452,179359,30164,51518,313831
72295,81200,493190,42692,34070,179359,29603,47130,313831
71399,86220,493190,42321,34470,179359,29078,51750,313831
70477,85727,493190,41955,35005,179359,28521,50722,313831
69544,86731,493190,41590,36624,179359,27954,50107,313831
68627,104239,493190,41219,48666,179359,27409,55573,313831
67679,102839,493190,40853,47971,179359,26826,54867,313831
66794,97419,493190,40477,44274,179359,26317,53145,313831
65845,103916,493190,40122,50815,179359,25723,53102,313831
68145,105113,493190,41118,53717,179359,27027,51396,313831
70429,103980,493190,42125,52710,179359,28304,51270,313831
72777,110365,493190,43132,53916,179359,29645,56450,313831
75050,115569,493190,44139,57399,179359,30911,58171,313831
77345,122065,493190,45135,62121,179359,32210,59944,313831
79624,116767,493190,46137,64552,179359,33487,52214,313831
81955,121059,493190,47144,62995,179359,34812,58064,313831
84229,115745,493190,48140,64476,179359,36089,51269,313831
86561,116218,493190,49147,68374,179359,37414,47844,313831
88850,114898,493190,50148,68842,179359,38702,46056,313831
91145,120764,493190,51155,68565,179359,39989,52198,313831
93445,116211,493190,52162,64120,179359,41282,52091,313831
97228,121181,493190,53784,62046,179359,43445,59134,313831
101039,104570,493190,55427,53186,179359,45612,51384,313831
104854,98308,493190,57059,48591,179359,47795,49718,313831
108670,85713,493190,58696,41207,179359,49974,44506,313831
112496,104949,493190,60344,54436,179359,52152,50513,313831
116275,119201,493190,61971,63442,179359,54303,55759,313831
120058,97220,493190,63604,47039,179359,56455,50181,313831
123858,104507,493190,65236,48569,179359,58622,55938,313831
127684,124099,493190,66873,60375,179359,60811,63724,313831
131489,143915,493190,68516,73136,179359,62973,70780,313831
135305,158566,493190,70143,80169,179359,65162,78397,313831
139062,171920,493190,71781,86472,179359,67281,85447,313831
141420,165505,493190,72491,82357,179359,68930,83148,313831
143752,177811,493190,73217,86355,179359,70535,91456,313831
146084,171443,493190,73943,81652,179359,72141,89791,313831
148415,157975,493190,74653,73195,179359,73763,84780,313831
150721,150491,493190,75368,68582,179359,75352,81909,313831
153052,163646,493190,76089,77474,179359,76963,86172,313831
155411,156942,493190,76810,72366,179359,78601,84575,313831
157742,153865,493190,77525,68220,179359,80217,85645,313831
160069,152977,493190,78225,67173,179359,81844,85804,313831
162417,169091,493190,78951,78426,179359,83466,90665,313831
164732,165019,493190,79671,77693,179359,85061,87327,313831
167059,159121,493190,80387,72865,179359,86672,86256,313831
169168,160127,493190,81097,76210,179359,88071,83917,313831
171208,152307,493190,81802,70907,179359,89406,81401,313831
173238,147976,493190,82507,68519,179359,90731,79456,313831
212560,151718,493190,95119,67750,179359,117440,83968,313831
210519,157635,493190,93508,71822,179359,117011,85813,313831
208474,161768,493190,91887,74266,179359,116587,87501,313831
206423,154277,493190,90270,68677,179359,116153,85599,313831
204340,136609,493190,88654,58841,179359,115686,77768,313831
202061,135560,493190,87133,57582,179359,114928,77978,313831
199777,142496,493190,85628,61928,179359,114149,80568,313831
197493,149942,493190,84123,62562,179359,113370,87380,313831
195204,134731,493190,82597,56417,179359,112607,78313,313831
191351,139249,493190,81638,59025,179359,109714,80224,313831
187462,138994,493190,80668,56534,179359,106794,82460,313831
183593,131236,493190,79687,54029,179359,103906,77207,313831
179735,124810,493190,78723,50727,179359,101012,74083,313831
176661,122776,493190,78113,50470,179359,98548,72306,313831
173630,117325,493190,77509,44226,179359,96121,73099,313831
170572,107735,493190,76916,39947,179359,93657,67788,313831
167504,106143,493190,76296,40415,179359,91208,65728,313831
164383,158632,493190,75946,72207,179359,88437,86425,313831
161282,157034,493190,75601,67896,179359,85681,89138,313831
158172,164700,493190,75246,74381,179359,82925,90319,313831
155029,194324,493190,74891,91812,179359,80138,102513,313831
158829,217731,493190,77165,110388,179359,81664,107343,313831
162634,224894,493190,79444,114753,179359,83190,110142,313831
166418,220242,493190,81733,112041,179359,84685,108201,313831
170233,223669,493190,84017,118063,179359,86216,105605,313831
174149,216221,493190,86275,114526,179359,87875,101695,313831
178023,211931,493190,88543,108499,179359,89481,103432,313831
181955,219720,493190,90811,112436,179359,91145,107284,313831
185861,215390,493190,93074,115643,179359,92787,99747,313831
190488,225661,493190,95882,118283,179359,94605,107378,313831
195109,225296,493190,98675,118331,179359,96433,106965,313831
199735,219555,493190,101484,107398,179359,98251,112157,313831
204346,220724,493190,104287,114979,179359,100058,105746,313831
208808,223129,493190,105617,117812,179359,103190,105317,313831
213264,222633,493190,106948,115590,179359,106317,107044,313831
217705,224946,493190,108272,117848,179359,109433,107098,313831
222173,233469,493190,109608,119986,179359,112565,113483,313831
226863,240951,493190,111097,123598,179359,115766,117352,313831
231537,242515,493190,112586,122191,179359,118951,120324,313831
236275,239567,493190,114091,120623,179359,122183,118944,313831
240964,247017,493190,115575,123996,179359,125390,123021,313831
244981,275309,493190,116868,140874,179359,128113,134435,313831
248972,281272,493190,118151,142321,179359,130821,138951,313831
252984,274696,493190,119444,134070,179359,133540,140626,313831
257001,280616,493190,120742,130343,179359,136259,150273,313831
261807,279217,493190,121887,136742,179359,139921,142475,313831
266566,282831,493190,123042,140114,179359,143524,142717,313831
271335,300685,493190,124197,147261,179359,147138,153424,313831
276153,302828,493190,125342,147926,179359,150811,154902,313831
279878,323784,493190,126222,154217,179359,153657,169568,313831
283651,336823,493190,127096,155418,179359,156555,181406,313831
287419,333242,493190,127981,155005,179359,159438,178238,313831
291187,336978,493190,128855,154606,179359,162332,182371,313831
294875,336331,493190,129830,153307,179359,165045,183024,313831
298553,348278,493190,130811,156125,179359,167742,192153,313831
302242,354384,493190,131786,155716,179359,170456,198668,313831
305941,350922,493190,132766,157464,179359,173174,193458,313831
304716,361881,493190,132120,161201,179359,172597,200680,313831
303461,355738,493190,131479,157889,179359,171982,197849,313831
302242,345922,493190,130853,148833,179359,171388,197089,313831
301017,336360,493190,130212,141922,179359,170806,194437,313831
299687,343506,493190,129576,143963,179359,170111,199544,313831
298341,348864,493190,128935,151031,179359,169406,197834,313831
297011,370817,493190,128288,160390,179359,168723,210427,313831
295670,360071,493190,127642,160027,179359,168029,200044,313831
293800,358326,493190,127197,156841,179359,166603,201486,313831
291987,350856,493190,126778,156382,179359,165209,194474,313831
290074,354323,493190,126328,153778,179359,163747,200545,313831
288241,358247,493190,125904,152425,179359,162337,205822,313831
282999,339582,493190,124038,145024,179359,158961,194558,313831
277727,307589,493190,122183,130488,179359,155543,177101,313831
272459,312799,493190,120297,143387,179359,152162,169412,313831
267175,291540,493190,118431,138157,179359,148744,153383,313831
262401,263084,493190,116709,118298,179359,145692,144786,313831
257583,264816,493190,114981,120096,179359,142602,144720,313831
252793,229769,493190,113254,105901,179359,139539,123868,313831
247997,224568,493190,111526,97886,179359,136471,126682,313831
243821,217301,493190,110053,95198,179359,133768,122103,313831
239645,204930,493190,108564,89111,179359,131081,115819,313831
235453,190596,493190,107080,85528,179359,128373,105067,313831
231309,207406,493190,105607,92376,179359,125702,115030,313831
231908,219724,493190,105882,94902,179359,126025,124822,313831
232485,226521,493190,106153,94343,179359,126333,132178,313831
233068,210752,493190,106428,83561,179359,126640,127192,313831
233651,253676,493190,106693,110866,179359,126958,142810,313831
233667,267347,493190,106365,120117,179359,127303,147230,313831
233683,278338,493190,106031,127891,179359,127652,150447,313831
233688,279670,493190,105702,124521,179359,127986,155149,313831
233725,282858,493190,105395,128127,179359,128331,154731,313831
233715,281773,493190,105384,128174,179359,128331,153599,313831
233725,263197,493190,105405,115636,179359,128320,147560,313831
233725,265420,493190,105400,115176,179359,128325,150244,313831
233752,247195,493190,105405,107057,179359,128347,140138,313831
229375,250810,493190,102851,110522,179359,126524,140288,313831
224987,251144,493190,100297,114246,179359,124690,136897,313831
220636,231257,493190,97748,101478,179359,122888,129780,313831
214727,217475,493190,91033,88689,179359,123694,128786,313831
209746,200732,493190,88511,78188,179359,121235,122544,313831
204743,202188,493190,85972,79152,179359,118771,123036,313831
199762,199690,493190,83461,76564,179359,116301,123126,313831
194764,199005,493190,80927,77658,179359,113837,121347,313831
190715,204410,493190,79046,78898,179359,111669,125512,313831
186645,212521,493190,77160,85854,179359,109486,126668,313831
182613,222136,493190,75289,91554,179359,107324,130582,313831
178548,206773,493190,73402,81520,179359,105146,125254,313831
178792,235752,493190,74446,104756,179359,104346,130996,313831
179030,242191,493190,75480,104350,179359,103551,137842,313831
179274,273676,493190,76518,124121,179359,102756,149555,313831
179486,300839,493190,77552,143349,179359,101934,157490,313831
179200,265367,493190,78135,124455,179359,101065,140912,313831
178930,218058,493190,78702,94378,179359,100228,123680,313831
178633,213126,493190,79269,90006,179359,99364,123120,313831
178347,201391,493190,79852,79784,179359,98495,121607,313831
178813,224683,493190,81245,93666,179359,97568,131016,313831
179279,238928,493190,82639,102876,179359,96640,136052,313831
179730,231938,493190,84038,100343,179359,95692,131594,313831
180223,253941,493190,85437,103851,179359,94785,150090,313831
183333,256967,493190,86730,103405,179359,96603,153562,313831
186492,244463,493190,88034,99113,179359,98458,145350,313831
189645,258770,493190,89348,113716,179359,100297,145053,313831
192793,276690,493190,90652,122747,179359,102141,153943,313831
195941,277268,493190,91934,119887,179359,104006,157381,313831
199120,253384,493190,93217,102865,179359,105904,150520,313831
202289,261273,493190,94499,108649,179359,107790,152623,313831
205437,265560,493190,95771,115907,179359,109666,149652,313831
207806,258130,493190,96561,115923,179359,111245,142208,313831
210138,227923,493190,97340,98758,179359,112798,129165,313831
212517,216747,493190,98135,94907,179359,114383,121840,313831
214875,217852,493190,98924,96859,179359,115951,120992,313831
216296,203357,493190,99422,85800,179359,116873,117557,313831
217774,208336,493190,99931,86448,179359,117843,121888,313831
219253,210497,493190,100435,88426,179359,118818,122071,313831
220742,214543,493190,100949,93219,179359,119793,121323,313831
221934,237812,493190,101129,109860,179359,120806,127953,313831
223132,242282,493190,101309,107123,179359,121823,135160,313831
224335,274788,493190,101484,121695,179359,122851,153093,313831
225548,277042,493190,101664,117862,179359,123884,159180,313831
227022,257319,493190,101971,109624,179359,125050,147695,313831
228553,238895,493190,102284,99585,179359,126269,139310,313831
230037,261645,493190,102597,108654,179359,127440,152991,313831
231526,257635,493190,102915,109694,179359,128612,147941,313831
234367,248403,493190,102390,104447,179359,131977,143956,313831
237202,207085,493190,101865,80945,179359,135337,126140,313831
240011,210369,493190,101351,89967,179359,138659,120402,313831
242851,217967,493190,100832,92192,179359,142019,125775,313831
246423,240216,493190,100763,104271,179359,145660,135945,313831
249995,239172,493190,100705,100429,179359,149290,138743,313831
253620,235711,493190,100662,93556,179359,152957,142154,313831
257191,249838,493190,100604,100539,179359,156587,149299,313831
260556,264029,493190,100228,108956,179359,160329,155073,313831
263906,272607,493190,99841,113579,179359,164065,159029,313831
267276,268275,493190,99459,114675,179359,167817,153600,313831
270636,242558,493190,99078,94867,179359,171558,147692,313831
264457,205216,493190,96730,62722,179359,167727,142494,313831
258267,202126,493190,94377,59906,179359,163890,142220,313831
252072,216775,493190,92040,68661,179359,160032,148114,313831
245866,209377,493190,89682,66564,179359,156184,142812,313831
239110,226325,493190,87011,71914,179359,152099,154411,313831
232379,210829,493190,84340,66307,179359,148039,144522,313831
225633,205225,493190,81659,57947,179359,143975,147278,313831
218898,207404,493190,78998,60474,179359,139899,146930,313831
212088,192910,493190,76031,50758,179359,136057,142151,313831
205278,164113,493190,73084,38314,179359,132194,125799,313831
198458,135625,493190,70138,26375,179359,128320,109251,313831
191680,121827,493190,67191,28539,179359,124489,93288,313831
189385,136001,493190,67149,37638,179359,122236,98362,313831
187112,130314,493190,67101,32258,179359,120011,98056,313831
184833,140191,493190,67032,34314,179359,117801,105877,313831
182544,150595,493190,66990,39966,179359,115554,110629,313831
179968,149033,493190,66539,42396,179359,113429,106637,313831
177382,160837,493190,66073,52504,179359,111309,108333,313831
174812,169285,493190,65633,57779,179359,109179,111507,313831
172199,157415,493190,65188,53182,179359,107011,104233,313831
169846,171797,493190,64494,61126,179359,105352,110671,313831
167467,182114,493190,63789,64544,179359,103678,117570,313831
165135,188840,493190,63111,70204,179359,102024,118637,313831
162734,192248,493190,62411,73497,179359,100323,118751,313831
166820,206363,493190,64573,81153,179359,102247,125210,313831
170975,219724,493190,66762,90376,179359,104213,129347,313831
175077,209015,493190,68930,78500,179359,106147,130515,313831
179194,210453,493190,71108,78351,179359,108087,132102,313831
184536,233615,493190,74330,93760,179359,110207,139855,313831
189862,219664,493190,77530,86067,179359,112332,133597,313831
195241,217748,493190,80753,84464,179359,114489,133284,313831
200583,213512,493190,83980,83472,179359,116603,130040,313831
204557,212653,493190,85957,78712,179359,118601,133941,313831
208506,205375,493190,87928,71186,179359,120578,134188,313831
212454,191079,493190,89910,60307,179359,122544,130772,313831
216396,193868,493190,91887,65255,179359,124510,128612,313831
214685,188341,493190,91251,59984,179359,123434,128356,313831
213010,246485,493190,90604,96940,179359,122406,149545,313831
211325,251687,493190,89963,99884,179359,121362,151802,313831
236799,242888,493190,89332,93102,179359,147467,149786,313831
235352,250115,493190,89693,97581,179359,145660,152534,313831
233943,249083,493190,90079,97015,179359,143863,152068,313831
232501,240684,493190,90461,93656,179359,142040,147028,313831
231102,239613,493190,90832,93589,179359,140270,146025,313831
229830,223651,493190,91532,87176,179359,138299,136474,313831
228612,207648,493190,92226,80652,179359,136386,126996,313831
227345,183655,493190,92915,67978,179359,134430,115677,313831
226068,187705,493190,93620,72802,179359,132448,114903,313831
222666,207329,493190,92210,82692,179359,130456,124637,313831
219316,186689,493190,90800,69497,179359,128516,117192,313831
215919,198729,493190,89385,78709,179359,126534,120021,313831
212554,190968,493190,87981,73627,179359,124573,117341,313831
209020,220505,493190,86799,90397,179359,122220,130107,313831
205538,201152,493190,85617,85536,179359,119921,115616,313831
202056,197540,493190,84425,82162,179359,117631,115378,313831
198596,194490,493190,83254,85594,179359,115342,108895,313831
195066,167804,493190,82130,72697,179359,112936,95108,313831
191600,161896,493190,81017,70803,179359,110583,91092,313831
188124,177085,493190,79899,76648,179359,108225,100437,313831
184589,146072,493190,78776,64876,179359,105813,81196,313831
179375,133739,493190,76704,61659,179359,102671,72080,313831
174144,151420,493190,74632,72951,179359,99512,78469,313831
168887,143989,493190,72565,68354,179359,96322,75635,313831
163635,153607,493190,70477,71275,179359,93158,82332,313831
158299,157622,493190,68527,73855,179359,89772,83768,313831
152925,142303,493190,66555,61529,179359,86370,80774,313831
147546,135644,493190,64579,59382,179359,82968,76261,313831
142210,148564,493190,62613,70068,179359,79597,78496,313831
136656,155201,493190,60647,71315,179359,76010,83886,313831
131097,141069,493190,58680,61166,179359,72417,79903,313831
125533,131531,493190,56709,55823,179359,68824,75708,313831
119979,123503,493190,54748,51813,179359,65231,71690,313831
114218,130702,493190,52364,53191,179359,61855,77511,313831
108426,125482,493190,49968,53147,179359,58458,72336,313831
102618,118851,493190,47573,49758,179359,55045,69094,313831
96799,102954,493190,45178,43608,179359,51622,59345,313831
91245,103353,493190,42814,42468,179359,48431,60885,313831
85755,102733,493190,40472,40550,179359,45284,62183,313831
80175,91635,493190,38108,37159,179359,42067,54476,313831
74621,86424,493190,35750,33534,179359,38871,52890,313831
68474,73732,493190,33476,28242,179359,34997,45490,313831
62242,72837,493190,31187,28021,179359,31055,44816,313831
56063,70097,493190,28908,27673,179359,27154,42423,313831
49852,69083,493190,26624,27353,179359,23227,41731,313831
47398,68309,493190,25707,27477,179359,21691,40831,313831
44939,61632,493190,24775,24596,179359,20164,37036,313831
42480,58158,493190,23837,22930,179359,18643,35228,313831
40021,53939,493190,22915,20689,179359,17107,33250,313831
38325,52843,493190,22109,19707,179359,16216,33136,313831
36645,51769,493190,21298,18999,179359,15347,32770,313831
34944,53868,493190,20488,20250,179359,14457,33618,313831
33233,56315,493190,19687,21318,179359,13545,34997,313831
31410,53142,493190,18871,20203,179359,12538,32939,313831
29555,48776,493190,18060,18329,179359,11494,30447,313831
27721,50449,493190,17239,19964,179359,10482,30485,313831
25941,56677,493190,16433,24463,179359,9507,32213,313831
26932,62348,493190,17509,29668,179359,9422,32680,313831
27954,65405,493190,18580,32667,179359,9375,32738,313831
28998,69325,493190,19661,35483,179359,9338,33842,313831
30000,78202,493190,20737,41094,179359,9263,37109,313831
31007,77650,493190,21696,40960,179359,9311,36689,313831
32019,74287,493190,22660,39728,179359,9359,34559,313831
32989,86690,493190,23620,47671,179359,9369,39019,313831
34033,86817,493190,24584,47999,179359,9449,38817,313831
35347,89929,493190,25734,50576,179359,9613,39353,313831
36661,91618,493190,26889,51950,179359,9772,39668,313831
38018,86837,493190,28045,49928,179359,9974,36909,313831
39295,88080,493190,29189,50743,179359,10106,37337,313831
41229,84158,493190,30604,48274,179359,10625,35884,313831
43174,91139,493190,31998,52910,179359,11176,38229,313831
45103,84617,493190,33392,47877,179359,11712,36740,313831
47048,88844,493190,34812,51457,179359,12236,37386,313831
49067,96819,493190,36365,57092,179359,12703,39727,313831
51086,106712,493190,37912,62962,179359,13174,43750,313831
53079,125241,493190,39465,75462,179359,13614,49780,313831
55066,125196,493190,41012,75176,179359,14054,50020,313831
56502,135062,493190,41940,81302,179359,14563,53759,313831
57965,141449,493190,42872,85811,179359,15093,55638,313831
59391,161402,493190,43800,98165,179359,15591,63237,313831
60848,165341,493190,44727,100435,179359,16121,64906,313831
59910,169591,493190,43413,101279,179359,16497,68312,313831
58945,168805,493190,42104,98103,179359,16842,70702,313831
58045,161273,493190,40790,93584,179359,17255,67689,313831
57080,139305,493190,39486,76662,179359,17594,62643,313831
57032,170543,493190,39051,99768,179359,17981,70775,313831
57080,162918,493190,38649,93494,179359,18431,69424,313831
57032,153785,493190,38225,89506,179359,18808,64279,313831
57032,154522,493190,37801,84905,179359,19232,69617,313831
56683,139444,493190,36804,73709,179359,19878,65735,313831
56375,162301,493190,35808,86593,179359,20567,75708,313831
