year,month,day,hour,min,Vertical load [kW]
2012,10,3,7,0,4280525
2012,10,3,7,15,4204460
2012,10,3,7,30,4289754
2012,10,3,7,45,4295962
2012,10,3,8,0,4306004
2012,10,3,8,15,4307248
2012,10,3,8,30,4383898
2012,10,3,8,45,4408229
2012,10,3,9,0,4469519
2012,10,3,9,15,4498633
2012,10,3,9,30,4490298
2012,10,3,9,45,4537206
2012,10,3,10,0,4497997
2012,10,3,10,15,4502842
2012,10,3,10,30,4464160
2012,10,3,10,45,4447008
2012,10,3,11,0,4445147
2012,10,3,11,15,4425220
2012,10,3,11,30,4406696
2012,10,3,11,45,4349929
2012,10,3,12,0,4464426
2012,10,3,12,15,4417481
2012,10,3,12,30,4423928
2012,10,3,12,45,4473478
2012,10,3,13,0,4382819
2012,10,3,13,15,4387046
2012,10,3,13,30,4282349
2012,10,3,13,45,4233546
2012,10,3,14,0,4223752
2012,10,3,14,15,4134686
2012,10,3,14,30,4160107
2012,10,3,14,45,4121844
2012,10,3,15,0,4096840
2012,10,3,15,15,4081848
2012,10,3,15,30,4042594
2012,10,3,15,45,4077464
2012,10,3,16,0,4095088
2012,10,3,16,15,4160640
2012,10,3,16,30,4197398
2012,10,3,16,45,4246422
2012,10,3,17,0,4314569
2012,10,3,17,15,4443564
2012,10,3,17,30,4497396
2012,10,3,17,45,4600799
2012,10,3,18,0,4713314
2012,10,3,18,15,4770337
2012,10,3,18,30,4905324
2012,10,3,18,45,4971250
2012,10,3,19,0,5031338
2012,10,3,19,15,5130688
2012,10,3,19,30,5355749
2012,10,3,19,45,5549244
2012,10,3,20,0,5513374
2012,10,3,20,15,5488675
2012,10,3,20,30,5488060
2012,10,3,20,45,5314750
2012,10,3,21,0,5315256
2012,10,3,21,15,5245037
2012,10,3,21,30,5173426
2012,10,3,21,45,5143165
2012,10,3,22,0,4998395
2012,10,3,22,15,4946285
2012,10,3,22,30,5017933
2012,10,3,22,45,5065468
2012,10,3,23,0,5082095
2012,10,3,23,15,5076444
2012,10,3,23,30,5014741
2012,10,3,23,45,4855385
2012,10,4,0,0,4768568
2012,10,4,0,15,4749542
2012,10,4,0,30,4654518
2012,10,4,0,45,4602972
2012,10,4,1,0,4480952
2012,10,4,1,15,4473050
2012,10,4,1,30,4409323
2012,10,4,1,45,4388875
2012,10,4,2,0,4233152
2012,10,4,2,15,4284786
2012,10,4,2,30,4313584
2012,10,4,2,45,4256466
2012,10,4,3,0,4248666
2012,10,4,3,15,4170290
2012,10,4,3,30,4196518
2012,10,4,3,45,4124656
2012,10,4,4,0,4171859
2012,10,4,4,15,4216564
2012,10,4,4,30,4221146
2012,10,4,4,45,4249452
2012,10,4,5,0,4304974
2012,10,4,5,15,4398710
2012,10,4,5,30,4483286
2012,10,4,5,45,4584230
2012,10,4,6,0,4773425
2012,10,4,6,15,5033050
2012,10,4,6,30,5097323
2012,10,4,6,45,5290730
2012,10,4,7,0,5501798
2012,10,4,7,15,5665688
2012,10,4,7,30,5834699
2012,10,4,7,45,5896114
2012,10,4,8,0,5874310
2012,10,4,8,15,5821657
2012,10,4,8,30,5831137
2012,10,4,8,45,5851021
2012,10,4,9,0,5868593
2012,10,4,9,15,5910066
2012,10,4,9,30,5978867
2012,10,4,9,45,5935537
2012,10,4,10,0,5917357
2012,10,4,10,15,5922278
2012,10,4,10,30,5874463
2012,10,4,10,45,5884602
2012,10,4,11,0,5835642
2012,10,4,11,15,5880029
2012,10,4,11,30,5905590
2012,10,4,11,45,5842700
2012,10,4,12,0,5861527
2012,10,4,12,15,5763085
2012,10,4,12,30,5605313
2012,10,4,12,45,5631290
2012,10,4,13,0,5621339
2012,10,4,13,15,5615580
2012,10,4,13,30,5531694
2012,10,4,13,45,5512705
2012,10,4,14,0,5567759
2012,10,4,14,15,5555071
2012,10,4,14,30,5551806
2012,10,4,14,45,5507482
2012,10,4,15,0,5527369
2012,10,4,15,15,5551024
2012,10,4,15,30,5566240
2012,10,4,15,45,5577360
2012,10,4,16,0,5645370
2012,10,4,16,15,5669554
2012,10,4,16,30,5721970
2012,10,4,16,45,5804297
2012,10,4,17,0,5781336
2012,10,4,17,15,5793470
2012,10,4,17,30,5942585
2012,10,4,17,45,5947928
2012,10,4,18,0,6021112
2012,10,4,18,15,5992111
2012,10,4,18,30,6042270
2012,10,4,18,45,6021230
2012,10,4,19,0,6209869
2012,10,4,19,15,6266251
2012,10,4,19,30,6283406
2012,10,4,19,45,6191059
2012,10,4,20,0,6153608
2012,10,4,20,15,6184542
2012,10,4,20,30,6053933
2012,10,4,20,45,5953076
2012,10,4,21,0,5919776
2012,10,4,21,15,5769540
2012,10,4,21,30,5745343
2012,10,4,21,45,5674760
2012,10,4,22,0,5569258
2012,10,4,22,15,5667103
2012,10,4,22,30,5804342
2012,10,4,22,45,5720182
2012,10,4,23,0,5726820
2012,10,4,23,15,5761247
2012,10,4,23,30,5652440
2012,10,4,23,45,5524372
2012,10,5,0,0,5377394
2012,10,5,0,15,5271197
2012,10,5,0,30,5156404
2012,10,5,0,45,5130534
2012,10,5,1,0,4965986
2012,10,5,1,15,4983311
2012,10,5,1,30,4905617
2012,10,5,1,45,4770547
2012,10,5,2,0,4752739
2012,10,5,2,15,4746271
2012,10,5,2,30,4707472
2012,10,5,2,45,4639595
2012,10,5,3,0,4581287
2012,10,5,3,15,4526495
2012,10,5,3,30,4552456
2012,10,5,3,45,4570897
2012,10,5,4,0,4573937
2012,10,5,4,15,4576421
2012,10,5,4,30,4527437
2012,10,5,4,45,4612662
2012,10,5,5,0,4644755
2012,10,5,5,15,4745563
2012,10,5,5,30,4729159
2012,10,5,5,45,4843510
2012,10,5,6,0,5026678
2012,10,5,6,15,5118283
2012,10,5,6,30,5361634
2012,10,5,6,45,5578091
2012,10,5,7,0,5735358
2012,10,5,7,15,5845087
2012,10,5,7,30,5994671
2012,10,5,7,45,6123211
2012,10,5,8,0,6011855
2012,10,5,8,15,5961134
2012,10,5,8,30,5967634
2012,10,5,8,45,5982893
2012,10,5,9,0,5972814
2012,10,5,9,15,5950360
2012,10,5,9,30,5901546
2012,10,5,9,45,5865427
2012,10,5,10,0,5788466
2012,10,5,10,15,5746060
2012,10,5,10,30,5705263
2012,10,5,10,45,5704630
2012,10,5,11,0,5683253
2012,10,5,11,15,5634864
2012,10,5,11,30,5585888
2012,10,5,11,45,5620871
2012,10,5,12,0,5601202
2012,10,5,12,15,5493970
2012,10,5,12,30,5464320
2012,10,5,12,45,5445986
2012,10,5,13,0,5469488
2012,10,5,13,15,5472884
2012,10,5,13,30,5496370
2012,10,5,13,45,5486666
2012,10,5,14,0,5452486
2012,10,5,14,15,5481263
2012,10,5,14,30,5465888
2012,10,5,14,45,5597312
2012,10,5,15,0,5538973
2012,10,5,15,15,5590226
2012,10,5,15,30,5557831
2012,10,5,15,45,5562510
2012,10,5,16,0,5588716
2012,10,5,16,15,5516663
2012,10,5,16,30,5608582
2012,10,5,16,45,5683202
2012,10,5,17,0,5728886
2012,10,5,17,15,5806475
2012,10,5,17,30,5816166
2012,10,5,17,45,5820938
2012,10,5,18,0,5878003
2012,10,5,18,15,5895271
2012,10,5,18,30,6003179
2012,10,5,18,45,5981963
2012,10,5,19,0,5994002
2012,10,5,19,15,6120371
2012,10,5,19,30,6259362
2012,10,5,19,45,6300666
2012,10,5,20,0,6289776
2012,10,5,20,15,6226990
2012,10,5,20,30,6031762
2012,10,5,20,45,5968325
2012,10,5,21,0,5895703
2012,10,5,21,15,5799002
2012,10,5,21,30,5742428
2012,10,5,21,45,5604052
2012,10,5,22,0,5515606
2012,10,5,22,15,5664325
2012,10,5,22,30,5700907
2012,10,5,22,45,5790568
2012,10,5,23,0,5676292
2012,10,5,23,15,5707531
2012,10,5,23,30,5565439
2012,10,5,23,45,5454718
2012,10,6,0,0,5402137
2012,10,6,0,15,5305394
2012,10,6,0,30,5143936
2012,10,6,0,45,5021520
2012,10,6,1,0,4946938
2012,10,6,1,15,4968564
2012,10,6,1,30,4939244
2012,10,6,1,45,4830614
2012,10,6,2,0,4737185
2012,10,6,2,15,4731778
2012,10,6,2,30,4697761
2012,10,6,2,45,4642872
2012,10,6,3,0,4683594
2012,10,6,3,15,4602811
2012,10,6,3,30,4600468
2012,10,6,3,45,4583579
2012,10,6,4,0,4558268
2012,10,6,4,15,4590670
2012,10,6,4,30,4632840
2012,10,6,4,45,4687424
2012,10,6,5,0,4760783
2012,10,6,5,15,4857587
2012,10,6,5,30,4923622
2012,10,6,5,45,4939342
2012,10,6,6,0,5126117
2012,10,6,6,15,5340094
2012,10,6,6,30,5453606
2012,10,6,6,45,5708028
2012,10,6,7,0,5806476
2012,10,6,7,15,5841770
2012,10,6,7,30,6045672
2012,10,6,7,45,6150932
2012,10,6,8,0,6069768
2012,10,6,8,15,6006706
2012,10,6,8,30,6000914
2012,10,6,8,45,6015586
2012,10,6,9,0,5931401
2012,10,6,9,15,5970199
2012,10,6,9,30,6005743
2012,10,6,9,45,5929541
2012,10,6,10,0,5902564
2012,10,6,10,15,5773734
2012,10,6,10,30,5711383
2012,10,6,10,45,5627092
2012,10,6,11,0,5607839
2012,10,6,11,15,5564568
2012,10,6,11,30,5534436
2012,10,6,11,45,5532661
2012,10,6,12,0,5496109
2012,10,6,12,15,5413244
2012,10,6,12,30,5329616
2012,10,6,12,45,5360268
2012,10,6,13,0,5355773
2012,10,6,13,15,5289889
2012,10,6,13,30,5341266
2012,10,6,13,45,5339894
2012,10,6,14,0,5411148
2012,10,6,14,15,5374399
2012,10,6,14,30,5331952
2012,10,6,14,45,5301750
2012,10,6,15,0,5370952
2012,10,6,15,15,5376416
2012,10,6,15,30,5392514
2012,10,6,15,45,5453852
2012,10,6,16,0,5377048
2012,10,6,16,15,5443534
2012,10,6,16,30,5491638
2012,10,6,16,45,5452313
2012,10,6,17,0,5511674
2012,10,6,17,15,5517941
2012,10,6,17,30,5611832
2012,10,6,17,45,5707914
2012,10,6,18,0,5781886
2012,10,6,18,15,5818051
2012,10,6,18,30,5828551
2012,10,6,18,45,5916554
2012,10,6,19,0,5914352
2012,10,6,19,15,6043048
2012,10,6,19,30,6227700
2012,10,6,19,45,6222365
2012,10,6,20,0,6124375
2012,10,6,20,15,6099276
2012,10,6,20,30,6020704
2012,10,6,20,45,5931956
2012,10,6,21,0,5801303
2012,10,6,21,15,5732024
2012,10,6,21,30,5712608
2012,10,6,21,45,5529914
2012,10,6,22,0,5563621
2012,10,6,22,15,5603164
2012,10,6,22,30,5660480
2012,10,6,22,45,5689733
2012,10,6,23,0,5663728
2012,10,6,23,15,5658028
2012,10,6,23,30,5492075
2012,10,6,23,45,5374784
2012,10,7,0,0,5326309
2012,10,7,0,15,5260232
2012,10,7,0,30,5187368
2012,10,7,0,45,5056560
2012,10,7,1,0,4988029
2012,10,7,1,15,4897452
2012,10,7,1,30,4735211
2012,10,7,1,45,4748456
2012,10,7,2,0,4688725
2012,10,7,2,15,4606519
2012,10,7,2,30,4578857
2012,10,7,2,45,4547968
2012,10,7,3,0,4472234
2012,10,7,3,15,4495638
2012,10,7,3,30,4507406
2012,10,7,3,45,4471033
2012,10,7,4,0,4507312
2012,10,7,4,15,4586506
2012,10,7,4,30,4589938
2012,10,7,4,45,4543044
2012,10,7,5,0,4652257
2012,10,7,5,15,4719146
2012,10,7,5,30,4801157
2012,10,7,5,45,4838796
2012,10,7,6,0,5001808
2012,10,7,6,15,5157072
2012,10,7,6,30,5332296
2012,10,7,6,45,5466251
2012,10,7,7,0,5686744
2012,10,7,7,15,5796410
2012,10,7,7,30,5956508
2012,10,7,7,45,6091606
2012,10,7,8,0,6097469
2012,10,7,8,15,6003217
2012,10,7,8,30,5992088
2012,10,7,8,45,5996459
2012,10,7,9,0,5990153
2012,10,7,9,15,5966824
2012,10,7,9,30,5978376
2012,10,7,9,45,5893434
2012,10,7,10,0,5894728
2012,10,7,10,15,5900618
2012,10,7,10,30,5802042
2012,10,7,10,45,5804780
2012,10,7,11,0,5726296
2012,10,7,11,15,5769986
2012,10,7,11,30,5679494
2012,10,7,11,45,5663006
2012,10,7,12,0,5599958
2012,10,7,12,15,5470369
2012,10,7,12,30,5418748
2012,10,7,12,45,5385413
2012,10,7,13,0,5351759
2012,10,7,13,15,5306674
2012,10,7,13,30,5286110
2012,10,7,13,45,5319342
2012,10,7,14,0,5262768
2012,10,7,14,15,5294798
2012,10,7,14,30,5269796
2012,10,7,14,45,5344076
2012,10,7,15,0,5317964
2012,10,7,15,15,5314656
2012,10,7,15,30,5343289
2012,10,7,15,45,5437226
2012,10,7,16,0,5471293
2012,10,7,16,15,5524978
2012,10,7,16,30,5578662
2012,10,7,16,45,5663485
2012,10,7,17,0,5773920
2012,10,7,17,15,5781540
2012,10,7,17,30,5882766
2012,10,7,17,45,5927918
2012,10,7,18,0,5987459
2012,10,7,18,15,6000690
2012,10,7,18,30,5977350
2012,10,7,18,45,5957346
2012,10,7,19,0,5991322
2012,10,7,19,15,6136481
2012,10,7,19,30,6211957
2012,10,7,19,45,6226735
2012,10,7,20,0,6124924
2012,10,7,20,15,6092182
2012,10,7,20,30,6022007
2012,10,7,20,45,5929856
2012,10,7,21,0,5805455
2012,10,7,21,15,5704868
2012,10,7,21,30,5639062
2012,10,7,21,45,5572748
2012,10,7,22,0,5520260
2012,10,7,22,15,5632519
2012,10,7,22,30,5709890
2012,10,7,22,45,5710822
2012,10,7,23,0,5686602
2012,10,7,23,15,5725614
2012,10,7,23,30,5633934
2012,10,7,23,45,5397149
2012,10,8,0,0,5282143
2012,10,8,0,15,5227597
2012,10,8,0,30,5153246
2012,10,8,0,45,5011310
2012,10,8,1,0,4970183
2012,10,8,1,15,4931128
2012,10,8,1,30,4819351
2012,10,8,1,45,4720820
2012,10,8,2,0,4700575
2012,10,8,2,15,4580300
2012,10,8,2,30,4544486
2012,10,8,2,45,4513657
2012,10,8,3,0,4526314
2012,10,8,3,15,4454306
2012,10,8,3,30,4536941
2012,10,8,3,45,4565671
2012,10,8,4,0,4549481
2012,10,8,4,15,4508351
2012,10,8,4,30,4539691
2012,10,8,4,45,4535456
2012,10,8,5,0,4569534
2012,10,8,5,15,4574740
2012,10,8,5,30,4722683
2012,10,8,5,45,4803626
2012,10,8,6,0,4943282
2012,10,8,6,15,5071706
2012,10,8,6,30,5367649
2012,10,8,6,45,5427096
2012,10,8,7,0,5622516
2012,10,8,7,15,5855184
2012,10,8,7,30,5955126
2012,10,8,7,45,6110573
2012,10,8,8,0,6146166
2012,10,8,8,15,6042652
2012,10,8,8,30,6004699
2012,10,8,8,45,6057750
2012,10,8,9,0,6051815
2012,10,8,9,15,6084462
2012,10,8,9,30,6005988
2012,10,8,9,45,6028432
2012,10,8,10,0,5955060
2012,10,8,10,15,5923649
2012,10,8,10,30,5950650
2012,10,8,10,45,5961042
2012,10,8,11,0,5858861
2012,10,8,11,15,5923333
2012,10,8,11,30,5853509
2012,10,8,11,45,5886797
2012,10,8,12,0,5867114
2012,10,8,12,15,5797608
2012,10,8,12,30,5618206
2012,10,8,12,45,5627491
2012,10,8,13,0,5641416
2012,10,8,13,15,5592690
2012,10,8,13,30,5530216
2012,10,8,13,45,5411401
2012,10,8,14,0,5488238
2012,10,8,14,15,5513177
2012,10,8,14,30,5482356
2012,10,8,14,45,5376102
2012,10,8,15,0,5395760
2012,10,8,15,15,5358346
2012,10,8,15,30,5302666
2012,10,8,15,45,5291819
2012,10,8,16,0,5300816
2012,10,8,16,15,5224811
2012,10,8,16,30,5259950
2012,10,8,16,45,5215636
2012,10,8,17,0,5237738
2012,10,8,17,15,5272366
2012,10,8,17,30,5334464
2012,10,8,17,45,5443896
2012,10,8,18,0,5515002
2012,10,8,18,15,5515651
2012,10,8,18,30,5543374
2012,10,8,18,45,5611098
2012,10,8,19,0,5612062
2012,10,8,19,15,5762618
2012,10,8,19,30,5911062
2012,10,8,19,45,5929472
2012,10,8,20,0,5844119
2012,10,8,20,15,5822093
2012,10,8,20,30,5685608
2012,10,8,20,45,5633102
2012,10,8,21,0,5517730
2012,10,8,21,15,5401626
2012,10,8,21,30,5447227
2012,10,8,21,45,5360918
2012,10,8,22,0,5281243
2012,10,8,22,15,5386085
2012,10,8,22,30,5497428
2012,10,8,22,45,5508692
2012,10,8,23,0,5474161
2012,10,8,23,15,5520125
2012,10,8,23,30,5359580
2012,10,8,23,45,5280068
2012,10,9,0,0,5168539
2012,10,9,0,15,5071949
2012,10,9,0,30,4882589
2012,10,9,0,45,4837930
2012,10,9,1,0,4757783
2012,10,9,1,15,4707384
2012,10,9,1,30,4637435
2012,10,9,1,45,4572830
2012,10,9,2,0,4546931
2012,10,9,2,15,4388366
2012,10,9,2,30,4299659
2012,10,9,2,45,4295944
2012,10,9,3,0,4229531
2012,10,9,3,15,4254295
2012,10,9,3,30,4242652
2012,10,9,3,45,4274302
2012,10,9,4,0,4262875
2012,10,9,4,15,4214300
2012,10,9,4,30,4284205
2012,10,9,4,45,4259478
2012,10,9,5,0,4276206
2012,10,9,5,15,4228439
2012,10,9,5,30,4287060
2012,10,9,5,45,4301580
2012,10,9,6,0,4327489
2012,10,9,6,15,4327007
2012,10,9,6,30,4387435
2012,10,9,6,45,4439136
2012,10,9,7,0,4503146
2012,10,9,7,15,4479959
2012,10,9,7,30,4556256
2012,10,9,7,45,4669388
2012,10,9,8,0,4724314
2012,10,9,8,15,4705319
2012,10,9,8,30,4764480
2012,10,9,8,45,4858358
2012,10,9,9,0,4931465
2012,10,9,9,15,5057770
2012,10,9,9,30,5048675
2012,10,9,9,45,5119290
2012,10,9,10,0,5129450
2012,10,9,10,15,5156744
2012,10,9,10,30,5194016
2012,10,9,10,45,5233877
2012,10,9,11,0,5296405
2012,10,9,11,15,5345570
2012,10,9,11,30,5361271
2012,10,9,11,45,5403358
2012,10,9,12,0,5401651
2012,10,9,12,15,5365004
2012,10,9,12,30,5276500
2012,10,9,12,45,5277973
2012,10,9,13,0,5205499
2012,10,9,13,15,5214524
2012,10,9,13,30,5177510
2012,10,9,13,45,5194316
2012,10,9,14,0,5157361
2012,10,9,14,15,5131172
2012,10,9,14,30,5123058
2012,10,9,14,45,5154686
2012,10,9,15,0,5112734
2012,10,9,15,15,5160510
2012,10,9,15,30,5173705
2012,10,9,15,45,5176163
2012,10,9,16,0,5097288
2012,10,9,16,15,5104144
2012,10,9,16,30,5031006
2012,10,9,16,45,5057453
2012,10,9,17,0,5069100
2012,10,9,17,15,5130168
2012,10,9,17,30,5159987
2012,10,9,17,45,5188127
2012,10,9,18,0,5267834
2012,10,9,18,15,5280444
2012,10,9,18,30,5226402
2012,10,9,18,45,5180843
2012,10,9,19,0,5317114
2012,10,9,19,15,5497370
2012,10,9,19,30,5581795
2012,10,9,19,45,5548639
2012,10,9,20,0,5513501
2012,10,9,20,15,5474609
2012,10,9,20,30,5349893
2012,10,9,20,45,5266153
2012,10,9,21,0,5170507
2012,10,9,21,15,5156408
2012,10,9,21,30,5084161
2012,10,9,21,45,5046512
2012,10,9,22,0,4922966
2012,10,9,22,15,4984242
2012,10,9,22,30,4994534
2012,10,9,22,45,5038501
2012,10,9,23,0,4988784
2012,10,9,23,15,5023268
2012,10,9,23,30,5054795
2012,10,9,23,45,4937718
2012,10,10,0,0,4803242
2012,10,10,0,15,4795049
2012,10,10,0,30,4759902
2012,10,10,0,45,4651616
2012,10,10,1,0,4582948
2012,10,10,1,15,4574294
2012,10,10,1,30,4452415
2012,10,10,1,45,4422353
2012,10,10,2,0,4308896
2012,10,10,2,15,4200380
2012,10,10,2,30,4222673
2012,10,10,2,45,4126744
2012,10,10,3,0,4131133
2012,10,10,3,15,4134323
2012,10,10,3,30,4089994
2012,10,10,3,45,4068930
2012,10,10,4,0,4073119
2012,10,10,4,15,4060993
2012,10,10,4,30,4092412
2012,10,10,4,45,4080635
2012,10,10,5,0,4105321
2012,10,10,5,15,4131785
2012,10,10,5,30,4138990
2012,10,10,5,45,4139818
2012,10,10,6,0,4133797
2012,10,10,6,15,4206053
2012,10,10,6,30,4263571
2012,10,10,6,45,4225244
2012,10,10,7,0,4266018
2012,10,10,7,15,4325990
2012,10,10,7,30,4307293
2012,10,10,7,45,4413398
2012,10,10,8,0,4418648
2012,10,10,8,15,4430294
2012,10,10,8,30,4381644
2012,10,10,8,45,4495820
2012,10,10,9,0,4509695
2012,10,10,9,15,4551744
2012,10,10,9,30,4561292
2012,10,10,9,45,4554823
2012,10,10,10,0,4641300
2012,10,10,10,15,4585355
2012,10,10,10,30,4539674
2012,10,10,10,45,4529425
2012,10,10,11,0,4578234
2012,10,10,11,15,4541860
2012,10,10,11,30,4560650
2012,10,10,11,45,4628502
2012,10,10,12,0,4628927
2012,10,10,12,15,4648212
2012,10,10,12,30,4670308
2012,10,10,12,45,4633062
2012,10,10,13,0,4659252
2012,10,10,13,15,4640438
2012,10,10,13,30,4664980
2012,10,10,13,45,4607479
2012,10,10,14,0,4578122
2012,10,10,14,15,4616659
2012,10,10,14,30,4586742
2012,10,10,14,45,4580149
2012,10,10,15,0,4505185
2012,10,10,15,15,4553814
2012,10,10,15,30,4538340
2012,10,10,15,45,4588895
2012,10,10,16,0,4596406
2012,10,10,16,15,4602714
