,IT_P2HT_OTH,IT_STUR_BIO_CHP,IT_COMC_GAS_CHP,IT_ICEN_GAS_CHP
2016-01-03 12:00:00,57731.177744947185,17339.56491704131,1460.6642080623822,1178.0190644781053
2016-01-03 13:00:00,58232.65884321446,17490.184814256823,1473.3522480413158,1188.2519112224447
2016-01-03 14:00:00,59638.761857641024,17912.50799301496,1508.9282474622055,1216.943793534851
2016-01-03 15:00:00,62114.11167747387,18655.979555001843,1571.5574025478206,1267.4539232934762
2016-01-03 16:00:00,63977.68715640862,19215.70463349504,1618.7079736504677,1305.4806452144783
2016-01-03 17:00:00,64941.530567379545,19505.19509683234,1643.0943040108457,1325.148110138052
2016-01-03 18:00:00,64518.28704023954,19378.07386180429,1632.3857632268914,1316.5117205239235
2016-01-03 19:00:00,61820.72078574654,18567.85957179883,1564.1342805666457,1261.4672090551844
2016-01-03 20:00:00,56084.92885247714,16845.11390017997,1419.0122458346793,1144.4269456965787
2016-01-03 21:00:00,44757.32384947118,13442.866622773361,1132.4110047503968,913.28434355927
2016-01-03 22:00:00,36557.04842569215,10979.913092249211,924.9347453765623,745.9556805990129
2016-01-03 23:00:00,38325.5435230486,11511.08076877847,969.6796750964212,782.0422636464943
2016-01-04 00:00:00,39628.95972537059,11902.561953415548,1002.6575818238995,808.6387959754983
2016-01-04 01:00:00,40629.7486560405,12203.149007230264,1027.9786756930177,829.0601434327826
2016-01-04 02:00:00,43785.33069150784,13150.928382124868,1107.8184765572084,893.4505810179661
2016-01-04 03:00:00,50289.91542439611,15104.581046766432,1272.3918401842907,1026.1782529824663
2016-01-04 04:00:00,66183.55200902525,19878.236359058417,1674.5188537311521,1350.4918670801542
2016-01-04 05:00:00,78432.62173864151,23557.245657784115,1984.4341964451983,1600.4371865288388
2016-01-04 06:00:00,75691.04685038941,22733.813370298198,1915.069245487776,1544.4946679243558
2016-01-04 07:00:00,75170.00635934032,22577.31880753582,1901.8863307100976,1533.8627068974636
2016-01-04 08:00:00,71597.15727786077,21504.213234308045,1811.4892008060137,1460.9578312844874
2016-01-04 09:00:00,68306.28944231913,20515.800756047607,1728.2265159171702,1393.8068532449804
2016-01-04 10:00:00,65244.70115549778,19596.252412808783,1650.764863391393,1331.3343815176202
2016-01-04 11:00:00,63651.153960245414,19117.63035589317,1610.4463138158637,1298.8176539974163
2016-01-04 12:00:00,63607.14532648631,19104.412358412716,1609.3328455186875,1297.9196468616724
2016-01-04 13:00:00,64400.387367082454,19342.662683369006,1629.4027679122344,1314.105948320758
2016-01-04 14:00:00,65976.54843541763,19816.062815354067,1669.2814287777676,1346.2679075898036
2016-01-04 15:00:00,68541.00215570102,20586.296742610015,1734.16501350211,1398.596224635614
2016-01-04 16:00:00,70139.43919914882,21066.387465912343,1774.6072817773252,1431.212730726456
2016-01-04 17:00:00,70480.6419398984,21168.867742674363,1783.2400977109876,1438.1750576554323
2016-01-04 18:00:00,69884.62377651897,20989.85362864899,1768.160162871453,1426.013158545421
2016-01-04 19:00:00,67282.68122007043,20208.35992576155,1702.3280681161827,1372.9198724580513
2016-01-04 20:00:00,60815.04200688117,18265.8038515974,1538.6894679978413,1240.946083027262
2016-01-04 21:00:00,48703.97465967,14628.243582007932,1232.2657419193845,993.816736572144
2016-01-04 22:00:00,40308.64862453892,12106.706581169194,1019.8544810802878,822.5080172942079
2016-01-04 23:00:00,39141.061538757356,11756.021685052025,990.3132048996496,798.6831119273759
