,HE Piva,HE Perucica,HE Pljevlja,HDAM,HROR
2010-02-28 13:00:00+00:00,0.461234614,1,1,0.813673237,0.500643928
2010-02-28 14:00:00+00:00,0.460913926,1,1,0.813575705,0.499874138
2010-02-28 15:00:00+00:00,0.460628033,1,1,0.813491011,0.499104349
2010-02-28 16:00:00+00:00,0.460131566,1,1,0.813328469,0.49833456
2010-02-28 17:00:00+00:00,0.460651404,1,1,0.813541518,0.497564771
2010-02-28 18:00:00+00:00,0.46015383,1,1,0.813378522,0.496794982
2010-02-28 19:00:00+00:00,0.459833222,1,1,0.813280909,0.496025193
2010-02-28 20:00:00+00:00,0.45933454,1,1,0.81311746,0.495255404
2010-02-28 21:00:00+00:00,0.45940774,1,1,0.813165348,0.494485615
2010-02-28 22:00:00+00:00,0.45890795,1,1,0.813001445,0.493715826
2010-02-28 23:00:00+00:00,0.458546733,1,1,0.812888733,0.492946036
2010-03-01 00:00:00+00:00,0.458588311,1,1,0.812924867,0.492176247
2010-03-01 01:00:00+00:00,0.458221122,1,1,0.812809944,0.494656781
2010-03-01 02:00:00+00:00,0.458567705,1,1,0.812958839,0.497137314
2010-03-01 03:00:00+00:00,0.458970785,1,1,0.813128632,0.499617847
2010-03-01 04:00:00+00:00,0.459397941,1,1,0.81330734,0.502098381
2010-03-01 05:00:00+00:00,0.459790224,1,1,0.813473177,0.504578914
2010-03-01 06:00:00+00:00,0.460056265,1,1,0.813592374,0.507059448
2010-03-01 07:00:00+00:00,0.459558403,1,1,0.813429261,0.509539981
2010-03-01 08:00:00+00:00,0.459060974,1,1,0.813266325,0.512020514
2010-03-01 09:00:00+00:00,0.458563979,1,1,0.813103567,0.514501048
2010-03-01 10:00:00+00:00,0.458067417,1,1,0.812940987,0.516981581
2010-03-01 11:00:00+00:00,0.457571289,1,1,0.812778584,0.519462114
2010-03-01 12:00:00+00:00,0.457075595,1,1,0.812616359,0.521942648
2010-03-01 13:00:00+00:00,0.456580334,1,1,0.812454312,0.524423181
2010-03-01 14:00:00+00:00,0.456085507,1,1,0.812292442,0.526903715
2010-03-01 15:00:00+00:00,0.455591113,1,1,0.81213075,0.529384248
2010-03-01 16:00:00+00:00,0.455097153,1,1,0.811969236,0.531864781
2010-03-01 17:00:00+00:00,0.454603626,1,1,0.8118079,0.534345315
2010-03-01 18:00:00+00:00,0.454439407,1,1,0.811768288,0.536825848
2010-03-01 19:00:00+00:00,0.454290421,1,1,0.811734324,0.539306381
2010-03-01 20:00:00+00:00,0.454127195,1,1,0.811695115,0.541786915
2010-03-01 21:00:00+00:00,0.453635403,1,1,0.811534489,0.544267448
2010-03-01 22:00:00+00:00,0.453144044,1,1,0.811374041,0.546747982
2010-03-01 23:00:00+00:00,0.452653119,1,1,0.811213771,0.549228515
2010-03-02 00:00:00+00:00,0.452821989,1,1,0.811297369,0.551709048
2010-03-02 01:00:00+00:00,0.453062348,1,1,0.811407419,0.551174349
2010-03-02 02:00:00+00:00,0.453441984,1,1,0.811568975,0.55063965
2010-03-02 03:00:00+00:00,0.453878372,1,1,0.811751537,0.55010495
2010-03-02 04:00:00+00:00,0.454330247,1,1,0.811939852,0.549570251
2010-03-02 05:00:00+00:00,0.454756344,1,1,0.812118672,0.549035551
2010-03-02 06:00:00+00:00,0.455053505,1,1,0.812249869,0.548500852
2010-03-02 07:00:00+00:00,0.455212887,1,1,0.812330176,0.547966153
2010-03-02 08:00:00+00:00,0.454728503,1,1,0.812172586,0.547431453
2010-03-02 09:00:00+00:00,0.454244881,1,1,0.812015309,0.546896754
2010-03-02 10:00:00+00:00,0.453762023,1,1,0.811858345,0.546362055
2010-03-02 11:00:00+00:00,0.453779981,1,1,0.811886506,0.545827355
2010-03-02 12:00:00+00:00,0.45329865,1,1,0.811730168,0.545292656
2010-03-02 13:00:00+00:00,0.452818083,1,1,0.811574143,0.544757956
2010-03-02 14:00:00+00:00,0.452897238,1,1,0.811625014,0.544223257
2010-03-02 15:00:00+00:00,0.452418197,1,1,0.811469614,0.543688558
2010-03-02 16:00:00+00:00,0.45193992,1,1,0.811314527,0.543153858
2010-03-02 17:00:00+00:00,0.451906376,1,1,0.811323839,0.542619159
2010-03-02 18:00:00+00:00,0.451776317,1,1,0.81129751,0.54208446
2010-03-02 19:00:00+00:00,0.452317188,1,1,0.811519179,0.54154976
2010-03-02 20:00:00+00:00,0.451841964,1,1,0.811365343,0.541015061
2010-03-02 21:00:00+00:00,0.451367503,1,1,0.811211821,0.540480361
2010-03-02 22:00:00+00:00,0.451340656,1,1,0.81122376,0.539945662
2010-03-02 23:00:00+00:00,0.451394138,1,1,0.81126542,0.539410963
2010-03-03 00:00:00+00:00,0.451560373,1,1,0.811348781,0.538876263
2010-03-03 01:00:00+00:00,0.451222671,1,1,0.811246012,0.543025182
2010-03-03 02:00:00+00:00,0.451773188,1,1,0.811471634,0.547174102
2010-03-03 03:00:00+00:00,0.452326619,1,1,0.81169845,0.551323021
2010-03-03 04:00:00+00:00,0.452796726,1,1,0.811894588,0.55547194
2010-03-03 05:00:00+00:00,0.452618473,1,1,0.811851219,0.559620859
2010-03-03 06:00:00+00:00,0.452325344,1,1,0.811765509,0.563769778
2010-03-03 07:00:00+00:00,0.452462609,1,1,0.811838985,0.567918698
2010-03-03 08:00:00+00:00,0.453030612,1,1,0.812071774,0.572067617
2010-03-03 09:00:00+00:00,0.453132653,1,1,0.812132466,0.576216536
2010-03-03 10:00:00+00:00,0.453706485,1,1,0.812367643,0.580365455
2010-03-03 11:00:00+00:00,0.453266372,1,1,0.812228197,0.584514374
2010-03-03 12:00:00+00:00,0.453846032,1,1,0.812465763,0.588663294
2010-03-03 13:00:00+00:00,0.453968994,1,1,0.812534657,0.592812213
2010-03-03 14:00:00+00:00,0.454333715,1,1,0.812693018,0.596961132
2010-03-03 15:00:00+00:00,0.454922119,1,1,0.812934168,0.601110051
2010-03-03 16:00:00+00:00,0.454496578,1,1,0.812800694,0.60525897
2010-03-03 17:00:00+00:00,0.454073951,1,1,0.812668415,0.609407889
2010-03-03 18:00:00+00:00,0.453654239,1,1,0.81253733,0.613556809
2010-03-03 19:00:00+00:00,0.4542543,1,1,0.812783257,0.617705728
2010-03-03 20:00:00+00:00,0.454177342,1,1,0.812779084,0.621854647
2010-03-03 21:00:00+00:00,0.453766372,1,1,0.812651582,0.626003566
2010-03-03 22:00:00+00:00,0.453358318,1,1,0.812525275,0.630152485
2010-03-03 23:00:00+00:00,0.453970036,1,1,0.81277598,0.634301405
2010-03-04 00:00:00+00:00,0.454584669,1,1,0.813027878,0.638450324
2010-03-04 01:00:00+00:00,0.45469671,1,1,0.813094149,0.637656384
2010-03-04 02:00:00+00:00,0.455130097,1,1,0.813279306,0.636862445
2010-03-04 03:00:00+00:00,0.45500355,1,1,0.813257643,0.636068505
2010-03-04 04:00:00+00:00,0.455630358,1,1,0.813514531,0.635274566
2010-03-04 05:00:00+00:00,0.456260209,1,1,0.813772667,0.634480626
2010-03-04 06:00:00+00:00,0.456664426,1,1,0.813947534,0.633686686
2010-03-04 07:00:00+00:00,0.456283507,1,1,0.813832348,0.632892747
2010-03-04 08:00:00+00:00,0.455905631,1,1,0.81371841,0.632098807
2010-03-04 09:00:00+00:00,0.456030072,1,1,0.813790243,0.631304868
2010-03-04 10:00:00+00:00,0.456675142,1,1,0.814054616,0.630510928
2010-03-04 11:00:00+00:00,0.456935317,1,1,0.81417686,0.629716989
2010-03-04 12:00:00+00:00,0.456998091,1,1,0.814226269,0.628923049
2010-03-04 13:00:00+00:00,0.456635434,1,1,0.814118568,0.628129109
2010-03-04 14:00:00+00:00,0.456716045,1,1,0.814174814,0.62733517
2010-03-04 15:00:00+00:00,0.456359475,1,1,0.814069608,0.62654123
2010-03-04 16:00:00+00:00,0.45600595,1,1,0.813965649,0.625747291
2010-03-04 17:00:00+00:00,0.455655468,1,1,0.813862937,0.624953351
2010-03-04 18:00:00+00:00,0.45530803,1,1,0.813761473,0.624159412
2010-03-04 19:00:00+00:00,0.455980495,1,1,0.814037074,0.623365472
2010-03-04 20:00:00+00:00,0.456656003,1,1,0.814313921,0.622571532
2010-03-04 21:00:00+00:00,0.456317697,1,1,0.8142162,0.621777593
2010-03-04 22:00:00+00:00,0.456664185,1,1,0.814371691,0.620983653
2010-03-04 23:00:00+00:00,0.456331966,1,1,0.814276464,0.620189714
2010-03-05 00:00:00+00:00,0.456002791,1,1,0.814182485,0.619395774
2010-03-05 01:00:00+00:00,0.455804929,1,1,0.814137072,0.616016559
2010-03-05 02:00:00+00:00,0.456494323,1,1,0.81441961,0.612637343
2010-03-05 03:00:00+00:00,0.457184572,1,1,0.814702499,0.609258128
2010-03-05 04:00:00+00:00,0.457875677,1,1,0.814985739,0.605878912
2010-03-05 05:00:00+00:00,0.457787001,1,1,0.814980817,0.602499697
2010-03-05 06:00:00+00:00,0.458188365,1,1,0.815157041,0.599120482
2010-03-05 07:00:00+00:00,0.457865176,1,1,0.815065515,0.595741266
2010-03-05 08:00:00+00:00,0.458559702,1,1,0.815350157,0.592362051
2010-03-05 09:00:00+00:00,0.458238224,1,1,0.815259332,0.588982835
2010-03-05 10:00:00+00:00,0.457917601,1,1,0.815168858,0.58560362
2010-03-05 11:00:00+00:00,0.457597834,1,1,0.815078735,0.582224404
2010-03-05 12:00:00+00:00,0.457278922,1,1,0.814988961,0.578845189
2010-03-05 13:00:00+00:00,0.456960865,1,1,0.814899539,0.575465974
2010-03-05 14:00:00+00:00,0.456643663,1,1,0.814810467,0.572086758
2010-03-05 15:00:00+00:00,0.457320168,1,1,0.815088689,0.568707543
2010-03-05 16:00:00+00:00,0.457004677,1,1,0.815000318,0.565328327
2010-03-05 17:00:00+00:00,0.456690041,1,1,0.814912297,0.561949112
2010-03-05 18:00:00+00:00,0.45739312,1,1,0.815200444,0.558569897
2010-03-05 19:00:00+00:00,0.458097053,1,1,0.815488942,0.555190681
2010-03-05 20:00:00+00:00,0.457784983,1,1,0.815401973,0.551811466
2010-03-05 21:00:00+00:00,0.457473768,1,1,0.815315354,0.54843225
2010-03-05 22:00:00+00:00,0.457163409,1,1,0.815229086,0.545053035
2010-03-05 23:00:00+00:00,0.456853905,1,1,0.815143169,0.541673819
2010-03-06 00:00:00+00:00,0.456545255,1,1,0.815057602,0.538294604
2010-03-06 01:00:00+00:00,0.456897328,1,1,0.815216181,0.534756812
2010-03-06 02:00:00+00:00,0.456717617,1,1,0.815178175,0.53121902
2010-03-06 03:00:00+00:00,0.456944411,1,1,0.81529036,0.527681228
2010-03-06 04:00:00+00:00,0.457647987,1,1,0.815578712,0.524143437
2010-03-06 05:00:00+00:00,0.457333547,1,1,0.815490771,0.520605645
2010-03-06 06:00:00+00:00,0.457017947,1,1,0.815402355,0.517067853
2010-03-06 07:00:00+00:00,0.45670119,1,1,0.815313465,0.513530061
2010-03-06 08:00:00+00:00,0.457400133,1,1,0.815599917,0.509992269
2010-03-06 09:00:00+00:00,0.457476953,1,1,0.815656395,0.506454477
2010-03-06 10:00:00+00:00,0.45715672,1,1,0.81556608,0.502916685
2010-03-06 11:00:00+00:00,0.456835329,1,1,0.815475291,0.499378894
2010-03-06 12:00:00+00:00,0.45651278,1,1,0.815384028,0.495841102
2010-03-06 13:00:00+00:00,0.456189072,1,1,0.815292289,0.49230331
2010-03-06 14:00:00+00:00,0.456881065,1,1,0.815575893,0.488765518
2010-03-06 15:00:00+00:00,0.456555041,1,1,0.815483205,0.485227726
2010-03-06 16:00:00+00:00,0.456227858,1,1,0.815390042,0.481689934
2010-03-06 17:00:00+00:00,0.456916376,1,1,0.815672221,0.478152142
2010-03-06 18:00:00+00:00,0.456586876,1,1,0.815578109,0.47461435
2010-03-06 19:00:00+00:00,0.456670206,1,1,0.815636526,0.471076559
2010-03-06 20:00:00+00:00,0.45633839,1,1,0.815541465,0.467538767
2010-03-06 21:00:00+00:00,0.457022275,1,1,0.815821745,0.464000975
2010-03-06 22:00:00+00:00,0.456688142,1,1,0.815725734,0.460463183
2010-03-06 23:00:00+00:00,0.456989177,1,1,0.815864425,0.456925391
2010-03-07 00:00:00+00:00,0.457400965,1,1,0.816044003,0.453387599
2010-03-07 01:00:00+00:00,0.458079202,1,1,0.816321969,0.450511057
2010-03-07 02:00:00+00:00,0.457823329,1,1,0.816254613,0.447634514
2010-03-07 03:00:00+00:00,0.458497219,1,1,0.816530798,0.444757972
2010-03-07 04:00:00+00:00,0.458599386,1,1,0.816595594,0.441881429
2010-03-07 05:00:00+00:00,0.45926893,1,1,0.816869997,0.439004887
2010-03-07 06:00:00+00:00,0.459661346,1,1,0.81704189,0.436128344
2010-03-07 07:00:00+00:00,0.459309684,1,1,0.816938695,0.433251802
2010-03-07 08:00:00+00:00,0.458955849,1,1,0.816834609,0.430375259
2010-03-07 09:00:00+00:00,0.45859984,1,1,0.816729632,0.427498717
2010-03-07 10:00:00+00:00,0.459258517,1,1,0.816999582,0.424622174
2010-03-07 11:00:00+00:00,0.458898162,1,1,0.816892824,0.421745632
2010-03-07 12:00:00+00:00,0.459552493,1,1,0.817160992,0.418869089
2010-03-07 13:00:00+00:00,0.459187791,1,1,0.817052453,0.415992547
2010-03-07 14:00:00+00:00,0.458820916,1,1,0.816943023,0.413116004
2010-03-07 15:00:00+00:00,0.458451868,1,1,0.816832702,0.410239462
2010-03-07 16:00:00+00:00,0.458080647,1,1,0.816721491,0.407362919
2010-03-07 17:00:00+00:00,0.457707252,1,1,0.816609389,0.404486377
2010-03-07 18:00:00+00:00,0.458348543,1,1,0.816872213,0.401609834
2010-03-07 19:00:00+00:00,0.457970802,0.999992908,1,0.816755747,0.398733292
2010-03-07 20:00:00+00:00,0.457590888,0.99997506,1,0.816634714,0.395856749
2010-03-07 21:00:00+00:00,0.457208801,0.999946454,1,0.816509116,0.392980207
2010-03-07 22:00:00+00:00,0.457225243,1,1,0.81655943,0.390103664
2010-03-07 23:00:00+00:00,0.456838809,0.99994988,1,0.816424699,0.387227122
2010-03-08 00:00:00+00:00,0.457226164,1,1,0.816610432,0.384350579
2010-03-08 01:00:00+00:00,0.456835148,0.999934197,1,0.816468465,0.382008342
2010-03-08 02:00:00+00:00,0.457458583,1,1,0.816746615,0.379666104
2010-03-08 03:00:00+00:00,0.457062751,0.999918514,1,0.816597315,0.377323867
2010-03-08 04:00:00+00:00,0.45666451,0.999829187,1,0.81644435,0.374981629
2010-03-08 05:00:00+00:00,0.456263861,0.999732018,1,0.816287718,0.372639392
2010-03-08 06:00:00+00:00,0.456144189,1,1,0.816360236,0.370297154
2010-03-08 07:00:00+00:00,0.455738723,0.999887148,1,0.816196272,0.367954917
2010-03-08 08:00:00+00:00,0.455330848,0.999766455,1,0.816028642,0.365612679
2010-03-08 09:00:00+00:00,0.455787362,0.99963792,1,0.816177702,0.363270442
2010-03-08 10:00:00+00:00,0.455374671,0.999501543,1,0.816002738,0.360928204
2010-03-08 11:00:00+00:00,0.455552139,1,1,0.816263496,0.358585967
2010-03-08 12:00:00+00:00,0.455992407,0.999847941,1,0.816398223,0.356243729
2010-03-08 13:00:00+00:00,0.456589349,1,1,0.816694985,0.353901492
2010-03-08 14:00:00+00:00,0.456167024,0.999832258,1,0.816505357,0.351559254
2010-03-08 15:00:00+00:00,0.45574229,0.999656674,1,0.816312063,0.349217017
2010-03-08 16:00:00+00:00,0.456172687,0.999473248,1,0.816432037,0.346874779
2010-03-08 17:00:00+00:00,0.455743136,0.999281981,1,0.816231411,0.344532542
2010-03-08 18:00:00+00:00,0.455311177,0.999082873,1,0.816027118,0.342190304
2010-03-08 19:00:00+00:00,0.455557325,0.998875923,1,0.816070668,0.339848067
2010-03-08 20:00:00+00:00,0.455120549,0.998661132,1,0.815859043,0.337505829
2010-03-08 21:00:00+00:00,0.455444289,0.998438499,1,0.815925717,0.335163592
2010-03-08 22:00:00+00:00,0.455002696,0.998208025,1,0.81570676,0.332821354
2010-03-08 23:00:00+00:00,0.454558695,0.997969709,1,0.815484136,0.330479117
2010-03-09 00:00:00+00:00,0.454112285,0.997764345,1,0.815271783,0.328136879
2010-03-09 01:00:00+00:00,0.453664818,0.997591934,1,0.815070257,0.331421471
2010-03-09 02:00:00+00:00,0.453216294,0.997452476,1,0.814879555,0.334706063
2010-03-09 03:00:00+00:00,0.453167176,0.998740837,1,0.815324425,0.337990654
2010-03-09 04:00:00+00:00,0.453733397,1,1,0.81598878,0.341275246
2010-03-09 05:00:00+00:00,0.453635892,0.999959399,1,0.815961459,0.344559837
2010-03-09 06:00:00+00:00,0.454000061,1,1,0.816132788,0.347844429
2010-03-09 07:00:00+00:00,0.454560111,1,1,0.816362437,0.351129021
2010-03-09 08:00:00+00:00,0.454105243,1,1,0.816216945,0.354413612
2010-03-09 09:00:00+00:00,0.454283128,1,1,0.816305266,0.357698204
2010-03-09 10:00:00+00:00,0.453826146,1,1,0.816158907,0.360982795
2010-03-09 11:00:00+00:00,0.453368107,1,1,0.816012114,0.364267387
2010-03-09 12:00:00+00:00,0.45364623,1,1,0.816137355,0.367551979
2010-03-09 13:00:00+00:00,0.454202935,1,1,0.816365513,0.37083657
2010-03-09 14:00:00+00:00,0.453741724,1,1,0.81621742,0.374121162
2010-03-09 15:00:00+00:00,0.453702682,1,1,0.816225313,0.377405753
2010-03-09 16:00:00+00:00,0.453239357,1,1,0.816076354,0.380690345
2010-03-09 17:00:00+00:00,0.453791833,1,1,0.816302779,0.383974936
2010-03-09 18:00:00+00:00,0.453326393,1,1,0.816152954,0.387259528
2010-03-09 19:00:00+00:00,0.453052427,1,1,0.816073851,0.39054412
2010-03-09 20:00:00+00:00,0.452584872,1,1,0.815923159,0.393828711
2010-03-09 21:00:00+00:00,0.452116261,1,1,0.815772034,0.397113303
2010-03-09 22:00:00+00:00,0.452228431,1,1,0.815835515,0.400397894
2010-03-09 23:00:00+00:00,0.452681528,1,1,0.816024955,0.403682486
2010-03-10 00:00:00+00:00,0.452408587,1,1,0.815946019,0.406967078
2010-03-10 01:00:00+00:00,0.451934537,1,1,0.815792665,0.408789533
2010-03-10 02:00:00+00:00,0.451825846,1,1,0.815774251,0.410611988
2010-03-10 03:00:00+00:00,0.452364121,1,1,0.815994856,0.412434444
2010-03-10 04:00:00+00:00,0.451883271,1,1,0.815838714,0.414256899
2010-03-10 05:00:00+00:00,0.452417013,1,1,0.816057461,0.416079355
2010-03-10 06:00:00+00:00,0.451968641,1,1,0.815913141,0.41790181
2010-03-10 07:00:00+00:00,0.452237217,1,1,0.816033704,0.419724266
2010-03-10 08:00:00+00:00,0.4517473,1,1,0.815873846,0.421546721
2010-03-10 09:00:00+00:00,0.451255116,1,1,0.81571306,0.423369176
2010-03-10 10:00:00+00:00,0.451777524,1,1,0.815927162,0.425191632
2010-03-10 11:00:00+00:00,0.451559144,1,1,0.815867387,0.427014087
2010-03-10 12:00:00+00:00,0.451060159,1,1,0.815703814,0.428836543
2010-03-10 13:00:00+00:00,0.450558908,1,1,0.815539312,0.430658998
2010-03-10 14:00:00+00:00,0.45107225,1,1,0.815749698,0.432481454
2010-03-10 15:00:00+00:00,0.450566465,1,1,0.815583337,0.434303909
2010-03-10 16:00:00+00:00,0.450058414,1,1,0.815416048,0.436126365
2010-03-10 17:00:00+00:00,0.449548096,1,1,0.81524783,0.43794882
2010-03-10 18:00:00+00:00,0.449532874,1,1,0.815262501,0.439771275
2010-03-10 19:00:00+00:00,0.450034881,1,1,0.815468242,0.441593731
2010-03-10 20:00:00+00:00,0.449517763,1,1,0.815297237,0.443416186
2010-03-10 21:00:00+00:00,0.448998378,1,1,0.815125303,0.445238642
2010-03-10 22:00:00+00:00,0.449493585,1,1,0.815328256,0.447061097
2010-03-10 23:00:00+00:00,0.448969667,1,1,0.815154464,0.448883553
2010-03-11 00:00:00+00:00,0.448443481,1,1,0.814979743,0.450706008
2010-03-11 01:00:00+00:00,0.447915442,1,1,0.814804262,0.449615343
2010-03-11 02:00:00+00:00,0.447385549,1,1,0.814628021,0.448524677
2010-03-11 03:00:00+00:00,0.446853801,1,1,0.81445102,0.447434012
2010-03-11 04:00:00+00:00,0.447138997,1,1,0.814575876,0.446343346
2010-03-11 05:00:00+00:00,0.446603542,1,1,0.814397355,0.445252681
2010-03-11 06:00:00+00:00,0.446066232,1,1,0.814218075,0.444162015
2010-03-11 07:00:00+00:00,0.445527068,1,1,0.814038035,0.44307135
2010-03-11 08:00:00+00:00,0.44498605,1,1,0.813857235,0.441980684
2010-03-11 09:00:00+00:00,0.444790251,1,1,0.813803948,0.440890019
2010-03-11 10:00:00+00:00,0.444245525,1,1,0.813621628,0.439799353
2010-03-11 11:00:00+00:00,0.443698945,1,1,0.813438548,0.438708688
2010-03-11 12:00:00+00:00,0.444167369,1,1,0.813630526,0.437618022
2010-03-11 13:00:00+00:00,0.443617081,1,1,0.813445926,0.436527357
2010-03-11 14:00:00+00:00,0.443064939,1,1,0.813260567,0.435436691
2010-03-11 15:00:00+00:00,0.443232171,1,1,0.813341004,0.434346026
2010-03-11 16:00:00+00:00,0.443631885,1,1,0.813507288,0.43325536
2010-03-11 17:00:00+00:00,0.443074181,1,1,0.813319649,0.432164695
2010-03-11 18:00:00+00:00,0.442514622,1,1,0.813131251,0.431074029
2010-03-11 19:00:00+00:00,0.441953209,1,1,0.812942092,0.429983364
2010-03-11 20:00:00+00:00,0.442190613,1,1,0.81304809,0.428892698
2010-03-11 21:00:00+00:00,0.442458557,1,1,0.813165301,0.427802033
2010-03-11 22:00:00+00:00,0.442777673,1,1,0.81330135,0.426711367
2010-03-11 23:00:00+00:00,0.442208844,1,1,0.813109152,0.425620702
2010-03-12 00:00:00+00:00,0.4418345,1,1,0.812988758,0.424530037
2010-03-12 01:00:00+00:00,0.442219046,1,1,0.813148779,0.422340269
2010-03-12 02:00:00+00:00,0.441645384,1,1,0.812954601,0.420150502
2010-03-12 03:00:00+00:00,0.442087093,1,1,0.813135629,0.417960735
2010-03-12 04:00:00+00:00,0.442527312,1,1,0.813316046,0.415770967
2010-03-12 05:00:00+00:00,0.44216293,1,1,0.813199035,0.4135812
2010-03-12 06:00:00+00:00,0.441583311,1,1,0.813002415,0.411391433
2010-03-12 07:00:00+00:00,0.441002204,1,1,0.812805184,0.409201665
2010-03-12 08:00:00+00:00,0.440419608,1,1,0.812607344,0.407011898
2010-03-12 09:00:00+00:00,0.440852381,1,1,0.81278471,0.404822131
2010-03-12 10:00:00+00:00,0.440266806,1,1,0.812585649,0.402632363
2010-03-12 11:00:00+00:00,0.439679743,1,1,0.812385978,0.400442596
2010-03-12 12:00:00+00:00,0.439091189,1,1,0.812185696,0.398252829
2010-03-12 13:00:00+00:00,0.438501147,1,1,0.811984804,0.396063061
2010-03-12 14:00:00+00:00,0.438276128,1,1,0.811918759,0.393873294
2010-03-12 15:00:00+00:00,0.437683107,1,1,0.811716647,0.391683527
2010-03-12 16:00:00+00:00,0.438105457,1,1,0.81188974,0.389493759
2010-03-12 17:00:00+00:00,0.437509458,1,1,0.811686407,0.387303992
2010-03-12 18:00:00+00:00,0.436911969,1,1,0.811482464,0.385114225
2010-03-12 19:00:00+00:00,0.436312992,1,1,0.81127791,0.382924457
2010-03-12 20:00:00+00:00,0.436729385,1,1,0.811448562,0.38073469
2010-03-12 21:00:00+00:00,0.436127429,1,1,0.811242788,0.378544923
2010-03-12 22:00:00+00:00,0.436423535,1,1,0.811368864,0.376355155
2010-03-12 23:00:00+00:00,0.435818601,1,1,0.811161869,0.374165388
2010-03-13 00:00:00+00:00,0.435212178,1,1,0.810954263,0.371975621
2010-03-13 01:00:00+00:00,0.434604542,1,1,0.810746161,0.370006273
2010-03-13 02:00:00+00:00,0.435012554,1,1,0.810913379,0.368036925
2010-03-13 03:00:00+00:00,0.434402495,1,1,0.810704283,0.366067577
2010-03-13 04:00:00+00:00,0.434808082,1,1,0.810870507,0.364098229
2010-03-13 05:00:00+00:00,0.435212457,1,1,0.811036235,0.362128881
2010-03-13 06:00:00+00:00,0.434598761,1,1,0.810825649,0.360159533
2010-03-13 07:00:00+00:00,0.433983853,1,1,0.810614566,0.358190185
2010-03-13 08:00:00+00:00,0.43355055,1,1,0.810470553,0.356220837
2010-03-13 09:00:00+00:00,0.432933217,1,1,0.810258476,0.354251489
2010-03-13 10:00:00+00:00,0.432314673,1,1,0.810045903,0.352282141
2010-03-13 11:00:00+00:00,0.432711775,1,1,0.810208649,0.350312793
2010-03-13 12:00:00+00:00,0.432090806,1,1,0.809995083,0.348343445
2010-03-13 13:00:00+00:00,0.431604034,1,1,0.809831064,0.346374098
2010-03-13 14:00:00+00:00,0.43098064,1,1,0.809616504,0.34440475
2010-03-13 15:00:00+00:00,0.430356035,1,1,0.809401446,0.342435402
2010-03-13 16:00:00+00:00,0.429730217,1,1,0.809185892,0.340466054
2010-03-13 17:00:00+00:00,0.429103187,1,1,0.808969841,0.338496706
2010-03-13 18:00:00+00:00,0.429039331,0.999990596,1,0.808958509,0.336527358
2010-03-13 19:00:00+00:00,0.428409877,0.999969962,1,0.808734255,0.33455801
2010-03-13 20:00:00+00:00,0.427779211,0.999938099,1,0.808505667,0.332588662
2010-03-13 21:00:00+00:00,0.427262479,1,1,0.808351815,0.330619314
2010-03-13 22:00:00+00:00,0.426629388,0.999945678,1,0.808114561,0.328649966
2010-03-13 23:00:00+00:00,0.426386602,0.999880128,1,0.808017671,0.326680618
2010-03-14 00:00:00+00:00,0.425751087,0.999806091,1,0.807772687,0.32471127
2010-03-14 01:00:00+00:00,0.42518149,0.99972357,1,0.807549121,0.322971278
2010-03-14 02:00:00+00:00,0.425303384,0.999632564,1,0.807578177,0.321231286
2010-03-14 03:00:00+00:00,0.424864117,0.999533072,1,0.807396893,0.319491294
2010-03-14 04:00:00+00:00,0.424458995,1,1,0.807422831,0.317751302
2010-03-14 05:00:00+00:00,0.424834802,1,1,0.807576851,0.31601131
2010-03-14 06:00:00+00:00,0.424192643,0.999875053,1,0.807311748,0.314271317
2010-03-14 07:00:00+00:00,0.423857825,1,1,0.807245892,0.312531325
2010-03-14 08:00:00+00:00,0.42423031,1,1,0.80739855,0.310791333
2010-03-14 09:00:00+00:00,0.423584829,0.999849597,1,0.807123389,0.309051341
2010-03-14 10:00:00+00:00,0.422938241,0.999690709,1,0.806844876,0.307311349
2010-03-14 11:00:00+00:00,0.422290545,0.999523336,1,0.806563009,0.305571357
2010-03-14 12:00:00+00:00,0.421641741,0.999347478,1,0.806277789,0.303831365
2010-03-14 13:00:00+00:00,0.42200869,1,1,0.806651764,0.302091373
2010-03-14 14:00:00+00:00,0.421357672,0.999807171,1,0.806359838,0.30035138
2010-03-14 15:00:00+00:00,0.420705547,0.999605857,1,0.80606456,0.298611388
2010-03-14 16:00:00+00:00,0.420052314,0.999396058,1,0.805765929,0.296871396
2010-03-14 17:00:00+00:00,0.419397974,0.999177774,1,0.805463944,0.295131404
2010-03-14 18:00:00+00:00,0.418742526,0.998951005,1,0.805158607,0.293391412
2010-03-14 19:00:00+00:00,0.418085971,0.99871575,1,0.804849917,0.29165142
2010-03-14 20:00:00+00:00,0.417577023,0.99847201,1,0.804592836,0.289911428
2010-03-14 21:00:00+00:00,0.416918253,0.998219785,1,0.80427744,0.288171435
2010-03-14 22:00:00+00:00,0.416258376,0.997959075,1,0.803958691,0.286431443
2010-03-14 23:00:00+00:00,0.416574198,0.99768988,1,0.803997603,0.284691451
2010-03-15 00:00:00+00:00,0.415912106,0.997415578,1,0.803673302,0.282951459
2010-03-15 01:00:00+00:00,0.41534744,0.99713617,1,0.803383225,0.281651546
2010-03-15 02:00:00+00:00,0.414864295,0.996851656,1,0.803121494,0.280351633
2010-03-15 03:00:00+00:00,0.414686677,0.997956903,1,0.803447636,0.279051719
2010-03-15 04:00:00+00:00,0.414903458,0.999057043,1,0.803917759,0.277751806
