,HE Piva,HE Perucica,HE Pljevlja,HDAM,HROR
2010-01-02 00:00:00+00:00,0.894539914,1,1,0.947613914,0.818965332
2010-01-02 01:00:00+00:00,0.894642149,1,1,0.947696743,0.815902986
2010-01-02 02:00:00+00:00,0.894773425,1,1,0.947790292,0.812840639
2010-01-02 03:00:00+00:00,0.894875056,1,1,0.947872872,0.809778292
2010-01-02 04:00:00+00:00,0.895733585,1,1,0.948235179,0.806715946
2010-01-02 05:00:00+00:00,0.895834612,1,1,0.948317512,0.803653599
2010-01-02 06:00:00+00:00,0.896011527,1,1,0.948427881,0.800591253
2010-01-02 07:00:00+00:00,0.89611195,1,1,0.948509966,0.797528906
2010-01-02 08:00:00+00:00,0.896212071,1,1,0.948591928,0.794466559
2010-01-02 09:00:00+00:00,0.896311889,1,1,0.948673765,0.791404213
2010-01-02 10:00:00+00:00,0.896411405,1,1,0.948755479,0.788341866
2010-01-02 11:00:00+00:00,0.89651062,1,1,0.948837069,0.78527952
2010-01-02 12:00:00+00:00,0.896609532,1,1,0.948918536,0.782217173
2010-01-02 13:00:00+00:00,0.897075584,1,1,0.94913568,0.779154826
2010-01-02 14:00:00+00:00,0.897173892,1,1,0.949216898,0.77609248
2010-01-02 15:00:00+00:00,0.897271898,1,1,0.949297993,0.773030133
2010-01-02 16:00:00+00:00,0.897369602,1,1,0.949378965,0.769967787
2010-01-02 17:00:00+00:00,0.897467004,1,1,0.949459812,0.76690544
2010-01-02 18:00:00+00:00,0.898060844,1,1,0.949724124,0.763843093
2010-01-02 19:00:00+00:00,0.898157641,1,1,0.949804723,0.760780747
2010-01-02 20:00:00+00:00,0.898254137,1,1,0.949885199,0.7577184
2010-01-02 21:00:00+00:00,0.898350331,1,1,0.949965551,0.754656054
2010-01-02 22:00:00+00:00,0.899016337,1,1,0.950256486,0.751593707
2010-01-02 23:00:00+00:00,0.899452064,1,1,0.950462301,0.74853136
2010-01-03 00:00:00+00:00,0.899547352,1,1,0.950542282,0.745469014
2010-01-03 01:00:00+00:00,0.900182557,1,1,0.950821673,0.739768698
2010-01-03 02:00:00+00:00,0.900540138,1,1,0.950998323,0.734068383
2010-01-03 03:00:00+00:00,0.900625316,1,1,0.95107416,0.728368067
2010-01-03 04:00:00+00:00,0.900707123,1,1,0.951148616,0.722667751
2010-01-03 05:00:00+00:00,0.900785561,1,1,0.951221691,0.716967436
2010-01-03 06:00:00+00:00,0.901524038,1,1,0.951538572,0.71126712
2010-01-03 07:00:00+00:00,0.902444687,1,1,0.951922646,0.705566805
2010-01-03 08:00:00+00:00,0.902513015,1,1,0.951991578,0.699866489
2010-01-03 09:00:00+00:00,0.902577973,1,1,0.952059128,0.694166173
2010-01-03 10:00:00+00:00,0.902639561,1,1,0.952125298,0.688465858
2010-01-03 11:00:00+00:00,0.902697779,1,1,0.952190086,0.682765542
2010-01-03 12:00:00+00:00,0.902752627,1,1,0.952253493,0.677065227
2010-01-03 13:00:00+00:00,0.903345658,1,1,0.95251567,0.671364911
2010-01-03 14:00:00+00:00,0.90391749,1,1,0.952769876,0.665664595
2010-01-03 15:00:00+00:00,0.903962228,1,1,0.95282914,0.65996428
2010-01-03 16:00:00+00:00,0.904003596,1,1,0.952887022,0.654263964
2010-01-03 17:00:00+00:00,0.904041594,1,1,0.952943524,0.648563649
2010-01-03 18:00:00+00:00,0.904076223,1,1,0.952998644,0.642863333
2010-01-03 19:00:00+00:00,0.90512434,1,1,0.953428201,0.637163017
2010-01-03 20:00:00+00:00,0.905152228,1,1,0.953480559,0.631462702
2010-01-03 21:00:00+00:00,0.905504929,1,1,0.953652828,0.625762386
2010-01-03 22:00:00+00:00,0.905526077,1,1,0.953702424,0.620062071
2010-01-03 23:00:00+00:00,0.905992593,1,1,0.953916485,0.614361755
2010-01-04 00:00:00+00:00,0.906007002,1,1,0.953963319,0.60866144
2010-01-04 01:00:00+00:00,0.906720019,1,1,0.95426821,0.608484857
2010-01-04 02:00:00+00:00,0.906919671,1,1,0.954383228,0.608308274
2010-01-04 03:00:00+00:00,0.906923707,1,1,0.954425811,0.608131691
2010-01-04 04:00:00+00:00,0.906924285,1,1,0.954466977,0.607955109
2010-01-04 05:00:00+00:00,0.906921406,1,1,0.954506725,0.607778526
2010-01-04 06:00:00+00:00,0.907101314,1,1,0.95461389,0.607601943
2010-01-04 07:00:00+00:00,0.907174602,1,1,0.954681511,0.60742536
2010-01-04 08:00:00+00:00,0.90716135,1,1,0.954717008,0.607248778
2010-01-04 09:00:00+00:00,0.90714464,1,1,0.954751088,0.607072195
2010-01-04 10:00:00+00:00,0.908141332,1,1,0.955159569,0.606895612
2010-01-04 11:00:00+00:00,0.908117708,1,1,0.955190815,0.606719029
2010-01-04 12:00:00+00:00,0.908090625,1,1,0.955220644,0.606542447
2010-01-04 13:00:00+00:00,0.908060086,1,1,0.955249056,0.606365864
2010-01-04 14:00:00+00:00,0.908026088,1,1,0.955276052,0.606189281
2010-01-04 15:00:00+00:00,0.908398842,1,1,0.955453237,0.606012698
2010-01-04 16:00:00+00:00,0.908697396,1,1,0.955602861,0.605836116
2010-01-04 17:00:00+00:00,0.908653026,1,1,0.955625605,0.605659533
2010-01-04 18:00:00+00:00,0.908605199,1,1,0.955646932,0.60548295
2010-01-04 19:00:00+00:00,0.908553914,1,1,0.955666842,0.605306367
2010-01-04 20:00:00+00:00,0.908791461,1,1,0.955793361,0.605129785
2010-01-04 21:00:00+00:00,0.909311446,1,1,0.956024126,0.604953202
2010-01-04 22:00:00+00:00,0.909249788,1,1,0.956039785,0.604776619
2010-01-04 23:00:00+00:00,0.909184672,1,1,0.956054027,0.604600036
2010-01-05 00:00:00+00:00,0.909116099,1,1,0.956066852,0.604423454
2010-01-05 01:00:00+00:00,0.909044959,1,1,0.956078625,0.609303574
2010-01-05 02:00:00+00:00,0.908971251,1,1,0.956089345,0.614183694
2010-01-05 03:00:00+00:00,0.908894977,1,1,0.956099014,0.619063814
2010-01-05 04:00:00+00:00,0.908816134,1,1,0.95610763,0.623943934
2010-01-05 05:00:00+00:00,0.908734725,1,1,0.956115194,0.628824054
2010-01-05 06:00:00+00:00,0.909170714,1,1,0.956313878,0.633704174
2010-01-05 07:00:00+00:00,0.909923371,1,1,0.956629494,0.638584294
2010-01-05 08:00:00+00:00,0.909834259,1,1,0.956633902,0.643464414
2010-01-05 09:00:00+00:00,0.910215759,1,1,0.956812137,0.648344534
2010-01-05 10:00:00+00:00,0.910121513,1,1,0.95681444,0.653224654
2010-01-05 11:00:00+00:00,0.9100247,1,1,0.956815691,0.658104774
2010-01-05 12:00:00+00:00,0.909925319,1,1,0.95681589,0.662984893
2010-01-05 13:00:00+00:00,0.90993746,1,1,0.956857202,0.667865013
2010-01-05 14:00:00+00:00,0.910454113,1,1,0.957084872,0.672745133
2010-01-05 15:00:00+00:00,0.911363889,1,1,0.957457731,0.677625253
2010-01-05 16:00:00+00:00,0.911254239,1,1,0.957453721,0.682505373
2010-01-05 17:00:00+00:00,0.911142022,1,1,0.957448659,0.687385493
2010-01-05 18:00:00+00:00,0.911027238,1,1,0.957442545,0.692265613
2010-01-05 19:00:00+00:00,0.911225142,1,1,0.957551892,0.697145733
2010-01-05 20:00:00+00:00,0.911105223,1,1,0.957543674,0.702025853
2010-01-05 21:00:00+00:00,0.910982736,1,1,0.957534403,0.706905973
2010-01-05 22:00:00+00:00,0.910857683,1,1,0.95752408,0.711786093
2010-01-05 23:00:00+00:00,0.910730062,1,1,0.957512705,0.716666213
2010-01-06 00:00:00+00:00,0.910599874,1,1,0.957500278,0.721546333
2010-01-06 01:00:00+00:00,0.910467993,1,1,0.957487157,0.72101051
2010-01-06 02:00:00+00:00,0.911055942,1,1,0.957740007,0.720474686
2010-01-06 03:00:00+00:00,0.910920678,1,1,0.957725499,0.719938863
2010-01-06 04:00:00+00:00,0.910783722,1,1,0.957710298,0.719403039
2010-01-06 05:00:00+00:00,0.910739825,1,1,0.957729422,0.718867216
2010-01-06 06:00:00+00:00,0.911504761,1,1,0.958047412,0.718331392
2010-01-06 07:00:00+00:00,0.91136273,1,1,0.958030131,0.717795569
2010-01-06 08:00:00+00:00,0.911219006,1,1,0.958012157,0.717259745
2010-01-06 09:00:00+00:00,0.911073591,1,1,0.957993489,0.716723922
2010-01-06 10:00:00+00:00,0.910926483,1,1,0.957974127,0.716188098
2010-01-06 11:00:00+00:00,0.910777684,1,1,0.957954073,0.715652275
2010-01-06 12:00:00+00:00,0.910627193,1,1,0.957933324,0.715116451
2010-01-06 13:00:00+00:00,0.91047501,1,1,0.957911883,0.714580628
2010-01-06 14:00:00+00:00,0.910321135,1,1,0.957889748,0.714044804
2010-01-06 15:00:00+00:00,0.910165568,1,1,0.957866919,0.713508981
2010-01-06 16:00:00+00:00,0.910008309,1,1,0.957843398,0.712973157
2010-01-06 17:00:00+00:00,0.909849358,1,1,0.957819182,0.712437334
2010-01-06 18:00:00+00:00,0.909688716,1,1,0.957794274,0.71190151
2010-01-06 19:00:00+00:00,0.909526381,1,1,0.957768672,0.711365687
2010-01-06 20:00:00+00:00,0.909362355,1,1,0.957742376,0.710829863
2010-01-06 21:00:00+00:00,0.909196636,1,1,0.957715387,0.71029404
2010-01-06 22:00:00+00:00,0.909029226,1,1,0.957687705,0.709758216
2010-01-06 23:00:00+00:00,0.908860124,1,1,0.95765933,0.709222393
2010-01-07 00:00:00+00:00,0.908689329,1,1,0.95763026,0.708686569
2010-01-07 01:00:00+00:00,0.908518183,1,1,0.957601047,0.706739226
2010-01-07 02:00:00+00:00,0.908346686,1,1,0.95757169,0.704791883
2010-01-07 03:00:00+00:00,0.908174836,1,1,0.957542188,0.70284454
2010-01-07 04:00:00+00:00,0.909019493,1,1,0.957888359,0.700897198
2010-01-07 05:00:00+00:00,0.909162241,1,1,0.9579751,0.698949855
2010-01-07 06:00:00+00:00,0.908989336,1,1,0.957945166,0.697002512
2010-01-07 07:00:00+00:00,0.908816078,1,1,0.957915087,0.695055169
2010-01-07 08:00:00+00:00,0.908642469,1,1,0.957884864,0.693107826
2010-01-07 09:00:00+00:00,0.908468508,1,1,0.957854497,0.691160483
2010-01-07 10:00:00+00:00,0.90884779,1,1,0.958028587,0.68921314
2010-01-07 11:00:00+00:00,0.90955993,1,1,0.958325682,0.687265797
2010-01-07 12:00:00+00:00,0.910401772,1,1,0.9586707,0.685318454
2010-01-07 13:00:00+00:00,0.910226403,1,1,0.958639756,0.683371111
2010-01-07 14:00:00+00:00,0.910763441,1,1,0.958872093,0.681423768
2010-01-07 15:00:00+00:00,0.911300078,1,1,0.959104269,0.679476425
2010-01-07 16:00:00+00:00,0.911123654,1,1,0.959072892,0.677529082
2010-01-07 17:00:00+00:00,0.910946878,1,1,0.959041371,0.675581739
2010-01-07 18:00:00+00:00,0.91076975,1,1,0.959009707,0.673634396
2010-01-07 19:00:00+00:00,0.91059227,1,1,0.958977897,0.671687054
2010-01-07 20:00:00+00:00,0.910414438,1,1,0.958945944,0.669739711
2010-01-07 21:00:00+00:00,0.910236255,1,1,0.958913847,0.667792368
2010-01-07 22:00:00+00:00,0.910057719,1,1,0.958881605,0.665845025
2010-01-07 23:00:00+00:00,0.91080336,1,1,0.959190912,0.663897682
2010-01-08 00:00:00+00:00,0.910624121,1,1,0.959158381,0.661950339
2010-01-08 01:00:00+00:00,0.910452381,1,1,0.959128925,0.670969899
2010-01-08 02:00:00+00:00,0.910288142,1,1,0.959102542,0.679989459
2010-01-08 03:00:00+00:00,0.910131403,1,1,0.959079233,0.68900902
2010-01-08 04:00:00+00:00,0.909982163,1,1,0.959058998,0.69802858
2010-01-08 05:00:00+00:00,0.910857282,1,1,0.959417654,0.70704814
2010-01-08 06:00:00+00:00,0.910723043,1,1,0.959403566,0.716067701
2010-01-08 07:00:00+00:00,0.910596303,1,1,0.959392552,0.725087261
2010-01-08 08:00:00+00:00,0.910477063,1,1,0.959384612,0.734106821
2010-01-08 09:00:00+00:00,0.91070433,1,1,0.959505038,0.743126382
2010-01-08 10:00:00+00:00,0.91060009,1,1,0.959503245,0.752145942
2010-01-08 11:00:00+00:00,0.911520209,1,1,0.959880343,0.761165502
2010-01-08 12:00:00+00:00,0.911697971,1,1,0.959983378,0.770185063
2010-01-08 13:00:00+00:00,0.911616231,1,1,0.959990806,0.779204623
2010-01-08 14:00:00+00:00,0.91154199,1,1,0.960001308,0.788224183
2010-01-08 15:00:00+00:00,0.91147525,1,1,0.960014884,0.797243744
2010-01-08 16:00:00+00:00,0.911416009,1,1,0.960031534,0.806263304
2010-01-08 17:00:00+00:00,0.911394033,1,1,0.960062258,0.815282864
2010-01-08 18:00:00+00:00,0.911349793,1,1,0.960085055,0.824302425
2010-01-08 19:00:00+00:00,0.911782079,1,1,0.960284272,0.833321985
2010-01-08 20:00:00+00:00,0.911980407,1,1,0.960397322,0.842341545
2010-01-08 21:00:00+00:00,0.911958666,1,1,0.960429341,0.851361106
2010-01-08 22:00:00+00:00,0.911944425,1,1,0.960464433,0.860380666
2010-01-08 23:00:00+00:00,0.911937683,1,1,0.960502598,0.869400226
2010-01-09 00:00:00+00:00,0.91270925,1,1,0.960828718,0.878419787
2010-01-09 01:00:00+00:00,0.912718173,1,1,0.960873303,0.879646614
2010-01-09 02:00:00+00:00,0.912735258,1,1,0.960921234,0.880873441
2010-01-09 03:00:00+00:00,0.912850555,1,1,0.961005791,0.882100269
2010-01-09 04:00:00+00:00,0.912883968,1,1,0.961060413,0.883327096
2010-01-09 05:00:00+00:00,0.912925544,1,1,0.961118381,0.884553923
2010-01-09 06:00:00+00:00,0.913992143,1,1,0.961555512,0.885780751
2010-01-09 07:00:00+00:00,0.914050046,1,1,0.961620171,0.887007578
2010-01-09 08:00:00+00:00,0.915132971,1,1,0.962063993,0.888234405
2010-01-09 09:00:00+00:00,0.915207201,1,1,0.962135344,0.889461233
2010-01-09 10:00:00+00:00,0.915289595,1,1,0.96221004,0.89068806
2010-01-09 11:00:00+00:00,0.915380151,1,1,0.962288082,0.891914887
2010-01-09 12:00:00+00:00,0.915478872,1,1,0.96236947,0.893141715
2010-01-09 13:00:00+00:00,0.915585756,1,1,0.962454203,0.894368542
2010-01-09 14:00:00+00:00,0.915700803,1,1,0.962542282,0.895595369
2010-01-09 15:00:00+00:00,0.915824014,1,1,0.962633707,0.896822197
2010-01-09 16:00:00+00:00,0.916972247,1,1,0.963104294,0.898049024
2010-01-09 17:00:00+00:00,0.917874279,1,1,0.963484218,0.899275851
2010-01-09 18:00:00+00:00,0.918253971,1,1,0.96367142,0.900502679
2010-01-09 19:00:00+00:00,0.918409836,1,1,0.963776228,0.901729506
2010-01-09 20:00:00+00:00,0.919080027,1,1,0.964071452,0.902956333
2010-01-09 21:00:00+00:00,0.919252218,1,1,0.96418295,0.904183161
2010-01-09 22:00:00+00:00,0.919432573,1,1,0.964297795,0.905409988
2010-01-09 23:00:00+00:00,0.919621092,1,1,0.964415985,0.906636815
2010-01-10 00:00:00+00:00,0.919817774,1,1,0.964537521,0.907863643
2010-01-10 01:00:00+00:00,0.920014928,1,1,0.96465925,0.902486692
2010-01-10 02:00:00+00:00,0.920212554,1,1,0.964781173,0.897109741
2010-01-10 03:00:00+00:00,0.920410651,1,1,0.964903289,0.89173279
2010-01-10 04:00:00+00:00,0.92162608,1,1,0.965401416,0.886355839
2010-01-10 05:00:00+00:00,0.921825122,1,1,0.965523919,0.880978888
2010-01-10 06:00:00+00:00,0.922024635,1,1,0.965646615,0.875601937
2010-01-10 07:00:00+00:00,0.922224621,1,1,0.965769505,0.870224986
2010-01-10 08:00:00+00:00,0.922425078,1,1,0.965892588,0.864848035
2010-01-10 09:00:00+00:00,0.922626008,1,1,0.966015865,0.859471084
2010-01-10 10:00:00+00:00,0.922827409,1,1,0.966139335,0.854094134
2010-01-10 11:00:00+00:00,0.923029282,1,1,0.966262998,0.848717183
2010-01-10 12:00:00+00:00,0.923231627,1,1,0.966386855,0.843340232
2010-01-10 13:00:00+00:00,0.923472311,1,1,0.9665249,0.837963281
2010-01-10 14:00:00+00:00,0.924123977,1,1,0.966814858,0.83258633
2010-01-10 15:00:00+00:00,0.924327738,1,1,0.966939295,0.827209379
2010-01-10 16:00:00+00:00,0.924994812,1,1,0.967234986,0.821832428
2010-01-10 17:00:00+00:00,0.925199517,1,1,0.96735981,0.816455477
2010-01-10 18:00:00+00:00,0.926421553,1,1,0.967860644,0.811078526
2010-01-10 19:00:00+00:00,0.926627202,1,1,0.967985855,0.805701575
2010-01-10 20:00:00+00:00,0.926833322,1,1,0.968111259,0.800324624
2010-01-10 21:00:00+00:00,0.927993585,1,1,0.96858932,0.794947673
2010-01-10 22:00:00+00:00,0.928644988,1,1,0.968879332,0.789570723
2010-01-10 23:00:00+00:00,0.928852524,1,1,0.969005317,0.784193772
2010-01-11 00:00:00+00:00,0.929725655,1,1,0.969377314,0.778816821
2010-01-11 01:00:00+00:00,0.929929202,1,1,0.969501664,0.772362197
2010-01-11 02:00:00+00:00,0.930128287,1,1,0.969624185,0.765907573
2010-01-11 03:00:00+00:00,0.93032291,1,1,0.969744877,0.75945295
2010-01-11 04:00:00+00:00,0.930513072,1,1,0.96986374,0.752998326
2010-01-11 05:00:00+00:00,0.931368971,1,1,0.970228472,0.746543702
2010-01-11 06:00:00+00:00,0.932423616,1,1,0.970666477,0.740089079
2010-01-11 07:00:00+00:00,0.932600393,1,1,0.970779855,0.733634455
2010-01-11 08:00:00+00:00,0.932772708,1,1,0.970891405,0.727179832
2010-01-11 09:00:00+00:00,0.932940562,1,1,0.971001126,0.720725208
2010-01-11 10:00:00+00:00,0.933103954,1,1,0.971109018,0.714270584
2010-01-11 11:00:00+00:00,0.933262884,1,1,0.971215082,0.707815961
2010-01-11 12:00:00+00:00,0.933417353,1,1,0.971319318,0.701361337
2010-01-11 13:00:00+00:00,0.93356736,1,1,0.971421725,0.694906713
2010-01-11 14:00:00+00:00,0.933712905,1,1,0.971522303,0.68845209
2010-01-11 15:00:00+00:00,0.933853989,1,1,0.971621053,0.681997466
2010-01-11 16:00:00+00:00,0.933990611,1,1,0.971717974,0.675542842
2010-01-11 17:00:00+00:00,0.934122771,1,1,0.971813066,0.669088219
2010-01-11 18:00:00+00:00,0.93425047,1,1,0.97190633,0.662633595
2010-01-11 19:00:00+00:00,0.93465845,1,1,0.972103003,0.656178971
2010-01-11 20:00:00+00:00,0.935400757,1,1,0.972423059,0.649724348
2010-01-11 21:00:00+00:00,0.935515071,1,1,0.972510837,0.643269724
2010-01-11 22:00:00+00:00,0.935624923,1,1,0.972596787,0.636815101
2010-01-11 23:00:00+00:00,0.936205983,1,1,0.972856709,0.630360477
2010-01-12 00:00:00+00:00,0.936306912,1,1,0.972939002,0.623905853
2010-01-12 01:00:00+00:00,0.936402261,1,1,0.973019008,0.619225162
2010-01-12 02:00:00+00:00,0.93669024,1,1,0.973169983,0.614544471
2010-01-12 03:00:00+00:00,0.936774428,1,1,0.973245415,0.60986378
2010-01-12 04:00:00+00:00,0.936853036,1,1,0.973318559,0.605183089
2010-01-12 05:00:00+00:00,0.936926063,1,1,0.973389417,0.600502398
2010-01-12 06:00:00+00:00,0.93699351,1,1,0.973457988,0.595821707
2010-01-12 07:00:00+00:00,0.937733424,1,1,0.973774868,0.591141016
2010-01-12 08:00:00+00:00,0.938375847,1,1,0.974055493,0.586460325
2010-01-12 09:00:00+00:00,0.938968781,1,1,0.974317603,0.581779634
2010-01-12 10:00:00+00:00,0.939013907,1,1,0.974377026,0.577098943
2010-01-12 11:00:00+00:00,0.939053452,1,1,0.974434161,0.572418252
2010-01-12 12:00:00+00:00,0.939614552,1,1,0.974683832,0.567737561
2010-01-12 13:00:00+00:00,0.939642937,1,1,0.974736393,0.56305687
2010-01-12 14:00:00+00:00,0.939859581,1,1,0.974858308,0.558376179
2010-01-12 15:00:00+00:00,0.940893664,1,1,0.975282113,0.553695488
2010-01-12 16:00:00+00:00,0.940905307,1,1,0.975327813,0.549014797
2010-01-12 17:00:00+00:00,0.940911371,1,1,0.975371227,0.544334105
2010-01-12 18:00:00+00:00,0.940911854,1,1,0.975412353,0.539653414
2010-01-12 19:00:00+00:00,0.940906756,1,1,0.975451193,0.534972723
2010-01-12 20:00:00+00:00,0.940896079,1,1,0.975487745,0.530292032
2010-01-12 21:00:00+00:00,0.940879821,1,1,0.975522011,0.525611341
2010-01-12 22:00:00+00:00,0.940857983,1,1,0.975553989,0.52093065
2010-01-12 23:00:00+00:00,0.940830564,1,1,0.97558368,0.516249959
2010-01-13 00:00:00+00:00,0.940797565,1,1,0.975611085,0.511569268
2010-01-13 01:00:00+00:00,0.941488325,1,1,0.975905769,0.508278218
2010-01-13 02:00:00+00:00,0.941444845,1,1,0.975928879,0.504987168
2010-01-13 03:00:00+00:00,0.941396126,1,1,0.97594984,0.501696118
2010-01-13 04:00:00+00:00,0.941342166,1,1,0.975968654,0.498405067
2010-01-13 05:00:00+00:00,0.941282966,1,1,0.97598532,0.495114017
2010-01-13 06:00:00+00:00,0.941218526,1,1,0.975999839,0.491822967
2010-01-13 07:00:00+00:00,0.941833133,1,1,0.976265113,0.488531917
2010-01-13 08:00:00+00:00,0.941758213,1,1,0.976275336,0.485240866
2010-01-13 09:00:00+00:00,0.941678052,1,1,0.976283412,0.481949816
2010-01-13 10:00:00+00:00,0.941592651,1,1,0.976289341,0.478658766
2010-01-13 11:00:00+00:00,0.941502011,1,1,0.976293121,0.475367716
2010-01-13 12:00:00+00:00,0.941406129,1,1,0.976294754,0.472076666
2010-01-13 13:00:00+00:00,0.941850266,1,1,0.976495759,0.468785615
2010-01-13 14:00:00+00:00,0.941743904,1,1,0.976493097,0.465494565
2010-01-13 15:00:00+00:00,0.941632303,1,1,0.976488287,0.462203515
2010-01-13 16:00:00+00:00,0.941515461,1,1,0.97648133,0.458912465
2010-01-13 17:00:00+00:00,0.941393379,1,1,0.976472225,0.455621414
2010-01-13 18:00:00+00:00,0.941266057,1,1,0.976460972,0.452330364
2010-01-13 19:00:00+00:00,0.941133495,1,1,0.976447572,0.449039314
2010-01-13 20:00:00+00:00,0.940995692,1,1,0.976432024,0.445748264
2010-01-13 21:00:00+00:00,0.94085265,1,1,0.976414329,0.442457214
2010-01-13 22:00:00+00:00,0.940704367,0.999999244,1,0.976394067,0.439166163
2010-01-13 23:00:00+00:00,0.940550844,0.999987774,1,0.976367997,0.435875113
2010-01-14 00:00:00+00:00,0.940954104,0.999967927,1,0.976544634,0.432584063
2010-01-14 01:00:00+00:00,0.9407908,0.999939703,1,0.976508831,0.429871667
2010-01-14 02:00:00+00:00,0.940622954,0.999903102,1,0.976468304,0.427159271
2010-01-14 03:00:00+00:00,0.940450566,0.999858125,1,0.976423055,0.424446876
2010-01-14 04:00:00+00:00,0.940273637,0.999804771,1,0.976373082,0.42173448
2010-01-14 05:00:00+00:00,0.940092167,0.999743039,1,0.976318385,0.419022084
2010-01-14 06:00:00+00:00,0.939906155,0.999672931,1,0.976258966,0.416309688
2010-01-14 07:00:00+00:00,0.939715601,0.999594447,1,0.976194823,0.413597293
2010-01-14 08:00:00+00:00,0.940119887,0.999507585,1,0.976347479,0.410884897
2010-01-14 09:00:00+00:00,0.939920251,0.999412346,1,0.976273889,0.408172501
2010-01-14 10:00:00+00:00,0.94021846,0.999308731,1,0.976381252,0.405460105
2010-01-14 11:00:00+00:00,0.940009741,0.999196739,1,0.976298215,0.40274771
2010-01-14 12:00:00+00:00,0.93979648,0.99907637,1,0.976210456,0.400035314
2010-01-14 13:00:00+00:00,0.939578678,0.998947624,1,0.976117972,0.397322918
2010-01-14 14:00:00+00:00,0.939356335,0.998810501,1,0.976020766,0.394610522
2010-01-14 15:00:00+00:00,0.939398647,1,1,0.976477337,0.391898127
2010-01-14 16:00:00+00:00,0.939627931,0.999846124,1,0.976540956,0.389185731
2010-01-14 17:00:00+00:00,0.939391963,0.99968387,1,0.976429579,0.386473335
2010-01-14 18:00:00+00:00,0.939151454,0.99951324,1,0.97631348,0.383760939
2010-01-14 19:00:00+00:00,0.938906403,0.999334233,1,0.976192657,0.381048544
2010-01-14 20:00:00+00:00,0.93865681,0.999146849,1,0.97606711,0.378336148
2010-01-14 21:00:00+00:00,0.938402677,0.998951088,1,0.97593684,0.375623752
2010-01-14 22:00:00+00:00,0.938144001,0.998746951,1,0.975801847,0.372911356
2010-01-14 23:00:00+00:00,0.937880784,0.998534436,1,0.97566213,0.370198961
2010-01-15 00:00:00+00:00,0.938208768,0.998315077,1,0.975738392,0.367486565
2010-01-15 01:00:00+00:00,0.937937153,0.998088873,1,0.975590556,0.365439007
2010-01-15 02:00:00+00:00,0.93766168,0.997855824,1,0.975438801,0.36339145
2010-01-15 03:00:00+00:00,0.937382351,0.997615931,1,0.975283126,0.361343892
2010-01-15 04:00:00+00:00,0.937099165,0.997369193,1,0.975123533,0.359296334
2010-01-15 05:00:00+00:00,0.936812122,0.99711561,1,0.97496002,0.357248777
2010-01-15 06:00:00+00:00,0.936521223,0.996855182,1,0.974792587,0.355201219
2010-01-15 07:00:00+00:00,0.936226466,0.996587909,1,0.974621235,0.353153662
2010-01-15 08:00:00+00:00,0.935927852,0.996313792,1,0.974445964,0.351106104
2010-01-15 09:00:00+00:00,0.935625381,0.99603283,1,0.974266774,0.349058546
2010-01-15 10:00:00+00:00,0.936335913,0.99713989,1,0.974936221,0.347010989
2010-01-15 11:00:00+00:00,0.936025728,0.996845238,1,0.974749191,0.344963431
2010-01-15 12:00:00+00:00,0.935711687,0.996543742,1,0.974558243,0.342915874
2010-01-15 13:00:00+00:00,0.935393788,0.996235401,1,0.974363375,0.340868316
