,RO_P2HT_OTH,RO_STUR_BIO_CHP,RO_COMC_GAS_CHP
2016-01-02 09:00:00,4048.478208632576,3681.099051114642,2438.097505811391
2016-01-02 10:00:00,3920.732973422988,3564.946057352262,2361.166045817444
2016-01-02 11:00:00,3862.089093374928,3511.623816235022,2325.8491958041704
2016-01-02 12:00:00,3864.549675754566,3513.8611130651157,2327.3310216788536
2016-01-02 13:00:00,3975.2758828383176,3614.5394704193454,2394.013186039578
2016-01-02 14:00:00,4175.198201183981,3796.3198378644825,2514.411538357554
2016-01-02 15:00:00,4279.772952318635,3891.4049531434766,2577.3891380315717
2016-01-02 16:00:00,4233.021887105495,3848.896313371691,2549.2344464125995
2016-01-02 17:00:00,4222.974509055302,3839.760684648807,2543.1836574243107
2016-01-02 18:00:00,4113.273544629734,3740.0145343071163,2477.1189205113706
2016-01-02 19:00:00,3796.6786117828597,3452.149008835024,2286.4573246355203
2016-01-02 20:00:00,3233.8203924404556,2940.367358951024,1947.4896558018359
2016-01-02 21:00:00,2685.1105217809754,2441.450165840064,1617.0424857475768
2016-01-02 22:00:00,2583.61149862087,2349.1616715986875,1555.9171684169128
2016-01-02 23:00:00,2581.9711103677773,2347.670140378625,1554.9292845004577
2016-01-03 00:00:00,2610.677904796898,2373.7719367297213,1572.2172530384232
2016-01-03 01:00:00,2716.8930441846446,2470.348583228778,1636.182736628896
2016-01-03 02:00:00,2970.1279807558176,2700.6037153259513,1788.6873162316651
2016-01-03 03:00:00,3953.3356899532037,3594.5902403510067,2380.80023865699
2016-01-03 04:00:00,5158.20086184973,4690.11992148703,3106.400975293322
2016-01-03 05:00:00,4682.898365516145,4257.9487504738745,2820.1616105004323
2016-01-03 06:00:00,4500.405172359591,4092.015902241904,2710.259524794794
2016-01-03 07:00:00,4324.268483683772,3931.862737487676,2604.1854892654183
2016-01-03 08:00:00,4156.538784805052,3779.353670236269,2503.174358807876
2016-01-03 09:00:00,4010.5442302798083,3646.607391650692,2415.2526902433647
2016-01-03 10:00:00,3894.28171284187,3540.8951164287523,2345.236417664604
2016-01-03 11:00:00,3831.3318136294406,3483.657605858847,2307.326372370636
2016-01-03 12:00:00,3810.2118148708732,3464.4541414005407,2294.6073669462758
2016-01-03 13:00:00,3921.143070486262,3565.3189401572777,2361.4130167965573
2016-01-03 14:00:00,4129.677427160659,3754.929846507743,2486.997759675922
2016-01-03 15:00:00,4249.015672573149,3863.438742767302,2558.866314598037
2016-01-03 16:00:00,4189.756646930177,3809.5571774425384,2523.179008116094
2016-01-03 17:00:00,4190.16674399345,3809.9300602475537,2523.425979095207
2016-01-03 18:00:00,4103.841312174452,3731.4382297917564,2471.4385879917536
2016-01-03 19:00:00,3796.06346618795,3451.5896846275,2286.08686816685
2016-01-03 20:00:00,3245.303110212104,2950.8080774914624,1954.404843217022
2016-01-03 21:00:00,2684.290327654429,2440.704400230033,1616.5485437893494
2016-01-03 22:00:00,2781.6883801818035,2529.2640664212536,1675.2041513288762
2016-01-03 23:00:00,2774.1015845112497,2522.3657345284632,1670.6351882152705
2016-01-04 00:00:00,2812.2406113956536,2557.0438353949203,1693.6034892728537
2016-01-04 01:00:00,2912.714391897576,2648.4001226237583,1754.1113791557339
2016-01-04 02:00:00,3170.6654446963894,2882.9434069786116,1909.4561250183112
2016-01-04 03:00:00,4192.2172293098165,3811.794474272632,2524.660833990776
2016-01-04 04:00:00,5286.561242654227,4806.832239456934,3183.7028917559405
2016-01-04 05:00:00,4822.946512623927,4385.288228386725,2904.502199867794
2016-01-04 06:00:00,4615.437398607712,4196.609529048798,2779.5348844362134
2016-01-04 07:00:00,4438.275467273708,4035.524157282031,2672.843421459054
2016-01-04 08:00:00,4288.795087710645,3899.608374853821,2582.8224995720752
2016-01-04 09:00:00,4168.226551108336,3789.9808301792154,2510.2130317126193
2016-01-04 10:00:00,4037.4055879242005,3671.0312153792183,2431.429289375318
2016-01-04 11:00:00,3992.7050080274275,3630.3869896325114,2404.509452651915
2016-01-04 12:00:00,3971.7900578004956,3611.369966576712,2391.913932717111
2016-01-04 13:00:00,4108.557428402093,3735.726382049437,2474.278754251562
2016-01-04 14:00:00,4335.75120145542,3942.3034560281144,2611.1006766806045
2016-01-04 15:00:00,4470.468086740651,4064.795457475761,2692.2306433194867
2016-01-04 16:00:00,4412.029255224226,4011.6596577610285,2657.037278795771
2016-01-04 17:00:00,4416.540322920231,4015.7613686162,2659.7539595660223
2016-01-04 18:00:00,4333.9057646706915,3940.625483405544,2609.989307274592
2016-01-04 19:00:00,4044.377237999844,3677.3702230644853,2435.627796020253
2016-01-04 20:00:00,3441.329506456672,3129.0460582889505,2072.4569712334164
2016-01-04 21:00:00,2888.7237136960966,2626.586478530342,1739.6635768775768
2016-01-04 22:00:00,2809.3699319527414,2554.433655759811,1691.8746924190573
2016-01-04 23:00:00,2801.7831362821876,2547.535323867021,1687.3057293054521
2016-01-05 00:00:00,2842.99789114114,2585.010045771095,1712.1263127063885
2016-01-05 01:00:00,2963.1563306801736,2694.264707640685,1784.4888095867307
2016-01-05 02:00:00,3201.0126273786036,2910.5367345497707,1927.731977472732
2016-01-05 03:00:00,4181.759754196351,3802.285962744733,2518.3630740233743
2016-01-05 04:00:00,5529.133655580298,5027.392418623699,3329.78622590175
2016-01-05 05:00:00,5053.42106218344,4594.848364805528,3043.299890129747
2016-01-05 06:00:00,4848.577579078499,4408.593403700203,2919.9378860624065
2016-01-05 07:00:00,4637.172542961188,4216.3723177146285,2792.6243463292444
2016-01-05 08:00:00,4464.111582259918,4059.015773998018,2688.402593143223
2016-01-05 09:00:00,4292.485961280103,3902.964320098962,2585.0452383840993
2016-01-05 10:00:00,4152.027717109047,3775.2519593810975,2500.4576780376246
2016-01-05 11:00:00,4097.89490475699,3726.031429119029,2467.857508794603
2016-01-05 12:00:00,4058.3205381511316,3690.0482384350175,2444.0248093101222
2016-01-05 13:00:00,4203.494898549829,3822.048751410563,2531.452535916406
2016-01-05 14:00:00,4428.843234818426,4026.9478527666706,2667.1630889394364
2016-01-05 15:00:00,4566.225751014932,4151.863592446918,2749.898366942558
2016-01-05 16:00:00,4478.670028006114,4072.2531135760737,2697.1700629017623
2016-01-05 17:00:00,4474.979154436656,4068.897168330933,2694.9473240897387
2016-01-05 18:00:00,4369.379160643819,3972.8798460393996,2631.3522969679366
2016-01-05 19:00:00,4063.241702910409,3694.5228320952056,2446.9884610594872
2016-01-05 20:00:00,3523.5539676429385,3203.8090606945907,2121.974652545732
2016-01-05 21:00:00,2914.149731619032,2649.705212441313,1754.975777582632
2016-01-05 22:00:00,2772.8712933214306,2521.247086113417,1669.8942752779296
2016-01-05 23:00:00,2767.5400314988797,2516.3996096482124,1666.6836525494498
2016-01-06 00:00:00,2807.3194466363757,2552.5692417347327,1690.6398375234885
2016-01-06 01:00:00,2927.6829347070457,2662.01034500683,1763.1258198933874
2016-01-06 02:00:00,3164.103891684019,2876.977282098361,1905.5045893524905
2016-01-06 03:00:00,4141.570241995582,3765.7434478531977,2494.1599180702224
2016-01-06 04:00:00,5471.720066722057,4975.188825921507,3295.2102888258196
2016-01-06 05:00:00,5001.3387351477495,4547.492248568538,3011.934575782295
2016-01-06 06:00:00,4815.154668421737,4378.203455091427,2899.809751264632
2016-01-06 07:00:00,4588.576040963319,4172.185705320272,2763.35828530426
2016-01-06 08:00:00,4420.641293552962,4019.4901966663574,2662.2236693571604
2016-01-06 09:00:00,4245.529847535327,3860.269238924668,2556.7670612755696
2016-01-06 10:00:00,4109.582671060276,3736.658589061976,2474.8961816993465
2016-01-06 11:00:00,4048.2731601009395,3680.912609712134,2437.974020321834
2016-01-06 12:00:00,4022.4370451147306,3657.4209929961467,2422.414848637665
2016-01-06 13:00:00,4170.482084956338,3792.0316856068016,2511.571372097745
2016-01-06 14:00:00,4385.783043174744,3987.795158240026,2641.231136132488
2016-01-06 15:00:00,4512.503035726149,4103.0159449898665,2717.545168678651
2016-01-06 16:00:00,4418.590808236598,4017.6257826412793,2660.9888144615916
2016-01-06 17:00:00,4427.202846565333,4025.4563215466083,2666.175205022981
2016-01-06 18:00:00,4327.549260189957,3934.8457999278016,2606.161257098329
2016-01-06 19:00:00,4004.3927743307117,3641.014149575458,2411.5481255566583
2016-01-06 20:00:00,3456.5030977977776,3142.8427220745293,2081.5948974606267
2016-01-06 21:00:00,2869.8592487855312,2609.433869499622,1728.3029118383424
2016-01-06 22:00:00,2725.505082513381,2478.1791221341073,1641.369127190286
2016-01-06 23:00:00,2721.199063349013,2474.2638526814426,1638.775931909591
2016-01-07 00:00:00,2760.9784784865087,2510.4334847679625,1662.7321168836293
2016-01-07 01:00:00,2879.291481240814,2618.010174014982,1733.9832443579598
2016-01-07 02:00:00,3116.9427294076063,2834.095759521559,1877.1029267544038
2016-01-07 03:00:00,4089.8980120231645,3718.760214421224,2463.041574701884
2016-01-07 04:00:00,5406.3095851299895,4915.714018521507,3255.818417657168
2016-01-07 05:00:00,4935.723205024045,4487.830999766032,2972.4192191240877
2016-01-07 06:00:00,4752.614866272582,4321.338827326538,2862.1466769497783
2016-01-07 07:00:00,4528.701869725439,4117.744815787985,2727.3005223536456
2016-01-07 08:00:00,4362.407510568175,3966.540838354133,2627.1537903230014
2016-01-07 09:00:00,4188.7314042719945,3808.624970429999,2522.561580668309
2016-01-07 10:00:00,4057.090246961312,3688.92959001997,2443.2838963727804
2016-01-07 11:00:00,3993.7302506856095,3631.31919664505,2405.126880099699
2016-01-07 12:00:00,3969.3294754208573,3609.132669746618,2390.4321068424283
2016-01-07 13:00:00,4116.1442240726465,3742.6247139422267,2478.8477173651672
2016-01-07 14:00:00,4327.139163126683,3934.472917122786,2605.9142861192154
2016-01-07 15:00:00,4453.244010083179,4049.1343796651026,2681.857862196707
2016-01-07 16:00:00,4362.8176076314485,3966.9137211591483,2627.4007613021154
2016-01-07 17:00:00,4372.044791555094,3975.3035842720014,2632.957608332176
2016-01-07 18:00:00,4271.160913989898,3883.5744142381473,2572.2027474701817
2016-01-07 19:00:00,3949.6448163837463,3591.2342951058667,2378.5774998449665
2016-01-07 20:00:00,3404.2157222304504,3095.3001644350325,2050.1060976236176
2016-01-07 21:00:00,2822.698086509118,2566.5523469228197,1699.9012492402555
2016-01-07 22:00:00,2683.0600364646098,2439.5857518149865,1615.8076308520083
2016-01-07 23:00:00,2680.5994540849706,2437.348454984892,1614.3258049773253
2016-01-08 00:00:00,2720.378869222467,2473.518087071411,1638.2819899513634
2016-01-08 01:00:00,2839.7171146349547,2582.02698333097,1710.150544873478
2016-01-08 02:00:00,3078.5986539915666,2799.231217252595,1854.0111402072641
2016-01-08 03:00:00,4040.0712188354764,3673.4549536118207,2433.034600739558
2016-01-08 04:00:00,5323.675026880448,4840.578133310852,3206.053765365739
2016-01-08 05:00:00,4866.211752799245,4424.6273643158775,2930.5576381642995
2016-01-08 06:00:00,4689.459918528515,4263.914875354126,2824.1131461662535
2016-01-08 07:00:00,4470.878183803925,4065.168340280776,2692.4776142986007
2016-01-08 08:00:00,4306.42926143139,3915.642335469495,2593.4422516739683
2016-01-08 09:00:00,4135.62383457812,3760.3366471804698,2490.578838873072
2016-01-08 10:00:00,4005.828114052168,3642.319239393013,2412.4125239835566
2016-01-08 11:00:00,3944.108506029558,3586.200377238155,2375.24339162693
2016-01-08 12:00:00,3922.5784102077178,3566.624029974833,2362.2774152234556
2016-01-08 13:00:00,4062.421508783863,3693.7770664851746,2446.49451910126
2016-01-08 14:00:00,4270.9558654582615,3883.3879728356396,2572.0792619806252
2016-01-08 15:00:00,4394.190032971845,3995.4392557428473,2646.294041204321
2016-01-08 16:00:00,4305.81411583648,3915.083011261971,2593.071795205298
2016-01-08 17:00:00,4313.400911507033,3921.981343154761,2597.640758318903
2016-01-08 18:00:00,4212.517033941837,3830.2521731209076,2536.885897456909
2016-01-08 19:00:00,3891.4110333989584,3538.2849367936424,2343.5076208108076
2016-01-08 20:00:00,3351.928346663124,3047.757606795535,2018.617297786609
2016-01-08 21:00:00,2779.0227492705276,2526.8403281886517,1673.5988399646365
2016-01-08 22:00:00,2845.4584735207786,2587.2473426011893,1713.6081385810712
2016-01-08 23:00:00,2822.698086509118,2566.5523469228197,1699.9012492402555
2016-01-09 00:00:00,2862.0674045833416,2602.349096204324,1723.61046323518
2016-01-09 01:00:00,2965.4118645281765,2696.315563068272,1785.8471499718569
2016-01-09 02:00:00,3188.299618417135,2898.977367594285,1920.0758771202045
2016-01-09 03:00:00,4172.327521741067,3793.7096582293725,2512.682741503757
2016-01-09 04:00:00,5548.203169022499,5044.7314690569265,3341.270376430541
2016-01-09 05:00:00,5075.976400663463,4615.35691908139,3056.883293981006
2016-01-09 06:00:00,4878.9247617607125,4436.186731271363,2938.213738516827
2016-01-09 07:00:00,4664.443997668854,4241.16902424817,2809.0479164403123
2016-01-09 08:00:00,4488.51235752467,4081.2023008964497,2703.0973664004932
2016-01-09 09:00:00,4308.889843811028,3917.8796322995886,2594.9240775486514
2016-01-09 10:00:00,4161.45994956433,3783.8282638964574,2506.1380105572416
2016-01-09 11:00:00,4108.76247693373,3735.912823451945,2474.402239741119
2016-01-09 12:00:00,4096.664613567172,3724.912780703982,2467.116595857262
2016-01-09 13:00:00,4232.611790042221,3848.5234305666745,2548.987475433485
2016-01-09 14:00:00,4453.038961551542,4048.947938262595,2681.7343767071507
2016-01-09 15:00:00,4569.916624584391,4155.219537692059,2752.121105754582
2016-01-09 16:00:00,4503.070803270866,4094.4396404745057,2711.864836159033
2016-01-09 17:00:00,4503.070803270866,4094.4396404745057,2711.864836159033
2016-01-09 18:00:00,4400.956634515852,4001.5918220256053,2650.3690623596985
2016-01-09 19:00:00,4088.2576237700723,3717.2686832011614,2462.0536907854294
2016-01-09 20:00:00,3521.5034823265732,3201.9446466695126,2120.7397976501634
2016-01-09 21:00:00,2930.1435170866853,2664.2476418369242,1764.6076457680701
2016-01-09 22:00:00,2826.388960078577,2569.908292167961,1702.1239880522799
2016-01-09 23:00:00,2810.8052716741972,2555.7387455773655,1692.7390908459554
2016-01-10 00:00:00,2836.2312895971327,2578.857479488337,1708.051291551011
2016-01-10 01:00:00,2936.910118630692,2670.4002081196822,1768.6826669234476
2016-01-10 02:00:00,3165.539231405475,2878.282371915915,1906.3689877793886
2016-01-10 03:00:00,4190.371792525087,3810.1165016500613,2523.5494645847643
2016-01-10 04:00:00,5569.528216312704,5064.121374917741,3354.1128673444587
2016-01-10 05:00:00,5023.483976564499,4567.627920039384,3025.27100865444
2016-01-10 06:00:00,4811.053697789005,4374.47462704127,2897.340041473494
2016-01-10 07:00:00,4613.181864759709,4194.558673621212,2778.1765440510876
2016-01-10 08:00:00,4434.994690767524,4032.5410948419053,2670.8676536261432
2016-01-10 09:00:00,4280.5931464451805,3892.1507187535076,2577.883079989799
2016-01-10 10:00:00,4146.286358223223,3770.031600110878,2497.0000843300318
2016-01-10 11:00:00,4085.3869443271597,3714.658503566052,2460.3248939316327
2016-01-10 12:00:00,4046.017626252937,3678.8617542845477,2436.615679936708
2016-01-10 13:00:00,4188.321307208721,3808.2520876249837,2522.314609689195
2016-01-10 14:00:00,4412.849449350773,4012.40542337106,2657.5312207539987
2016-01-10 15:00:00,4545.310800788002,4132.846569391119,2737.3028470077543
2016-01-10 16:00:00,4464.726727854827,4059.575098205541,2688.7730496118934
2016-01-10 17:00:00,4476.004397094839,4069.829375343472,2695.564751537523
2016-01-10 18:00:00,4399.931391857668,4000.6596150130663,2649.751634911914
2016-01-10 19:00:00,4092.973739997713,3721.5568354588413,2464.8938570452374
2016-01-10 20:00:00,3538.7275589840456,3217.60572448017,2131.112578772943
2016-01-10 21:00:00,2930.7586626815946,2664.8069660444476,1764.9781022367408
2016-01-10 22:00:00,2803.42352453528,2549.0268550870837,1688.2936132219072
2016-01-10 23:00:00,2785.994399346171,2533.179335873918,1677.797346609571
2016-01-11 00:00:00,2818.392067344751,2562.637077470156,1697.308053959561
2016-01-11 01:00:00,2910.66390658121,2646.5357085986802,1752.876524260165
2016-01-11 02:00:00,3145.0343782418176,2859.6382316651325,1894.0204388236991
2016-01-11 03:00:00,4170.687133487975,3792.2181270093092,2511.6948575873016
2016-01-11 04:00:00,5370.631140625224,4883.273214485144,3234.331942474268
2016-01-11 05:00:00,4851.858355584684,4411.576466140329,2921.9136538953167
2016-01-11 06:00:00,4621.998951620082,4202.575653929049,2783.486420102034
2016-01-11 07:00:00,4432.329059856247,4030.117356609304,2669.2623422619035
2016-01-11 08:00:00,4278.952758192088,3890.659187533445,2576.895196073344
2016-01-11 09:00:00,4155.513542146869,3778.42146322373,2502.5569313600918
2016-01-11 10:00:00,4016.4906376972694,3652.01419232342,2418.833769440515
2016-01-11 11:00:00,3974.4556887117715,3613.7937048093136,2393.5192440813507
2016-01-11 12:00:00,3943.288311903012,3585.4546116281235,2374.7494496687023
2016-01-11 13:00:00,4095.639370908989,3723.980573691443,2466.4991684094775
2016-01-11 14:00:00,4333.9057646706915,3940.625483405544,2609.989307274592
2016-01-11 15:00:00,4474.979154436656,4068.897168330933,2694.9473240897387
2016-01-11 16:00:00,4403.007119832217,4003.4562360506843,2651.6039172552673
2016-01-11 17:00:00,4417.975662641687,4017.066458433755,2660.6183579929207
2016-01-11 18:00:00,4344.568288315792,3950.320436335952,2616.4105527315514
2016-01-11 19:00:00,4067.3426735431412,3698.251660145362,2449.4581708506253
2016-01-11 20:00:00,3475.57261123998,3160.181772507759,2093.0790479894185
2016-01-11 21:00:00,2911.27905217612,2647.0950328062036,1753.2469807288355
2016-01-11 22:00:00,2786.814593472718,2533.9251014839488,1678.2912885677981
2016-01-11 23:00:00,2779.0227492705276,2526.8403281886517,1673.5988399646365
2016-01-12 00:00:00,2820.2375041294795,2564.315050092726,1698.4194233655728
2016-01-12 01:00:00,2939.7807980736043,2673.010387754792,1770.4114637772443
2016-01-12 02:00:00,3178.252240366943,2889.841738871401,1914.0250881319164
2016-01-12 03:00:00,4161.254901032693,3783.6418224939493,2506.0145250676846
2016-01-12 04:00:00,5520.1115201882885,5019.1889969133545,3324.3528643612467
2016-01-12 05:00:00,5032.506111956509,4575.831341749729,3030.7043701949437
2016-01-12 06:00:00,4826.227289130113,4388.2712908268495,2906.4779677007045
2016-01-12 07:00:00,4615.6424471393475,4196.795970451306,2779.6583699257703
2016-01-12 08:00:00,4442.991583501349,4039.8123095397114,2675.6835877188623
2016-01-12 09:00:00,4271.160913989898,3883.5744142381473,2572.2027474701817
2016-01-12 10:00:00,4131.112766882116,3756.2349363252983,2487.8621581028206
2016-01-12 11:00:00,4076.36480893515,3706.4550818557063,2454.8915323911287
2016-01-12 12:00:00,4035.9702482027446,3669.7261255616645,2430.5648909484203
2016-01-12 13:00:00,4180.939560069804,3801.540197134702,2517.869132065147
2016-01-12 14:00:00,4406.903041933312,4006.9986226983324,2653.950141556848
2016-01-12 15:00:00,4546.336043446185,4133.778776403658,2737.9202744555387
2016-01-12 16:00:00,4458.57527190573,4053.9818561303064,2685.0684849251866
2016-01-12 17:00:00,4456.319738057728,4051.93100070272,2683.710144540061
2016-01-12 18:00:00,4348.669258948525,3954.049264386108,2618.880262522689
2016-01-12 19:00:00,4041.3015100252956,3674.5736020268673,2433.7755136768997
2016-01-12 20:00:00,3505.0995997956466,3187.0293344688857,2110.8609584856117
2016-01-12 21:00:00,2892.414587265555,2629.9424237754833,1741.8863156896011
2016-01-12 22:00:00,2743.5493532974,2494.5859655547965,1652.235850271293
2016-01-12 23:00:00,2735.7575090952096,2487.501192259499,1647.5434016681309
2016-01-13 00:00:00,2774.5116815745228,2522.7386173334794,1670.8821591943847
2016-01-13 01:00:00,2892.004490202282,2629.569540970467,1741.639344710487
2016-01-13 02:00:00,3121.4537971036116,2838.1974703767314,1879.8196075246556
2016-01-13 03:00:00,4090.3081090864375,3719.1330972262394,2463.288545680998
2016-01-13 04:00:00,5435.836573685656,4942.561580482636,3273.6003281533617
2016-01-13 05:00:00,4953.3573787447895,4503.864960381706,2983.0389712259807
2016-01-13 06:00:00,4763.277389917683,4331.033780256946,2868.567922406737
2016-01-13 07:00:00,4536.493713927629,4124.829589083282,2731.9929709568078
2016-01-13 08:00:00,4370.199354770365,3973.625611649431,2631.8462389261636
2016-01-13 09:00:00,4196.113151410912,3815.336860920281,2527.0070582923577
2016-01-13 10:00:00,4060.576071999134,3692.099093862604,2445.3831496952484
2016-01-13 11:00:00,3999.6766581030706,3636.7259973177775,2408.707959296849
2016-01-13 12:00:00,3971.379960737223,3610.997083771697,2391.666961737997
2016-01-13 13:00:00,4121.270437363561,3747.285749004922,2481.934854604089
2016-01-13 14:00:00,4336.776444113603,3943.235663040654,2611.7181041283893
2016-01-13 15:00:00,4464.726727854827,4059.575098205541,2688.7730496118934
2016-01-13 16:00:00,4367.533723859089,3971.201873416828,2630.2409275619234
2016-01-13 17:00:00,4379.836635757283,3982.3883575672985,2637.650056935338
2016-01-13 18:00:00,4281.823437635,3893.2693671685547,2578.6239929271405
2016-01-13 19:00:00,3963.383068003397,3603.7258690738913,2386.8510276452785
2016-01-13 20:00:00,3426.976109242111,3115.9951601134017,2063.8129869644335
2016-01-13 21:00:00,2840.332260229864,2582.5863075384937,1710.5210013421488
2016-01-13 22:00:00,2307.206077974764,2097.838661018129,1389.4587284942143
2016-01-13 23:00:00,2354.9823858460863,2141.279507802454,1418.2308475609716
2016-01-14 00:00:00,2408.70510113487,2190.1271552595063,1450.5840458248788
2016-01-14 01:00:00,2556.5450924448414,2324.5514064676536,1539.6170837954023
2016-01-14 02:00:00,2903.8973050372033,2640.3831423159218,1748.8015031047873
2016-01-14 03:00:00,3863.319384564746,3512.742464650069,2326.590108741512
2016-01-14 04:00:00,4651.936037239021,4229.796098695192,2801.5153015773412
2016-01-14 05:00:00,4403.007119832217,4003.4562360506843,2651.6039172552673
2016-01-14 06:00:00,4340.467317683061,3946.5916082857952,2613.9408429404134
2016-01-14 07:00:00,4181.554705664715,3802.099521342225,2518.239588533818
2016-01-14 08:00:00,4025.102676026006,3659.844731228749,2424.0201600019045
2016-01-14 09:00:00,3870.7011317036636,3519.454355140351,2331.03558636556
2016-01-14 10:00:00,3787.65647639085,3443.945587124679,2281.0239630950173
2016-01-14 11:00:00,3714.6591991282285,3377.5724478318907,2237.0631288127615
2016-01-14 12:00:00,3755.6689054555436,3414.860728333457,2261.760226724141
2016-01-14 13:00:00,3810.6219119341467,3464.8270242055564,2294.8543379253892
2016-01-14 14:00:00,3967.689087167765,3607.6411385265556,2389.444222925973
2016-01-14 15:00:00,4056.065004303129,3687.997383007431,2442.666468924996
2016-01-14 16:00:00,4046.4277233162097,3679.2346370895634,2436.8626509158216
2016-01-14 17:00:00,4008.288696431807,3644.556536223107,2413.894349858239
2016-01-14 18:00:00,3870.9061802353,3519.640796542858,2331.159071855117
2016-01-14 19:00:00,3499.768337973096,3182.181858003682,2107.6503357571323
2016-01-14 20:00:00,2885.853034253184,2623.9762988952325,1737.9347800237801
2016-01-14 21:00:00,2402.758693717409,2184.720354586779,1447.0029666277287
2016-01-14 22:00:00,2047.8196854544944,1861.9902868457216,1233.2495842047388
2016-01-14 23:00:00,2098.671721300365,1908.227754667664,1263.8739856148493
2016-01-15 00:00:00,2148.9086115513264,1953.9058982820827,1294.1279305562891
2016-01-15 01:00:00,2285.675982152924,2078.262313754807,1376.4927520907402
2016-01-15 02:00:00,2616.8293607459955,2379.3651788049565,1575.9218177251303
2016-01-15 03:00:00,3491.5663967076325,3174.724201903369,2102.7109161748563
2016-01-15 04:00:00,4145.671212628314,3769.4722759033543,2496.6296278613604
2016-01-15 05:00:00,3944.7236516244675,3586.7597014456783,2375.6138480956
2016-01-15 06:00:00,3902.8937511706067,3548.725655334081,2350.422808225994
2016-01-15 07:00:00,3766.741526163919,3424.9285640688804,2268.4284431602136
2016-01-15 08:00:00,3623.4126025499527,3294.606023715906,2182.112085959942
2016-01-15 09:00:00,3486.030086353445,3169.6902840356574,2099.3768079568204
2016-01-15 10:00:00,3415.08329440719,3105.181558767948,2056.6508285701334
2016-01-15 11:00:00,3346.802133372209,3043.096571732839,2015.5301605476861
2016-01-15 12:00:00,3391.5027132689834,3083.740797479547,2042.4499972710903
2016-01-15 13:00:00,3429.846788685023,3118.605339748512,2065.54178381823
2016-01-15 14:00:00,3567.8444504764398,3244.080403636283,2148.6475182900226
2016-01-15 15:00:00,3642.8922130554265,3312.317956954149,2193.8432074678467
2016-01-15 16:00:00,3643.507358650336,3312.8772811616723,2194.2136639365176
2016-01-15 17:00:00,3603.317846449567,3276.334766270138,2170.0105079833656
2016-01-15 18:00:00,3474.5473685817965,3159.2495654952186,2092.4616205416337
2016-01-15 19:00:00,3131.296126622167,2847.146657697108,1885.746911023387
2016-01-15 20:00:00,2563.7217910521217,2331.0768555554273,1543.9390759298935
2016-01-15 21:00:00,2134.7602628684026,1941.0414415090424,1285.6074317768632
2016-01-15 22:00:00,1864.5062981713943,1695.3116730037198,1122.8535565408722
2016-01-15 23:00:00,1912.4876545743534,1738.9389611905522,1151.749161097186
2016-01-16 00:00:00,1962.1093992304054,1784.0577805974476,1181.6326495699554
