,RO_P2HT_OTH,RO_STUR_BIO_CHP,RO_COMC_GAS_CHP
2016-03-03 05:00:00,3290.823884235424,2992.1980688482013,1981.8186218986534
2016-03-03 06:00:00,3163.078649025836,2876.0450750858217,1904.887161904706
2016-03-03 07:00:00,3036.1536079427956,2760.6378469334736,1828.4496438689864
2016-03-03 08:00:00,2897.335752024833,2634.417017435671,1744.8499674389664
2016-03-03 09:00:00,2781.6883801818035,2529.2640664212536,1675.2041513288762
2016-03-03 10:00:00,2715.8678015264622,2469.4163762162398,1635.565309181112
2016-03-03 11:00:00,2685.1105217809754,2441.450165840064,1617.0424857475768
2016-03-03 12:00:00,2710.9466367671844,2464.9417825560513,1632.6016574317464
2016-03-03 13:00:00,2756.8775078537774,2506.704656717806,1660.2624070924915
2016-03-03 14:00:00,2876.625850329538,2615.5864357823793,1732.3779329937195
2016-03-03 15:00:00,2972.1784660721833,2702.4681293510293,1789.922171127234
2016-03-03 16:00:00,2990.632833919475,2719.2478555767343,1801.0358651873546
2016-03-03 17:00:00,2978.534970552917,2708.2478128287726,1793.7502213034982
2016-03-03 18:00:00,2889.5439078226427,2627.332244140373,1740.1575188358042
2016-03-03 19:00:00,2601.655769404889,2365.5685150193767,1566.7838914979197
2016-03-03 20:00:00,2028.1350264173825,1844.0919122049693,1221.3949772072763
2016-03-03 21:00:00,1614.3470895747707,1467.8531619441642,972.2012592814567
2016-03-03 22:00:00,1336.3012806755723,1215.0386201435433,804.7549354423032
2016-03-03 23:00:00,1401.301665204367,1274.1405447385264,843.8998356318399
2016-03-04 00:00:00,1432.2639934814902,1302.2931965172088,862.5461445549313
2016-03-04 01:00:00,1558.1637919063485,1416.7682176570179,938.3662351428666
2016-03-04 02:00:00,1875.1688218164966,1705.0066259341265,1129.2748019978308
2016-03-04 03:00:00,2658.0441156049474,2416.8399007090306,1600.7424011260669
2016-03-04 04:00:00,3175.7916579873045,2887.6044420413073,1912.5432622572337
2016-03-04 05:00:00,3046.61108305626,2770.146358461373,1834.747403836388
2016-03-04 06:00:00,2914.969925745578,2650.4509780513445,1755.4697195408596
2016-03-04 07:00:00,2781.4833316501667,2529.0776250187455,1675.0806658393192
2016-03-04 08:00:00,2646.561397833299,2406.3991821685922,1593.8272137108804
2016-03-04 09:00:00,2537.680627534277,2307.398797436933,1528.2564187561677
2016-03-04 10:00:00,2478.2165533596694,2253.3307907096614,1492.4456267846672
2016-03-04 11:00:00,2449.0996618672757,2226.8561115535495,1474.910687267588
2016-03-04 12:00:00,2471.8600488789352,2247.5511072319186,1488.6175766084034
2016-03-04 13:00:00,2517.3808229022557,2288.9410985886575,1516.0313552900348
2016-03-04 14:00:00,2630.362563834009,2391.6703113704734,1584.0718600358855
2016-03-04 15:00:00,2727.555567829747,2480.0435361591854,1642.6039820858548
2016-03-04 16:00:00,2752.776537221046,2502.9758286676492,1657.7926973013534
2016-03-04 17:00:00,2749.290712183224,2499.806324825016,1655.693443978886
2016-03-04 18:00:00,2669.3217848449594,2427.094177846962,1607.5341030516963
2016-03-04 19:00:00,2400.0930628061333,2182.296616354178,1445.3976552634892
2016-03-04 20:00:00,1855.0740657161118,1686.735368488359,1117.1732240212548
2016-03-04 21:00:00,1459.9455452524282,1327.4627858557662,879.2166856451125
2016-03-04 22:00:00,1186.0007069859612,1078.3770721053022,714.2400715970971
2016-03-04 23:00:00,1249.3607032616635,1135.9874654802222,752.3970878701784
2016-03-05 00:00:00,1274.7867211845992,1159.1061993911937,767.7092885752339
2016-03-05 01:00:00,1396.995646039999,1270.2252752858617,841.3066403511449
2016-03-05 02:00:00,1706.2088317479568,1551.3789102676728,1027.5227586029469
2016-03-05 03:00:00,2426.7493719188888,2206.5339986801955,1461.4507689058858
2016-03-05 04:00:00,2904.10235356884,2640.569583718429,1748.9249885943439
2016-03-05 05:00:00,2787.4297390676275,2534.484425691473,1678.6617450364693
2016-03-05 06:00:00,2655.788581756945,2414.7890452814445,1599.3840607409409
2016-03-05 07:00:00,2519.0212111553483,2290.4326298087203,1517.01923920649
2016-03-05 08:00:00,2387.790150907939,2171.1101322037075,1437.9885258900754
2016-03-05 09:00:00,2286.701224811106,2079.194520767346,1377.1101795385248
2016-03-05 10:00:00,2233.1835580539596,2030.5333147128022,1344.8804667641743
2016-03-05 11:00:00,2204.271715093202,2004.2450769591974,1327.4690127366516
2016-03-05 12:00:00,2225.5967623834067,2023.6349828200123,1340.3115036505692
2016-03-05 13:00:00,2269.6821966852704,2063.719884359196,1366.860883905302
2016-03-05 14:00:00,2373.231705161742,2157.8727926256515,1429.2210561315355
2016-03-05 15:00:00,2471.4499518156617,2247.178224426903,1488.3706056292895
2016-03-05 16:00:00,2500.3617947764196,2273.4664621805077,1505.7820596568124
2016-03-05 17:00:00,2504.6678139407877,2277.381731633172,1508.3752549375072
2016-03-05 18:00:00,2433.515973462896,2212.6865649629544,1465.5257900612637
2016-03-05 19:00:00,2184.997153119364,1986.719585123461,1315.8613767183033
2016-03-05 20:00:00,1677.2969887871998,1525.0906725140687,1010.1113045754244
2016-03-05 21:00:00,1306.9793406515416,1188.3774995849233,787.0965104356668
2016-03-05 22:00:00,1007.1983873988661,915.8001691184725,606.5607247034823
2016-03-05 23:00:00,1069.3280924847488,972.2919140783456,643.9768280392223
2016-03-06 00:00:00,1088.8077029902238,990.0038473165897,655.7079495471274
2016-03-06 01:00:00,1206.3005116179822,1096.8347709535776,726.4651350632299
2016-03-06 02:00:00,1522.2802988699475,1384.1409722181472,916.7562744704095
2016-03-06 03:00:00,2192.7889973215542,1993.804358418759,1320.5538253214654
2016-03-06 04:00:00,2663.990523022408,2422.2467013817572,1604.3234803232165
2016-03-06 05:00:00,2562.4914998623026,2329.9582071403806,1543.1981629925522
2016-03-06 06:00:00,2415.88179974215,2196.6526043472804,1454.9060379593702
2016-03-06 07:00:00,2261.4802554198077,2056.262228258883,1361.9214643230264
2016-03-06 08:00:00,2129.0189039825786,1935.8210822388232,1282.1498380692701
2016-03-06 09:00:00,2030.5956087970214,1846.3292090350637,1222.8768030819592
2016-03-06 10:00:00,1979.7435729511508,1800.0917412131214,1192.2524016718487
2016-03-06 11:00:00,1943.6550313831133,1767.2780543717429,1170.5189555098348
2016-03-06 12:00:00,1961.699302167132,1783.6848977924321,1181.3856785908417
2016-03-06 13:00:00,2004.5544452791767,1822.6511509165691,1207.1941459082334
2016-03-06 14:00:00,2097.646478642183,1907.2955476551251,1263.2565581670651
2016-03-06 15:00:00,2200.580841523744,2000.8891317140565,1325.2462739246275
2016-03-06 16:00:00,2250.4076347114324,2046.1943925234598,1355.2532478869537
2016-03-06 17:00:00,2272.552876128183,2066.330063994306,1368.5896807590989
2016-03-06 18:00:00,2208.7827827892074,2008.3467878143701,1330.1856935069036
2016-03-06 19:00:00,1982.6142523940625,1802.7019208482309,1193.9811985256454
2016-03-06 20:00:00,1502.3905913011995,1366.0561561748875,904.7781819833905
2016-03-06 21:00:00,1139.8647873677314,1036.42775654104,686.455836446795
2016-03-06 22:00:00,990.1793592730302,900.3255327103221,596.3114290702596
2016-03-06 23:00:00,1042.6717833719938,948.0545317523273,627.9237143968254
2016-03-07 00:00:00,1057.6403261814642,961.6647541353993,636.9381551344791
2016-03-07 01:00:00,1184.770415796142,1077.258423690255,713.4991586597556
2016-03-07 02:00:00,1504.2360280859289,1367.7341287974582,905.8895513894026
2016-03-07 03:00:00,2170.2336588415305,1973.2958041428976,1306.9704214702067
2016-03-07 04:00:00,2613.1384871765367,2376.0092335598156,1573.6990789131062
2016-03-07 05:00:00,2490.9295623211374,2264.8901576651474,1500.101727137195
2016-03-07 06:00:00,2336.9381150620675,2124.872664381765,1407.3641244799646
2016-03-07 07:00:00,2186.2274443091837,1987.8382335385081,1316.6022896556447
2016-03-07 08:00:00,2053.3559958086817,1867.0242047134327,1236.583692422775
2016-03-07 09:00:00,1974.0022140653266,1794.871381942902,1188.7948079642554
2016-03-07 10:00:00,1923.765323814365,1749.193238328483,1158.5408630228153
2016-03-07 11:00:00,1862.2507643233919,1693.2608175761331,1121.495216155746
2016-03-07 12:00:00,1875.5789188797694,1705.3795087391425,1129.5217729769445
2016-03-07 13:00:00,1930.7369738900088,1755.5322460137495,1162.73936966775
2016-03-07 14:00:00,2035.5167735562995,1850.8038026952515,1225.840454831325
2016-03-07 15:00:00,2150.3439512727823,1955.2109880996375,1294.9923289831875
2016-03-07 16:00:00,2208.3726857259344,2007.9739050093547,1329.9387225277899
2016-03-07 17:00:00,2218.009966712853,2016.7366509272224,1335.742540536964
2016-03-07 18:00:00,2162.0317175760674,1965.838148042584,1302.0310018879306
2016-03-07 19:00:00,1942.2196916616572,1765.972964554188,1169.6545570829362
2016-03-07 20:00:00,1485.1665146437272,1350.3950783642297,894.405400860611
2016-03-07 21:00:00,1120.7952739255297,1019.0887061078115,674.9716859180035
2016-03-07 22:00:00,1193.9975997197876,1085.6482868031076,719.0560056898161
2016-03-07 23:00:00,1265.14944019768,1150.3434534733256,761.9054705660596
2016-03-08 00:00:00,1264.9443916660434,1150.1570120708177,761.7819850765028
2016-03-08 01:00:00,1401.5067137360036,1274.3269861410338,844.0233211213965
2016-03-08 02:00:00,1745.988246885453,1587.5485423541925,1051.478943576985
2016-03-08 03:00:00,2489.699271131318,2263.7715092501003,1499.3608141998534
2016-03-08 04:00:00,2839.512066103318,2581.8405419284622,1710.0270593839211
2016-03-08 05:00:00,2684.495376186066,2440.890841632541,1616.6720292789066
2016-03-08 06:00:00,2544.2421805466474,2313.3649223171838,1532.2079544219885
2016-03-08 07:00:00,2423.05849834943,2203.1780534350546,1459.2280300938617
2016-03-08 08:00:00,2299.8243308358474,2091.1267705278474,1385.013250870166
2016-03-08 09:00:00,2223.341228535404,2021.584127392426,1338.9531632654432
2016-03-08 10:00:00,2170.0286103098942,1973.1093627403898,1306.84693598065
2016-03-08 11:00:00,2139.476379096044,1945.3295937667226,1288.447598036672
2016-03-08 12:00:00,2177.205308917174,1979.6348118281635,1311.1689281151412
2016-03-08 13:00:00,2221.4957917506745,2019.9061547698557,1337.8417938594312
2016-03-08 14:00:00,2328.121028201695,2116.8556840739284,1402.0542484290181
2016-03-08 15:00:00,2449.714807462185,2227.415435761073,1475.2811437362584
2016-03-08 16:00:00,2491.749756447683,2265.6359232751784,1500.5956690954224
2016-03-08 17:00:00,2496.4658726753246,2269.9240755328588,1503.4358353552311
2016-03-08 18:00:00,2436.3866529058078,2215.296744598064,1467.2545869150601
2016-03-08 19:00:00,2196.8899679542856,1997.5331864689156,1323.0235351126034
2016-03-08 20:00:00,1701.4927155203159,1547.0907580099927,1024.6825923431381
2016-03-08 21:00:00,1332.6104071061138,1211.6826748984024,802.532196630279
2016-03-08 22:00:00,1209.376239592531,1099.631391991195,728.3174174065833
2016-03-08 23:00:00,1273.351381463143,1157.8011095736388,766.8448901483356
2016-03-09 00:00:00,1299.8026420442616,1181.852050497149,782.7745183011754
2016-03-09 01:00:00,1428.7781684436684,1299.1236926745755,860.446891232464
2016-03-09 02:00:00,1746.1932954170893,1587.7349837567,1051.602429066542
2016-03-09 03:00:00,2481.9074269291277,2256.6867359548028,1494.6683655966915
2016-03-09 04:00:00,2966.437107186359,2697.24777008081,1786.4645774196408
2016-03-09 05:00:00,2840.9474058247743,2583.145631746017,1710.8914578108195
2016-03-09 06:00:00,2700.0790645904453,2455.0603882231358,1626.0569264852304
2016-03-09 07:00:00,2564.5419851786683,2331.8226211654587,1544.4330178881212
2016-03-09 08:00:00,2435.361410247625,2214.3645375855244,1466.6371594672755
2016-03-09 09:00:00,2328.941222328241,2117.60144968396,1402.5481903872455
2016-03-09 10:00:00,2275.4235555710948,2068.9402436294154,1370.3184776128953
2016-03-09 11:00:00,2245.0763728888815,2041.346916058256,1352.0426251584743
2016-03-09 12:00:00,2266.606468710722,2060.923263321579,1365.0086015619488
2016-03-09 13:00:00,2312.3322912656786,2102.4996960808253,1392.545865733137
2016-03-09 14:00:00,2420.802964501428,2201.1271980074685,1457.869689708736
2016-03-09 15:00:00,2528.0433465473575,2298.636051519065,1522.4526007469935
2016-03-09 16:00:00,2570.488392596129,2337.229421838186,1548.0140970852713
2016-03-09 17:00:00,2574.384314697224,2340.7718084858348,1550.3603213868523
2016-03-09 18:00:00,2491.5447079160467,2265.449481872671,1500.472183605866
2016-03-09 19:00:00,2240.7703537245134,2037.4316466055916,1349.4494298777795
2016-03-09 20:00:00,1722.20261721561,1565.921339663284,1037.154626788385
2016-03-09 21:00:00,1339.3770086501208,1217.8352411811609,806.6072177856568
2016-03-09 22:00:00,1296.111768474803,1178.4961052520082,780.5517794891512
2016-03-09 23:00:00,1360.7020559403247,1237.2251470419753,819.4497086995741
2016-03-10 00:00:00,1389.6138989010822,1263.51338479558,836.8611627270967
2016-03-10 01:00:00,1513.4632120095746,1376.1239919103105,911.446398419463
2016-03-10 02:00:00,1825.5470771604446,1659.887806527231,1099.3913135250614
2016-03-10 03:00:00,2590.9932457597865,2355.873562088969,1560.3626460409607
2016-03-10 04:00:00,3095.8227306490394,2814.8922950632523,1864.3839213300434
2016-03-10 05:00:00,2971.1532234140004,2701.5359223384908,1789.3047436794498
2016-03-10 06:00:00,2839.512066103318,2581.8405419284622,1710.0270593839211
2016-03-10 07:00:00,2708.2810058559085,2462.5180443234494,1630.9963460675067
2016-03-10 08:00:00,2574.5893632288607,2340.958249888343,1550.4838068764093
2016-03-10 09:00:00,2468.3742238411132,2244.381603389286,1486.5183232859363
2016-03-10 10:00:00,2409.935392324689,2191.2458036745534,1451.3249587622204
2016-03-10 11:00:00,2381.4336464272046,2165.3304487259647,1434.1604757138114
2016-03-10 12:00:00,2404.194033438865,2186.0254444043344,1447.8673650546273
2016-03-10 13:00:00,2448.8946133356385,2226.6696701510414,1474.7872017780307
2016-03-10 14:00:00,2558.3905292295713,2326.229379090224,1540.7284532014141
2016-03-10 15:00:00,2655.378484693672,2414.416162476429,1599.1370897618272
2016-03-10 16:00:00,2680.1893570216976,2436.9755721798765,1614.0788339982116
2016-03-10 17:00:00,2678.138871705332,2435.111158154798,1612.8439791026426
2016-03-10 18:00:00,2600.630526746706,2364.636308006837,1566.1664640501351
2016-03-10 19:00:00,2338.168406251887,2125.991312796812,1408.105037417306
2016-03-10 20:00:00,1804.8371754651507,1641.0572248739404,1086.9192790798147
2016-03-10 21:00:00,1418.1156447985663,1289.4287397441685,854.0256457755055
2016-03-10 22:00:00,1343.4779792828524,1221.5640692313175,809.0769275767946
2016-03-10 23:00:00,1409.7086550014667,1281.7846422413475,848.9627407036727
2016-03-11 00:00:00,1440.8760318102266,1310.123735422538,867.7325351163212
2016-03-11 01:00:00,1568.6212670198138,1426.2767291849175,944.6639951102686
2016-03-11 02:00:00,1890.957558752513,1719.3626139272299,1138.7831846937117
2016-03-11 03:00:00,2681.82974527479,2438.467103399939,1615.0667179146667
2016-03-11 04:00:00,3204.9085494796977,2914.0791211974188,1930.0782017743127
2016-03-11 05:00:00,3074.9077804221083,2795.8752720074535,1851.7884013952398
2016-03-11 06:00:00,2940.3959436685136,2673.5697119623155,1770.781920245915
2016-03-11 07:00:00,2803.8336215985537,2549.399737892099,1688.540584201021
2016-03-11 08:00:00,2666.6561539336835,2424.670439614359,1605.9287916874562
2016-03-11 09:00:00,2556.5450924448414,2324.5514064676536,1539.6170837954023
2016-03-11 10:00:00,2496.670921206961,2270.1105169353664,1503.559320844788
2016-03-11 11:00:00,2467.3489811829304,2243.4493963767463,1485.9008958381514
2016-03-11 12:00:00,2490.3144167262276,2264.3308334576236,1499.7312706685243
2016-03-11 13:00:00,2536.860433407731,2306.6530318269015,1527.76247679794
2016-03-11 14:00:00,2650.867416997667,2410.3144516212565,1596.4204089915752
2016-03-11 15:00:00,2749.905857778134,2500.3656490325393,1656.0639004475568
2016-03-11 16:00:00,2776.3571183592526,2524.41658995605,1671.9935286003968
2016-03-11 17:00:00,2773.691487447976,2521.992851723448,1670.3882172361568
2016-03-11 18:00:00,2693.312463046439,2448.9078219403777,1621.9819053298531
2016-03-11 19:00:00,2421.213061564701,2201.5000808124846,1458.1166606878498
2016-03-11 20:00:00,1869.2224143990356,1699.5998252613995,1125.6937228006805
2016-03-11 21:00:00,1469.3777777077107,1336.0390903711266,884.8970181647298
2016-03-11 22:00:00,1349.0142896370398,1226.5979870990288,812.4110357948308
2016-03-11 23:00:00,1416.0651594822004,1287.5643257190902,852.7907908799365
2016-03-12 00:00:00,1446.412342164414,1315.157653290249,871.0666433343572
2016-03-12 01:00:00,1574.5676744372745,1431.6835298576445,948.2450743074185
2016-03-12 02:00:00,1898.134257359793,1725.8880630150038,1143.1051768282032
2016-03-12 03:00:00,2692.4922689198925,2448.1620563303463,1621.4879633716255
2016-03-12 04:00:00,3216.8013643146196,2924.892722542874,1937.2403601686133
2016-03-12 05:00:00,3087.4157408519395,2807.2481975604314,1859.3210162582109
2016-03-12 06:00:00,2951.4685643768894,2683.6375476977387,1777.4501366819875
2016-03-12 07:00:00,2815.3163393702016,2559.840456432538,1695.4557716162074
2016-03-12 08:00:00,2676.7035319838756,2433.8060683372437,1611.9795806757445
2016-03-12 09:00:00,2566.1823734317604,2333.314152385522,1545.4209018045765
2016-03-12 10:00:00,2505.488008067334,2278.1274972432034,1508.8691968957346
2016-03-12 11:00:00,2476.1660680433038,2251.4663766845833,1491.2107718890982
2016-03-12 12:00:00,2499.951697713146,2273.093579375492,1505.5350886776985
2016-03-12 13:00:00,2546.4977143946494,2315.41577774477,1533.5662948071142
2016-03-12 14:00:00,2660.094600921313,2418.704314734109,1601.9772560216356
2016-03-12 15:00:00,2760.3633328915994,2509.8741605604387,1662.3616604149586
2016-03-12 16:00:00,2785.7893508145344,2532.99289447141,1677.6738611200142
2016-03-12 17:00:00,2783.533816966532,2530.9420390438236,1676.315520734888
2016-03-12 18:00:00,2702.7446955017213,2457.484126455738,1627.6622378494706
2016-03-12 19:00:00,2430.0301484250735,2209.517061120321,1463.4265367387964
2016-03-12 20:00:00,1876.194064474679,1705.938832946666,1129.8922294456152
2016-03-12 21:00:00,1475.1191365935347,1341.2594496413458,888.354611872323
2016-03-12 22:00:00,1421.601469836388,1292.5982435868016,856.1248990979727
2016-03-12 23:00:00,1488.2422426182757,1353.1916994018472,896.2576832039647
2016-03-13 00:00:00,1523.1004929964938,1384.8867378281786,917.2502164286371
2016-03-13 01:00:00,1643.0538840038912,1493.954958295261,989.4892278194226
2016-03-13 02:00:00,1967.6457095845926,1789.0916984651592,1184.9667577879916
2016-03-13 03:00:00,2794.401389143271,2540.823433376739,1682.8602516814037
2016-03-13 04:00:00,3365.6665982827744,3060.2491807635597,2026.890825586921
2016-03-13 05:00:00,3230.7446644659067,2937.5707379134064,1945.6373734584824
2016-03-13 06:00:00,3090.2864202948513,2809.8583771955414,1861.0498131120073
2016-03-13 07:00:00,2955.774583541257,2687.5528171504034,1780.0433319626825
2016-03-13 08:00:00,2819.212261471297,2563.3828430801873,1697.8019959177886
2016-03-13 09:00:00,2705.8204234762698,2460.280747493355,1629.5145201928237
2016-03-13 10:00:00,2636.30897125147,2397.0771120432,1587.6529392330353
2016-03-13 11:00:00,2603.9113032528912,2367.619370446963,1568.1422318830455
2016-03-13 12:00:00,2628.7221755809164,2390.1787801504106,1583.0839761194302
2016-03-13 13:00:00,2675.063143730783,2432.314537117181,1610.9916967592894
2016-03-13 14:00:00,2792.5559523585416,2539.145460754168,1681.7488822753912
2016-03-13 15:00:00,2892.414587265555,2629.9424237754833,1741.8863156896011
2016-03-13 16:00:00,2921.736527289586,2656.603544334103,1759.544740696237
2016-03-13 17:00:00,2916.4052654670345,2651.7560678688997,1756.3341179677582
2016-03-13 18:00:00,2826.1839115469406,2569.721850765453,1702.0005025627229
2016-03-13 19:00:00,2546.0876173313764,2315.0428949397538,1533.3193238280003
2016-03-13 20:00:00,1973.5921170020533,1794.498499137886,1188.5478369851417
2016-03-13 21:00:00,1554.2678698052534,1413.225831009369,936.0200108412855
2016-03-13 22:00:00,1434.9296243927656,1304.716934749811,864.1514559191712
2016-03-13 23:00:00,1476.3494277833543,1342.378098056393,889.0955248096644
2016-03-14 00:00:00,1516.74398851576,1379.1070543504359,913.4221662523734
2016-03-14 01:00:00,1641.6185442824353,1492.6498684777057,988.6248293925241
2016-03-14 02:00:00,1963.7497874834976,1785.5493118175104,1182.6205334864107
2016-03-14 03:00:00,2803.013427472007,2548.6539722820676,1688.046642242793
2016-03-14 04:00:00,3364.4363070929553,3059.130532348513,2026.1499126495798
2016-03-14 05:00:00,3192.6056375815033,2902.8926370469494,1922.6690724008993
2016-03-14 06:00:00,3052.147393410448,2775.180276329085,1838.0815120544246
2016-03-14 07:00:00,2917.0204110619443,2652.315392076423,1756.7045744364289
2016-03-14 08:00:00,2782.508574308349,2530.0098320312845,1675.6980932871036
2016-03-14 09:00:00,2690.0316865402533,2445.924759500252,1620.0061374969425
2016-03-14 10:00:00,2610.8829533285343,2373.9583781322294,1572.3407385279802
2016-03-14 11:00:00,2564.1318881153948,2331.449738360443,1544.1860469090072
2016-03-14 12:00:00,2582.3812074310504,2348.0430231836403,1555.1762554795714
2016-03-14 13:00:00,2632.2080006187384,2393.3482839930434,1585.1832294418973
2016-03-14 14:00:00,2761.1835270181455,2510.6199261704705,1662.8556023731865
2016-03-14 15:00:00,2878.266238582631,2617.077967002442,1733.3658169101745
2016-03-14 16:00:00,2912.919440429212,2648.586564026266,1754.2348646452906
2016-03-14 17:00:00,2899.3862373411985,2636.2814314607494,1746.0848223345356
2016-03-14 18:00:00,2808.754786357831,2553.8743315522875,1691.5042359503866
2016-03-14 19:00:00,2549.3683938375616,2318.0259573798794,1535.2950916609107
2016-03-14 20:00:00,1982.409203862426,1802.5154794457226,1193.8577130360882
2016-03-14 21:00:00,1563.9051507921727,1421.988576927237,941.8238288504597
2016-03-14 22:00:00,1434.724575861129,1304.5304933473028,864.0279704296141
2016-03-14 23:00:00,1498.2896206684682,1362.327328124731,902.3084721922526
2016-03-15 00:00:00,1510.3874840350259,1373.3273708726929,909.5941160761095
2016-03-15 01:00:00,1655.7668929653591,1505.514325250746,997.1453281719499
2016-03-15 02:00:00,2024.4441528479244,1840.7359669598284,1219.1722383952522
2016-03-15 03:00:00,2862.887598709888,2603.0948618143548,1724.1044051934075
2016-03-15 04:00:00,3264.7827207175787,2968.520010729707,1966.1359647249276
2016-03-15 05:00:00,3087.4157408519395,2807.2481975604314,1859.3210162582109
2016-03-15 06:00:00,2956.1846806045305,2687.9256999554186,1780.290302941796
2016-03-15 07:00:00,2834.59090134404,2577.365948268274,1707.0634076345557
2016-03-15 08:00:00,2704.59013228645,2459.1620990783085,1628.7736072554826
2016-03-15 09:00:00,2620.3151857838175,2382.5346826475893,1578.0210710475974
2016-03-15 10:00:00,2555.929946849932,2323.99208226013,1539.2466273267314
2016-03-15 11:00:00,2527.018103889174,2297.7038445065255,1521.835173299209
2016-03-15 12:00:00,2569.873247001219,2336.6700976306624,1547.6436406166006
2016-03-15 13:00:00,2620.3151857838175,2382.5346826475893,1578.0210710475974
2016-03-15 14:00:00,2730.6312958042954,2482.840157196803,1644.4562644292084
2016-03-15 15:00:00,2861.2472104567955,2601.6033305942924,1723.1165212769524
2016-03-15 16:00:00,2899.3862373411985,2636.2814314607494,1746.0848223345356
2016-03-15 17:00:00,2891.3893446073716,2629.0102167629434,1741.2688882418163
2016-03-15 18:00:00,2814.4961452436555,2559.0946908225064,1694.9618296579797
2016-03-15 19:00:00,2546.702762926286,2315.6022191472775,1533.6897802966712
2016-03-15 20:00:00,1981.1789126726067,1801.396831030676,1193.1168000987468
2016-03-15 21:00:00,1583.1797127660109,1439.5140687629732,953.4314648688081
2016-03-15 22:00:00,1392.074481280721,1265.7506816256737,838.3429886017793
2016-03-15 23:00:00,1456.049623151333,1323.9203992081173,876.8704613435314
2016-03-16 00:00:00,1488.4472911499122,1353.378140804355,896.3811686935214
2016-03-16 01:00:00,1623.36922496678,1476.0565836545084,977.6346208219601
2016-03-16 02:00:00,1951.2418270536664,1774.1763862645325,1175.0879186234397
2016-03-16 03:00:00,2766.719837372333,2515.6538440381814,1666.1897105912224
2016-03-16 04:00:00,3301.2813593488895,3001.7065803761,1988.1163818660548
2016-03-16 05:00:00,3158.9776783931047,2872.316247035665,1902.417452113568
2016-03-16 06:00:00,3019.3396283485963,2745.3496519278315,1818.3238337253208
2016-03-16 07:00:00,2886.8782769113673,2624.9085059077715,1738.5522074715645
2016-03-16 08:00:00,2751.9563430944995,2502.230063057618,1657.298755343126
2016-03-16 09:00:00,2637.949359504563,2398.568643263263,1588.6408231494906
2016-03-16 10:00:00,2573.359072039041,2339.8396014732957,1549.742893939068
2016-03-16 11:00:00,2546.292665863013,2315.229336342262,1533.4428093175572
2016-03-16 12:00:00,2570.078295532856,2336.8565390331705,1547.7671261061573
2016-03-16 13:00:00,2617.034409277632,2379.5516202074637,1576.0453032146868
2016-03-16 14:00:00,2732.886829652298,2484.891012624389,1645.8146048143342
2016-03-16 15:00:00,2845.0483764575056,2586.8744597961736,1713.3611676019575
2016-03-16 16:00:00,2880.72682096227,2619.315263832536,1734.8476427848575
2016-03-16 17:00:00,2876.0107047346287,2615.027111574856,1732.0074765250488
2016-03-16 18:00:00,2778.407603675618,2526.281003981128,1673.2283834959655
2016-03-16 19:00:00,2504.8728624724245,2277.5681730356796,1508.498740427064
2016-03-16 20:00:00,1938.1187210289254,1762.244136504031,1167.1848472917984
2016-03-16 21:00:00,1525.1509783128595,1386.751151853257,918.4850713242062
2016-03-16 22:00:00,1377.7210840661608,1252.6997834501256,829.6990043327967
2016-03-16 23:00:00,1444.1568083164118,1313.1067978626634,869.7083029492316
2016-03-17 00:00:00,1475.529233656808,1341.6323324463615,888.6015828514369
2016-03-17 01:00:00,1602.6593232714856,1457.2260020012177,965.1625863767135
2016-03-17 02:00:00,1922.9451296878187,1748.4474727184515,1158.0469210645879
2016-03-17 03:00:00,2726.120228108291,2478.738446341631,1641.7395836589567
2016-03-17 04:00:00,3255.350488262296,2959.9437062143456,1960.4556322053097
2016-03-17 05:00:00,3124.1194280148866,2840.6212086093337,1881.4249188888955
2016-03-17 06:00:00,2989.8126397929286,2718.502089966703,1800.5419232291272
2016-03-17 07:00:00,2858.1714824822466,2598.806709556675,1721.2642389335988
2016-03-17 08:00:00,2720.378869222467,2473.518087071411,1638.2819899513634
2016-03-17 09:00:00,2609.242565075442,2372.4668469121666,1571.3528546115251
2016-03-17 10:00:00,2547.317908521196,2316.1615433548013,1534.0602367653419
2016-03-17 11:00:00,2518.611114092075,2290.0597470037046,1516.7722682273761
2016-03-17 12:00:00,2542.396743761918,2311.686949694613,1531.0965850159762
2016-03-17 13:00:00,2588.532663380148,2353.6362652588755,1558.8808201662782
2016-03-17 14:00:00,2703.1547925649948,2457.8570092607533,1627.909208828584
2016-03-17 15:00:00,2801.7831362821876,2547.535323867021,1687.3057293054521
2016-03-17 16:00:00,2824.953620357121,2568.6032023504063,1701.2595896253818
2016-03-17 17:00:00,2819.8274070662064,2563.94216728771,1698.172452386459
2016-03-17 18:00:00,2737.602945879939,2489.1791648820695,1648.654771074143
2016-03-17 19:00:00,2462.6328649552897,2239.1612441190664,1483.060729578343
2016-03-17 20:00:00,1905.3109559670734,1732.4135121027782,1147.4271689626946
2016-03-17 21:00:00,1502.595639832836,1366.2425975773954,904.9016674729473
2016-03-17 22:00:00,1405.4026358370986,1277.8693727886828,846.3695454229777
2016-03-17 23:00:00,1471.4282630240764,1337.9035043962049,886.1318730602989
2016-03-18 00:00:00,1504.8511736808384,1368.2934530049815,906.2600078580732
2016-03-18 01:00:00,1632.1863118271526,1484.0735639623454,982.9444968729067
2016-03-18 02:00:00,1952.882215306759,1775.6679174845954,1176.075802539895
