,HE Piva,HE Perucica,HE Pljevlja
2014-12-31 23:00:00+00:00,0.528087456,0.95878661,4.192973893
2015-01-01 00:00:00+00:00,0.528087456,0.95878661,4.192973893
2015-01-01 01:00:00+00:00,0.530019583,0.963245844,4.181158379
2015-01-01 02:00:00+00:00,0.531951709,0.967705079,4.169342865
2015-01-01 03:00:00+00:00,0.533883836,0.972164313,4.157527352
2015-01-01 04:00:00+00:00,0.535815963,0.976623547,4.145711838
2015-01-01 05:00:00+00:00,0.537748089,0.981082782,4.133896324
2015-01-01 06:00:00+00:00,0.539680216,0.985542016,4.122080811
2015-01-01 07:00:00+00:00,0.541612343,0.990001251,4.110265297
2015-01-01 08:00:00+00:00,0.54354447,0.994460485,4.098449783
2015-01-01 09:00:00+00:00,0.545476596,0.998919719,4.08663427
2015-01-01 10:00:00+00:00,0.547408723,1.003378954,4.074818756
2015-01-01 11:00:00+00:00,0.54934085,1.007838188,4.063003242
2015-01-01 12:00:00+00:00,0.551272976,1.012297422,4.051187729
2015-01-01 13:00:00+00:00,0.553205103,1.016756657,4.039372215
2015-01-01 14:00:00+00:00,0.55513723,1.021215891,4.027556701
2015-01-01 15:00:00+00:00,0.557069356,1.025675126,4.015741187
2015-01-01 16:00:00+00:00,0.559001483,1.03013436,4.003925674
2015-01-01 17:00:00+00:00,0.56093361,1.034593594,3.99211016
2015-01-01 18:00:00+00:00,0.562865736,1.039052829,3.980294646
2015-01-01 19:00:00+00:00,0.564797863,1.043512063,3.968479133
2015-01-01 20:00:00+00:00,0.56672999,1.047971297,3.956663619
2015-01-01 21:00:00+00:00,0.568662116,1.052430532,3.944848105
2015-01-01 22:00:00+00:00,0.570594243,1.056889766,3.933032592
2015-01-01 23:00:00+00:00,0.57252637,1.061349001,3.921217078
2015-01-02 00:00:00+00:00,0.574458497,1.054839997,8.547609958
2015-01-02 01:00:00+00:00,0.574303478,1.048330993,8.575082844
2015-01-02 02:00:00+00:00,0.57414846,1.041821988,8.60255573
2015-01-02 03:00:00+00:00,0.573993442,1.035312984,8.630028616
2015-01-02 04:00:00+00:00,0.573838424,1.02880398,8.657501502
2015-01-02 05:00:00+00:00,0.573683406,1.022294976,8.684974388
2015-01-02 06:00:00+00:00,0.573528388,1.015785972,8.712447274
2015-01-02 07:00:00+00:00,0.57337337,1.009276968,8.73992016
2015-01-02 08:00:00+00:00,0.573218352,1.002767964,8.767393046
2015-01-02 09:00:00+00:00,0.573063333,0.99625896,8.794865932
2015-01-02 10:00:00+00:00,0.572908315,0.989749956,8.822338818
2015-01-02 11:00:00+00:00,0.572753297,0.983240952,8.849811704
2015-01-02 12:00:00+00:00,0.572598279,0.976731948,8.87728459
2015-01-02 13:00:00+00:00,0.572443261,0.970222944,8.904757476
2015-01-02 14:00:00+00:00,0.572288243,0.96371394,8.932230362
2015-01-02 15:00:00+00:00,0.572133225,0.957204936,8.959703248
2015-01-02 16:00:00+00:00,0.571978207,0.950695932,8.987176134
2015-01-02 17:00:00+00:00,0.571823188,0.944186928,9.01464902
2015-01-02 18:00:00+00:00,0.57166817,0.937677924,9.042121906
2015-01-02 19:00:00+00:00,0.571513152,0.93116892,9.069594792
2015-01-02 20:00:00+00:00,0.571358134,0.924659916,9.097067678
2015-01-02 21:00:00+00:00,0.571203116,0.918150912,9.124540564
2015-01-02 22:00:00+00:00,0.571048098,0.911641908,9.15201345
2015-01-02 23:00:00+00:00,0.57089308,0.905132904,9.179486336
2015-01-03 00:00:00+00:00,0.570738061,0.896740927,9.206959222
2015-01-03 01:00:00+00:00,0.569008649,0.88834895,9.192989307
2015-01-03 02:00:00+00:00,0.567279237,0.879956974,9.179019392
2015-01-03 03:00:00+00:00,0.565549824,0.871564997,9.165049477
2015-01-03 04:00:00+00:00,0.563820412,0.86317302,9.151079562
2015-01-03 05:00:00+00:00,0.562091,0.854781044,9.137109647
2015-01-03 06:00:00+00:00,0.560361587,0.846389067,9.123139732
2015-01-03 07:00:00+00:00,0.558632175,0.83799709,9.109169817
2015-01-03 08:00:00+00:00,0.556902763,0.829605114,9.095199902
2015-01-03 09:00:00+00:00,0.55517335,0.821213137,9.081229987
2015-01-03 10:00:00+00:00,0.553443938,0.812821161,9.067260072
2015-01-03 11:00:00+00:00,0.551714525,0.804429184,9.053290157
2015-01-03 12:00:00+00:00,0.549985113,0.796037207,9.039320242
2015-01-03 13:00:00+00:00,0.548255701,0.787645231,9.025350327
2015-01-03 14:00:00+00:00,0.546526288,0.779253254,9.011380412
2015-01-03 15:00:00+00:00,0.544796876,0.770861277,8.997410497
2015-01-03 16:00:00+00:00,0.543067464,0.762469301,8.983440582
2015-01-03 17:00:00+00:00,0.541338051,0.754077324,8.969470667
2015-01-03 18:00:00+00:00,0.539608639,0.745685347,8.955500752
2015-01-03 19:00:00+00:00,0.537879227,0.737293371,8.941530837
2015-01-03 20:00:00+00:00,0.536149814,0.728901394,8.927560922
2015-01-03 21:00:00+00:00,0.534420402,0.720509418,8.913591007
2015-01-03 22:00:00+00:00,0.532690989,0.712117441,8.899621092
2015-01-03 23:00:00+00:00,0.530961577,0.703725464,8.885651177
2015-01-04 00:00:00+00:00,0.529232165,0.70839304,8.871681262
2015-01-04 01:00:00+00:00,0.527457791,0.713060615,8.836559938
2015-01-04 02:00:00+00:00,0.525683417,0.71772819,8.801438614
2015-01-04 03:00:00+00:00,0.523909043,0.722395766,8.76631729
2015-01-04 04:00:00+00:00,0.522134669,0.727063341,8.731195966
2015-01-04 05:00:00+00:00,0.520360295,0.731730917,8.696074642
2015-01-04 06:00:00+00:00,0.518585921,0.736398492,8.660953318
2015-01-04 07:00:00+00:00,0.516811547,0.741066067,8.625831995
2015-01-04 08:00:00+00:00,0.515037174,0.745733643,8.590710671
