,HE Piva,HE Perucica,HE Pljevlja
2010-01-15 03:00:00+00:00,0.769596565,0.95005864,6.292842238
2010-01-15 04:00:00+00:00,0.765571932,0.94442827,6.263458743
2010-01-15 05:00:00+00:00,0.7615473,0.938797901,6.234075248
2010-01-15 06:00:00+00:00,0.757522667,0.933167531,6.204691753
2010-01-15 07:00:00+00:00,0.753498035,0.927537162,6.175308258
2010-01-15 08:00:00+00:00,0.749473402,0.921906793,6.145924762
2010-01-15 09:00:00+00:00,0.74544877,0.916276423,6.116541267
2010-01-15 10:00:00+00:00,0.741424137,0.910646054,6.087157772
2010-01-15 11:00:00+00:00,0.737399505,0.905015684,6.057774277
2010-01-15 12:00:00+00:00,0.733374872,0.899385315,6.028390781
2010-01-15 13:00:00+00:00,0.72935024,0.893754945,5.999007286
2010-01-15 14:00:00+00:00,0.725325608,0.888124576,5.969623791
2010-01-15 15:00:00+00:00,0.721300975,0.882494206,5.940240296
2010-01-15 16:00:00+00:00,0.717276343,0.876863837,5.9108568
2010-01-15 17:00:00+00:00,0.71325171,0.871233468,5.881473305
2010-01-15 18:00:00+00:00,0.709227078,0.865603098,5.85208981
2010-01-15 19:00:00+00:00,0.705202445,0.859972729,5.822706315
2010-01-15 20:00:00+00:00,0.701177813,0.854342359,5.793322819
2010-01-15 21:00:00+00:00,0.69715318,0.84871199,5.763939324
2010-01-15 22:00:00+00:00,0.693128548,0.84308162,5.734555829
2010-01-15 23:00:00+00:00,0.689103915,0.837451251,5.705172334
2010-01-16 00:00:00+00:00,0.685079283,0.832778518,5.675788838
2010-01-16 01:00:00+00:00,0.681671989,0.828105785,5.654217959
2010-01-16 02:00:00+00:00,0.678264694,0.823433052,5.632647079
2010-01-16 03:00:00+00:00,0.6748574,0.818760319,5.611076199
2010-01-16 04:00:00+00:00,0.671450106,0.814087586,5.589505319
2010-01-16 05:00:00+00:00,0.668042812,0.809414853,5.567934439
2010-01-16 06:00:00+00:00,0.664635518,0.80474212,5.546363559
2010-01-16 07:00:00+00:00,0.661228224,0.800069387,5.524792679
2010-01-16 08:00:00+00:00,0.657820929,0.795396654,5.503221799
2010-01-16 09:00:00+00:00,0.654413635,0.790723921,5.481650919
2010-01-16 10:00:00+00:00,0.651006341,0.786051188,5.46008004
2010-01-16 11:00:00+00:00,0.647599047,0.781378455,5.43850916
2010-01-16 12:00:00+00:00,0.644191753,0.776705722,5.41693828
2010-01-16 13:00:00+00:00,0.640784458,0.772032989,5.3953674
2010-01-16 14:00:00+00:00,0.637377164,0.767360256,5.37379652
2010-01-16 15:00:00+00:00,0.63396987,0.762687523,5.35222564
2010-01-16 16:00:00+00:00,0.630562576,0.75801479,5.33065476
2010-01-16 17:00:00+00:00,0.627155282,0.753342058,5.30908388
2010-01-16 18:00:00+00:00,0.623747988,0.748669325,5.287513
2010-01-16 19:00:00+00:00,0.620340693,0.743996592,5.265942121
2010-01-16 20:00:00+00:00,0.616933399,0.739323859,5.244371241
2010-01-16 21:00:00+00:00,0.613526105,0.734651126,5.222800361
2010-01-16 22:00:00+00:00,0.610118811,0.729978393,5.201229481
2010-01-16 23:00:00+00:00,0.606711517,0.72530566,5.179658601
2010-01-17 00:00:00+00:00,0.603304222,0.721449921,5.158087721
2010-01-17 01:00:00+00:00,0.600451823,0.717594182,5.14092105
2010-01-17 02:00:00+00:00,0.597599424,0.713738442,5.12375438
2010-01-17 03:00:00+00:00,0.594747025,0.709882703,5.106587709
2010-01-17 04:00:00+00:00,0.591894626,0.706026964,5.089421039
2010-01-17 05:00:00+00:00,0.589042227,0.702171225,5.072254368
2010-01-17 06:00:00+00:00,0.586189828,0.698315486,5.055087697
2010-01-17 07:00:00+00:00,0.583337429,0.694459747,5.037921027
2010-01-17 08:00:00+00:00,0.58048503,0.690604008,5.020754356
2010-01-17 09:00:00+00:00,0.57763263,0.686748269,5.003587685
2010-01-17 10:00:00+00:00,0.574780231,0.68289253,4.986421015
2010-01-17 11:00:00+00:00,0.571927832,0.67903679,4.969254344
2010-01-17 12:00:00+00:00,0.569075433,0.675181051,4.952087673
